"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","1757","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1766","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","6069","0.0-2.0-0.0","","","","","4301","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","7887","0.0-2.0-1.0","","","","","1817","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","9790","0.0-3.0","","","","","","","","791","","","","","","","","","","","","","","","","","",""
"","html-button-response","5","10711","0.0-4.0-0.0","","","","","920","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","21014","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","21610","0.0-4.0-2.0","","","","","595","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","38556","0.0-4.0-3.0","","","","","","","","","","[[{""x"":581,""y"":309,""dx"":90,""dy"":28,""t"":1021},{""x"":591,""y"":308,""dx"":100,""dy"":27,""t"":1057},{""x"":570,""y"":328,""dx"":79,""dy"":47,""t"":1089},{""x"":592,""y"":316,""dx"":101,""dy"":35,""t"":1123},{""x"":574,""y"":330,""dx"":83,""dy"":49,""t"":1160},{""x"":579,""y"":318,""dx"":88,""dy"":37,""t"":1191},{""x"":573,""y"":318,""dx"":82,""dy"":37,""t"":1225},{""x"":594,""y"":314,""dx"":103,""dy"":33,""t"":1261},{""x"":582,""y"":318,""dx"":91,""dy"":37,""t"":1293},{""x"":573,""y"":335,""dx"":82,""dy"":54,""t"":1327},{""x"":555,""y"":343,""dx"":64,""dy"":62,""t"":1363},{""x"":574,""y"":331,""dx"":83,""dy"":50,""t"":1395},{""x"":596,""y"":315,""dx"":105,""dy"":34,""t"":1430},{""x"":621,""y"":292,""dx"":130,""dy"":11,""t"":1465},{""x"":635,""y"":279,""dx"":144,""dy"":-2,""t"":1497},{""x"":647,""y"":269,""dx"":156,""dy"":-12,""t"":1531},{""x"":646,""y"":272,""dx"":155,""dy"":-9,""t"":1565},{""x"":640,""y"":277,""dx"":149,""dy"":-4,""t"":1601},{""x"":657,""y"":262,""dx"":166,""dy"":-19,""t"":1633},{""x"":652,""y"":272,""dx"":161,""dy"":-9,""t"":1667},{""x"":653,""y"":271,""dx"":162,""dy"":-10,""t"":1701},{""x"":637,""y"":304,""dx"":146,""dy"":23,""t"":1737},{""x"":658,""y"":316,""dx"":167,""dy"":35,""t"":1770},{""x"":630,""y"":343,""dx"":139,""dy"":62,""t"":1803},{""x"":630,""y"":350,""dx"":139,""dy"":69,""t"":1837},{""x"":618,""y"":371,""dx"":127,""dy"":90,""t"":1873},{""x"":598,""y"":388,""dx"":107,""dy"":107,""t"":1904},{""x"":571,""y"":386,""dx"":80,""dy"":105,""t"":1939},{""x"":560,""y"":378,""dx"":69,""dy"":97,""t"":1974},{""x"":557,""y"":364,""dx"":66,""dy"":83,""t"":2009},{""x"":551,""y"":362,""dx"":60,""dy"":81,""t"":2042},{""x"":551,""y"":354,""dx"":60,""dy"":73,""t"":2076},{""x"":546,""y"":360,""dx"":55,""dy"":79,""t"":2111},{""x"":542,""y"":356,""dx"":51,""dy"":75,""t"":2144},{""x"":546,""y"":352,""dx"":55,""dy"":71,""t"":2177},{""x"":550,""y"":346,""dx"":59,""dy"":65,""t"":2211},{""x"":550,""y"":342,""dx"":59,""dy"":61,""t"":2248},{""x"":552,""y"":333,""dx"":61,""dy"":52,""t"":2280},{""x"":569,""y"":324,""dx"":78,""dy"":43,""t"":2313},{""x"":576,""y"":324,""dx"":85,""dy"":43,""t"":2350},{""x"":568,""y"":337,""dx"":77,""dy"":56,""t"":2382},{""x"":585,""y"":335,""dx"":94,""dy"":54,""t"":2416},{""x"":582,""y"":349,""dx"":91,""dy"":68,""t"":2451},{""x"":603,""y"":354,""dx"":112,""dy"":73,""t"":2483},{""x"":617,""y"":351,""dx"":126,""dy"":70,""t"":2517},{""x"":631,""y"":345,""dx"":140,""dy"":64,""t"":2553},{""x"":643,""y"":343,""dx"":152,""dy"":62,""t"":2586},{""x"":648,""y"":336,""dx"":157,""dy"":55,""t"":2620},{""x"":634,""y"":335,""dx"":143,""dy"":54,""t"":2655},{""x"":622,""y"":324,""dx"":131,""dy"":43,""t"":2688},{""x"":610,""y"":317,""dx"":119,""dy"":36,""t"":2722},{""x"":598,""y"":319,""dx"":107,""dy"":38,""t"":2757},{""x"":590,""y"":318,""dx"":99,""dy"":37,""t"":2790},{""x"":588,""y"":326,""dx"":97,""dy"":45,""t"":2823},{""x"":584,""y"":342,""dx"":93,""dy"":61,""t"":2859},{""x"":596,""y"":339,""dx"":105,""dy"":58,""t"":2892},{""x"":600,""y"":329,""dx"":109,""dy"":48,""t"":2926},{""x"":596,""y"":330,""dx"":105,""dy"":49,""t"":2961},{""x"":597,""y"":338,""dx"":106,""dy"":57,""t"":2993}],[{""x"":1528,""y"":476,""dx"":77,""dy"":195,""t"":4014},{""x"":1486,""y"":465,""dx"":35,""dy"":184,""t"":4049},{""x"":1482,""y"":440,""dx"":31,""dy"":159,""t"":4082},{""x"":1484,""y"":414,""dx"":33,""dy"":133,""t"":4116},{""x"":1507,""y"":396,""dx"":56,""dy"":115,""t"":4152},{""x"":1495,""y"":390,""dx"":44,""dy"":109,""t"":4183},{""x"":1503,""y"":398,""dx"":52,""dy"":117,""t"":4217},{""x"":1517,""y"":419,""dx"":66,""dy"":138,""t"":4253},{""x"":1528,""y"":434,""dx"":77,""dy"":153,""t"":4285},{""x"":1548,""y"":443,""dx"":97,""dy"":162,""t"":4319},{""x"":1551,""y"":439,""dx"":100,""dy"":158,""t"":4355},{""x"":1537,""y"":468,""dx"":86,""dy"":187,""t"":4387},{""x"":1542,""y"":498,""dx"":91,""dy"":217,""t"":4421},{""x"":1540,""y"":509,""dx"":89,""dy"":228,""t"":4457},{""x"":1543,""y"":528,""dx"":92,""dy"":247,""t"":4489},{""x"":1543,""y"":547,""dx"":92,""dy"":266,""t"":4523},{""x"":1534,""y"":567,""dx"":83,""dy"":286,""t"":4559},{""x"":1519,""y"":565,""dx"":68,""dy"":284,""t"":4591},{""x"":1522,""y"":537,""dx"":71,""dy"":256,""t"":4625},{""x"":1508,""y"":506,""dx"":57,""dy"":225,""t"":4661},{""x"":1515,""y"":484,""dx"":64,""dy"":203,""t"":4693},{""x"":1507,""y"":493,""dx"":56,""dy"":212,""t"":4727},{""x"":1515,""y"":474,""dx"":64,""dy"":193,""t"":4762},{""x"":1520,""y"":455,""dx"":69,""dy"":174,""t"":4798},{""x"":1524,""y"":455,""dx"":73,""dy"":174,""t"":4829},{""x"":1527,""y"":438,""dx"":76,""dy"":157,""t"":4863},{""x"":1527,""y"":448,""dx"":76,""dy"":167,""t"":4900},{""x"":1520,""y"":461,""dx"":69,""dy"":180,""t"":4931},{""x"":1514,""y"":473,""dx"":63,""dy"":192,""t"":4965},{""x"":1506,""y"":481,""dx"":55,""dy"":200,""t"":5000},{""x"":1507,""y"":489,""dx"":56,""dy"":208,""t"":5035},{""x"":1497,""y"":502,""dx"":46,""dy"":221,""t"":5067},{""x"":1479,""y"":517,""dx"":28,""dy"":236,""t"":5101},{""x"":1446,""y"":524,""dx"":-5,""dy"":243,""t"":5137},{""x"":1417,""y"":540,""dx"":-34,""dy"":259,""t"":5169},{""x"":1389,""y"":557,""dx"":-62,""dy"":276,""t"":5204},{""x"":1396,""y"":558,""dx"":-55,""dy"":277,""t"":5239},{""x"":1400,""y"":557,""dx"":-51,""dy"":276,""t"":5271},{""x"":1395,""y"":556,""dx"":-56,""dy"":275,""t"":5305},{""x"":1391,""y"":553,""dx"":-60,""dy"":272,""t"":5341},{""x"":1389,""y"":550,""dx"":-62,""dy"":269,""t"":5373},{""x"":1393,""y"":549,""dx"":-58,""dy"":268,""t"":5408},{""x"":1394,""y"":563,""dx"":-57,""dy"":282,""t"":5442},{""x"":1407,""y"":575,""dx"":-44,""dy"":294,""t"":5477},{""x"":1404,""y"":602,""dx"":-47,""dy"":321,""t"":5510},{""x"":1426,""y"":616,""dx"":-25,""dy"":335,""t"":5544},{""x"":1430,""y"":597,""dx"":-21,""dy"":316,""t"":5580},{""x"":1420,""y"":624,""dx"":-31,""dy"":343,""t"":5612},{""x"":1384,""y"":613,""dx"":-67,""dy"":332,""t"":5646},{""x"":1387,""y"":630,""dx"":-64,""dy"":349,""t"":5681},{""x"":1381,""y"":626,""dx"":-70,""dy"":345,""t"":5713},{""x"":1392,""y"":618,""dx"":-59,""dy"":337,""t"":5747},{""x"":1409,""y"":620,""dx"":-42,""dy"":339,""t"":5781},{""x"":1400,""y"":634,""dx"":-51,""dy"":353,""t"":5817},{""x"":1385,""y"":621,""dx"":-66,""dy"":340,""t"":5849},{""x"":1381,""y"":606,""dx"":-70,""dy"":325,""t"":5883},{""x"":1358,""y"":601,""dx"":-93,""dy"":320,""t"":5919},{""x"":1347,""y"":591,""dx"":-104,""dy"":310,""t"":5952},{""x"":1327,""y"":589,""dx"":-124,""dy"":308,""t"":5985}],[{""x"":971,""y"":513,""dx"":0,""dy"":-38,""t"":7005},{""x"":951,""y"":517,""dx"":-20,""dy"":-34,""t"":7040},{""x"":967,""y"":528,""dx"":-4,""dy"":-23,""t"":7075},{""x"":942,""y"":528,""dx"":-29,""dy"":-23,""t"":7108},{""x"":976,""y"":524,""dx"":5,""dy"":-27,""t"":7142},{""x"":964,""y"":540,""dx"":-7,""dy"":-11,""t"":7178},{""x"":975,""y"":536,""dx"":4,""dy"":-15,""t"":7211},{""x"":988,""y"":552,""dx"":17,""dy"":1,""t"":7243},{""x"":979,""y"":548,""dx"":8,""dy"":-3,""t"":7279},{""x"":979,""y"":550,""dx"":8,""dy"":-1,""t"":7312},{""x"":967,""y"":539,""dx"":-4,""dy"":-12,""t"":7346},{""x"":971,""y"":553,""dx"":0,""dy"":2,""t"":7382},{""x"":955,""y"":548,""dx"":-16,""dy"":-3,""t"":7414},{""x"":950,""y"":529,""dx"":-21,""dy"":-22,""t"":7448},{""x"":911,""y"":511,""dx"":-60,""dy"":-40,""t"":7483},{""x"":884,""y"":493,""dx"":-87,""dy"":-58,""t"":7516},{""x"":872,""y"":465,""dx"":-99,""dy"":-86,""t"":7549},{""x"":878,""y"":445,""dx"":-93,""dy"":-106,""t"":7585},{""x"":899,""y"":456,""dx"":-72,""dy"":-95,""t"":7618},{""x"":936,""y"":484,""dx"":-35,""dy"":-67,""t"":7652},{""x"":939,""y"":500,""dx"":-32,""dy"":-51,""t"":7688},{""x"":954,""y"":489,""dx"":-17,""dy"":-62,""t"":7720},{""x"":994,""y"":507,""dx"":23,""dy"":-44,""t"":7754},{""x"":999,""y"":496,""dx"":28,""dy"":-55,""t"":7790},{""x"":996,""y"":512,""dx"":25,""dy"":-39,""t"":7821},{""x"":1020,""y"":518,""dx"":49,""dy"":-33,""t"":7855},{""x"":1027,""y"":533,""dx"":56,""dy"":-18,""t"":7891},{""x"":1032,""y"":558,""dx"":61,""dy"":7,""t"":7923},{""x"":1032,""y"":567,""dx"":61,""dy"":16,""t"":7957},{""x"":1041,""y"":577,""dx"":70,""dy"":26,""t"":7993},{""x"":1017,""y"":571,""dx"":46,""dy"":20,""t"":8026},{""x"":1031,""y"":559,""dx"":60,""dy"":8,""t"":8059},{""x"":1021,""y"":557,""dx"":50,""dy"":6,""t"":8095},{""x"":1018,""y"":565,""dx"":47,""dy"":14,""t"":8127},{""x"":990,""y"":553,""dx"":19,""dy"":2,""t"":8161},{""x"":971,""y"":535,""dx"":0,""dy"":-16,""t"":8198},{""x"":969,""y"":533,""dx"":-2,""dy"":-18,""t"":8229},{""x"":981,""y"":544,""dx"":10,""dy"":-7,""t"":8263},{""x"":990,""y"":550,""dx"":19,""dy"":-1,""t"":8300},{""x"":1022,""y"":519,""dx"":51,""dy"":-32,""t"":8332},{""x"":1020,""y"":527,""dx"":49,""dy"":-24,""t"":8366},{""x"":1041,""y"":514,""dx"":70,""dy"":-37,""t"":8402},{""x"":1030,""y"":521,""dx"":59,""dy"":-30,""t"":8434},{""x"":1040,""y"":536,""dx"":69,""dy"":-15,""t"":8467},{""x"":1029,""y"":541,""dx"":58,""dy"":-10,""t"":8503},{""x"":1054,""y"":548,""dx"":83,""dy"":-3,""t"":8535},{""x"":1041,""y"":545,""dx"":70,""dy"":-6,""t"":8569},{""x"":1073,""y"":542,""dx"":102,""dy"":-9,""t"":8604},{""x"":1059,""y"":557,""dx"":88,""dy"":6,""t"":8639},{""x"":1056,""y"":553,""dx"":85,""dy"":2,""t"":8672},{""x"":1070,""y"":536,""dx"":99,""dy"":-15,""t"":8705},{""x"":1072,""y"":545,""dx"":101,""dy"":-6,""t"":8741},{""x"":1081,""y"":571,""dx"":110,""dy"":20,""t"":8773},{""x"":1094,""y"":569,""dx"":123,""dy"":18,""t"":8807},{""x"":1041,""y"":555,""dx"":70,""dy"":4,""t"":8844},{""x"":1054,""y"":517,""dx"":83,""dy"":-34,""t"":8875},{""x"":1015,""y"":518,""dx"":44,""dy"":-33,""t"":8909},{""x"":1010,""y"":534,""dx"":39,""dy"":-17,""t"":8945},{""x"":983,""y"":536,""dx"":12,""dy"":-15,""t"":8977}],[{""x"":401,""y"":795,""dx"":-90,""dy"":-26,""t"":10032},{""x"":417,""y"":780,""dx"":-74,""dy"":-41,""t"":10065},{""x"":405,""y"":792,""dx"":-86,""dy"":-29,""t"":10102},{""x"":413,""y"":788,""dx"":-78,""dy"":-33,""t"":10133},{""x"":421,""y"":784,""dx"":-70,""dy"":-37,""t"":10166},{""x"":440,""y"":777,""dx"":-51,""dy"":-44,""t"":10201},{""x"":443,""y"":793,""dx"":-48,""dy"":-28,""t"":10237},{""x"":435,""y"":804,""dx"":-56,""dy"":-17,""t"":10270},{""x"":429,""y"":822,""dx"":-62,""dy"":1,""t"":10303},{""x"":444,""y"":794,""dx"":-47,""dy"":-27,""t"":10339},{""x"":445,""y"":816,""dx"":-46,""dy"":-5,""t"":10371},{""x"":456,""y"":809,""dx"":-35,""dy"":-12,""t"":10405},{""x"":452,""y"":815,""dx"":-39,""dy"":-6,""t"":10441},{""x"":457,""y"":817,""dx"":-34,""dy"":-4,""t"":10473},{""x"":474,""y"":818,""dx"":-17,""dy"":-3,""t"":10507},{""x"":473,""y"":835,""dx"":-18,""dy"":14,""t"":10543},{""x"":487,""y"":808,""dx"":-4,""dy"":-13,""t"":10575},{""x"":506,""y"":820,""dx"":15,""dy"":-1,""t"":10610},{""x"":530,""y"":818,""dx"":39,""dy"":-3,""t"":10644},{""x"":529,""y"":826,""dx"":38,""dy"":5,""t"":10679},{""x"":549,""y"":885,""dx"":58,""dy"":64,""t"":10712},{""x"":529,""y"":874,""dx"":38,""dy"":53,""t"":10746},{""x"":521,""y"":890,""dx"":30,""dy"":69,""t"":10781},{""x"":491,""y"":874,""dx"":0,""dy"":53,""t"":10814},{""x"":476,""y"":860,""dx"":-15,""dy"":39,""t"":10847},{""x"":454,""y"":832,""dx"":-37,""dy"":11,""t"":10884},{""x"":443,""y"":826,""dx"":-48,""dy"":5,""t"":10916},{""x"":426,""y"":793,""dx"":-65,""dy"":-28,""t"":10949},{""x"":402,""y"":836,""dx"":-89,""dy"":15,""t"":10985},{""x"":404,""y"":826,""dx"":-87,""dy"":5,""t"":11018},{""x"":420,""y"":810,""dx"":-71,""dy"":-11,""t"":11052},{""x"":409,""y"":841,""dx"":-82,""dy"":20,""t"":11087},{""x"":400,""y"":867,""dx"":-91,""dy"":46,""t"":11119},{""x"":398,""y"":861,""dx"":-93,""dy"":40,""t"":11153},{""x"":399,""y"":902,""dx"":-92,""dy"":81,""t"":11189},{""x"":399,""y"":928,""dx"":-92,""dy"":107,""t"":11222},{""x"":405,""y"":943,""dx"":-86,""dy"":122,""t"":11255},{""x"":421,""y"":960,""dx"":-70,""dy"":139,""t"":11292},{""x"":420,""y"":927,""dx"":-71,""dy"":106,""t"":11323},{""x"":421,""y"":938,""dx"":-70,""dy"":117,""t"":11357},{""x"":442,""y"":907,""dx"":-49,""dy"":86,""t"":11393},{""x"":451,""y"":900,""dx"":-40,""dy"":79,""t"":11425},{""x"":464,""y"":902,""dx"":-27,""dy"":81,""t"":11460},{""x"":448,""y"":898,""dx"":-43,""dy"":77,""t"":11495},{""x"":451,""y"":905,""dx"":-40,""dy"":84,""t"":11528},{""x"":455,""y"":860,""dx"":-36,""dy"":39,""t"":11562},{""x"":456,""y"":877,""dx"":-35,""dy"":56,""t"":11597},{""x"":444,""y"":845,""dx"":-47,""dy"":24,""t"":11629},{""x"":432,""y"":882,""dx"":-59,""dy"":61,""t"":11663},{""x"":423,""y"":878,""dx"":-68,""dy"":57,""t"":11699},{""x"":421,""y"":877,""dx"":-70,""dy"":56,""t"":11731},{""x"":418,""y"":853,""dx"":-73,""dy"":32,""t"":11765},{""x"":425,""y"":850,""dx"":-66,""dy"":29,""t"":11800},{""x"":432,""y"":857,""dx"":-59,""dy"":36,""t"":11835},{""x"":437,""y"":856,""dx"":-54,""dy"":35,""t"":11868},{""x"":439,""y"":864,""dx"":-52,""dy"":43,""t"":11901},{""x"":439,""y"":869,""dx"":-52,""dy"":48,""t"":11938},{""x"":438,""y"":883,""dx"":-53,""dy"":62,""t"":11970},{""x"":428,""y"":912,""dx"":-63,""dy"":91,""t"":12004}],[{""x"":1412,""y"":689,""dx"":-39,""dy"":-132,""t"":13025},{""x"":1397,""y"":686,""dx"":-54,""dy"":-135,""t"":13058},{""x"":1369,""y"":679,""dx"":-82,""dy"":-142,""t"":13092},{""x"":1363,""y"":698,""dx"":-88,""dy"":-123,""t"":13127},{""x"":1345,""y"":696,""dx"":-106,""dy"":-125,""t"":13160},{""x"":1348,""y"":694,""dx"":-103,""dy"":-127,""t"":13194},{""x"":1339,""y"":691,""dx"":-112,""dy"":-130,""t"":13229},{""x"":1331,""y"":687,""dx"":-120,""dy"":-134,""t"":13262},{""x"":1338,""y"":720,""dx"":-113,""dy"":-101,""t"":13296},{""x"":1352,""y"":719,""dx"":-99,""dy"":-102,""t"":13332},{""x"":1344,""y"":742,""dx"":-107,""dy"":-79,""t"":13365},{""x"":1322,""y"":749,""dx"":-129,""dy"":-72,""t"":13398},{""x"":1302,""y"":773,""dx"":-149,""dy"":-48,""t"":13433},{""x"":1293,""y"":743,""dx"":-158,""dy"":-78,""t"":13465},{""x"":1297,""y"":760,""dx"":-154,""dy"":-61,""t"":13500},{""x"":1285,""y"":771,""dx"":-166,""dy"":-50,""t"":13535},{""x"":1284,""y"":787,""dx"":-167,""dy"":-34,""t"":13568},{""x"":1291,""y"":791,""dx"":-160,""dy"":-30,""t"":13602},{""x"":1313,""y"":791,""dx"":-138,""dy"":-30,""t"":13637},{""x"":1321,""y"":797,""dx"":-130,""dy"":-24,""t"":13670},{""x"":1322,""y"":785,""dx"":-129,""dy"":-36,""t"":13702},{""x"":1334,""y"":776,""dx"":-117,""dy"":-45,""t"":13737},{""x"":1330,""y"":734,""dx"":-121,""dy"":-87,""t"":13773},{""x"":1334,""y"":713,""dx"":-117,""dy"":-108,""t"":13805},{""x"":1331,""y"":695,""dx"":-120,""dy"":-126,""t"":13839},{""x"":1328,""y"":682,""dx"":-123,""dy"":-139,""t"":13875},{""x"":1346,""y"":699,""dx"":-105,""dy"":-122,""t"":13907},{""x"":1340,""y"":704,""dx"":-111,""dy"":-117,""t"":13941},{""x"":1334,""y"":700,""dx"":-117,""dy"":-121,""t"":13977},{""x"":1346,""y"":713,""dx"":-105,""dy"":-108,""t"":14009},{""x"":1351,""y"":710,""dx"":-100,""dy"":-111,""t"":14044},{""x"":1346,""y"":708,""dx"":-105,""dy"":-113,""t"":14080},{""x"":1330,""y"":710,""dx"":-121,""dy"":-111,""t"":14111},{""x"":1332,""y"":715,""dx"":-119,""dy"":-106,""t"":14146},{""x"":1322,""y"":722,""dx"":-129,""dy"":-99,""t"":14181},{""x"":1305,""y"":737,""dx"":-146,""dy"":-84,""t"":14214},{""x"":1308,""y"":748,""dx"":-143,""dy"":-73,""t"":14248},{""x"":1321,""y"":776,""dx"":-130,""dy"":-45,""t"":14283},{""x"":1323,""y"":783,""dx"":-128,""dy"":-38,""t"":14315},{""x"":1311,""y"":784,""dx"":-140,""dy"":-37,""t"":14350},{""x"":1323,""y"":794,""dx"":-128,""dy"":-27,""t"":14385},{""x"":1320,""y"":784,""dx"":-131,""dy"":-37,""t"":14417},{""x"":1313,""y"":788,""dx"":-138,""dy"":-33,""t"":14451},{""x"":1316,""y"":788,""dx"":-135,""dy"":-33,""t"":14488},{""x"":1311,""y"":791,""dx"":-140,""dy"":-30,""t"":14519},{""x"":1308,""y"":792,""dx"":-143,""dy"":-29,""t"":14554},{""x"":1308,""y"":792,""dx"":-143,""dy"":-29,""t"":14589},{""x"":1299,""y"":802,""dx"":-152,""dy"":-19,""t"":14621},{""x"":1298,""y"":803,""dx"":-153,""dy"":-18,""t"":14656},{""x"":1304,""y"":798,""dx"":-147,""dy"":-23,""t"":14691},{""x"":1309,""y"":801,""dx"":-142,""dy"":-20,""t"":14723},{""x"":1313,""y"":805,""dx"":-138,""dy"":-16,""t"":14757},{""x"":1311,""y"":806,""dx"":-140,""dy"":-15,""t"":14793},{""x"":1313,""y"":804,""dx"":-138,""dy"":-17,""t"":14826},{""x"":1308,""y"":800,""dx"":-143,""dy"":-21,""t"":14859},{""x"":1307,""y"":791,""dx"":-144,""dy"":-30,""t"":14895},{""x"":1301,""y"":782,""dx"":-150,""dy"":-39,""t"":14927},{""x"":1292,""y"":775,""dx"":-159,""dy"":-46,""t"":14961},{""x"":1289,""y"":765,""dx"":-162,""dy"":-56,""t"":14997}]]","[100,25.423728813559322,100,100,100]","[{""x"":105.08474576271186,""y"":47.76271186440678,""r"":36.782398554686374},{""x"":12.101694915254237,""y"":242.3728813559322,""r"":83.31854469946032},{""x"":25.983050847457626,""y"":-19.35593220338983,""r"":43.236929351573345},{""x"":-47.152542372881356,""y"":30.847457627118644,""r"":48.16545385575339},{""x"":-127.55932203389831,""y"":-69.84745762711864,""r"":43.2620768890469}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","","",""
"","html-button-response","9","39145","0.0-4.0-4.0-0.0-0.0","","","","","588","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","",""
