"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","2134","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2138","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","4989","0.0-2.0-0.0","","","","","2850","{""name"":""scc"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","6525","0.0-2.0-1.0","","","","","1535","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","7149","0.0-3.0","","","","","621"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","12022","0.0-4.0","","","","","","","","","2200","","","","","","","","","","","","","","","",""
"","html-button-response","6","12829","0.0-5.0-0.0","","","","","805","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","23749","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","24461","0.0-5.0-2.0","","","","","711","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","41695","0.0-5.0-3.0","","","","","","","","","","[[{""x"":434,""y"":226,""dx"":-57,""dy"":-55,""t"":990},{""x"":440,""y"":199,""dx"":-51,""dy"":-82,""t"":1024},{""x"":468,""y"":215,""dx"":-23,""dy"":-66,""t"":1058},{""x"":480,""y"":247,""dx"":-11,""dy"":-34,""t"":1092},{""x"":504,""y"":265,""dx"":13,""dy"":-16,""t"":1125},{""x"":488,""y"":286,""dx"":-3,""dy"":5,""t"":1160},{""x"":502,""y"":253,""dx"":11,""dy"":-28,""t"":1195},{""x"":500,""y"":271,""dx"":9,""dy"":-10,""t"":1228},{""x"":491,""y"":283,""dx"":0,""dy"":2,""t"":1261},{""x"":486,""y"":248,""dx"":-5,""dy"":-33,""t"":1296},{""x"":481,""y"":254,""dx"":-10,""dy"":-27,""t"":1330},{""x"":467,""y"":220,""dx"":-24,""dy"":-61,""t"":1364},{""x"":479,""y"":219,""dx"":-12,""dy"":-62,""t"":1398},{""x"":466,""y"":220,""dx"":-25,""dy"":-61,""t"":1432},{""x"":454,""y"":222,""dx"":-37,""dy"":-59,""t"":1464},{""x"":455,""y"":211,""dx"":-36,""dy"":-70,""t"":1499},{""x"":449,""y"":260,""dx"":-42,""dy"":-21,""t"":1533},{""x"":450,""y"":243,""dx"":-41,""dy"":-38,""t"":1569},{""x"":452,""y"":272,""dx"":-39,""dy"":-9,""t"":1602},{""x"":454,""y"":289,""dx"":-37,""dy"":8,""t"":1637},{""x"":441,""y"":275,""dx"":-50,""dy"":-6,""t"":1670},{""x"":460,""y"":243,""dx"":-31,""dy"":-38,""t"":1705},{""x"":444,""y"":219,""dx"":-47,""dy"":-62,""t"":1738},{""x"":455,""y"":185,""dx"":-36,""dy"":-96,""t"":1773},{""x"":474,""y"":178,""dx"":-17,""dy"":-103,""t"":1806},{""x"":475,""y"":181,""dx"":-16,""dy"":-100,""t"":1840},{""x"":475,""y"":197,""dx"":-16,""dy"":-84,""t"":1874},{""x"":474,""y"":197,""dx"":-17,""dy"":-84,""t"":1909},{""x"":475,""y"":206,""dx"":-16,""dy"":-75,""t"":1942},{""x"":482,""y"":210,""dx"":-9,""dy"":-71,""t"":1977},{""x"":455,""y"":202,""dx"":-36,""dy"":-79,""t"":2009},{""x"":476,""y"":246,""dx"":-15,""dy"":-35,""t"":2044},{""x"":470,""y"":242,""dx"":-21,""dy"":-39,""t"":2078},{""x"":471,""y"":269,""dx"":-20,""dy"":-12,""t"":2112},{""x"":478,""y"":263,""dx"":-13,""dy"":-18,""t"":2147},{""x"":521,""y"":303,""dx"":30,""dy"":22,""t"":2180},{""x"":540,""y"":357,""dx"":49,""dy"":76,""t"":2214},{""x"":525,""y"":320,""dx"":34,""dy"":39,""t"":2248},{""x"":507,""y"":296,""dx"":16,""dy"":15,""t"":2281},{""x"":532,""y"":264,""dx"":41,""dy"":-17,""t"":2316},{""x"":533,""y"":309,""dx"":42,""dy"":28,""t"":2350},{""x"":504,""y"":284,""dx"":13,""dy"":3,""t"":2383},{""x"":518,""y"":256,""dx"":27,""dy"":-25,""t"":2418},{""x"":531,""y"":265,""dx"":40,""dy"":-16,""t"":2452},{""x"":507,""y"":230,""dx"":16,""dy"":-51,""t"":2486},{""x"":490,""y"":234,""dx"":-1,""dy"":-47,""t"":2520},{""x"":490,""y"":217,""dx"":-1,""dy"":-64,""t"":2566},{""x"":484,""y"":230,""dx"":-7,""dy"":-51,""t"":2601},{""x"":472,""y"":232,""dx"":-19,""dy"":-49,""t"":2622},{""x"":469,""y"":228,""dx"":-22,""dy"":-53,""t"":2656},{""x"":445,""y"":206,""dx"":-46,""dy"":-75,""t"":2690},{""x"":436,""y"":188,""dx"":-55,""dy"":-93,""t"":2723},{""x"":452,""y"":183,""dx"":-39,""dy"":-98,""t"":2758},{""x"":464,""y"":191,""dx"":-27,""dy"":-90,""t"":2792},{""x"":477,""y"":172,""dx"":-14,""dy"":-109,""t"":2826},{""x"":466,""y"":157,""dx"":-25,""dy"":-124,""t"":2860},{""x"":455,""y"":146,""dx"":-36,""dy"":-135,""t"":2894},{""x"":443,""y"":134,""dx"":-48,""dy"":-147,""t"":2928},{""x"":427,""y"":131,""dx"":-64,""dy"":-150,""t"":2961},{""x"":396,""y"":127,""dx"":-95,""dy"":-154,""t"":2995}],[{""x"":1501,""y"":346,""dx"":50,""dy"":65,""t"":4016},{""x"":1526,""y"":365,""dx"":75,""dy"":84,""t"":4050},{""x"":1535,""y"":395,""dx"":84,""dy"":114,""t"":4084},{""x"":1536,""y"":396,""dx"":85,""dy"":115,""t"":4117},{""x"":1540,""y"":396,""dx"":89,""dy"":115,""t"":4153},{""x"":1542,""y"":397,""dx"":91,""dy"":116,""t"":4186},{""x"":1540,""y"":369,""dx"":89,""dy"":88,""t"":4220},{""x"":1542,""y"":375,""dx"":91,""dy"":94,""t"":4253},{""x"":1531,""y"":378,""dx"":80,""dy"":97,""t"":4288},{""x"":1488,""y"":394,""dx"":37,""dy"":113,""t"":4322},{""x"":1496,""y"":385,""dx"":45,""dy"":104,""t"":4356},{""x"":1457,""y"":386,""dx"":6,""dy"":105,""t"":4390},{""x"":1428,""y"":371,""dx"":-23,""dy"":90,""t"":4425},{""x"":1442,""y"":376,""dx"":-9,""dy"":95,""t"":4458},{""x"":1446,""y"":380,""dx"":-5,""dy"":99,""t"":4491},{""x"":1446,""y"":378,""dx"":-5,""dy"":97,""t"":4526},{""x"":1457,""y"":396,""dx"":6,""dy"":115,""t"":4561},{""x"":1425,""y"":384,""dx"":-26,""dy"":103,""t"":4594},{""x"":1433,""y"":402,""dx"":-18,""dy"":121,""t"":4628},{""x"":1400,""y"":392,""dx"":-51,""dy"":111,""t"":4662},{""x"":1401,""y"":369,""dx"":-50,""dy"":88,""t"":4696},{""x"":1383,""y"":349,""dx"":-68,""dy"":68,""t"":4730},{""x"":1361,""y"":320,""dx"":-90,""dy"":39,""t"":4764},{""x"":1358,""y"":320,""dx"":-93,""dy"":39,""t"":4798},{""x"":1351,""y"":319,""dx"":-100,""dy"":38,""t"":4832},{""x"":1367,""y"":315,""dx"":-84,""dy"":34,""t"":4866},{""x"":1361,""y"":300,""dx"":-90,""dy"":19,""t"":4901},{""x"":1359,""y"":306,""dx"":-92,""dy"":25,""t"":4934},{""x"":1354,""y"":302,""dx"":-97,""dy"":21,""t"":4967},{""x"":1348,""y"":340,""dx"":-103,""dy"":59,""t"":5002},{""x"":1351,""y"":350,""dx"":-100,""dy"":69,""t"":5033},{""x"":1358,""y"":342,""dx"":-93,""dy"":61,""t"":5070},{""x"":1375,""y"":357,""dx"":-76,""dy"":76,""t"":5104},{""x"":1415,""y"":408,""dx"":-36,""dy"":127,""t"":5138},{""x"":1387,""y"":390,""dx"":-64,""dy"":109,""t"":5172},{""x"":1384,""y"":377,""dx"":-67,""dy"":96,""t"":5206},{""x"":1337,""y"":380,""dx"":-114,""dy"":99,""t"":5240},{""x"":1328,""y"":376,""dx"":-123,""dy"":95,""t"":5274},{""x"":1329,""y"":380,""dx"":-122,""dy"":99,""t"":5308},{""x"":1316,""y"":371,""dx"":-135,""dy"":90,""t"":5342},{""x"":1349,""y"":373,""dx"":-102,""dy"":92,""t"":5376},{""x"":1328,""y"":355,""dx"":-123,""dy"":74,""t"":5410},{""x"":1364,""y"":362,""dx"":-87,""dy"":81,""t"":5444},{""x"":1353,""y"":352,""dx"":-98,""dy"":71,""t"":5477},{""x"":1341,""y"":344,""dx"":-110,""dy"":63,""t"":5512},{""x"":1361,""y"":352,""dx"":-90,""dy"":71,""t"":5545},{""x"":1399,""y"":405,""dx"":-52,""dy"":124,""t"":5581},{""x"":1398,""y"":422,""dx"":-53,""dy"":141,""t"":5615},{""x"":1412,""y"":410,""dx"":-39,""dy"":129,""t"":5648},{""x"":1380,""y"":405,""dx"":-71,""dy"":124,""t"":5682},{""x"":1408,""y"":404,""dx"":-43,""dy"":123,""t"":5717},{""x"":1394,""y"":401,""dx"":-57,""dy"":120,""t"":5750},{""x"":1431,""y"":393,""dx"":-20,""dy"":112,""t"":5784},{""x"":1456,""y"":395,""dx"":5,""dy"":114,""t"":5818},{""x"":1494,""y"":392,""dx"":43,""dy"":111,""t"":5852},{""x"":1510,""y"":383,""dx"":59,""dy"":102,""t"":5886},{""x"":1502,""y"":393,""dx"":51,""dy"":112,""t"":5920},{""x"":1501,""y"":391,""dx"":50,""dy"":110,""t"":5953},{""x"":1502,""y"":420,""dx"":51,""dy"":139,""t"":5987}],[{""x"":996,""y"":592,""dx"":25,""dy"":41,""t"":7009},{""x"":1007,""y"":593,""dx"":36,""dy"":42,""t"":7039},{""x"":1045,""y"":564,""dx"":74,""dy"":13,""t"":7077},{""x"":990,""y"":569,""dx"":19,""dy"":18,""t"":7110},{""x"":1004,""y"":558,""dx"":33,""dy"":7,""t"":7144},{""x"":962,""y"":567,""dx"":-9,""dy"":16,""t"":7178},{""x"":923,""y"":584,""dx"":-48,""dy"":33,""t"":7213},{""x"":904,""y"":591,""dx"":-67,""dy"":40,""t"":7246},{""x"":931,""y"":607,""dx"":-40,""dy"":56,""t"":7281},{""x"":954,""y"":609,""dx"":-17,""dy"":58,""t"":7313},{""x"":976,""y"":603,""dx"":5,""dy"":52,""t"":7348},{""x"":976,""y"":593,""dx"":5,""dy"":42,""t"":7382},{""x"":998,""y"":581,""dx"":27,""dy"":30,""t"":7415},{""x"":975,""y"":593,""dx"":4,""dy"":42,""t"":7450},{""x"":1022,""y"":590,""dx"":51,""dy"":39,""t"":7484},{""x"":995,""y"":584,""dx"":24,""dy"":33,""t"":7518},{""x"":1011,""y"":576,""dx"":40,""dy"":25,""t"":7551},{""x"":982,""y"":602,""dx"":11,""dy"":51,""t"":7587},{""x"":1006,""y"":576,""dx"":35,""dy"":25,""t"":7620},{""x"":949,""y"":541,""dx"":-22,""dy"":-10,""t"":7654},{""x"":969,""y"":517,""dx"":-2,""dy"":-34,""t"":7688},{""x"":929,""y"":527,""dx"":-42,""dy"":-24,""t"":7722},{""x"":903,""y"":536,""dx"":-68,""dy"":-15,""t"":7756},{""x"":919,""y"":540,""dx"":-52,""dy"":-11,""t"":7790},{""x"":936,""y"":550,""dx"":-35,""dy"":-1,""t"":7824},{""x"":998,""y"":563,""dx"":27,""dy"":12,""t"":7858},{""x"":1064,""y"":576,""dx"":93,""dy"":25,""t"":7891},{""x"":1085,""y"":569,""dx"":114,""dy"":18,""t"":7926},{""x"":1097,""y"":567,""dx"":126,""dy"":16,""t"":7960},{""x"":1111,""y"":580,""dx"":140,""dy"":29,""t"":7994},{""x"":1072,""y"":577,""dx"":101,""dy"":26,""t"":8028},{""x"":1074,""y"":592,""dx"":103,""dy"":41,""t"":8062},{""x"":1027,""y"":598,""dx"":56,""dy"":47,""t"":8096},{""x"":1023,""y"":632,""dx"":52,""dy"":81,""t"":8129},{""x"":1036,""y"":625,""dx"":65,""dy"":74,""t"":8164},{""x"":1018,""y"":596,""dx"":47,""dy"":45,""t"":8196},{""x"":973,""y"":576,""dx"":2,""dy"":25,""t"":8232},{""x"":969,""y"":603,""dx"":-2,""dy"":52,""t"":8267},{""x"":934,""y"":598,""dx"":-37,""dy"":47,""t"":8299},{""x"":912,""y"":614,""dx"":-59,""dy"":63,""t"":8334},{""x"":898,""y"":631,""dx"":-73,""dy"":80,""t"":8368},{""x"":882,""y"":619,""dx"":-89,""dy"":68,""t"":8402},{""x"":886,""y"":628,""dx"":-85,""dy"":77,""t"":8436},{""x"":920,""y"":631,""dx"":-51,""dy"":80,""t"":8470},{""x"":915,""y"":616,""dx"":-56,""dy"":65,""t"":8504},{""x"":896,""y"":588,""dx"":-75,""dy"":37,""t"":8539},{""x"":933,""y"":614,""dx"":-38,""dy"":63,""t"":8572},{""x"":925,""y"":608,""dx"":-46,""dy"":57,""t"":8604},{""x"":934,""y"":650,""dx"":-37,""dy"":99,""t"":8640},{""x"":929,""y"":613,""dx"":-42,""dy"":62,""t"":8674},{""x"":979,""y"":614,""dx"":8,""dy"":63,""t"":8709},{""x"":977,""y"":585,""dx"":6,""dy"":34,""t"":8742},{""x"":950,""y"":590,""dx"":-21,""dy"":39,""t"":8776},{""x"":936,""y"":558,""dx"":-35,""dy"":7,""t"":8810},{""x"":916,""y"":551,""dx"":-55,""dy"":0,""t"":8844},{""x"":894,""y"":543,""dx"":-77,""dy"":-8,""t"":8878},{""x"":867,""y"":533,""dx"":-104,""dy"":-18,""t"":8912},{""x"":834,""y"":494,""dx"":-137,""dy"":-57,""t"":8946},{""x"":820,""y"":495,""dx"":-151,""dy"":-56,""t"":8980}],[{""x"":555,""y"":677,""dx"":64,""dy"":-144,""t"":10000},{""x"":571,""y"":648,""dx"":80,""dy"":-173,""t"":10033},{""x"":589,""y"":665,""dx"":98,""dy"":-156,""t"":10068},{""x"":596,""y"":656,""dx"":105,""dy"":-165,""t"":10103},{""x"":586,""y"":625,""dx"":95,""dy"":-196,""t"":10135},{""x"":592,""y"":662,""dx"":101,""dy"":-159,""t"":10168},{""x"":635,""y"":717,""dx"":144,""dy"":-104,""t"":10204},{""x"":654,""y"":752,""dx"":163,""dy"":-69,""t"":10238},{""x"":691,""y"":813,""dx"":200,""dy"":-8,""t"":10272},{""x"":712,""y"":830,""dx"":221,""dy"":9,""t"":10306},{""x"":690,""y"":752,""dx"":199,""dy"":-69,""t"":10340},{""x"":709,""y"":828,""dx"":218,""dy"":7,""t"":10374},{""x"":736,""y"":864,""dx"":245,""dy"":43,""t"":10408},{""x"":721,""y"":806,""dx"":230,""dy"":-15,""t"":10441},{""x"":702,""y"":755,""dx"":211,""dy"":-66,""t"":10476},{""x"":698,""y"":793,""dx"":207,""dy"":-28,""t"":10511},{""x"":667,""y"":798,""dx"":176,""dy"":-23,""t"":10544},{""x"":656,""y"":829,""dx"":165,""dy"":8,""t"":10575},{""x"":650,""y"":828,""dx"":159,""dy"":7,""t"":10612},{""x"":646,""y"":849,""dx"":155,""dy"":28,""t"":10646},{""x"":670,""y"":891,""dx"":179,""dy"":70,""t"":10680},{""x"":690,""y"":907,""dx"":199,""dy"":86,""t"":10714},{""x"":656,""y"":886,""dx"":165,""dy"":65,""t"":10748},{""x"":648,""y"":873,""dx"":157,""dy"":52,""t"":10782},{""x"":639,""y"":881,""dx"":148,""dy"":60,""t"":10816},{""x"":626,""y"":818,""dx"":135,""dy"":-3,""t"":10851},{""x"":617,""y"":769,""dx"":126,""dy"":-52,""t"":10884},{""x"":624,""y"":747,""dx"":133,""dy"":-74,""t"":10917},{""x"":624,""y"":761,""dx"":133,""dy"":-60,""t"":10952},{""x"":601,""y"":748,""dx"":110,""dy"":-73,""t"":10986},{""x"":591,""y"":766,""dx"":100,""dy"":-55,""t"":11020},{""x"":603,""y"":767,""dx"":112,""dy"":-54,""t"":11053},{""x"":610,""y"":791,""dx"":119,""dy"":-30,""t"":11088},{""x"":604,""y"":808,""dx"":113,""dy"":-13,""t"":11121},{""x"":612,""y"":818,""dx"":121,""dy"":-3,""t"":11156},{""x"":609,""y"":795,""dx"":118,""dy"":-26,""t"":11191},{""x"":622,""y"":804,""dx"":131,""dy"":-17,""t"":11224},{""x"":611,""y"":762,""dx"":120,""dy"":-59,""t"":11258},{""x"":601,""y"":757,""dx"":110,""dy"":-64,""t"":11292},{""x"":591,""y"":766,""dx"":100,""dy"":-55,""t"":11326},{""x"":596,""y"":757,""dx"":105,""dy"":-64,""t"":11361},{""x"":607,""y"":734,""dx"":116,""dy"":-87,""t"":11394},{""x"":609,""y"":721,""dx"":118,""dy"":-100,""t"":11428},{""x"":602,""y"":746,""dx"":111,""dy"":-75,""t"":11462},{""x"":606,""y"":752,""dx"":115,""dy"":-69,""t"":11496},{""x"":622,""y"":791,""dx"":131,""dy"":-30,""t"":11530},{""x"":638,""y"":794,""dx"":147,""dy"":-27,""t"":11564},{""x"":645,""y"":783,""dx"":154,""dy"":-38,""t"":11607},{""x"":657,""y"":770,""dx"":166,""dy"":-51,""t"":11648},{""x"":650,""y"":764,""dx"":159,""dy"":-57,""t"":11672},{""x"":666,""y"":755,""dx"":175,""dy"":-66,""t"":11699},{""x"":657,""y"":772,""dx"":166,""dy"":-49,""t"":11734},{""x"":649,""y"":787,""dx"":158,""dy"":-34,""t"":11766},{""x"":622,""y"":799,""dx"":131,""dy"":-22,""t"":11802},{""x"":622,""y"":768,""dx"":131,""dy"":-53,""t"":11835},{""x"":617,""y"":744,""dx"":126,""dy"":-77,""t"":11870},{""x"":606,""y"":777,""dx"":115,""dy"":-44,""t"":11904},{""x"":592,""y"":743,""dx"":101,""dy"":-78,""t"":11938},{""x"":591,""y"":735,""dx"":100,""dy"":-86,""t"":11972},{""x"":577,""y"":752,""dx"":86,""dy"":-69,""t"":12006}],[{""x"":1519,""y"":700,""dx"":68,""dy"":-121,""t"":13026},{""x"":1484,""y"":667,""dx"":33,""dy"":-154,""t"":13061},{""x"":1515,""y"":750,""dx"":64,""dy"":-71,""t"":13094},{""x"":1533,""y"":748,""dx"":82,""dy"":-73,""t"":13127},{""x"":1569,""y"":757,""dx"":118,""dy"":-64,""t"":13162},{""x"":1579,""y"":767,""dx"":128,""dy"":-54,""t"":13196},{""x"":1571,""y"":777,""dx"":120,""dy"":-44,""t"":13230},{""x"":1504,""y"":744,""dx"":53,""dy"":-77,""t"":13264},{""x"":1463,""y"":750,""dx"":12,""dy"":-71,""t"":13297},{""x"":1397,""y"":697,""dx"":-54,""dy"":-124,""t"":13332},{""x"":1415,""y"":721,""dx"":-36,""dy"":-100,""t"":13364},{""x"":1398,""y"":689,""dx"":-53,""dy"":-132,""t"":13400},{""x"":1397,""y"":698,""dx"":-54,""dy"":-123,""t"":13434},{""x"":1402,""y"":696,""dx"":-49,""dy"":-125,""t"":13468},{""x"":1419,""y"":731,""dx"":-32,""dy"":-90,""t"":13502},{""x"":1423,""y"":729,""dx"":-28,""dy"":-92,""t"":13536},{""x"":1401,""y"":730,""dx"":-50,""dy"":-91,""t"":13570},{""x"":1422,""y"":742,""dx"":-29,""dy"":-79,""t"":13604},{""x"":1391,""y"":734,""dx"":-60,""dy"":-87,""t"":13638},{""x"":1406,""y"":752,""dx"":-45,""dy"":-69,""t"":13672},{""x"":1409,""y"":750,""dx"":-42,""dy"":-71,""t"":13706},{""x"":1436,""y"":756,""dx"":-15,""dy"":-65,""t"":13741},{""x"":1458,""y"":760,""dx"":7,""dy"":-61,""t"":13772},{""x"":1442,""y"":752,""dx"":-9,""dy"":-69,""t"":13808},{""x"":1426,""y"":735,""dx"":-25,""dy"":-86,""t"":13841},{""x"":1431,""y"":751,""dx"":-20,""dy"":-70,""t"":13876},{""x"":1469,""y"":748,""dx"":18,""dy"":-73,""t"":13911},{""x"":1450,""y"":714,""dx"":-1,""dy"":-107,""t"":13944},{""x"":1458,""y"":690,""dx"":7,""dy"":-131,""t"":13978},{""x"":1415,""y"":682,""dx"":-36,""dy"":-139,""t"":14012},{""x"":1418,""y"":688,""dx"":-33,""dy"":-133,""t"":14046},{""x"":1377,""y"":719,""dx"":-74,""dy"":-102,""t"":14081},{""x"":1380,""y"":741,""dx"":-71,""dy"":-80,""t"":14114},{""x"":1356,""y"":734,""dx"":-95,""dy"":-87,""t"":14147},{""x"":1371,""y"":749,""dx"":-80,""dy"":-72,""t"":14182},{""x"":1387,""y"":762,""dx"":-64,""dy"":-59,""t"":14216},{""x"":1371,""y"":756,""dx"":-80,""dy"":-65,""t"":14250},{""x"":1377,""y"":732,""dx"":-74,""dy"":-89,""t"":14283},{""x"":1375,""y"":742,""dx"":-76,""dy"":-79,""t"":14318},{""x"":1405,""y"":730,""dx"":-46,""dy"":-91,""t"":14352},{""x"":1411,""y"":737,""dx"":-40,""dy"":-84,""t"":14386},{""x"":1408,""y"":728,""dx"":-43,""dy"":-93,""t"":14420},{""x"":1385,""y"":713,""dx"":-66,""dy"":-108,""t"":14454},{""x"":1374,""y"":720,""dx"":-77,""dy"":-101,""t"":14488},{""x"":1403,""y"":709,""dx"":-48,""dy"":-112,""t"":14522},{""x"":1384,""y"":708,""dx"":-67,""dy"":-113,""t"":14556},{""x"":1367,""y"":707,""dx"":-84,""dy"":-114,""t"":14590},{""x"":1379,""y"":732,""dx"":-72,""dy"":-89,""t"":14624},{""x"":1378,""y"":739,""dx"":-73,""dy"":-82,""t"":14658},{""x"":1374,""y"":734,""dx"":-77,""dy"":-87,""t"":14692},{""x"":1377,""y"":720,""dx"":-74,""dy"":-101,""t"":14726},{""x"":1378,""y"":725,""dx"":-73,""dy"":-96,""t"":14760},{""x"":1400,""y"":737,""dx"":-51,""dy"":-84,""t"":14793},{""x"":1397,""y"":736,""dx"":-54,""dy"":-85,""t"":14829},{""x"":1372,""y"":747,""dx"":-79,""dy"":-74,""t"":14862},{""x"":1356,""y"":749,""dx"":-95,""dy"":-72,""t"":14896},{""x"":1333,""y"":754,""dx"":-118,""dy"":-67,""t"":14930},{""x"":1368,""y"":752,""dx"":-83,""dy"":-69,""t"":14965},{""x"":1351,""y"":763,""dx"":-100,""dy"":-58,""t"":14997}]]","[100,100,100,83.33333333333334,100]","[{""x"":-16.183333333333334,""y"":-49.733333333333334,""r"":59.65997649963187},{""x"":-30.372881355932204,""y"":91.61016949152543,""r"":73.20625256841522},{""x"":-5.813559322033898,""y"":31.54237288135593,""r"":54.501190591825214},{""x"":141.26666666666668,""y"":-45.9,""r"":65.04292659693739},{""x"":-33.813559322033896,""y"":-89.13559322033899,""r"":41.901242971980615}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.42","validate","","","","","","","","","",""
