"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","3328","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3334","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","8395","0.0-2.0-0.0","","","","","5059","{""name"":""syx"",""age"":""22""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","10058","0.0-2.0-1.0","","","","","1663","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","12890","0.0-3.0","","","","","2830"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","24323","0.0-4.0","","","","","","","","","2216","","","","","","","","","","","","","","","",""
"","html-button-response","6","26059","0.0-5.0-0.0","","","","","1734","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","37361","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","38627","0.0-5.0-2.0","","","","","1265","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","57021","0.0-5.0-3.0","","","","","","","","","","[[{""x"":495,""y"":266,""dx"":4,""dy"":-15,""t"":989},{""x"":527,""y"":281,""dx"":36,""dy"":0,""t"":1024},{""x"":508,""y"":276,""dx"":17,""dy"":-5,""t"":1058},{""x"":499,""y"":288,""dx"":8,""dy"":7,""t"":1092},{""x"":495,""y"":290,""dx"":4,""dy"":9,""t"":1126},{""x"":486,""y"":297,""dx"":-5,""dy"":16,""t"":1160},{""x"":475,""y"":288,""dx"":-16,""dy"":7,""t"":1194},{""x"":494,""y"":297,""dx"":3,""dy"":16,""t"":1228},{""x"":475,""y"":296,""dx"":-16,""dy"":15,""t"":1262},{""x"":491,""y"":303,""dx"":0,""dy"":22,""t"":1296},{""x"":482,""y"":294,""dx"":-9,""dy"":13,""t"":1331},{""x"":491,""y"":296,""dx"":0,""dy"":15,""t"":1362},{""x"":493,""y"":300,""dx"":2,""dy"":19,""t"":1399},{""x"":507,""y"":303,""dx"":16,""dy"":22,""t"":1432},{""x"":526,""y"":307,""dx"":35,""dy"":26,""t"":1466},{""x"":527,""y"":312,""dx"":36,""dy"":31,""t"":1500},{""x"":530,""y"":307,""dx"":39,""dy"":26,""t"":1533},{""x"":512,""y"":292,""dx"":21,""dy"":11,""t"":1568},{""x"":512,""y"":292,""dx"":21,""dy"":11,""t"":1602},{""x"":524,""y"":318,""dx"":33,""dy"":37,""t"":1637},{""x"":542,""y"":339,""dx"":51,""dy"":58,""t"":1670},{""x"":543,""y"":351,""dx"":52,""dy"":70,""t"":1705},{""x"":567,""y"":356,""dx"":76,""dy"":75,""t"":1738},{""x"":559,""y"":339,""dx"":68,""dy"":58,""t"":1770},{""x"":524,""y"":314,""dx"":33,""dy"":33,""t"":1805},{""x"":481,""y"":311,""dx"":-10,""dy"":30,""t"":1840},{""x"":485,""y"":319,""dx"":-6,""dy"":38,""t"":1874},{""x"":481,""y"":342,""dx"":-10,""dy"":61,""t"":1908},{""x"":504,""y"":328,""dx"":13,""dy"":47,""t"":1942},{""x"":501,""y"":313,""dx"":10,""dy"":32,""t"":1976},{""x"":505,""y"":331,""dx"":14,""dy"":50,""t"":2009},{""x"":486,""y"":316,""dx"":-5,""dy"":35,""t"":2044},{""x"":490,""y"":324,""dx"":-1,""dy"":43,""t"":2078},{""x"":482,""y"":313,""dx"":-9,""dy"":32,""t"":2112},{""x"":476,""y"":293,""dx"":-15,""dy"":12,""t"":2146},{""x"":447,""y"":269,""dx"":-44,""dy"":-12,""t"":2180},{""x"":432,""y"":260,""dx"":-59,""dy"":-21,""t"":2214},{""x"":428,""y"":264,""dx"":-63,""dy"":-17,""t"":2249},{""x"":410,""y"":249,""dx"":-81,""dy"":-32,""t"":2282},{""x"":414,""y"":244,""dx"":-77,""dy"":-37,""t"":2316},{""x"":407,""y"":253,""dx"":-84,""dy"":-28,""t"":2350},{""x"":410,""y"":252,""dx"":-81,""dy"":-29,""t"":2384},{""x"":397,""y"":242,""dx"":-94,""dy"":-39,""t"":2418},{""x"":388,""y"":252,""dx"":-103,""dy"":-29,""t"":2453},{""x"":378,""y"":241,""dx"":-113,""dy"":-40,""t"":2486},{""x"":377,""y"":239,""dx"":-114,""dy"":-42,""t"":2520},{""x"":387,""y"":224,""dx"":-104,""dy"":-57,""t"":2555},{""x"":404,""y"":214,""dx"":-87,""dy"":-67,""t"":2588},{""x"":417,""y"":203,""dx"":-74,""dy"":-78,""t"":2621},{""x"":429,""y"":209,""dx"":-62,""dy"":-72,""t"":2657},{""x"":443,""y"":243,""dx"":-48,""dy"":-38,""t"":2689},{""x"":444,""y"":232,""dx"":-47,""dy"":-49,""t"":2724},{""x"":447,""y"":238,""dx"":-44,""dy"":-43,""t"":2758},{""x"":445,""y"":232,""dx"":-46,""dy"":-49,""t"":2792},{""x"":426,""y"":236,""dx"":-65,""dy"":-45,""t"":2826},{""x"":403,""y"":243,""dx"":-88,""dy"":-38,""t"":2860},{""x"":392,""y"":246,""dx"":-99,""dy"":-35,""t"":2894},{""x"":399,""y"":243,""dx"":-92,""dy"":-38,""t"":2929},{""x"":404,""y"":232,""dx"":-87,""dy"":-49,""t"":2962},{""x"":413,""y"":230,""dx"":-78,""dy"":-51,""t"":2996}],[{""x"":1474,""y"":377,""dx"":23,""dy"":96,""t"":4017},{""x"":1454,""y"":415,""dx"":3,""dy"":134,""t"":4049},{""x"":1452,""y"":403,""dx"":1,""dy"":122,""t"":4084},{""x"":1443,""y"":377,""dx"":-8,""dy"":96,""t"":4118},{""x"":1439,""y"":371,""dx"":-12,""dy"":90,""t"":4152},{""x"":1438,""y"":371,""dx"":-13,""dy"":90,""t"":4185},{""x"":1444,""y"":374,""dx"":-7,""dy"":93,""t"":4220},{""x"":1448,""y"":371,""dx"":-3,""dy"":90,""t"":4254},{""x"":1450,""y"":377,""dx"":-1,""dy"":96,""t"":4289},{""x"":1437,""y"":404,""dx"":-14,""dy"":123,""t"":4321},{""x"":1430,""y"":387,""dx"":-21,""dy"":106,""t"":4356},{""x"":1413,""y"":405,""dx"":-38,""dy"":124,""t"":4390},{""x"":1411,""y"":395,""dx"":-40,""dy"":114,""t"":4425},{""x"":1423,""y"":392,""dx"":-28,""dy"":111,""t"":4458},{""x"":1432,""y"":393,""dx"":-19,""dy"":112,""t"":4492},{""x"":1407,""y"":403,""dx"":-44,""dy"":122,""t"":4526},{""x"":1399,""y"":433,""dx"":-52,""dy"":152,""t"":4560},{""x"":1381,""y"":455,""dx"":-70,""dy"":174,""t"":4595},{""x"":1401,""y"":456,""dx"":-50,""dy"":175,""t"":4628},{""x"":1405,""y"":429,""dx"":-46,""dy"":148,""t"":4663},{""x"":1413,""y"":422,""dx"":-38,""dy"":141,""t"":4696},{""x"":1417,""y"":402,""dx"":-34,""dy"":121,""t"":4731},{""x"":1430,""y"":399,""dx"":-21,""dy"":118,""t"":4764},{""x"":1457,""y"":406,""dx"":6,""dy"":125,""t"":4798},{""x"":1464,""y"":401,""dx"":13,""dy"":120,""t"":4833},{""x"":1473,""y"":402,""dx"":22,""dy"":121,""t"":4868},{""x"":1471,""y"":398,""dx"":20,""dy"":117,""t"":4900},{""x"":1469,""y"":395,""dx"":18,""dy"":114,""t"":4932},{""x"":1485,""y"":415,""dx"":34,""dy"":134,""t"":4968},{""x"":1494,""y"":413,""dx"":43,""dy"":132,""t"":5001},{""x"":1501,""y"":419,""dx"":50,""dy"":138,""t"":5036},{""x"":1492,""y"":409,""dx"":41,""dy"":128,""t"":5070},{""x"":1481,""y"":388,""dx"":30,""dy"":107,""t"":5105},{""x"":1474,""y"":368,""dx"":23,""dy"":87,""t"":5138},{""x"":1439,""y"":384,""dx"":-12,""dy"":103,""t"":5171},{""x"":1434,""y"":410,""dx"":-17,""dy"":129,""t"":5206},{""x"":1416,""y"":423,""dx"":-35,""dy"":142,""t"":5239},{""x"":1394,""y"":427,""dx"":-57,""dy"":146,""t"":5274},{""x"":1386,""y"":425,""dx"":-65,""dy"":144,""t"":5309},{""x"":1395,""y"":446,""dx"":-56,""dy"":165,""t"":5340},{""x"":1383,""y"":456,""dx"":-68,""dy"":175,""t"":5377},{""x"":1381,""y"":461,""dx"":-70,""dy"":180,""t"":5411},{""x"":1384,""y"":473,""dx"":-67,""dy"":192,""t"":5444},{""x"":1376,""y"":474,""dx"":-75,""dy"":193,""t"":5478},{""x"":1379,""y"":489,""dx"":-72,""dy"":208,""t"":5512},{""x"":1373,""y"":491,""dx"":-78,""dy"":210,""t"":5545},{""x"":1374,""y"":488,""dx"":-77,""dy"":207,""t"":5580},{""x"":1368,""y"":482,""dx"":-83,""dy"":201,""t"":5614},{""x"":1375,""y"":496,""dx"":-76,""dy"":215,""t"":5649},{""x"":1398,""y"":466,""dx"":-53,""dy"":185,""t"":5682},{""x"":1389,""y"":458,""dx"":-62,""dy"":177,""t"":5716},{""x"":1413,""y"":433,""dx"":-38,""dy"":152,""t"":5750},{""x"":1409,""y"":445,""dx"":-42,""dy"":164,""t"":5784},{""x"":1406,""y"":468,""dx"":-45,""dy"":187,""t"":5819},{""x"":1390,""y"":466,""dx"":-61,""dy"":185,""t"":5853},{""x"":1393,""y"":462,""dx"":-58,""dy"":181,""t"":5886},{""x"":1387,""y"":469,""dx"":-64,""dy"":188,""t"":5920},{""x"":1376,""y"":468,""dx"":-75,""dy"":187,""t"":5954},{""x"":1374,""y"":457,""dx"":-77,""dy"":176,""t"":5988}],[{""x"":1004,""y"":607,""dx"":33,""dy"":56,""t"":7043},{""x"":1023,""y"":612,""dx"":52,""dy"":61,""t"":7076},{""x"":1017,""y"":603,""dx"":46,""dy"":52,""t"":7110},{""x"":1018,""y"":596,""dx"":47,""dy"":45,""t"":7144},{""x"":1023,""y"":577,""dx"":52,""dy"":26,""t"":7180},{""x"":1018,""y"":553,""dx"":47,""dy"":2,""t"":7212},{""x"":1003,""y"":530,""dx"":32,""dy"":-21,""t"":7246},{""x"":993,""y"":528,""dx"":22,""dy"":-23,""t"":7280},{""x"":998,""y"":529,""dx"":27,""dy"":-22,""t"":7315},{""x"":993,""y"":539,""dx"":22,""dy"":-12,""t"":7348},{""x"":990,""y"":532,""dx"":19,""dy"":-19,""t"":7382},{""x"":988,""y"":523,""dx"":17,""dy"":-28,""t"":7416},{""x"":981,""y"":526,""dx"":10,""dy"":-25,""t"":7450},{""x"":988,""y"":521,""dx"":17,""dy"":-30,""t"":7484},{""x"":990,""y"":527,""dx"":19,""dy"":-24,""t"":7519},{""x"":985,""y"":528,""dx"":14,""dy"":-23,""t"":7552},{""x"":988,""y"":535,""dx"":17,""dy"":-16,""t"":7586},{""x"":994,""y"":545,""dx"":23,""dy"":-6,""t"":7619},{""x"":999,""y"":544,""dx"":28,""dy"":-7,""t"":7654},{""x"":1014,""y"":567,""dx"":43,""dy"":16,""t"":7688},{""x"":1031,""y"":585,""dx"":60,""dy"":34,""t"":7723},{""x"":1025,""y"":566,""dx"":54,""dy"":15,""t"":7756},{""x"":1018,""y"":553,""dx"":47,""dy"":2,""t"":7791},{""x"":1015,""y"":541,""dx"":44,""dy"":-10,""t"":7825},{""x"":1018,""y"":553,""dx"":47,""dy"":2,""t"":7858},{""x"":1012,""y"":545,""dx"":41,""dy"":-6,""t"":7891},{""x"":1010,""y"":547,""dx"":39,""dy"":-4,""t"":7926},{""x"":1007,""y"":565,""dx"":36,""dy"":14,""t"":7960},{""x"":1021,""y"":587,""dx"":50,""dy"":36,""t"":7995},{""x"":1020,""y"":573,""dx"":49,""dy"":22,""t"":8028},{""x"":1035,""y"":592,""dx"":64,""dy"":41,""t"":8062},{""x"":1033,""y"":597,""dx"":62,""dy"":46,""t"":8094},{""x"":1035,""y"":578,""dx"":64,""dy"":27,""t"":8129},{""x"":1038,""y"":608,""dx"":67,""dy"":57,""t"":8164},{""x"":1031,""y"":595,""dx"":60,""dy"":44,""t"":8198},{""x"":1023,""y"":583,""dx"":52,""dy"":32,""t"":8232},{""x"":1021,""y"":569,""dx"":50,""dy"":18,""t"":8266},{""x"":1014,""y"":588,""dx"":43,""dy"":37,""t"":8300},{""x"":1019,""y"":600,""dx"":48,""dy"":49,""t"":8334},{""x"":1015,""y"":587,""dx"":44,""dy"":36,""t"":8369},{""x"":1025,""y"":612,""dx"":54,""dy"":61,""t"":8402},{""x"":1020,""y"":641,""dx"":49,""dy"":90,""t"":8436},{""x"":1019,""y"":663,""dx"":48,""dy"":112,""t"":8470},{""x"":1018,""y"":680,""dx"":47,""dy"":129,""t"":8502},{""x"":1019,""y"":688,""dx"":48,""dy"":137,""t"":8538},{""x"":1010,""y"":677,""dx"":39,""dy"":126,""t"":8572},{""x"":1003,""y"":682,""dx"":32,""dy"":131,""t"":8606},{""x"":1015,""y"":672,""dx"":44,""dy"":121,""t"":8640},{""x"":1032,""y"":677,""dx"":61,""dy"":126,""t"":8675},{""x"":1039,""y"":661,""dx"":68,""dy"":110,""t"":8708},{""x"":1053,""y"":677,""dx"":82,""dy"":126,""t"":8742},{""x"":1054,""y"":677,""dx"":83,""dy"":126,""t"":8776},{""x"":1045,""y"":638,""dx"":74,""dy"":87,""t"":8810},{""x"":1045,""y"":645,""dx"":74,""dy"":94,""t"":8844},{""x"":1049,""y"":629,""dx"":78,""dy"":78,""t"":8878},{""x"":1052,""y"":601,""dx"":81,""dy"":50,""t"":8912},{""x"":1059,""y"":587,""dx"":88,""dy"":36,""t"":8946},{""x"":1056,""y"":561,""dx"":85,""dy"":10,""t"":8979},{""x"":1049,""y"":552,""dx"":78,""dy"":1,""t"":9014}],[{""x"":460,""y"":762,""dx"":-31,""dy"":-59,""t"":10035},{""x"":458,""y"":757,""dx"":-33,""dy"":-64,""t"":10066},{""x"":462,""y"":748,""dx"":-29,""dy"":-73,""t"":10102},{""x"":457,""y"":726,""dx"":-34,""dy"":-95,""t"":10137},{""x"":479,""y"":716,""dx"":-12,""dy"":-105,""t"":10170},{""x"":478,""y"":712,""dx"":-13,""dy"":-109,""t"":10204},{""x"":471,""y"":701,""dx"":-20,""dy"":-120,""t"":10238},{""x"":462,""y"":696,""dx"":-29,""dy"":-125,""t"":10271},{""x"":456,""y"":700,""dx"":-35,""dy"":-121,""t"":10306},{""x"":467,""y"":725,""dx"":-24,""dy"":-96,""t"":10340},{""x"":481,""y"":748,""dx"":-10,""dy"":-73,""t"":10374},{""x"":478,""y"":760,""dx"":-13,""dy"":-61,""t"":10408},{""x"":492,""y"":777,""dx"":1,""dy"":-44,""t"":10441},{""x"":504,""y"":791,""dx"":13,""dy"":-30,""t"":10474},{""x"":514,""y"":807,""dx"":23,""dy"":-14,""t"":10509},{""x"":515,""y"":812,""dx"":24,""dy"":-9,""t"":10544},{""x"":511,""y"":804,""dx"":20,""dy"":-17,""t"":10579},{""x"":502,""y"":805,""dx"":11,""dy"":-16,""t"":10613},{""x"":515,""y"":812,""dx"":24,""dy"":-9,""t"":10646},{""x"":512,""y"":810,""dx"":21,""dy"":-11,""t"":10680},{""x"":516,""y"":819,""dx"":25,""dy"":-2,""t"":10714},{""x"":505,""y"":812,""dx"":14,""dy"":-9,""t"":10749},{""x"":514,""y"":808,""dx"":23,""dy"":-13,""t"":10782},{""x"":499,""y"":799,""dx"":8,""dy"":-22,""t"":10816},{""x"":501,""y"":806,""dx"":10,""dy"":-15,""t"":10850},{""x"":506,""y"":817,""dx"":15,""dy"":-4,""t"":10885},{""x"":491,""y"":810,""dx"":0,""dy"":-11,""t"":10919},{""x"":485,""y"":806,""dx"":-6,""dy"":-15,""t"":10953},{""x"":477,""y"":797,""dx"":-14,""dy"":-24,""t"":10985},{""x"":484,""y"":803,""dx"":-7,""dy"":-18,""t"":11022},{""x"":500,""y"":816,""dx"":9,""dy"":-5,""t"":11054},{""x"":491,""y"":814,""dx"":0,""dy"":-7,""t"":11088},{""x"":490,""y"":815,""dx"":-1,""dy"":-6,""t"":11122},{""x"":488,""y"":821,""dx"":-3,""dy"":0,""t"":11156},{""x"":498,""y"":812,""dx"":7,""dy"":-9,""t"":11190},{""x"":522,""y"":822,""dx"":31,""dy"":1,""t"":11223},{""x"":527,""y"":820,""dx"":36,""dy"":-1,""t"":11259},{""x"":521,""y"":804,""dx"":30,""dy"":-17,""t"":11292},{""x"":524,""y"":818,""dx"":33,""dy"":-3,""t"":11326},{""x"":512,""y"":818,""dx"":21,""dy"":-3,""t"":11361},{""x"":502,""y"":791,""dx"":11,""dy"":-30,""t"":11394},{""x"":485,""y"":773,""dx"":-6,""dy"":-48,""t"":11428},{""x"":494,""y"":778,""dx"":3,""dy"":-43,""t"":11462},{""x"":500,""y"":795,""dx"":9,""dy"":-26,""t"":11496},{""x"":497,""y"":798,""dx"":6,""dy"":-23,""t"":11530},{""x"":490,""y"":780,""dx"":-1,""dy"":-41,""t"":11565},{""x"":494,""y"":775,""dx"":3,""dy"":-46,""t"":11598},{""x"":476,""y"":771,""dx"":-15,""dy"":-50,""t"":11631},{""x"":462,""y"":769,""dx"":-29,""dy"":-52,""t"":11664},{""x"":458,""y"":755,""dx"":-33,""dy"":-66,""t"":11700},{""x"":455,""y"":743,""dx"":-36,""dy"":-78,""t"":11734},{""x"":465,""y"":750,""dx"":-26,""dy"":-71,""t"":11769},{""x"":459,""y"":746,""dx"":-32,""dy"":-75,""t"":11803},{""x"":457,""y"":743,""dx"":-34,""dy"":-78,""t"":11836},{""x"":468,""y"":743,""dx"":-23,""dy"":-78,""t"":11870},{""x"":473,""y"":755,""dx"":-18,""dy"":-66,""t"":11904},{""x"":478,""y"":771,""dx"":-13,""dy"":-50,""t"":11938},{""x"":472,""y"":779,""dx"":-19,""dy"":-42,""t"":11972},{""x"":498,""y"":766,""dx"":7,""dy"":-55,""t"":12005}],[{""x"":1491,""y"":670,""dx"":40,""dy"":-151,""t"":13060},{""x"":1502,""y"":681,""dx"":51,""dy"":-140,""t"":13093},{""x"":1501,""y"":691,""dx"":50,""dy"":-130,""t"":13128},{""x"":1478,""y"":699,""dx"":27,""dy"":-122,""t"":13162},{""x"":1461,""y"":706,""dx"":10,""dy"":-115,""t"":13196},{""x"":1441,""y"":717,""dx"":-10,""dy"":-104,""t"":13230},{""x"":1420,""y"":706,""dx"":-31,""dy"":-115,""t"":13264},{""x"":1422,""y"":713,""dx"":-29,""dy"":-108,""t"":13298},{""x"":1399,""y"":714,""dx"":-52,""dy"":-107,""t"":13332},{""x"":1383,""y"":704,""dx"":-68,""dy"":-117,""t"":13366},{""x"":1370,""y"":693,""dx"":-81,""dy"":-128,""t"":13400},{""x"":1372,""y"":692,""dx"":-79,""dy"":-129,""t"":13434},{""x"":1368,""y"":681,""dx"":-83,""dy"":-140,""t"":13468},{""x"":1384,""y"":690,""dx"":-67,""dy"":-131,""t"":13502},{""x"":1396,""y"":671,""dx"":-55,""dy"":-150,""t"":13536},{""x"":1402,""y"":664,""dx"":-49,""dy"":-157,""t"":13571},{""x"":1411,""y"":671,""dx"":-40,""dy"":-150,""t"":13604},{""x"":1419,""y"":677,""dx"":-32,""dy"":-144,""t"":13635},{""x"":1425,""y"":665,""dx"":-26,""dy"":-156,""t"":13671},{""x"":1452,""y"":662,""dx"":1,""dy"":-159,""t"":13706},{""x"":1435,""y"":683,""dx"":-16,""dy"":-138,""t"":13739},{""x"":1440,""y"":684,""dx"":-11,""dy"":-137,""t"":13774},{""x"":1444,""y"":675,""dx"":-7,""dy"":-146,""t"":13809},{""x"":1453,""y"":665,""dx"":2,""dy"":-156,""t"":13843},{""x"":1445,""y"":657,""dx"":-6,""dy"":-164,""t"":13876},{""x"":1448,""y"":654,""dx"":-3,""dy"":-167,""t"":13910},{""x"":1458,""y"":656,""dx"":7,""dy"":-165,""t"":13944},{""x"":1450,""y"":658,""dx"":-1,""dy"":-163,""t"":13978},{""x"":1457,""y"":652,""dx"":6,""dy"":-169,""t"":14012},{""x"":1464,""y"":647,""dx"":13,""dy"":-174,""t"":14044},{""x"":1464,""y"":645,""dx"":13,""dy"":-176,""t"":14080},{""x"":1454,""y"":657,""dx"":3,""dy"":-164,""t"":14115},{""x"":1445,""y"":669,""dx"":-6,""dy"":-152,""t"":14149},{""x"":1441,""y"":685,""dx"":-10,""dy"":-136,""t"":14182},{""x"":1425,""y"":695,""dx"":-26,""dy"":-126,""t"":14216},{""x"":1409,""y"":699,""dx"":-42,""dy"":-122,""t"":14250},{""x"":1410,""y"":702,""dx"":-41,""dy"":-119,""t"":14284},{""x"":1422,""y"":707,""dx"":-29,""dy"":-114,""t"":14318},{""x"":1409,""y"":710,""dx"":-42,""dy"":-111,""t"":14352},{""x"":1429,""y"":701,""dx"":-22,""dy"":-120,""t"":14386},{""x"":1432,""y"":718,""dx"":-19,""dy"":-103,""t"":14421},{""x"":1444,""y"":711,""dx"":-7,""dy"":-110,""t"":14454},{""x"":1430,""y"":700,""dx"":-21,""dy"":-121,""t"":14488},{""x"":1455,""y"":694,""dx"":4,""dy"":-127,""t"":14521},{""x"":1463,""y"":686,""dx"":12,""dy"":-135,""t"":14556},{""x"":1467,""y"":689,""dx"":16,""dy"":-132,""t"":14590},{""x"":1449,""y"":686,""dx"":-2,""dy"":-135,""t"":14624},{""x"":1443,""y"":681,""dx"":-8,""dy"":-140,""t"":14659},{""x"":1436,""y"":666,""dx"":-15,""dy"":-155,""t"":14692},{""x"":1426,""y"":655,""dx"":-25,""dy"":-166,""t"":14727},{""x"":1424,""y"":649,""dx"":-27,""dy"":-172,""t"":14760},{""x"":1423,""y"":654,""dx"":-28,""dy"":-167,""t"":14794},{""x"":1421,""y"":657,""dx"":-30,""dy"":-164,""t"":14828},{""x"":1427,""y"":671,""dx"":-24,""dy"":-150,""t"":14862},{""x"":1424,""y"":684,""dx"":-27,""dy"":-137,""t"":14896},{""x"":1440,""y"":684,""dx"":-11,""dy"":-137,""t"":14930},{""x"":1448,""y"":684,""dx"":-3,""dy"":-137,""t"":14964},{""x"":1471,""y"":686,""dx"":20,""dy"":-135,""t"":14998},{""x"":1487,""y"":686,""dx"":36,""dy"":-135,""t"":15032}]]","[100,86.4406779661017,100,100,100]","[{""x"":-24.066666666666666,""y"":-1.3,""r"":89.91713796563602},{""x"":-29.06779661016949,""y"":143.4406779661017,""r"":50.116935940123355},{""x"":47.813559322033896,""y"":38.05084745762712,""r"":46.57983913011034},{""x"":-2.7288135593220337,""y"":-41.559322033898304,""r"":36.605500330000304},{""x"":-15.254237288135593,""y"":-139.4915254237288,""r"":30.31782710915332}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.42","validate","","","","","","","","","",""
