1445,507,1
1302,534,51
1180,556,70
1080,594,126
999,621,142
983,657,192
948,655,286
918,653,320
902,654,350
869,652,381
859,621,415
822,613,448
846,607,481
865,602,517
897,616,558
902,700,585
938,817,625
941,864,652
946,876,685
944,806,768
941,738,787
918,605,828
922,548,855
950,456,890
896,428,922
908,376,960
894,341,992
948,384,1040
932,373,1060
916,380,1097
883,377,1126
841,393,1159
802,406,1195
781,422,1243
814,426,1267
828,425,1302
877,421,1331
902,458,1367
907,499,1398
939,508,1447
951,541,1467
935,565,1501
929,603,1535
908,602,1574
899,534,1613
892,473,1636
880,466,1670
884,400,1714
863,325,1742
844,286,1778
862,266,1810
816,192,1842
809,136,1873
840,149,1915
865,146,1945
864,114,1982
858,88,2014
866,56,2048
844,91,2083
856,166,2122
920,253,2160
947,343,2185
956,421,2221
955,466,2248
983,519,2283
978,544,2316
965,581,2349
996,600,2385
1003,600,2419
970,564,2460
994,586,2488
1006,586,2523
974,536,2560
980,526,2596
989,512,2622
1009,508,2656
1013,508,2707
1033,515,2731
996,567,2758
1004,601,2794
1048,739,2839
1057,788,2862
1081,1106,2963
1071,1121,3021
1060,1118,3034
1070,1144,3086
1075,1159,3101
1070,1178,3131
1066,1201,3167
1072,1210,3201
1062,1227,3235
1076,1202,3268
1061,1192,3301
1080,1196,3338
1037,1193,3370
1062,1205,3414
1039,1216,3466
1033,1223,3477
1006,1210,3549
987,1200,3599
966,1223,3610
947,1216,3669
942,1228,3681
912,1228,3749
895,1220,3799
888,1227,3811
885,1248,3882
865,1227,3932
867,1241,3949
831,1218,4016
815,1176,4066
797,1132,4083
757,1094,4150
745,1052,4164
782,1057,4186
790,1071,4224
761,1120,4254
744,1174,4289
801,1165,4322
840,1202,4371
894,1236,4394
936,1296,4432
988,1348,4465
986,1410,4497
977,1421,4529
975,1416,4559
970,1346,4595
961,1292,4643
954,1246,4666
970,1234,4707
998,1228,4731
1028,1235,4771
1070,1235,4805
1084,1223,4840
1101,1212,4882
1117,1217,4906
1132,1232,4947
1139,1223,4974
1157,1240,5003
1158,1235,5043
1195,1244,5071
1201,1231,5108
1212,1223,5143
1205,1204,5181
1230,1207,5215
1191,1221,5243
1207,1234,5283
1192,1251,5310
1158,1258,5347
1099,1250,5381
1043,1250,5415
994,1237,5448
1004,1240,5482
956,1253,5515
896,1268,5548
856,1272,5582
808,1298,5615
775,1323,5649
771,1399,5682
852,1453,5718
904,1492,5754
940,1713,5825
985,1716,5851
992,1797,5918
1030,1827,5985
1048,1861,6036
1065,1870,6084
1067,1893,6097
1051,1964,6170
1046,2109,6220
1037,2105,6235
1023,2175,6300
996,2217,6356
1021,2238,6367
1025,2232,6419
1043,2211,6431
1008,2160,6487
1004,2160,6500
1000,2154,6534
1032,2169,6567
1029,2142,6614
1044,2125,6638
1056,2086,6675
1075,2061,6703
1086,2046,6739
1070,2022,6778
1058,2019,6812
1032,1998,6839
986,1993,6882
961,1984,6905
951,1963,6947
934,1942,6981
919,1917,7015
930,1926,7047
935,1926,7081
904,1924,7113
856,1951,7146
789,1914,7182
772,1921,7215
765,1919,7250
733,1880,7289
716,1893,7323
783,1918,7347
900,1943,7393
983,1939,7414
1041,1913,7457
1085,1881,7487
1145,1869,7521
1195,1866,7551
1249,1875,7586
1290,1900,7635
1304,1912,7660
1298,1874,7694
1295,1846,7728
1322,1839,7761
1326,1850,7793
1327,1845,7825
1316,1867,7857
1298,1885,7907
1225,1932,7931
1116,1989,7971
1026,2039,8000
935,2063,8030
884,2091,8065
843,2135,8097
773,2155,8131
692,2195,8179
670,2216,8202
615,2234,8243
586,2242,8269
564,2245,8308
547,2261,8342
569,2272,8378
568,2272,8413
582,2278,8436
586,2272,8483
620,2274,8507
625,2266,8547
661,2249,8580
693,2249,8614
701,2213,8648
750,2223,8675
770,2221,8709
801,2212,8744
841,2212,8780
851,2282,8817
857,2310,8846
865,2356,8882
977,2361,8915
1042,2385,8948
1126,2345,9056
