"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","2787","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2792","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","11001","0.0-2.0-0.0","","","","","8204","{""name"":""scc"",""age"":""24""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","12289","0.0-2.0-1.0","","","","","1287","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","12977","0.0-3.0","","","","","686"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","24009","0.0-4.0","","","","","","","","","2179","","","","","","","","","","","","","","","","",""
"","html-button-response","6","25817","0.0-5.0-0.0","","","","","1806","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","37592","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","39081","0.0-5.0-2.0","","","","","1488","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","56057","0.0-5.0-3.0","","","","","","","","","","[[{""x"":435,""y"":453,""dx"":-56,""dy"":172,""t"":990},{""x"":466,""y"":437,""dx"":-25,""dy"":156,""t"":1024},{""x"":471,""y"":446,""dx"":-20,""dy"":165,""t"":1058},{""x"":468,""y"":451,""dx"":-23,""dy"":170,""t"":1092},{""x"":473,""y"":463,""dx"":-18,""dy"":182,""t"":1127},{""x"":478,""y"":460,""dx"":-13,""dy"":179,""t"":1159},{""x"":442,""y"":439,""dx"":-49,""dy"":158,""t"":1194},{""x"":457,""y"":447,""dx"":-34,""dy"":166,""t"":1228},{""x"":470,""y"":461,""dx"":-21,""dy"":180,""t"":1262},{""x"":483,""y"":458,""dx"":-8,""dy"":177,""t"":1295},{""x"":481,""y"":477,""dx"":-10,""dy"":196,""t"":1329},{""x"":496,""y"":479,""dx"":5,""dy"":198,""t"":1364},{""x"":509,""y"":479,""dx"":18,""dy"":198,""t"":1396},{""x"":510,""y"":483,""dx"":19,""dy"":202,""t"":1432},{""x"":472,""y"":488,""dx"":-19,""dy"":207,""t"":1465},{""x"":446,""y"":489,""dx"":-45,""dy"":208,""t"":1500},{""x"":428,""y"":458,""dx"":-63,""dy"":177,""t"":1534},{""x"":443,""y"":465,""dx"":-48,""dy"":184,""t"":1568},{""x"":433,""y"":455,""dx"":-58,""dy"":174,""t"":1601},{""x"":443,""y"":466,""dx"":-48,""dy"":185,""t"":1637},{""x"":431,""y"":448,""dx"":-60,""dy"":167,""t"":1671},{""x"":457,""y"":457,""dx"":-34,""dy"":176,""t"":1704},{""x"":488,""y"":468,""dx"":-3,""dy"":187,""t"":1737},{""x"":515,""y"":478,""dx"":24,""dy"":197,""t"":1770},{""x"":518,""y"":498,""dx"":27,""dy"":217,""t"":1806},{""x"":500,""y"":499,""dx"":9,""dy"":218,""t"":1840},{""x"":517,""y"":491,""dx"":26,""dy"":210,""t"":1873},{""x"":514,""y"":493,""dx"":23,""dy"":212,""t"":1908},{""x"":486,""y"":480,""dx"":-5,""dy"":199,""t"":1942},{""x"":473,""y"":498,""dx"":-18,""dy"":217,""t"":1976},{""x"":475,""y"":476,""dx"":-16,""dy"":195,""t"":2009},{""x"":477,""y"":458,""dx"":-14,""dy"":177,""t"":2044},{""x"":474,""y"":455,""dx"":-17,""dy"":174,""t"":2078},{""x"":474,""y"":439,""dx"":-17,""dy"":158,""t"":2111},{""x"":459,""y"":428,""dx"":-32,""dy"":147,""t"":2145},{""x"":469,""y"":451,""dx"":-22,""dy"":170,""t"":2180},{""x"":487,""y"":447,""dx"":-4,""dy"":166,""t"":2214},{""x"":475,""y"":429,""dx"":-16,""dy"":148,""t"":2248},{""x"":482,""y"":432,""dx"":-9,""dy"":151,""t"":2281},{""x"":494,""y"":448,""dx"":3,""dy"":167,""t"":2316},{""x"":504,""y"":457,""dx"":13,""dy"":176,""t"":2350},{""x"":519,""y"":462,""dx"":28,""dy"":181,""t"":2383},{""x"":513,""y"":468,""dx"":22,""dy"":187,""t"":2417},{""x"":493,""y"":477,""dx"":2,""dy"":196,""t"":2452},{""x"":490,""y"":475,""dx"":-1,""dy"":194,""t"":2485},{""x"":498,""y"":490,""dx"":7,""dy"":209,""t"":2520},{""x"":486,""y"":489,""dx"":-5,""dy"":208,""t"":2554},{""x"":497,""y"":460,""dx"":6,""dy"":179,""t"":2588},{""x"":514,""y"":448,""dx"":23,""dy"":167,""t"":2621},{""x"":510,""y"":423,""dx"":19,""dy"":142,""t"":2656},{""x"":505,""y"":447,""dx"":14,""dy"":166,""t"":2691},{""x"":517,""y"":449,""dx"":26,""dy"":168,""t"":2724},{""x"":515,""y"":467,""dx"":24,""dy"":186,""t"":2758},{""x"":512,""y"":447,""dx"":21,""dy"":166,""t"":2792},{""x"":510,""y"":442,""dx"":19,""dy"":161,""t"":2825},{""x"":503,""y"":450,""dx"":12,""dy"":169,""t"":2860},{""x"":499,""y"":444,""dx"":8,""dy"":163,""t"":2894},{""x"":506,""y"":453,""dx"":15,""dy"":172,""t"":2927},{""x"":488,""y"":450,""dx"":-3,""dy"":169,""t"":2962},{""x"":472,""y"":435,""dx"":-19,""dy"":154,""t"":2996}],[{""x"":1451,""y"":-30,""dx"":0,""dy"":-311,""t"":4016},{""x"":1427,""y"":16,""dx"":-24,""dy"":-265,""t"":4051},{""x"":1464,""y"":20,""dx"":13,""dy"":-261,""t"":4084},{""x"":1413,""y"":37,""dx"":-38,""dy"":-244,""t"":4118},{""x"":1373,""y"":56,""dx"":-78,""dy"":-225,""t"":4152},{""x"":1403,""y"":21,""dx"":-48,""dy"":-260,""t"":4186},{""x"":1421,""y"":52,""dx"":-30,""dy"":-229,""t"":4220},{""x"":1417,""y"":69,""dx"":-34,""dy"":-212,""t"":4254},{""x"":1440,""y"":101,""dx"":-11,""dy"":-180,""t"":4288},{""x"":1438,""y"":105,""dx"":-13,""dy"":-176,""t"":4322},{""x"":1459,""y"":60,""dx"":8,""dy"":-221,""t"":4356},{""x"":1431,""y"":85,""dx"":-20,""dy"":-196,""t"":4389},{""x"":1444,""y"":61,""dx"":-7,""dy"":-220,""t"":4423},{""x"":1396,""y"":86,""dx"":-55,""dy"":-195,""t"":4459},{""x"":1401,""y"":68,""dx"":-50,""dy"":-213,""t"":4492},{""x"":1417,""y"":58,""dx"":-34,""dy"":-223,""t"":4525},{""x"":1379,""y"":90,""dx"":-72,""dy"":-191,""t"":4560},{""x"":1386,""y"":144,""dx"":-65,""dy"":-137,""t"":4594},{""x"":1379,""y"":93,""dx"":-72,""dy"":-188,""t"":4629},{""x"":1363,""y"":121,""dx"":-88,""dy"":-160,""t"":4662},{""x"":1381,""y"":172,""dx"":-70,""dy"":-109,""t"":4696},{""x"":1392,""y"":204,""dx"":-59,""dy"":-77,""t"":4730},{""x"":1448,""y"":144,""dx"":-3,""dy"":-137,""t"":4764},{""x"":1446,""y"":186,""dx"":-5,""dy"":-95,""t"":4798},{""x"":1461,""y"":147,""dx"":10,""dy"":-134,""t"":4832},{""x"":1488,""y"":129,""dx"":37,""dy"":-152,""t"":4865},{""x"":1475,""y"":74,""dx"":24,""dy"":-207,""t"":4901},{""x"":1460,""y"":27,""dx"":9,""dy"":-254,""t"":4934},{""x"":1446,""y"":-12,""dx"":-5,""dy"":-293,""t"":4965},{""x"":1440,""y"":-53,""dx"":-11,""dy"":-334,""t"":5002},{""x"":1416,""y"":3,""dx"":-35,""dy"":-278,""t"":5035},{""x"":1400,""y"":-17,""dx"":-51,""dy"":-298,""t"":5070},{""x"":1386,""y"":42,""dx"":-65,""dy"":-239,""t"":5104},{""x"":1387,""y"":89,""dx"":-64,""dy"":-192,""t"":5137},{""x"":1401,""y"":91,""dx"":-50,""dy"":-190,""t"":5172},{""x"":1414,""y"":113,""dx"":-37,""dy"":-168,""t"":5206},{""x"":1402,""y"":116,""dx"":-49,""dy"":-165,""t"":5239},{""x"":1381,""y"":157,""dx"":-70,""dy"":-124,""t"":5274},{""x"":1380,""y"":148,""dx"":-71,""dy"":-133,""t"":5308},{""x"":1395,""y"":115,""dx"":-56,""dy"":-166,""t"":5342},{""x"":1408,""y"":86,""dx"":-43,""dy"":-195,""t"":5373},{""x"":1384,""y"":126,""dx"":-67,""dy"":-155,""t"":5409},{""x"":1383,""y"":86,""dx"":-68,""dy"":-195,""t"":5445},{""x"":1365,""y"":113,""dx"":-86,""dy"":-168,""t"":5478},{""x"":1341,""y"":136,""dx"":-110,""dy"":-145,""t"":5512},{""x"":1400,""y"":122,""dx"":-51,""dy"":-159,""t"":5547},{""x"":1451,""y"":190,""dx"":0,""dy"":-91,""t"":5580},{""x"":1468,""y"":200,""dx"":17,""dy"":-81,""t"":5614},{""x"":1464,""y"":175,""dx"":13,""dy"":-106,""t"":5648},{""x"":1469,""y"":126,""dx"":18,""dy"":-155,""t"":5683},{""x"":1479,""y"":96,""dx"":28,""dy"":-185,""t"":5716},{""x"":1462,""y"":78,""dx"":11,""dy"":-203,""t"":5750},{""x"":1457,""y"":63,""dx"":6,""dy"":-218,""t"":5784},{""x"":1455,""y"":56,""dx"":4,""dy"":-225,""t"":5818},{""x"":1470,""y"":88,""dx"":19,""dy"":-193,""t"":5851},{""x"":1485,""y"":86,""dx"":34,""dy"":-195,""t"":5886},{""x"":1485,""y"":73,""dx"":34,""dy"":-208,""t"":5920},{""x"":1477,""y"":124,""dx"":26,""dy"":-157,""t"":5954},{""x"":1470,""y"":129,""dx"":19,""dy"":-152,""t"":5989}],[{""x"":711,""y"":632,""dx"":-260,""dy"":81,""t"":7041},{""x"":704,""y"":645,""dx"":-267,""dy"":94,""t"":7076},{""x"":730,""y"":650,""dx"":-241,""dy"":99,""t"":7110},{""x"":758,""y"":662,""dx"":-213,""dy"":111,""t"":7144},{""x"":791,""y"":605,""dx"":-180,""dy"":54,""t"":7177},{""x"":830,""y"":629,""dx"":-141,""dy"":78,""t"":7212},{""x"":830,""y"":645,""dx"":-141,""dy"":94,""t"":7246},{""x"":828,""y"":577,""dx"":-143,""dy"":26,""t"":7280},{""x"":849,""y"":601,""dx"":-122,""dy"":50,""t"":7314},{""x"":854,""y"":626,""dx"":-117,""dy"":75,""t"":7348},{""x"":855,""y"":648,""dx"":-116,""dy"":97,""t"":7381},{""x"":855,""y"":657,""dx"":-116,""dy"":106,""t"":7416},{""x"":865,""y"":669,""dx"":-106,""dy"":118,""t"":7449},{""x"":879,""y"":686,""dx"":-92,""dy"":135,""t"":7484},{""x"":869,""y"":699,""dx"":-102,""dy"":148,""t"":7518},{""x"":874,""y"":717,""dx"":-97,""dy"":166,""t"":7552},{""x"":883,""y"":734,""dx"":-88,""dy"":183,""t"":7586},{""x"":854,""y"":738,""dx"":-117,""dy"":187,""t"":7620},{""x"":828,""y"":735,""dx"":-143,""dy"":184,""t"":7654},{""x"":831,""y"":757,""dx"":-140,""dy"":206,""t"":7687},{""x"":839,""y"":750,""dx"":-132,""dy"":199,""t"":7723},{""x"":847,""y"":749,""dx"":-124,""dy"":198,""t"":7756},{""x"":830,""y"":671,""dx"":-141,""dy"":120,""t"":7791},{""x"":842,""y"":668,""dx"":-129,""dy"":117,""t"":7824},{""x"":812,""y"":679,""dx"":-159,""dy"":128,""t"":7858},{""x"":814,""y"":684,""dx"":-157,""dy"":133,""t"":7891},{""x"":811,""y"":690,""dx"":-160,""dy"":139,""t"":7926},{""x"":804,""y"":686,""dx"":-167,""dy"":135,""t"":7960},{""x"":805,""y"":692,""dx"":-166,""dy"":141,""t"":7993},{""x"":822,""y"":690,""dx"":-149,""dy"":139,""t"":8028},{""x"":840,""y"":638,""dx"":-131,""dy"":87,""t"":8062},{""x"":832,""y"":646,""dx"":-139,""dy"":95,""t"":8097},{""x"":836,""y"":592,""dx"":-135,""dy"":41,""t"":8130},{""x"":832,""y"":618,""dx"":-139,""dy"":67,""t"":8164},{""x"":830,""y"":594,""dx"":-141,""dy"":43,""t"":8198},{""x"":817,""y"":564,""dx"":-154,""dy"":13,""t"":8231},{""x"":811,""y"":593,""dx"":-160,""dy"":42,""t"":8266},{""x"":800,""y"":550,""dx"":-171,""dy"":-1,""t"":8300},{""x"":812,""y"":504,""dx"":-159,""dy"":-47,""t"":8334},{""x"":812,""y"":557,""dx"":-159,""dy"":6,""t"":8368},{""x"":825,""y"":602,""dx"":-146,""dy"":51,""t"":8401},{""x"":838,""y"":642,""dx"":-133,""dy"":91,""t"":8436},{""x"":836,""y"":622,""dx"":-135,""dy"":71,""t"":8470},{""x"":834,""y"":651,""dx"":-137,""dy"":100,""t"":8504},{""x"":837,""y"":612,""dx"":-134,""dy"":61,""t"":8536},{""x"":835,""y"":558,""dx"":-136,""dy"":7,""t"":8572},{""x"":837,""y"":597,""dx"":-134,""dy"":46,""t"":8607},{""x"":823,""y"":632,""dx"":-148,""dy"":81,""t"":8640},{""x"":849,""y"":589,""dx"":-122,""dy"":38,""t"":8674},{""x"":845,""y"":617,""dx"":-126,""dy"":66,""t"":8708},{""x"":832,""y"":659,""dx"":-139,""dy"":108,""t"":8743},{""x"":839,""y"":603,""dx"":-132,""dy"":52,""t"":8776},{""x"":818,""y"":572,""dx"":-153,""dy"":21,""t"":8811},{""x"":851,""y"":558,""dx"":-120,""dy"":7,""t"":8844},{""x"":874,""y"":557,""dx"":-97,""dy"":6,""t"":8878},{""x"":899,""y"":490,""dx"":-72,""dy"":-61,""t"":8912},{""x"":920,""y"":434,""dx"":-51,""dy"":-117,""t"":8943},{""x"":917,""y"":424,""dx"":-54,""dy"":-127,""t"":8980},{""x"":933,""y"":452,""dx"":-38,""dy"":-99,""t"":9014}],[{""x"":796,""y"":1162,""dx"":305,""dy"":341,""t"":10033},{""x"":781,""y"":1098,""dx"":290,""dy"":277,""t"":10068},{""x"":766,""y"":1042,""dx"":275,""dy"":221,""t"":10099},{""x"":749,""y"":1000,""dx"":258,""dy"":179,""t"":10135},{""x"":729,""y"":959,""dx"":238,""dy"":138,""t"":10170},{""x"":694,""y"":924,""dx"":203,""dy"":103,""t"":10204},{""x"":662,""y"":889,""dx"":171,""dy"":68,""t"":10238},{""x"":637,""y"":865,""dx"":146,""dy"":44,""t"":10271},{""x"":630,""y"":823,""dx"":139,""dy"":2,""t"":10305},{""x"":627,""y"":808,""dx"":136,""dy"":-13,""t"":10340},{""x"":616,""y"":804,""dx"":125,""dy"":-17,""t"":10374},{""x"":621,""y"":783,""dx"":130,""dy"":-38,""t"":10407},{""x"":609,""y"":781,""dx"":118,""dy"":-40,""t"":10442},{""x"":611,""y"":784,""dx"":120,""dy"":-37,""t"":10476},{""x"":612,""y"":789,""dx"":121,""dy"":-32,""t"":10507},{""x"":614,""y"":780,""dx"":123,""dy"":-41,""t"":10545},{""x"":619,""y"":797,""dx"":128,""dy"":-24,""t"":10577},{""x"":631,""y"":815,""dx"":140,""dy"":-6,""t"":10612},{""x"":631,""y"":821,""dx"":140,""dy"":0,""t"":10647},{""x"":641,""y"":826,""dx"":150,""dy"":5,""t"":10680},{""x"":644,""y"":831,""dx"":153,""dy"":10,""t"":10714},{""x"":638,""y"":865,""dx"":147,""dy"":44,""t"":10748},{""x"":657,""y"":868,""dx"":166,""dy"":47,""t"":10782},{""x"":657,""y"":878,""dx"":166,""dy"":57,""t"":10816},{""x"":647,""y"":914,""dx"":156,""dy"":93,""t"":10850},{""x"":645,""y"":916,""dx"":154,""dy"":95,""t"":10883},{""x"":662,""y"":909,""dx"":171,""dy"":88,""t"":10918},{""x"":662,""y"":935,""dx"":171,""dy"":114,""t"":10953},{""x"":667,""y"":908,""dx"":176,""dy"":87,""t"":10986},{""x"":677,""y"":914,""dx"":186,""dy"":93,""t"":11020},{""x"":661,""y"":932,""dx"":170,""dy"":111,""t"":11054},{""x"":654,""y"":925,""dx"":163,""dy"":104,""t"":11088},{""x"":671,""y"":934,""dx"":180,""dy"":113,""t"":11122},{""x"":679,""y"":930,""dx"":188,""dy"":109,""t"":11156},{""x"":686,""y"":937,""dx"":195,""dy"":116,""t"":11190},{""x"":694,""y"":952,""dx"":203,""dy"":131,""t"":11224},{""x"":697,""y"":972,""dx"":206,""dy"":151,""t"":11258},{""x"":688,""y"":942,""dx"":197,""dy"":121,""t"":11292},{""x"":681,""y"":942,""dx"":190,""dy"":121,""t"":11327},{""x"":665,""y"":939,""dx"":174,""dy"":118,""t"":11360},{""x"":657,""y"":922,""dx"":166,""dy"":101,""t"":11394},{""x"":664,""y"":923,""dx"":173,""dy"":102,""t"":11428},{""x"":681,""y"":927,""dx"":190,""dy"":106,""t"":11461},{""x"":699,""y"":925,""dx"":208,""dy"":104,""t"":11495},{""x"":710,""y"":934,""dx"":219,""dy"":113,""t"":11529},{""x"":726,""y"":930,""dx"":235,""dy"":109,""t"":11565},{""x"":729,""y"":939,""dx"":238,""dy"":118,""t"":11598},{""x"":732,""y"":957,""dx"":241,""dy"":136,""t"":11632},{""x"":728,""y"":979,""dx"":237,""dy"":158,""t"":11666},{""x"":716,""y"":990,""dx"":225,""dy"":169,""t"":11700},{""x"":715,""y"":1002,""dx"":224,""dy"":181,""t"":11735},{""x"":725,""y"":1008,""dx"":234,""dy"":187,""t"":11768},{""x"":719,""y"":1025,""dx"":228,""dy"":204,""t"":11802},{""x"":681,""y"":1035,""dx"":190,""dy"":214,""t"":11836},{""x"":664,""y"":1040,""dx"":173,""dy"":219,""t"":11869},{""x"":666,""y"":1031,""dx"":175,""dy"":210,""t"":11904},{""x"":674,""y"":1027,""dx"":183,""dy"":206,""t"":11938},{""x"":665,""y"":1021,""dx"":174,""dy"":200,""t"":11972},{""x"":687,""y"":1027,""dx"":196,""dy"":206,""t"":12006}],[{""x"":1561,""y"":532,""dx"":110,""dy"":-289,""t"":13060},{""x"":1572,""y"":546,""dx"":121,""dy"":-275,""t"":13094},{""x"":1536,""y"":534,""dx"":85,""dy"":-287,""t"":13128},{""x"":1509,""y"":550,""dx"":58,""dy"":-271,""t"":13162},{""x"":1518,""y"":546,""dx"":67,""dy"":-275,""t"":13196},{""x"":1511,""y"":526,""dx"":60,""dy"":-295,""t"":13230},{""x"":1521,""y"":531,""dx"":70,""dy"":-290,""t"":13264},{""x"":1530,""y"":527,""dx"":79,""dy"":-294,""t"":13298},{""x"":1508,""y"":524,""dx"":57,""dy"":-297,""t"":13332},{""x"":1467,""y"":520,""dx"":16,""dy"":-301,""t"":13366},{""x"":1476,""y"":522,""dx"":25,""dy"":-299,""t"":13399},{""x"":1476,""y"":539,""dx"":25,""dy"":-282,""t"":13434},{""x"":1464,""y"":536,""dx"":13,""dy"":-285,""t"":13468},{""x"":1439,""y"":559,""dx"":-12,""dy"":-262,""t"":13501},{""x"":1414,""y"":549,""dx"":-37,""dy"":-272,""t"":13536},{""x"":1401,""y"":546,""dx"":-50,""dy"":-275,""t"":13570},{""x"":1417,""y"":557,""dx"":-34,""dy"":-264,""t"":13603},{""x"":1423,""y"":558,""dx"":-28,""dy"":-263,""t"":13637},{""x"":1430,""y"":558,""dx"":-21,""dy"":-263,""t"":13670},{""x"":1419,""y"":579,""dx"":-32,""dy"":-242,""t"":13706},{""x"":1417,""y"":586,""dx"":-34,""dy"":-235,""t"":13739},{""x"":1418,""y"":583,""dx"":-33,""dy"":-238,""t"":13774},{""x"":1408,""y"":584,""dx"":-43,""dy"":-237,""t"":13808},{""x"":1408,""y"":582,""dx"":-43,""dy"":-239,""t"":13841},{""x"":1419,""y"":589,""dx"":-32,""dy"":-232,""t"":13876},{""x"":1418,""y"":594,""dx"":-33,""dy"":-227,""t"":13910},{""x"":1390,""y"":585,""dx"":-61,""dy"":-236,""t"":13944},{""x"":1366,""y"":546,""dx"":-85,""dy"":-275,""t"":13978},{""x"":1341,""y"":528,""dx"":-110,""dy"":-293,""t"":14012},{""x"":1334,""y"":512,""dx"":-117,""dy"":-309,""t"":14046},{""x"":1350,""y"":565,""dx"":-101,""dy"":-256,""t"":14077},{""x"":1352,""y"":643,""dx"":-99,""dy"":-178,""t"":14113},{""x"":1325,""y"":619,""dx"":-126,""dy"":-202,""t"":14148},{""x"":1333,""y"":651,""dx"":-118,""dy"":-170,""t"":14182},{""x"":1322,""y"":637,""dx"":-129,""dy"":-184,""t"":14217},{""x"":1328,""y"":603,""dx"":-123,""dy"":-218,""t"":14251},{""x"":1325,""y"":579,""dx"":-126,""dy"":-242,""t"":14283},{""x"":1347,""y"":648,""dx"":-104,""dy"":-173,""t"":14318},{""x"":1342,""y"":619,""dx"":-109,""dy"":-202,""t"":14351},{""x"":1397,""y"":590,""dx"":-54,""dy"":-231,""t"":14386},{""x"":1427,""y"":560,""dx"":-24,""dy"":-261,""t"":14420},{""x"":1455,""y"":615,""dx"":4,""dy"":-206,""t"":14454},{""x"":1473,""y"":596,""dx"":22,""dy"":-225,""t"":14487},{""x"":1475,""y"":556,""dx"":24,""dy"":-265,""t"":14521},{""x"":1488,""y"":615,""dx"":37,""dy"":-206,""t"":14555},{""x"":1484,""y"":586,""dx"":33,""dy"":-235,""t"":14590},{""x"":1492,""y"":552,""dx"":41,""dy"":-269,""t"":14624},{""x"":1492,""y"":628,""dx"":41,""dy"":-193,""t"":14658},{""x"":1472,""y"":685,""dx"":21,""dy"":-136,""t"":14692},{""x"":1423,""y"":657,""dx"":-28,""dy"":-164,""t"":14725},{""x"":1395,""y"":715,""dx"":-56,""dy"":-106,""t"":14760},{""x"":1366,""y"":673,""dx"":-85,""dy"":-148,""t"":14794},{""x"":1369,""y"":634,""dx"":-82,""dy"":-187,""t"":14828},{""x"":1396,""y"":654,""dx"":-55,""dy"":-167,""t"":14862},{""x"":1404,""y"":672,""dx"":-47,""dy"":-149,""t"":14896},{""x"":1399,""y"":595,""dx"":-52,""dy"":-226,""t"":14930},{""x"":1425,""y"":650,""dx"":-26,""dy"":-171,""t"":14964},{""x"":1392,""y"":617,""dx"":-59,""dy"":-204,""t"":14997},{""x"":1414,""y"":664,""dx"":-37,""dy"":-157,""t"":15032}]]","[83.33333333333334,52.54237288135594,72.88135593220339,40.67796610169492,15.254237288135593]","[{""x"":-7.333333333333333,""y"":180,""r"":43.75423885101631},{""x"":-26.016949152542374,""y"":-190.47457627118644,""r"":58.217782984872045},{""x"":-137.64406779661016,""y"":76.08474576271186,""r"":57.185084327800965},{""x"":184.35593220338984,""y"":103.32203389830508,""r"":70.10398973393679},{""x"":-24.338983050847457,""y"":-234.45762711864407,""r"":74.09878148009076}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.40","validate","","","","","","","","","","",""
