"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","2712","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2720","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","4847","0.0-2.0-0.0","","","","","2126","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","7753","0.0-2.0-1.0","","","","","2905","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","10051","0.0-3.0","","","","","","","","798","","","","","","","","","","","","","","","","","",""
"","html-button-response","5","14849","0.0-4.0-0.0","","","","","4797","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","24984","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","25563","0.0-4.0-2.0","","","","","579","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","43113","0.0-4.0-3.0","","","","","","","","","","[[{""x"":604,""y"":302,""dx"":113,""dy"":21,""t"":1023},{""x"":610,""y"":302,""dx"":119,""dy"":21,""t"":1055},{""x"":607,""y"":300,""dx"":116,""dy"":19,""t"":1089},{""x"":604,""y"":301,""dx"":113,""dy"":20,""t"":1125},{""x"":603,""y"":297,""dx"":112,""dy"":16,""t"":1158},{""x"":600,""y"":293,""dx"":109,""dy"":12,""t"":1192},{""x"":605,""y"":309,""dx"":114,""dy"":28,""t"":1227},{""x"":611,""y"":314,""dx"":120,""dy"":33,""t"":1259},{""x"":621,""y"":301,""dx"":130,""dy"":20,""t"":1293},{""x"":625,""y"":312,""dx"":134,""dy"":31,""t"":1329},{""x"":611,""y"":295,""dx"":120,""dy"":14,""t"":1361},{""x"":608,""y"":286,""dx"":117,""dy"":5,""t"":1396},{""x"":589,""y"":284,""dx"":98,""dy"":3,""t"":1431},{""x"":579,""y"":292,""dx"":88,""dy"":11,""t"":1464},{""x"":562,""y"":375,""dx"":71,""dy"":94,""t"":1498},{""x"":552,""y"":379,""dx"":61,""dy"":98,""t"":1533},{""x"":537,""y"":385,""dx"":46,""dy"":104,""t"":1566},{""x"":542,""y"":374,""dx"":51,""dy"":93,""t"":1599},{""x"":548,""y"":479,""dx"":57,""dy"":198,""t"":1635},{""x"":565,""y"":449,""dx"":74,""dy"":168,""t"":1667},{""x"":556,""y"":515,""dx"":65,""dy"":234,""t"":1702},{""x"":578,""y"":469,""dx"":87,""dy"":188,""t"":1737},{""x"":573,""y"":477,""dx"":82,""dy"":196,""t"":1770},{""x"":600,""y"":438,""dx"":109,""dy"":157,""t"":1803},{""x"":584,""y"":421,""dx"":93,""dy"":140,""t"":1838},{""x"":602,""y"":372,""dx"":111,""dy"":91,""t"":1873},{""x"":624,""y"":328,""dx"":133,""dy"":47,""t"":1906},{""x"":668,""y"":310,""dx"":177,""dy"":29,""t"":1940},{""x"":692,""y"":284,""dx"":201,""dy"":3,""t"":1975},{""x"":728,""y"":271,""dx"":237,""dy"":-10,""t"":2008},{""x"":755,""y"":251,""dx"":264,""dy"":-30,""t"":2042},{""x"":781,""y"":238,""dx"":290,""dy"":-43,""t"":2077},{""x"":770,""y"":217,""dx"":279,""dy"":-64,""t"":2109},{""x"":784,""y"":217,""dx"":293,""dy"":-64,""t"":2143},{""x"":792,""y"":211,""dx"":301,""dy"":-70,""t"":2177},{""x"":827,""y"":192,""dx"":336,""dy"":-89,""t"":2211},{""x"":828,""y"":208,""dx"":337,""dy"":-73,""t"":2247},{""x"":827,""y"":218,""dx"":336,""dy"":-63,""t"":2280},{""x"":777,""y"":241,""dx"":286,""dy"":-40,""t"":2313},{""x"":741,""y"":256,""dx"":250,""dy"":-25,""t"":2349},{""x"":709,""y"":269,""dx"":218,""dy"":-12,""t"":2381},{""x"":662,""y"":296,""dx"":171,""dy"":15,""t"":2415},{""x"":648,""y"":285,""dx"":157,""dy"":4,""t"":2451},{""x"":635,""y"":282,""dx"":144,""dy"":1,""t"":2483},{""x"":616,""y"":278,""dx"":125,""dy"":-3,""t"":2518},{""x"":596,""y"":274,""dx"":105,""dy"":-7,""t"":2553},{""x"":589,""y"":303,""dx"":98,""dy"":22,""t"":2585},{""x"":573,""y"":330,""dx"":82,""dy"":49,""t"":2620},{""x"":565,""y"":355,""dx"":74,""dy"":74,""t"":2655},{""x"":563,""y"":331,""dx"":72,""dy"":50,""t"":2687},{""x"":537,""y"":323,""dx"":46,""dy"":42,""t"":2721},{""x"":530,""y"":306,""dx"":39,""dy"":25,""t"":2757},{""x"":526,""y"":286,""dx"":35,""dy"":5,""t"":2789},{""x"":538,""y"":276,""dx"":47,""dy"":-5,""t"":2823},{""x"":554,""y"":276,""dx"":63,""dy"":-5,""t"":2859},{""x"":557,""y"":281,""dx"":66,""dy"":0,""t"":2891},{""x"":573,""y"":268,""dx"":82,""dy"":-13,""t"":2925},{""x"":583,""y"":263,""dx"":92,""dy"":-18,""t"":2961},{""x"":590,""y"":274,""dx"":99,""dy"":-7,""t"":2993}],[{""x"":1353,""y"":357,""dx"":-98,""dy"":76,""t"":4013},{""x"":1342,""y"":355,""dx"":-109,""dy"":74,""t"":4048},{""x"":1342,""y"":358,""dx"":-109,""dy"":77,""t"":4083},{""x"":1343,""y"":359,""dx"":-108,""dy"":78,""t"":4115},{""x"":1350,""y"":348,""dx"":-101,""dy"":67,""t"":4150},{""x"":1362,""y"":349,""dx"":-89,""dy"":68,""t"":4183},{""x"":1397,""y"":305,""dx"":-54,""dy"":24,""t"":4219},{""x"":1413,""y"":254,""dx"":-38,""dy"":-27,""t"":4251},{""x"":1447,""y"":211,""dx"":-4,""dy"":-70,""t"":4285},{""x"":1433,""y"":220,""dx"":-18,""dy"":-61,""t"":4321},{""x"":1450,""y"":162,""dx"":-1,""dy"":-119,""t"":4353},{""x"":1434,""y"":196,""dx"":-17,""dy"":-85,""t"":4387},{""x"":1452,""y"":139,""dx"":1,""dy"":-142,""t"":4423},{""x"":1479,""y"":90,""dx"":28,""dy"":-191,""t"":4455},{""x"":1477,""y"":74,""dx"":26,""dy"":-207,""t"":4489},{""x"":1490,""y"":65,""dx"":39,""dy"":-216,""t"":4525},{""x"":1505,""y"":70,""dx"":54,""dy"":-211,""t"":4557},{""x"":1513,""y"":67,""dx"":62,""dy"":-214,""t"":4591},{""x"":1482,""y"":127,""dx"":31,""dy"":-154,""t"":4627},{""x"":1496,""y"":125,""dx"":45,""dy"":-156,""t"":4659},{""x"":1452,""y"":187,""dx"":1,""dy"":-94,""t"":4693},{""x"":1455,""y"":197,""dx"":4,""dy"":-84,""t"":4729},{""x"":1418,""y"":268,""dx"":-33,""dy"":-13,""t"":4761},{""x"":1386,""y"":307,""dx"":-65,""dy"":26,""t"":4795},{""x"":1362,""y"":348,""dx"":-89,""dy"":67,""t"":4831},{""x"":1341,""y"":366,""dx"":-110,""dy"":85,""t"":4863},{""x"":1361,""y"":345,""dx"":-90,""dy"":64,""t"":4897},{""x"":1402,""y"":269,""dx"":-49,""dy"":-12,""t"":4933},{""x"":1433,""y"":207,""dx"":-18,""dy"":-74,""t"":4965},{""x"":1459,""y"":155,""dx"":8,""dy"":-126,""t"":4999},{""x"":1480,""y"":113,""dx"":29,""dy"":-168,""t"":5033},{""x"":1492,""y"":102,""dx"":41,""dy"":-179,""t"":5069},{""x"":1505,""y"":78,""dx"":54,""dy"":-203,""t"":5101},{""x"":1524,""y"":67,""dx"":73,""dy"":-214,""t"":5135},{""x"":1535,""y"":65,""dx"":84,""dy"":-216,""t"":5171},{""x"":1537,""y"":72,""dx"":86,""dy"":-209,""t"":5203},{""x"":1539,""y"":73,""dx"":88,""dy"":-208,""t"":5237},{""x"":1555,""y"":81,""dx"":104,""dy"":-200,""t"":5273},{""x"":1565,""y"":88,""dx"":114,""dy"":-193,""t"":5304},{""x"":1565,""y"":101,""dx"":114,""dy"":-180,""t"":5339},{""x"":1558,""y"":103,""dx"":107,""dy"":-178,""t"":5373},{""x"":1546,""y"":93,""dx"":95,""dy"":-188,""t"":5407},{""x"":1523,""y"":106,""dx"":72,""dy"":-175,""t"":5443},{""x"":1521,""y"":108,""dx"":70,""dy"":-173,""t"":5476},{""x"":1504,""y"":120,""dx"":53,""dy"":-161,""t"":5509},{""x"":1490,""y"":121,""dx"":39,""dy"":-160,""t"":5545},{""x"":1484,""y"":127,""dx"":33,""dy"":-154,""t"":5577},{""x"":1488,""y"":129,""dx"":37,""dy"":-152,""t"":5612},{""x"":1490,""y"":137,""dx"":39,""dy"":-144,""t"":5647},{""x"":1503,""y"":121,""dx"":52,""dy"":-160,""t"":5679},{""x"":1511,""y"":113,""dx"":60,""dy"":-168,""t"":5712},{""x"":1511,""y"":126,""dx"":60,""dy"":-155,""t"":5747},{""x"":1514,""y"":127,""dx"":63,""dy"":-154,""t"":5783},{""x"":1521,""y"":122,""dx"":70,""dy"":-159,""t"":5815},{""x"":1516,""y"":124,""dx"":65,""dy"":-157,""t"":5849},{""x"":1512,""y"":133,""dx"":61,""dy"":-148,""t"":5885},{""x"":1508,""y"":134,""dx"":57,""dy"":-147,""t"":5917},{""x"":1507,""y"":136,""dx"":56,""dy"":-145,""t"":5951},{""x"":1504,""y"":140,""dx"":53,""dy"":-141,""t"":5987}],[{""x"":910,""y"":716,""dx"":-61,""dy"":165,""t"":7004},{""x"":912,""y"":713,""dx"":-59,""dy"":162,""t"":7040},{""x"":948,""y"":718,""dx"":-23,""dy"":167,""t"":7073},{""x"":936,""y"":701,""dx"":-35,""dy"":150,""t"":7107},{""x"":1001,""y"":680,""dx"":30,""dy"":129,""t"":7143},{""x"":1006,""y"":670,""dx"":35,""dy"":119,""t"":7176},{""x"":1047,""y"":653,""dx"":76,""dy"":102,""t"":7209},{""x"":1074,""y"":649,""dx"":103,""dy"":98,""t"":7245},{""x"":1059,""y"":640,""dx"":88,""dy"":89,""t"":7277},{""x"":1074,""y"":651,""dx"":103,""dy"":100,""t"":7311},{""x"":1085,""y"":653,""dx"":114,""dy"":102,""t"":7345},{""x"":1071,""y"":652,""dx"":100,""dy"":101,""t"":7381},{""x"":1098,""y"":653,""dx"":127,""dy"":102,""t"":7412},{""x"":1080,""y"":598,""dx"":109,""dy"":47,""t"":7448},{""x"":1097,""y"":605,""dx"":126,""dy"":54,""t"":7481},{""x"":1091,""y"":592,""dx"":120,""dy"":41,""t"":7514},{""x"":1117,""y"":574,""dx"":146,""dy"":23,""t"":7551},{""x"":1066,""y"":547,""dx"":95,""dy"":-4,""t"":7583},{""x"":1048,""y"":550,""dx"":77,""dy"":-1,""t"":7617},{""x"":1067,""y"":493,""dx"":96,""dy"":-58,""t"":7653},{""x"":1057,""y"":534,""dx"":86,""dy"":-17,""t"":7686},{""x"":1099,""y"":511,""dx"":128,""dy"":-40,""t"":7719},{""x"":1072,""y"":525,""dx"":101,""dy"":-26,""t"":7755},{""x"":1043,""y"":547,""dx"":72,""dy"":-4,""t"":7787},{""x"":1017,""y"":559,""dx"":46,""dy"":8,""t"":7821},{""x"":997,""y"":572,""dx"":26,""dy"":21,""t"":7857},{""x"":974,""y"":580,""dx"":3,""dy"":29,""t"":7889},{""x"":943,""y"":582,""dx"":-28,""dy"":31,""t"":7923},{""x"":924,""y"":598,""dx"":-47,""dy"":47,""t"":7958},{""x"":896,""y"":627,""dx"":-75,""dy"":76,""t"":7991},{""x"":872,""y"":639,""dx"":-99,""dy"":88,""t"":8025},{""x"":876,""y"":642,""dx"":-95,""dy"":91,""t"":8061},{""x"":889,""y"":683,""dx"":-82,""dy"":132,""t"":8093},{""x"":892,""y"":709,""dx"":-79,""dy"":158,""t"":8127},{""x"":900,""y"":723,""dx"":-71,""dy"":172,""t"":8163},{""x"":901,""y"":734,""dx"":-70,""dy"":183,""t"":8195},{""x"":907,""y"":731,""dx"":-64,""dy"":180,""t"":8229},{""x"":908,""y"":722,""dx"":-63,""dy"":171,""t"":8265},{""x"":945,""y"":679,""dx"":-26,""dy"":128,""t"":8297},{""x"":938,""y"":675,""dx"":-33,""dy"":124,""t"":8331},{""x"":937,""y"":690,""dx"":-34,""dy"":139,""t"":8367},{""x"":939,""y"":702,""dx"":-32,""dy"":151,""t"":8399},{""x"":944,""y"":698,""dx"":-27,""dy"":147,""t"":8433},{""x"":946,""y"":707,""dx"":-25,""dy"":156,""t"":8469},{""x"":944,""y"":684,""dx"":-27,""dy"":133,""t"":8501},{""x"":948,""y"":695,""dx"":-23,""dy"":144,""t"":8535},{""x"":912,""y"":661,""dx"":-59,""dy"":110,""t"":8571},{""x"":911,""y"":620,""dx"":-60,""dy"":69,""t"":8603},{""x"":984,""y"":573,""dx"":13,""dy"":22,""t"":8637},{""x"":1053,""y"":534,""dx"":82,""dy"":-17,""t"":8672},{""x"":1091,""y"":474,""dx"":120,""dy"":-77,""t"":8707},{""x"":1128,""y"":428,""dx"":157,""dy"":-123,""t"":8740},{""x"":1140,""y"":419,""dx"":169,""dy"":-132,""t"":8775},{""x"":1136,""y"":442,""dx"":165,""dy"":-109,""t"":8809},{""x"":1141,""y"":458,""dx"":170,""dy"":-93,""t"":8841},{""x"":1150,""y"":470,""dx"":179,""dy"":-81,""t"":8875},{""x"":1157,""y"":482,""dx"":186,""dy"":-69,""t"":8909},{""x"":1160,""y"":497,""dx"":189,""dy"":-54,""t"":8945},{""x"":1156,""y"":509,""dx"":185,""dy"":-42,""t"":8978}],[{""x"":611,""y"":637,""dx"":120,""dy"":-184,""t"":10034},{""x"":659,""y"":621,""dx"":168,""dy"":-200,""t"":10065},{""x"":709,""y"":606,""dx"":218,""dy"":-215,""t"":10099},{""x"":716,""y"":606,""dx"":225,""dy"":-215,""t"":10135},{""x"":723,""y"":615,""dx"":232,""dy"":-206,""t"":10167},{""x"":697,""y"":626,""dx"":206,""dy"":-195,""t"":10201},{""x"":672,""y"":629,""dx"":181,""dy"":-192,""t"":10235},{""x"":639,""y"":634,""dx"":148,""dy"":-187,""t"":10271},{""x"":636,""y"":638,""dx"":145,""dy"":-183,""t"":10304},{""x"":618,""y"":640,""dx"":127,""dy"":-181,""t"":10338},{""x"":609,""y"":638,""dx"":118,""dy"":-183,""t"":10373},{""x"":620,""y"":634,""dx"":129,""dy"":-187,""t"":10405},{""x"":639,""y"":637,""dx"":148,""dy"":-184,""t"":10439},{""x"":627,""y"":636,""dx"":136,""dy"":-185,""t"":10475},{""x"":618,""y"":636,""dx"":127,""dy"":-185,""t"":10507},{""x"":597,""y"":654,""dx"":106,""dy"":-167,""t"":10541},{""x"":602,""y"":652,""dx"":111,""dy"":-169,""t"":10575},{""x"":609,""y"":658,""dx"":118,""dy"":-163,""t"":10609},{""x"":626,""y"":655,""dx"":135,""dy"":-166,""t"":10645},{""x"":625,""y"":661,""dx"":134,""dy"":-160,""t"":10677},{""x"":629,""y"":660,""dx"":138,""dy"":-161,""t"":10712},{""x"":643,""y"":651,""dx"":152,""dy"":-170,""t"":10747},{""x"":641,""y"":654,""dx"":150,""dy"":-167,""t"":10779},{""x"":636,""y"":655,""dx"":145,""dy"":-166,""t"":10813},{""x"":637,""y"":659,""dx"":146,""dy"":-162,""t"":10849},{""x"":625,""y"":669,""dx"":134,""dy"":-152,""t"":10881},{""x"":628,""y"":671,""dx"":137,""dy"":-150,""t"":10915},{""x"":622,""y"":663,""dx"":131,""dy"":-158,""t"":10949},{""x"":633,""y"":655,""dx"":142,""dy"":-166,""t"":10985},{""x"":645,""y"":643,""dx"":154,""dy"":-178,""t"":11018},{""x"":647,""y"":642,""dx"":156,""dy"":-179,""t"":11052},{""x"":633,""y"":643,""dx"":142,""dy"":-178,""t"":11087},{""x"":633,""y"":636,""dx"":142,""dy"":-185,""t"":11121},{""x"":655,""y"":604,""dx"":164,""dy"":-217,""t"":11153},{""x"":647,""y"":597,""dx"":156,""dy"":-224,""t"":11189},{""x"":633,""y"":603,""dx"":142,""dy"":-218,""t"":11221},{""x"":637,""y"":591,""dx"":146,""dy"":-230,""t"":11256},{""x"":659,""y"":566,""dx"":168,""dy"":-255,""t"":11291},{""x"":666,""y"":564,""dx"":175,""dy"":-257,""t"":11324},{""x"":663,""y"":560,""dx"":172,""dy"":-261,""t"":11358},{""x"":672,""y"":558,""dx"":181,""dy"":-263,""t"":11393},{""x"":678,""y"":561,""dx"":187,""dy"":-260,""t"":11426},{""x"":699,""y"":555,""dx"":208,""dy"":-266,""t"":11461},{""x"":727,""y"":550,""dx"":236,""dy"":-271,""t"":11495},{""x"":766,""y"":543,""dx"":275,""dy"":-278,""t"":11528},{""x"":796,""y"":546,""dx"":305,""dy"":-275,""t"":11561},{""x"":797,""y"":550,""dx"":306,""dy"":-271,""t"":11597},{""x"":773,""y"":564,""dx"":282,""dy"":-257,""t"":11629},{""x"":749,""y"":582,""dx"":258,""dy"":-239,""t"":11663},{""x"":730,""y"":593,""dx"":239,""dy"":-228,""t"":11699},{""x"":710,""y"":600,""dx"":219,""dy"":-221,""t"":11731},{""x"":654,""y"":623,""dx"":163,""dy"":-198,""t"":11765},{""x"":606,""y"":642,""dx"":115,""dy"":-179,""t"":11799},{""x"":613,""y"":644,""dx"":122,""dy"":-177,""t"":11835},{""x"":619,""y"":646,""dx"":128,""dy"":-175,""t"":11868},{""x"":638,""y"":645,""dx"":147,""dy"":-176,""t"":11902},{""x"":676,""y"":632,""dx"":185,""dy"":-189,""t"":11937},{""x"":679,""y"":627,""dx"":188,""dy"":-194,""t"":11970},{""x"":682,""y"":622,""dx"":191,""dy"":-199,""t"":12003}],[{""x"":1614,""y"":358,""dx"":163,""dy"":-463,""t"":13023},{""x"":1620,""y"":351,""dx"":169,""dy"":-470,""t"":13059},{""x"":1573,""y"":332,""dx"":122,""dy"":-489,""t"":13091},{""x"":1553,""y"":351,""dx"":102,""dy"":-470,""t"":13125},{""x"":1546,""y"":361,""dx"":95,""dy"":-460,""t"":13161},{""x"":1535,""y"":380,""dx"":84,""dy"":-441,""t"":13194},{""x"":1496,""y"":392,""dx"":45,""dy"":-429,""t"":13228},{""x"":1480,""y"":406,""dx"":29,""dy"":-415,""t"":13263},{""x"":1478,""y"":418,""dx"":27,""dy"":-403,""t"":13295},{""x"":1483,""y"":408,""dx"":32,""dy"":-413,""t"":13329},{""x"":1468,""y"":397,""dx"":17,""dy"":-424,""t"":13365},{""x"":1453,""y"":440,""dx"":2,""dy"":-381,""t"":13398},{""x"":1479,""y"":425,""dx"":28,""dy"":-396,""t"":13431},{""x"":1477,""y"":400,""dx"":26,""dy"":-421,""t"":13467},{""x"":1465,""y"":444,""dx"":14,""dy"":-377,""t"":13500},{""x"":1482,""y"":419,""dx"":31,""dy"":-402,""t"":13534},{""x"":1470,""y"":459,""dx"":19,""dy"":-362,""t"":13570},{""x"":1456,""y"":505,""dx"":5,""dy"":-316,""t"":13601},{""x"":1481,""y"":490,""dx"":30,""dy"":-331,""t"":13636},{""x"":1498,""y"":489,""dx"":47,""dy"":-332,""t"":13671},{""x"":1515,""y"":475,""dx"":64,""dy"":-346,""t"":13703},{""x"":1525,""y"":471,""dx"":74,""dy"":-350,""t"":13739},{""x"":1525,""y"":476,""dx"":74,""dy"":-345,""t"":13771},{""x"":1524,""y"":480,""dx"":73,""dy"":-341,""t"":13805},{""x"":1527,""y"":490,""dx"":76,""dy"":-331,""t"":13841},{""x"":1536,""y"":481,""dx"":85,""dy"":-340,""t"":13874},{""x"":1518,""y"":523,""dx"":67,""dy"":-298,""t"":13908},{""x"":1523,""y"":502,""dx"":72,""dy"":-319,""t"":13944},{""x"":1537,""y"":488,""dx"":86,""dy"":-333,""t"":13976},{""x"":1536,""y"":463,""dx"":85,""dy"":-358,""t"":14010},{""x"":1532,""y"":448,""dx"":81,""dy"":-373,""t"":14045},{""x"":1527,""y"":432,""dx"":76,""dy"":-389,""t"":14079},{""x"":1546,""y"":420,""dx"":95,""dy"":-401,""t"":14111},{""x"":1553,""y"":407,""dx"":102,""dy"":-414,""t"":14146},{""x"":1547,""y"":394,""dx"":96,""dy"":-427,""t"":14181},{""x"":1550,""y"":390,""dx"":99,""dy"":-431,""t"":14213},{""x"":1549,""y"":388,""dx"":98,""dy"":-433,""t"":14247},{""x"":1542,""y"":394,""dx"":91,""dy"":-427,""t"":14283},{""x"":1554,""y"":379,""dx"":103,""dy"":-442,""t"":14316},{""x"":1560,""y"":368,""dx"":109,""dy"":-453,""t"":14349},{""x"":1569,""y"":361,""dx"":118,""dy"":-460,""t"":14385},{""x"":1570,""y"":357,""dx"":119,""dy"":-464,""t"":14417},{""x"":1572,""y"":355,""dx"":121,""dy"":-466,""t"":14452},{""x"":1571,""y"":362,""dx"":120,""dy"":-459,""t"":14487},{""x"":1573,""y"":361,""dx"":122,""dy"":-460,""t"":14519},{""x"":1567,""y"":365,""dx"":116,""dy"":-456,""t"":14553},{""x"":1538,""y"":420,""dx"":87,""dy"":-401,""t"":14589},{""x"":1535,""y"":427,""dx"":84,""dy"":-394,""t"":14622},{""x"":1539,""y"":424,""dx"":88,""dy"":-397,""t"":14655},{""x"":1536,""y"":440,""dx"":85,""dy"":-381,""t"":14691},{""x"":1530,""y"":443,""dx"":79,""dy"":-378,""t"":14723},{""x"":1521,""y"":466,""dx"":70,""dy"":-355,""t"":14757},{""x"":1527,""y"":471,""dx"":76,""dy"":-350,""t"":14794},{""x"":1517,""y"":485,""dx"":66,""dy"":-336,""t"":14825},{""x"":1521,""y"":479,""dx"":70,""dy"":-342,""t"":14859},{""x"":1502,""y"":515,""dx"":51,""dy"":-306,""t"":14895},{""x"":1506,""y"":497,""dx"":55,""dy"":-324,""t"":14927},{""x"":1477,""y"":537,""dx"":26,""dy"":-284,""t"":14961},{""x"":1488,""y"":533,""dx"":37,""dy"":-288,""t"":14997}]]","[71.1864406779661,76.27118644067797,98.30508474576271,1.694915254237288,0]","[{""x"":136.35593220338984,""y"":29.491525423728813,""r"":76.2870058923958},{""x"":17.423728813559322,""y"":-110.83050847457628,""r"":81.42057460126331},{""x"":39.40677966101695,""y"":59.559322033898304,""r"":108.1636566315829},{""x"":168.79661016949152,""y"":-200.96610169491527,""r"":48.62961162386282},{""x"":74.28813559322033,""y"":-390.6271186440678,""r"":55.252287581281806}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","","",""
"","html-button-response","9","43625","0.0-4.0-4.0-0.0-0.0","","","","","512","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","",""
