"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","2284","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2290","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","4355","0.0-2.0-0.0","","","","","2063","{""name"":""scc"",""age"":""24""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","10467","0.0-2.0-1.0","","","","","6111","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","16193","0.0-3.0","","","","","","","","750","","","","","","","","","","","","","","","","","",""
"","html-button-response","5","16779","0.0-4.0-0.0","","","","","584","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","27110","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","28115","0.0-4.0-2.0","","","","","1004","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","45163","0.0-4.0-3.0","","","","","","","","","","[[{""x"":532,""y"":316,""dx"":41,""dy"":35,""t"":990},{""x"":537,""y"":344,""dx"":46,""dy"":63,""t"":1022},{""x"":535,""y"":319,""dx"":44,""dy"":38,""t"":1057},{""x"":508,""y"":418,""dx"":17,""dy"":137,""t"":1093},{""x"":498,""y"":436,""dx"":7,""dy"":155,""t"":1125},{""x"":519,""y"":404,""dx"":28,""dy"":123,""t"":1160},{""x"":512,""y"":426,""dx"":21,""dy"":145,""t"":1193},{""x"":521,""y"":402,""dx"":30,""dy"":121,""t"":1228},{""x"":499,""y"":408,""dx"":8,""dy"":127,""t"":1262},{""x"":511,""y"":386,""dx"":20,""dy"":105,""t"":1295},{""x"":514,""y"":400,""dx"":23,""dy"":119,""t"":1331},{""x"":512,""y"":431,""dx"":21,""dy"":150,""t"":1364},{""x"":546,""y"":424,""dx"":55,""dy"":143,""t"":1397},{""x"":544,""y"":389,""dx"":53,""dy"":108,""t"":1433},{""x"":531,""y"":416,""dx"":40,""dy"":135,""t"":1466},{""x"":534,""y"":386,""dx"":43,""dy"":105,""t"":1500},{""x"":548,""y"":366,""dx"":57,""dy"":85,""t"":1534},{""x"":539,""y"":328,""dx"":48,""dy"":47,""t"":1568},{""x"":522,""y"":401,""dx"":31,""dy"":120,""t"":1602},{""x"":522,""y"":387,""dx"":31,""dy"":106,""t"":1635},{""x"":512,""y"":402,""dx"":21,""dy"":121,""t"":1669},{""x"":511,""y"":380,""dx"":20,""dy"":99,""t"":1704},{""x"":509,""y"":405,""dx"":18,""dy"":124,""t"":1738},{""x"":487,""y"":455,""dx"":-4,""dy"":174,""t"":1772},{""x"":484,""y"":447,""dx"":-7,""dy"":166,""t"":1807},{""x"":468,""y"":502,""dx"":-23,""dy"":221,""t"":1840},{""x"":466,""y"":557,""dx"":-25,""dy"":276,""t"":1874},{""x"":467,""y"":573,""dx"":-24,""dy"":292,""t"":1908},{""x"":482,""y"":516,""dx"":-9,""dy"":235,""t"":1942},{""x"":491,""y"":512,""dx"":0,""dy"":231,""t"":1976},{""x"":511,""y"":475,""dx"":20,""dy"":194,""t"":2010},{""x"":513,""y"":487,""dx"":22,""dy"":206,""t"":2044},{""x"":526,""y"":442,""dx"":35,""dy"":161,""t"":2078},{""x"":546,""y"":423,""dx"":55,""dy"":142,""t"":2112},{""x"":573,""y"":421,""dx"":82,""dy"":140,""t"":2146},{""x"":564,""y"":443,""dx"":73,""dy"":162,""t"":2180},{""x"":561,""y"":399,""dx"":70,""dy"":118,""t"":2214},{""x"":556,""y"":403,""dx"":65,""dy"":122,""t"":2248},{""x"":526,""y"":487,""dx"":35,""dy"":206,""t"":2282},{""x"":514,""y"":487,""dx"":23,""dy"":206,""t"":2316},{""x"":518,""y"":473,""dx"":27,""dy"":192,""t"":2350},{""x"":536,""y"":456,""dx"":45,""dy"":175,""t"":2385},{""x"":523,""y"":430,""dx"":32,""dy"":149,""t"":2418},{""x"":531,""y"":409,""dx"":40,""dy"":128,""t"":2452},{""x"":521,""y"":432,""dx"":30,""dy"":151,""t"":2485},{""x"":506,""y"":461,""dx"":15,""dy"":180,""t"":2520},{""x"":501,""y"":480,""dx"":10,""dy"":199,""t"":2555},{""x"":517,""y"":486,""dx"":26,""dy"":205,""t"":2587},{""x"":530,""y"":490,""dx"":39,""dy"":209,""t"":2619},{""x"":532,""y"":489,""dx"":41,""dy"":208,""t"":2656},{""x"":538,""y"":460,""dx"":47,""dy"":179,""t"":2690},{""x"":521,""y"":483,""dx"":30,""dy"":202,""t"":2725},{""x"":525,""y"":488,""dx"":34,""dy"":207,""t"":2757},{""x"":543,""y"":478,""dx"":52,""dy"":197,""t"":2792},{""x"":538,""y"":493,""dx"":47,""dy"":212,""t"":2827},{""x"":514,""y"":453,""dx"":23,""dy"":172,""t"":2860},{""x"":507,""y"":422,""dx"":16,""dy"":141,""t"":2893},{""x"":500,""y"":431,""dx"":9,""dy"":150,""t"":2928},{""x"":500,""y"":378,""dx"":9,""dy"":97,""t"":2962}],[{""x"":1526,""y"":299,""dx"":75,""dy"":18,""t"":4017},{""x"":1498,""y"":295,""dx"":47,""dy"":14,""t"":4051},{""x"":1488,""y"":369,""dx"":37,""dy"":88,""t"":4084},{""x"":1484,""y"":354,""dx"":33,""dy"":73,""t"":4118},{""x"":1471,""y"":346,""dx"":20,""dy"":65,""t"":4152},{""x"":1467,""y"":345,""dx"":16,""dy"":64,""t"":4186},{""x"":1448,""y"":335,""dx"":-3,""dy"":54,""t"":4218},{""x"":1462,""y"":320,""dx"":11,""dy"":39,""t"":4253},{""x"":1448,""y"":401,""dx"":-3,""dy"":120,""t"":4288},{""x"":1444,""y"":382,""dx"":-7,""dy"":101,""t"":4323},{""x"":1468,""y"":378,""dx"":17,""dy"":97,""t"":4356},{""x"":1506,""y"":363,""dx"":55,""dy"":82,""t"":4390},{""x"":1530,""y"":353,""dx"":79,""dy"":72,""t"":4424},{""x"":1548,""y"":343,""dx"":97,""dy"":62,""t"":4458},{""x"":1531,""y"":404,""dx"":80,""dy"":123,""t"":4492},{""x"":1544,""y"":377,""dx"":93,""dy"":96,""t"":4526},{""x"":1535,""y"":424,""dx"":84,""dy"":143,""t"":4560},{""x"":1536,""y"":385,""dx"":85,""dy"":104,""t"":4595},{""x"":1536,""y"":350,""dx"":85,""dy"":69,""t"":4626},{""x"":1527,""y"":413,""dx"":76,""dy"":132,""t"":4662},{""x"":1495,""y"":388,""dx"":44,""dy"":107,""t"":4696},{""x"":1473,""y"":443,""dx"":22,""dy"":162,""t"":4729},{""x"":1482,""y"":403,""dx"":31,""dy"":122,""t"":4764},{""x"":1480,""y"":450,""dx"":29,""dy"":169,""t"":4797},{""x"":1483,""y"":407,""dx"":32,""dy"":126,""t"":4832},{""x"":1486,""y"":394,""dx"":35,""dy"":113,""t"":4866},{""x"":1481,""y"":445,""dx"":30,""dy"":164,""t"":4900},{""x"":1485,""y"":459,""dx"":34,""dy"":178,""t"":4934},{""x"":1463,""y"":419,""dx"":12,""dy"":138,""t"":4968},{""x"":1477,""y"":395,""dx"":26,""dy"":114,""t"":5001},{""x"":1490,""y"":384,""dx"":39,""dy"":103,""t"":5036},{""x"":1503,""y"":389,""dx"":52,""dy"":108,""t"":5070},{""x"":1513,""y"":359,""dx"":62,""dy"":78,""t"":5104},{""x"":1474,""y"":343,""dx"":23,""dy"":62,""t"":5139},{""x"":1480,""y"":346,""dx"":29,""dy"":65,""t"":5172},{""x"":1483,""y"":344,""dx"":32,""dy"":63,""t"":5206},{""x"":1498,""y"":329,""dx"":47,""dy"":48,""t"":5240},{""x"":1517,""y"":315,""dx"":66,""dy"":34,""t"":5274},{""x"":1534,""y"":311,""dx"":83,""dy"":30,""t"":5308},{""x"":1546,""y"":296,""dx"":95,""dy"":15,""t"":5342},{""x"":1522,""y"":331,""dx"":71,""dy"":50,""t"":5375},{""x"":1537,""y"":341,""dx"":86,""dy"":60,""t"":5410},{""x"":1541,""y"":343,""dx"":90,""dy"":62,""t"":5443},{""x"":1518,""y"":334,""dx"":67,""dy"":53,""t"":5477},{""x"":1524,""y"":367,""dx"":73,""dy"":86,""t"":5512},{""x"":1514,""y"":370,""dx"":63,""dy"":89,""t"":5547},{""x"":1519,""y"":358,""dx"":68,""dy"":77,""t"":5580},{""x"":1528,""y"":348,""dx"":77,""dy"":67,""t"":5615},{""x"":1524,""y"":330,""dx"":73,""dy"":49,""t"":5648},{""x"":1528,""y"":312,""dx"":77,""dy"":31,""t"":5681},{""x"":1529,""y"":302,""dx"":78,""dy"":21,""t"":5716},{""x"":1531,""y"":315,""dx"":80,""dy"":34,""t"":5750},{""x"":1502,""y"":371,""dx"":51,""dy"":90,""t"":5784},{""x"":1480,""y"":367,""dx"":29,""dy"":86,""t"":5815},{""x"":1466,""y"":357,""dx"":15,""dy"":76,""t"":5852},{""x"":1466,""y"":355,""dx"":15,""dy"":74,""t"":5886},{""x"":1469,""y"":344,""dx"":18,""dy"":63,""t"":5920},{""x"":1485,""y"":338,""dx"":34,""dy"":57,""t"":5954},{""x"":1484,""y"":340,""dx"":33,""dy"":59,""t"":5988}],[{""x"":907,""y"":524,""dx"":-64,""dy"":-27,""t"":7007},{""x"":929,""y"":542,""dx"":-42,""dy"":-9,""t"":7042},{""x"":938,""y"":512,""dx"":-33,""dy"":-39,""t"":7076},{""x"":952,""y"":514,""dx"":-19,""dy"":-37,""t"":7110},{""x"":962,""y"":513,""dx"":-9,""dy"":-38,""t"":7144},{""x"":953,""y"":538,""dx"":-18,""dy"":-13,""t"":7179},{""x"":1000,""y"":570,""dx"":29,""dy"":19,""t"":7212},{""x"":975,""y"":587,""dx"":4,""dy"":36,""t"":7245},{""x"":993,""y"":591,""dx"":22,""dy"":40,""t"":7279},{""x"":980,""y"":593,""dx"":9,""dy"":42,""t"":7315},{""x"":1005,""y"":596,""dx"":34,""dy"":45,""t"":7348},{""x"":1033,""y"":564,""dx"":62,""dy"":13,""t"":7382},{""x"":1056,""y"":570,""dx"":85,""dy"":19,""t"":7416},{""x"":1022,""y"":567,""dx"":51,""dy"":16,""t"":7450},{""x"":1002,""y"":574,""dx"":31,""dy"":23,""t"":7485},{""x"":1018,""y"":564,""dx"":47,""dy"":13,""t"":7518},{""x"":1037,""y"":542,""dx"":66,""dy"":-9,""t"":7551},{""x"":1048,""y"":544,""dx"":77,""dy"":-7,""t"":7586},{""x"":1030,""y"":562,""dx"":59,""dy"":11,""t"":7620},{""x"":997,""y"":562,""dx"":26,""dy"":11,""t"":7653},{""x"":983,""y"":573,""dx"":12,""dy"":22,""t"":7687},{""x"":970,""y"":558,""dx"":-1,""dy"":7,""t"":7722},{""x"":973,""y"":542,""dx"":2,""dy"":-9,""t"":7756},{""x"":977,""y"":529,""dx"":6,""dy"":-22,""t"":7788},{""x"":984,""y"":550,""dx"":13,""dy"":-1,""t"":7823},{""x"":976,""y"":543,""dx"":5,""dy"":-8,""t"":7858},{""x"":1001,""y"":574,""dx"":30,""dy"":23,""t"":7892},{""x"":995,""y"":569,""dx"":24,""dy"":18,""t"":7926},{""x"":991,""y"":542,""dx"":20,""dy"":-9,""t"":7959},{""x"":971,""y"":563,""dx"":0,""dy"":12,""t"":7993},{""x"":953,""y"":573,""dx"":-18,""dy"":22,""t"":8027},{""x"":988,""y"":591,""dx"":17,""dy"":40,""t"":8062},{""x"":979,""y"":593,""dx"":8,""dy"":42,""t"":8096},{""x"":977,""y"":602,""dx"":6,""dy"":51,""t"":8130},{""x"":965,""y"":609,""dx"":-6,""dy"":58,""t"":8163},{""x"":955,""y"":614,""dx"":-16,""dy"":63,""t"":8196},{""x"":937,""y"":609,""dx"":-34,""dy"":58,""t"":8233},{""x"":938,""y"":607,""dx"":-33,""dy"":56,""t"":8266},{""x"":921,""y"":622,""dx"":-50,""dy"":71,""t"":8300},{""x"":930,""y"":653,""dx"":-41,""dy"":102,""t"":8334},{""x"":936,""y"":675,""dx"":-35,""dy"":124,""t"":8368},{""x"":961,""y"":647,""dx"":-10,""dy"":96,""t"":8401},{""x"":986,""y"":638,""dx"":15,""dy"":87,""t"":8435},{""x"":994,""y"":624,""dx"":23,""dy"":73,""t"":8469},{""x"":1005,""y"":612,""dx"":34,""dy"":61,""t"":8505},{""x"":1031,""y"":619,""dx"":60,""dy"":68,""t"":8538},{""x"":1005,""y"":624,""dx"":34,""dy"":73,""t"":8572},{""x"":1005,""y"":611,""dx"":34,""dy"":60,""t"":8606},{""x"":1005,""y"":623,""dx"":34,""dy"":72,""t"":8640},{""x"":979,""y"":624,""dx"":8,""dy"":73,""t"":8674},{""x"":964,""y"":614,""dx"":-7,""dy"":63,""t"":8708},{""x"":974,""y"":637,""dx"":3,""dy"":86,""t"":8741},{""x"":952,""y"":651,""dx"":-19,""dy"":100,""t"":8776},{""x"":982,""y"":660,""dx"":11,""dy"":109,""t"":8810},{""x"":989,""y"":665,""dx"":18,""dy"":114,""t"":8843},{""x"":1016,""y"":660,""dx"":45,""dy"":109,""t"":8878},{""x"":1020,""y"":625,""dx"":49,""dy"":74,""t"":8912},{""x"":1004,""y"":628,""dx"":33,""dy"":77,""t"":8947},{""x"":1004,""y"":620,""dx"":33,""dy"":69,""t"":8980}],[{""x"":609,""y"":1002,""dx"":118,""dy"":181,""t"":10000},{""x"":616,""y"":1000,""dx"":125,""dy"":179,""t"":10034},{""x"":633,""y"":993,""dx"":142,""dy"":172,""t"":10067},{""x"":631,""y"":1004,""dx"":140,""dy"":183,""t"":10102},{""x"":645,""y"":999,""dx"":154,""dy"":178,""t"":10136},{""x"":631,""y"":974,""dx"":140,""dy"":153,""t"":10169},{""x"":644,""y"":966,""dx"":153,""dy"":145,""t"":10204},{""x"":637,""y"":968,""dx"":146,""dy"":147,""t"":10238},{""x"":648,""y"":982,""dx"":157,""dy"":161,""t"":10272},{""x"":648,""y"":978,""dx"":157,""dy"":157,""t"":10306},{""x"":639,""y"":996,""dx"":148,""dy"":175,""t"":10340},{""x"":612,""y"":986,""dx"":121,""dy"":165,""t"":10374},{""x"":599,""y"":978,""dx"":108,""dy"":157,""t"":10407},{""x"":607,""y"":986,""dx"":116,""dy"":165,""t"":10441},{""x"":639,""y"":998,""dx"":148,""dy"":177,""t"":10476},{""x"":650,""y"":1012,""dx"":159,""dy"":191,""t"":10510},{""x"":643,""y"":998,""dx"":152,""dy"":177,""t"":10543},{""x"":626,""y"":996,""dx"":135,""dy"":175,""t"":10578},{""x"":634,""y"":999,""dx"":143,""dy"":178,""t"":10612},{""x"":606,""y"":982,""dx"":115,""dy"":161,""t"":10646},{""x"":589,""y"":972,""dx"":98,""dy"":151,""t"":10680},{""x"":623,""y"":990,""dx"":132,""dy"":169,""t"":10714},{""x"":613,""y"":998,""dx"":122,""dy"":177,""t"":10748},{""x"":605,""y"":1004,""dx"":114,""dy"":183,""t"":10781},{""x"":652,""y"":984,""dx"":161,""dy"":163,""t"":10815},{""x"":663,""y"":977,""dx"":172,""dy"":156,""t"":10850},{""x"":654,""y"":967,""dx"":163,""dy"":146,""t"":10884},{""x"":657,""y"":985,""dx"":166,""dy"":164,""t"":10918},{""x"":656,""y"":981,""dx"":165,""dy"":160,""t"":10952},{""x"":651,""y"":1001,""dx"":160,""dy"":180,""t"":10986},{""x"":638,""y"":986,""dx"":147,""dy"":165,""t"":11020},{""x"":616,""y"":985,""dx"":125,""dy"":164,""t"":11054},{""x"":634,""y"":948,""dx"":143,""dy"":127,""t"":11088},{""x"":638,""y"":954,""dx"":147,""dy"":133,""t"":11122},{""x"":666,""y"":986,""dx"":175,""dy"":165,""t"":11156},{""x"":657,""y"":970,""dx"":166,""dy"":149,""t"":11189},{""x"":646,""y"":972,""dx"":155,""dy"":151,""t"":11225},{""x"":650,""y"":985,""dx"":159,""dy"":164,""t"":11258},{""x"":655,""y"":984,""dx"":164,""dy"":163,""t"":11292},{""x"":660,""y"":983,""dx"":169,""dy"":162,""t"":11323},{""x"":662,""y"":1002,""dx"":171,""dy"":181,""t"":11359},{""x"":643,""y"":989,""dx"":152,""dy"":168,""t"":11394},{""x"":629,""y"":966,""dx"":138,""dy"":145,""t"":11428},{""x"":638,""y"":976,""dx"":147,""dy"":155,""t"":11462},{""x"":661,""y"":987,""dx"":170,""dy"":166,""t"":11496},{""x"":639,""y"":972,""dx"":148,""dy"":151,""t"":11530},{""x"":618,""y"":971,""dx"":127,""dy"":150,""t"":11564},{""x"":614,""y"":979,""dx"":123,""dy"":158,""t"":11597},{""x"":595,""y"":971,""dx"":104,""dy"":150,""t"":11631},{""x"":590,""y"":970,""dx"":99,""dy"":149,""t"":11666},{""x"":596,""y"":973,""dx"":105,""dy"":152,""t"":11700},{""x"":603,""y"":975,""dx"":112,""dy"":154,""t"":11732},{""x"":617,""y"":943,""dx"":126,""dy"":122,""t"":11768},{""x"":629,""y"":947,""dx"":138,""dy"":126,""t"":11802},{""x"":641,""y"":953,""dx"":150,""dy"":132,""t"":11837},{""x"":676,""y"":951,""dx"":185,""dy"":130,""t"":11870},{""x"":670,""y"":941,""dx"":179,""dy"":120,""t"":11905},{""x"":702,""y"":950,""dx"":211,""dy"":129,""t"":11937},{""x"":679,""y"":930,""dx"":188,""dy"":109,""t"":11972},{""x"":655,""y"":928,""dx"":164,""dy"":107,""t"":12006}],[{""x"":1496,""y"":791,""dx"":45,""dy"":-30,""t"":13026},{""x"":1475,""y"":817,""dx"":24,""dy"":-4,""t"":13060},{""x"":1462,""y"":816,""dx"":11,""dy"":-5,""t"":13094},{""x"":1296,""y"":967,""dx"":-155,""dy"":146,""t"":13129},{""x"":1146,""y"":1107,""dx"":-305,""dy"":286,""t"":13162},{""x"":1030,""y"":1224,""dx"":-421,""dy"":403,""t"":13196},{""x"":978,""y"":1282,""dx"":-473,""dy"":461,""t"":13230},{""x"":950,""y"":1318,""dx"":-501,""dy"":497,""t"":13264},{""x"":973,""y"":1295,""dx"":-478,""dy"":474,""t"":13298},{""x"":996,""y"":1259,""dx"":-455,""dy"":438,""t"":13330},{""x"":1066,""y"":1194,""dx"":-385,""dy"":373,""t"":13366},{""x"":1135,""y"":1154,""dx"":-316,""dy"":333,""t"":13401},{""x"":1245,""y"":1087,""dx"":-206,""dy"":266,""t"":13434},{""x"":1297,""y"":989,""dx"":-154,""dy"":168,""t"":13467},{""x"":1379,""y"":945,""dx"":-72,""dy"":124,""t"":13502},{""x"":1428,""y"":928,""dx"":-23,""dy"":107,""t"":13536},{""x"":1463,""y"":923,""dx"":12,""dy"":102,""t"":13569},{""x"":1502,""y"":879,""dx"":51,""dy"":58,""t"":13604},{""x"":1523,""y"":871,""dx"":72,""dy"":50,""t"":13638},{""x"":1512,""y"":879,""dx"":61,""dy"":58,""t"":13672},{""x"":1502,""y"":893,""dx"":51,""dy"":72,""t"":13706},{""x"":1515,""y"":902,""dx"":64,""dy"":81,""t"":13740},{""x"":1504,""y"":907,""dx"":53,""dy"":86,""t"":13774},{""x"":1524,""y"":909,""dx"":73,""dy"":88,""t"":13808},{""x"":1511,""y"":903,""dx"":60,""dy"":82,""t"":13842},{""x"":1511,""y"":912,""dx"":60,""dy"":91,""t"":13876},{""x"":1502,""y"":927,""dx"":51,""dy"":106,""t"":13910},{""x"":1457,""y"":852,""dx"":6,""dy"":31,""t"":13944},{""x"":1450,""y"":866,""dx"":-1,""dy"":45,""t"":13977},{""x"":1460,""y"":890,""dx"":9,""dy"":69,""t"":14014},{""x"":1425,""y"":851,""dx"":-26,""dy"":30,""t"":14045},{""x"":1440,""y"":876,""dx"":-11,""dy"":55,""t"":14080},{""x"":1444,""y"":858,""dx"":-7,""dy"":37,""t"":14114},{""x"":1412,""y"":835,""dx"":-39,""dy"":14,""t"":14148},{""x"":1417,""y"":868,""dx"":-34,""dy"":47,""t"":14181},{""x"":1398,""y"":853,""dx"":-53,""dy"":32,""t"":14217},{""x"":1383,""y"":856,""dx"":-68,""dy"":35,""t"":14250},{""x"":1407,""y"":816,""dx"":-44,""dy"":-5,""t"":14285},{""x"":1406,""y"":824,""dx"":-45,""dy"":3,""t"":14318},{""x"":1407,""y"":828,""dx"":-44,""dy"":7,""t"":14352},{""x"":1398,""y"":837,""dx"":-53,""dy"":16,""t"":14385},{""x"":1391,""y"":849,""dx"":-60,""dy"":28,""t"":14420},{""x"":1394,""y"":893,""dx"":-57,""dy"":72,""t"":14454},{""x"":1393,""y"":869,""dx"":-58,""dy"":48,""t"":14488},{""x"":1392,""y"":849,""dx"":-59,""dy"":28,""t"":14519},{""x"":1383,""y"":847,""dx"":-68,""dy"":26,""t"":14556},{""x"":1396,""y"":820,""dx"":-55,""dy"":-1,""t"":14590},{""x"":1396,""y"":814,""dx"":-55,""dy"":-7,""t"":14624},{""x"":1382,""y"":829,""dx"":-69,""dy"":8,""t"":14658},{""x"":1360,""y"":800,""dx"":-91,""dy"":-21,""t"":14692},{""x"":1333,""y"":796,""dx"":-118,""dy"":-25,""t"":14725},{""x"":1373,""y"":802,""dx"":-78,""dy"":-19,""t"":14760},{""x"":1376,""y"":793,""dx"":-75,""dy"":-28,""t"":14793},{""x"":1373,""y"":806,""dx"":-78,""dy"":-15,""t"":14828},{""x"":1389,""y"":788,""dx"":-62,""dy"":-33,""t"":14862},{""x"":1419,""y"":775,""dx"":-32,""dy"":-46,""t"":14896},{""x"":1426,""y"":785,""dx"":-25,""dy"":-36,""t"":14927},{""x"":1424,""y"":799,""dx"":-27,""dy"":-22,""t"":14964},{""x"":1413,""y"":817,""dx"":-38,""dy"":-4,""t"":14997}]]","[74.57627118644068,100,100,23.333333333333332,81.35593220338984]","[{""x"":28.52542372881356,""y"":154.5084745762712,""r"":47.51441215307441},{""x"":49.11864406779661,""y"":81.33898305084746,""r"":38.222056408480654},{""x"":12.271186440677965,""y"":38.86440677966102,""r"":44.97446049813755},{""x"":145.28333333333333,""y"":157.05,""r"":36.225052924968196},{""x"":-80.86440677966101,""y"":89.49152542372882,""r"":108.52933204883813}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","","",""
"","html-button-response","9","46811","0.0-4.0-4.0-0.0-0.0","","","","","1647","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","",""
