index,name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,fixation,fixation_target,first_dot
0,scc,24\,男,,,,,,,,,,,,
1,,,,714.0,1.0,1.0,"[""star"",""rect"",""hexagram"",""circle"",""diamond"",""triangle""]",triangle,True,"[{""x"":1349,""y"":525,""t"":4},{""x"":1279,""y"":527,""t"":40},{""x"":1210,""y"":507,""t"":73},{""x"":1128,""y"":493,""t"":119},{""x"":1109,""y"":458,""t"":144},{""x"":1075,""y"":442,""t"":174},{""x"":1004,""y"":468,""t"":212},{""x"":948,""y"":471,""t"":242},{""x"":909,""y"":473,""t"":289},{""x"":879,""y"":475,""t"":310},{""x"":844,""y"":482,""t"":344},{""x"":823,""y"":474,""t"":383},{""x"":788,""y"":510,""t"":412},{""x"":788,""y"":511,""t"":448},{""x"":791,""y"":512,""t"":478},{""x"":793,""y"":509,""t"":522},{""x"":812,""y"":551,""t"":549},{""x"":793,""y"":521,""t"":581},{""x"":803,""y"":532,""t"":616},{""x"":850,""y"":531,""t"":656},{""x"":891,""y"":529,""t"":682}]","[{""x"":250,""y"":500,""width"":100,""height"":100,""top"":450,""right"":300,""bottom"":550,""left"":200},{""x"":400,""y"":240.1923788646684,""width"":80,""height"":80,""top"":200.1923788646684,""right"":440,""bottom"":280.1923788646684,""left"":360},{""x"":700,""y"":240.1923788646684,""width"":92.37604307034013,""height"":80,""top"":200.1923788646684,""right"":746.18802153517,""bottom"":280.1923788646684,""left"":653.81197846483},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":700,""y"":759.8076211353316,""width"":100,""height"":100,""top"":709.8076211353316,""right"":750,""bottom"":809.8076211353316,""left"":650},{""x"":400,""y"":759.8076211353316,""width"":92,""height"":92,""top"":713.8076211353316,""right"":446,""bottom"":805.8076211353316,""left"":354}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'star': [{'x': 378, 'y': 455.609375, 't': 412, 'tagged': False}, {'x': 378, 'y': 456.609375, 't': 448, 'tagged': False}, {'x': 381, 'y': 457.609375, 't': 478, 'tagged': False}, {'x': 383, 'y': 454.609375, 't': 522, 'tagged': False}, {'x': 383, 'y': 466.609375, 't': 581, 'tagged': False}, {'x': 393, 'y': 477.609375, 't': 616, 'tagged': False}]}, {'circle': [{'x': 939, 'y': 470.609375, 't': 4, 'tagged': True}, {'x': 869, 'y': 472.609375, 't': 40, 'tagged': False}, {'x': 800, 'y': 452.609375, 't': 73, 'tagged': False}, {'x': 718, 'y': 438.609375, 't': 119, 'tagged': False}]}]",,circle
2,,,,574.0,4.0,4.0,"[""triangle"",""star"",""hexagram"",""rect"",""diamond"",""circle""]",triangle,True,"[{""x"":922,""y"":483,""t"":4},{""x"":954,""y"":470,""t"":38},{""x"":958,""y"":483,""t"":74},{""x"":956,""y"":452,""t"":106},{""x"":951,""y"":448,""t"":152},{""x"":953,""y"":437,""t"":179},{""x"":978,""y"":434,""t"":209},{""x"":1004,""y"":416,""t"":246},{""x"":1005,""y"":434,""t"":276},{""x"":1023,""y"":430,""t"":313},{""x"":1037,""y"":427,""t"":341},{""x"":999,""y"":412,""t"":378},{""x"":982,""y"":401,""t"":417},{""x"":971,""y"":368,""t"":447},{""x"":960,""y"":364,""t"":494},{""x"":928,""y"":372,""t"":518},{""x"":893,""y"":361,""t"":548}]","[{""x"":250,""y"":500,""width"":92,""height"":92,""top"":454,""right"":296,""bottom"":546,""left"":204},{""x"":400,""y"":240.1923788646684,""width"":100,""height"":100,""top"":190.1923788646684,""right"":450,""bottom"":290.1923788646684,""left"":350},{""x"":700,""y"":240.1923788646684,""width"":92.37604307034013,""height"":80,""top"":200.1923788646684,""right"":746.18802153517,""bottom"":280.1923788646684,""left"":653.81197846483},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":700,""y"":759.8076211353316,""width"":100,""height"":100,""top"":709.8076211353316,""right"":750,""bottom"":809.8076211353316,""left"":650},{""x"":400,""y"":759.8076211353316,""width"":80,""height"":80,""top"":719.8076211353316,""right"":440,""bottom"":799.8076211353316,""left"":360}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'star': [{'x': 518, 'y': 317.609375, 't': 518, 'tagged': True}, {'x': 483, 'y': 306.609375, 't': 548, 'tagged': False}]}]",,star
3,,,,1061.0,1.0,1.0,"[""triangle"",""circle"",""star"",""diamond"",""rect"",""hexagram""]",hexagram,True,"[{""x"":940,""y"":362,""t"":4},{""x"":956,""y"":365,""t"":39},{""x"":926,""y"":351,""t"":83},{""x"":901,""y"":339,""t"":106},{""x"":898,""y"":315,""t"":141},{""x"":890,""y"":280,""t"":178},{""x"":865,""y"":255,""t"":208},{""x"":863,""y"":267,""t"":255},{""x"":883,""y"":338,""t"":283},{""x"":916,""y"":358,""t"":312},{""x"":932,""y"":394,""t"":344},{""x"":937,""y"":378,""t"":378},{""x"":948,""y"":376,""t"":419},{""x"":957,""y"":373,""t"":444},{""x"":961,""y"":368,""t"":482},{""x"":964,""y"":365,""t"":512},{""x"":1015,""y"":340,""t"":551},{""x"":1065,""y"":364,""t"":583},{""x"":1096,""y"":402,""t"":629},{""x"":1121,""y"":435,""t"":650},{""x"":1165,""y"":438,""t"":684},{""x"":1196,""y"":464,""t"":722},{""x"":1177,""y"":493,""t"":753},{""x"":1179,""y"":505,""t"":786},{""x"":1174,""y"":549,""t"":830},{""x"":1129,""y"":594,""t"":860},{""x"":1079,""y"":619,""t"":888},{""x"":1063,""y"":642,""t"":924},{""x"":1042,""y"":595,""t"":956},{""x"":973,""y"":611,""t"":1002},{""x"":929,""y"":620,""t"":1026}]","[{""x"":250,""y"":500,""width"":92,""height"":92,""top"":454,""right"":296,""bottom"":546,""left"":204},{""x"":400,""y"":240.1923788646684,""width"":80,""height"":80,""top"":200.1923788646684,""right"":440,""bottom"":280.1923788646684,""left"":360},{""x"":700,""y"":240.1923788646684,""width"":100,""height"":100,""top"":190.1923788646684,""right"":750,""bottom"":290.1923788646684,""left"":650},{""x"":850,""y"":500,""width"":100,""height"":100,""top"":450,""right"":900,""bottom"":550,""left"":800},{""x"":700,""y"":759.8076211353316,""width"":80,""height"":80,""top"":719.8076211353316,""right"":740,""bottom"":799.8076211353316,""left"":660},{""x"":400,""y"":759.8076211353316,""width"":92.37604307034013,""height"":80,""top"":719.8076211353316,""right"":446.18802153517004,""bottom"":799.8076211353316,""left"":353.81197846482996}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'circle': [{'x': 530, 'y': 307.609375, 't': 4, 'tagged': True}, {'x': 516, 'y': 296.609375, 't': 83, 'tagged': False}, {'x': 491, 'y': 284.609375, 't': 106, 'tagged': False}, {'x': 488, 'y': 260.609375, 't': 141, 'tagged': False}, {'x': 480, 'y': 225.609375, 't': 178, 'tagged': False}, {'x': 455, 'y': 200.609375, 't': 208, 'tagged': False}, {'x': 453, 'y': 212.609375, 't': 255, 'tagged': False}, {'x': 473, 'y': 283.609375, 't': 283, 'tagged': False}, {'x': 506, 'y': 303.609375, 't': 312, 'tagged': False}]}, {'star': [{'x': 605, 'y': 285.609375, 't': 551, 'tagged': False}, {'x': 655, 'y': 309.609375, 't': 583, 'tagged': False}, {'x': 686, 'y': 347.609375, 't': 629, 'tagged': False}, {'x': 711, 'y': 380.609375, 't': 650, 'tagged': False}]}, {'diamond': [{'x': 786, 'y': 409.609375, 't': 722, 'tagged': False}, {'x': 767, 'y': 438.609375, 't': 753, 'tagged': False}, {'x': 769, 'y': 450.609375, 't': 786, 'tagged': False}, {'x': 764, 'y': 494.609375, 't': 830, 'tagged': False}, {'x': 719, 'y': 539.609375, 't': 860, 'tagged': False}]}]",,circle
4,,,,506.0,7.0,7.0,"[""diamond"",""star"",""rect"",""triangle"",""hexagram"",""circle""]",star,True,"[{""x"":829,""y"":567,""t"":5},{""x"":870,""y"":515,""t"":38},{""x"":900,""y"":481,""t"":74},{""x"":929,""y"":453,""t"":105},{""x"":955,""y"":427,""t"":146},{""x"":941,""y"":375,""t"":174},{""x"":967,""y"":374,""t"":210},{""x"":963,""y"":371,""t"":240},{""x"":964,""y"":353,""t"":277},{""x"":990,""y"":372,""t"":324},{""x"":957,""y"":376,""t"":352},{""x"":934,""y"":350,""t"":381},{""x"":899,""y"":370,""t"":413},{""x"":899,""y"":387,""t"":448},{""x"":907,""y"":394,""t"":480}]","[{""x"":250,""y"":500,""width"":100,""height"":100,""top"":450,""right"":300,""bottom"":550,""left"":200},{""x"":400,""y"":240.1923788646684,""width"":100,""height"":100,""top"":190.1923788646684,""right"":450,""bottom"":290.1923788646684,""left"":350},{""x"":700,""y"":240.1923788646684,""width"":80,""height"":80,""top"":200.1923788646684,""right"":740,""bottom"":280.1923788646684,""left"":660},{""x"":850,""y"":500,""width"":92,""height"":92,""top"":454,""right"":896,""bottom"":546,""left"":804},{""x"":700,""y"":759.8076211353316,""width"":92.37604307034013,""height"":80,""top"":719.8076211353316,""right"":746.18802153517,""bottom"":799.8076211353316,""left"":653.81197846483},{""x"":400,""y"":759.8076211353316,""width"":80,""height"":80,""top"":719.8076211353316,""right"":440,""bottom"":799.8076211353316,""left"":360}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'star': [{'x': 524, 'y': 295.609375, 't': 381, 'tagged': False}, {'x': 489, 'y': 315.609375, 't': 413, 'tagged': False}, {'x': 489, 'y': 332.609375, 't': 448, 'tagged': False}, {'x': 497, 'y': 339.609375, 't': 480, 'tagged': False}]}, {'rect': [{'x': 580, 'y': 317.609375, 't': 324, 'tagged': True}]}]","{'star': [{'x': 524, 'y': 295.609375, 't': 381, 'tagged': False}, {'x': 489, 'y': 315.609375, 't': 413, 'tagged': False}, {'x': 489, 'y': 332.609375, 't': 448, 'tagged': False}, {'x': 497, 'y': 339.609375, 't': 480, 'tagged': False}]}",rect
5,,,,967.0,3.0,3.0,"[""triangle"",""hexagram"",""circle"",""rect"",""diamond"",""star""]",diamond,True,"[{""x"":895,""y"":407,""t"":5},{""x"":839,""y"":409,""t"":40},{""x"":835,""y"":408,""t"":72},{""x"":821,""y"":412,""t"":106},{""x"":832,""y"":428,""t"":153},{""x"":836,""y"":471,""t"":180},{""x"":865,""y"":480,""t"":208},{""x"":862,""y"":510,""t"":247},{""x"":869,""y"":501,""t"":276},{""x"":848,""y"":458,""t"":324},{""x"":818,""y"":426,""t"":350},{""x"":809,""y"":427,""t"":378},{""x"":803,""y"":436,""t"":417},{""x"":836,""y"":449,""t"":446},{""x"":831,""y"":445,""t"":480},{""x"":836,""y"":460,""t"":526},{""x"":827,""y"":448,""t"":550},{""x"":834,""y"":434,""t"":581},{""x"":859,""y"":429,""t"":618},{""x"":874,""y"":423,""t"":650},{""x"":889,""y"":433,""t"":694},{""x"":845,""y"":445,""t"":718},{""x"":886,""y"":463,""t"":752},{""x"":875,""y"":480,""t"":788},{""x"":893,""y"":510,""t"":821},{""x"":898,""y"":517,""t"":854},{""x"":943,""y"":544,""t"":899},{""x"":983,""y"":569,""t"":926}]","[{""x"":250,""y"":500,""width"":92,""height"":92,""top"":454,""right"":296,""bottom"":546,""left"":204},{""x"":400,""y"":240.1923788646684,""width"":92.37604307034013,""height"":80,""top"":200.1923788646684,""right"":446.18802153517004,""bottom"":280.1923788646684,""left"":353.81197846482996},{""x"":700,""y"":240.1923788646684,""width"":80,""height"":80,""top"":200.1923788646684,""right"":740,""bottom"":280.1923788646684,""left"":660},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":700,""y"":759.8076211353316,""width"":100,""height"":100,""top"":709.8076211353316,""right"":750,""bottom"":809.8076211353316,""left"":650},{""x"":400,""y"":759.8076211353316,""width"":100,""height"":100,""top"":709.8076211353316,""right"":450,""bottom"":809.8076211353316,""left"":350}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'hexagram': [{'x': 485, 'y': 352.609375, 't': 5, 'tagged': True}, {'x': 429, 'y': 354.609375, 't': 40, 'tagged': False}, {'x': 425, 'y': 353.609375, 't': 72, 'tagged': False}, {'x': 411, 'y': 357.609375, 't': 106, 'tagged': False}, {'x': 422, 'y': 373.609375, 't': 153, 'tagged': False}, {'x': 408, 'y': 371.609375, 't': 350, 'tagged': False}, {'x': 399, 'y': 372.609375, 't': 378, 'tagged': False}, {'x': 393, 'y': 381.609375, 't': 417, 'tagged': False}, {'x': 424, 'y': 379.609375, 't': 581, 'tagged': False}, {'x': 449, 'y': 374.609375, 't': 618, 'tagged': False}, {'x': 464, 'y': 368.609375, 't': 650, 'tagged': False}]}]",,hexagram
6,,,,969.0,3.0,3.0,"[""circle"",""diamond"",""triangle"",""star"",""hexagram"",""rect""]",hexagram,True,"[{""x"":960,""y"":572,""t"":4},{""x"":930,""y"":554,""t"":39},{""x"":904,""y"":537,""t"":73},{""x"":908,""y"":557,""t"":106},{""x"":926,""y"":575,""t"":140},{""x"":918,""y"":568,""t"":175},{""x"":930,""y"":539,""t"":222},{""x"":916,""y"":532,""t"":250},{""x"":926,""y"":522,""t"":278},{""x"":932,""y"":505,""t"":309},{""x"":928,""y"":498,""t"":347},{""x"":946,""y"":505,""t"":377},{""x"":954,""y"":537,""t"":424},{""x"":939,""y"":525,""t"":451},{""x"":948,""y"":510,""t"":481},{""x"":940,""y"":520,""t"":516},{""x"":919,""y"":481,""t"":548},{""x"":918,""y"":464,""t"":593},{""x"":894,""y"":435,""t"":621},{""x"":876,""y"":409,""t"":650},{""x"":882,""y"":429,""t"":687},{""x"":880,""y"":447,""t"":719},{""x"":914,""y"":490,""t"":763},{""x"":915,""y"":566,""t"":788},{""x"":927,""y"":606,""t"":820},{""x"":912,""y"":599,""t"":856},{""x"":924,""y"":598,""t"":888},{""x"":914,""y"":582,""t"":935}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":400,""y"":240.1923788646684,""width"":100,""height"":100,""top"":190.1923788646684,""right"":450,""bottom"":290.1923788646684,""left"":350},{""x"":700,""y"":240.1923788646684,""width"":92,""height"":92,""top"":194.1923788646684,""right"":746,""bottom"":286.1923788646684,""left"":654},{""x"":850,""y"":500,""width"":100,""height"":100,""top"":450,""right"":900,""bottom"":550,""left"":800},{""x"":700,""y"":759.8076211353316,""width"":92.37604307034013,""height"":80,""top"":719.8076211353316,""right"":746.18802153517,""bottom"":799.8076211353316,""left"":653.81197846483},{""x"":400,""y"":759.8076211353316,""width"":80,""height"":80,""top"":719.8076211353316,""right"":440,""bottom"":799.8076211353316,""left"":360}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'diamond': [{'x': 466, 'y': 354.609375, 't': 650, 'tagged': True}]}]",,diamond
7,,,,1301.0,7.0,7.0,"[""circle"",""rect"",""diamond"",""hexagram"",""star"",""triangle""]",rect,True,"[{""x"":889,""y"":571,""t"":5},{""x"":862,""y"":567,""t"":40},{""x"":826,""y"":528,""t"":72},{""x"":818,""y"":513,""t"":107},{""x"":800,""y"":486,""t"":150},{""x"":793,""y"":451,""t"":179},{""x"":810,""y"":412,""t"":209},{""x"":829,""y"":371,""t"":245},{""x"":848,""y"":376,""t"":276},{""x"":855,""y"":378,""t"":323},{""x"":888,""y"":377,""t"":347},{""x"":881,""y"":391,""t"":377},{""x"":879,""y"":395,""t"":415},{""x"":879,""y"":404,""t"":446},{""x"":863,""y"":389,""t"":493},{""x"":832,""y"":383,""t"":516},{""x"":821,""y"":351,""t"":548},{""x"":819,""y"":347,""t"":587},{""x"":844,""y"":344,""t"":616},{""x"":836,""y"":331,""t"":650},{""x"":828,""y"":343,""t"":696},{""x"":810,""y"":352,""t"":720},{""x"":796,""y"":397,""t"":753},{""x"":764,""y"":403,""t"":791},{""x"":741,""y"":430,""t"":820},{""x"":818,""y"":448,""t"":854},{""x"":880,""y"":446,""t"":900},{""x"":925,""y"":418,""t"":927},{""x"":977,""y"":388,""t"":956},{""x"":1031,""y"":394,""t"":993},{""x"":1067,""y"":415,""t"":1025},{""x"":1100,""y"":436,""t"":1066},{""x"":1040,""y"":426,""t"":1092},{""x"":991,""y"":453,""t"":1130},{""x"":963,""y"":445,""t"":1160},{""x"":931,""y"":434,""t"":1195},{""x"":899,""y"":422,""t"":1241},{""x"":824,""y"":377,""t"":1268}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":400,""y"":240.1923788646684,""width"":80,""height"":80,""top"":200.1923788646684,""right"":440,""bottom"":280.1923788646684,""left"":360},{""x"":700,""y"":240.1923788646684,""width"":100,""height"":100,""top"":190.1923788646684,""right"":750,""bottom"":290.1923788646684,""left"":650},{""x"":850,""y"":500,""width"":92.37604307034013,""height"":80,""top"":460,""right"":896.18802153517,""bottom"":540,""left"":803.81197846483},{""x"":700,""y"":759.8076211353316,""width"":100,""height"":100,""top"":709.8076211353316,""right"":750,""bottom"":809.8076211353316,""left"":650},{""x"":400,""y"":759.8076211353316,""width"":92,""height"":92,""top"":713.8076211353316,""right"":446,""bottom"":805.8076211353316,""left"":354}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'circle': [{'x': 331, 'y': 375.609375, 't': 820, 'tagged': False}]}, {'rect': [{'x': 400, 'y': 357.609375, 't': 209, 'tagged': True}, {'x': 419, 'y': 316.609375, 't': 245, 'tagged': False}, {'x': 438, 'y': 321.609375, 't': 276, 'tagged': False}, {'x': 445, 'y': 323.609375, 't': 323, 'tagged': False}, {'x': 478, 'y': 322.609375, 't': 347, 'tagged': False}, {'x': 471, 'y': 336.609375, 't': 377, 'tagged': False}, {'x': 469, 'y': 340.609375, 't': 415, 'tagged': False}, {'x': 469, 'y': 349.609375, 't': 446, 'tagged': False}, {'x': 453, 'y': 334.609375, 't': 493, 'tagged': False}, {'x': 422, 'y': 328.609375, 't': 516, 'tagged': False}, {'x': 411, 'y': 296.609375, 't': 548, 'tagged': False}, {'x': 409, 'y': 292.609375, 't': 587, 'tagged': False}, {'x': 434, 'y': 289.609375, 't': 616, 'tagged': False}, {'x': 426, 'y': 276.609375, 't': 650, 'tagged': False}, {'x': 418, 'y': 288.609375, 't': 696, 'tagged': False}, {'x': 400, 'y': 297.609375, 't': 720, 'tagged': False}, {'x': 386, 'y': 342.609375, 't': 753, 'tagged': False}, {'x': 354, 'y': 348.609375, 't': 791, 'tagged': False}, {'x': 414, 'y': 322.609375, 't': 1268, 'tagged': False}]}, {'diamond': [{'x': 621, 'y': 339.609375, 't': 993, 'tagged': False}, {'x': 657, 'y': 360.609375, 't': 1025, 'tagged': False}, {'x': 690, 'y': 381.609375, 't': 1066, 'tagged': False}, {'x': 630, 'y': 371.609375, 't': 1092, 'tagged': False}]}]","{'rect': [{'x': 400, 'y': 357.609375, 't': 209, 'tagged': True}, {'x': 419, 'y': 316.609375, 't': 245, 'tagged': False}, {'x': 438, 'y': 321.609375, 't': 276, 'tagged': False}, {'x': 445, 'y': 323.609375, 't': 323, 'tagged': False}, {'x': 478, 'y': 322.609375, 't': 347, 'tagged': False}, {'x': 471, 'y': 336.609375, 't': 377, 'tagged': False}, {'x': 469, 'y': 340.609375, 't': 415, 'tagged': False}, {'x': 469, 'y': 349.609375, 't': 446, 'tagged': False}, {'x': 453, 'y': 334.609375, 't': 493, 'tagged': False}, {'x': 422, 'y': 328.609375, 't': 516, 'tagged': False}, {'x': 411, 'y': 296.609375, 't': 548, 'tagged': False}, {'x': 409, 'y': 292.609375, 't': 587, 'tagged': False}, {'x': 434, 'y': 289.609375, 't': 616, 'tagged': False}, {'x': 426, 'y': 276.609375, 't': 650, 'tagged': False}, {'x': 418, 'y': 288.609375, 't': 696, 'tagged': False}, {'x': 400, 'y': 297.609375, 't': 720, 'tagged': False}, {'x': 386, 'y': 342.609375, 't': 753, 'tagged': False}, {'x': 354, 'y': 348.609375, 't': 791, 'tagged': False}, {'x': 414, 'y': 322.609375, 't': 1268, 'tagged': False}]}",rect
8,,,,539.0,6.0,6.0,"[""rect"",""circle"",""hexagram"",""star"",""triangle"",""diamond""]",star,True,"[{""x"":815,""y"":341,""t"":5},{""x"":801,""y"":334,""t"":39},{""x"":854,""y"":346,""t"":75},{""x"":925,""y"":385,""t"":107},{""x"":979,""y"":350,""t"":154},{""x"":1005,""y"":365,""t"":182},{""x"":1023,""y"":370,""t"":210},{""x"":1013,""y"":390,""t"":242},{""x"":1034,""y"":387,""t"":278},{""x"":1034,""y"":412,""t"":310},{""x"":1035,""y"":459,""t"":354},{""x"":1034,""y"":498,""t"":379},{""x"":1070,""y"":527,""t"":411},{""x"":1111,""y"":533,""t"":450},{""x"":1140,""y"":564,""t"":481}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":400,""y"":240.1923788646684,""width"":80,""height"":80,""top"":200.1923788646684,""right"":440,""bottom"":280.1923788646684,""left"":360},{""x"":700,""y"":240.1923788646684,""width"":92.37604307034013,""height"":80,""top"":200.1923788646684,""right"":746.18802153517,""bottom"":280.1923788646684,""left"":653.81197846483},{""x"":850,""y"":500,""width"":100,""height"":100,""top"":450,""right"":900,""bottom"":550,""left"":800},{""x"":700,""y"":759.8076211353316,""width"":92,""height"":92,""top"":713.8076211353316,""right"":746,""bottom"":805.8076211353316,""left"":654},{""x"":400,""y"":759.8076211353316,""width"":100,""height"":100,""top"":709.8076211353316,""right"":450,""bottom"":809.8076211353316,""left"":350}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'circle': [{'x': 405, 'y': 286.609375, 't': 5, 'tagged': True}, {'x': 391, 'y': 279.609375, 't': 39, 'tagged': False}, {'x': 444, 'y': 291.609375, 't': 75, 'tagged': False}, {'x': 515, 'y': 330.609375, 't': 107, 'tagged': False}]}, {'hexagram': [{'x': 569, 'y': 295.609375, 't': 154, 'tagged': False}, {'x': 595, 'y': 310.609375, 't': 182, 'tagged': False}, {'x': 613, 'y': 315.609375, 't': 210, 'tagged': False}, {'x': 603, 'y': 335.609375, 't': 242, 'tagged': False}, {'x': 624, 'y': 332.609375, 't': 278, 'tagged': False}, {'x': 624, 'y': 357.609375, 't': 310, 'tagged': False}]}, {'star': [{'x': 730, 'y': 509.609375, 't': 481, 'tagged': False}]}]","{'star': [{'x': 730, 'y': 509.609375, 't': 481, 'tagged': False}]}",circle
9,,,,602.0,4.0,4.0,"[""circle"",""triangle"",""diamond"",""rect"",""hexagram"",""star""]",circle,True,"[{""x"":1064,""y"":555,""t"":4},{""x"":992,""y"":516,""t"":40},{""x"":979,""y"":503,""t"":74},{""x"":951,""y"":474,""t"":107},{""x"":889,""y"":463,""t"":152},{""x"":867,""y"":439,""t"":179},{""x"":871,""y"":444,""t"":209},{""x"":871,""y"":423,""t"":245},{""x"":873,""y"":428,""t"":276},{""x"":889,""y"":434,""t"":322},{""x"":904,""y"":440,""t"":344},{""x"":905,""y"":446,""t"":378},{""x"":888,""y"":472,""t"":417},{""x"":846,""y"":448,""t"":446},{""x"":784,""y"":458,""t"":495},{""x"":716,""y"":438,""t"":522},{""x"":670,""y"":419,""t"":549}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":400,""y"":240.1923788646684,""width"":92,""height"":92,""top"":194.1923788646684,""right"":446,""bottom"":286.1923788646684,""left"":354},{""x"":700,""y"":240.1923788646684,""width"":100,""height"":100,""top"":190.1923788646684,""right"":750,""bottom"":290.1923788646684,""left"":650},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":700,""y"":759.8076211353316,""width"":92.37604307034013,""height"":80,""top"":719.8076211353316,""right"":746.18802153517,""bottom"":799.8076211353316,""left"":653.81197846483},{""x"":400,""y"":759.8076211353316,""width"":100,""height"":100,""top"":709.8076211353316,""right"":450,""bottom"":809.8076211353316,""left"":350}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'circle': [{'x': 306, 'y': 383.609375, 't': 522, 'tagged': False}, {'x': 260, 'y': 364.609375, 't': 549, 'tagged': False}]}, {'triangle': [{'x': 461, 'y': 368.609375, 't': 245, 'tagged': True}, {'x': 463, 'y': 373.609375, 't': 276, 'tagged': False}]}]","{'circle': [{'x': 306, 'y': 383.609375, 't': 522, 'tagged': False}, {'x': 260, 'y': 364.609375, 't': 549, 'tagged': False}]}",triangle
