"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","3032","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3040","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","7160","0.0-2.0-0.0","","","","","4117","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","9096","0.0-2.0-1.0","","","","","1936","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","26062","0.0-3.0","","","","","","","","5467","","","","","","","","","","","","","","","","","",""
"","html-button-response","5","27058","0.0-4.0-0.0","","","","","994","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","38323","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","39036","0.0-4.0-2.0","","","","","713","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","56051","0.0-4.0-3.0","","","","","","","","","","[[{""x"":524,""y"":204,""dx"":33,""dy"":-77,""t"":988},{""x"":517,""y"":265,""dx"":26,""dy"":-16,""t"":1022},{""x"":530,""y"":334,""dx"":39,""dy"":53,""t"":1057},{""x"":518,""y"":350,""dx"":27,""dy"":69,""t"":1089},{""x"":518,""y"":395,""dx"":27,""dy"":114,""t"":1124},{""x"":512,""y"":407,""dx"":21,""dy"":126,""t"":1160},{""x"":503,""y"":395,""dx"":12,""dy"":114,""t"":1193},{""x"":492,""y"":350,""dx"":1,""dy"":69,""t"":1226},{""x"":492,""y"":352,""dx"":1,""dy"":71,""t"":1261},{""x"":503,""y"":308,""dx"":12,""dy"":27,""t"":1294},{""x"":501,""y"":305,""dx"":10,""dy"":24,""t"":1328},{""x"":506,""y"":317,""dx"":15,""dy"":36,""t"":1363},{""x"":512,""y"":362,""dx"":21,""dy"":81,""t"":1396},{""x"":523,""y"":414,""dx"":32,""dy"":133,""t"":1429},{""x"":537,""y"":490,""dx"":46,""dy"":209,""t"":1465},{""x"":528,""y"":547,""dx"":37,""dy"":266,""t"":1498},{""x"":512,""y"":597,""dx"":21,""dy"":316,""t"":1532},{""x"":497,""y"":627,""dx"":6,""dy"":346,""t"":1567},{""x"":480,""y"":646,""dx"":-11,""dy"":365,""t"":1600},{""x"":477,""y"":651,""dx"":-14,""dy"":370,""t"":1643},{""x"":475,""y"":656,""dx"":-16,""dy"":375,""t"":1670},{""x"":460,""y"":670,""dx"":-31,""dy"":389,""t"":1702},{""x"":475,""y"":687,""dx"":-16,""dy"":406,""t"":1735},{""x"":479,""y"":656,""dx"":-12,""dy"":375,""t"":1771},{""x"":479,""y"":597,""dx"":-12,""dy"":316,""t"":1803},{""x"":486,""y"":605,""dx"":-5,""dy"":324,""t"":1837},{""x"":493,""y"":620,""dx"":2,""dy"":339,""t"":1873},{""x"":493,""y"":615,""dx"":2,""dy"":334,""t"":1905},{""x"":507,""y"":583,""dx"":16,""dy"":302,""t"":1939},{""x"":502,""y"":577,""dx"":11,""dy"":296,""t"":1976},{""x"":502,""y"":564,""dx"":11,""dy"":283,""t"":2007},{""x"":513,""y"":516,""dx"":22,""dy"":235,""t"":2041},{""x"":512,""y"":499,""dx"":21,""dy"":218,""t"":2077},{""x"":504,""y"":489,""dx"":13,""dy"":208,""t"":2109},{""x"":503,""y"":494,""dx"":12,""dy"":213,""t"":2143},{""x"":507,""y"":459,""dx"":16,""dy"":178,""t"":2180},{""x"":509,""y"":420,""dx"":18,""dy"":139,""t"":2211},{""x"":508,""y"":393,""dx"":17,""dy"":112,""t"":2245},{""x"":499,""y"":389,""dx"":8,""dy"":108,""t"":2281},{""x"":492,""y"":391,""dx"":1,""dy"":110,""t"":2313},{""x"":486,""y"":407,""dx"":-5,""dy"":126,""t"":2347},{""x"":484,""y"":406,""dx"":-7,""dy"":125,""t"":2383},{""x"":486,""y"":413,""dx"":-5,""dy"":132,""t"":2416},{""x"":470,""y"":413,""dx"":-21,""dy"":132,""t"":2450},{""x"":467,""y"":450,""dx"":-24,""dy"":169,""t"":2485},{""x"":476,""y"":463,""dx"":-15,""dy"":182,""t"":2518},{""x"":488,""y"":487,""dx"":-3,""dy"":206,""t"":2551},{""x"":495,""y"":503,""dx"":4,""dy"":222,""t"":2586},{""x"":481,""y"":532,""dx"":-10,""dy"":251,""t"":2622},{""x"":500,""y"":543,""dx"":9,""dy"":262,""t"":2653},{""x"":496,""y"":543,""dx"":5,""dy"":262,""t"":2687},{""x"":491,""y"":532,""dx"":0,""dy"":251,""t"":2723},{""x"":479,""y"":526,""dx"":-12,""dy"":245,""t"":2755},{""x"":478,""y"":514,""dx"":-13,""dy"":233,""t"":2789},{""x"":475,""y"":504,""dx"":-16,""dy"":223,""t"":2825},{""x"":467,""y"":489,""dx"":-24,""dy"":208,""t"":2858},{""x"":461,""y"":485,""dx"":-30,""dy"":204,""t"":2891},{""x"":462,""y"":494,""dx"":-29,""dy"":213,""t"":2927},{""x"":461,""y"":499,""dx"":-30,""dy"":218,""t"":2959},{""x"":479,""y"":525,""dx"":-12,""dy"":244,""t"":2993}],[{""x"":1439,""y"":332,""dx"":-12,""dy"":51,""t"":4014},{""x"":1439,""y"":334,""dx"":-12,""dy"":53,""t"":4049},{""x"":1443,""y"":375,""dx"":-8,""dy"":94,""t"":4082},{""x"":1447,""y"":370,""dx"":-4,""dy"":89,""t"":4116},{""x"":1457,""y"":382,""dx"":6,""dy"":101,""t"":4150},{""x"":1457,""y"":378,""dx"":6,""dy"":97,""t"":4186},{""x"":1458,""y"":432,""dx"":7,""dy"":151,""t"":4218},{""x"":1455,""y"":430,""dx"":4,""dy"":149,""t"":4252},{""x"":1477,""y"":469,""dx"":26,""dy"":188,""t"":4287},{""x"":1468,""y"":455,""dx"":17,""dy"":174,""t"":4320},{""x"":1483,""y"":471,""dx"":32,""dy"":190,""t"":4354},{""x"":1480,""y"":452,""dx"":29,""dy"":171,""t"":4389},{""x"":1493,""y"":421,""dx"":42,""dy"":140,""t"":4422},{""x"":1484,""y"":368,""dx"":33,""dy"":87,""t"":4455},{""x"":1489,""y"":372,""dx"":38,""dy"":91,""t"":4490},{""x"":1470,""y"":330,""dx"":19,""dy"":49,""t"":4526},{""x"":1468,""y"":325,""dx"":17,""dy"":44,""t"":4558},{""x"":1453,""y"":283,""dx"":2,""dy"":2,""t"":4592},{""x"":1461,""y"":373,""dx"":10,""dy"":92,""t"":4627},{""x"":1443,""y"":339,""dx"":-8,""dy"":58,""t"":4660},{""x"":1457,""y"":421,""dx"":6,""dy"":140,""t"":4693},{""x"":1455,""y"":396,""dx"":4,""dy"":115,""t"":4729},{""x"":1480,""y"":457,""dx"":29,""dy"":176,""t"":4761},{""x"":1484,""y"":424,""dx"":33,""dy"":143,""t"":4795},{""x"":1476,""y"":444,""dx"":25,""dy"":163,""t"":4831},{""x"":1469,""y"":437,""dx"":18,""dy"":156,""t"":4863},{""x"":1473,""y"":442,""dx"":22,""dy"":161,""t"":4897},{""x"":1492,""y"":465,""dx"":41,""dy"":184,""t"":4933},{""x"":1483,""y"":451,""dx"":32,""dy"":170,""t"":4965},{""x"":1487,""y"":513,""dx"":36,""dy"":232,""t"":4999},{""x"":1484,""y"":495,""dx"":33,""dy"":214,""t"":5035},{""x"":1481,""y"":472,""dx"":30,""dy"":191,""t"":5067},{""x"":1500,""y"":482,""dx"":49,""dy"":201,""t"":5101},{""x"":1451,""y"":428,""dx"":0,""dy"":147,""t"":5137},{""x"":1467,""y"":433,""dx"":16,""dy"":152,""t"":5170},{""x"":1459,""y"":398,""dx"":8,""dy"":117,""t"":5204},{""x"":1463,""y"":393,""dx"":12,""dy"":112,""t"":5239},{""x"":1438,""y"":319,""dx"":-13,""dy"":38,""t"":5271},{""x"":1444,""y"":304,""dx"":-7,""dy"":23,""t"":5305},{""x"":1422,""y"":247,""dx"":-29,""dy"":-34,""t"":5341},{""x"":1417,""y"":233,""dx"":-34,""dy"":-48,""t"":5374},{""x"":1438,""y"":273,""dx"":-13,""dy"":-8,""t"":5408},{""x"":1428,""y"":273,""dx"":-23,""dy"":-8,""t"":5443},{""x"":1451,""y"":321,""dx"":0,""dy"":40,""t"":5476},{""x"":1452,""y"":322,""dx"":1,""dy"":41,""t"":5510},{""x"":1460,""y"":378,""dx"":9,""dy"":97,""t"":5545},{""x"":1444,""y"":395,""dx"":-7,""dy"":114,""t"":5578},{""x"":1446,""y"":429,""dx"":-5,""dy"":148,""t"":5612},{""x"":1446,""y"":467,""dx"":-5,""dy"":186,""t"":5648},{""x"":1449,""y"":540,""dx"":-2,""dy"":259,""t"":5679},{""x"":1450,""y"":559,""dx"":-1,""dy"":278,""t"":5714},{""x"":1458,""y"":597,""dx"":7,""dy"":316,""t"":5747},{""x"":1464,""y"":610,""dx"":13,""dy"":329,""t"":5783},{""x"":1466,""y"":610,""dx"":15,""dy"":329,""t"":5815},{""x"":1485,""y"":590,""dx"":34,""dy"":309,""t"":5850},{""x"":1455,""y"":641,""dx"":4,""dy"":360,""t"":5885},{""x"":1463,""y"":618,""dx"":12,""dy"":337,""t"":5918},{""x"":1448,""y"":671,""dx"":-3,""dy"":390,""t"":5951},{""x"":1453,""y"":650,""dx"":2,""dy"":369,""t"":5987}],[{""x"":940,""y"":560,""dx"":-31,""dy"":9,""t"":7005},{""x"":955,""y"":557,""dx"":-16,""dy"":6,""t"":7039},{""x"":955,""y"":546,""dx"":-16,""dy"":-5,""t"":7076},{""x"":956,""y"":547,""dx"":-15,""dy"":-4,""t"":7107},{""x"":968,""y"":570,""dx"":-3,""dy"":19,""t"":7141},{""x"":963,""y"":585,""dx"":-8,""dy"":34,""t"":7177},{""x"":967,""y"":597,""dx"":-4,""dy"":46,""t"":7209},{""x"":974,""y"":609,""dx"":3,""dy"":58,""t"":7243},{""x"":978,""y"":611,""dx"":7,""dy"":60,""t"":7279},{""x"":985,""y"":624,""dx"":14,""dy"":73,""t"":7311},{""x"":987,""y"":621,""dx"":16,""dy"":70,""t"":7345},{""x"":987,""y"":624,""dx"":16,""dy"":73,""t"":7379},{""x"":993,""y"":612,""dx"":22,""dy"":61,""t"":7415},{""x"":994,""y"":603,""dx"":23,""dy"":52,""t"":7447},{""x"":998,""y"":581,""dx"":27,""dy"":30,""t"":7481},{""x"":985,""y"":582,""dx"":14,""dy"":31,""t"":7517},{""x"":994,""y"":592,""dx"":23,""dy"":41,""t"":7549},{""x"":989,""y"":608,""dx"":18,""dy"":57,""t"":7583},{""x"":984,""y"":613,""dx"":13,""dy"":62,""t"":7619},{""x"":989,""y"":606,""dx"":18,""dy"":55,""t"":7651},{""x"":973,""y"":592,""dx"":2,""dy"":41,""t"":7686},{""x"":948,""y"":578,""dx"":-23,""dy"":27,""t"":7719},{""x"":925,""y"":572,""dx"":-46,""dy"":21,""t"":7753},{""x"":913,""y"":570,""dx"":-58,""dy"":19,""t"":7789},{""x"":920,""y"":570,""dx"":-51,""dy"":19,""t"":7821},{""x"":920,""y"":585,""dx"":-51,""dy"":34,""t"":7855},{""x"":917,""y"":595,""dx"":-54,""dy"":44,""t"":7891},{""x"":927,""y"":611,""dx"":-44,""dy"":60,""t"":7923},{""x"":936,""y"":624,""dx"":-35,""dy"":73,""t"":7957},{""x"":942,""y"":621,""dx"":-29,""dy"":70,""t"":7992},{""x"":964,""y"":634,""dx"":-7,""dy"":83,""t"":8027},{""x"":976,""y"":638,""dx"":5,""dy"":87,""t"":8061},{""x"":985,""y"":641,""dx"":14,""dy"":90,""t"":8094},{""x"":994,""y"":636,""dx"":23,""dy"":85,""t"":8129},{""x"":1013,""y"":650,""dx"":42,""dy"":99,""t"":8162},{""x"":1007,""y"":631,""dx"":36,""dy"":80,""t"":8195},{""x"":1025,""y"":635,""dx"":54,""dy"":84,""t"":8232},{""x"":1039,""y"":631,""dx"":68,""dy"":80,""t"":8264},{""x"":1029,""y"":640,""dx"":58,""dy"":89,""t"":8297},{""x"":1037,""y"":657,""dx"":66,""dy"":106,""t"":8333},{""x"":1051,""y"":659,""dx"":80,""dy"":108,""t"":8366},{""x"":1061,""y"":647,""dx"":90,""dy"":96,""t"":8401},{""x"":1065,""y"":634,""dx"":94,""dy"":83,""t"":8435},{""x"":1069,""y"":626,""dx"":98,""dy"":75,""t"":8469},{""x"":1072,""y"":626,""dx"":101,""dy"":75,""t"":8502},{""x"":1078,""y"":624,""dx"":107,""dy"":73,""t"":8537},{""x"":1077,""y"":615,""dx"":106,""dy"":64,""t"":8569},{""x"":1064,""y"":608,""dx"":93,""dy"":57,""t"":8603},{""x"":1054,""y"":615,""dx"":83,""dy"":64,""t"":8639},{""x"":1042,""y"":607,""dx"":71,""dy"":56,""t"":8671},{""x"":1020,""y"":589,""dx"":49,""dy"":38,""t"":8705},{""x"":1028,""y"":579,""dx"":57,""dy"":28,""t"":8741},{""x"":1033,""y"":584,""dx"":62,""dy"":33,""t"":8773},{""x"":1032,""y"":592,""dx"":61,""dy"":41,""t"":8807},{""x"":1028,""y"":594,""dx"":57,""dy"":43,""t"":8843},{""x"":1027,""y"":599,""dx"":56,""dy"":48,""t"":8877},{""x"":1033,""y"":604,""dx"":62,""dy"":53,""t"":8910},{""x"":1029,""y"":590,""dx"":58,""dy"":39,""t"":8942},{""x"":1028,""y"":576,""dx"":57,""dy"":25,""t"":8979}],[{""x"":599,""y"":678,""dx"":108,""dy"":-143,""t"":10034},{""x"":614,""y"":693,""dx"":123,""dy"":-128,""t"":10066},{""x"":611,""y"":675,""dx"":120,""dy"":-146,""t"":10100},{""x"":611,""y"":674,""dx"":120,""dy"":-147,""t"":10137},{""x"":607,""y"":679,""dx"":116,""dy"":-142,""t"":10168},{""x"":605,""y"":703,""dx"":114,""dy"":-118,""t"":10202},{""x"":601,""y"":734,""dx"":110,""dy"":-87,""t"":10237},{""x"":602,""y"":745,""dx"":111,""dy"":-76,""t"":10269},{""x"":599,""y"":739,""dx"":108,""dy"":-82,""t"":10304},{""x"":603,""y"":752,""dx"":112,""dy"":-69,""t"":10340},{""x"":609,""y"":773,""dx"":118,""dy"":-48,""t"":10372},{""x"":598,""y"":743,""dx"":107,""dy"":-78,""t"":10406},{""x"":592,""y"":717,""dx"":101,""dy"":-104,""t"":10441},{""x"":591,""y"":688,""dx"":100,""dy"":-133,""t"":10473},{""x"":575,""y"":659,""dx"":84,""dy"":-162,""t"":10507},{""x"":563,""y"":626,""dx"":72,""dy"":-195,""t"":10543},{""x"":562,""y"":613,""dx"":71,""dy"":-208,""t"":10575},{""x"":563,""y"":601,""dx"":72,""dy"":-220,""t"":10609},{""x"":562,""y"":596,""dx"":71,""dy"":-225,""t"":10645},{""x"":557,""y"":600,""dx"":66,""dy"":-221,""t"":10677},{""x"":571,""y"":615,""dx"":80,""dy"":-206,""t"":10711},{""x"":567,""y"":617,""dx"":76,""dy"":-204,""t"":10747},{""x"":566,""y"":629,""dx"":75,""dy"":-192,""t"":10779},{""x"":586,""y"":625,""dx"":95,""dy"":-196,""t"":10814},{""x"":593,""y"":625,""dx"":102,""dy"":-196,""t"":10848},{""x"":589,""y"":621,""dx"":98,""dy"":-200,""t"":10884},{""x"":578,""y"":619,""dx"":87,""dy"":-202,""t"":10915},{""x"":569,""y"":618,""dx"":78,""dy"":-203,""t"":10949},{""x"":598,""y"":627,""dx"":107,""dy"":-194,""t"":10983},{""x"":612,""y"":630,""dx"":121,""dy"":-191,""t"":11019},{""x"":623,""y"":627,""dx"":132,""dy"":-194,""t"":11051},{""x"":622,""y"":635,""dx"":131,""dy"":-186,""t"":11085},{""x"":626,""y"":615,""dx"":135,""dy"":-206,""t"":11121},{""x"":629,""y"":619,""dx"":138,""dy"":-202,""t"":11153},{""x"":616,""y"":598,""dx"":125,""dy"":-223,""t"":11187},{""x"":613,""y"":607,""dx"":122,""dy"":-214,""t"":11223},{""x"":601,""y"":602,""dx"":110,""dy"":-219,""t"":11255},{""x"":592,""y"":613,""dx"":101,""dy"":-208,""t"":11289},{""x"":584,""y"":617,""dx"":93,""dy"":-204,""t"":11323},{""x"":579,""y"":609,""dx"":88,""dy"":-212,""t"":11359},{""x"":582,""y"":613,""dx"":91,""dy"":-208,""t"":11391},{""x"":578,""y"":624,""dx"":87,""dy"":-197,""t"":11426},{""x"":575,""y"":646,""dx"":84,""dy"":-175,""t"":11461},{""x"":577,""y"":650,""dx"":86,""dy"":-171,""t"":11493},{""x"":588,""y"":656,""dx"":97,""dy"":-165,""t"":11528},{""x"":591,""y"":646,""dx"":100,""dy"":-175,""t"":11563},{""x"":609,""y"":642,""dx"":118,""dy"":-179,""t"":11595},{""x"":617,""y"":652,""dx"":126,""dy"":-169,""t"":11629},{""x"":613,""y"":647,""dx"":122,""dy"":-174,""t"":11665},{""x"":613,""y"":631,""dx"":122,""dy"":-190,""t"":11697},{""x"":615,""y"":630,""dx"":124,""dy"":-191,""t"":11731},{""x"":612,""y"":627,""dx"":121,""dy"":-194,""t"":11767},{""x"":615,""y"":619,""dx"":124,""dy"":-202,""t"":11800},{""x"":619,""y"":632,""dx"":128,""dy"":-189,""t"":11833},{""x"":613,""y"":612,""dx"":122,""dy"":-209,""t"":11869},{""x"":615,""y"":614,""dx"":124,""dy"":-207,""t"":11901},{""x"":615,""y"":617,""dx"":124,""dy"":-204,""t"":11935},{""x"":611,""y"":624,""dx"":120,""dy"":-197,""t"":11971}],[{""x"":1565,""y"":636,""dx"":114,""dy"":-185,""t"":13024},{""x"":1540,""y"":629,""dx"":89,""dy"":-192,""t"":13058},{""x"":1517,""y"":622,""dx"":66,""dy"":-199,""t"":13094},{""x"":1480,""y"":625,""dx"":29,""dy"":-196,""t"":13126},{""x"":1443,""y"":615,""dx"":-8,""dy"":-206,""t"":13159},{""x"":1423,""y"":612,""dx"":-28,""dy"":-209,""t"":13195},{""x"":1387,""y"":642,""dx"":-64,""dy"":-179,""t"":13227},{""x"":1378,""y"":630,""dx"":-73,""dy"":-191,""t"":13261},{""x"":1378,""y"":629,""dx"":-73,""dy"":-192,""t"":13297},{""x"":1376,""y"":626,""dx"":-75,""dy"":-195,""t"":13329},{""x"":1379,""y"":633,""dx"":-72,""dy"":-188,""t"":13363},{""x"":1407,""y"":662,""dx"":-44,""dy"":-159,""t"":13399},{""x"":1429,""y"":667,""dx"":-22,""dy"":-154,""t"":13431},{""x"":1452,""y"":682,""dx"":1,""dy"":-139,""t"":13465},{""x"":1474,""y"":688,""dx"":23,""dy"":-133,""t"":13501},{""x"":1492,""y"":689,""dx"":41,""dy"":-132,""t"":13533},{""x"":1498,""y"":715,""dx"":47,""dy"":-106,""t"":13567},{""x"":1507,""y"":708,""dx"":56,""dy"":-113,""t"":13603},{""x"":1512,""y"":709,""dx"":61,""dy"":-112,""t"":13635},{""x"":1513,""y"":709,""dx"":62,""dy"":-112,""t"":13669},{""x"":1515,""y"":721,""dx"":64,""dy"":-100,""t"":13705},{""x"":1528,""y"":734,""dx"":77,""dy"":-87,""t"":13737},{""x"":1530,""y"":737,""dx"":79,""dy"":-84,""t"":13771},{""x"":1532,""y"":714,""dx"":81,""dy"":-107,""t"":13807},{""x"":1540,""y"":720,""dx"":89,""dy"":-101,""t"":13839},{""x"":1549,""y"":719,""dx"":98,""dy"":-102,""t"":13873},{""x"":1554,""y"":719,""dx"":103,""dy"":-102,""t"":13909},{""x"":1559,""y"":722,""dx"":108,""dy"":-99,""t"":13941},{""x"":1564,""y"":716,""dx"":113,""dy"":-105,""t"":13975},{""x"":1557,""y"":691,""dx"":106,""dy"":-130,""t"":14011},{""x"":1555,""y"":700,""dx"":104,""dy"":-121,""t"":14043},{""x"":1564,""y"":691,""dx"":113,""dy"":-130,""t"":14077},{""x"":1570,""y"":689,""dx"":119,""dy"":-132,""t"":14113},{""x"":1575,""y"":687,""dx"":124,""dy"":-134,""t"":14146},{""x"":1573,""y"":687,""dx"":122,""dy"":-134,""t"":14179},{""x"":1574,""y"":689,""dx"":123,""dy"":-132,""t"":14213},{""x"":1570,""y"":687,""dx"":119,""dy"":-134,""t"":14249},{""x"":1573,""y"":682,""dx"":122,""dy"":-139,""t"":14282},{""x"":1566,""y"":673,""dx"":115,""dy"":-148,""t"":14315},{""x"":1533,""y"":635,""dx"":82,""dy"":-186,""t"":14351},{""x"":1541,""y"":642,""dx"":90,""dy"":-179,""t"":14385},{""x"":1530,""y"":634,""dx"":79,""dy"":-187,""t"":14418},{""x"":1522,""y"":627,""dx"":71,""dy"":-194,""t"":14451},{""x"":1524,""y"":620,""dx"":73,""dy"":-201,""t"":14487},{""x"":1523,""y"":616,""dx"":72,""dy"":-205,""t"":14519},{""x"":1522,""y"":613,""dx"":71,""dy"":-208,""t"":14553},{""x"":1529,""y"":606,""dx"":78,""dy"":-215,""t"":14587},{""x"":1535,""y"":580,""dx"":84,""dy"":-241,""t"":14624},{""x"":1532,""y"":601,""dx"":81,""dy"":-220,""t"":14657},{""x"":1538,""y"":623,""dx"":87,""dy"":-198,""t"":14689},{""x"":1539,""y"":628,""dx"":88,""dy"":-193,""t"":14725},{""x"":1535,""y"":643,""dx"":84,""dy"":-178,""t"":14758},{""x"":1527,""y"":653,""dx"":76,""dy"":-168,""t"":14792},{""x"":1529,""y"":662,""dx"":78,""dy"":-159,""t"":14828},{""x"":1531,""y"":670,""dx"":80,""dy"":-151,""t"":14859},{""x"":1533,""y"":671,""dx"":82,""dy"":-150,""t"":14893},{""x"":1536,""y"":678,""dx"":85,""dy"":-143,""t"":14927},{""x"":1513,""y"":653,""dx"":62,""dy"":-168,""t"":14964},{""x"":1509,""y"":644,""dx"":58,""dy"":-177,""t"":14995}]]","[41.66666666666667,77.96610169491525,100,31.03448275862069,64.40677966101694]","[{""x"":3.3666666666666667,""y"":201.06666666666666,""r"":118.25398708303717},{""x"":10.05084745762712,""y"":147.6271186440678,""r"":60.287356508501084},{""x"":25.983050847457626,""y"":54.54237288135593,""r"":42.83459968521328},{""x"":105.48275862068965,""y"":-175.51724137931035,""r"":51.299725178561204},{""x"":62.20338983050848,""y"":-156.5084745762712,""r"":54.843489936310036}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","","",""
"","html-button-response","9","56840","0.0-4.0-4.0-0.0-0.0","","","","","787","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","",""
