"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","2303","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2307","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","7821","0.0-2.0-0.0","","","","","5512","{""name"":""syx"",""age"":""22""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","9165","0.0-2.0-1.0","","","","","1343","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","33988","0.0-3.0","","","","","","","","755","","","","","","","","","","","","","","","","",""
"","html-button-response","5","35573","0.0-4.0-0.0","","","","","1583","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","47710","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","48700","0.0-4.0-2.0","","","","","990","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","66684","0.0-4.0-3.0","","","","","","","","","","[[{""x"":395,""y"":251,""dx"":-96,""dy"":-30,""t"":990},{""x"":399,""y"":265,""dx"":-92,""dy"":-16,""t"":1025},{""x"":406,""y"":276,""dx"":-85,""dy"":-5,""t"":1058},{""x"":416,""y"":286,""dx"":-75,""dy"":5,""t"":1092},{""x"":425,""y"":297,""dx"":-66,""dy"":16,""t"":1126},{""x"":429,""y"":312,""dx"":-62,""dy"":31,""t"":1160},{""x"":427,""y"":319,""dx"":-64,""dy"":38,""t"":1195},{""x"":433,""y"":319,""dx"":-58,""dy"":38,""t"":1228},{""x"":433,""y"":330,""dx"":-58,""dy"":49,""t"":1262},{""x"":437,""y"":333,""dx"":-54,""dy"":52,""t"":1295},{""x"":454,""y"":314,""dx"":-37,""dy"":33,""t"":1329},{""x"":452,""y"":301,""dx"":-39,""dy"":20,""t"":1363},{""x"":451,""y"":283,""dx"":-40,""dy"":2,""t"":1398},{""x"":442,""y"":290,""dx"":-49,""dy"":9,""t"":1432},{""x"":460,""y"":302,""dx"":-31,""dy"":21,""t"":1466},{""x"":460,""y"":306,""dx"":-31,""dy"":25,""t"":1500},{""x"":455,""y"":304,""dx"":-36,""dy"":23,""t"":1534},{""x"":459,""y"":300,""dx"":-32,""dy"":19,""t"":1568},{""x"":461,""y"":300,""dx"":-30,""dy"":19,""t"":1603},{""x"":457,""y"":300,""dx"":-34,""dy"":19,""t"":1636},{""x"":463,""y"":285,""dx"":-28,""dy"":4,""t"":1670},{""x"":473,""y"":264,""dx"":-18,""dy"":-17,""t"":1704},{""x"":481,""y"":246,""dx"":-10,""dy"":-35,""t"":1736},{""x"":484,""y"":240,""dx"":-7,""dy"":-41,""t"":1772},{""x"":466,""y"":233,""dx"":-25,""dy"":-48,""t"":1806},{""x"":474,""y"":224,""dx"":-17,""dy"":-57,""t"":1840},{""x"":476,""y"":223,""dx"":-15,""dy"":-58,""t"":1874},{""x"":467,""y"":232,""dx"":-24,""dy"":-49,""t"":1908},{""x"":454,""y"":243,""dx"":-37,""dy"":-38,""t"":1941},{""x"":455,""y"":269,""dx"":-36,""dy"":-12,""t"":1976},{""x"":452,""y"":275,""dx"":-39,""dy"":-6,""t"":2010},{""x"":443,""y"":285,""dx"":-48,""dy"":4,""t"":2045},{""x"":449,""y"":292,""dx"":-42,""dy"":11,""t"":2078},{""x"":451,""y"":277,""dx"":-40,""dy"":-4,""t"":2112},{""x"":452,""y"":264,""dx"":-39,""dy"":-17,""t"":2144},{""x"":464,""y"":267,""dx"":-27,""dy"":-14,""t"":2179},{""x"":475,""y"":274,""dx"":-16,""dy"":-7,""t"":2214},{""x"":484,""y"":272,""dx"":-7,""dy"":-9,""t"":2249},{""x"":491,""y"":277,""dx"":0,""dy"":-4,""t"":2282},{""x"":501,""y"":281,""dx"":10,""dy"":0,""t"":2316},{""x"":495,""y"":279,""dx"":4,""dy"":-2,""t"":2351},{""x"":494,""y"":286,""dx"":3,""dy"":5,""t"":2384},{""x"":493,""y"":299,""dx"":2,""dy"":18,""t"":2419},{""x"":486,""y"":315,""dx"":-5,""dy"":34,""t"":2452},{""x"":483,""y"":317,""dx"":-8,""dy"":36,""t"":2486},{""x"":479,""y"":318,""dx"":-12,""dy"":37,""t"":2520},{""x"":474,""y"":319,""dx"":-17,""dy"":38,""t"":2554},{""x"":470,""y"":308,""dx"":-21,""dy"":27,""t"":2588},{""x"":456,""y"":301,""dx"":-35,""dy"":20,""t"":2622},{""x"":454,""y"":303,""dx"":-37,""dy"":22,""t"":2656},{""x"":453,""y"":277,""dx"":-38,""dy"":-4,""t"":2690},{""x"":460,""y"":264,""dx"":-31,""dy"":-17,""t"":2725},{""x"":473,""y"":277,""dx"":-18,""dy"":-4,""t"":2758},{""x"":475,""y"":256,""dx"":-16,""dy"":-25,""t"":2793},{""x"":474,""y"":245,""dx"":-17,""dy"":-36,""t"":2826},{""x"":473,""y"":225,""dx"":-18,""dy"":-56,""t"":2860},{""x"":467,""y"":214,""dx"":-24,""dy"":-67,""t"":2894},{""x"":481,""y"":231,""dx"":-10,""dy"":-50,""t"":2928},{""x"":479,""y"":231,""dx"":-12,""dy"":-50,""t"":2962}],[{""x"":1561,""y"":329,""dx"":110,""dy"":48,""t"":4017},{""x"":1553,""y"":325,""dx"":102,""dy"":44,""t"":4051},{""x"":1556,""y"":326,""dx"":105,""dy"":45,""t"":4084},{""x"":1558,""y"":326,""dx"":107,""dy"":45,""t"":4115},{""x"":1546,""y"":310,""dx"":95,""dy"":29,""t"":4152},{""x"":1540,""y"":307,""dx"":89,""dy"":26,""t"":4186},{""x"":1529,""y"":326,""dx"":78,""dy"":45,""t"":4220},{""x"":1511,""y"":312,""dx"":60,""dy"":31,""t"":4254},{""x"":1496,""y"":313,""dx"":45,""dy"":32,""t"":4288},{""x"":1474,""y"":303,""dx"":23,""dy"":22,""t"":4322},{""x"":1463,""y"":311,""dx"":12,""dy"":30,""t"":4356},{""x"":1451,""y"":298,""dx"":0,""dy"":17,""t"":4391},{""x"":1440,""y"":285,""dx"":-11,""dy"":4,""t"":4425},{""x"":1439,""y"":281,""dx"":-12,""dy"":0,""t"":4458},{""x"":1439,""y"":264,""dx"":-12,""dy"":-17,""t"":4492},{""x"":1435,""y"":259,""dx"":-16,""dy"":-22,""t"":4526},{""x"":1432,""y"":250,""dx"":-19,""dy"":-31,""t"":4560},{""x"":1437,""y"":249,""dx"":-14,""dy"":-32,""t"":4594},{""x"":1444,""y"":255,""dx"":-7,""dy"":-26,""t"":4628},{""x"":1452,""y"":253,""dx"":1,""dy"":-28,""t"":4662},{""x"":1449,""y"":249,""dx"":-2,""dy"":-32,""t"":4696},{""x"":1448,""y"":251,""dx"":-3,""dy"":-30,""t"":4729},{""x"":1456,""y"":259,""dx"":5,""dy"":-22,""t"":4764},{""x"":1452,""y"":257,""dx"":1,""dy"":-24,""t"":4798},{""x"":1460,""y"":270,""dx"":9,""dy"":-11,""t"":4832},{""x"":1474,""y"":281,""dx"":23,""dy"":0,""t"":4866},{""x"":1483,""y"":301,""dx"":32,""dy"":20,""t"":4901},{""x"":1480,""y"":305,""dx"":29,""dy"":24,""t"":4934},{""x"":1501,""y"":328,""dx"":50,""dy"":47,""t"":4968},{""x"":1513,""y"":331,""dx"":62,""dy"":50,""t"":5002},{""x"":1512,""y"":324,""dx"":61,""dy"":43,""t"":5036},{""x"":1522,""y"":327,""dx"":71,""dy"":46,""t"":5069},{""x"":1521,""y"":330,""dx"":70,""dy"":49,""t"":5104},{""x"":1506,""y"":317,""dx"":55,""dy"":36,""t"":5137},{""x"":1489,""y"":290,""dx"":38,""dy"":9,""t"":5173},{""x"":1477,""y"":285,""dx"":26,""dy"":4,""t"":5206},{""x"":1476,""y"":280,""dx"":25,""dy"":-1,""t"":5241},{""x"":1476,""y"":283,""dx"":25,""dy"":2,""t"":5274},{""x"":1479,""y"":282,""dx"":28,""dy"":1,""t"":5305},{""x"":1474,""y"":277,""dx"":23,""dy"":-4,""t"":5343},{""x"":1469,""y"":261,""dx"":18,""dy"":-20,""t"":5376},{""x"":1462,""y"":255,""dx"":11,""dy"":-26,""t"":5410},{""x"":1461,""y"":254,""dx"":10,""dy"":-27,""t"":5443},{""x"":1456,""y"":254,""dx"":5,""dy"":-27,""t"":5478},{""x"":1464,""y"":246,""dx"":13,""dy"":-35,""t"":5540},{""x"":1471,""y"":239,""dx"":20,""dy"":-42,""t"":5554},{""x"":1464,""y"":239,""dx"":13,""dy"":-42,""t"":5579},{""x"":1458,""y"":236,""dx"":7,""dy"":-45,""t"":5614},{""x"":1460,""y"":237,""dx"":9,""dy"":-44,""t"":5649},{""x"":1466,""y"":251,""dx"":15,""dy"":-30,""t"":5682},{""x"":1458,""y"":240,""dx"":7,""dy"":-41,""t"":5714},{""x"":1461,""y"":248,""dx"":10,""dy"":-33,""t"":5750},{""x"":1458,""y"":243,""dx"":7,""dy"":-38,""t"":5785},{""x"":1442,""y"":233,""dx"":-9,""dy"":-48,""t"":5818},{""x"":1437,""y"":231,""dx"":-14,""dy"":-50,""t"":5852},{""x"":1437,""y"":237,""dx"":-14,""dy"":-44,""t"":5886},{""x"":1434,""y"":239,""dx"":-17,""dy"":-42,""t"":5922},{""x"":1435,""y"":233,""dx"":-16,""dy"":-48,""t"":5954},{""x"":1439,""y"":237,""dx"":-12,""dy"":-44,""t"":5988}],[{""x"":931,""y"":511,""dx"":-40,""dy"":-40,""t"":7008},{""x"":953,""y"":524,""dx"":-18,""dy"":-27,""t"":7042},{""x"":949,""y"":512,""dx"":-22,""dy"":-39,""t"":7076},{""x"":967,""y"":514,""dx"":-4,""dy"":-37,""t"":7111},{""x"":983,""y"":515,""dx"":12,""dy"":-36,""t"":7145},{""x"":991,""y"":512,""dx"":20,""dy"":-39,""t"":7178},{""x"":988,""y"":509,""dx"":17,""dy"":-42,""t"":7212},{""x"":988,""y"":501,""dx"":17,""dy"":-50,""t"":7246},{""x"":986,""y"":494,""dx"":15,""dy"":-57,""t"":7277},{""x"":987,""y"":486,""dx"":16,""dy"":-65,""t"":7314},{""x"":990,""y"":488,""dx"":19,""dy"":-63,""t"":7348},{""x"":993,""y"":484,""dx"":22,""dy"":-67,""t"":7381},{""x"":984,""y"":480,""dx"":13,""dy"":-71,""t"":7416},{""x"":993,""y"":500,""dx"":22,""dy"":-51,""t"":7450},{""x"":991,""y"":518,""dx"":20,""dy"":-33,""t"":7484},{""x"":980,""y"":507,""dx"":9,""dy"":-44,""t"":7517},{""x"":988,""y"":502,""dx"":17,""dy"":-49,""t"":7552},{""x"":990,""y"":518,""dx"":19,""dy"":-33,""t"":7585},{""x"":978,""y"":569,""dx"":7,""dy"":18,""t"":7619},{""x"":946,""y"":644,""dx"":-25,""dy"":93,""t"":7655},{""x"":914,""y"":696,""dx"":-57,""dy"":145,""t"":7689},{""x"":896,""y"":751,""dx"":-75,""dy"":200,""t"":7723},{""x"":896,""y"":802,""dx"":-75,""dy"":251,""t"":7755},{""x"":916,""y"":796,""dx"":-55,""dy"":245,""t"":7791},{""x"":944,""y"":790,""dx"":-27,""dy"":239,""t"":7824},{""x"":958,""y"":742,""dx"":-13,""dy"":191,""t"":7858},{""x"":964,""y"":699,""dx"":-7,""dy"":148,""t"":7894},{""x"":969,""y"":691,""dx"":-2,""dy"":140,""t"":7926},{""x"":953,""y"":781,""dx"":-18,""dy"":230,""t"":7960},{""x"":921,""y"":874,""dx"":-50,""dy"":323,""t"":7993},{""x"":902,""y"":867,""dx"":-69,""dy"":316,""t"":8028},{""x"":908,""y"":816,""dx"":-63,""dy"":265,""t"":8062},{""x"":936,""y"":777,""dx"":-35,""dy"":226,""t"":8096},{""x"":955,""y"":721,""dx"":-16,""dy"":170,""t"":8129},{""x"":974,""y"":673,""dx"":3,""dy"":122,""t"":8165},{""x"":993,""y"":634,""dx"":22,""dy"":83,""t"":8198},{""x"":1013,""y"":599,""dx"":42,""dy"":48,""t"":8233},{""x"":993,""y"":549,""dx"":22,""dy"":-2,""t"":8266},{""x"":1019,""y"":553,""dx"":48,""dy"":2,""t"":8300},{""x"":1002,""y"":533,""dx"":31,""dy"":-18,""t"":8334},{""x"":1013,""y"":522,""dx"":42,""dy"":-29,""t"":8368},{""x"":1010,""y"":526,""dx"":39,""dy"":-25,""t"":8402},{""x"":1005,""y"":528,""dx"":34,""dy"":-23,""t"":8436},{""x"":1042,""y"":548,""dx"":71,""dy"":-3,""t"":8470},{""x"":1040,""y"":536,""dx"":69,""dy"":-15,""t"":8504},{""x"":1041,""y"":526,""dx"":70,""dy"":-25,""t"":8538},{""x"":1027,""y"":516,""dx"":56,""dy"":-35,""t"":8572},{""x"":1039,""y"":523,""dx"":68,""dy"":-28,""t"":8607},{""x"":1027,""y"":534,""dx"":56,""dy"":-17,""t"":8640},{""x"":1022,""y"":527,""dx"":51,""dy"":-24,""t"":8675},{""x"":1023,""y"":549,""dx"":52,""dy"":-2,""t"":8708},{""x"":1018,""y"":548,""dx"":47,""dy"":-3,""t"":8743},{""x"":1016,""y"":546,""dx"":45,""dy"":-5,""t"":8777},{""x"":1020,""y"":546,""dx"":49,""dy"":-5,""t"":8810},{""x"":1024,""y"":546,""dx"":53,""dy"":-5,""t"":8842},{""x"":1013,""y"":533,""dx"":42,""dy"":-18,""t"":8878},{""x"":1000,""y"":527,""dx"":29,""dy"":-24,""t"":8912},{""x"":1004,""y"":544,""dx"":33,""dy"":-7,""t"":8946},{""x"":998,""y"":565,""dx"":27,""dy"":14,""t"":8979},{""x"":990,""y"":573,""dx"":19,""dy"":22,""t"":9014}],[{""x"":482,""y"":724,""dx"":-9,""dy"":-97,""t"":10034},{""x"":485,""y"":731,""dx"":-6,""dy"":-90,""t"":10068},{""x"":485,""y"":742,""dx"":-6,""dy"":-79,""t"":10102},{""x"":484,""y"":744,""dx"":-7,""dy"":-77,""t"":10136},{""x"":486,""y"":740,""dx"":-5,""dy"":-81,""t"":10171},{""x"":496,""y"":735,""dx"":5,""dy"":-86,""t"":10205},{""x"":501,""y"":740,""dx"":10,""dy"":-81,""t"":10238},{""x"":503,""y"":743,""dx"":12,""dy"":-78,""t"":10272},{""x"":514,""y"":744,""dx"":23,""dy"":-77,""t"":10305},{""x"":513,""y"":752,""dx"":22,""dy"":-69,""t"":10340},{""x"":507,""y"":754,""dx"":16,""dy"":-67,""t"":10373},{""x"":530,""y"":755,""dx"":39,""dy"":-66,""t"":10408},{""x"":530,""y"":753,""dx"":39,""dy"":-68,""t"":10440},{""x"":525,""y"":755,""dx"":34,""dy"":-66,""t"":10476},{""x"":526,""y"":753,""dx"":35,""dy"":-68,""t"":10510},{""x"":516,""y"":759,""dx"":25,""dy"":-62,""t"":10544},{""x"":520,""y"":767,""dx"":29,""dy"":-54,""t"":10578},{""x"":515,""y"":779,""dx"":24,""dy"":-42,""t"":10613},{""x"":507,""y"":768,""dx"":16,""dy"":-53,""t"":10646},{""x"":502,""y"":767,""dx"":11,""dy"":-54,""t"":10679},{""x"":503,""y"":768,""dx"":12,""dy"":-53,""t"":10714},{""x"":508,""y"":774,""dx"":17,""dy"":-47,""t"":10748},{""x"":511,""y"":776,""dx"":20,""dy"":-45,""t"":10782},{""x"":509,""y"":776,""dx"":18,""dy"":-45,""t"":10816},{""x"":504,""y"":779,""dx"":13,""dy"":-42,""t"":10848},{""x"":497,""y"":767,""dx"":6,""dy"":-54,""t"":10884},{""x"":494,""y"":769,""dx"":3,""dy"":-52,""t"":10917},{""x"":489,""y"":757,""dx"":-2,""dy"":-64,""t"":10953},{""x"":500,""y"":730,""dx"":9,""dy"":-91,""t"":10986},{""x"":519,""y"":727,""dx"":28,""dy"":-94,""t"":11020},{""x"":540,""y"":710,""dx"":49,""dy"":-111,""t"":11054},{""x"":532,""y"":720,""dx"":41,""dy"":-101,""t"":11088},{""x"":550,""y"":719,""dx"":59,""dy"":-102,""t"":11122},{""x"":535,""y"":708,""dx"":44,""dy"":-113,""t"":11156},{""x"":527,""y"":698,""dx"":36,""dy"":-123,""t"":11190},{""x"":516,""y"":689,""dx"":25,""dy"":-132,""t"":11225},{""x"":510,""y"":690,""dx"":19,""dy"":-131,""t"":11257},{""x"":505,""y"":691,""dx"":14,""dy"":-130,""t"":11292},{""x"":497,""y"":690,""dx"":6,""dy"":-131,""t"":11327},{""x"":495,""y"":688,""dx"":4,""dy"":-133,""t"":11360},{""x"":494,""y"":695,""dx"":3,""dy"":-126,""t"":11394},{""x"":498,""y"":686,""dx"":7,""dy"":-135,""t"":11428},{""x"":500,""y"":698,""dx"":9,""dy"":-123,""t"":11462},{""x"":508,""y"":714,""dx"":17,""dy"":-107,""t"":11496},{""x"":502,""y"":697,""dx"":11,""dy"":-124,""t"":11529},{""x"":501,""y"":705,""dx"":10,""dy"":-116,""t"":11564},{""x"":481,""y"":715,""dx"":-10,""dy"":-106,""t"":11598},{""x"":476,""y"":717,""dx"":-15,""dy"":-104,""t"":11632},{""x"":482,""y"":715,""dx"":-9,""dy"":-106,""t"":11665},{""x"":477,""y"":727,""dx"":-14,""dy"":-94,""t"":11700},{""x"":469,""y"":711,""dx"":-22,""dy"":-110,""t"":11734},{""x"":474,""y"":719,""dx"":-17,""dy"":-102,""t"":11768},{""x"":474,""y"":725,""dx"":-17,""dy"":-96,""t"":11802},{""x"":478,""y"":742,""dx"":-13,""dy"":-79,""t"":11835},{""x"":480,""y"":740,""dx"":-11,""dy"":-81,""t"":11870},{""x"":481,""y"":746,""dx"":-10,""dy"":-75,""t"":11904},{""x"":483,""y"":739,""dx"":-8,""dy"":-82,""t"":11938},{""x"":478,""y"":735,""dx"":-13,""dy"":-86,""t"":11972},{""x"":502,""y"":744,""dx"":11,""dy"":-77,""t"":12006}],[{""x"":1508,""y"":690,""dx"":57,""dy"":-131,""t"":13061},{""x"":1488,""y"":690,""dx"":37,""dy"":-131,""t"":13094},{""x"":1476,""y"":698,""dx"":25,""dy"":-123,""t"":13128},{""x"":1472,""y"":698,""dx"":21,""dy"":-123,""t"":13163},{""x"":1428,""y"":699,""dx"":-23,""dy"":-122,""t"":13196},{""x"":1418,""y"":679,""dx"":-33,""dy"":-142,""t"":13229},{""x"":1383,""y"":670,""dx"":-68,""dy"":-151,""t"":13265},{""x"":1378,""y"":682,""dx"":-73,""dy"":-139,""t"":13298},{""x"":1374,""y"":665,""dx"":-77,""dy"":-156,""t"":13332},{""x"":1354,""y"":650,""dx"":-97,""dy"":-171,""t"":13366},{""x"":1352,""y"":641,""dx"":-99,""dy"":-180,""t"":13399},{""x"":1340,""y"":653,""dx"":-111,""dy"":-168,""t"":13434},{""x"":1335,""y"":666,""dx"":-116,""dy"":-155,""t"":13468},{""x"":1330,""y"":673,""dx"":-121,""dy"":-148,""t"":13502},{""x"":1316,""y"":676,""dx"":-135,""dy"":-145,""t"":13536},{""x"":1327,""y"":662,""dx"":-124,""dy"":-159,""t"":13570},{""x"":1322,""y"":671,""dx"":-129,""dy"":-150,""t"":13603},{""x"":1344,""y"":667,""dx"":-107,""dy"":-154,""t"":13639},{""x"":1338,""y"":670,""dx"":-113,""dy"":-151,""t"":13672},{""x"":1363,""y"":674,""dx"":-88,""dy"":-147,""t"":13706},{""x"":1352,""y"":687,""dx"":-99,""dy"":-134,""t"":13740},{""x"":1362,""y"":681,""dx"":-89,""dy"":-140,""t"":13775},{""x"":1356,""y"":657,""dx"":-95,""dy"":-164,""t"":13808},{""x"":1361,""y"":657,""dx"":-90,""dy"":-164,""t"":13842},{""x"":1363,""y"":647,""dx"":-88,""dy"":-174,""t"":13876},{""x"":1374,""y"":652,""dx"":-77,""dy"":-169,""t"":13910},{""x"":1380,""y"":653,""dx"":-71,""dy"":-168,""t"":13944},{""x"":1381,""y"":650,""dx"":-70,""dy"":-171,""t"":13979},{""x"":1381,""y"":648,""dx"":-70,""dy"":-173,""t"":14010},{""x"":1376,""y"":646,""dx"":-75,""dy"":-175,""t"":14046},{""x"":1381,""y"":661,""dx"":-70,""dy"":-160,""t"":14080},{""x"":1383,""y"":668,""dx"":-68,""dy"":-153,""t"":14114},{""x"":1379,""y"":673,""dx"":-72,""dy"":-148,""t"":14148},{""x"":1396,""y"":667,""dx"":-55,""dy"":-154,""t"":14183},{""x"":1403,""y"":670,""dx"":-48,""dy"":-151,""t"":14217},{""x"":1414,""y"":678,""dx"":-37,""dy"":-143,""t"":14250},{""x"":1393,""y"":672,""dx"":-58,""dy"":-149,""t"":14285},{""x"":1399,""y"":666,""dx"":-52,""dy"":-155,""t"":14318},{""x"":1394,""y"":658,""dx"":-57,""dy"":-163,""t"":14352},{""x"":1377,""y"":658,""dx"":-74,""dy"":-163,""t"":14386},{""x"":1362,""y"":657,""dx"":-89,""dy"":-164,""t"":14418},{""x"":1352,""y"":660,""dx"":-99,""dy"":-161,""t"":14454},{""x"":1371,""y"":653,""dx"":-80,""dy"":-168,""t"":14489},{""x"":1357,""y"":659,""dx"":-94,""dy"":-162,""t"":14522},{""x"":1385,""y"":666,""dx"":-66,""dy"":-155,""t"":14556},{""x"":1374,""y"":666,""dx"":-77,""dy"":-155,""t"":14590},{""x"":1361,""y"":667,""dx"":-90,""dy"":-154,""t"":14624},{""x"":1353,""y"":673,""dx"":-98,""dy"":-148,""t"":14658},{""x"":1346,""y"":675,""dx"":-105,""dy"":-146,""t"":14692},{""x"":1334,""y"":668,""dx"":-117,""dy"":-153,""t"":14726},{""x"":1343,""y"":667,""dx"":-108,""dy"":-154,""t"":14760},{""x"":1341,""y"":659,""dx"":-110,""dy"":-162,""t"":14794},{""x"":1338,""y"":659,""dx"":-113,""dy"":-162,""t"":14829},{""x"":1362,""y"":664,""dx"":-89,""dy"":-157,""t"":14863},{""x"":1352,""y"":660,""dx"":-99,""dy"":-161,""t"":14896},{""x"":1348,""y"":665,""dx"":-103,""dy"":-156,""t"":14930},{""x"":1366,""y"":682,""dx"":-85,""dy"":-139,""t"":14964},{""x"":1383,""y"":687,""dx"":-68,""dy"":-134,""t"":14997},{""x"":1405,""y"":693,""dx"":-46,""dy"":-128,""t"":15033}]]","[100,100,85,100,94.91525423728814]","[{""x"":-31.25423728813559,""y"":-1.7457627118644068,""r"":35.21763500819211},{""x"":24.1864406779661,""y"":-4.3559322033898304,""r"":38.07786968468978},{""x"":11.566666666666666,""y"":38.916666666666664,""r"":119.3250363824317},{""x"":10.796610169491526,""y"":-87.08474576271186,""r"":31.352253563416138},{""x"":-76.69491525423729,""y"":-153.15254237288136,""r"":23.64528275840826}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","67773","0.0-5.0-0.0","","","","","1088"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，500毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
