"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","2200","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2209","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","7081","0.0-2.0-0.0","","","","","4871","{""name"":""dyk"",""age"":""22""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","12559","0.0-2.0-1.0","","","","","5476","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","16744","0.0-3.0","","","","","","","","10","","","","","","","","","","","","","","","","",""
"","html-button-response","5","17655","0.0-4.0-0.0","","","","","909","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","30443","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","31344","0.0-4.0-2.0","","","","","901","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","49224","0.0-4.0-3.0","","","","","","","","","","[[{""x"":521,""y"":320,""dx"":30,""dy"":39,""t"":990},{""x"":543,""y"":303,""dx"":52,""dy"":22,""t"":1025},{""x"":567,""y"":295,""dx"":76,""dy"":14,""t"":1058},{""x"":594,""y"":344,""dx"":103,""dy"":63,""t"":1093},{""x"":604,""y"":346,""dx"":113,""dy"":65,""t"":1125},{""x"":616,""y"":367,""dx"":125,""dy"":86,""t"":1159},{""x"":632,""y"":377,""dx"":141,""dy"":96,""t"":1194},{""x"":629,""y"":406,""dx"":138,""dy"":125,""t"":1228},{""x"":613,""y"":377,""dx"":122,""dy"":96,""t"":1262},{""x"":619,""y"":403,""dx"":128,""dy"":122,""t"":1296},{""x"":613,""y"":408,""dx"":122,""dy"":127,""t"":1330},{""x"":598,""y"":407,""dx"":107,""dy"":126,""t"":1364},{""x"":620,""y"":432,""dx"":129,""dy"":151,""t"":1398},{""x"":599,""y"":438,""dx"":108,""dy"":157,""t"":1432},{""x"":586,""y"":422,""dx"":95,""dy"":141,""t"":1466},{""x"":573,""y"":418,""dx"":82,""dy"":137,""t"":1500},{""x"":570,""y"":441,""dx"":79,""dy"":160,""t"":1533},{""x"":544,""y"":441,""dx"":53,""dy"":160,""t"":1568},{""x"":535,""y"":441,""dx"":44,""dy"":160,""t"":1603},{""x"":521,""y"":377,""dx"":30,""dy"":96,""t"":1636},{""x"":540,""y"":378,""dx"":49,""dy"":97,""t"":1671},{""x"":542,""y"":362,""dx"":51,""dy"":81,""t"":1704},{""x"":567,""y"":353,""dx"":76,""dy"":72,""t"":1739},{""x"":583,""y"":355,""dx"":92,""dy"":74,""t"":1772},{""x"":595,""y"":360,""dx"":104,""dy"":79,""t"":1805},{""x"":604,""y"":362,""dx"":113,""dy"":81,""t"":1839},{""x"":604,""y"":358,""dx"":113,""dy"":77,""t"":1874},{""x"":613,""y"":353,""dx"":122,""dy"":72,""t"":1909},{""x"":595,""y"":365,""dx"":104,""dy"":84,""t"":1942},{""x"":546,""y"":342,""dx"":55,""dy"":61,""t"":1976},{""x"":542,""y"":366,""dx"":51,""dy"":85,""t"":2010},{""x"":569,""y"":378,""dx"":78,""dy"":97,""t"":2044},{""x"":587,""y"":387,""dx"":96,""dy"":106,""t"":2079},{""x"":598,""y"":412,""dx"":107,""dy"":131,""t"":2111},{""x"":612,""y"":417,""dx"":121,""dy"":136,""t"":2146},{""x"":619,""y"":412,""dx"":128,""dy"":131,""t"":2180},{""x"":596,""y"":428,""dx"":105,""dy"":147,""t"":2214},{""x"":612,""y"":426,""dx"":121,""dy"":145,""t"":2249},{""x"":626,""y"":422,""dx"":135,""dy"":141,""t"":2279},{""x"":633,""y"":428,""dx"":142,""dy"":147,""t"":2316},{""x"":637,""y"":435,""dx"":146,""dy"":154,""t"":2349},{""x"":607,""y"":447,""dx"":116,""dy"":166,""t"":2384},{""x"":604,""y"":434,""dx"":113,""dy"":153,""t"":2418},{""x"":612,""y"":415,""dx"":121,""dy"":134,""t"":2453},{""x"":612,""y"":401,""dx"":121,""dy"":120,""t"":2486},{""x"":611,""y"":399,""dx"":120,""dy"":118,""t"":2520},{""x"":594,""y"":404,""dx"":103,""dy"":123,""t"":2553},{""x"":615,""y"":410,""dx"":124,""dy"":129,""t"":2588},{""x"":562,""y"":376,""dx"":71,""dy"":95,""t"":2622},{""x"":522,""y"":369,""dx"":31,""dy"":88,""t"":2655},{""x"":488,""y"":364,""dx"":-3,""dy"":83,""t"":2687},{""x"":463,""y"":354,""dx"":-28,""dy"":73,""t"":2725},{""x"":470,""y"":360,""dx"":-21,""dy"":79,""t"":2759},{""x"":467,""y"":355,""dx"":-24,""dy"":74,""t"":2794},{""x"":459,""y"":344,""dx"":-32,""dy"":63,""t"":2826},{""x"":465,""y"":337,""dx"":-26,""dy"":56,""t"":2860},{""x"":470,""y"":339,""dx"":-21,""dy"":58,""t"":2894},{""x"":492,""y"":375,""dx"":1,""dy"":94,""t"":2928},{""x"":513,""y"":410,""dx"":22,""dy"":129,""t"":2962},{""x"":507,""y"":410,""dx"":16,""dy"":129,""t"":2995}],[{""x"":1429,""y"":503,""dx"":-22,""dy"":222,""t"":4017},{""x"":1469,""y"":499,""dx"":18,""dy"":218,""t"":4050},{""x"":1485,""y"":525,""dx"":34,""dy"":244,""t"":4085},{""x"":1474,""y"":513,""dx"":23,""dy"":232,""t"":4118},{""x"":1437,""y"":502,""dx"":-14,""dy"":221,""t"":4152},{""x"":1436,""y"":481,""dx"":-15,""dy"":200,""t"":4186},{""x"":1448,""y"":446,""dx"":-3,""dy"":165,""t"":4219},{""x"":1452,""y"":444,""dx"":1,""dy"":163,""t"":4254},{""x"":1455,""y"":443,""dx"":4,""dy"":162,""t"":4286},{""x"":1472,""y"":436,""dx"":21,""dy"":155,""t"":4322},{""x"":1454,""y"":434,""dx"":3,""dy"":153,""t"":4357},{""x"":1465,""y"":455,""dx"":14,""dy"":174,""t"":4394},{""x"":1467,""y"":461,""dx"":16,""dy"":180,""t"":4426},{""x"":1482,""y"":458,""dx"":31,""dy"":177,""t"":4459},{""x"":1515,""y"":480,""dx"":64,""dy"":199,""t"":4492},{""x"":1542,""y"":481,""dx"":91,""dy"":200,""t"":4525},{""x"":1546,""y"":475,""dx"":95,""dy"":194,""t"":4560},{""x"":1537,""y"":454,""dx"":86,""dy"":173,""t"":4593},{""x"":1521,""y"":445,""dx"":70,""dy"":164,""t"":4630},{""x"":1475,""y"":457,""dx"":24,""dy"":176,""t"":4662},{""x"":1478,""y"":454,""dx"":27,""dy"":173,""t"":4696},{""x"":1402,""y"":426,""dx"":-49,""dy"":145,""t"":4730},{""x"":1394,""y"":385,""dx"":-57,""dy"":104,""t"":4765},{""x"":1392,""y"":378,""dx"":-59,""dy"":97,""t"":4797},{""x"":1376,""y"":403,""dx"":-75,""dy"":122,""t"":4832},{""x"":1390,""y"":396,""dx"":-61,""dy"":115,""t"":4866},{""x"":1351,""y"":394,""dx"":-100,""dy"":113,""t"":4901},{""x"":1344,""y"":413,""dx"":-107,""dy"":132,""t"":4934},{""x"":1318,""y"":410,""dx"":-133,""dy"":129,""t"":4968},{""x"":1336,""y"":396,""dx"":-115,""dy"":115,""t"":5002},{""x"":1328,""y"":413,""dx"":-123,""dy"":132,""t"":5036},{""x"":1321,""y"":422,""dx"":-130,""dy"":141,""t"":5071},{""x"":1304,""y"":421,""dx"":-147,""dy"":140,""t"":5104},{""x"":1317,""y"":417,""dx"":-134,""dy"":136,""t"":5138},{""x"":1327,""y"":400,""dx"":-124,""dy"":119,""t"":5172},{""x"":1342,""y"":401,""dx"":-109,""dy"":120,""t"":5206},{""x"":1360,""y"":395,""dx"":-91,""dy"":114,""t"":5242},{""x"":1367,""y"":413,""dx"":-84,""dy"":132,""t"":5274},{""x"":1377,""y"":414,""dx"":-74,""dy"":133,""t"":5309},{""x"":1384,""y"":412,""dx"":-67,""dy"":131,""t"":5342},{""x"":1389,""y"":416,""dx"":-62,""dy"":135,""t"":5376},{""x"":1422,""y"":423,""dx"":-29,""dy"":142,""t"":5410},{""x"":1438,""y"":414,""dx"":-13,""dy"":133,""t"":5442},{""x"":1425,""y"":424,""dx"":-26,""dy"":143,""t"":5513},{""x"":1460,""y"":449,""dx"":9,""dy"":168,""t"":5546},{""x"":1475,""y"":426,""dx"":24,""dy"":145,""t"":5580},{""x"":1514,""y"":410,""dx"":63,""dy"":129,""t"":5614},{""x"":1522,""y"":405,""dx"":71,""dy"":124,""t"":5648},{""x"":1485,""y"":426,""dx"":34,""dy"":145,""t"":5682},{""x"":1488,""y"":427,""dx"":37,""dy"":146,""t"":5717},{""x"":1475,""y"":422,""dx"":24,""dy"":141,""t"":5751},{""x"":1483,""y"":418,""dx"":32,""dy"":137,""t"":5783},{""x"":1476,""y"":429,""dx"":25,""dy"":148,""t"":5818},{""x"":1469,""y"":438,""dx"":18,""dy"":157,""t"":5850},{""x"":1476,""y"":439,""dx"":25,""dy"":158,""t"":5886},{""x"":1455,""y"":443,""dx"":4,""dy"":162,""t"":5921},{""x"":1420,""y"":450,""dx"":-31,""dy"":169,""t"":5954},{""x"":1419,""y"":439,""dx"":-32,""dy"":158,""t"":5989}],[{""x"":1017,""y"":459,""dx"":46,""dy"":-92,""t"":7008},{""x"":988,""y"":457,""dx"":17,""dy"":-94,""t"":7042},{""x"":988,""y"":483,""dx"":17,""dy"":-68,""t"":7077},{""x"":980,""y"":509,""dx"":9,""dy"":-42,""t"":7110},{""x"":983,""y"":539,""dx"":12,""dy"":-12,""t"":7144},{""x"":987,""y"":546,""dx"":16,""dy"":-5,""t"":7179},{""x"":964,""y"":517,""dx"":-7,""dy"":-34,""t"":7212},{""x"":952,""y"":518,""dx"":-19,""dy"":-33,""t"":7247},{""x"":957,""y"":496,""dx"":-14,""dy"":-55,""t"":7280},{""x"":955,""y"":470,""dx"":-16,""dy"":-81,""t"":7314},{""x"":980,""y"":512,""dx"":9,""dy"":-39,""t"":7348},{""x"":1026,""y"":655,""dx"":55,""dy"":104,""t"":7382},{""x"":1066,""y"":804,""dx"":95,""dy"":253,""t"":7416},{""x"":1098,""y"":928,""dx"":127,""dy"":377,""t"":7447},{""x"":1108,""y"":931,""dx"":137,""dy"":380,""t"":7484},{""x"":1069,""y"":828,""dx"":98,""dy"":277,""t"":7517},{""x"":1062,""y"":794,""dx"":91,""dy"":243,""t"":7552},{""x"":1024,""y"":746,""dx"":53,""dy"":195,""t"":7586},{""x"":1034,""y"":696,""dx"":63,""dy"":145,""t"":7620},{""x"":1017,""y"":687,""dx"":46,""dy"":136,""t"":7653},{""x"":1014,""y"":607,""dx"":43,""dy"":56,""t"":7688},{""x"":1018,""y"":574,""dx"":47,""dy"":23,""t"":7724},{""x"":1030,""y"":543,""dx"":59,""dy"":-8,""t"":7756},{""x"":1029,""y"":513,""dx"":58,""dy"":-38,""t"":7790},{""x"":1033,""y"":478,""dx"":62,""dy"":-73,""t"":7821},{""x"":1048,""y"":466,""dx"":77,""dy"":-85,""t"":7857},{""x"":1059,""y"":457,""dx"":88,""dy"":-94,""t"":7893},{""x"":1029,""y"":455,""dx"":58,""dy"":-96,""t"":7927},{""x"":1039,""y"":455,""dx"":68,""dy"":-96,""t"":7959},{""x"":1040,""y"":438,""dx"":69,""dy"":-113,""t"":7994},{""x"":1013,""y"":445,""dx"":42,""dy"":-106,""t"":8028},{""x"":975,""y"":452,""dx"":4,""dy"":-99,""t"":8062},{""x"":942,""y"":433,""dx"":-29,""dy"":-118,""t"":8096},{""x"":921,""y"":438,""dx"":-50,""dy"":-113,""t"":8130},{""x"":912,""y"":433,""dx"":-59,""dy"":-118,""t"":8163},{""x"":902,""y"":431,""dx"":-69,""dy"":-120,""t"":8198},{""x"":914,""y"":437,""dx"":-57,""dy"":-114,""t"":8232},{""x"":905,""y"":434,""dx"":-66,""dy"":-117,""t"":8266},{""x"":909,""y"":437,""dx"":-62,""dy"":-114,""t"":8300},{""x"":905,""y"":459,""dx"":-66,""dy"":-92,""t"":8334},{""x"":891,""y"":453,""dx"":-80,""dy"":-98,""t"":8369},{""x"":873,""y"":458,""dx"":-98,""dy"":-93,""t"":8402},{""x"":854,""y"":457,""dx"":-117,""dy"":-94,""t"":8436},{""x"":863,""y"":464,""dx"":-108,""dy"":-87,""t"":8469},{""x"":873,""y"":447,""dx"":-98,""dy"":-104,""t"":8504},{""x"":896,""y"":428,""dx"":-75,""dy"":-123,""t"":8538},{""x"":901,""y"":405,""dx"":-70,""dy"":-146,""t"":8573},{""x"":919,""y"":415,""dx"":-52,""dy"":-136,""t"":8605},{""x"":940,""y"":403,""dx"":-31,""dy"":-148,""t"":8639},{""x"":959,""y"":411,""dx"":-12,""dy"":-140,""t"":8673},{""x"":957,""y"":396,""dx"":-14,""dy"":-155,""t"":8708},{""x"":938,""y"":405,""dx"":-33,""dy"":-146,""t"":8742},{""x"":903,""y"":403,""dx"":-68,""dy"":-148,""t"":8775},{""x"":916,""y"":391,""dx"":-55,""dy"":-160,""t"":8810},{""x"":940,""y"":396,""dx"":-31,""dy"":-155,""t"":8844},{""x"":965,""y"":387,""dx"":-6,""dy"":-164,""t"":8879},{""x"":977,""y"":400,""dx"":6,""dy"":-151,""t"":8912},{""x"":980,""y"":399,""dx"":9,""dy"":-152,""t"":8946},{""x"":988,""y"":409,""dx"":17,""dy"":-142,""t"":8980},{""x"":986,""y"":401,""dx"":15,""dy"":-150,""t"":9011}],[{""x"":403,""y"":583,""dx"":-88,""dy"":-238,""t"":10034},{""x"":401,""y"":535,""dx"":-90,""dy"":-286,""t"":10068},{""x"":379,""y"":532,""dx"":-112,""dy"":-289,""t"":10102},{""x"":378,""y"":479,""dx"":-113,""dy"":-342,""t"":10136},{""x"":395,""y"":496,""dx"":-96,""dy"":-325,""t"":10169},{""x"":429,""y"":532,""dx"":-62,""dy"":-289,""t"":10204},{""x"":419,""y"":531,""dx"":-72,""dy"":-290,""t"":10238},{""x"":428,""y"":547,""dx"":-63,""dy"":-274,""t"":10272},{""x"":431,""y"":603,""dx"":-60,""dy"":-218,""t"":10305},{""x"":455,""y"":634,""dx"":-36,""dy"":-187,""t"":10340},{""x"":441,""y"":657,""dx"":-50,""dy"":-164,""t"":10374},{""x"":454,""y"":673,""dx"":-37,""dy"":-148,""t"":10409},{""x"":448,""y"":719,""dx"":-43,""dy"":-102,""t"":10442},{""x"":444,""y"":709,""dx"":-47,""dy"":-112,""t"":10476},{""x"":441,""y"":701,""dx"":-50,""dy"":-120,""t"":10511},{""x"":430,""y"":645,""dx"":-61,""dy"":-176,""t"":10544},{""x"":429,""y"":619,""dx"":-62,""dy"":-202,""t"":10577},{""x"":422,""y"":598,""dx"":-69,""dy"":-223,""t"":10612},{""x"":428,""y"":569,""dx"":-63,""dy"":-252,""t"":10647},{""x"":439,""y"":573,""dx"":-52,""dy"":-248,""t"":10681},{""x"":437,""y"":576,""dx"":-54,""dy"":-245,""t"":10714},{""x"":431,""y"":554,""dx"":-60,""dy"":-267,""t"":10748},{""x"":447,""y"":585,""dx"":-44,""dy"":-236,""t"":10783},{""x"":432,""y"":601,""dx"":-59,""dy"":-220,""t"":10816},{""x"":421,""y"":615,""dx"":-70,""dy"":-206,""t"":10850},{""x"":424,""y"":624,""dx"":-67,""dy"":-197,""t"":10884},{""x"":424,""y"":665,""dx"":-67,""dy"":-156,""t"":10918},{""x"":424,""y"":683,""dx"":-67,""dy"":-138,""t"":10952},{""x"":432,""y"":674,""dx"":-59,""dy"":-147,""t"":10986},{""x"":438,""y"":666,""dx"":-53,""dy"":-155,""t"":11017},{""x"":448,""y"":656,""dx"":-43,""dy"":-165,""t"":11054},{""x"":462,""y"":648,""dx"":-29,""dy"":-173,""t"":11088},{""x"":469,""y"":661,""dx"":-22,""dy"":-160,""t"":11122},{""x"":478,""y"":665,""dx"":-13,""dy"":-156,""t"":11157},{""x"":483,""y"":668,""dx"":-8,""dy"":-153,""t"":11189},{""x"":495,""y"":668,""dx"":4,""dy"":-153,""t"":11224},{""x"":482,""y"":717,""dx"":-9,""dy"":-104,""t"":11258},{""x"":486,""y"":759,""dx"":-5,""dy"":-62,""t"":11292},{""x"":472,""y"":774,""dx"":-19,""dy"":-47,""t"":11326},{""x"":474,""y"":746,""dx"":-17,""dy"":-75,""t"":11360},{""x"":466,""y"":733,""dx"":-25,""dy"":-88,""t"":11394},{""x"":463,""y"":714,""dx"":-28,""dy"":-107,""t"":11428},{""x"":467,""y"":689,""dx"":-24,""dy"":-132,""t"":11462},{""x"":461,""y"":679,""dx"":-30,""dy"":-142,""t"":11496},{""x"":452,""y"":691,""dx"":-39,""dy"":-130,""t"":11531},{""x"":440,""y"":714,""dx"":-51,""dy"":-107,""t"":11565},{""x"":431,""y"":713,""dx"":-60,""dy"":-108,""t"":11598},{""x"":426,""y"":727,""dx"":-65,""dy"":-94,""t"":11632},{""x"":438,""y"":720,""dx"":-53,""dy"":-101,""t"":11666},{""x"":492,""y"":719,""dx"":1,""dy"":-102,""t"":11701},{""x"":571,""y"":691,""dx"":80,""dy"":-130,""t"":11734},{""x"":644,""y"":691,""dx"":153,""dy"":-130,""t"":11768},{""x"":699,""y"":657,""dx"":208,""dy"":-164,""t"":11802},{""x"":754,""y"":652,""dx"":263,""dy"":-169,""t"":11836},{""x"":783,""y"":634,""dx"":292,""dy"":-187,""t"":11870},{""x"":807,""y"":617,""dx"":316,""dy"":-204,""t"":11904},{""x"":820,""y"":600,""dx"":329,""dy"":-221,""t"":11937},{""x"":829,""y"":614,""dx"":338,""dy"":-207,""t"":11972},{""x"":802,""y"":637,""dx"":311,""dy"":-184,""t"":12008}],[{""x"":1213,""y"":634,""dx"":-238,""dy"":-187,""t"":13028},{""x"":1219,""y"":609,""dx"":-232,""dy"":-212,""t"":13060},{""x"":1231,""y"":614,""dx"":-220,""dy"":-207,""t"":13094},{""x"":1242,""y"":613,""dx"":-209,""dy"":-208,""t"":13127},{""x"":1246,""y"":634,""dx"":-205,""dy"":-187,""t"":13163},{""x"":1275,""y"":622,""dx"":-176,""dy"":-199,""t"":13196},{""x"":1335,""y"":664,""dx"":-116,""dy"":-157,""t"":13230},{""x"":1389,""y"":700,""dx"":-62,""dy"":-121,""t"":13264},{""x"":1384,""y"":691,""dx"":-67,""dy"":-130,""t"":13299},{""x"":1376,""y"":702,""dx"":-75,""dy"":-119,""t"":13334},{""x"":1381,""y"":699,""dx"":-70,""dy"":-122,""t"":13367},{""x"":1389,""y"":712,""dx"":-62,""dy"":-109,""t"":13401},{""x"":1399,""y"":741,""dx"":-52,""dy"":-80,""t"":13434},{""x"":1409,""y"":756,""dx"":-42,""dy"":-65,""t"":13470},{""x"":1406,""y"":747,""dx"":-45,""dy"":-74,""t"":13502},{""x"":1400,""y"":739,""dx"":-51,""dy"":-82,""t"":13535},{""x"":1387,""y"":730,""dx"":-64,""dy"":-91,""t"":13570},{""x"":1413,""y"":734,""dx"":-38,""dy"":-87,""t"":13605},{""x"":1404,""y"":727,""dx"":-47,""dy"":-94,""t"":13640},{""x"":1437,""y"":731,""dx"":-14,""dy"":-90,""t"":13672},{""x"":1457,""y"":741,""dx"":6,""dy"":-80,""t"":13707},{""x"":1490,""y"":739,""dx"":39,""dy"":-82,""t"":13740},{""x"":1492,""y"":760,""dx"":41,""dy"":-61,""t"":13774},{""x"":1490,""y"":752,""dx"":39,""dy"":-69,""t"":13808},{""x"":1484,""y"":744,""dx"":33,""dy"":-77,""t"":13842},{""x"":1484,""y"":728,""dx"":33,""dy"":-93,""t"":13877},{""x"":1473,""y"":698,""dx"":22,""dy"":-123,""t"":13909},{""x"":1456,""y"":696,""dx"":5,""dy"":-125,""t"":13945},{""x"":1438,""y"":712,""dx"":-13,""dy"":-109,""t"":13983},{""x"":1408,""y"":706,""dx"":-43,""dy"":-115,""t"":14014},{""x"":1397,""y"":685,""dx"":-54,""dy"":-136,""t"":14047},{""x"":1380,""y"":695,""dx"":-71,""dy"":-126,""t"":14080},{""x"":1402,""y"":703,""dx"":-49,""dy"":-118,""t"":14115},{""x"":1388,""y"":689,""dx"":-63,""dy"":-132,""t"":14149},{""x"":1376,""y"":677,""dx"":-75,""dy"":-144,""t"":14179},{""x"":1373,""y"":678,""dx"":-78,""dy"":-143,""t"":14215},{""x"":1381,""y"":675,""dx"":-70,""dy"":-146,""t"":14251},{""x"":1387,""y"":681,""dx"":-64,""dy"":-140,""t"":14285},{""x"":1410,""y"":693,""dx"":-41,""dy"":-128,""t"":14318},{""x"":1407,""y"":674,""dx"":-44,""dy"":-147,""t"":14352},{""x"":1387,""y"":683,""dx"":-64,""dy"":-138,""t"":14386},{""x"":1388,""y"":705,""dx"":-63,""dy"":-116,""t"":14421},{""x"":1387,""y"":725,""dx"":-64,""dy"":-96,""t"":14458},{""x"":1370,""y"":716,""dx"":-81,""dy"":-105,""t"":14493},{""x"":1376,""y"":724,""dx"":-75,""dy"":-97,""t"":14529},{""x"":1358,""y"":714,""dx"":-93,""dy"":-107,""t"":14562},{""x"":1343,""y"":713,""dx"":-108,""dy"":-108,""t"":14594},{""x"":1352,""y"":703,""dx"":-99,""dy"":-118,""t"":14627},{""x"":1375,""y"":703,""dx"":-76,""dy"":-118,""t"":14662},{""x"":1391,""y"":679,""dx"":-60,""dy"":-142,""t"":14692},{""x"":1380,""y"":666,""dx"":-71,""dy"":-155,""t"":14726},{""x"":1385,""y"":659,""dx"":-66,""dy"":-162,""t"":14762},{""x"":1372,""y"":662,""dx"":-79,""dy"":-159,""t"":14795},{""x"":1357,""y"":673,""dx"":-94,""dy"":-148,""t"":14828},{""x"":1365,""y"":688,""dx"":-86,""dy"":-133,""t"":14862},{""x"":1366,""y"":692,""dx"":-85,""dy"":-129,""t"":14895},{""x"":1359,""y"":676,""dx"":-92,""dy"":-145,""t"":14976},{""x"":1353,""y"":666,""dx"":-98,""dy"":-155,""t"":15003},{""x"":1348,""y"":658,""dx"":-103,""dy"":-163,""t"":15035}]]","[95,82.75862068965517,90,54.23728813559322,89.83050847457628]","[{""x"":79.83333333333333,""y"":105.08333333333333,""r"":77.35096250242135},{""x"":-18.93103448275862,""y"":154.39655172413794,""r"":85.3756850120454},{""x"":2.5166666666666666,""y"":-46.2,""r"":146.3981203008053},{""x"":-2.8983050847457625,""y"":-176.38983050847457,""r"":84.43175724640002},{""x"":-69.30508474576271,""y"":-125.57627118644068,""r"":33.35659534961582}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.21","validate","","","","","","","","","",""
"","html-keyboard-response","9","68577","0.0-5.0-0.0","","","","","19352"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，500毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
