index,name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,motion,topo,mchange,tchange,fixation,fixation_target,first_dot,movement,first
11,,,,376.0,4.0,4.0,"[""triangle_2"",""circle""]",triangle_2,True,"[{""x"":742,""y"":493,""t"":3},{""x"":805,""y"":524,""t"":38},{""x"":836,""y"":573,""t"":81},{""x"":870,""y"":545,""t"":110},{""x"":912,""y"":511,""t"":140},{""x"":937,""y"":509,""t"":184},{""x"":952,""y"":514,""t"":208},{""x"":962,""y"":516,""t"":256},{""x"":910,""y"":499,""t"":281},{""x"":849,""y"":490,""t"":310},{""x"":791,""y"":485,""t"":352},{""x"":763,""y"":472,""t"":380},{""x"":754,""y"":466,""t"":412},{""x"":714,""y"":447,""t"":456},{""x"":702,""y"":434,""t"":483}], [{""x"":675,""y"":413,""t"":3},{""x"":637,""y"":433,""t"":38},{""x"":643,""y"":417,""t"":78},{""x"":645,""y"":387,""t"":106},{""x"":827,""y"":460,""t"":151},{""x"":1029,""y"":462,""t"":179},{""x"":1164,""y"":509,""t"":207},{""x"":1280,""y"":560,""t"":252},{""x"":1365,""y"":567,""t"":281},{""x"":1408,""y"":571,""t"":310},{""x"":1489,""y"":615,""t"":352},{""x"":1551,""y"":652,""t"":379},{""x"":1596,""y"":627,""t"":412},{""x"":1643,""y"":625,""t"":448},{""x"":1675,""y"":620,""t"":477}], [{""x"":1688,""y"":638,""t"":3},{""x"":1671,""y"":665,""t"":38},{""x"":1619,""y"":603,""t"":76},{""x"":1413,""y"":582,""t"":106},{""x"":1214,""y"":531,""t"":149},{""x"":1029,""y"":510,""t"":177},{""x"":862,""y"":496,""t"":208},{""x"":747,""y"":474,""t"":245},{""x"":659,""y"":457,""t"":273},{""x"":608,""y"":456,""t"":309},{""x"":559,""y"":430,""t"":359},{""x"":526,""y"":409,""t"":380},{""x"":606,""y"":436,""t"":412},{""x"":811,""y"":498,""t"":451},{""x"":966,""y"":535,""t"":480}], [{""x"":1136,""y"":530,""t"":3},{""x"":1281,""y"":585,""t"":38},{""x"":1398,""y"":618,""t"":72},{""x"":1494,""y"":641,""t"":121},{""x"":1562,""y"":659,""t"":149},{""x"":1530,""y"":607,""t"":176},{""x"":1570,""y"":622,""t"":208},{""x"":1601,""y"":656,""t"":251},{""x"":1622,""y"":684,""t"":275},{""x"":1647,""y"":691,""t"":309},{""x"":1568,""y"":653,""t"":344},{""x"":1396,""y"":628,""t"":394},{""x"":1274,""y"":622,""t"":412},{""x"":1136,""y"":617,""t"":458},{""x"":1039,""y"":691,""t"":486}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,double,"[{'triangle_2': 12}, {'circle': 12}]",{'triangle_2': 12},triangle_2,,
12,,,,464.0,4.0,4.0,"[""rect"",""ring_2""]",rect,True,"[{""x"":972,""y"":648,""t"":4},{""x"":954,""y"":670,""t"":46},{""x"":903,""y"":637,""t"":76},{""x"":880,""y"":621,""t"":104},{""x"":878,""y"":553,""t"":148},{""x"":858,""y"":541,""t"":175},{""x"":853,""y"":507,""t"":209},{""x"":879,""y"":508,""t"":248},{""x"":866,""y"":510,""t"":275},{""x"":841,""y"":504,""t"":313},{""x"":846,""y"":497,""t"":341},{""x"":799,""y"":461,""t"":377},{""x"":760,""y"":438,""t"":427},{""x"":743,""y"":413,""t"":446},{""x"":731,""y"":394,""t"":484}], [{""x"":702,""y"":364,""t"":3},{""x"":672,""y"":356,""t"":39},{""x"":640,""y"":334,""t"":74},{""x"":618,""y"":352,""t"":106},{""x"":618,""y"":372,""t"":156},{""x"":627,""y"":414,""t"":181},{""x"":627,""y"":426,""t"":208},{""x"":653,""y"":463,""t"":253},{""x"":664,""y"":446,""t"":280},{""x"":671,""y"":473,""t"":310},{""x"":675,""y"":445,""t"":354},{""x"":686,""y"":459,""t"":382},{""x"":679,""y"":477,""t"":412},{""x"":696,""y"":474,""t"":460}], [{""x"":721,""y"":508,""t"":-18},{""x"":755,""y"":535,""t"":3},{""x"":916,""y"":584,""t"":39},{""x"":1113,""y"":624,""t"":83},{""x"":1249,""y"":650,""t"":110},{""x"":1362,""y"":644,""t"":140},{""x"":1493,""y"":671,""t"":184},{""x"":1561,""y"":665,""t"":211},{""x"":1609,""y"":646,""t"":242},{""x"":1645,""y"":649,""t"":287},{""x"":1650,""y"":627,""t"":314},{""x"":1640,""y"":624,""t"":344},{""x"":1662,""y"":582,""t"":387},{""x"":1569,""y"":585,""t"":414},{""x"":1354,""y"":525,""t"":446}], [{""x"":1183,""y"":498,""t"":-16},{""x"":1066,""y"":494,""t"":3},{""x"":949,""y"":495,""t"":37},{""x"":845,""y"":453,""t"":74},{""x"":770,""y"":437,""t"":106},{""x"":707,""y"":419,""t"":151},{""x"":663,""y"":425,""t"":180},{""x"":631,""y"":430,""t"":208},{""x"":595,""y"":428,""t"":254},{""x"":571,""y"":426,""t"":282},{""x"":570,""y"":426,""t"":311},{""x"":553,""y"":435,""t"":344},{""x"":564,""y"":433,""t"":384},{""x"":596,""y"":443,""t"":412},{""x"":682,""y"":467,""t"":448},{""x"":761,""y"":475,""t"":477}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,double,"[{'rect': 26}, {'ring_2': 5}]",{'rect': 26},rect,,
13,,,,505.0,6.0,6.0,"[""rect_1"",""circle""]",circle,True,"[{""x"":813,""y"":505,""t"":4},{""x"":864,""y"":487,""t"":38},{""x"":917,""y"":541,""t"":92},{""x"":936,""y"":530,""t"":106},{""x"":938,""y"":524,""t"":147},{""x"":955,""y"":525,""t"":175},{""x"":994,""y"":552,""t"":208},{""x"":1010,""y"":581,""t"":252},{""x"":1021,""y"":604,""t"":276},{""x"":933,""y"":524,""t"":310},{""x"":863,""y"":481,""t"":352},{""x"":792,""y"":406,""t"":380},{""x"":721,""y"":375,""t"":412},{""x"":663,""y"":368,""t"":457},{""x"":642,""y"":322,""t"":485}], [{""x"":606,""y"":343,""t"":3},{""x"":606,""y"":310,""t"":38},{""x"":579,""y"":295,""t"":75},{""x"":558,""y"":284,""t"":104},{""x"":554,""y"":298,""t"":139},{""x"":554,""y"":318,""t"":190},{""x"":556,""y"":336,""t"":212},{""x"":577,""y"":321,""t"":242},{""x"":601,""y"":290,""t"":283},{""x"":610,""y"":267,""t"":311},{""x"":727,""y"":298,""t"":347},{""x"":831,""y"":320,""t"":375},{""x"":945,""y"":346,""t"":411},{""x"":1031,""y"":391,""t"":461},{""x"":1105,""y"":432,""t"":485}], [{""x"":1198,""y"":470,""t"":3},{""x"":1252,""y"":509,""t"":38},{""x"":1287,""y"":522,""t"":85},{""x"":1207,""y"":526,""t"":111},{""x"":1080,""y"":494,""t"":139},{""x"":968,""y"":489,""t"":189},{""x"":887,""y"":484,""t"":213},{""x"":841,""y"":473,""t"":243},{""x"":781,""y"":468,""t"":275},{""x"":750,""y"":457,""t"":317},{""x"":723,""y"":452,""t"":345},{""x"":705,""y"":466,""t"":384},{""x"":705,""y"":462,""t"":413},{""x"":694,""y"":463,""t"":453},{""x"":673,""y"":491,""t"":480}], [{""x"":668,""y"":461,""t"":3},{""x"":669,""y"":429,""t"":38},{""x"":650,""y"":434,""t"":83},{""x"":679,""y"":432,""t"":110},{""x"":682,""y"":451,""t"":139},{""x"":686,""y"":411,""t"":180},{""x"":700,""y"":410,""t"":208},{""x"":702,""y"":413,""t"":249},{""x"":693,""y"":407,""t"":277},{""x"":725,""y"":435,""t"":310},{""x"":710,""y"":412,""t"":354},{""x"":706,""y"":423,""t"":381},{""x"":695,""y"":451,""t"":412},{""x"":687,""y"":457,""t"":455},{""x"":672,""y"":453,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,single,"[{'rect_1': 23}, {'circle': 6}]",{'circle': 6},rect_1,,
14,,,,392.0,4.0,4.0,"[""rect"",""triangle_2""]",rect,True,"[{""x"":728,""y"":475,""t"":4},{""x"":782,""y"":487,""t"":40},{""x"":854,""y"":506,""t"":73},{""x"":914,""y"":521,""t"":105},{""x"":959,""y"":546,""t"":139},{""x"":977,""y"":582,""t"":189},{""x"":990,""y"":610,""t"":207},{""x"":1015,""y"":618,""t"":254},{""x"":996,""y"":615,""t"":282},{""x"":947,""y"":557,""t"":310},{""x"":891,""y"":483,""t"":352},{""x"":861,""y"":483,""t"":381},{""x"":824,""y"":442,""t"":412},{""x"":813,""y"":437,""t"":457},{""x"":786,""y"":398,""t"":485}], [{""x"":758,""y"":397,""t"":3},{""x"":743,""y"":388,""t"":37},{""x"":727,""y"":396,""t"":79},{""x"":713,""y"":387,""t"":106},{""x"":707,""y"":377,""t"":148},{""x"":719,""y"":381,""t"":175},{""x"":704,""y"":385,""t"":208},{""x"":704,""y"":394,""t"":250},{""x"":717,""y"":372,""t"":277},{""x"":740,""y"":386,""t"":310},{""x"":819,""y"":438,""t"":348},{""x"":952,""y"":501,""t"":377},{""x"":1095,""y"":547,""t"":417},{""x"":1216,""y"":557,""t"":445}], [{""x"":1292,""y"":574,""t"":-19},{""x"":1350,""y"":587,""t"":3},{""x"":1413,""y"":598,""t"":39},{""x"":1429,""y"":598,""t"":82},{""x"":1436,""y"":597,""t"":107},{""x"":1454,""y"":619,""t"":140},{""x"":1497,""y"":580,""t"":178},{""x"":1529,""y"":547,""t"":206},{""x"":1534,""y"":572,""t"":243},{""x"":1533,""y"":593,""t"":283},{""x"":1532,""y"":592,""t"":311},{""x"":1494,""y"":596,""t"":344},{""x"":1464,""y"":562,""t"":386},{""x"":1489,""y"":547,""t"":411},{""x"":1484,""y"":531,""t"":450},{""x"":1508,""y"":524,""t"":477}], [{""x"":1503,""y"":565,""t"":3},{""x"":1517,""y"":592,""t"":38},{""x"":1535,""y"":632,""t"":71},{""x"":1543,""y"":638,""t"":121},{""x"":1395,""y"":637,""t"":144},{""x"":1268,""y"":635,""t"":172},{""x"":1073,""y"":561,""t"":215},{""x"":895,""y"":493,""t"":243},{""x"":743,""y"":437,""t"":276},{""x"":670,""y"":389,""t"":311},{""x"":578,""y"":355,""t"":343},{""x"":515,""y"":329,""t"":395},{""x"":471,""y"":309,""t"":414},{""x"":465,""y"":318,""t"":446}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,double,"[{'rect': 15}, {'triangle_2': 10}]",{'rect': 15},rect,,
15,,,,368.0,6.0,6.0,"[""triangle_2"",""rect""]",rect,True,"[{""x"":527,""y"":351,""t"":4},{""x"":586,""y"":392,""t"":39},{""x"":646,""y"":399,""t"":73},{""x"":694,""y"":428,""t"":106},{""x"":777,""y"":462,""t"":158},{""x"":849,""y"":490,""t"":177},{""x"":895,""y"":522,""t"":207},{""x"":915,""y"":523,""t"":258},{""x"":959,""y"":540,""t"":276},{""x"":936,""y"":564,""t"":316},{""x"":884,""y"":587,""t"":344},{""x"":858,""y"":552,""t"":390},{""x"":820,""y"":532,""t"":416},{""x"":767,""y"":545,""t"":445}], [{""x"":726,""y"":541,""t"":-15},{""x"":693,""y"":533,""t"":3},{""x"":685,""y"":416,""t"":38},{""x"":663,""y"":411,""t"":83},{""x"":633,""y"":405,""t"":105},{""x"":679,""y"":433,""t"":152},{""x"":848,""y"":499,""t"":176},{""x"":1043,""y"":580,""t"":207},{""x"":1193,""y"":634,""t"":253},{""x"":1269,""y"":659,""t"":281},{""x"":1369,""y"":649,""t"":310},{""x"":1420,""y"":659,""t"":354},{""x"":1505,""y"":690,""t"":381},{""x"":1569,""y"":739,""t"":411},{""x"":1582,""y"":740,""t"":455}], [{""x"":1621,""y"":767,""t"":-20},{""x"":1648,""y"":788,""t"":3},{""x"":1637,""y"":738,""t"":38},{""x"":1594,""y"":716,""t"":83},{""x"":1592,""y"":699,""t"":109},{""x"":1591,""y"":666,""t"":140},{""x"":1586,""y"":655,""t"":185},{""x"":1580,""y"":668,""t"":213},{""x"":1558,""y"":658,""t"":241},{""x"":1543,""y"":655,""t"":286},{""x"":1525,""y"":659,""t"":310},{""x"":1510,""y"":657,""t"":355},{""x"":1509,""y"":649,""t"":382},{""x"":1505,""y"":644,""t"":412},{""x"":1488,""y"":653,""t"":455},{""x"":1475,""y"":660,""t"":479}], [{""x"":1468,""y"":657,""t"":3},{""x"":1487,""y"":654,""t"":46},{""x"":1523,""y"":660,""t"":73},{""x"":1532,""y"":654,""t"":106},{""x"":1531,""y"":681,""t"":148},{""x"":1514,""y"":691,""t"":175},{""x"":1392,""y"":637,""t"":219},{""x"":1219,""y"":576,""t"":248},{""x"":1043,""y"":565,""t"":275},{""x"":908,""y"":535,""t"":319},{""x"":825,""y"":539,""t"":344},{""x"":745,""y"":476,""t"":378},{""x"":658,""y"":476,""t"":415},{""x"":567,""y"":444,""t"":444}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,double,"[{'triangle_2': 11}, {'rect': 6}]",{'rect': 6},triangle_2,,
16,,,,559.0,4.0,4.0,"[""triangle_1"",""circle""]",triangle_1,True,"[{""x"":606,""y"":416,""t"":4},{""x"":656,""y"":405,""t"":43},{""x"":704,""y"":398,""t"":70},{""x"":744,""y"":405,""t"":106},{""x"":776,""y"":421,""t"":155},{""x"":814,""y"":474,""t"":183},{""x"":878,""y"":517,""t"":212},{""x"":887,""y"":501,""t"":243},{""x"":916,""y"":498,""t"":288},{""x"":878,""y"":487,""t"":315},{""x"":844,""y"":476,""t"":342},{""x"":798,""y"":460,""t"":394},{""x"":741,""y"":461,""t"":418},{""x"":699,""y"":408,""t"":445}], [{""x"":651,""y"":407,""t"":-16},{""x"":622,""y"":403,""t"":3},{""x"":597,""y"":375,""t"":38},{""x"":602,""y"":367,""t"":83},{""x"":671,""y"":371,""t"":107},{""x"":852,""y"":460,""t"":140},{""x"":988,""y"":523,""t"":183},{""x"":1135,""y"":616,""t"":208},{""x"":1281,""y"":673,""t"":257},{""x"":1384,""y"":740,""t"":285},{""x"":1407,""y"":744,""t"":314},{""x"":1462,""y"":784,""t"":343},{""x"":1514,""y"":785,""t"":388},{""x"":1527,""y"":808,""t"":415},{""x"":1537,""y"":833,""t"":446},{""x"":1560,""y"":807,""t"":487}], [{""x"":1504,""y"":810,""t"":3},{""x"":1477,""y"":795,""t"":38},{""x"":1477,""y"":783,""t"":81},{""x"":1403,""y"":696,""t"":108},{""x"":1232,""y"":650,""t"":140},{""x"":1084,""y"":574,""t"":180},{""x"":961,""y"":547,""t"":208},{""x"":863,""y"":495,""t"":248},{""x"":773,""y"":428,""t"":276},{""x"":686,""y"":377,""t"":318},{""x"":626,""y"":310,""t"":344},{""x"":571,""y"":289,""t"":382},{""x"":531,""y"":276,""t"":409},{""x"":519,""y"":301,""t"":446}], [{""x"":486,""y"":332,""t"":-20},{""x"":463,""y"":362,""t"":3},{""x"":495,""y"":370,""t"":38},{""x"":519,""y"":355,""t"":78},{""x"":550,""y"":354,""t"":106},{""x"":564,""y"":363,""t"":146},{""x"":578,""y"":371,""t"":171},{""x"":550,""y"":378,""t"":210},{""x"":553,""y"":376,""t"":242},{""x"":567,""y"":367,""t"":293},{""x"":580,""y"":350,""t"":316},{""x"":588,""y"":318,""t"":345},{""x"":596,""y"":292,""t"":376},{""x"":596,""y"":275,""t"":418},{""x"":590,""y"":268,""t"":446},{""x"":685,""y"":293,""t"":482}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,single,"[{'triangle_1': 7}, {'circle': 4}]",{'triangle_1': 7},triangle_1,,
17,pxh,25.0,女,,,,,,,,,,,,,,,,,,
18,,,,546.0,6.0,6.0,"[""ring_2"",""triangle""]",triangle,True,"[{""x"":870,""y"":850,""t"":3},{""x"":840,""y"":928,""t"":38},{""x"":817,""y"":992,""t"":72},{""x"":796,""y"":1042,""t"":106},{""x"":801,""y"":1080,""t"":139},{""x"":752,""y"":1144,""t"":174},{""x"":712,""y"":1194,""t"":205},{""x"":670,""y"":1223,""t"":241},{""x"":663,""y"":1186,""t"":276},{""x"":697,""y"":1093,""t"":309},{""x"":705,""y"":961,""t"":344},{""x"":728,""y"":856,""t"":378},{""x"":785,""y"":719,""t"":411},{""x"":847,""y"":604,""t"":446},{""x"":893,""y"":507,""t"":480}], [{""x"":896,""y"":454,""t"":3},{""x"":887,""y"":446,""t"":38},{""x"":873,""y"":426,""t"":72},{""x"":860,""y"":415,""t"":103},{""x"":862,""y"":388,""t"":140},{""x"":831,""y"":395,""t"":174},{""x"":855,""y"":371,""t"":209},{""x"":884,""y"":341,""t"":241},{""x"":859,""y"":358,""t"":275},{""x"":852,""y"":385,""t"":311},{""x"":858,""y"":352,""t"":343},{""x"":848,""y"":316,""t"":377},{""x"":833,""y"":342,""t"":411},{""x"":883,""y"":407,""t"":457},{""x"":934,""y"":447,""t"":481}], [{""x"":978,""y"":482,""t"":1},{""x"":983,""y"":505,""t"":38},{""x"":1007,""y"":500,""t"":72},{""x"":1053,""y"":515,""t"":106},{""x"":1063,""y"":513,""t"":140},{""x"":1106,""y"":496,""t"":173},{""x"":1109,""y"":479,""t"":208},{""x"":1109,""y"":479,""t"":243},{""x"":1154,""y"":482,""t"":277},{""x"":1195,""y"":468,""t"":310},{""x"":1133,""y"":475,""t"":344},{""x"":1032,""y"":472,""t"":377},{""x"":943,""y"":462,""t"":412},{""x"":860,""y"":446,""t"":446},{""x"":814,""y"":449,""t"":480}], [{""x"":754,""y"":442,""t"":3},{""x"":725,""y"":430,""t"":37},{""x"":704,""y"":428,""t"":71},{""x"":777,""y"":476,""t"":106},{""x"":877,""y"":512,""t"":140},{""x"":931,""y"":529,""t"":174},{""x"":1002,""y"":517,""t"":208},{""x"":1041,""y"":517,""t"":242},{""x"":1104,""y"":524,""t"":276},{""x"":1141,""y"":509,""t"":311},{""x"":1168,""y"":515,""t"":343},{""x"":1208,""y"":511,""t"":378},{""x"":1200,""y"":539,""t"":413},{""x"":1143,""y"":618,""t"":446},{""x"":1038,""y"":767,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,double,"[{'ring_2': 5}, {'triangle': 16}]",{'triangle': 16},triangle,,
19,,,,568.0,4.0,4.0,"[""rect_2"",""triangle""]",rect_2,True,"[{""x"":1008,""y"":749,""t"":3},{""x"":1001,""y"":709,""t"":38},{""x"":992,""y"":665,""t"":72},{""x"":984,""y"":629,""t"":107},{""x"":972,""y"":604,""t"":141},{""x"":1007,""y"":562,""t"":174},{""x"":981,""y"":561,""t"":207},{""x"":997,""y"":531,""t"":241},{""x"":995,""y"":513,""t"":276},{""x"":992,""y"":498,""t"":311},{""x"":987,""y"":486,""t"":344},{""x"":976,""y"":444,""t"":378},{""x"":958,""y"":413,""t"":411},{""x"":922,""y"":387,""t"":446},{""x"":861,""y"":411,""t"":479}], [{""x"":810,""y"":389,""t"":3},{""x"":768,""y"":358,""t"":38},{""x"":741,""y"":336,""t"":72},{""x"":725,""y"":293,""t"":105},{""x"":758,""y"":266,""t"":139},{""x"":796,""y"":257,""t"":174},{""x"":804,""y"":257,""t"":208},{""x"":791,""y"":260,""t"":242},{""x"":805,""y"":279,""t"":276},{""x"":776,""y"":312,""t"":310},{""x"":738,""y"":322,""t"":344},{""x"":701,""y"":355,""t"":377},{""x"":696,""y"":357,""t"":412},{""x"":678,""y"":371,""t"":446},{""x"":673,""y"":400,""t"":480}], [{""x"":686,""y"":380,""t"":3},{""x"":675,""y"":399,""t"":39},{""x"":694,""y"":360,""t"":72},{""x"":679,""y"":358,""t"":106},{""x"":662,""y"":331,""t"":140},{""x"":655,""y"":342,""t"":173},{""x"":650,""y"":327,""t"":208},{""x"":693,""y"":323,""t"":243},{""x"":699,""y"":330,""t"":276},{""x"":693,""y"":326,""t"":310},{""x"":682,""y"":317,""t"":344},{""x"":677,""y"":355,""t"":378},{""x"":680,""y"":476,""t"":412},{""x"":668,""y"":649,""t"":447},{""x"":630,""y"":805,""t"":480}], [{""x"":595,""y"":853,""t"":3},{""x"":557,""y"":895,""t"":38},{""x"":548,""y"":879,""t"":72},{""x"":586,""y"":858,""t"":106},{""x"":654,""y"":790,""t"":140},{""x"":729,""y"":694,""t"":174},{""x"":774,""y"":613,""t"":208},{""x"":772,""y"":537,""t"":243},{""x"":769,""y"":464,""t"":276},{""x"":765,""y"":434,""t"":310},{""x"":755,""y"":400,""t"":344},{""x"":745,""y"":374,""t"":378},{""x"":751,""y"":357,""t"":413},{""x"":756,""y"":345,""t"":444},{""x"":744,""y"":341,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,double,"[{'rect_2': 15}, {'triangle': 0}]",{'rect_2': 15},rect_2,,
21,,,,848.0,4.0,4.0,"[""rect_1"",""triangle""]",rect_1,True,"[{""x"":1304,""y"":473,""t"":4},{""x"":1254,""y"":455,""t"":39},{""x"":1206,""y"":426,""t"":72},{""x"":1151,""y"":426,""t"":106},{""x"":1146,""y"":405,""t"":140},{""x"":1128,""y"":400,""t"":174},{""x"":1064,""y"":416,""t"":208},{""x"":1048,""y"":416,""t"":241},{""x"":1046,""y"":408,""t"":277},{""x"":1056,""y"":396,""t"":310},{""x"":1053,""y"":392,""t"":344},{""x"":1051,""y"":383,""t"":377},{""x"":1050,""y"":392,""t"":411},{""x"":1046,""y"":389,""t"":445},{""x"":1005,""y"":396,""t"":479}], [{""x"":946,""y"":421,""t"":3},{""x"":883,""y"":430,""t"":38},{""x"":842,""y"":455,""t"":72},{""x"":746,""y"":458,""t"":106},{""x"":735,""y"":467,""t"":139},{""x"":731,""y"":475,""t"":172},{""x"":714,""y"":475,""t"":208},{""x"":716,""y"":478,""t"":243},{""x"":706,""y"":462,""t"":276},{""x"":696,""y"":454,""t"":310},{""x"":688,""y"":448,""t"":344},{""x"":701,""y"":424,""t"":378},{""x"":665,""y"":392,""t"":412},{""x"":673,""y"":402,""t"":445},{""x"":741,""y"":418,""t"":479}], [{""x"":818,""y"":427,""t"":3},{""x"":936,""y"":446,""t"":38},{""x"":1030,""y"":495,""t"":72},{""x"":1107,""y"":537,""t"":104},{""x"":1152,""y"":581,""t"":140},{""x"":1210,""y"":580,""t"":173},{""x"":1243,""y"":571,""t"":207},{""x"":1239,""y"":560,""t"":242},{""x"":1244,""y"":574,""t"":276},{""x"":1165,""y"":686,""t"":310},{""x"":1051,""y"":827,""t"":344},{""x"":971,""y"":944,""t"":378},{""x"":962,""y"":976,""t"":412},{""x"":954,""y"":968,""t"":446},{""x"":986,""y"":952,""t"":481}], [{""x"":1001,""y"":913,""t"":3},{""x"":998,""y"":847,""t"":38},{""x"":1043,""y"":822,""t"":72},{""x"":1072,""y"":766,""t"":106},{""x"":1095,""y"":715,""t"":140},{""x"":1117,""y"":671,""t"":174},{""x"":1212,""y"":620,""t"":209},{""x"":1250,""y"":600,""t"":242},{""x"":1258,""y"":575,""t"":276},{""x"":1271,""y"":563,""t"":309},{""x"":1270,""y"":551,""t"":344},{""x"":1267,""y"":527,""t"":377},{""x"":1249,""y"":507,""t"":411},{""x"":1249,""y"":496,""t"":445},{""x"":1241,""y"":483,""t"":480}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,single,"[{'rect_1': 12}, {'triangle': 17}]",{'rect_1': 12},triangle,,
