index,name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,motion,topo,mchange,tchange,fixation,fixation_target,first_dot,movement,first
79,,,,471.0,6.0,6.0,"[""circle"",""triangle_2""]",triangle_2,True,"[{""x"":1127,""y"":741,""t"":3},{""x"":1125,""y"":707,""t"":38},{""x"":1087,""y"":681,""t"":79},{""x"":1067,""y"":642,""t"":106},{""x"":1033,""y"":633,""t"":143},{""x"":1011,""y"":598,""t"":174},{""x"":979,""y"":575,""t"":222},{""x"":943,""y"":588,""t"":251},{""x"":942,""y"":584,""t"":281},{""x"":943,""y"":590,""t"":310},{""x"":879,""y"":605,""t"":348},{""x"":878,""y"":604,""t"":378},{""x"":862,""y"":627,""t"":427},{""x"":849,""y"":670,""t"":455},{""x"":840,""y"":680,""t"":484}], [{""x"":817,""y"":748,""t"":3},{""x"":813,""y"":709,""t"":38},{""x"":785,""y"":722,""t"":75},{""x"":780,""y"":708,""t"":106},{""x"":792,""y"":721,""t"":154},{""x"":768,""y"":710,""t"":178},{""x"":778,""y"":680,""t"":208},{""x"":785,""y"":649,""t"":249},{""x"":788,""y"":632,""t"":276},{""x"":807,""y"":626,""t"":313},{""x"":835,""y"":625,""t"":344},{""x"":857,""y"":621,""t"":384},{""x"":857,""y"":621,""t"":410},{""x"":946,""y"":703,""t"":448},{""x"":1021,""y"":774,""t"":478}], [{""x"":1122,""y"":799,""t"":3},{""x"":1181,""y"":861,""t"":37},{""x"":1231,""y"":888,""t"":79},{""x"":1257,""y"":930,""t"":104},{""x"":1271,""y"":947,""t"":143},{""x"":1278,""y"":932,""t"":172},{""x"":1289,""y"":951,""t"":209},{""x"":1293,""y"":960,""t"":256},{""x"":1280,""y"":977,""t"":279},{""x"":1295,""y"":965,""t"":310},{""x"":1301,""y"":950,""t"":350},{""x"":1291,""y"":943,""t"":377},{""x"":1289,""y"":925,""t"":413},{""x"":1285,""y"":910,""t"":444},{""x"":1317,""y"":876,""t"":479}], [{""x"":1344,""y"":848,""t"":1},{""x"":1385,""y"":797,""t"":47},{""x"":1371,""y"":768,""t"":75},{""x"":1360,""y"":778,""t"":106},{""x"":1377,""y"":787,""t"":145},{""x"":1380,""y"":791,""t"":174},{""x"":1357,""y"":792,""t"":210},{""x"":1352,""y"":788,""t"":242},{""x"":1338,""y"":812,""t"":288},{""x"":1332,""y"":833,""t"":314},{""x"":1338,""y"":871,""t"":345},{""x"":1339,""y"":869,""t"":383},{""x"":1347,""y"":867,""t"":412},{""x"":1337,""y"":864,""t"":446}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,double,"[{'circle': 7}, {'triangle_2': 0}]",{'triangle_2': 0},circle,,
80,,,,422.0,4.0,4.0,"[""triangle"",""ring_2""]",triangle,True,"[{""x"":1167,""y"":780,""t"":3},{""x"":1051,""y"":806,""t"":38},{""x"":982,""y"":787,""t"":78},{""x"":940,""y"":774,""t"":105},{""x"":912,""y"":772,""t"":140},{""x"":914,""y"":770,""t"":187},{""x"":919,""y"":769,""t"":209},{""x"":917,""y"":760,""t"":242},{""x"":870,""y"":742,""t"":283},{""x"":833,""y"":727,""t"":307},{""x"":793,""y"":707,""t"":347},{""x"":744,""y"":663,""t"":375},{""x"":711,""y"":670,""t"":427},{""x"":687,""y"":676,""t"":446}], [{""x"":681,""y"":652,""t"":-21},{""x"":679,""y"":633,""t"":3},{""x"":662,""y"":606,""t"":38},{""x"":674,""y"":611,""t"":74},{""x"":754,""y"":653,""t"":107},{""x"":823,""y"":689,""t"":142},{""x"":889,""y"":745,""t"":172},{""x"":990,""y"":752,""t"":216},{""x"":1070,""y"":774,""t"":244},{""x"":1095,""y"":792,""t"":276},{""x"":1135,""y"":771,""t"":312},{""x"":1133,""y"":781,""t"":345},{""x"":1178,""y"":764,""t"":382},{""x"":1212,""y"":748,""t"":411},{""x"":1257,""y"":780,""t"":447},{""x"":1311,""y"":786,""t"":487}], [{""x"":1351,""y"":849,""t"":3},{""x"":1369,""y"":871,""t"":37},{""x"":1379,""y"":835,""t"":85},{""x"":1394,""y"":842,""t"":111},{""x"":1388,""y"":844,""t"":140},{""x"":1408,""y"":838,""t"":179},{""x"":1420,""y"":842,""t"":208},{""x"":1447,""y"":823,""t"":243},{""x"":1434,""y"":821,""t"":289},{""x"":1428,""y"":793,""t"":315},{""x"":1444,""y"":777,""t"":344},{""x"":1403,""y"":785,""t"":384},{""x"":1279,""y"":787,""t"":412},{""x"":1151,""y"":742,""t"":448},{""x"":1051,""y"":724,""t"":480}], [{""x"":988,""y"":693,""t"":3},{""x"":931,""y"":667,""t"":38},{""x"":873,""y"":663,""t"":85},{""x"":821,""y"":658,""t"":114},{""x"":782,""y"":619,""t"":143},{""x"":770,""y"":605,""t"":174},{""x"":750,""y"":576,""t"":212},{""x"":751,""y"":564,""t"":241},{""x"":754,""y"":581,""t"":290},{""x"":788,""y"":650,""t"":319},{""x"":907,""y"":739,""t"":348},{""x"":1009,""y"":787,""t"":378},{""x"":1097,""y"":815,""t"":417},{""x"":1167,""y"":874,""t"":447},{""x"":1246,""y"":903,""t"":480}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,double,"[{'triangle': 14}, {'ring_2': 1}]",{'triangle': 14},triangle,,
81,,,,363.0,4.0,4.0,"[""rect_2"",""triangle""]",rect_2,True,"[{""x"":1179,""y"":873,""t"":3},{""x"":1134,""y"":814,""t"":38},{""x"":1079,""y"":764,""t"":78},{""x"":1024,""y"":736,""t"":107},{""x"":988,""y"":737,""t"":139},{""x"":941,""y"":739,""t"":189},{""x"":910,""y"":717,""t"":213},{""x"":902,""y"":720,""t"":243},{""x"":873,""y"":741,""t"":285},{""x"":811,""y"":730,""t"":313},{""x"":755,""y"":723,""t"":343},{""x"":729,""y"":706,""t"":380},{""x"":708,""y"":685,""t"":412},{""x"":705,""y"":661,""t"":458},{""x"":720,""y"":645,""t"":486}], [{""x"":721,""y"":639,""t"":3},{""x"":708,""y"":624,""t"":37},{""x"":709,""y"":611,""t"":73},{""x"":721,""y"":629,""t"":110},{""x"":732,""y"":646,""t"":137},{""x"":727,""y"":661,""t"":174},{""x"":723,""y"":653,""t"":215},{""x"":721,""y"":646,""t"":241},{""x"":713,""y"":665,""t"":276},{""x"":720,""y"":658,""t"":310},{""x"":875,""y"":722,""t"":351},{""x"":1007,""y"":776,""t"":376},{""x"":1104,""y"":815,""t"":415},{""x"":1181,""y"":846,""t"":444}], [{""x"":1285,""y"":861,""t"":-19},{""x"":1368,""y"":871,""t"":1},{""x"":1468,""y"":841,""t"":37},{""x"":1505,""y"":843,""t"":74},{""x"":1517,""y"":832,""t"":106},{""x"":1532,""y"":827,""t"":150},{""x"":1538,""y"":822,""t"":176},{""x"":1539,""y"":824,""t"":208},{""x"":1496,""y"":828,""t"":246},{""x"":1456,""y"":832,""t"":274},{""x"":1391,""y"":843,""t"":310},{""x"":1359,""y"":835,""t"":345},{""x"":1344,""y"":835,""t"":377},{""x"":1341,""y"":836,""t"":424},{""x"":1268,""y"":846,""t"":452},{""x"":1127,""y"":809,""t"":479}], [{""x"":1011,""y"":766,""t"":3},{""x"":916,""y"":730,""t"":36},{""x"":835,""y"":702,""t"":78},{""x"":773,""y"":679,""t"":105},{""x"":706,""y"":669,""t"":141},{""x"":665,""y"":673,""t"":174},{""x"":624,""y"":662,""t"":221},{""x"":615,""y"":663,""t"":245},{""x"":616,""y"":648,""t"":277},{""x"":648,""y"":651,""t"":316},{""x"":714,""y"":664,""t"":345},{""x"":794,""y"":726,""t"":380},{""x"":886,""y"":762,""t"":412},{""x"":975,""y"":778,""t"":446}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,zoom,double,"[{'rect_2': 18}, {'triangle': 0}]",{'rect_2': 18},rect_2,,
82,,,,437.0,4.0,4.0,"[""triangle"",""ring_1""]",triangle,True,"[{""x"":1051,""y"":768,""t"":3},{""x"":1040,""y"":781,""t"":41},{""x"":1027,""y"":791,""t"":69},{""x"":999,""y"":808,""t"":105},{""x"":968,""y"":823,""t"":154},{""x"":942,""y"":817,""t"":183},{""x"":929,""y"":772,""t"":208},{""x"":910,""y"":757,""t"":250},{""x"":879,""y"":761,""t"":278},{""x"":877,""y"":712,""t"":310},{""x"":875,""y"":683,""t"":344},{""x"":869,""y"":646,""t"":391},{""x"":841,""y"":657,""t"":418},{""x"":845,""y"":666,""t"":445}], [{""x"":814,""y"":640,""t"":-20},{""x"":789,""y"":618,""t"":3},{""x"":782,""y"":608,""t"":38},{""x"":770,""y"":587,""t"":75},{""x"":755,""y"":573,""t"":106},{""x"":750,""y"":572,""t"":153},{""x"":748,""y"":571,""t"":177},{""x"":730,""y"":569,""t"":207},{""x"":719,""y"":566,""t"":248},{""x"":722,""y"":578,""t"":275},{""x"":758,""y"":630,""t"":311},{""x"":889,""y"":701,""t"":345},{""x"":1010,""y"":731,""t"":389},{""x"":1126,""y"":762,""t"":413},{""x"":1208,""y"":813,""t"":446}], [{""x"":1241,""y"":845,""t"":-20},{""x"":1274,""y"":869,""t"":3},{""x"":1306,""y"":888,""t"":39},{""x"":1310,""y"":924,""t"":76},{""x"":1348,""y"":919,""t"":106},{""x"":1359,""y"":885,""t"":154},{""x"":1362,""y"":866,""t"":178},{""x"":1360,""y"":861,""t"":208},{""x"":1381,""y"":857,""t"":247},{""x"":1390,""y"":860,""t"":276},{""x"":1387,""y"":847,""t"":310},{""x"":1390,""y"":826,""t"":357},{""x"":1262,""y"":751,""t"":385},{""x"":1101,""y"":735,""t"":413},{""x"":993,""y"":703,""t"":451},{""x"":910,""y"":685,""t"":480}], [{""x"":814,""y"":647,""t"":3},{""x"":756,""y"":642,""t"":41},{""x"":703,""y"":606,""t"":73},{""x"":649,""y"":591,""t"":119},{""x"":607,""y"":585,""t"":147},{""x"":603,""y"":579,""t"":173},{""x"":584,""y"":587,""t"":215},{""x"":594,""y"":562,""t"":246},{""x"":598,""y"":583,""t"":275},{""x"":610,""y"":556,""t"":309},{""x"":663,""y"":587,""t"":358},{""x"":785,""y"":647,""t"":386},{""x"":892,""y"":720,""t"":415},{""x"":1037,""y"":720,""t"":446},{""x"":1142,""y"":722,""t"":484}]","[{""x"":250,""y"":425,""width"":124,""height"":124,""top"":363,""right"":312,""bottom"":487,""left"":188},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,single,"[{'triangle': 23}, {'ring_1': 1}]",{'triangle': 23},triangle,,
83,,,,541.0,6.0,6.0,"[""rect"",""ring_1""]",ring_1,True,"[{""x"":1165,""y"":738,""t"":3},{""x"":1168,""y"":717,""t"":39},{""x"":1167,""y"":690,""t"":71},{""x"":1156,""y"":674,""t"":108},{""x"":1151,""y"":653,""t"":138},{""x"":1109,""y"":693,""t"":182},{""x"":1064,""y"":719,""t"":210},{""x"":1021,""y"":743,""t"":242},{""x"":935,""y"":779,""t"":277},{""x"":856,""y"":748,""t"":317},{""x"":790,""y"":721,""t"":342},{""x"":738,""y"":697,""t"":381},{""x"":706,""y"":679,""t"":410},{""x"":666,""y"":708,""t"":450},{""x"":637,""y"":716,""t"":480}], [{""x"":621,""y"":715,""t"":3},{""x"":605,""y"":723,""t"":36},{""x"":637,""y"":693,""t"":78},{""x"":632,""y"":686,""t"":104},{""x"":650,""y"":701,""t"":142},{""x"":659,""y"":691,""t"":171},{""x"":692,""y"":673,""t"":223},{""x"":690,""y"":675,""t"":241},{""x"":727,""y"":658,""t"":285},{""x"":749,""y"":643,""t"":314},{""x"":747,""y"":659,""t"":344},{""x"":728,""y"":675,""t"":379},{""x"":838,""y"":732,""t"":425},{""x"":940,""y"":783,""t"":449},{""x"":1055,""y"":822,""t"":481}], [{""x"":1162,""y"":834,""t"":3},{""x"":1203,""y"":858,""t"":38},{""x"":1276,""y"":860,""t"":73},{""x"":1333,""y"":850,""t"":106},{""x"":1406,""y"":815,""t"":153},{""x"":1448,""y"":829,""t"":181},{""x"":1453,""y"":830,""t"":208},{""x"":1463,""y"":815,""t"":247},{""x"":1454,""y"":833,""t"":276},{""x"":1466,""y"":837,""t"":311},{""x"":1444,""y"":841,""t"":358},{""x"":1400,""y"":855,""t"":385},{""x"":1433,""y"":872,""t"":414},{""x"":1382,""y"":847,""t"":445}], [{""x"":1223,""y"":829,""t"":-20},{""x"":1087,""y"":814,""t"":3},{""x"":960,""y"":815,""t"":37},{""x"":831,""y"":795,""t"":75},{""x"":763,""y"":792,""t"":106},{""x"":712,""y"":747,""t"":150},{""x"":686,""y"":688,""t"":172},{""x"":653,""y"":668,""t"":217},{""x"":643,""y"":656,""t"":241},{""x"":649,""y"":606,""t"":281},{""x"":789,""y"":669,""t"":309},{""x"":897,""y"":730,""t"":343},{""x"":996,""y"":757,""t"":390},{""x"":1080,""y"":780,""t"":416},{""x"":1171,""y"":774,""t"":445}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,single,"[{'rect': 18}, {'ring_1': 0}]",{'ring_1': 0},rect,,
84,,,,417.0,4.0,4.0,"[""ring_1"",""rect""]",ring_1,True,"[{""x"":1154,""y"":787,""t"":3},{""x"":1126,""y"":808,""t"":38},{""x"":1123,""y"":799,""t"":79},{""x"":1112,""y"":778,""t"":106},{""x"":1099,""y"":758,""t"":142},{""x"":1067,""y"":719,""t"":174},{""x"":1040,""y"":700,""t"":212},{""x"":1010,""y"":665,""t"":242},{""x"":957,""y"":661,""t"":276},{""x"":891,""y"":636,""t"":314},{""x"":838,""y"":641,""t"":344},{""x"":799,""y"":656,""t"":379},{""x"":767,""y"":682,""t"":420},{""x"":736,""y"":694,""t"":448},{""x"":715,""y"":706,""t"":480}], [{""x"":681,""y"":699,""t"":3},{""x"":664,""y"":690,""t"":38},{""x"":660,""y"":684,""t"":75},{""x"":655,""y"":689,""t"":106},{""x"":645,""y"":685,""t"":153},{""x"":665,""y"":656,""t"":182},{""x"":684,""y"":632,""t"":207},{""x"":706,""y"":686,""t"":242},{""x"":704,""y"":665,""t"":278},{""x"":702,""y"":646,""t"":307},{""x"":712,""y"":625,""t"":358},{""x"":707,""y"":634,""t"":386},{""x"":706,""y"":655,""t"":413},{""x"":709,""y"":660,""t"":453},{""x"":694,""y"":702,""t"":481}], [{""x"":677,""y"":726,""t"":3},{""x"":690,""y"":739,""t"":38},{""x"":701,""y"":749,""t"":70},{""x"":714,""y"":754,""t"":106},{""x"":730,""y"":768,""t"":149},{""x"":733,""y"":771,""t"":178},{""x"":803,""y"":811,""t"":208},{""x"":925,""y"":851,""t"":245},{""x"":1042,""y"":849,""t"":275},{""x"":1121,""y"":834,""t"":309},{""x"":1148,""y"":830,""t"":357},{""x"":1192,""y"":836,""t"":384},{""x"":1218,""y"":846,""t"":411},{""x"":1235,""y"":850,""t"":451},{""x"":1250,""y"":839,""t"":479}], [{""x"":1299,""y"":845,""t"":3},{""x"":1336,""y"":836,""t"":37},{""x"":1362,""y"":827,""t"":84},{""x"":1400,""y"":775,""t"":113},{""x"":1391,""y"":777,""t"":142},{""x"":1389,""y"":792,""t"":173},{""x"":1374,""y"":804,""t"":211},{""x"":1359,""y"":809,""t"":241},{""x"":1354,""y"":830,""t"":284},{""x"":1372,""y"":803,""t"":309},{""x"":1367,""y"":755,""t"":349},{""x"":1382,""y"":759,""t"":377},{""x"":1338,""y"":750,""t"":415},{""x"":1213,""y"":750,""t"":445}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",0.0,1.0,trans,single,"[{'ring_1': 18}, {'rect': 0}]",{'ring_1': 18},ring_1,,
85,刘晓,23.0,女,,,,,,,,,,,,,,,,,,
86,,,,408.0,6.0,6.0,"[""ring_2"",""rect""]",rect,True,"[{""x"":539,""y"":732,""t"":3},{""x"":584,""y"":730,""t"":38},{""x"":660,""y"":721,""t"":75},{""x"":730,""y"":701,""t"":106},{""x"":789,""y"":669,""t"":154},{""x"":854,""y"":649,""t"":182},{""x"":910,""y"":645,""t"":208},{""x"":951,""y"":644,""t"":248},{""x"":977,""y"":637,""t"":277},{""x"":1006,""y"":624,""t"":311},{""x"":1033,""y"":657,""t"":344},{""x"":1069,""y"":692,""t"":390},{""x"":1109,""y"":707,""t"":413},{""x"":1147,""y"":716,""t"":447},{""x"":1193,""y"":719,""t"":484}], [{""x"":1198,""y"":707,""t"":3},{""x"":1229,""y"":707,""t"":39},{""x"":1272,""y"":684,""t"":85},{""x"":1287,""y"":642,""t"":113},{""x"":1289,""y"":624,""t"":142},{""x"":1276,""y"":608,""t"":175},{""x"":1270,""y"":595,""t"":212},{""x"":1260,""y"":618,""t"":242},{""x"":1248,""y"":645,""t"":275},{""x"":1230,""y"":656,""t"":323},{""x"":1226,""y"":627,""t"":350},{""x"":1179,""y"":615,""t"":378},{""x"":1088,""y"":604,""t"":418},{""x"":995,""y"":603,""t"":446},{""x"":911,""y"":615,""t"":482}], [{""x"":833,""y"":632,""t"":3},{""x"":782,""y"":672,""t"":37},{""x"":794,""y"":660,""t"":84},{""x"":772,""y"":686,""t"":112},{""x"":754,""y"":714,""t"":141},{""x"":770,""y"":697,""t"":174},{""x"":777,""y"":719,""t"":211},{""x"":847,""y"":711,""t"":242},{""x"":918,""y"":711,""t"":282},{""x"":979,""y"":711,""t"":307},{""x"":1045,""y"":683,""t"":346},{""x"":1100,""y"":659,""t"":376},{""x"":1139,""y"":643,""t"":416},{""x"":1150,""y"":638,""t"":446},{""x"":1168,""y"":634,""t"":480}], [{""x"":1171,""y"":631,""t"":3},{""x"":1181,""y"":630,""t"":38},{""x"":1188,""y"":632,""t"":81},{""x"":1192,""y"":633,""t"":106},{""x"":1197,""y"":640,""t"":139},{""x"":1188,""y"":636,""t"":177},{""x"":1178,""y"":633,""t"":206},{""x"":1170,""y"":631,""t"":241},{""x"":1155,""y"":647,""t"":288},{""x"":1141,""y"":661,""t"":314},{""x"":1126,""y"":665,""t"":344},{""x"":1122,""y"":663,""t"":384},{""x"":1115,""y"":673,""t"":412},{""x"":1096,""y"":662,""t"":446},{""x"":1076,""y"":689,""t"":481}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,double,"[{'ring_2': 6}, {'rect': 31}]",{'rect': 31},rect,,
87,,,,407.0,4.0,4.0,"[""rect"",""ring_2""]",rect,True,"[{""x"":1038,""y"":666,""t"":3},{""x"":1022,""y"":672,""t"":38},{""x"":1021,""y"":701,""t"":80},{""x"":989,""y"":715,""t"":109},{""x"":966,""y"":703,""t"":138},{""x"":949,""y"":755,""t"":174},{""x"":948,""y"":744,""t"":223},{""x"":967,""y"":772,""t"":251},{""x"":972,""y"":813,""t"":279},{""x"":954,""y"":858,""t"":311},{""x"":934,""y"":865,""t"":348},{""x"":855,""y"":862,""t"":378},{""x"":788,""y"":877,""t"":426},{""x"":730,""y"":884,""t"":445}], [{""x"":712,""y"":890,""t"":-15},{""x"":697,""y"":841,""t"":3},{""x"":653,""y"":825,""t"":37},{""x"":628,""y"":784,""t"":80},{""x"":596,""y"":793,""t"":109},{""x"":580,""y"":816,""t"":140},{""x"":594,""y"":879,""t"":176},{""x"":658,""y"":938,""t"":208},{""x"":732,""y"":957,""t"":254},{""x"":796,""y"":971,""t"":280},{""x"":848,""y"":963,""t"":310},{""x"":899,""y"":975,""t"":350},{""x"":965,""y"":942,""t"":378},{""x"":1044,""y"":921,""t"":413},{""x"":1084,""y"":902,""t"":446}], [{""x"":1119,""y"":910,""t"":-15},{""x"":1144,""y"":917,""t"":3},{""x"":1122,""y"":920,""t"":38},{""x"":1123,""y"":896,""t"":81},{""x"":1139,""y"":881,""t"":105},{""x"":1138,""y"":841,""t"":144},{""x"":1139,""y"":814,""t"":174},{""x"":1128,""y"":803,""t"":208},{""x"":1122,""y"":813,""t"":250},{""x"":1115,""y"":824,""t"":276},{""x"":1113,""y"":846,""t"":309},{""x"":1117,""y"":847,""t"":351},{""x"":1109,""y"":873,""t"":380},{""x"":1099,""y"":886,""t"":412},{""x"":1101,""y"":902,""t"":458},{""x"":1103,""y"":915,""t"":479}], [{""x"":1102,""y"":912,""t"":3},{""x"":1108,""y"":868,""t"":38},{""x"":1103,""y"":868,""t"":78},{""x"":1074,""y"":860,""t"":106},{""x"":1086,""y"":823,""t"":141},{""x"":1087,""y"":797,""t"":175},{""x"":1102,""y"":799,""t"":206},{""x"":1082,""y"":827,""t"":252},{""x"":1067,""y"":838,""t"":282},{""x"":1063,""y"":853,""t"":310},{""x"":1075,""y"":820,""t"":347},{""x"":1041,""y"":768,""t"":378},{""x"":985,""y"":759,""t"":415},{""x"":942,""y"":744,""t"":444},{""x"":856,""y"":792,""t"":479}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,trans,double,"[{'rect': 2}, {'ring_2': 0}]",{'rect': 2},rect,,
88,,,,426.0,4.0,4.0,"[""rect"",""triangle_2""]",rect,True,"[{""x"":861,""y"":807,""t"":3},{""x"":855,""y"":820,""t"":37},{""x"":883,""y"":845,""t"":74},{""x"":909,""y"":866,""t"":104},{""x"":895,""y"":888,""t"":141},{""x"":910,""y"":874,""t"":174},{""x"":928,""y"":897,""t"":220},{""x"":911,""y"":926,""t"":249},{""x"":948,""y"":949,""t"":276},{""x"":953,""y"":965,""t"":316},{""x"":932,""y"":995,""t"":344},{""x"":873,""y"":1034,""t"":378},{""x"":835,""y"":1004,""t"":424},{""x"":779,""y"":1016,""t"":447},{""x"":737,""y"":1036,""t"":479}], [{""x"":699,""y"":1085,""t"":3},{""x"":655,""y"":1112,""t"":38},{""x"":614,""y"":1131,""t"":72},{""x"":602,""y"":1134,""t"":119},{""x"":604,""y"":1132,""t"":143},{""x"":590,""y"":1115,""t"":174},{""x"":556,""y"":1086,""t"":213},{""x"":534,""y"":1117,""t"":242},{""x"":524,""y"":1173,""t"":277},{""x"":559,""y"":1200,""t"":324},{""x"":590,""y"":1213,""t"":348},{""x"":708,""y"":1226,""t"":377},{""x"":786,""y"":1206,""t"":420},{""x"":865,""y"":1179,""t"":446},{""x"":984,""y"":1088,""t"":482}], [{""x"":1058,""y"":1051,""t"":3},{""x"":1129,""y"":1001,""t"":38},{""x"":1138,""y"":953,""t"":84},{""x"":1141,""y"":914,""t"":109},{""x"":1157,""y"":890,""t"":141},{""x"":1175,""y"":842,""t"":178},{""x"":1186,""y"":817,""t"":208},{""x"":1215,""y"":812,""t"":256},{""x"":1214,""y"":806,""t"":280},{""x"":1146,""y"":855,""t"":311},{""x"":1040,""y"":956,""t"":351},{""x"":921,""y"":1020,""t"":378},{""x"":843,""y"":1057,""t"":413},{""x"":771,""y"":995,""t"":445},{""x"":745,""y"":961,""t"":484}], [{""x"":716,""y"":903,""t"":3},{""x"":745,""y"":886,""t"":38},{""x"":740,""y"":882,""t"":74},{""x"":739,""y"":880,""t"":103},{""x"":728,""y"":861,""t"":147},{""x"":720,""y"":846,""t"":172},{""x"":702,""y"":830,""t"":211},{""x"":688,""y"":817,""t"":239},{""x"":698,""y"":799,""t"":275},{""x"":705,""y"":779,""t"":313},{""x"":719,""y"":762,""t"":344},{""x"":743,""y"":739,""t"":391},{""x"":746,""y"":729,""t"":414},{""x"":770,""y"":703,""t"":445},{""x"":832,""y"":704,""t"":483}]","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":850,""y"":425,""width"":124,""height"":124,""top"":363,""right"":912,""bottom"":487,""left"":788}]","{""#container"":{""x"":410,""y"":129.390625,""width"":1100,""height"":850,""top"":129.390625,""right"":1510,""bottom"":979.390625,""left"":410}}",1.0,0.0,zoom,double,"[{'rect': 2}, {'triangle_2': 0}]",{'rect': 2},rect,,
