"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","type","size","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"","canvas-keyboard-response","149","232964","0.0-5.0-3.0-2.18","","","","","596","5","","","[""yellow"",""purple"",""blue"",""red""]","","","","","","","","","","","","[{""x"":954,""y"":478,""t"":6},{""x"":952,""y"":437,""t"":52},{""x"":972,""y"":427,""t"":84},{""x"":1013,""y"":386,""t"":118},{""x"":946,""y"":384,""t"":144},{""x"":951,""y"":361,""t"":171},{""x"":940,""y"":373,""t"":205},{""x"":986,""y"":393,""t"":241},{""x"":937,""y"":379,""t"":281},{""x"":910,""y"":382,""t"":316},{""x"":904,""y"":392,""t"":351},{""x"":900,""y"":386,""t"":379},{""x"":934,""y"":383,""t"":410},{""x"":896,""y"":405,""t"":448},{""x"":883,""y"":412,""t"":478},{""x"":865,""y"":423,""t"":525},{""x"":892,""y"":420,""t"":552}]","{""#container"":{""x"":266.42919921875,""y"":48.58407211303711,""width"":1099.9910888671875,""height"":849.9955444335938,""top"":48.58407211303711,""right"":1366.4202880859375,""bottom"":898.5796165466309,""left"":266.42919921875}}","green","5","true","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
"","canvas-keyboard-response","150","233996","0.0-5.0-3.0-0.19","","","","","null","null","","","","","","","","","recognition","","[""6"",""5"",""6"",""4"",""5"",""4"",""2"",""5"",""5"",""6"",""4"",""4"",""5"",""2"",""2"",""8"",""4"",""2"",""2"",""6"",""8"",""8"",""8"",""8"",""6"",""8"",""4"",""5"",""8"",""6"",""4"",""2"",""5"",""6"",""6"",""4"",""5"",""8"",""4"",""6"",""5"",""2"",""4"",""5"",""8"",""2"",""6"",""2"",""2"",""8""]","1500","color","4","","","","","",""
"","canvas-keyboard-response","151","234112","0.0-5.0-3.0-1.19","","","","","null","null","","","","","","","","","recognition","","[""6"",""5"",""6"",""4"",""5"",""4"",""2"",""5"",""5"",""6"",""4"",""4"",""5"",""2"",""2"",""8"",""4"",""2"",""2"",""6"",""8"",""8"",""8"",""8"",""6"",""8"",""4"",""5"",""8"",""6"",""4"",""2"",""5"",""6"",""6"",""4"",""5"",""8"",""4"",""6"",""5"",""2"",""4"",""5"",""8"",""2"",""6"",""2"",""2"",""8""]","1500","color","4","","","","","",""
"","canvas-keyboard-response","152","236265","0.0-5.0-3.0-2.19","","","","","635","8","","","[""yellow"",""blue"",""green"",""red""]","","","","","","","","","","","","[{""x"":852,""y"":448,""t"":1},{""x"":850,""y"":471,""t"":56},{""x"":877,""y"":476,""t"":70},{""x"":883,""y"":498,""t"":104},{""x"":868,""y"":518,""t"":138},{""x"":901,""y"":538,""t"":172},{""x"":945,""y"":526,""t"":206},{""x"":945,""y"":545,""t"":251},{""x"":930,""y"":555,""t"":286},{""x"":917,""y"":563,""t"":318},{""x"":966,""y"":530,""t"":359},{""x"":1045,""y"":486,""t"":379},{""x"":1045,""y"":476,""t"":411},{""x"":1105,""y"":425,""t"":459},{""x"":1091,""y"":443,""t"":485},{""x"":1102,""y"":423,""t"":514},{""x"":1099,""y"":415,""t"":547},{""x"":1076,""y"":395,""t"":586}]","{""#container"":{""x"":266.42919921875,""y"":48.58407211303711,""width"":1099.9910888671875,""height"":849.9955444335938,""top"":48.58407211303711,""right"":1366.4202880859375,""bottom"":898.5796165466309,""left"":266.42919921875}}","blue","8","true","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
"","canvas-keyboard-response","153","237284","0.0-5.0-3.0-0.20","","","","","null","null","","","","","","","","","recognition","","[""6"",""5"",""6"",""4"",""5"",""4"",""2"",""5"",""5"",""6"",""4"",""4"",""5"",""2"",""2"",""8"",""4"",""2"",""2"",""6"",""8"",""8"",""8"",""8"",""6"",""8"",""4"",""5"",""8"",""6"",""4"",""2"",""5"",""6"",""6"",""4"",""5"",""8"",""4"",""6"",""5"",""2"",""4"",""5"",""8"",""2"",""6"",""2"",""2"",""8""]","1500","color","4","","","","","",""
"","canvas-keyboard-response","154","237415","0.0-5.0-3.0-1.20","","","","","null","null","","","","","","","","","recognition","","[""6"",""5"",""6"",""4"",""5"",""4"",""2"",""5"",""5"",""6"",""4"",""4"",""5"",""2"",""2"",""8"",""4"",""2"",""2"",""6"",""8"",""8"",""8"",""8"",""6"",""8"",""4"",""5"",""8"",""6"",""4"",""2"",""5"",""6"",""6"",""4"",""5"",""8"",""4"",""6"",""5"",""2"",""4"",""5"",""8"",""2"",""6"",""2"",""2"",""8""]","1500","color","4","","","","","",""
"","canvas-keyboard-response","155","241300","0.0-5.0-3.0-2.20","","","","","2352","2","","","[""yellow"",""red"",""purple"",""green""]","","","","","","","","","","","","[{""x"":1098,""y"":407,""t"":8},{""x"":1118,""y"":392,""t"":57},{""x"":1055,""y"":391,""t"":78},{""x"":1016,""y"":384,""t"":108},{""x"":974,""y"":378,""t"":137},{""x"":1008,""y"":381,""t"":172},{""x"":974,""y"":395,""t"":206},{""x"":998,""y"":406,""t"":240},{""x"":1014,""y"":458,""t"":274},{""x"":981,""y"":478,""t"":308},{""x"":979,""y"":476,""t"":352},{""x"":978,""y"":474,""t"":379},{""x"":948,""y"":483,""t"":411},{""x"":964,""y"":497,""t"":449},{""x"":1001,""y"":505,""t"":489},{""x"":1003,""y"":515,""t"":522},{""x"":995,""y"":544,""t"":561},{""x"":1043,""y"":546,""t"":585},{""x"":1057,""y"":591,""t"":618},{""x"":1060,""y"":564,""t"":655},{""x"":1067,""y"":500,""t"":687},{""x"":1089,""y"":488,""t"":718},{""x"":1133,""y"":474,""t"":751},{""x"":1132,""y"":415,""t"":793},{""x"":1139,""y"":428,""t"":823},{""x"":1084,""y"":425,""t"":857},{""x"":1056,""y"":428,""t"":887},{""x"":1048,""y"":440,""t"":938},{""x"":1042,""y"":452,""t"":961},{""x"":988,""y"":441,""t"":992},{""x"":961,""y"":413,""t"":1023},{""x"":1034,""y"":379,""t"":1061},{""x"":1013,""y"":360,""t"":1091},{""x"":991,""y"":352,""t"":1140},{""x"":950,""y"":356,""t"":1164},{""x"":989,""y"":343,""t"":1197},{""x"":944,""y"":360,""t"":1232},{""x"":906,""y"":376,""t"":1265},{""x"":926,""y"":398,""t"":1295},{""x"":996,""y"":406,""t"":1330},{""x"":973,""y"":425,""t"":1367},{""x"":1022,""y"":443,""t"":1403},{""x"":1037,""y"":462,""t"":1436},{""x"":1019,""y"":463,""t"":1464},{""x"":1061,""y"":469,""t"":1504},{""x"":1017,""y"":486,""t"":1533},{""x"":1021,""y"":480,""t"":1566},{""x"":958,""y"":490,""t"":1615},{""x"":918,""y"":476,""t"":1641},{""x"":871,""y"":498,""t"":1690},{""x"":840,""y"":502,""t"":1720},{""x"":816,""y"":505,""t"":1750},{""x"":764,""y"":515,""t"":1780},{""x"":795,""y"":492,""t"":1811},{""x"":795,""y"":462,""t"":1839},{""x"":801,""y"":443,""t"":1872},{""x"":807,""y"":427,""t"":1913},{""x"":804,""y"":413,""t"":1947},{""x"":836,""y"":406,""t"":1977},{""x"":907,""y"":373,""t"":2010},{""x"":916,""y"":370,""t"":2055},{""x"":928,""y"":371,""t"":2081},{""x"":911,""y"":396,""t"":2110},{""x"":940,""y"":432,""t"":2150},{""x"":940,""y"":421,""t"":2185},{""x"":938,""y"":413,""t"":2218},{""x"":862,""y"":432,""t"":2248},{""x"":833,""y"":451,""t"":2280},{""x"":818,""y"":487,""t"":2323}]","{""#container"":{""x"":266.42919921875,""y"":48.58407211303711,""width"":1099.9910888671875,""height"":849.9955444335938,""top"":48.58407211303711,""right"":1366.4202880859375,""bottom"":898.5796165466309,""left"":266.42919921875}}","green","2","true","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
"","canvas-keyboard-response","156","242344","0.0-5.0-3.0-0.21","","","","","null","null","","","","","","","","","recognition","","[""6"",""5"",""6"",""4"",""5"",""4"",""2"",""5"",""5"",""6"",""4"",""4"",""5"",""2"",""2"",""8"",""4"",""2"",""2"",""6"",""8"",""8"",""8"",""8"",""6"",""8"",""4"",""5"",""8"",""6"",""4"",""2"",""5"",""6"",""6"",""4"",""5"",""8"",""4"",""6"",""5"",""2"",""4"",""5"",""8"",""2"",""6"",""2"",""2"",""8""]","1500","color","4","","","","","",""
"","canvas-keyboard-response","157","242463","0.0-5.0-3.0-1.21","","","","","null","null","","","","","","","","","recognition","","[""6"",""5"",""6"",""4"",""5"",""4"",""2"",""5"",""5"",""6"",""4"",""4"",""5"",""2"",""2"",""8"",""4"",""2"",""2"",""6"",""8"",""8"",""8"",""8"",""6"",""8"",""4"",""5"",""8"",""6"",""4"",""2"",""5"",""6"",""6"",""4"",""5"",""8"",""4"",""6"",""5"",""2"",""4"",""5"",""8"",""2"",""6"",""2"",""2"",""8""]","1500","color","4","","","","","",""
"","canvas-keyboard-response","158","244421","0.0-5.0-3.0-2.21","","","","","436","6","","","[""red"",""yellow"",""purple"",""blue""]","","","","","","","","","","","","[{""x"":852,""y"":474,""t"":14},{""x"":835,""y"":453,""t"":54},{""x"":854,""y"":467,""t"":89},{""x"":855,""y"":475,""t"":126},{""x"":883,""y"":490,""t"":161},{""x"":937,""y"":485,""t"":192},{""x"":954,""y"":472,""t"":223},{""x"":987,""y"":467,""t"":253},{""x"":993,""y"":438,""t"":289},{""x"":1044,""y"":415,""t"":321},{""x"":1081,""y"":442,""t"":352}]","{""#container"":{""x"":266.42919921875,""y"":48.58407211303711,""width"":1099.9910888671875,""height"":849.9955444335938,""top"":48.58407211303711,""right"":1366.4202880859375,""bottom"":898.5796165466309,""left"":266.42919921875}}","purple","6","true","[{""x"":250,""y"":425,""width"":80,""height"":80,""top"":385,""right"":290,""bottom"":465,""left"":210},{""x"":550,""y"":125,""width"":80,""height"":80,""top"":85,""right"":590,""bottom"":165,""left"":510},{""x"":850,""y"":425,""width"":80,""height"":80,""top"":385,""right"":890,""bottom"":465,""left"":810},{""x"":550,""y"":725,""width"":80,""height"":80,""top"":685,""right"":590,""bottom"":765,""left"":510}]"
