"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","3404","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","3410","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","7595","0.0-2.0-0.0","","","","","4183","{""name"":""何靓雯"",""age"":""24""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","9699","0.0-2.0-1.0","","","","","2104","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","21723","0.0-3.0","","","","","","","","20","","","","","","","","","","","","","","","","","",""
"","html-button-response","5","23043","0.0-4.0-0.0","","","","","1319","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","34315","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","35955","0.0-4.0-2.0","","","","","1639","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","54285","0.0-4.0-3.0","","","","","","","","","","[[{""x"":590,""y"":440,""dx"":99,""dy"":159,""t"":990},{""x"":592,""y"":450,""dx"":101,""dy"":169,""t"":1021},{""x"":590,""y"":449,""dx"":99,""dy"":168,""t"":1059},{""x"":588,""y"":445,""dx"":97,""dy"":164,""t"":1092},{""x"":569,""y"":422,""dx"":78,""dy"":141,""t"":1126},{""x"":555,""y"":430,""dx"":64,""dy"":149,""t"":1160},{""x"":552,""y"":422,""dx"":61,""dy"":141,""t"":1194},{""x"":558,""y"":413,""dx"":67,""dy"":132,""t"":1228},{""x"":573,""y"":414,""dx"":82,""dy"":133,""t"":1262},{""x"":574,""y"":403,""dx"":83,""dy"":122,""t"":1296},{""x"":579,""y"":400,""dx"":88,""dy"":119,""t"":1330},{""x"":588,""y"":402,""dx"":97,""dy"":121,""t"":1363},{""x"":572,""y"":407,""dx"":81,""dy"":126,""t"":1399},{""x"":555,""y"":406,""dx"":64,""dy"":125,""t"":1432},{""x"":558,""y"":419,""dx"":67,""dy"":138,""t"":1466},{""x"":559,""y"":429,""dx"":68,""dy"":148,""t"":1500},{""x"":566,""y"":425,""dx"":75,""dy"":144,""t"":1534},{""x"":554,""y"":421,""dx"":63,""dy"":140,""t"":1568},{""x"":541,""y"":422,""dx"":50,""dy"":141,""t"":1602},{""x"":529,""y"":422,""dx"":38,""dy"":141,""t"":1636},{""x"":518,""y"":424,""dx"":27,""dy"":143,""t"":1670},{""x"":518,""y"":419,""dx"":27,""dy"":138,""t"":1703},{""x"":514,""y"":410,""dx"":23,""dy"":129,""t"":1738},{""x"":521,""y"":410,""dx"":30,""dy"":129,""t"":1771},{""x"":543,""y"":404,""dx"":52,""dy"":123,""t"":1806},{""x"":551,""y"":414,""dx"":60,""dy"":133,""t"":1840},{""x"":550,""y"":415,""dx"":59,""dy"":134,""t"":1873},{""x"":556,""y"":415,""dx"":65,""dy"":134,""t"":1908},{""x"":540,""y"":423,""dx"":49,""dy"":142,""t"":1942},{""x"":548,""y"":426,""dx"":57,""dy"":145,""t"":1978},{""x"":527,""y"":416,""dx"":36,""dy"":135,""t"":2010},{""x"":510,""y"":414,""dx"":19,""dy"":133,""t"":2044},{""x"":503,""y"":415,""dx"":12,""dy"":134,""t"":2078},{""x"":493,""y"":416,""dx"":2,""dy"":135,""t"":2112},{""x"":492,""y"":413,""dx"":1,""dy"":132,""t"":2147},{""x"":504,""y"":413,""dx"":13,""dy"":132,""t"":2179},{""x"":496,""y"":420,""dx"":5,""dy"":139,""t"":2211},{""x"":497,""y"":423,""dx"":6,""dy"":142,""t"":2248},{""x"":502,""y"":429,""dx"":11,""dy"":148,""t"":2282},{""x"":523,""y"":432,""dx"":32,""dy"":151,""t"":2316},{""x"":521,""y"":435,""dx"":30,""dy"":154,""t"":2350},{""x"":532,""y"":423,""dx"":41,""dy"":142,""t"":2384},{""x"":519,""y"":425,""dx"":28,""dy"":144,""t"":2420},{""x"":507,""y"":420,""dx"":16,""dy"":139,""t"":2452},{""x"":494,""y"":418,""dx"":3,""dy"":137,""t"":2486},{""x"":509,""y"":414,""dx"":18,""dy"":133,""t"":2520},{""x"":503,""y"":418,""dx"":12,""dy"":137,""t"":2555},{""x"":525,""y"":433,""dx"":34,""dy"":152,""t"":2588},{""x"":529,""y"":434,""dx"":38,""dy"":153,""t"":2620},{""x"":529,""y"":443,""dx"":38,""dy"":162,""t"":2656},{""x"":535,""y"":450,""dx"":44,""dy"":169,""t"":2690},{""x"":528,""y"":450,""dx"":37,""dy"":169,""t"":2724},{""x"":523,""y"":442,""dx"":32,""dy"":161,""t"":2757},{""x"":533,""y"":439,""dx"":42,""dy"":158,""t"":2792},{""x"":524,""y"":437,""dx"":33,""dy"":156,""t"":2826},{""x"":535,""y"":440,""dx"":44,""dy"":159,""t"":2860},{""x"":532,""y"":443,""dx"":41,""dy"":162,""t"":2894},{""x"":532,""y"":446,""dx"":41,""dy"":165,""t"":2928},{""x"":544,""y"":446,""dx"":53,""dy"":165,""t"":2962},{""x"":530,""y"":435,""dx"":39,""dy"":154,""t"":2996}],[{""x"":1291,""y"":317,""dx"":-160,""dy"":36,""t"":4016},{""x"":1290,""y"":316,""dx"":-161,""dy"":35,""t"":4051},{""x"":1297,""y"":318,""dx"":-154,""dy"":37,""t"":4084},{""x"":1299,""y"":319,""dx"":-152,""dy"":38,""t"":4118},{""x"":1280,""y"":321,""dx"":-171,""dy"":40,""t"":4153},{""x"":1266,""y"":323,""dx"":-185,""dy"":42,""t"":4186},{""x"":1255,""y"":326,""dx"":-196,""dy"":45,""t"":4218},{""x"":1259,""y"":326,""dx"":-192,""dy"":45,""t"":4254},{""x"":1278,""y"":324,""dx"":-173,""dy"":43,""t"":4288},{""x"":1268,""y"":334,""dx"":-183,""dy"":53,""t"":4323},{""x"":1271,""y"":334,""dx"":-180,""dy"":53,""t"":4356},{""x"":1278,""y"":336,""dx"":-173,""dy"":55,""t"":4390},{""x"":1284,""y"":349,""dx"":-167,""dy"":68,""t"":4423},{""x"":1281,""y"":363,""dx"":-170,""dy"":82,""t"":4458},{""x"":1278,""y"":366,""dx"":-173,""dy"":85,""t"":4492},{""x"":1294,""y"":364,""dx"":-157,""dy"":83,""t"":4526},{""x"":1279,""y"":365,""dx"":-172,""dy"":84,""t"":4560},{""x"":1277,""y"":372,""dx"":-174,""dy"":91,""t"":4594},{""x"":1281,""y"":361,""dx"":-170,""dy"":80,""t"":4629},{""x"":1282,""y"":362,""dx"":-169,""dy"":81,""t"":4661},{""x"":1316,""y"":360,""dx"":-135,""dy"":79,""t"":4696},{""x"":1292,""y"":354,""dx"":-159,""dy"":73,""t"":4730},{""x"":1283,""y"":359,""dx"":-168,""dy"":78,""t"":4765},{""x"":1259,""y"":341,""dx"":-192,""dy"":60,""t"":4798},{""x"":1258,""y"":350,""dx"":-193,""dy"":69,""t"":4832},{""x"":1255,""y"":351,""dx"":-196,""dy"":70,""t"":4866},{""x"":1249,""y"":352,""dx"":-202,""dy"":71,""t"":4900},{""x"":1254,""y"":353,""dx"":-197,""dy"":72,""t"":4934},{""x"":1251,""y"":344,""dx"":-200,""dy"":63,""t"":4968},{""x"":1294,""y"":351,""dx"":-157,""dy"":70,""t"":5002},{""x"":1301,""y"":348,""dx"":-150,""dy"":67,""t"":5036},{""x"":1292,""y"":355,""dx"":-159,""dy"":74,""t"":5070},{""x"":1297,""y"":360,""dx"":-154,""dy"":79,""t"":5104},{""x"":1289,""y"":354,""dx"":-162,""dy"":73,""t"":5138},{""x"":1299,""y"":353,""dx"":-152,""dy"":72,""t"":5172},{""x"":1283,""y"":331,""dx"":-168,""dy"":50,""t"":5206},{""x"":1288,""y"":328,""dx"":-163,""dy"":47,""t"":5240},{""x"":1287,""y"":331,""dx"":-164,""dy"":50,""t"":5274},{""x"":1283,""y"":330,""dx"":-168,""dy"":49,""t"":5308},{""x"":1277,""y"":332,""dx"":-174,""dy"":51,""t"":5344},{""x"":1273,""y"":331,""dx"":-178,""dy"":50,""t"":5376},{""x"":1282,""y"":351,""dx"":-169,""dy"":70,""t"":5410},{""x"":1275,""y"":346,""dx"":-176,""dy"":65,""t"":5444},{""x"":1261,""y"":342,""dx"":-190,""dy"":61,""t"":5478},{""x"":1264,""y"":342,""dx"":-187,""dy"":61,""t"":5511},{""x"":1270,""y"":341,""dx"":-181,""dy"":60,""t"":5546},{""x"":1266,""y"":341,""dx"":-185,""dy"":60,""t"":5581},{""x"":1251,""y"":348,""dx"":-200,""dy"":67,""t"":5614},{""x"":1255,""y"":355,""dx"":-196,""dy"":74,""t"":5648},{""x"":1266,""y"":357,""dx"":-185,""dy"":76,""t"":5682},{""x"":1259,""y"":361,""dx"":-192,""dy"":80,""t"":5716},{""x"":1265,""y"":361,""dx"":-186,""dy"":80,""t"":5751},{""x"":1269,""y"":360,""dx"":-182,""dy"":79,""t"":5782},{""x"":1267,""y"":353,""dx"":-184,""dy"":72,""t"":5818},{""x"":1263,""y"":338,""dx"":-188,""dy"":57,""t"":5852},{""x"":1268,""y"":343,""dx"":-183,""dy"":62,""t"":5886},{""x"":1271,""y"":342,""dx"":-180,""dy"":61,""t"":5920},{""x"":1277,""y"":337,""dx"":-174,""dy"":56,""t"":5954},{""x"":1276,""y"":335,""dx"":-175,""dy"":54,""t"":5989}],[{""x"":1118,""y"":650,""dx"":147,""dy"":99,""t"":7008},{""x"":1111,""y"":632,""dx"":140,""dy"":81,""t"":7042},{""x"":1117,""y"":645,""dx"":146,""dy"":94,""t"":7076},{""x"":1108,""y"":611,""dx"":137,""dy"":60,""t"":7110},{""x"":1093,""y"":593,""dx"":122,""dy"":42,""t"":7145},{""x"":1107,""y"":614,""dx"":136,""dy"":63,""t"":7178},{""x"":1097,""y"":597,""dx"":126,""dy"":46,""t"":7211},{""x"":1087,""y"":575,""dx"":116,""dy"":24,""t"":7246},{""x"":1106,""y"":594,""dx"":135,""dy"":43,""t"":7280},{""x"":1113,""y"":614,""dx"":142,""dy"":63,""t"":7351},{""x"":1117,""y"":615,""dx"":146,""dy"":64,""t"":7379},{""x"":1114,""y"":598,""dx"":143,""dy"":47,""t"":7417},{""x"":1120,""y"":593,""dx"":149,""dy"":42,""t"":7451},{""x"":1103,""y"":576,""dx"":132,""dy"":25,""t"":7484},{""x"":1121,""y"":574,""dx"":150,""dy"":23,""t"":7518},{""x"":1097,""y"":562,""dx"":126,""dy"":11,""t"":7552},{""x"":1081,""y"":549,""dx"":110,""dy"":-2,""t"":7586},{""x"":1084,""y"":556,""dx"":113,""dy"":5,""t"":7621},{""x"":1090,""y"":588,""dx"":119,""dy"":37,""t"":7654},{""x"":1101,""y"":612,""dx"":130,""dy"":61,""t"":7688},{""x"":1103,""y"":634,""dx"":132,""dy"":83,""t"":7723},{""x"":1096,""y"":657,""dx"":125,""dy"":106,""t"":7757},{""x"":1091,""y"":662,""dx"":120,""dy"":111,""t"":7788},{""x"":1089,""y"":689,""dx"":118,""dy"":138,""t"":7824},{""x"":1082,""y"":658,""dx"":111,""dy"":107,""t"":7858},{""x"":1092,""y"":672,""dx"":121,""dy"":121,""t"":7892},{""x"":1067,""y"":619,""dx"":96,""dy"":68,""t"":7926},{""x"":1085,""y"":644,""dx"":114,""dy"":93,""t"":7960},{""x"":1097,""y"":648,""dx"":126,""dy"":97,""t"":7994},{""x"":1105,""y"":654,""dx"":134,""dy"":103,""t"":8028},{""x"":1089,""y"":623,""dx"":118,""dy"":72,""t"":8061},{""x"":1102,""y"":615,""dx"":131,""dy"":64,""t"":8095},{""x"":1105,""y"":590,""dx"":134,""dy"":39,""t"":8130},{""x"":1095,""y"":589,""dx"":124,""dy"":38,""t"":8165},{""x"":1101,""y"":601,""dx"":130,""dy"":50,""t"":8198},{""x"":1107,""y"":624,""dx"":136,""dy"":73,""t"":8232},{""x"":1107,""y"":606,""dx"":136,""dy"":55,""t"":8266},{""x"":1111,""y"":624,""dx"":140,""dy"":73,""t"":8300},{""x"":1081,""y"":596,""dx"":110,""dy"":45,""t"":8334},{""x"":1070,""y"":566,""dx"":99,""dy"":15,""t"":8368},{""x"":1057,""y"":540,""dx"":86,""dy"":-11,""t"":8402},{""x"":1068,""y"":540,""dx"":97,""dy"":-11,""t"":8436},{""x"":1057,""y"":525,""dx"":86,""dy"":-26,""t"":8470},{""x"":1052,""y"":531,""dx"":81,""dy"":-20,""t"":8504},{""x"":1032,""y"":525,""dx"":61,""dy"":-26,""t"":8538},{""x"":1042,""y"":521,""dx"":71,""dy"":-30,""t"":8572},{""x"":1013,""y"":510,""dx"":42,""dy"":-41,""t"":8607},{""x"":1050,""y"":550,""dx"":79,""dy"":-1,""t"":8640},{""x"":1055,""y"":546,""dx"":84,""dy"":-5,""t"":8674},{""x"":1063,""y"":539,""dx"":92,""dy"":-12,""t"":8708},{""x"":1054,""y"":536,""dx"":83,""dy"":-15,""t"":8742},{""x"":1045,""y"":518,""dx"":74,""dy"":-33,""t"":8776},{""x"":1029,""y"":533,""dx"":58,""dy"":-18,""t"":8811},{""x"":1049,""y"":557,""dx"":78,""dy"":6,""t"":8843},{""x"":1064,""y"":600,""dx"":93,""dy"":49,""t"":8878},{""x"":1056,""y"":594,""dx"":85,""dy"":43,""t"":8912},{""x"":1067,""y"":589,""dx"":96,""dy"":38,""t"":8946},{""x"":1058,""y"":578,""dx"":87,""dy"":27,""t"":8981},{""x"":1054,""y"":595,""dx"":83,""dy"":44,""t"":9013}],[{""x"":697,""y"":686,""dx"":206,""dy"":-135,""t"":10035},{""x"":702,""y"":690,""dx"":211,""dy"":-131,""t"":10069},{""x"":707,""y"":691,""dx"":216,""dy"":-130,""t"":10103},{""x"":700,""y"":698,""dx"":209,""dy"":-123,""t"":10135},{""x"":698,""y"":704,""dx"":207,""dy"":-117,""t"":10170},{""x"":698,""y"":712,""dx"":207,""dy"":-109,""t"":10205},{""x"":696,""y"":714,""dx"":205,""dy"":-107,""t"":10238},{""x"":712,""y"":716,""dx"":221,""dy"":-105,""t"":10273},{""x"":741,""y"":717,""dx"":250,""dy"":-104,""t"":10306},{""x"":731,""y"":721,""dx"":240,""dy"":-100,""t"":10340},{""x"":743,""y"":728,""dx"":252,""dy"":-93,""t"":10374},{""x"":734,""y"":727,""dx"":243,""dy"":-94,""t"":10408},{""x"":741,""y"":740,""dx"":250,""dy"":-81,""t"":10441},{""x"":734,""y"":739,""dx"":243,""dy"":-82,""t"":10475},{""x"":725,""y"":734,""dx"":234,""dy"":-87,""t"":10510},{""x"":743,""y"":731,""dx"":252,""dy"":-90,""t"":10544},{""x"":745,""y"":725,""dx"":254,""dy"":-96,""t"":10577},{""x"":758,""y"":725,""dx"":267,""dy"":-96,""t"":10613},{""x"":755,""y"":729,""dx"":264,""dy"":-92,""t"":10646},{""x"":762,""y"":727,""dx"":271,""dy"":-94,""t"":10680},{""x"":755,""y"":731,""dx"":264,""dy"":-90,""t"":10715},{""x"":766,""y"":726,""dx"":275,""dy"":-95,""t"":10747},{""x"":782,""y"":725,""dx"":291,""dy"":-96,""t"":10781},{""x"":767,""y"":717,""dx"":276,""dy"":-104,""t"":10815},{""x"":762,""y"":716,""dx"":271,""dy"":-105,""t"":10850},{""x"":770,""y"":720,""dx"":279,""dy"":-101,""t"":10884},{""x"":783,""y"":721,""dx"":292,""dy"":-100,""t"":10918},{""x"":795,""y"":722,""dx"":304,""dy"":-99,""t"":10950},{""x"":790,""y"":723,""dx"":299,""dy"":-98,""t"":10986},{""x"":803,""y"":734,""dx"":312,""dy"":-87,""t"":11020},{""x"":786,""y"":734,""dx"":295,""dy"":-87,""t"":11054},{""x"":790,""y"":728,""dx"":299,""dy"":-93,""t"":11088},{""x"":785,""y"":729,""dx"":294,""dy"":-92,""t"":11122},{""x"":770,""y"":725,""dx"":279,""dy"":-96,""t"":11156},{""x"":766,""y"":729,""dx"":275,""dy"":-92,""t"":11190},{""x"":768,""y"":724,""dx"":277,""dy"":-97,""t"":11224},{""x"":763,""y"":726,""dx"":272,""dy"":-95,""t"":11257},{""x"":750,""y"":718,""dx"":259,""dy"":-103,""t"":11291},{""x"":747,""y"":722,""dx"":256,""dy"":-99,""t"":11326},{""x"":745,""y"":726,""dx"":254,""dy"":-95,""t"":11358},{""x"":729,""y"":729,""dx"":238,""dy"":-92,""t"":11395},{""x"":730,""y"":732,""dx"":239,""dy"":-89,""t"":11428},{""x"":724,""y"":738,""dx"":233,""dy"":-83,""t"":11462},{""x"":720,""y"":737,""dx"":229,""dy"":-84,""t"":11496},{""x"":724,""y"":734,""dx"":233,""dy"":-87,""t"":11531},{""x"":730,""y"":734,""dx"":239,""dy"":-87,""t"":11564},{""x"":735,""y"":731,""dx"":244,""dy"":-90,""t"":11598},{""x"":730,""y"":733,""dx"":239,""dy"":-88,""t"":11631},{""x"":719,""y"":732,""dx"":228,""dy"":-89,""t"":11667},{""x"":712,""y"":727,""dx"":221,""dy"":-94,""t"":11701},{""x"":700,""y"":721,""dx"":209,""dy"":-100,""t"":11734},{""x"":705,""y"":722,""dx"":214,""dy"":-99,""t"":11768},{""x"":717,""y"":719,""dx"":226,""dy"":-102,""t"":11802},{""x"":720,""y"":720,""dx"":229,""dy"":-101,""t"":11836},{""x"":727,""y"":719,""dx"":236,""dy"":-102,""t"":11871},{""x"":725,""y"":719,""dx"":234,""dy"":-102,""t"":11904},{""x"":726,""y"":724,""dx"":235,""dy"":-97,""t"":11938},{""x"":714,""y"":725,""dx"":223,""dy"":-96,""t"":11972},{""x"":736,""y"":731,""dx"":245,""dy"":-90,""t"":12006}],[{""x"":1323,""y"":765,""dx"":-128,""dy"":-56,""t"":13026},{""x"":1311,""y"":762,""dx"":-140,""dy"":-59,""t"":13059},{""x"":1298,""y"":762,""dx"":-153,""dy"":-59,""t"":13094},{""x"":1290,""y"":762,""dx"":-161,""dy"":-59,""t"":13128},{""x"":1302,""y"":766,""dx"":-149,""dy"":-55,""t"":13161},{""x"":1302,""y"":766,""dx"":-149,""dy"":-55,""t"":13196},{""x"":1291,""y"":755,""dx"":-160,""dy"":-66,""t"":13231},{""x"":1282,""y"":754,""dx"":-169,""dy"":-67,""t"":13264},{""x"":1275,""y"":749,""dx"":-176,""dy"":-72,""t"":13299},{""x"":1275,""y"":752,""dx"":-176,""dy"":-69,""t"":13332},{""x"":1270,""y"":752,""dx"":-181,""dy"":-69,""t"":13366},{""x"":1263,""y"":757,""dx"":-188,""dy"":-64,""t"":13400},{""x"":1256,""y"":750,""dx"":-195,""dy"":-71,""t"":13434},{""x"":1267,""y"":754,""dx"":-184,""dy"":-67,""t"":13468},{""x"":1268,""y"":760,""dx"":-183,""dy"":-61,""t"":13502},{""x"":1278,""y"":761,""dx"":-173,""dy"":-60,""t"":13537},{""x"":1277,""y"":753,""dx"":-174,""dy"":-68,""t"":13570},{""x"":1290,""y"":760,""dx"":-161,""dy"":-61,""t"":13604},{""x"":1293,""y"":761,""dx"":-158,""dy"":-60,""t"":13638},{""x"":1287,""y"":768,""dx"":-164,""dy"":-53,""t"":13672},{""x"":1295,""y"":765,""dx"":-156,""dy"":-56,""t"":13706},{""x"":1292,""y"":766,""dx"":-159,""dy"":-55,""t"":13740},{""x"":1288,""y"":768,""dx"":-163,""dy"":-53,""t"":13774},{""x"":1288,""y"":762,""dx"":-163,""dy"":-59,""t"":13808},{""x"":1273,""y"":762,""dx"":-178,""dy"":-59,""t"":13841},{""x"":1278,""y"":765,""dx"":-173,""dy"":-56,""t"":13877},{""x"":1283,""y"":767,""dx"":-168,""dy"":-54,""t"":13910},{""x"":1273,""y"":763,""dx"":-178,""dy"":-58,""t"":13945},{""x"":1261,""y"":764,""dx"":-190,""dy"":-57,""t"":13979},{""x"":1273,""y"":763,""dx"":-178,""dy"":-58,""t"":14012},{""x"":1269,""y"":761,""dx"":-182,""dy"":-60,""t"":14046},{""x"":1269,""y"":766,""dx"":-182,""dy"":-55,""t"":14080},{""x"":1256,""y"":759,""dx"":-195,""dy"":-62,""t"":14113},{""x"":1251,""y"":758,""dx"":-200,""dy"":-63,""t"":14148},{""x"":1256,""y"":763,""dx"":-195,""dy"":-58,""t"":14182},{""x"":1257,""y"":768,""dx"":-194,""dy"":-53,""t"":14215},{""x"":1268,""y"":773,""dx"":-183,""dy"":-48,""t"":14251},{""x"":1274,""y"":773,""dx"":-177,""dy"":-48,""t"":14284},{""x"":1286,""y"":772,""dx"":-165,""dy"":-49,""t"":14318},{""x"":1279,""y"":770,""dx"":-172,""dy"":-51,""t"":14352},{""x"":1284,""y"":769,""dx"":-167,""dy"":-52,""t"":14386},{""x"":1278,""y"":776,""dx"":-173,""dy"":-45,""t"":14421},{""x"":1272,""y"":771,""dx"":-179,""dy"":-50,""t"":14454},{""x"":1267,""y"":766,""dx"":-184,""dy"":-55,""t"":14488},{""x"":1262,""y"":762,""dx"":-189,""dy"":-59,""t"":14519},{""x"":1276,""y"":762,""dx"":-175,""dy"":-59,""t"":14556},{""x"":1267,""y"":767,""dx"":-184,""dy"":-54,""t"":14590},{""x"":1251,""y"":769,""dx"":-200,""dy"":-52,""t"":14624},{""x"":1258,""y"":772,""dx"":-193,""dy"":-49,""t"":14659},{""x"":1260,""y"":771,""dx"":-191,""dy"":-50,""t"":14693},{""x"":1260,""y"":769,""dx"":-191,""dy"":-52,""t"":14727},{""x"":1254,""y"":759,""dx"":-197,""dy"":-62,""t"":14760},{""x"":1261,""y"":756,""dx"":-190,""dy"":-65,""t"":14794},{""x"":1253,""y"":756,""dx"":-198,""dy"":-65,""t"":14828},{""x"":1241,""y"":758,""dx"":-210,""dy"":-63,""t"":14863},{""x"":1243,""y"":759,""dx"":-208,""dy"":-62,""t"":14896},{""x"":1246,""y"":758,""dx"":-205,""dy"":-63,""t"":14930},{""x"":1247,""y"":762,""dx"":-204,""dy"":-59,""t"":14965},{""x"":1245,""y"":765,""dx"":-206,""dy"":-56,""t"":14999},{""x"":1252,""y"":766,""dx"":-199,""dy"":-55,""t"":15031}]]","[100,79.66101694915254,100,0,75]","[{""x"":46.2,""y"":143.71666666666667,""r"":33.38843563041608},{""x"":-175.1864406779661,""y"":63.355932203389834,""r"":18.84168000701977},{""x"":112.47457627118644,""y"":41.30508474576271,""r"":40.48472816499461},{""x"":249.47457627118644,""y"":-97.66101694915254,""r"":22.74213136286035},{""x"":-178.6,""y"":-58.166666666666664,""r"":22.591325833824932}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.32","validate","","","","","","","","","","",""
"","html-button-response","9","55019","0.0-4.0-4.0-0.0-0.0","","","","","733","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","",""
