"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","2050","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2055","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","4923","0.0-2.0-0.0","","","","","2867","{""name"":""张昊"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","6519","0.0-2.0-1.0","","","","","1595","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","18259","0.0-3.0","","","","","","","","4880","","","","","","","","","","","","","","","","",""
"","html-button-response","5","19721","0.0-4.0-0.0","","","","","1460","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","28416","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","29107","0.0-4.0-2.0","","","","","691","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","46043","0.0-4.0-3.0","","","","","","","","","","[[{""x"":416,""y"":408,""dx"":-21.833343505859375,""dy"":157,""t"":987},{""x"":439,""y"":422,""dx"":1.166656494140625,""dy"":171,""t"":1024},{""x"":433,""y"":400,""dx"":-4.833343505859375,""dy"":149,""t"":1058},{""x"":447,""y"":414,""dx"":9.166656494140625,""dy"":163,""t"":1090},{""x"":452,""y"":425,""dx"":14.166656494140625,""dy"":174,""t"":1127},{""x"":476,""y"":450,""dx"":38.166656494140625,""dy"":199,""t"":1157},{""x"":456,""y"":430,""dx"":18.166656494140625,""dy"":179,""t"":1193},{""x"":441,""y"":412,""dx"":3.166656494140625,""dy"":161,""t"":1227},{""x"":416,""y"":377,""dx"":-21.833343505859375,""dy"":126,""t"":1260},{""x"":412,""y"":379,""dx"":-25.833343505859375,""dy"":128,""t"":1296},{""x"":411,""y"":357,""dx"":-26.833343505859375,""dy"":106,""t"":1335},{""x"":411,""y"":339,""dx"":-26.833343505859375,""dy"":88,""t"":1362},{""x"":418,""y"":324,""dx"":-19.833343505859375,""dy"":73,""t"":1399},{""x"":424,""y"":312,""dx"":-13.833343505859375,""dy"":61,""t"":1429},{""x"":426,""y"":364,""dx"":-11.833343505859375,""dy"":113,""t"":1466},{""x"":458,""y"":356,""dx"":20.166656494140625,""dy"":105,""t"":1499},{""x"":444,""y"":326,""dx"":6.166656494140625,""dy"":75,""t"":1532},{""x"":459,""y"":284,""dx"":21.166656494140625,""dy"":33,""t"":1569},{""x"":448,""y"":289,""dx"":10.166656494140625,""dy"":38,""t"":1600},{""x"":453,""y"":290,""dx"":15.166656494140625,""dy"":39,""t"":1634},{""x"":454,""y"":287,""dx"":16.166656494140625,""dy"":36,""t"":1672},{""x"":430,""y"":314,""dx"":-7.833343505859375,""dy"":63,""t"":1703},{""x"":434,""y"":350,""dx"":-3.833343505859375,""dy"":99,""t"":1738},{""x"":427,""y"":368,""dx"":-10.833343505859375,""dy"":117,""t"":1769},{""x"":431,""y"":393,""dx"":-6.833343505859375,""dy"":142,""t"":1806},{""x"":442,""y"":393,""dx"":4.166656494140625,""dy"":142,""t"":1842},{""x"":419,""y"":417,""dx"":-18.833343505859375,""dy"":166,""t"":1872},{""x"":436,""y"":432,""dx"":-1.833343505859375,""dy"":181,""t"":1907},{""x"":440,""y"":446,""dx"":2.166656494140625,""dy"":195,""t"":1945},{""x"":426,""y"":456,""dx"":-11.833343505859375,""dy"":205,""t"":1975},{""x"":406,""y"":442,""dx"":-31.833343505859375,""dy"":191,""t"":2011},{""x"":424,""y"":447,""dx"":-13.833343505859375,""dy"":196,""t"":2042},{""x"":422,""y"":404,""dx"":-15.833343505859375,""dy"":153,""t"":2078},{""x"":418,""y"":386,""dx"":-19.833343505859375,""dy"":135,""t"":2115},{""x"":403,""y"":344,""dx"":-34.833343505859375,""dy"":93,""t"":2144},{""x"":430,""y"":345,""dx"":-7.833343505859375,""dy"":94,""t"":2178},{""x"":426,""y"":336,""dx"":-11.833343505859375,""dy"":85,""t"":2212},{""x"":410,""y"":320,""dx"":-27.833343505859375,""dy"":69,""t"":2248},{""x"":391,""y"":310,""dx"":-46.833343505859375,""dy"":59,""t"":2282},{""x"":389,""y"":294,""dx"":-48.833343505859375,""dy"":43,""t"":2315},{""x"":411,""y"":317,""dx"":-26.833343505859375,""dy"":66,""t"":2351},{""x"":418,""y"":321,""dx"":-19.833343505859375,""dy"":70,""t"":2382},{""x"":407,""y"":333,""dx"":-30.833343505859375,""dy"":82,""t"":2418},{""x"":415,""y"":332,""dx"":-22.833343505859375,""dy"":81,""t"":2450},{""x"":409,""y"":340,""dx"":-28.833343505859375,""dy"":89,""t"":2484},{""x"":399,""y"":348,""dx"":-38.833343505859375,""dy"":97,""t"":2521},{""x"":391,""y"":372,""dx"":-46.833343505859375,""dy"":121,""t"":2554},{""x"":384,""y"":390,""dx"":-53.833343505859375,""dy"":139,""t"":2587},{""x"":400,""y"":377,""dx"":-37.833343505859375,""dy"":126,""t"":2624},{""x"":422,""y"":367,""dx"":-15.833343505859375,""dy"":116,""t"":2652},{""x"":433,""y"":363,""dx"":-4.833343505859375,""dy"":112,""t"":2690},{""x"":444,""y"":365,""dx"":6.166656494140625,""dy"":114,""t"":2723},{""x"":425,""y"":346,""dx"":-12.833343505859375,""dy"":95,""t"":2757},{""x"":420,""y"":357,""dx"":-17.833343505859375,""dy"":106,""t"":2793},{""x"":443,""y"":380,""dx"":5.166656494140625,""dy"":129,""t"":2823},{""x"":452,""y"":386,""dx"":14.166656494140625,""dy"":135,""t"":2859},{""x"":450,""y"":401,""dx"":12.166656494140625,""dy"":150,""t"":2896},{""x"":442,""y"":382,""dx"":4.166656494140625,""dy"":131,""t"":2927},{""x"":450,""y"":375,""dx"":12.166656494140625,""dy"":124,""t"":2963}],[{""x"":1394,""y"":244,""dx"":102.5,""dy"":-7,""t"":4017},{""x"":1380,""y"":243,""dx"":88.5,""dy"":-8,""t"":4047},{""x"":1346,""y"":222,""dx"":54.5,""dy"":-29,""t"":4082},{""x"":1346,""y"":228,""dx"":54.5,""dy"":-23,""t"":4121},{""x"":1346,""y"":233,""dx"":54.5,""dy"":-18,""t"":4149},{""x"":1349,""y"":230,""dx"":57.5,""dy"":-21,""t"":4187},{""x"":1303,""y"":221,""dx"":11.5,""dy"":-30,""t"":4217},{""x"":1311,""y"":210,""dx"":19.5,""dy"":-41,""t"":4257},{""x"":1292,""y"":215,""dx"":0.5,""dy"":-36,""t"":4290},{""x"":1315,""y"":251,""dx"":23.5,""dy"":0,""t"":4319},{""x"":1351,""y"":300,""dx"":59.5,""dy"":49,""t"":4355},{""x"":1349,""y"":321,""dx"":57.5,""dy"":70,""t"":4394},{""x"":1345,""y"":343,""dx"":53.5,""dy"":92,""t"":4423},{""x"":1337,""y"":322,""dx"":45.5,""dy"":71,""t"":4458},{""x"":1351,""y"":352,""dx"":59.5,""dy"":101,""t"":4491},{""x"":1345,""y"":311,""dx"":53.5,""dy"":60,""t"":4526},{""x"":1343,""y"":290,""dx"":51.5,""dy"":39,""t"":4562},{""x"":1322,""y"":265,""dx"":30.5,""dy"":14,""t"":4594},{""x"":1314,""y"":241,""dx"":22.5,""dy"":-10,""t"":4627},{""x"":1298,""y"":222,""dx"":6.5,""dy"":-29,""t"":4660},{""x"":1287,""y"":217,""dx"":-4.5,""dy"":-34,""t"":4697},{""x"":1291,""y"":218,""dx"":-0.5,""dy"":-33,""t"":4731},{""x"":1261,""y"":214,""dx"":-30.5,""dy"":-37,""t"":4762},{""x"":1240,""y"":222,""dx"":-51.5,""dy"":-29,""t"":4800},{""x"":1226,""y"":198,""dx"":-65.5,""dy"":-53,""t"":4829},{""x"":1222,""y"":205,""dx"":-69.5,""dy"":-46,""t"":4866},{""x"":1239,""y"":198,""dx"":-52.5,""dy"":-53,""t"":4899},{""x"":1247,""y"":219,""dx"":-44.5,""dy"":-32,""t"":4932},{""x"":1274,""y"":211,""dx"":-17.5,""dy"":-40,""t"":4969},{""x"":1291,""y"":213,""dx"":-0.5,""dy"":-38,""t"":5000},{""x"":1306,""y"":223,""dx"":14.5,""dy"":-28,""t"":5034},{""x"":1305,""y"":219,""dx"":13.5,""dy"":-32,""t"":5072},{""x"":1296,""y"":235,""dx"":4.5,""dy"":-16,""t"":5103},{""x"":1257,""y"":261,""dx"":-34.5,""dy"":10,""t"":5138},{""x"":1271,""y"":263,""dx"":-20.5,""dy"":12,""t"":5171},{""x"":1285,""y"":285,""dx"":-6.5,""dy"":34,""t"":5206},{""x"":1303,""y"":302,""dx"":11.5,""dy"":51,""t"":5241},{""x"":1316,""y"":304,""dx"":24.5,""dy"":53,""t"":5271},{""x"":1340,""y"":307,""dx"":48.5,""dy"":56,""t"":5307},{""x"":1363,""y"":314,""dx"":71.5,""dy"":63,""t"":5344},{""x"":1370,""y"":330,""dx"":78.5,""dy"":79,""t"":5400},{""x"":1362,""y"":349,""dx"":70.5,""dy"":98,""t"":5411},{""x"":1347,""y"":303,""dx"":55.5,""dy"":52,""t"":5444},{""x"":1350,""y"":322,""dx"":58.5,""dy"":71,""t"":5478},{""x"":1359,""y"":308,""dx"":67.5,""dy"":57,""t"":5514},{""x"":1366,""y"":276,""dx"":74.5,""dy"":25,""t"":5544},{""x"":1376,""y"":281,""dx"":84.5,""dy"":30,""t"":5584},{""x"":1365,""y"":305,""dx"":73.5,""dy"":54,""t"":5611},{""x"":1351,""y"":329,""dx"":59.5,""dy"":78,""t"":5647},{""x"":1341,""y"":289,""dx"":49.5,""dy"":38,""t"":5683},{""x"":1334,""y"":251,""dx"":42.5,""dy"":0,""t"":5714},{""x"":1331,""y"":213,""dx"":39.5,""dy"":-38,""t"":5750},{""x"":1326,""y"":197,""dx"":34.5,""dy"":-54,""t"":5787},{""x"":1324,""y"":164,""dx"":32.5,""dy"":-87,""t"":5817},{""x"":1320,""y"":159,""dx"":28.5,""dy"":-92,""t"":5850},{""x"":1315,""y"":140,""dx"":23.5,""dy"":-111,""t"":5885},{""x"":1294,""y"":130,""dx"":2.5,""dy"":-121,""t"":5920},{""x"":1294,""y"":115,""dx"":2.5,""dy"":-136,""t"":5954},{""x"":1306,""y"":125,""dx"":14.5,""dy"":-126,""t"":5987}],[{""x"":841,""y"":458,""dx"":-23.66668701171875,""dy"":-33,""t"":7010},{""x"":838,""y"":463,""dx"":-26.66668701171875,""dy"":-28,""t"":7042},{""x"":854,""y"":467,""dx"":-10.66668701171875,""dy"":-24,""t"":7074},{""x"":833,""y"":449,""dx"":-31.66668701171875,""dy"":-42,""t"":7107},{""x"":842,""y"":441,""dx"":-22.66668701171875,""dy"":-50,""t"":7145},{""x"":856,""y"":420,""dx"":-8.66668701171875,""dy"":-71,""t"":7178},{""x"":815,""y"":377,""dx"":-49.66668701171875,""dy"":-114,""t"":7210},{""x"":821,""y"":389,""dx"":-43.66668701171875,""dy"":-102,""t"":7248},{""x"":838,""y"":352,""dx"":-26.66668701171875,""dy"":-139,""t"":7278},{""x"":848,""y"":311,""dx"":-16.66668701171875,""dy"":-180,""t"":7313},{""x"":895,""y"":310,""dx"":30.33331298828125,""dy"":-181,""t"":7347},{""x"":885,""y"":282,""dx"":20.33331298828125,""dy"":-209,""t"":7381},{""x"":903,""y"":276,""dx"":38.33331298828125,""dy"":-215,""t"":7417},{""x"":922,""y"":277,""dx"":57.33331298828125,""dy"":-214,""t"":7447},{""x"":918,""y"":293,""dx"":53.33331298828125,""dy"":-198,""t"":7484},{""x"":879,""y"":316,""dx"":14.33331298828125,""dy"":-175,""t"":7520},{""x"":921,""y"":320,""dx"":56.33331298828125,""dy"":-171,""t"":7550},{""x"":885,""y"":307,""dx"":20.33331298828125,""dy"":-184,""t"":7587},{""x"":851,""y"":302,""dx"":-13.66668701171875,""dy"":-189,""t"":7618},{""x"":830,""y"":272,""dx"":-34.66668701171875,""dy"":-219,""t"":7653},{""x"":847,""y"":305,""dx"":-17.66668701171875,""dy"":-186,""t"":7690},{""x"":851,""y"":292,""dx"":-13.66668701171875,""dy"":-199,""t"":7720},{""x"":863,""y"":283,""dx"":-1.66668701171875,""dy"":-208,""t"":7754},{""x"":906,""y"":272,""dx"":41.33331298828125,""dy"":-219,""t"":7793},{""x"":913,""y"":255,""dx"":48.33331298828125,""dy"":-236,""t"":7822},{""x"":944,""y"":258,""dx"":79.33331298828125,""dy"":-233,""t"":7858},{""x"":950,""y"":270,""dx"":85.33331298828125,""dy"":-221,""t"":7890},{""x"":926,""y"":261,""dx"":61.33331298828125,""dy"":-230,""t"":7926},{""x"":903,""y"":248,""dx"":38.33331298828125,""dy"":-243,""t"":7962},{""x"":907,""y"":255,""dx"":42.33331298828125,""dy"":-236,""t"":7993},{""x"":881,""y"":268,""dx"":16.33331298828125,""dy"":-223,""t"":8027},{""x"":878,""y"":248,""dx"":13.33331298828125,""dy"":-243,""t"":8059},{""x"":874,""y"":254,""dx"":9.33331298828125,""dy"":-237,""t"":8096},{""x"":891,""y"":257,""dx"":26.33331298828125,""dy"":-234,""t"":8130},{""x"":908,""y"":278,""dx"":43.33331298828125,""dy"":-213,""t"":8162},{""x"":918,""y"":299,""dx"":53.33331298828125,""dy"":-192,""t"":8199},{""x"":921,""y"":343,""dx"":56.33331298828125,""dy"":-148,""t"":8234},{""x"":923,""y"":363,""dx"":58.33331298828125,""dy"":-128,""t"":8264},{""x"":922,""y"":375,""dx"":57.33331298828125,""dy"":-116,""t"":8299},{""x"":927,""y"":399,""dx"":62.33331298828125,""dy"":-92,""t"":8332},{""x"":930,""y"":412,""dx"":65.33331298828125,""dy"":-79,""t"":8368},{""x"":958,""y"":435,""dx"":93.33331298828125,""dy"":-56,""t"":8404},{""x"":946,""y"":426,""dx"":81.33331298828125,""dy"":-65,""t"":8434},{""x"":953,""y"":413,""dx"":88.33331298828125,""dy"":-78,""t"":8471},{""x"":951,""y"":420,""dx"":86.33331298828125,""dy"":-71,""t"":8507},{""x"":950,""y"":421,""dx"":85.33331298828125,""dy"":-70,""t"":8538},{""x"":949,""y"":422,""dx"":84.33331298828125,""dy"":-69,""t"":8570},{""x"":973,""y"":439,""dx"":108.33331298828125,""dy"":-52,""t"":8604},{""x"":911,""y"":411,""dx"":46.33331298828125,""dy"":-80,""t"":8642},{""x"":930,""y"":388,""dx"":65.33331298828125,""dy"":-103,""t"":8671},{""x"":900,""y"":354,""dx"":35.33331298828125,""dy"":-137,""t"":8706},{""x"":881,""y"":296,""dx"":16.33331298828125,""dy"":-195,""t"":8744},{""x"":866,""y"":247,""dx"":1.33331298828125,""dy"":-244,""t"":8774},{""x"":885,""y"":272,""dx"":20.33331298828125,""dy"":-219,""t"":8811},{""x"":860,""y"":307,""dx"":-4.66668701171875,""dy"":-184,""t"":8841},{""x"":838,""y"":283,""dx"":-26.66668701171875,""dy"":-208,""t"":8878},{""x"":837,""y"":292,""dx"":-27.66668701171875,""dy"":-199,""t"":8913},{""x"":826,""y"":283,""dx"":-38.66668701171875,""dy"":-208,""t"":8944},{""x"":820,""y"":269,""dx"":-44.66668701171875,""dy"":-222,""t"":8979}],[{""x"":486,""y"":574,""dx"":48.166656494140625,""dy"":-157,""t"":9998},{""x"":523,""y"":582,""dx"":85.16665649414062,""dy"":-149,""t"":10035},{""x"":513,""y"":581,""dx"":75.16665649414062,""dy"":-150,""t"":10066},{""x"":516,""y"":599,""dx"":78.16665649414062,""dy"":-132,""t"":10100},{""x"":536,""y"":604,""dx"":98.16665649414062,""dy"":-127,""t"":10138},{""x"":511,""y"":603,""dx"":73.16665649414062,""dy"":-128,""t"":10168},{""x"":520,""y"":603,""dx"":82.16665649414062,""dy"":-128,""t"":10202},{""x"":536,""y"":599,""dx"":98.16665649414062,""dy"":-132,""t"":10241},{""x"":541,""y"":595,""dx"":103.16665649414062,""dy"":-136,""t"":10270},{""x"":526,""y"":587,""dx"":88.16665649414062,""dy"":-144,""t"":10306},{""x"":526,""y"":590,""dx"":88.16665649414062,""dy"":-141,""t"":10337},{""x"":526,""y"":596,""dx"":88.16665649414062,""dy"":-135,""t"":10375},{""x"":505,""y"":611,""dx"":67.16665649414062,""dy"":-120,""t"":10405},{""x"":491,""y"":608,""dx"":53.166656494140625,""dy"":-123,""t"":10440},{""x"":484,""y"":621,""dx"":46.166656494140625,""dy"":-110,""t"":10475},{""x"":469,""y"":600,""dx"":31.166656494140625,""dy"":-131,""t"":10507},{""x"":446,""y"":612,""dx"":8.166656494140625,""dy"":-119,""t"":10543},{""x"":439,""y"":611,""dx"":1.166656494140625,""dy"":-120,""t"":10578},{""x"":447,""y"":628,""dx"":9.166656494140625,""dy"":-103,""t"":10610},{""x"":444,""y"":631,""dx"":6.166656494140625,""dy"":-100,""t"":10646},{""x"":441,""y"":652,""dx"":3.166656494140625,""dy"":-79,""t"":10678},{""x"":465,""y"":659,""dx"":27.166656494140625,""dy"":-72,""t"":10713},{""x"":490,""y"":668,""dx"":52.166656494140625,""dy"":-63,""t"":10747},{""x"":501,""y"":646,""dx"":63.166656494140625,""dy"":-85,""t"":10781},{""x"":483,""y"":668,""dx"":45.166656494140625,""dy"":-63,""t"":10816},{""x"":524,""y"":679,""dx"":86.16665649414062,""dy"":-52,""t"":10850},{""x"":527,""y"":669,""dx"":89.16665649414062,""dy"":-62,""t"":10884},{""x"":527,""y"":676,""dx"":89.16665649414062,""dy"":-55,""t"":10919},{""x"":512,""y"":649,""dx"":74.16665649414062,""dy"":-82,""t"":10949},{""x"":490,""y"":638,""dx"":52.166656494140625,""dy"":-93,""t"":10987},{""x"":498,""y"":653,""dx"":60.166656494140625,""dy"":-78,""t"":11018},{""x"":496,""y"":652,""dx"":58.166656494140625,""dy"":-79,""t"":11053},{""x"":487,""y"":664,""dx"":49.166656494140625,""dy"":-67,""t"":11090},{""x"":502,""y"":654,""dx"":64.16665649414062,""dy"":-77,""t"":11119},{""x"":494,""y"":652,""dx"":56.166656494140625,""dy"":-79,""t"":11154},{""x"":467,""y"":655,""dx"":29.166656494140625,""dy"":-76,""t"":11193},{""x"":464,""y"":650,""dx"":26.166656494140625,""dy"":-81,""t"":11222},{""x"":456,""y"":662,""dx"":18.166656494140625,""dy"":-69,""t"":11259},{""x"":450,""y"":678,""dx"":12.166656494140625,""dy"":-53,""t"":11290},{""x"":467,""y"":680,""dx"":29.166656494140625,""dy"":-51,""t"":11325},{""x"":487,""y"":686,""dx"":49.166656494140625,""dy"":-45,""t"":11362},{""x"":478,""y"":704,""dx"":40.166656494140625,""dy"":-27,""t"":11393},{""x"":484,""y"":690,""dx"":46.166656494140625,""dy"":-41,""t"":11428},{""x"":490,""y"":687,""dx"":52.166656494140625,""dy"":-44,""t"":11465},{""x"":495,""y"":684,""dx"":57.166656494140625,""dy"":-47,""t"":11494},{""x"":490,""y"":671,""dx"":52.166656494140625,""dy"":-60,""t"":11532},{""x"":468,""y"":676,""dx"":30.166656494140625,""dy"":-55,""t"":11561},{""x"":459,""y"":658,""dx"":21.166656494140625,""dy"":-73,""t"":11598},{""x"":441,""y"":664,""dx"":3.166656494140625,""dy"":-67,""t"":11635},{""x"":444,""y"":653,""dx"":6.166656494140625,""dy"":-78,""t"":11665},{""x"":457,""y"":657,""dx"":19.166656494140625,""dy"":-74,""t"":11699},{""x"":443,""y"":655,""dx"":5.166656494140625,""dy"":-76,""t"":11732},{""x"":452,""y"":663,""dx"":14.166656494140625,""dy"":-68,""t"":11767},{""x"":453,""y"":668,""dx"":15.166656494140625,""dy"":-63,""t"":11802},{""x"":449,""y"":673,""dx"":11.166656494140625,""dy"":-58,""t"":11835},{""x"":454,""y"":654,""dx"":16.166656494140625,""dy"":-77,""t"":11871},{""x"":450,""y"":661,""dx"":12.166656494140625,""dy"":-70,""t"":11901},{""x"":464,""y"":664,""dx"":26.166656494140625,""dy"":-67,""t"":11938},{""x"":476,""y"":667,""dx"":38.166656494140625,""dy"":-64,""t"":11969}],[{""x"":1206,""y"":679,""dx"":-85.5,""dy"":-52,""t"":13028},{""x"":1217,""y"":699,""dx"":-74.5,""dy"":-32,""t"":13057},{""x"":1162,""y"":703,""dx"":-129.5,""dy"":-28,""t"":13095},{""x"":1191,""y"":683,""dx"":-100.5,""dy"":-48,""t"":13126},{""x"":1177,""y"":658,""dx"":-114.5,""dy"":-73,""t"":13161},{""x"":1178,""y"":651,""dx"":-113.5,""dy"":-80,""t"":13194},{""x"":1179,""y"":646,""dx"":-112.5,""dy"":-85,""t"":13227},{""x"":1143,""y"":654,""dx"":-148.5,""dy"":-77,""t"":13265},{""x"":1113,""y"":675,""dx"":-178.5,""dy"":-56,""t"":13299},{""x"":1133,""y"":685,""dx"":-158.5,""dy"":-46,""t"":13330},{""x"":1166,""y"":698,""dx"":-125.5,""dy"":-33,""t"":13368},{""x"":1206,""y"":698,""dx"":-85.5,""dy"":-33,""t"":13397},{""x"":1205,""y"":690,""dx"":-86.5,""dy"":-41,""t"":13434},{""x"":1224,""y"":672,""dx"":-67.5,""dy"":-59,""t"":13467},{""x"":1248,""y"":667,""dx"":-43.5,""dy"":-64,""t"":13502},{""x"":1233,""y"":646,""dx"":-58.5,""dy"":-85,""t"":13537},{""x"":1204,""y"":644,""dx"":-87.5,""dy"":-87,""t"":13567},{""x"":1185,""y"":633,""dx"":-106.5,""dy"":-98,""t"":13603},{""x"":1193,""y"":645,""dx"":-98.5,""dy"":-86,""t"":13640},{""x"":1199,""y"":655,""dx"":-92.5,""dy"":-76,""t"":13670},{""x"":1187,""y"":654,""dx"":-104.5,""dy"":-77,""t"":13706},{""x"":1151,""y"":670,""dx"":-140.5,""dy"":-61,""t"":13738},{""x"":1144,""y"":655,""dx"":-147.5,""dy"":-76,""t"":13773},{""x"":1099,""y"":643,""dx"":-192.5,""dy"":-88,""t"":13810},{""x"":1125,""y"":660,""dx"":-166.5,""dy"":-71,""t"":13841},{""x"":1143,""y"":629,""dx"":-148.5,""dy"":-102,""t"":13874},{""x"":1147,""y"":606,""dx"":-144.5,""dy"":-125,""t"":13913},{""x"":1137,""y"":613,""dx"":-154.5,""dy"":-118,""t"":13944},{""x"":1196,""y"":594,""dx"":-95.5,""dy"":-137,""t"":13978},{""x"":1198,""y"":596,""dx"":-93.5,""dy"":-135,""t"":14010},{""x"":1205,""y"":595,""dx"":-86.5,""dy"":-136,""t"":14047},{""x"":1232,""y"":600,""dx"":-59.5,""dy"":-131,""t"":14084},{""x"":1222,""y"":595,""dx"":-69.5,""dy"":-136,""t"":14113},{""x"":1238,""y"":596,""dx"":-53.5,""dy"":-135,""t"":14147},{""x"":1287,""y"":584,""dx"":-4.5,""dy"":-147,""t"":14179},{""x"":1284,""y"":593,""dx"":-7.5,""dy"":-138,""t"":14216},{""x"":1263,""y"":635,""dx"":-28.5,""dy"":-96,""t"":14251},{""x"":1266,""y"":625,""dx"":-25.5,""dy"":-106,""t"":14282},{""x"":1236,""y"":623,""dx"":-55.5,""dy"":-108,""t"":14318},{""x"":1175,""y"":604,""dx"":-116.5,""dy"":-127,""t"":14351},{""x"":1138,""y"":607,""dx"":-153.5,""dy"":-124,""t"":14385},{""x"":1137,""y"":606,""dx"":-154.5,""dy"":-125,""t"":14418},{""x"":1156,""y"":634,""dx"":-135.5,""dy"":-97,""t"":14453},{""x"":1175,""y"":649,""dx"":-116.5,""dy"":-82,""t"":14489},{""x"":1192,""y"":661,""dx"":-99.5,""dy"":-70,""t"":14522},{""x"":1178,""y"":667,""dx"":-113.5,""dy"":-64,""t"":14554},{""x"":1163,""y"":682,""dx"":-128.5,""dy"":-49,""t"":14592},{""x"":1205,""y"":672,""dx"":-86.5,""dy"":-59,""t"":14622},{""x"":1225,""y"":673,""dx"":-66.5,""dy"":-58,""t"":14658},{""x"":1278,""y"":655,""dx"":-13.5,""dy"":-76,""t"":14692},{""x"":1254,""y"":655,""dx"":-37.5,""dy"":-76,""t"":14725},{""x"":1247,""y"":662,""dx"":-44.5,""dy"":-69,""t"":14761},{""x"":1269,""y"":657,""dx"":-22.5,""dy"":-74,""t"":14792},{""x"":1287,""y"":630,""dx"":-4.5,""dy"":-101,""t"":14827},{""x"":1303,""y"":624,""dx"":11.5,""dy"":-107,""t"":14864},{""x"":1320,""y"":620,""dx"":28.5,""dy"":-111,""t"":14895},{""x"":1333,""y"":618,""dx"":41.5,""dy"":-113,""t"":14930},{""x"":1313,""y"":620,""dx"":21.5,""dy"":-111,""t"":14961},{""x"":1288,""y"":629,""dx"":-3.5,""dy"":-102,""t"":14998}]]","[96.61016949152543,100,59.32203389830508,100,98.30508474576271]","[{""x"":-10.494360455011916,""y"":116.69491525423729,""r"":37.76741290764146},{""x"":26.940677966101696,""y"":-2.2203389830508473,""r"":61.28197152893216},{""x"":25.028228242518537,""y"":-157.864406779661,""r"":76.14677800935868},{""x"":46.23445310431012,""y"":-87.37288135593221,""r"":41.149474238516},{""x"":-85.4322033898305,""y"":-87.40677966101696,""r"":54.40682190187917}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.42","validate","","","","","","","","","",""
"","html-keyboard-response","9","47399","0.0-5.0-0.0","","","","","1354"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，1000毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
