"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","1778","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1786","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","4189","0.0-2.0-0.0","","","","","2401","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","6246","0.0-2.0-1.0","","","","","2056","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","9164","0.0-3.0","","","","","","","","781","","","","","","","","","","","","","","","","",""
"","html-button-response","5","9752","0.0-4.0-0.0","","","","","586","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","19611","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","20425","0.0-4.0-2.0","","","","","813","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","37379","0.0-4.0-3.0","","","","","","","","","","[[{""x"":491,""y"":351,""dx"":0,""dy"":70,""t"":1022},{""x"":487,""y"":343,""dx"":-4,""dy"":62,""t"":1056},{""x"":503,""y"":352,""dx"":12,""dy"":71,""t"":1092},{""x"":506,""y"":366,""dx"":15,""dy"":85,""t"":1123},{""x"":496,""y"":359,""dx"":5,""dy"":78,""t"":1157},{""x"":504,""y"":363,""dx"":13,""dy"":82,""t"":1193},{""x"":490,""y"":358,""dx"":-1,""dy"":77,""t"":1225},{""x"":476,""y"":350,""dx"":-15,""dy"":69,""t"":1259},{""x"":478,""y"":355,""dx"":-13,""dy"":74,""t"":1294},{""x"":480,""y"":344,""dx"":-11,""dy"":63,""t"":1327},{""x"":506,""y"":337,""dx"":15,""dy"":56,""t"":1362},{""x"":523,""y"":347,""dx"":32,""dy"":66,""t"":1397},{""x"":546,""y"":361,""dx"":55,""dy"":80,""t"":1429},{""x"":551,""y"":365,""dx"":60,""dy"":84,""t"":1463},{""x"":551,""y"":370,""dx"":60,""dy"":89,""t"":1499},{""x"":559,""y"":377,""dx"":68,""dy"":96,""t"":1532},{""x"":560,""y"":382,""dx"":69,""dy"":101,""t"":1566},{""x"":545,""y"":364,""dx"":54,""dy"":83,""t"":1601},{""x"":552,""y"":362,""dx"":61,""dy"":81,""t"":1633},{""x"":533,""y"":358,""dx"":42,""dy"":77,""t"":1666},{""x"":538,""y"":364,""dx"":47,""dy"":83,""t"":1701},{""x"":526,""y"":355,""dx"":35,""dy"":74,""t"":1737},{""x"":535,""y"":363,""dx"":44,""dy"":82,""t"":1769},{""x"":518,""y"":354,""dx"":27,""dy"":73,""t"":1803},{""x"":517,""y"":362,""dx"":26,""dy"":81,""t"":1839},{""x"":522,""y"":372,""dx"":31,""dy"":91,""t"":1871},{""x"":499,""y"":364,""dx"":8,""dy"":83,""t"":1905},{""x"":484,""y"":353,""dx"":-7,""dy"":72,""t"":1938},{""x"":477,""y"":343,""dx"":-14,""dy"":62,""t"":1975},{""x"":463,""y"":336,""dx"":-28,""dy"":55,""t"":2007},{""x"":452,""y"":330,""dx"":-39,""dy"":49,""t"":2041},{""x"":445,""y"":324,""dx"":-46,""dy"":43,""t"":2075},{""x"":449,""y"":352,""dx"":-42,""dy"":71,""t"":2111},{""x"":444,""y"":349,""dx"":-47,""dy"":68,""t"":2144},{""x"":461,""y"":360,""dx"":-30,""dy"":79,""t"":2177},{""x"":453,""y"":355,""dx"":-38,""dy"":74,""t"":2213},{""x"":468,""y"":367,""dx"":-23,""dy"":86,""t"":2245},{""x"":457,""y"":353,""dx"":-34,""dy"":72,""t"":2281},{""x"":479,""y"":359,""dx"":-12,""dy"":78,""t"":2315},{""x"":498,""y"":364,""dx"":7,""dy"":83,""t"":2347},{""x"":495,""y"":341,""dx"":4,""dy"":60,""t"":2382},{""x"":507,""y"":351,""dx"":16,""dy"":70,""t"":2415},{""x"":509,""y"":343,""dx"":18,""dy"":62,""t"":2451},{""x"":514,""y"":350,""dx"":23,""dy"":69,""t"":2483},{""x"":503,""y"":341,""dx"":12,""dy"":60,""t"":2517},{""x"":513,""y"":345,""dx"":22,""dy"":64,""t"":2553},{""x"":519,""y"":347,""dx"":28,""dy"":66,""t"":2585},{""x"":515,""y"":354,""dx"":24,""dy"":73,""t"":2619},{""x"":527,""y"":363,""dx"":36,""dy"":82,""t"":2655},{""x"":517,""y"":357,""dx"":26,""dy"":76,""t"":2688},{""x"":537,""y"":366,""dx"":46,""dy"":85,""t"":2722},{""x"":528,""y"":373,""dx"":37,""dy"":92,""t"":2757},{""x"":534,""y"":380,""dx"":43,""dy"":99,""t"":2790},{""x"":528,""y"":373,""dx"":37,""dy"":92,""t"":2825},{""x"":530,""y"":374,""dx"":39,""dy"":93,""t"":2860},{""x"":530,""y"":377,""dx"":39,""dy"":96,""t"":2892},{""x"":513,""y"":379,""dx"":22,""dy"":98,""t"":2926},{""x"":506,""y"":381,""dx"":15,""dy"":100,""t"":2961}],[{""x"":1526,""y"":264,""dx"":75,""dy"":-17,""t"":4013},{""x"":1520,""y"":268,""dx"":69,""dy"":-13,""t"":4048},{""x"":1512,""y"":271,""dx"":61,""dy"":-10,""t"":4083},{""x"":1508,""y"":272,""dx"":57,""dy"":-9,""t"":4115},{""x"":1500,""y"":265,""dx"":49,""dy"":-16,""t"":4149},{""x"":1496,""y"":247,""dx"":45,""dy"":-34,""t"":4185},{""x"":1501,""y"":251,""dx"":50,""dy"":-30,""t"":4218},{""x"":1506,""y"":266,""dx"":55,""dy"":-15,""t"":4252},{""x"":1521,""y"":271,""dx"":70,""dy"":-10,""t"":4287},{""x"":1528,""y"":272,""dx"":77,""dy"":-9,""t"":4319},{""x"":1526,""y"":277,""dx"":75,""dy"":-4,""t"":4353},{""x"":1531,""y"":272,""dx"":80,""dy"":-9,""t"":4389},{""x"":1526,""y"":278,""dx"":75,""dy"":-3,""t"":4422},{""x"":1530,""y"":299,""dx"":79,""dy"":18,""t"":4455},{""x"":1527,""y"":318,""dx"":76,""dy"":37,""t"":4491},{""x"":1517,""y"":322,""dx"":66,""dy"":41,""t"":4523},{""x"":1517,""y"":307,""dx"":66,""dy"":26,""t"":4558},{""x"":1515,""y"":304,""dx"":64,""dy"":23,""t"":4593},{""x"":1515,""y"":314,""dx"":64,""dy"":33,""t"":4625},{""x"":1520,""y"":313,""dx"":69,""dy"":32,""t"":4659},{""x"":1516,""y"":327,""dx"":65,""dy"":46,""t"":4695},{""x"":1508,""y"":356,""dx"":57,""dy"":75,""t"":4727},{""x"":1503,""y"":358,""dx"":52,""dy"":77,""t"":4761},{""x"":1485,""y"":403,""dx"":34,""dy"":122,""t"":4797},{""x"":1482,""y"":398,""dx"":31,""dy"":117,""t"":4829},{""x"":1486,""y"":387,""dx"":35,""dy"":106,""t"":4864},{""x"":1484,""y"":357,""dx"":33,""dy"":76,""t"":4899},{""x"":1490,""y"":378,""dx"":39,""dy"":97,""t"":4931},{""x"":1501,""y"":359,""dx"":50,""dy"":78,""t"":4965},{""x"":1513,""y"":375,""dx"":62,""dy"":94,""t"":5001},{""x"":1516,""y"":376,""dx"":65,""dy"":95,""t"":5033},{""x"":1522,""y"":376,""dx"":71,""dy"":95,""t"":5067},{""x"":1512,""y"":364,""dx"":61,""dy"":83,""t"":5103},{""x"":1483,""y"":315,""dx"":32,""dy"":34,""t"":5135},{""x"":1474,""y"":314,""dx"":23,""dy"":33,""t"":5169},{""x"":1479,""y"":307,""dx"":28,""dy"":26,""t"":5205},{""x"":1477,""y"":302,""dx"":26,""dy"":21,""t"":5237},{""x"":1479,""y"":299,""dx"":28,""dy"":18,""t"":5271},{""x"":1483,""y"":293,""dx"":32,""dy"":12,""t"":5306},{""x"":1489,""y"":298,""dx"":38,""dy"":17,""t"":5341},{""x"":1494,""y"":274,""dx"":43,""dy"":-7,""t"":5373},{""x"":1494,""y"":273,""dx"":43,""dy"":-8,""t"":5407},{""x"":1484,""y"":275,""dx"":33,""dy"":-6,""t"":5443},{""x"":1491,""y"":297,""dx"":40,""dy"":16,""t"":5475},{""x"":1489,""y"":289,""dx"":38,""dy"":8,""t"":5509},{""x"":1483,""y"":267,""dx"":32,""dy"":-14,""t"":5543},{""x"":1478,""y"":274,""dx"":27,""dy"":-7,""t"":5577},{""x"":1474,""y"":280,""dx"":23,""dy"":-1,""t"":5614},{""x"":1475,""y"":280,""dx"":24,""dy"":-1,""t"":5645},{""x"":1482,""y"":286,""dx"":31,""dy"":5,""t"":5678},{""x"":1481,""y"":292,""dx"":30,""dy"":11,""t"":5713},{""x"":1481,""y"":312,""dx"":30,""dy"":31,""t"":5750},{""x"":1489,""y"":292,""dx"":38,""dy"":11,""t"":5781},{""x"":1490,""y"":299,""dx"":39,""dy"":18,""t"":5815},{""x"":1491,""y"":310,""dx"":40,""dy"":29,""t"":5851},{""x"":1498,""y"":301,""dx"":47,""dy"":20,""t"":5885},{""x"":1497,""y"":312,""dx"":46,""dy"":31,""t"":5917},{""x"":1496,""y"":329,""dx"":45,""dy"":48,""t"":5951},{""x"":1502,""y"":304,""dx"":51,""dy"":23,""t"":5987}],[{""x"":891,""y"":695,""dx"":-80,""dy"":144,""t"":7006},{""x"":889,""y"":722,""dx"":-82,""dy"":171,""t"":7041},{""x"":906,""y"":688,""dx"":-65,""dy"":137,""t"":7073},{""x"":906,""y"":711,""dx"":-65,""dy"":160,""t"":7107},{""x"":899,""y"":723,""dx"":-72,""dy"":172,""t"":7140},{""x"":906,""y"":736,""dx"":-65,""dy"":185,""t"":7177},{""x"":899,""y"":715,""dx"":-72,""dy"":164,""t"":7209},{""x"":904,""y"":695,""dx"":-67,""dy"":144,""t"":7243},{""x"":884,""y"":682,""dx"":-87,""dy"":131,""t"":7276},{""x"":870,""y"":675,""dx"":-101,""dy"":124,""t"":7314},{""x"":844,""y"":677,""dx"":-127,""dy"":126,""t"":7345},{""x"":819,""y"":697,""dx"":-152,""dy"":146,""t"":7379},{""x"":829,""y"":686,""dx"":-142,""dy"":135,""t"":7415},{""x"":841,""y"":677,""dx"":-130,""dy"":126,""t"":7447},{""x"":849,""y"":664,""dx"":-122,""dy"":113,""t"":7481},{""x"":857,""y"":662,""dx"":-114,""dy"":111,""t"":7516},{""x"":867,""y"":658,""dx"":-104,""dy"":107,""t"":7549},{""x"":892,""y"":662,""dx"":-79,""dy"":111,""t"":7586},{""x"":904,""y"":671,""dx"":-67,""dy"":120,""t"":7618},{""x"":923,""y"":675,""dx"":-48,""dy"":124,""t"":7651},{""x"":917,""y"":660,""dx"":-54,""dy"":109,""t"":7687},{""x"":873,""y"":672,""dx"":-98,""dy"":121,""t"":7720},{""x"":837,""y"":671,""dx"":-134,""dy"":120,""t"":7753},{""x"":797,""y"":662,""dx"":-174,""dy"":111,""t"":7789},{""x"":789,""y"":626,""dx"":-182,""dy"":75,""t"":7821},{""x"":758,""y"":613,""dx"":-213,""dy"":62,""t"":7855},{""x"":769,""y"":569,""dx"":-202,""dy"":18,""t"":7891},{""x"":770,""y"":543,""dx"":-201,""dy"":-8,""t"":7923},{""x"":756,""y"":536,""dx"":-215,""dy"":-15,""t"":7957},{""x"":743,""y"":529,""dx"":-228,""dy"":-22,""t"":7993},{""x"":785,""y"":501,""dx"":-186,""dy"":-50,""t"":8025},{""x"":819,""y"":547,""dx"":-152,""dy"":-4,""t"":8059},{""x"":844,""y"":596,""dx"":-127,""dy"":45,""t"":8095},{""x"":841,""y"":596,""dx"":-130,""dy"":45,""t"":8127},{""x"":856,""y"":614,""dx"":-115,""dy"":63,""t"":8161},{""x"":841,""y"":629,""dx"":-130,""dy"":78,""t"":8198},{""x"":844,""y"":632,""dx"":-127,""dy"":81,""t"":8230},{""x"":850,""y"":630,""dx"":-121,""dy"":79,""t"":8263},{""x"":848,""y"":669,""dx"":-123,""dy"":118,""t"":8299},{""x"":852,""y"":668,""dx"":-119,""dy"":117,""t"":8332},{""x"":830,""y"":666,""dx"":-141,""dy"":115,""t"":8365},{""x"":838,""y"":645,""dx"":-133,""dy"":94,""t"":8401},{""x"":795,""y"":654,""dx"":-176,""dy"":103,""t"":8433},{""x"":781,""y"":678,""dx"":-190,""dy"":127,""t"":8466},{""x"":782,""y"":698,""dx"":-189,""dy"":147,""t"":8501},{""x"":780,""y"":698,""dx"":-191,""dy"":147,""t"":8537},{""x"":779,""y"":693,""dx"":-192,""dy"":142,""t"":8569},{""x"":818,""y"":652,""dx"":-153,""dy"":101,""t"":8603},{""x"":814,""y"":646,""dx"":-157,""dy"":95,""t"":8639},{""x"":831,""y"":603,""dx"":-140,""dy"":52,""t"":8672},{""x"":834,""y"":594,""dx"":-137,""dy"":43,""t"":8705},{""x"":861,""y"":557,""dx"":-110,""dy"":6,""t"":8741},{""x"":858,""y"":568,""dx"":-113,""dy"":17,""t"":8773},{""x"":880,""y"":534,""dx"":-91,""dy"":-17,""t"":8807},{""x"":903,""y"":554,""dx"":-68,""dy"":3,""t"":8842},{""x"":921,""y"":572,""dx"":-50,""dy"":21,""t"":8875},{""x"":902,""y"":572,""dx"":-69,""dy"":21,""t"":8911},{""x"":921,""y"":574,""dx"":-50,""dy"":23,""t"":8943},{""x"":925,""y"":568,""dx"":-46,""dy"":17,""t"":8978}],[{""x"":739,""y"":753,""dx"":248,""dy"":-68,""t"":10032},{""x"":748,""y"":760,""dx"":257,""dy"":-61,""t"":10064},{""x"":746,""y"":763,""dx"":255,""dy"":-58,""t"":10101},{""x"":737,""y"":759,""dx"":246,""dy"":-62,""t"":10133},{""x"":733,""y"":766,""dx"":242,""dy"":-55,""t"":10167},{""x"":719,""y"":781,""dx"":228,""dy"":-40,""t"":10203},{""x"":696,""y"":807,""dx"":205,""dy"":-14,""t"":10235},{""x"":667,""y"":813,""dx"":176,""dy"":-8,""t"":10269},{""x"":643,""y"":832,""dx"":152,""dy"":11,""t"":10307},{""x"":628,""y"":855,""dx"":137,""dy"":34,""t"":10337},{""x"":622,""y"":879,""dx"":131,""dy"":58,""t"":10372},{""x"":617,""y"":869,""dx"":126,""dy"":48,""t"":10406},{""x"":613,""y"":864,""dx"":122,""dy"":43,""t"":10442},{""x"":611,""y"":858,""dx"":120,""dy"":37,""t"":10472},{""x"":609,""y"":865,""dx"":118,""dy"":44,""t"":10507},{""x"":619,""y"":853,""dx"":128,""dy"":32,""t"":10541},{""x"":627,""y"":887,""dx"":136,""dy"":66,""t"":10577},{""x"":642,""y"":897,""dx"":151,""dy"":76,""t"":10610},{""x"":677,""y"":912,""dx"":186,""dy"":91,""t"":10644},{""x"":671,""y"":905,""dx"":180,""dy"":84,""t"":10679},{""x"":663,""y"":899,""dx"":172,""dy"":78,""t"":10712},{""x"":656,""y"":894,""dx"":165,""dy"":73,""t"":10745},{""x"":645,""y"":900,""dx"":154,""dy"":79,""t"":10779},{""x"":643,""y"":904,""dx"":152,""dy"":83,""t"":10815},{""x"":640,""y"":920,""dx"":149,""dy"":99,""t"":10848},{""x"":622,""y"":927,""dx"":131,""dy"":106,""t"":10882},{""x"":614,""y"":927,""dx"":123,""dy"":106,""t"":10917},{""x"":608,""y"":944,""dx"":117,""dy"":123,""t"":10950},{""x"":597,""y"":948,""dx"":106,""dy"":127,""t"":10984},{""x"":629,""y"":937,""dx"":138,""dy"":116,""t"":11019},{""x"":635,""y"":936,""dx"":144,""dy"":115,""t"":11052},{""x"":636,""y"":938,""dx"":145,""dy"":117,""t"":11086},{""x"":622,""y"":935,""dx"":131,""dy"":114,""t"":11122},{""x"":612,""y"":942,""dx"":121,""dy"":121,""t"":11153},{""x"":612,""y"":942,""dx"":121,""dy"":121,""t"":11187},{""x"":608,""y"":935,""dx"":117,""dy"":114,""t"":11223},{""x"":594,""y"":930,""dx"":103,""dy"":109,""t"":11255},{""x"":605,""y"":911,""dx"":114,""dy"":90,""t"":11290},{""x"":597,""y"":902,""dx"":106,""dy"":81,""t"":11325},{""x"":590,""y"":907,""dx"":99,""dy"":86,""t"":11357},{""x"":599,""y"":929,""dx"":108,""dy"":108,""t"":11391},{""x"":600,""y"":925,""dx"":109,""dy"":104,""t"":11428},{""x"":601,""y"":931,""dx"":110,""dy"":110,""t"":11460},{""x"":590,""y"":929,""dx"":99,""dy"":108,""t"":11493},{""x"":576,""y"":935,""dx"":85,""dy"":114,""t"":11529},{""x"":573,""y"":917,""dx"":82,""dy"":96,""t"":11562},{""x"":584,""y"":918,""dx"":93,""dy"":97,""t"":11596},{""x"":581,""y"":924,""dx"":90,""dy"":103,""t"":11632},{""x"":581,""y"":912,""dx"":90,""dy"":91,""t"":11664},{""x"":604,""y"":900,""dx"":113,""dy"":79,""t"":11697},{""x"":632,""y"":880,""dx"":141,""dy"":59,""t"":11733},{""x"":650,""y"":885,""dx"":159,""dy"":64,""t"":11765},{""x"":657,""y"":873,""dx"":166,""dy"":52,""t"":11799},{""x"":657,""y"":874,""dx"":166,""dy"":53,""t"":11835},{""x"":664,""y"":867,""dx"":173,""dy"":46,""t"":11867},{""x"":674,""y"":881,""dx"":183,""dy"":60,""t"":11901},{""x"":679,""y"":876,""dx"":188,""dy"":55,""t"":11936},{""x"":681,""y"":890,""dx"":190,""dy"":69,""t"":11969},{""x"":679,""y"":892,""dx"":188,""dy"":71,""t"":12003}],[{""x"":1502,""y"":726,""dx"":51,""dy"":-95,""t"":13025},{""x"":1489,""y"":726,""dx"":38,""dy"":-95,""t"":13058},{""x"":1474,""y"":727,""dx"":23,""dy"":-94,""t"":13091},{""x"":1460,""y"":720,""dx"":9,""dy"":-101,""t"":13127},{""x"":1442,""y"":724,""dx"":-9,""dy"":-97,""t"":13159},{""x"":1432,""y"":724,""dx"":-19,""dy"":-97,""t"":13193},{""x"":1431,""y"":728,""dx"":-20,""dy"":-93,""t"":13229},{""x"":1426,""y"":725,""dx"":-25,""dy"":-96,""t"":13261},{""x"":1417,""y"":722,""dx"":-34,""dy"":-99,""t"":13295},{""x"":1405,""y"":710,""dx"":-46,""dy"":-111,""t"":13331},{""x"":1397,""y"":699,""dx"":-54,""dy"":-122,""t"":13363},{""x"":1393,""y"":687,""dx"":-58,""dy"":-134,""t"":13398},{""x"":1389,""y"":685,""dx"":-62,""dy"":-136,""t"":13433},{""x"":1389,""y"":688,""dx"":-62,""dy"":-133,""t"":13466},{""x"":1390,""y"":700,""dx"":-61,""dy"":-121,""t"":13499},{""x"":1391,""y"":707,""dx"":-60,""dy"":-114,""t"":13535},{""x"":1388,""y"":715,""dx"":-63,""dy"":-106,""t"":13568},{""x"":1405,""y"":730,""dx"":-46,""dy"":-91,""t"":13602},{""x"":1398,""y"":740,""dx"":-53,""dy"":-81,""t"":13637},{""x"":1389,""y"":747,""dx"":-62,""dy"":-74,""t"":13668},{""x"":1389,""y"":757,""dx"":-62,""dy"":-64,""t"":13703},{""x"":1407,""y"":755,""dx"":-44,""dy"":-66,""t"":13738},{""x"":1422,""y"":751,""dx"":-29,""dy"":-70,""t"":13773},{""x"":1419,""y"":730,""dx"":-32,""dy"":-91,""t"":13805},{""x"":1424,""y"":725,""dx"":-27,""dy"":-96,""t"":13840},{""x"":1426,""y"":716,""dx"":-25,""dy"":-105,""t"":13876},{""x"":1423,""y"":710,""dx"":-28,""dy"":-111,""t"":13908},{""x"":1402,""y"":712,""dx"":-49,""dy"":-109,""t"":13941},{""x"":1391,""y"":713,""dx"":-60,""dy"":-108,""t"":13975},{""x"":1384,""y"":732,""dx"":-67,""dy"":-89,""t"":14011},{""x"":1394,""y"":733,""dx"":-57,""dy"":-88,""t"":14044},{""x"":1405,""y"":732,""dx"":-46,""dy"":-89,""t"":14077},{""x"":1406,""y"":733,""dx"":-45,""dy"":-88,""t"":14111},{""x"":1407,""y"":733,""dx"":-44,""dy"":-88,""t"":14147},{""x"":1399,""y"":721,""dx"":-52,""dy"":-100,""t"":14180},{""x"":1398,""y"":716,""dx"":-53,""dy"":-105,""t"":14214},{""x"":1402,""y"":718,""dx"":-49,""dy"":-103,""t"":14249},{""x"":1394,""y"":720,""dx"":-57,""dy"":-101,""t"":14281},{""x"":1378,""y"":730,""dx"":-73,""dy"":-91,""t"":14315},{""x"":1375,""y"":740,""dx"":-76,""dy"":-81,""t"":14351},{""x"":1364,""y"":740,""dx"":-87,""dy"":-81,""t"":14384},{""x"":1359,""y"":751,""dx"":-92,""dy"":-70,""t"":14417},{""x"":1360,""y"":751,""dx"":-91,""dy"":-70,""t"":14453},{""x"":1364,""y"":766,""dx"":-87,""dy"":-55,""t"":14485},{""x"":1337,""y"":778,""dx"":-114,""dy"":-43,""t"":14519},{""x"":1342,""y"":785,""dx"":-109,""dy"":-36,""t"":14555},{""x"":1344,""y"":777,""dx"":-107,""dy"":-44,""t"":14587},{""x"":1342,""y"":783,""dx"":-109,""dy"":-38,""t"":14621},{""x"":1341,""y"":788,""dx"":-110,""dy"":-33,""t"":14657},{""x"":1344,""y"":777,""dx"":-107,""dy"":-44,""t"":14690},{""x"":1351,""y"":774,""dx"":-100,""dy"":-47,""t"":14723},{""x"":1359,""y"":778,""dx"":-92,""dy"":-43,""t"":14759},{""x"":1364,""y"":763,""dx"":-87,""dy"":-58,""t"":14791},{""x"":1370,""y"":765,""dx"":-81,""dy"":-56,""t"":14825},{""x"":1373,""y"":745,""dx"":-78,""dy"":-76,""t"":14861},{""x"":1373,""y"":734,""dx"":-78,""dy"":-87,""t"":14893},{""x"":1373,""y"":729,""dx"":-78,""dy"":-92,""t"":14927},{""x"":1381,""y"":724,""dx"":-70,""dy"":-97,""t"":14963},{""x"":1385,""y"":715,""dx"":-66,""dy"":-106,""t"":14995}]]","[100,100,79.66101694915254,83.05084745762711,100]","[{""x"":14.982758620689655,""y"":76.55172413793103,""r"":40.34437168177423},{""x"":48.88135593220339,""y"":26.440677966101696,""r"":36.11945532736683},{""x"":-123.1864406779661,""y"":87.30508474576271,""r"":65.3858874491007},{""x"":147.20338983050848,""y"":65.33898305084746,""r"":47.319365788510225},{""x"":-56.45762711864407,""y"":-86.59322033898304,""r"":31.05029234941597}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","39991","0.0-5.0-0.0","","","","","2611"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，1000毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
