"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","2488","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2497","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","6494","0.0-2.0-0.0","","","","","3995","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","8752","0.0-2.0-1.0","","","","","2257","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","10986","0.0-3.0","","","","","","","","800","","","","","","","","","","","","","","","","","",""
"","html-button-response","5","11987","0.0-4.0-0.0","","","","","1000","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","23897","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","25525","0.0-4.0-2.0","","","","","1627","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","42674","0.0-4.0-3.0","","","","","","","","","","[[{""x"":499,""y"":358,""dx"":8,""dy"":77,""t"":1021},{""x"":494,""y"":346,""dx"":3,""dy"":65,""t"":1055},{""x"":491,""y"":338,""dx"":0,""dy"":57,""t"":1091},{""x"":484,""y"":323,""dx"":-7,""dy"":42,""t"":1124},{""x"":482,""y"":305,""dx"":-9,""dy"":24,""t"":1158},{""x"":477,""y"":327,""dx"":-14,""dy"":46,""t"":1193},{""x"":462,""y"":324,""dx"":-29,""dy"":43,""t"":1225},{""x"":448,""y"":322,""dx"":-43,""dy"":41,""t"":1260},{""x"":437,""y"":321,""dx"":-54,""dy"":40,""t"":1293},{""x"":432,""y"":336,""dx"":-59,""dy"":55,""t"":1329},{""x"":436,""y"":359,""dx"":-55,""dy"":78,""t"":1362},{""x"":451,""y"":388,""dx"":-40,""dy"":107,""t"":1396},{""x"":465,""y"":399,""dx"":-26,""dy"":118,""t"":1429},{""x"":473,""y"":398,""dx"":-18,""dy"":117,""t"":1465},{""x"":482,""y"":420,""dx"":-9,""dy"":139,""t"":1498},{""x"":485,""y"":430,""dx"":-6,""dy"":149,""t"":1532},{""x"":490,""y"":447,""dx"":-1,""dy"":166,""t"":1568},{""x"":499,""y"":461,""dx"":8,""dy"":180,""t"":1599},{""x"":505,""y"":477,""dx"":14,""dy"":196,""t"":1633},{""x"":499,""y"":438,""dx"":8,""dy"":157,""t"":1669},{""x"":497,""y"":443,""dx"":6,""dy"":162,""t"":1700},{""x"":507,""y"":426,""dx"":16,""dy"":145,""t"":1735},{""x"":507,""y"":415,""dx"":16,""dy"":134,""t"":1769},{""x"":499,""y"":437,""dx"":8,""dy"":156,""t"":1805},{""x"":503,""y"":467,""dx"":12,""dy"":186,""t"":1837},{""x"":516,""y"":473,""dx"":25,""dy"":192,""t"":1871},{""x"":524,""y"":453,""dx"":33,""dy"":172,""t"":1907},{""x"":533,""y"":452,""dx"":42,""dy"":171,""t"":1939},{""x"":517,""y"":436,""dx"":26,""dy"":155,""t"":1973},{""x"":535,""y"":421,""dx"":44,""dy"":140,""t"":2009},{""x"":523,""y"":412,""dx"":32,""dy"":131,""t"":2041},{""x"":537,""y"":398,""dx"":46,""dy"":117,""t"":2075},{""x"":531,""y"":412,""dx"":40,""dy"":131,""t"":2111},{""x"":536,""y"":403,""dx"":45,""dy"":122,""t"":2143},{""x"":535,""y"":372,""dx"":44,""dy"":91,""t"":2177},{""x"":549,""y"":373,""dx"":58,""dy"":92,""t"":2213},{""x"":539,""y"":409,""dx"":48,""dy"":128,""t"":2245},{""x"":531,""y"":419,""dx"":40,""dy"":138,""t"":2280},{""x"":538,""y"":409,""dx"":47,""dy"":128,""t"":2315},{""x"":543,""y"":401,""dx"":52,""dy"":120,""t"":2347},{""x"":556,""y"":388,""dx"":65,""dy"":107,""t"":2381},{""x"":551,""y"":411,""dx"":60,""dy"":130,""t"":2417},{""x"":560,""y"":400,""dx"":69,""dy"":119,""t"":2449},{""x"":555,""y"":403,""dx"":64,""dy"":122,""t"":2483},{""x"":555,""y"":408,""dx"":64,""dy"":127,""t"":2519},{""x"":568,""y"":406,""dx"":77,""dy"":125,""t"":2552},{""x"":554,""y"":422,""dx"":63,""dy"":141,""t"":2585},{""x"":552,""y"":407,""dx"":61,""dy"":126,""t"":2619},{""x"":520,""y"":401,""dx"":29,""dy"":120,""t"":2655},{""x"":510,""y"":415,""dx"":19,""dy"":134,""t"":2687},{""x"":515,""y"":399,""dx"":24,""dy"":118,""t"":2722},{""x"":508,""y"":425,""dx"":17,""dy"":144,""t"":2758},{""x"":503,""y"":454,""dx"":12,""dy"":173,""t"":2790},{""x"":487,""y"":488,""dx"":-4,""dy"":207,""t"":2824},{""x"":496,""y"":462,""dx"":5,""dy"":181,""t"":2860},{""x"":512,""y"":443,""dx"":21,""dy"":162,""t"":2892},{""x"":521,""y"":413,""dx"":30,""dy"":132,""t"":2925},{""x"":523,""y"":419,""dx"":32,""dy"":138,""t"":2959}],[{""x"":1494,""y"":530,""dx"":43,""dy"":249,""t"":4014},{""x"":1477,""y"":525,""dx"":26,""dy"":244,""t"":4048},{""x"":1465,""y"":530,""dx"":14,""dy"":249,""t"":4083},{""x"":1453,""y"":555,""dx"":2,""dy"":274,""t"":4116},{""x"":1444,""y"":555,""dx"":-7,""dy"":274,""t"":4150},{""x"":1440,""y"":546,""dx"":-11,""dy"":265,""t"":4186},{""x"":1438,""y"":541,""dx"":-13,""dy"":260,""t"":4217},{""x"":1450,""y"":520,""dx"":-1,""dy"":239,""t"":4252},{""x"":1457,""y"":527,""dx"":6,""dy"":246,""t"":4287},{""x"":1471,""y"":524,""dx"":20,""dy"":243,""t"":4320},{""x"":1478,""y"":534,""dx"":27,""dy"":253,""t"":4354},{""x"":1480,""y"":544,""dx"":29,""dy"":263,""t"":4389},{""x"":1472,""y"":561,""dx"":21,""dy"":280,""t"":4422},{""x"":1451,""y"":580,""dx"":0,""dy"":299,""t"":4456},{""x"":1408,""y"":582,""dx"":-43,""dy"":301,""t"":4492},{""x"":1391,""y"":579,""dx"":-60,""dy"":298,""t"":4523},{""x"":1358,""y"":561,""dx"":-93,""dy"":280,""t"":4558},{""x"":1357,""y"":548,""dx"":-94,""dy"":267,""t"":4592},{""x"":1358,""y"":537,""dx"":-93,""dy"":256,""t"":4625},{""x"":1366,""y"":536,""dx"":-85,""dy"":255,""t"":4661},{""x"":1369,""y"":521,""dx"":-82,""dy"":240,""t"":4694},{""x"":1373,""y"":524,""dx"":-78,""dy"":243,""t"":4728},{""x"":1383,""y"":536,""dx"":-68,""dy"":255,""t"":4763},{""x"":1400,""y"":536,""dx"":-51,""dy"":255,""t"":4796},{""x"":1426,""y"":523,""dx"":-25,""dy"":242,""t"":4830},{""x"":1444,""y"":499,""dx"":-7,""dy"":218,""t"":4865},{""x"":1440,""y"":502,""dx"":-11,""dy"":221,""t"":4897},{""x"":1435,""y"":505,""dx"":-16,""dy"":224,""t"":4931},{""x"":1433,""y"":504,""dx"":-18,""dy"":223,""t"":4966},{""x"":1428,""y"":506,""dx"":-23,""dy"":225,""t"":5002},{""x"":1430,""y"":496,""dx"":-21,""dy"":215,""t"":5034},{""x"":1448,""y"":493,""dx"":-3,""dy"":212,""t"":5068},{""x"":1460,""y"":488,""dx"":9,""dy"":207,""t"":5104},{""x"":1472,""y"":498,""dx"":21,""dy"":217,""t"":5136},{""x"":1484,""y"":504,""dx"":33,""dy"":223,""t"":5169},{""x"":1495,""y"":510,""dx"":44,""dy"":229,""t"":5205},{""x"":1502,""y"":507,""dx"":51,""dy"":226,""t"":5237},{""x"":1505,""y"":508,""dx"":54,""dy"":227,""t"":5271},{""x"":1503,""y"":508,""dx"":52,""dy"":227,""t"":5307},{""x"":1498,""y"":506,""dx"":47,""dy"":225,""t"":5339},{""x"":1500,""y"":510,""dx"":49,""dy"":229,""t"":5373},{""x"":1502,""y"":514,""dx"":51,""dy"":233,""t"":5409},{""x"":1489,""y"":530,""dx"":38,""dy"":249,""t"":5442},{""x"":1471,""y"":538,""dx"":20,""dy"":257,""t"":5476},{""x"":1454,""y"":549,""dx"":3,""dy"":268,""t"":5511},{""x"":1436,""y"":557,""dx"":-15,""dy"":276,""t"":5543},{""x"":1424,""y"":568,""dx"":-27,""dy"":287,""t"":5577},{""x"":1419,""y"":567,""dx"":-32,""dy"":286,""t"":5613},{""x"":1417,""y"":567,""dx"":-34,""dy"":286,""t"":5646},{""x"":1414,""y"":568,""dx"":-37,""dy"":287,""t"":5680},{""x"":1422,""y"":550,""dx"":-29,""dy"":269,""t"":5715},{""x"":1427,""y"":546,""dx"":-24,""dy"":265,""t"":5748},{""x"":1412,""y"":552,""dx"":-39,""dy"":271,""t"":5781},{""x"":1415,""y"":542,""dx"":-36,""dy"":261,""t"":5818},{""x"":1395,""y"":530,""dx"":-56,""dy"":249,""t"":5849},{""x"":1401,""y"":540,""dx"":-50,""dy"":259,""t"":5884},{""x"":1416,""y"":549,""dx"":-35,""dy"":268,""t"":5919},{""x"":1428,""y"":556,""dx"":-23,""dy"":275,""t"":5952},{""x"":1452,""y"":537,""dx"":1,""dy"":256,""t"":5986}],[{""x"":857,""y"":568,""dx"":-114,""dy"":17,""t"":7005},{""x"":858,""y"":580,""dx"":-113,""dy"":29,""t"":7042},{""x"":859,""y"":612,""dx"":-112,""dy"":61,""t"":7073},{""x"":844,""y"":614,""dx"":-127,""dy"":63,""t"":7108},{""x"":863,""y"":613,""dx"":-108,""dy"":62,""t"":7143},{""x"":854,""y"":598,""dx"":-117,""dy"":47,""t"":7175},{""x"":857,""y"":576,""dx"":-114,""dy"":25,""t"":7209},{""x"":844,""y"":536,""dx"":-127,""dy"":-15,""t"":7245},{""x"":860,""y"":508,""dx"":-111,""dy"":-43,""t"":7278},{""x"":872,""y"":482,""dx"":-99,""dy"":-69,""t"":7312},{""x"":883,""y"":494,""dx"":-88,""dy"":-57,""t"":7347},{""x"":894,""y"":505,""dx"":-77,""dy"":-46,""t"":7380},{""x"":913,""y"":529,""dx"":-58,""dy"":-22,""t"":7413},{""x"":904,""y"":518,""dx"":-67,""dy"":-33,""t"":7450},{""x"":922,""y"":522,""dx"":-49,""dy"":-29,""t"":7482},{""x"":913,""y"":525,""dx"":-58,""dy"":-26,""t"":7516},{""x"":922,""y"":537,""dx"":-49,""dy"":-14,""t"":7551},{""x"":906,""y"":539,""dx"":-65,""dy"":-12,""t"":7584},{""x"":939,""y"":572,""dx"":-32,""dy"":21,""t"":7618},{""x"":939,""y"":551,""dx"":-32,""dy"":0,""t"":7654},{""x"":951,""y"":572,""dx"":-20,""dy"":21,""t"":7686},{""x"":946,""y"":549,""dx"":-25,""dy"":-2,""t"":7720},{""x"":933,""y"":534,""dx"":-38,""dy"":-17,""t"":7755},{""x"":913,""y"":516,""dx"":-58,""dy"":-35,""t"":7787},{""x"":918,""y"":529,""dx"":-53,""dy"":-22,""t"":7821},{""x"":903,""y"":551,""dx"":-68,""dy"":0,""t"":7856},{""x"":885,""y"":572,""dx"":-86,""dy"":21,""t"":7891},{""x"":876,""y"":581,""dx"":-95,""dy"":30,""t"":7923},{""x"":863,""y"":588,""dx"":-108,""dy"":37,""t"":7957},{""x"":879,""y"":599,""dx"":-92,""dy"":48,""t"":7993},{""x"":891,""y"":607,""dx"":-80,""dy"":56,""t"":8025},{""x"":909,""y"":613,""dx"":-62,""dy"":62,""t"":8059},{""x"":895,""y"":606,""dx"":-76,""dy"":55,""t"":8096},{""x"":882,""y"":608,""dx"":-89,""dy"":57,""t"":8127},{""x"":873,""y"":604,""dx"":-98,""dy"":53,""t"":8161},{""x"":866,""y"":612,""dx"":-105,""dy"":61,""t"":8195},{""x"":860,""y"":618,""dx"":-111,""dy"":67,""t"":8229},{""x"":879,""y"":617,""dx"":-92,""dy"":66,""t"":8265},{""x"":863,""y"":622,""dx"":-108,""dy"":71,""t"":8297},{""x"":847,""y"":617,""dx"":-124,""dy"":66,""t"":8332},{""x"":845,""y"":615,""dx"":-126,""dy"":64,""t"":8368},{""x"":834,""y"":615,""dx"":-137,""dy"":64,""t"":8399},{""x"":837,""y"":609,""dx"":-134,""dy"":58,""t"":8433},{""x"":863,""y"":601,""dx"":-108,""dy"":50,""t"":8469},{""x"":867,""y"":580,""dx"":-104,""dy"":29,""t"":8502},{""x"":869,""y"":559,""dx"":-102,""dy"":8,""t"":8534},{""x"":873,""y"":549,""dx"":-98,""dy"":-2,""t"":8569},{""x"":889,""y"":551,""dx"":-82,""dy"":0,""t"":8605},{""x"":885,""y"":537,""dx"":-86,""dy"":-14,""t"":8637},{""x"":900,""y"":546,""dx"":-71,""dy"":-5,""t"":8671},{""x"":892,""y"":582,""dx"":-79,""dy"":31,""t"":8707},{""x"":877,""y"":589,""dx"":-94,""dy"":38,""t"":8739},{""x"":867,""y"":620,""dx"":-104,""dy"":69,""t"":8774},{""x"":858,""y"":648,""dx"":-113,""dy"":97,""t"":8809},{""x"":842,""y"":651,""dx"":-129,""dy"":100,""t"":8841},{""x"":838,""y"":662,""dx"":-133,""dy"":111,""t"":8875},{""x"":854,""y"":644,""dx"":-117,""dy"":93,""t"":8911},{""x"":855,""y"":623,""dx"":-116,""dy"":72,""t"":8943},{""x"":887,""y"":610,""dx"":-84,""dy"":59,""t"":8977}],[{""x"":411,""y"":810,""dx"":-80,""dy"":-11,""t"":10033},{""x"":412,""y"":807,""dx"":-79,""dy"":-14,""t"":10067},{""x"":427,""y"":818,""dx"":-64,""dy"":-3,""t"":10100},{""x"":425,""y"":815,""dx"":-66,""dy"":-6,""t"":10133},{""x"":443,""y"":840,""dx"":-48,""dy"":19,""t"":10170},{""x"":475,""y"":845,""dx"":-16,""dy"":24,""t"":10202},{""x"":489,""y"":851,""dx"":-2,""dy"":30,""t"":10236},{""x"":497,""y"":857,""dx"":6,""dy"":36,""t"":10272},{""x"":539,""y"":883,""dx"":48,""dy"":62,""t"":10304},{""x"":577,""y"":910,""dx"":86,""dy"":89,""t"":10338},{""x"":625,""y"":941,""dx"":134,""dy"":120,""t"":10374},{""x"":621,""y"":953,""dx"":130,""dy"":132,""t"":10406},{""x"":630,""y"":974,""dx"":139,""dy"":153,""t"":10439},{""x"":643,""y"":970,""dx"":152,""dy"":149,""t"":10476},{""x"":640,""y"":922,""dx"":149,""dy"":101,""t"":10508},{""x"":659,""y"":909,""dx"":168,""dy"":88,""t"":10542},{""x"":659,""y"":867,""dx"":168,""dy"":46,""t"":10578},{""x"":644,""y"":834,""dx"":153,""dy"":13,""t"":10610},{""x"":626,""y"":821,""dx"":135,""dy"":0,""t"":10643},{""x"":641,""y"":807,""dx"":150,""dy"":-14,""t"":10679},{""x"":627,""y"":794,""dx"":136,""dy"":-27,""t"":10711},{""x"":636,""y"":796,""dx"":145,""dy"":-25,""t"":10745},{""x"":623,""y"":789,""dx"":132,""dy"":-32,""t"":10781},{""x"":630,""y"":802,""dx"":139,""dy"":-19,""t"":10814},{""x"":606,""y"":792,""dx"":115,""dy"":-29,""t"":10847},{""x"":602,""y"":798,""dx"":111,""dy"":-23,""t"":10883},{""x"":617,""y"":826,""dx"":126,""dy"":5,""t"":10915},{""x"":599,""y"":832,""dx"":108,""dy"":11,""t"":10949},{""x"":590,""y"":851,""dx"":99,""dy"":30,""t"":10985},{""x"":574,""y"":859,""dx"":83,""dy"":38,""t"":11017},{""x"":567,""y"":866,""dx"":76,""dy"":45,""t"":11051},{""x"":567,""y"":870,""dx"":76,""dy"":49,""t"":11087},{""x"":561,""y"":881,""dx"":70,""dy"":60,""t"":11120},{""x"":552,""y"":887,""dx"":61,""dy"":66,""t"":11153},{""x"":546,""y"":896,""dx"":55,""dy"":75,""t"":11189},{""x"":541,""y"":894,""dx"":50,""dy"":73,""t"":11221},{""x"":533,""y"":897,""dx"":42,""dy"":76,""t"":11256},{""x"":526,""y"":905,""dx"":35,""dy"":84,""t"":11291},{""x"":520,""y"":911,""dx"":29,""dy"":90,""t"":11322},{""x"":521,""y"":902,""dx"":30,""dy"":81,""t"":11357},{""x"":525,""y"":903,""dx"":34,""dy"":82,""t"":11391},{""x"":529,""y"":902,""dx"":38,""dy"":81,""t"":11425},{""x"":535,""y"":896,""dx"":44,""dy"":75,""t"":11461},{""x"":558,""y"":884,""dx"":67,""dy"":63,""t"":11493},{""x"":576,""y"":878,""dx"":85,""dy"":57,""t"":11527},{""x"":582,""y"":882,""dx"":91,""dy"":61,""t"":11563},{""x"":578,""y"":880,""dx"":87,""dy"":59,""t"":11595},{""x"":566,""y"":852,""dx"":75,""dy"":31,""t"":11629},{""x"":549,""y"":826,""dx"":58,""dy"":5,""t"":11665},{""x"":536,""y"":822,""dx"":45,""dy"":1,""t"":11697},{""x"":547,""y"":826,""dx"":56,""dy"":5,""t"":11731},{""x"":542,""y"":816,""dx"":51,""dy"":-5,""t"":11765},{""x"":559,""y"":853,""dx"":68,""dy"":32,""t"":11801},{""x"":541,""y"":837,""dx"":50,""dy"":16,""t"":11833},{""x"":526,""y"":829,""dx"":35,""dy"":8,""t"":11868},{""x"":516,""y"":824,""dx"":25,""dy"":3,""t"":11903},{""x"":505,""y"":827,""dx"":14,""dy"":6,""t"":11935},{""x"":499,""y"":839,""dx"":8,""dy"":18,""t"":11969},{""x"":506,""y"":864,""dx"":15,""dy"":43,""t"":12005}],[{""x"":1421,""y"":817,""dx"":-30,""dy"":-4,""t"":13022},{""x"":1415,""y"":822,""dx"":-36,""dy"":1,""t"":13059},{""x"":1406,""y"":819,""dx"":-45,""dy"":-2,""t"":13091},{""x"":1401,""y"":821,""dx"":-50,""dy"":0,""t"":13125},{""x"":1388,""y"":810,""dx"":-63,""dy"":-11,""t"":13161},{""x"":1367,""y"":792,""dx"":-84,""dy"":-29,""t"":13193},{""x"":1346,""y"":778,""dx"":-105,""dy"":-43,""t"":13227},{""x"":1332,""y"":765,""dx"":-119,""dy"":-56,""t"":13263},{""x"":1326,""y"":758,""dx"":-125,""dy"":-63,""t"":13296},{""x"":1321,""y"":754,""dx"":-130,""dy"":-67,""t"":13329},{""x"":1330,""y"":761,""dx"":-121,""dy"":-60,""t"":13365},{""x"":1330,""y"":766,""dx"":-121,""dy"":-55,""t"":13399},{""x"":1336,""y"":765,""dx"":-115,""dy"":-56,""t"":13430},{""x"":1350,""y"":768,""dx"":-101,""dy"":-53,""t"":13465},{""x"":1358,""y"":773,""dx"":-93,""dy"":-48,""t"":13499},{""x"":1368,""y"":779,""dx"":-83,""dy"":-42,""t"":13535},{""x"":1371,""y"":785,""dx"":-80,""dy"":-36,""t"":13567},{""x"":1372,""y"":788,""dx"":-79,""dy"":-33,""t"":13602},{""x"":1372,""y"":796,""dx"":-79,""dy"":-25,""t"":13636},{""x"":1357,""y"":787,""dx"":-94,""dy"":-34,""t"":13670},{""x"":1339,""y"":773,""dx"":-112,""dy"":-48,""t"":13704},{""x"":1344,""y"":782,""dx"":-107,""dy"":-39,""t"":13739},{""x"":1347,""y"":790,""dx"":-104,""dy"":-31,""t"":13772},{""x"":1352,""y"":797,""dx"":-99,""dy"":-24,""t"":13805},{""x"":1350,""y"":794,""dx"":-101,""dy"":-27,""t"":13841},{""x"":1356,""y"":795,""dx"":-95,""dy"":-26,""t"":13873},{""x"":1348,""y"":781,""dx"":-103,""dy"":-40,""t"":13908},{""x"":1362,""y"":786,""dx"":-89,""dy"":-35,""t"":13943},{""x"":1367,""y"":781,""dx"":-84,""dy"":-40,""t"":13975},{""x"":1349,""y"":761,""dx"":-102,""dy"":-60,""t"":14009},{""x"":1338,""y"":748,""dx"":-113,""dy"":-73,""t"":14045},{""x"":1345,""y"":757,""dx"":-106,""dy"":-64,""t"":14077},{""x"":1354,""y"":767,""dx"":-97,""dy"":-54,""t"":14111},{""x"":1361,""y"":777,""dx"":-90,""dy"":-44,""t"":14147},{""x"":1367,""y"":782,""dx"":-84,""dy"":-39,""t"":14179},{""x"":1364,""y"":776,""dx"":-87,""dy"":-45,""t"":14214},{""x"":1363,""y"":771,""dx"":-88,""dy"":-50,""t"":14249},{""x"":1359,""y"":765,""dx"":-92,""dy"":-56,""t"":14282},{""x"":1362,""y"":770,""dx"":-89,""dy"":-51,""t"":14316},{""x"":1373,""y"":788,""dx"":-78,""dy"":-33,""t"":14351},{""x"":1378,""y"":796,""dx"":-73,""dy"":-25,""t"":14383},{""x"":1379,""y"":797,""dx"":-72,""dy"":-24,""t"":14418},{""x"":1373,""y"":791,""dx"":-78,""dy"":-30,""t"":14453},{""x"":1377,""y"":796,""dx"":-74,""dy"":-25,""t"":14485},{""x"":1378,""y"":795,""dx"":-73,""dy"":-26,""t"":14519},{""x"":1381,""y"":791,""dx"":-70,""dy"":-30,""t"":14555},{""x"":1382,""y"":796,""dx"":-69,""dy"":-25,""t"":14588},{""x"":1382,""y"":800,""dx"":-69,""dy"":-21,""t"":14621},{""x"":1380,""y"":793,""dx"":-71,""dy"":-28,""t"":14657},{""x"":1375,""y"":790,""dx"":-76,""dy"":-31,""t"":14691},{""x"":1369,""y"":784,""dx"":-82,""dy"":-37,""t"":14724},{""x"":1367,""y"":778,""dx"":-84,""dy"":-43,""t"":14757},{""x"":1363,""y"":769,""dx"":-88,""dy"":-52,""t"":14793},{""x"":1367,""y"":778,""dx"":-84,""dy"":-43,""t"":14826},{""x"":1371,""y"":778,""dx"":-80,""dy"":-43,""t"":14859},{""x"":1364,""y"":767,""dx"":-87,""dy"":-54,""t"":14895},{""x"":1359,""y"":758,""dx"":-92,""dy"":-63,""t"":14926},{""x"":1354,""y"":749,""dx"":-97,""dy"":-72,""t"":14962},{""x"":1367,""y"":759,""dx"":-84,""dy"":-62,""t"":14995}]]","[98.27586206896551,0,100,96.61016949152543,100]","[{""x"":18.25862068965517,""y"":124.37931034482759,""r"":67.61761468355854},{""x"":-11.508474576271187,""y"":252.20338983050848,""r"":39.52358122867792},{""x"":-90.20338983050847,""y"":26.71186440677966,""r"":45.339087596901486},{""x"":66.55932203389831,""y"":38.69491525423729,""r"":55.21359896855159},{""x"":-87.72881355932203,""y"":-39.47457627118644,""r"":18.345842885064148}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","","",""
"","html-button-response","9","43865","0.0-4.0-4.0-0.0-0.0","","","","","1189","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","",""
