"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","4167","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","4174","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","13582","0.0-2.0-0.0","","","","","9405","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","15325","0.0-2.0-1.0","","","","","1742","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","17229","0.0-3.0","","","","","1901"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","62924","0.0-4.0","","","","","","","","","2205","","","","","","","","","","","","","","","",""
"","html-button-response","6","65726","0.0-5.0-0.0","","","","","2800","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","77265","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","79741","0.0-5.0-2.0","","","","","2475","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","108039","0.0-5.0-3.0","","","","","","","","","","[[{""x"":587,""y"":272,""dx"":96,""dy"":-9,""t"":989},{""x"":585,""y"":261,""dx"":94,""dy"":-20,""t"":1024},{""x"":594,""y"":258,""dx"":103,""dy"":-23,""t"":1058},{""x"":611,""y"":265,""dx"":120,""dy"":-16,""t"":1092},{""x"":625,""y"":253,""dx"":134,""dy"":-28,""t"":1125},{""x"":575,""y"":287,""dx"":84,""dy"":6,""t"":1159},{""x"":586,""y"":285,""dx"":95,""dy"":4,""t"":1194},{""x"":602,""y"":292,""dx"":111,""dy"":11,""t"":1228},{""x"":626,""y"":293,""dx"":135,""dy"":12,""t"":1262},{""x"":643,""y"":294,""dx"":152,""dy"":13,""t"":1295},{""x"":652,""y"":284,""dx"":161,""dy"":3,""t"":1330},{""x"":654,""y"":284,""dx"":163,""dy"":3,""t"":1364},{""x"":661,""y"":284,""dx"":170,""dy"":3,""t"":1397},{""x"":666,""y"":287,""dx"":175,""dy"":6,""t"":1433},{""x"":670,""y"":289,""dx"":179,""dy"":8,""t"":1464},{""x"":662,""y"":281,""dx"":171,""dy"":0,""t"":1500},{""x"":660,""y"":284,""dx"":169,""dy"":3,""t"":1534},{""x"":671,""y"":294,""dx"":180,""dy"":13,""t"":1568},{""x"":667,""y"":302,""dx"":176,""dy"":21,""t"":1602},{""x"":661,""y"":303,""dx"":170,""dy"":22,""t"":1636},{""x"":631,""y"":296,""dx"":140,""dy"":15,""t"":1670},{""x"":591,""y"":269,""dx"":100,""dy"":-12,""t"":1703},{""x"":556,""y"":248,""dx"":65,""dy"":-33,""t"":1738},{""x"":524,""y"":239,""dx"":33,""dy"":-42,""t"":1772},{""x"":493,""y"":243,""dx"":2,""dy"":-38,""t"":1805},{""x"":437,""y"":248,""dx"":-54,""dy"":-33,""t"":1840},{""x"":420,""y"":248,""dx"":-71,""dy"":-33,""t"":1872},{""x"":403,""y"":246,""dx"":-88,""dy"":-35,""t"":1908},{""x"":429,""y"":254,""dx"":-62,""dy"":-27,""t"":1942},{""x"":450,""y"":255,""dx"":-41,""dy"":-26,""t"":1975},{""x"":485,""y"":255,""dx"":-6,""dy"":-26,""t"":2010},{""x"":508,""y"":262,""dx"":17,""dy"":-19,""t"":2044},{""x"":525,""y"":278,""dx"":34,""dy"":-3,""t"":2078},{""x"":564,""y"":272,""dx"":73,""dy"":-9,""t"":2112},{""x"":585,""y"":278,""dx"":94,""dy"":-3,""t"":2145},{""x"":599,""y"":286,""dx"":108,""dy"":5,""t"":2180},{""x"":578,""y"":298,""dx"":87,""dy"":17,""t"":2214},{""x"":586,""y"":300,""dx"":95,""dy"":19,""t"":2248},{""x"":637,""y"":303,""dx"":146,""dy"":22,""t"":2281},{""x"":642,""y"":304,""dx"":151,""dy"":23,""t"":2316},{""x"":658,""y"":303,""dx"":167,""dy"":22,""t"":2351},{""x"":662,""y"":306,""dx"":171,""dy"":25,""t"":2384},{""x"":672,""y"":312,""dx"":181,""dy"":31,""t"":2418},{""x"":647,""y"":329,""dx"":156,""dy"":48,""t"":2451},{""x"":651,""y"":327,""dx"":160,""dy"":46,""t"":2487},{""x"":651,""y"":319,""dx"":160,""dy"":38,""t"":2520},{""x"":639,""y"":313,""dx"":148,""dy"":32,""t"":2553},{""x"":593,""y"":324,""dx"":102,""dy"":43,""t"":2588},{""x"":593,""y"":305,""dx"":102,""dy"":24,""t"":2622},{""x"":603,""y"":288,""dx"":112,""dy"":7,""t"":2656},{""x"":620,""y"":268,""dx"":129,""dy"":-13,""t"":2689},{""x"":619,""y"":282,""dx"":128,""dy"":1,""t"":2724},{""x"":616,""y"":278,""dx"":125,""dy"":-3,""t"":2757},{""x"":635,""y"":260,""dx"":144,""dy"":-21,""t"":2792},{""x"":634,""y"":251,""dx"":143,""dy"":-30,""t"":2826},{""x"":627,""y"":277,""dx"":136,""dy"":-4,""t"":2860},{""x"":605,""y"":287,""dx"":114,""dy"":6,""t"":2894},{""x"":638,""y"":276,""dx"":147,""dy"":-5,""t"":2928},{""x"":655,""y"":278,""dx"":164,""dy"":-3,""t"":2962}],[{""x"":1590,""y"":284,""dx"":139,""dy"":3,""t"":4016},{""x"":1591,""y"":285,""dx"":140,""dy"":4,""t"":4050},{""x"":1603,""y"":286,""dx"":152,""dy"":5,""t"":4083},{""x"":1581,""y"":305,""dx"":130,""dy"":24,""t"":4118},{""x"":1554,""y"":330,""dx"":103,""dy"":49,""t"":4152},{""x"":1532,""y"":334,""dx"":81,""dy"":53,""t"":4186},{""x"":1512,""y"":344,""dx"":61,""dy"":63,""t"":4220},{""x"":1505,""y"":348,""dx"":54,""dy"":67,""t"":4254},{""x"":1493,""y"":352,""dx"":42,""dy"":71,""t"":4288},{""x"":1476,""y"":341,""dx"":25,""dy"":60,""t"":4322},{""x"":1478,""y"":345,""dx"":27,""dy"":64,""t"":4356},{""x"":1474,""y"":341,""dx"":23,""dy"":60,""t"":4390},{""x"":1470,""y"":348,""dx"":19,""dy"":67,""t"":4425},{""x"":1465,""y"":346,""dx"":14,""dy"":65,""t"":4458},{""x"":1459,""y"":333,""dx"":8,""dy"":52,""t"":4492},{""x"":1489,""y"":317,""dx"":38,""dy"":36,""t"":4526},{""x"":1486,""y"":306,""dx"":35,""dy"":25,""t"":4560},{""x"":1489,""y"":300,""dx"":38,""dy"":19,""t"":4593},{""x"":1514,""y"":295,""dx"":63,""dy"":14,""t"":4627},{""x"":1535,""y"":291,""dx"":84,""dy"":10,""t"":4660},{""x"":1520,""y"":297,""dx"":69,""dy"":16,""t"":4696},{""x"":1524,""y"":307,""dx"":73,""dy"":26,""t"":4731},{""x"":1513,""y"":332,""dx"":62,""dy"":51,""t"":4764},{""x"":1517,""y"":344,""dx"":66,""dy"":63,""t"":4798},{""x"":1519,""y"":353,""dx"":68,""dy"":72,""t"":4832},{""x"":1535,""y"":345,""dx"":84,""dy"":64,""t"":4866},{""x"":1529,""y"":357,""dx"":78,""dy"":76,""t"":4900},{""x"":1525,""y"":374,""dx"":74,""dy"":93,""t"":4934},{""x"":1532,""y"":375,""dx"":81,""dy"":94,""t"":4968},{""x"":1533,""y"":384,""dx"":82,""dy"":103,""t"":5002},{""x"":1533,""y"":390,""dx"":82,""dy"":109,""t"":5034},{""x"":1513,""y"":385,""dx"":62,""dy"":104,""t"":5070},{""x"":1496,""y"":376,""dx"":45,""dy"":95,""t"":5103},{""x"":1483,""y"":358,""dx"":32,""dy"":77,""t"":5138},{""x"":1483,""y"":356,""dx"":32,""dy"":75,""t"":5171},{""x"":1503,""y"":401,""dx"":52,""dy"":120,""t"":5206},{""x"":1502,""y"":417,""dx"":51,""dy"":136,""t"":5241},{""x"":1509,""y"":399,""dx"":58,""dy"":118,""t"":5274},{""x"":1535,""y"":413,""dx"":84,""dy"":132,""t"":5308},{""x"":1550,""y"":389,""dx"":99,""dy"":108,""t"":5342},{""x"":1537,""y"":396,""dx"":86,""dy"":115,""t"":5376},{""x"":1546,""y"":383,""dx"":95,""dy"":102,""t"":5410},{""x"":1540,""y"":370,""dx"":89,""dy"":89,""t"":5444},{""x"":1545,""y"":405,""dx"":94,""dy"":124,""t"":5478},{""x"":1561,""y"":382,""dx"":110,""dy"":101,""t"":5512},{""x"":1558,""y"":360,""dx"":107,""dy"":79,""t"":5545},{""x"":1567,""y"":352,""dx"":116,""dy"":71,""t"":5580},{""x"":1592,""y"":392,""dx"":141,""dy"":111,""t"":5614},{""x"":1592,""y"":374,""dx"":141,""dy"":93,""t"":5648},{""x"":1556,""y"":339,""dx"":105,""dy"":58,""t"":5682},{""x"":1552,""y"":334,""dx"":101,""dy"":53,""t"":5716},{""x"":1538,""y"":314,""dx"":87,""dy"":33,""t"":5750},{""x"":1553,""y"":323,""dx"":102,""dy"":42,""t"":5784},{""x"":1556,""y"":323,""dx"":105,""dy"":42,""t"":5818},{""x"":1552,""y"":329,""dx"":101,""dy"":48,""t"":5852},{""x"":1549,""y"":372,""dx"":98,""dy"":91,""t"":5886},{""x"":1528,""y"":361,""dx"":77,""dy"":80,""t"":5920},{""x"":1561,""y"":370,""dx"":110,""dy"":89,""t"":5955},{""x"":1588,""y"":409,""dx"":137,""dy"":128,""t"":5987}],[{""x"":971,""y"":508,""dx"":0,""dy"":-43,""t"":7006},{""x"":979,""y"":516,""dx"":8,""dy"":-35,""t"":7042},{""x"":987,""y"":508,""dx"":16,""dy"":-43,""t"":7076},{""x"":1000,""y"":508,""dx"":29,""dy"":-43,""t"":7109},{""x"":1006,""y"":520,""dx"":35,""dy"":-31,""t"":7144},{""x"":1008,""y"":526,""dx"":37,""dy"":-25,""t"":7178},{""x"":1008,""y"":507,""dx"":37,""dy"":-44,""t"":7211},{""x"":1006,""y"":486,""dx"":35,""dy"":-65,""t"":7245},{""x"":998,""y"":467,""dx"":27,""dy"":-84,""t"":7280},{""x"":997,""y"":456,""dx"":26,""dy"":-95,""t"":7314},{""x"":1002,""y"":446,""dx"":31,""dy"":-105,""t"":7348},{""x"":990,""y"":442,""dx"":19,""dy"":-109,""t"":7382},{""x"":984,""y"":453,""dx"":13,""dy"":-98,""t"":7416},{""x"":982,""y"":455,""dx"":11,""dy"":-96,""t"":7450},{""x"":973,""y"":458,""dx"":2,""dy"":-93,""t"":7484},{""x"":975,""y"":465,""dx"":4,""dy"":-86,""t"":7518},{""x"":985,""y"":470,""dx"":14,""dy"":-81,""t"":7552},{""x"":985,""y"":472,""dx"":14,""dy"":-79,""t"":7586},{""x"":985,""y"":473,""dx"":14,""dy"":-78,""t"":7621},{""x"":986,""y"":477,""dx"":15,""dy"":-74,""t"":7654},{""x"":988,""y"":486,""dx"":17,""dy"":-65,""t"":7688},{""x"":988,""y"":500,""dx"":17,""dy"":-51,""t"":7722},{""x"":988,""y"":509,""dx"":17,""dy"":-42,""t"":7756},{""x"":990,""y"":502,""dx"":19,""dy"":-49,""t"":7789},{""x"":983,""y"":523,""dx"":12,""dy"":-28,""t"":7823},{""x"":983,""y"":535,""dx"":12,""dy"":-16,""t"":7858},{""x"":989,""y"":508,""dx"":18,""dy"":-43,""t"":7892},{""x"":992,""y"":532,""dx"":21,""dy"":-19,""t"":7926},{""x"":988,""y"":544,""dx"":17,""dy"":-7,""t"":7960},{""x"":982,""y"":564,""dx"":11,""dy"":13,""t"":7994},{""x"":978,""y"":567,""dx"":7,""dy"":16,""t"":8028},{""x"":969,""y"":591,""dx"":-2,""dy"":40,""t"":8062},{""x"":987,""y"":564,""dx"":16,""dy"":13,""t"":8096},{""x"":1002,""y"":557,""dx"":31,""dy"":6,""t"":8130},{""x"":995,""y"":607,""dx"":24,""dy"":56,""t"":8164},{""x"":982,""y"":610,""dx"":11,""dy"":59,""t"":8198},{""x"":971,""y"":655,""dx"":0,""dy"":104,""t"":8272},{""x"":980,""y"":633,""dx"":9,""dy"":82,""t"":8300},{""x"":982,""y"":647,""dx"":11,""dy"":96,""t"":8333},{""x"":958,""y"":634,""dx"":-13,""dy"":83,""t"":8368},{""x"":956,""y"":583,""dx"":-15,""dy"":32,""t"":8402},{""x"":954,""y"":558,""dx"":-17,""dy"":7,""t"":8437},{""x"":950,""y"":568,""dx"":-21,""dy"":17,""t"":8470},{""x"":965,""y"":518,""dx"":-6,""dy"":-33,""t"":8504},{""x"":983,""y"":509,""dx"":12,""dy"":-42,""t"":8538},{""x"":1003,""y"":494,""dx"":32,""dy"":-57,""t"":8572},{""x"":1006,""y"":480,""dx"":35,""dy"":-71,""t"":8604},{""x"":1027,""y"":491,""dx"":56,""dy"":-60,""t"":8640},{""x"":1042,""y"":491,""dx"":71,""dy"":-60,""t"":8673},{""x"":1048,""y"":513,""dx"":77,""dy"":-38,""t"":8708},{""x"":1033,""y"":558,""dx"":62,""dy"":7,""t"":8742},{""x"":1024,""y"":567,""dx"":53,""dy"":16,""t"":8776},{""x"":1019,""y"":559,""dx"":48,""dy"":8,""t"":8810},{""x"":1008,""y"":594,""dx"":37,""dy"":43,""t"":8844},{""x"":998,""y"":579,""dx"":27,""dy"":28,""t"":8878},{""x"":989,""y"":596,""dx"":18,""dy"":45,""t"":8912},{""x"":984,""y"":563,""dx"":13,""dy"":12,""t"":8945},{""x"":976,""y"":583,""dx"":5,""dy"":32,""t"":8980}],[{""x"":666,""y"":756,""dx"":175,""dy"":-65,""t"":10034},{""x"":632,""y"":769,""dx"":141,""dy"":-52,""t"":10067},{""x"":642,""y"":770,""dx"":151,""dy"":-51,""t"":10102},{""x"":620,""y"":769,""dx"":129,""dy"":-52,""t"":10136},{""x"":628,""y"":778,""dx"":137,""dy"":-43,""t"":10170},{""x"":595,""y"":785,""dx"":104,""dy"":-36,""t"":10202},{""x"":605,""y"":785,""dx"":114,""dy"":-36,""t"":10237},{""x"":584,""y"":791,""dx"":93,""dy"":-30,""t"":10272},{""x"":607,""y"":788,""dx"":116,""dy"":-33,""t"":10306},{""x"":586,""y"":788,""dx"":95,""dy"":-33,""t"":10340},{""x"":566,""y"":780,""dx"":75,""dy"":-41,""t"":10374},{""x"":542,""y"":776,""dx"":51,""dy"":-45,""t"":10407},{""x"":535,""y"":764,""dx"":44,""dy"":-57,""t"":10442},{""x"":529,""y"":760,""dx"":38,""dy"":-61,""t"":10476},{""x"":530,""y"":766,""dx"":39,""dy"":-55,""t"":10510},{""x"":532,""y"":771,""dx"":41,""dy"":-50,""t"":10544},{""x"":530,""y"":774,""dx"":39,""dy"":-47,""t"":10579},{""x"":534,""y"":766,""dx"":43,""dy"":-55,""t"":10613},{""x"":535,""y"":759,""dx"":44,""dy"":-62,""t"":10646},{""x"":540,""y"":766,""dx"":49,""dy"":-55,""t"":10679},{""x"":534,""y"":772,""dx"":43,""dy"":-49,""t"":10714},{""x"":534,""y"":771,""dx"":43,""dy"":-50,""t"":10748},{""x"":532,""y"":779,""dx"":41,""dy"":-42,""t"":10782},{""x"":528,""y"":784,""dx"":37,""dy"":-37,""t"":10816},{""x"":536,""y"":791,""dx"":45,""dy"":-30,""t"":10850},{""x"":539,""y"":808,""dx"":48,""dy"":-13,""t"":10884},{""x"":542,""y"":814,""dx"":51,""dy"":-7,""t"":10918},{""x"":543,""y"":815,""dx"":52,""dy"":-6,""t"":10952},{""x"":545,""y"":822,""dx"":54,""dy"":1,""t"":10987},{""x"":534,""y"":821,""dx"":43,""dy"":0,""t"":11021},{""x"":534,""y"":827,""dx"":43,""dy"":6,""t"":11053},{""x"":538,""y"":831,""dx"":47,""dy"":10,""t"":11088},{""x"":548,""y"":842,""dx"":57,""dy"":21,""t"":11122},{""x"":553,""y"":836,""dx"":62,""dy"":15,""t"":11156},{""x"":550,""y"":824,""dx"":59,""dy"":3,""t"":11190},{""x"":559,""y"":830,""dx"":68,""dy"":9,""t"":11224},{""x"":566,""y"":834,""dx"":75,""dy"":13,""t"":11258},{""x"":563,""y"":845,""dx"":72,""dy"":24,""t"":11293},{""x"":560,""y"":847,""dx"":69,""dy"":26,""t"":11325},{""x"":567,""y"":842,""dx"":76,""dy"":21,""t"":11359},{""x"":570,""y"":852,""dx"":79,""dy"":31,""t"":11394},{""x"":557,""y"":831,""dx"":66,""dy"":10,""t"":11428},{""x"":546,""y"":825,""dx"":55,""dy"":4,""t"":11462},{""x"":558,""y"":838,""dx"":67,""dy"":17,""t"":11495},{""x"":571,""y"":851,""dx"":80,""dy"":30,""t"":11530},{""x"":576,""y"":868,""dx"":85,""dy"":47,""t"":11563},{""x"":572,""y"":867,""dx"":81,""dy"":46,""t"":11599},{""x"":567,""y"":862,""dx"":76,""dy"":41,""t"":11632},{""x"":554,""y"":876,""dx"":63,""dy"":55,""t"":11666},{""x"":557,""y"":888,""dx"":66,""dy"":67,""t"":11699},{""x"":574,""y"":888,""dx"":83,""dy"":67,""t"":11734},{""x"":580,""y"":893,""dx"":89,""dy"":72,""t"":11768},{""x"":584,""y"":896,""dx"":93,""dy"":75,""t"":11800},{""x"":580,""y"":905,""dx"":89,""dy"":84,""t"":11836},{""x"":566,""y"":908,""dx"":75,""dy"":87,""t"":11870},{""x"":555,""y"":911,""dx"":64,""dy"":90,""t"":11904},{""x"":557,""y"":907,""dx"":66,""dy"":86,""t"":11938},{""x"":558,""y"":898,""dx"":67,""dy"":77,""t"":11972},{""x"":563,""y"":896,""dx"":72,""dy"":75,""t"":12006}],[{""x"":1356,""y"":840,""dx"":-95,""dy"":19,""t"":13026},{""x"":1352,""y"":835,""dx"":-99,""dy"":14,""t"":13059},{""x"":1344,""y"":828,""dx"":-107,""dy"":7,""t"":13094},{""x"":1354,""y"":822,""dx"":-97,""dy"":1,""t"":13128},{""x"":1346,""y"":813,""dx"":-105,""dy"":-8,""t"":13162},{""x"":1351,""y"":810,""dx"":-100,""dy"":-11,""t"":13196},{""x"":1361,""y"":797,""dx"":-90,""dy"":-24,""t"":13230},{""x"":1356,""y"":796,""dx"":-95,""dy"":-25,""t"":13263},{""x"":1353,""y"":797,""dx"":-98,""dy"":-24,""t"":13297},{""x"":1340,""y"":806,""dx"":-111,""dy"":-15,""t"":13333},{""x"":1329,""y"":814,""dx"":-122,""dy"":-7,""t"":13363},{""x"":1342,""y"":814,""dx"":-109,""dy"":-7,""t"":13400},{""x"":1326,""y"":821,""dx"":-125,""dy"":0,""t"":13434},{""x"":1321,""y"":830,""dx"":-130,""dy"":9,""t"":13468},{""x"":1333,""y"":832,""dx"":-118,""dy"":11,""t"":13502},{""x"":1341,""y"":834,""dx"":-110,""dy"":13,""t"":13536},{""x"":1341,""y"":828,""dx"":-110,""dy"":7,""t"":13570},{""x"":1343,""y"":827,""dx"":-108,""dy"":6,""t"":13604},{""x"":1349,""y"":820,""dx"":-102,""dy"":-1,""t"":13639},{""x"":1345,""y"":829,""dx"":-106,""dy"":8,""t"":13672},{""x"":1349,""y"":823,""dx"":-102,""dy"":2,""t"":13706},{""x"":1347,""y"":819,""dx"":-104,""dy"":-2,""t"":13739},{""x"":1346,""y"":815,""dx"":-105,""dy"":-6,""t"":13772},{""x"":1359,""y"":818,""dx"":-92,""dy"":-3,""t"":13808},{""x"":1358,""y"":810,""dx"":-93,""dy"":-11,""t"":13841},{""x"":1369,""y"":804,""dx"":-82,""dy"":-17,""t"":13876},{""x"":1380,""y"":803,""dx"":-71,""dy"":-18,""t"":13910},{""x"":1377,""y"":819,""dx"":-74,""dy"":-2,""t"":13944},{""x"":1362,""y"":836,""dx"":-89,""dy"":15,""t"":13978},{""x"":1352,""y"":846,""dx"":-99,""dy"":25,""t"":14011},{""x"":1363,""y"":844,""dx"":-88,""dy"":23,""t"":14046},{""x"":1350,""y"":867,""dx"":-101,""dy"":46,""t"":14080},{""x"":1341,""y"":893,""dx"":-110,""dy"":72,""t"":14114},{""x"":1341,""y"":911,""dx"":-110,""dy"":90,""t"":14148},{""x"":1335,""y"":926,""dx"":-116,""dy"":105,""t"":14182},{""x"":1336,""y"":922,""dx"":-115,""dy"":101,""t"":14216},{""x"":1331,""y"":936,""dx"":-120,""dy"":115,""t"":14250},{""x"":1314,""y"":939,""dx"":-137,""dy"":118,""t"":14284},{""x"":1314,""y"":933,""dx"":-137,""dy"":112,""t"":14317},{""x"":1314,""y"":927,""dx"":-137,""dy"":106,""t"":14352},{""x"":1303,""y"":913,""dx"":-148,""dy"":92,""t"":14386},{""x"":1321,""y"":899,""dx"":-130,""dy"":78,""t"":14420},{""x"":1302,""y"":903,""dx"":-149,""dy"":82,""t"":14454},{""x"":1305,""y"":915,""dx"":-146,""dy"":94,""t"":14488},{""x"":1304,""y"":914,""dx"":-147,""dy"":93,""t"":14522},{""x"":1299,""y"":922,""dx"":-152,""dy"":101,""t"":14556},{""x"":1307,""y"":924,""dx"":-144,""dy"":103,""t"":14590},{""x"":1320,""y"":910,""dx"":-131,""dy"":89,""t"":14623},{""x"":1326,""y"":927,""dx"":-125,""dy"":106,""t"":14659},{""x"":1323,""y"":914,""dx"":-128,""dy"":93,""t"":14692},{""x"":1331,""y"":914,""dx"":-120,""dy"":93,""t"":14726},{""x"":1334,""y"":925,""dx"":-117,""dy"":104,""t"":14760},{""x"":1335,""y"":932,""dx"":-116,""dy"":111,""t"":14794},{""x"":1339,""y"":942,""dx"":-112,""dy"":121,""t"":14828},{""x"":1346,""y"":938,""dx"":-105,""dy"":117,""t"":14862},{""x"":1330,""y"":936,""dx"":-121,""dy"":115,""t"":14896},{""x"":1330,""y"":918,""dx"":-121,""dy"":97,""t"":14930},{""x"":1327,""y"":907,""dx"":-124,""dy"":86,""t"":14964},{""x"":1315,""y"":896,""dx"":-136,""dy"":75,""t"":14998},{""x"":1309,""y"":890,""dx"":-142,""dy"":69,""t"":15032}]]","[100,100,100,100,100]","[{""x"":107.62711864406779,""y"":0.6440677966101694,""r"":48.79543566562691},{""x"":78.16949152542372,""y"":69.35593220338983,""r"":43.6630335622293},{""x"":19.46551724137931,""y"":-21.948275862068964,""r"":76.36760782432025},{""x"":71.50847457627118,""y"":0.288135593220339,""r"":50.80590392463793},{""x"":-113.88333333333334,""y"":46.05,""r"":79.43975713406007}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.30","validate","","","","","","","","","",""
