success,trial_type,trial_index,time_elapsed,internal_node_id,timeout,failed_images,failed_audio,failed_video,rt,response,question_order,load_time,stimulus,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,task,phase,ans,ISI,webgazer_data,webgazer_targets,size,target,response_answer,correct,webgazer_targets_data
TRUE,fullscreen,0,2366,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,preload,1,2371,0.0-1.0,FALSE,[],[],[],,,,,,,,,,,,,,,,,,,,,
,survey-text,2,21906,0.0-2.0-0.0,,,,,19533,"{""name"":""罗晨曦"",""age"":""23""}",,,,,,,,,,,,,,,,,,,
,survey-multi-choice,3,28498,0.0-2.0-1.0,,,,,6590,{"sex":"女"},[0],,,,,,,,,,,,,,,,,,
,webgazer-init-camera,4,39114,0.0-3.0,,,,,,,,1957,,,,,,,,,,,,,,,,,
,html-button-response,5,40258,0.0-4.0-0.0,,,,,1141,0,,,"
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ",,,,,,,,,,,,,,,,
,webgazer-calibrate,6,53089,0.0-4.0-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,html-button-response,7,55050,0.0-4.0-2.0,,,,,1960,0,,,"
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ",,,,,,,,,,,,,,,,
,webgazer-validate,8,74915,0.0-4.0-3.0,,,,,,,,,,"[[{""x"":487,""y"":414,""dx"":-4,""dy"":133,""t"":990},{""x"":432,""y"":421,""dx"":-59,""dy"":140,""t"":1024},{""x"":423,""y"":441,""dx"":-68,""dy"":160,""t"":1058},{""x"":436,""y"":445,""dx"":-55,""dy"":164,""t"":1093},{""x"":434,""y"":432,""dx"":-57,""dy"":151,""t"":1126},{""x"":441,""y"":436,""dx"":-50,""dy"":155,""t"":1160},{""x"":466,""y"":426,""dx"":-25,""dy"":145,""t"":1194},{""x"":427,""y"":416,""dx"":-64,""dy"":135,""t"":1228},{""x"":453,""y"":410,""dx"":-38,""dy"":129,""t"":1261},{""x"":447,""y"":429,""dx"":-44,""dy"":148,""t"":1297},{""x"":473,""y"":434,""dx"":-18,""dy"":153,""t"":1330},{""x"":487,""y"":426,""dx"":-4,""dy"":145,""t"":1364},{""x"":488,""y"":416,""dx"":-3,""dy"":135,""t"":1398},{""x"":483,""y"":415,""dx"":-8,""dy"":134,""t"":1432},{""x"":488,""y"":429,""dx"":-3,""dy"":148,""t"":1467},{""x"":509,""y"":415,""dx"":18,""dy"":134,""t"":1500},{""x"":497,""y"":401,""dx"":6,""dy"":120,""t"":1534},{""x"":504,""y"":421,""dx"":13,""dy"":140,""t"":1568},{""x"":485,""y"":399,""dx"":-6,""dy"":118,""t"":1602},{""x"":508,""y"":435,""dx"":17,""dy"":154,""t"":1636},{""x"":472,""y"":402,""dx"":-19,""dy"":121,""t"":1670},{""x"":437,""y"":409,""dx"":-54,""dy"":128,""t"":1704},{""x"":479,""y"":421,""dx"":-12,""dy"":140,""t"":1738},{""x"":487,""y"":404,""dx"":-4,""dy"":123,""t"":1772},{""x"":517,""y"":404,""dx"":26,""dy"":123,""t"":1806},{""x"":520,""y"":389,""dx"":29,""dy"":108,""t"":1839},{""x"":527,""y"":398,""dx"":36,""dy"":117,""t"":1875},{""x"":527,""y"":425,""dx"":36,""dy"":144,""t"":1908},{""x"":533,""y"":427,""dx"":42,""dy"":146,""t"":1942},{""x"":521,""y"":426,""dx"":30,""dy"":145,""t"":1976},{""x"":537,""y"":404,""dx"":46,""dy"":123,""t"":2008},{""x"":532,""y"":384,""dx"":41,""dy"":103,""t"":2043},{""x"":521,""y"":366,""dx"":30,""dy"":85,""t"":2078},{""x"":521,""y"":354,""dx"":30,""dy"":73,""t"":2111},{""x"":509,""y"":368,""dx"":18,""dy"":87,""t"":2146},{""x"":508,""y"":400,""dx"":17,""dy"":119,""t"":2180},{""x"":527,""y"":414,""dx"":36,""dy"":133,""t"":2214},{""x"":546,""y"":413,""dx"":55,""dy"":132,""t"":2248},{""x"":524,""y"":437,""dx"":33,""dy"":156,""t"":2282},{""x"":505,""y"":467,""dx"":14,""dy"":186,""t"":2316},{""x"":484,""y"":461,""dx"":-7,""dy"":180,""t"":2351},{""x"":463,""y"":432,""dx"":-28,""dy"":151,""t"":2384},{""x"":438,""y"":419,""dx"":-53,""dy"":138,""t"":2419},{""x"":481,""y"":436,""dx"":-10,""dy"":155,""t"":2452},{""x"":466,""y"":442,""dx"":-25,""dy"":161,""t"":2486},{""x"":470,""y"":432,""dx"":-21,""dy"":151,""t"":2520},{""x"":462,""y"":434,""dx"":-29,""dy"":153,""t"":2554},{""x"":490,""y"":431,""dx"":-1,""dy"":150,""t"":2589},{""x"":453,""y"":402,""dx"":-38,""dy"":121,""t"":2622},{""x"":479,""y"":434,""dx"":-12,""dy"":153,""t"":2656},{""x"":497,""y"":451,""dx"":6,""dy"":170,""t"":2690},{""x"":489,""y"":475,""dx"":-2,""dy"":194,""t"":2725},{""x"":488,""y"":453,""dx"":-3,""dy"":172,""t"":2759},{""x"":456,""y"":482,""dx"":-35,""dy"":201,""t"":2792},{""x"":497,""y"":443,""dx"":6,""dy"":162,""t"":2826},{""x"":485,""y"":432,""dx"":-6,""dy"":151,""t"":2860},{""x"":470,""y"":428,""dx"":-21,""dy"":147,""t"":2894},{""x"":505,""y"":425,""dx"":14,""dy"":144,""t"":2928},{""x"":557,""y"":446,""dx"":66,""dy"":165,""t"":2962}],[{""x"":1497,""y"":360,""dx"":46,""dy"":79,""t"":4016},{""x"":1472,""y"":364,""dx"":21,""dy"":83,""t"":4051},{""x"":1461,""y"":370,""dx"":10,""dy"":89,""t"":4084},{""x"":1460,""y"":373,""dx"":9,""dy"":92,""t"":4118},{""x"":1442,""y"":373,""dx"":-9,""dy"":92,""t"":4151},{""x"":1431,""y"":372,""dx"":-20,""dy"":91,""t"":4187},{""x"":1441,""y"":350,""dx"":-10,""dy"":69,""t"":4220},{""x"":1445,""y"":328,""dx"":-6,""dy"":47,""t"":4254},{""x"":1459,""y"":314,""dx"":8,""dy"":33,""t"":4288},{""x"":1458,""y"":335,""dx"":7,""dy"":54,""t"":4323},{""x"":1463,""y"":360,""dx"":12,""dy"":79,""t"":4356},{""x"":1429,""y"":353,""dx"":-22,""dy"":72,""t"":4390},{""x"":1434,""y"":355,""dx"":-17,""dy"":74,""t"":4423},{""x"":1451,""y"":346,""dx"":0,""dy"":65,""t"":4458},{""x"":1470,""y"":353,""dx"":19,""dy"":72,""t"":4491},{""x"":1459,""y"":384,""dx"":8,""dy"":103,""t"":4526},{""x"":1461,""y"":373,""dx"":10,""dy"":92,""t"":4560},{""x"":1455,""y"":386,""dx"":4,""dy"":105,""t"":4594},{""x"":1447,""y"":356,""dx"":-4,""dy"":75,""t"":4627},{""x"":1420,""y"":369,""dx"":-31,""dy"":88,""t"":4662},{""x"":1405,""y"":376,""dx"":-46,""dy"":95,""t"":4696},{""x"":1404,""y"":354,""dx"":-47,""dy"":73,""t"":4730},{""x"":1384,""y"":318,""dx"":-67,""dy"":37,""t"":4764},{""x"":1364,""y"":322,""dx"":-87,""dy"":41,""t"":4798},{""x"":1357,""y"":310,""dx"":-94,""dy"":29,""t"":4832},{""x"":1379,""y"":317,""dx"":-72,""dy"":36,""t"":4866},{""x"":1404,""y"":332,""dx"":-47,""dy"":51,""t"":4899},{""x"":1411,""y"":350,""dx"":-40,""dy"":69,""t"":4934},{""x"":1433,""y"":337,""dx"":-18,""dy"":56,""t"":4968},{""x"":1433,""y"":354,""dx"":-18,""dy"":73,""t"":5002},{""x"":1451,""y"":366,""dx"":0,""dy"":85,""t"":5037},{""x"":1498,""y"":407,""dx"":47,""dy"":126,""t"":5070},{""x"":1501,""y"":404,""dx"":50,""dy"":123,""t"":5104},{""x"":1522,""y"":393,""dx"":71,""dy"":112,""t"":5139},{""x"":1538,""y"":383,""dx"":87,""dy"":102,""t"":5170},{""x"":1523,""y"":386,""dx"":72,""dy"":105,""t"":5206},{""x"":1520,""y"":368,""dx"":69,""dy"":87,""t"":5240},{""x"":1535,""y"":387,""dx"":84,""dy"":106,""t"":5274},{""x"":1518,""y"":413,""dx"":67,""dy"":132,""t"":5309},{""x"":1487,""y"":417,""dx"":36,""dy"":136,""t"":5342},{""x"":1456,""y"":409,""dx"":5,""dy"":128,""t"":5375},{""x"":1454,""y"":426,""dx"":3,""dy"":145,""t"":5411},{""x"":1441,""y"":440,""dx"":-10,""dy"":159,""t"":5444},{""x"":1422,""y"":419,""dx"":-29,""dy"":138,""t"":5478},{""x"":1430,""y"":384,""dx"":-21,""dy"":103,""t"":5512},{""x"":1424,""y"":393,""dx"":-27,""dy"":112,""t"":5546},{""x"":1420,""y"":401,""dx"":-31,""dy"":120,""t"":5577},{""x"":1408,""y"":410,""dx"":-43,""dy"":129,""t"":5614},{""x"":1423,""y"":375,""dx"":-28,""dy"":94,""t"":5648},{""x"":1428,""y"":416,""dx"":-23,""dy"":135,""t"":5683},{""x"":1452,""y"":387,""dx"":1,""dy"":106,""t"":5716},{""x"":1433,""y"":376,""dx"":-18,""dy"":95,""t"":5750},{""x"":1430,""y"":346,""dx"":-21,""dy"":65,""t"":5784},{""x"":1373,""y"":349,""dx"":-78,""dy"":68,""t"":5818},{""x"":1375,""y"":357,""dx"":-76,""dy"":76,""t"":5853},{""x"":1402,""y"":334,""dx"":-49,""dy"":53,""t"":5886},{""x"":1398,""y"":337,""dx"":-53,""dy"":56,""t"":5920},{""x"":1410,""y"":332,""dx"":-41,""dy"":51,""t"":5954},{""x"":1444,""y"":330,""dx"":-7,""dy"":49,""t"":5988}],[{""x"":906,""y"":646,""dx"":-65,""dy"":95,""t"":7007},{""x"":916,""y"":657,""dx"":-55,""dy"":106,""t"":7043},{""x"":919,""y"":629,""dx"":-52,""dy"":78,""t"":7077},{""x"":938,""y"":637,""dx"":-33,""dy"":86,""t"":7110},{""x"":958,""y"":660,""dx"":-13,""dy"":109,""t"":7143},{""x"":974,""y"":680,""dx"":3,""dy"":129,""t"":7176},{""x"":978,""y"":673,""dx"":7,""dy"":122,""t"":7211},{""x"":970,""y"":662,""dx"":-1,""dy"":111,""t"":7246},{""x"":932,""y"":649,""dx"":-39,""dy"":98,""t"":7279},{""x"":915,""y"":647,""dx"":-56,""dy"":96,""t"":7314},{""x"":905,""y"":638,""dx"":-66,""dy"":87,""t"":7348},{""x"":938,""y"":622,""dx"":-33,""dy"":71,""t"":7381},{""x"":920,""y"":655,""dx"":-51,""dy"":104,""t"":7416},{""x"":914,""y"":660,""dx"":-57,""dy"":109,""t"":7450},{""x"":935,""y"":640,""dx"":-36,""dy"":89,""t"":7484},{""x"":972,""y"":638,""dx"":1,""dy"":87,""t"":7519},{""x"":946,""y"":651,""dx"":-25,""dy"":100,""t"":7552},{""x"":971,""y"":639,""dx"":0,""dy"":88,""t"":7587},{""x"":942,""y"":670,""dx"":-29,""dy"":119,""t"":7620},{""x"":894,""y"":710,""dx"":-77,""dy"":159,""t"":7654},{""x"":867,""y"":734,""dx"":-104,""dy"":183,""t"":7688},{""x"":863,""y"":761,""dx"":-108,""dy"":210,""t"":7722},{""x"":864,""y"":768,""dx"":-107,""dy"":217,""t"":7755},{""x"":921,""y"":756,""dx"":-50,""dy"":205,""t"":7791},{""x"":922,""y"":690,""dx"":-49,""dy"":139,""t"":7825},{""x"":929,""y"":634,""dx"":-42,""dy"":83,""t"":7858},{""x"":984,""y"":624,""dx"":13,""dy"":73,""t"":7892},{""x"":968,""y"":658,""dx"":-3,""dy"":107,""t"":7926},{""x"":987,""y"":665,""dx"":16,""dy"":114,""t"":7960},{""x"":982,""y"":690,""dx"":11,""dy"":139,""t"":7994},{""x"":1002,""y"":683,""dx"":31,""dy"":132,""t"":8027},{""x"":976,""y"":701,""dx"":5,""dy"":150,""t"":8061},{""x"":972,""y"":695,""dx"":1,""dy"":144,""t"":8095},{""x"":948,""y"":716,""dx"":-23,""dy"":165,""t"":8130},{""x"":905,""y"":742,""dx"":-66,""dy"":191,""t"":8164},{""x"":929,""y"":740,""dx"":-42,""dy"":189,""t"":8198},{""x"":876,""y"":756,""dx"":-95,""dy"":205,""t"":8232},{""x"":901,""y"":725,""dx"":-70,""dy"":174,""t"":8267},{""x"":925,""y"":638,""dx"":-46,""dy"":87,""t"":8300},{""x"":965,""y"":618,""dx"":-6,""dy"":67,""t"":8334},{""x"":983,""y"":607,""dx"":12,""dy"":56,""t"":8368},{""x"":1010,""y"":607,""dx"":39,""dy"":56,""t"":8401},{""x"":979,""y"":630,""dx"":8,""dy"":79,""t"":8436},{""x"":993,""y"":642,""dx"":22,""dy"":91,""t"":8470},{""x"":950,""y"":665,""dx"":-21,""dy"":114,""t"":8504},{""x"":899,""y"":689,""dx"":-72,""dy"":138,""t"":8538},{""x"":898,""y"":706,""dx"":-73,""dy"":155,""t"":8571},{""x"":878,""y"":715,""dx"":-93,""dy"":164,""t"":8606},{""x"":842,""y"":726,""dx"":-129,""dy"":175,""t"":8640},{""x"":831,""y"":719,""dx"":-140,""dy"":168,""t"":8675},{""x"":819,""y"":757,""dx"":-152,""dy"":206,""t"":8708},{""x"":809,""y"":789,""dx"":-162,""dy"":238,""t"":8740},{""x"":812,""y"":786,""dx"":-159,""dy"":235,""t"":8776},{""x"":873,""y"":742,""dx"":-98,""dy"":191,""t"":8810},{""x"":850,""y"":737,""dx"":-121,""dy"":186,""t"":8844},{""x"":819,""y"":719,""dx"":-152,""dy"":168,""t"":8878},{""x"":771,""y"":769,""dx"":-200,""dy"":218,""t"":8911},{""x"":739,""y"":762,""dx"":-232,""dy"":211,""t"":8946},{""x"":703,""y"":764,""dx"":-268,""dy"":213,""t"":8980}],[{""x"":602,""y"":805,""dx"":111,""dy"":-16,""t"":10034},{""x"":614,""y"":781,""dx"":123,""dy"":-40,""t"":10068},{""x"":619,""y"":780,""dx"":128,""dy"":-41,""t"":10102},{""x"":618,""y"":753,""dx"":127,""dy"":-68,""t"":10136},{""x"":606,""y"":757,""dx"":115,""dy"":-64,""t"":10170},{""x"":609,""y"":743,""dx"":118,""dy"":-78,""t"":10204},{""x"":607,""y"":737,""dx"":116,""dy"":-84,""t"":10238},{""x"":614,""y"":729,""dx"":123,""dy"":-92,""t"":10272},{""x"":592,""y"":709,""dx"":101,""dy"":-112,""t"":10305},{""x"":599,""y"":707,""dx"":108,""dy"":-114,""t"":10340},{""x"":609,""y"":726,""dx"":118,""dy"":-95,""t"":10374},{""x"":611,""y"":731,""dx"":120,""dy"":-90,""t"":10408},{""x"":606,""y"":725,""dx"":115,""dy"":-96,""t"":10441},{""x"":597,""y"":749,""dx"":106,""dy"":-72,""t"":10476},{""x"":620,""y"":735,""dx"":129,""dy"":-86,""t"":10510},{""x"":642,""y"":761,""dx"":151,""dy"":-60,""t"":10544},{""x"":620,""y"":767,""dx"":129,""dy"":-54,""t"":10578},{""x"":604,""y"":769,""dx"":113,""dy"":-52,""t"":10612},{""x"":599,""y"":769,""dx"":108,""dy"":-52,""t"":10645},{""x"":607,""y"":784,""dx"":116,""dy"":-37,""t"":10680},{""x"":613,""y"":796,""dx"":122,""dy"":-25,""t"":10712},{""x"":589,""y"":794,""dx"":98,""dy"":-27,""t"":10748},{""x"":617,""y"":759,""dx"":126,""dy"":-62,""t"":10783},{""x"":621,""y"":739,""dx"":130,""dy"":-82,""t"":10816},{""x"":592,""y"":736,""dx"":101,""dy"":-85,""t"":10851},{""x"":599,""y"":757,""dx"":108,""dy"":-64,""t"":10884},{""x"":601,""y"":765,""dx"":110,""dy"":-56,""t"":10918},{""x"":606,""y"":769,""dx"":115,""dy"":-52,""t"":10952},{""x"":623,""y"":738,""dx"":132,""dy"":-83,""t"":10986},{""x"":652,""y"":722,""dx"":161,""dy"":-99,""t"":11020},{""x"":632,""y"":733,""dx"":141,""dy"":-88,""t"":11054},{""x"":609,""y"":739,""dx"":118,""dy"":-82,""t"":11089},{""x"":636,""y"":727,""dx"":145,""dy"":-94,""t"":11123},{""x"":614,""y"":739,""dx"":123,""dy"":-82,""t"":11156},{""x"":600,""y"":762,""dx"":109,""dy"":-59,""t"":11190},{""x"":604,""y"":713,""dx"":113,""dy"":-108,""t"":11224},{""x"":635,""y"":700,""dx"":144,""dy"":-121,""t"":11258},{""x"":661,""y"":726,""dx"":170,""dy"":-95,""t"":11293},{""x"":663,""y"":740,""dx"":172,""dy"":-81,""t"":11326},{""x"":632,""y"":747,""dx"":141,""dy"":-74,""t"":11360},{""x"":618,""y"":745,""dx"":127,""dy"":-76,""t"":11393},{""x"":597,""y"":747,""dx"":106,""dy"":-74,""t"":11428},{""x"":588,""y"":758,""dx"":97,""dy"":-63,""t"":11461},{""x"":547,""y"":764,""dx"":56,""dy"":-57,""t"":11498},{""x"":554,""y"":764,""dx"":63,""dy"":-57,""t"":11529},{""x"":542,""y"":759,""dx"":51,""dy"":-62,""t"":11564},{""x"":541,""y"":766,""dx"":50,""dy"":-55,""t"":11598},{""x"":552,""y"":782,""dx"":61,""dy"":-39,""t"":11632},{""x"":552,""y"":790,""dx"":61,""dy"":-31,""t"":11666},{""x"":565,""y"":792,""dx"":74,""dy"":-29,""t"":11700},{""x"":545,""y"":787,""dx"":54,""dy"":-34,""t"":11734},{""x"":562,""y"":771,""dx"":71,""dy"":-50,""t"":11768},{""x"":582,""y"":706,""dx"":91,""dy"":-115,""t"":11802},{""x"":578,""y"":711,""dx"":87,""dy"":-110,""t"":11836},{""x"":570,""y"":717,""dx"":79,""dy"":-104,""t"":11870},{""x"":557,""y"":737,""dx"":66,""dy"":-84,""t"":11904},{""x"":578,""y"":741,""dx"":87,""dy"":-80,""t"":11939},{""x"":597,""y"":748,""dx"":106,""dy"":-73,""t"":11972},{""x"":617,""y"":704,""dx"":126,""dy"":-117,""t"":12007}],[{""x"":1371,""y"":711,""dx"":-80,""dy"":-110,""t"":13026},{""x"":1359,""y"":723,""dx"":-92,""dy"":-98,""t"":13060},{""x"":1384,""y"":726,""dx"":-67,""dy"":-95,""t"":13095},{""x"":1391,""y"":733,""dx"":-60,""dy"":-88,""t"":13127},{""x"":1409,""y"":746,""dx"":-42,""dy"":-75,""t"":13162},{""x"":1421,""y"":753,""dx"":-30,""dy"":-68,""t"":13196},{""x"":1386,""y"":769,""dx"":-65,""dy"":-52,""t"":13230},{""x"":1397,""y"":789,""dx"":-54,""dy"":-32,""t"":13264},{""x"":1426,""y"":750,""dx"":-25,""dy"":-71,""t"":13298},{""x"":1395,""y"":743,""dx"":-56,""dy"":-78,""t"":13332},{""x"":1387,""y"":753,""dx"":-64,""dy"":-68,""t"":13366},{""x"":1324,""y"":771,""dx"":-127,""dy"":-50,""t"":13400},{""x"":1280,""y"":774,""dx"":-171,""dy"":-47,""t"":13433},{""x"":1322,""y"":739,""dx"":-129,""dy"":-82,""t"":13468},{""x"":1256,""y"":764,""dx"":-195,""dy"":-57,""t"":13502},{""x"":1191,""y"":781,""dx"":-260,""dy"":-40,""t"":13536},{""x"":1235,""y"":741,""dx"":-216,""dy"":-80,""t"":13570},{""x"":1174,""y"":777,""dx"":-277,""dy"":-44,""t"":13604},{""x"":1188,""y"":778,""dx"":-263,""dy"":-43,""t"":13639},{""x"":1243,""y"":737,""dx"":-208,""dy"":-84,""t"":13672},{""x"":1275,""y"":717,""dx"":-176,""dy"":-104,""t"":13705},{""x"":1236,""y"":725,""dx"":-215,""dy"":-96,""t"":13740},{""x"":1254,""y"":733,""dx"":-197,""dy"":-88,""t"":13774},{""x"":1267,""y"":721,""dx"":-184,""dy"":-100,""t"":13808},{""x"":1236,""y"":739,""dx"":-215,""dy"":-82,""t"":13842},{""x"":1195,""y"":737,""dx"":-256,""dy"":-84,""t"":13876},{""x"":1143,""y"":766,""dx"":-308,""dy"":-55,""t"":13907},{""x"":1104,""y"":797,""dx"":-347,""dy"":-24,""t"":13944},{""x"":1116,""y"":804,""dx"":-335,""dy"":-17,""t"":13978},{""x"":1095,""y"":804,""dx"":-356,""dy"":-17,""t"":14012},{""x"":1157,""y"":766,""dx"":-294,""dy"":-55,""t"":14045},{""x"":1156,""y"":778,""dx"":-295,""dy"":-43,""t"":14079},{""x"":1179,""y"":769,""dx"":-272,""dy"":-52,""t"":14115},{""x"":1200,""y"":769,""dx"":-251,""dy"":-52,""t"":14147},{""x"":1266,""y"":740,""dx"":-185,""dy"":-81,""t"":14182},{""x"":1225,""y"":729,""dx"":-226,""dy"":-92,""t"":14216},{""x"":1303,""y"":679,""dx"":-148,""dy"":-142,""t"":14250},{""x"":1253,""y"":716,""dx"":-198,""dy"":-105,""t"":14284},{""x"":1306,""y"":693,""dx"":-145,""dy"":-128,""t"":14315},{""x"":1244,""y"":715,""dx"":-207,""dy"":-106,""t"":14352},{""x"":1256,""y"":720,""dx"":-195,""dy"":-101,""t"":14386},{""x"":1248,""y"":745,""dx"":-203,""dy"":-76,""t"":14420},{""x"":1214,""y"":782,""dx"":-237,""dy"":-39,""t"":14454},{""x"":1203,""y"":783,""dx"":-248,""dy"":-38,""t"":14488},{""x"":1246,""y"":758,""dx"":-205,""dy"":-63,""t"":14522},{""x"":1239,""y"":744,""dx"":-212,""dy"":-77,""t"":14556},{""x"":1294,""y"":717,""dx"":-157,""dy"":-104,""t"":14590},{""x"":1311,""y"":706,""dx"":-140,""dy"":-115,""t"":14624},{""x"":1294,""y"":700,""dx"":-157,""dy"":-121,""t"":14658},{""x"":1292,""y"":718,""dx"":-159,""dy"":-103,""t"":14692},{""x"":1255,""y"":754,""dx"":-196,""dy"":-67,""t"":14726},{""x"":1190,""y"":793,""dx"":-261,""dy"":-28,""t"":14761},{""x"":1157,""y"":818,""dx"":-294,""dy"":-3,""t"":14794},{""x"":1151,""y"":809,""dx"":-300,""dy"":-12,""t"":14827},{""x"":1118,""y"":836,""dx"":-333,""dy"":15,""t"":14862},{""x"":1068,""y"":863,""dx"":-383,""dy"":42,""t"":14895},{""x"":1094,""y"":834,""dx"":-357,""dy"":13,""t"":14930},{""x"":1172,""y"":780,""dx"":-279,""dy"":-41,""t"":14964},{""x"":1169,""y"":793,""dx"":-282,""dy"":-28,""t"":14997}]]","[98.30508474576271,100,71.1864406779661,100,32.20338983050847]","[{""x"":-3.7457627118644066,""y"":141.5593220338983,""r"":33.92071293283613},{""x"":-7.864406779661017,""y"":86.61016949152543,""r"":39.65402299625371},{""x"":-57.66101694915254,""y"":136.9322033898305,""r"":64.00914273247798},{""x"":109.61016949152543,""y"":-71.72881355932203,""r"":34.438425790501725},{""x"":-201.5084745762712,""y"":-64.9322033898305,""r"":74.49019107576433}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]",29.41,validate,,,,,,,,,,
,html-button-response,9,76314,0.0-4.0-4.0-0.0-0.0,,,,,1398,0,,,"
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ",,,,,,,recalibration,,,,,,,,,
