"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","4002","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","4008","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","8251","0.0-2.0-0.0","","","","","4240","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","15353","0.0-2.0-1.0","","","","","7101","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","19993","0.0-3.0","","","","","","","","2157","","","","","","","","","","","","","","","","",""
"","html-button-response","5","21929","0.0-4.0-0.0","","","","","1934","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","40399","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","41961","0.0-4.0-2.0","","","","","1562","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","60209","0.0-4.0-3.0","","","","","","","","","","[[{""x"":567,""y"":205,""dx"":76,""dy"":-76,""t"":990},{""x"":595,""y"":199,""dx"":104,""dy"":-82,""t"":1024},{""x"":616,""y"":182,""dx"":125,""dy"":-99,""t"":1059},{""x"":615,""y"":195,""dx"":124,""dy"":-86,""t"":1092},{""x"":605,""y"":206,""dx"":114,""dy"":-75,""t"":1126},{""x"":533,""y"":231,""dx"":42,""dy"":-50,""t"":1159},{""x"":480,""y"":251,""dx"":-11,""dy"":-30,""t"":1194},{""x"":432,""y"":265,""dx"":-59,""dy"":-16,""t"":1228},{""x"":375,""y"":288,""dx"":-116,""dy"":7,""t"":1261},{""x"":386,""y"":268,""dx"":-105,""dy"":-13,""t"":1295},{""x"":370,""y"":296,""dx"":-121,""dy"":15,""t"":1330},{""x"":347,""y"":294,""dx"":-144,""dy"":13,""t"":1364},{""x"":350,""y"":304,""dx"":-141,""dy"":23,""t"":1398},{""x"":346,""y"":327,""dx"":-145,""dy"":46,""t"":1432},{""x"":389,""y"":300,""dx"":-102,""dy"":19,""t"":1466},{""x"":451,""y"":269,""dx"":-40,""dy"":-12,""t"":1500},{""x"":519,""y"":269,""dx"":28,""dy"":-12,""t"":1534},{""x"":576,""y"":269,""dx"":85,""dy"":-12,""t"":1566},{""x"":583,""y"":266,""dx"":92,""dy"":-15,""t"":1601},{""x"":568,""y"":272,""dx"":77,""dy"":-9,""t"":1636},{""x"":547,""y"":282,""dx"":56,""dy"":1,""t"":1670},{""x"":559,""y"":257,""dx"":68,""dy"":-24,""t"":1704},{""x"":519,""y"":286,""dx"":28,""dy"":5,""t"":1738},{""x"":559,""y"":277,""dx"":68,""dy"":-4,""t"":1772},{""x"":598,""y"":268,""dx"":107,""dy"":-13,""t"":1806},{""x"":594,""y"":254,""dx"":103,""dy"":-27,""t"":1840},{""x"":540,""y"":243,""dx"":49,""dy"":-38,""t"":1874},{""x"":477,""y"":234,""dx"":-14,""dy"":-47,""t"":1908},{""x"":401,""y"":232,""dx"":-90,""dy"":-49,""t"":1942},{""x"":338,""y"":230,""dx"":-153,""dy"":-51,""t"":1974},{""x"":311,""y"":223,""dx"":-180,""dy"":-58,""t"":2011},{""x"":273,""y"":205,""dx"":-218,""dy"":-76,""t"":2043},{""x"":270,""y"":192,""dx"":-221,""dy"":-89,""t"":2078},{""x"":310,""y"":178,""dx"":-181,""dy"":-103,""t"":2112},{""x"":317,""y"":148,""dx"":-174,""dy"":-133,""t"":2145},{""x"":347,""y"":126,""dx"":-144,""dy"":-155,""t"":2180},{""x"":415,""y"":135,""dx"":-76,""dy"":-146,""t"":2213},{""x"":506,""y"":118,""dx"":15,""dy"":-163,""t"":2248},{""x"":576,""y"":123,""dx"":85,""dy"":-158,""t"":2282},{""x"":600,""y"":132,""dx"":109,""dy"":-149,""t"":2316},{""x"":616,""y"":130,""dx"":125,""dy"":-151,""t"":2350},{""x"":561,""y"":137,""dx"":70,""dy"":-144,""t"":2384},{""x"":569,""y"":138,""dx"":78,""dy"":-143,""t"":2418},{""x"":575,""y"":135,""dx"":84,""dy"":-146,""t"":2451},{""x"":585,""y"":136,""dx"":94,""dy"":-145,""t"":2486},{""x"":605,""y"":130,""dx"":114,""dy"":-151,""t"":2520},{""x"":615,""y"":140,""dx"":124,""dy"":-141,""t"":2555},{""x"":634,""y"":137,""dx"":143,""dy"":-144,""t"":2588},{""x"":657,""y"":119,""dx"":166,""dy"":-162,""t"":2622},{""x"":700,""y"":134,""dx"":209,""dy"":-147,""t"":2656},{""x"":722,""y"":153,""dx"":231,""dy"":-128,""t"":2690},{""x"":737,""y"":172,""dx"":246,""dy"":-109,""t"":2724},{""x"":742,""y"":175,""dx"":251,""dy"":-106,""t"":2758},{""x"":739,""y"":197,""dx"":248,""dy"":-84,""t"":2792},{""x"":728,""y"":195,""dx"":237,""dy"":-86,""t"":2826},{""x"":682,""y"":183,""dx"":191,""dy"":-98,""t"":2860},{""x"":675,""y"":179,""dx"":184,""dy"":-102,""t"":2894},{""x"":650,""y"":171,""dx"":159,""dy"":-110,""t"":2928},{""x"":607,""y"":170,""dx"":116,""dy"":-111,""t"":2962}],[{""x"":1462,""y"":360,""dx"":11,""dy"":79,""t"":4015},{""x"":1429,""y"":334,""dx"":-22,""dy"":53,""t"":4050},{""x"":1442,""y"":338,""dx"":-9,""dy"":57,""t"":4085},{""x"":1472,""y"":359,""dx"":21,""dy"":78,""t"":4118},{""x"":1503,""y"":357,""dx"":52,""dy"":76,""t"":4151},{""x"":1533,""y"":348,""dx"":82,""dy"":67,""t"":4186},{""x"":1540,""y"":361,""dx"":89,""dy"":80,""t"":4220},{""x"":1554,""y"":350,""dx"":103,""dy"":69,""t"":4255},{""x"":1534,""y"":316,""dx"":83,""dy"":35,""t"":4289},{""x"":1539,""y"":305,""dx"":88,""dy"":24,""t"":4322},{""x"":1539,""y"":288,""dx"":88,""dy"":7,""t"":4357},{""x"":1543,""y"":284,""dx"":92,""dy"":3,""t"":4390},{""x"":1467,""y"":253,""dx"":16,""dy"":-28,""t"":4424},{""x"":1435,""y"":231,""dx"":-16,""dy"":-50,""t"":4458},{""x"":1373,""y"":256,""dx"":-78,""dy"":-25,""t"":4492},{""x"":1381,""y"":227,""dx"":-70,""dy"":-54,""t"":4526},{""x"":1399,""y"":233,""dx"":-52,""dy"":-48,""t"":4560},{""x"":1415,""y"":249,""dx"":-36,""dy"":-32,""t"":4594},{""x"":1427,""y"":254,""dx"":-24,""dy"":-27,""t"":4628},{""x"":1440,""y"":259,""dx"":-11,""dy"":-22,""t"":4662},{""x"":1450,""y"":290,""dx"":-1,""dy"":9,""t"":4696},{""x"":1447,""y"":285,""dx"":-4,""dy"":4,""t"":4731},{""x"":1444,""y"":280,""dx"":-7,""dy"":-1,""t"":4762},{""x"":1456,""y"":277,""dx"":5,""dy"":-4,""t"":4798},{""x"":1463,""y"":270,""dx"":12,""dy"":-11,""t"":4832},{""x"":1495,""y"":278,""dx"":44,""dy"":-3,""t"":4867},{""x"":1527,""y"":280,""dx"":76,""dy"":-1,""t"":4900},{""x"":1524,""y"":283,""dx"":73,""dy"":2,""t"":4935},{""x"":1464,""y"":305,""dx"":13,""dy"":24,""t"":4968},{""x"":1435,""y"":319,""dx"":-16,""dy"":38,""t"":5003},{""x"":1458,""y"":326,""dx"":7,""dy"":45,""t"":5036},{""x"":1517,""y"":330,""dx"":66,""dy"":49,""t"":5071},{""x"":1449,""y"":314,""dx"":-2,""dy"":33,""t"":5105},{""x"":1457,""y"":312,""dx"":6,""dy"":31,""t"":5136},{""x"":1491,""y"":310,""dx"":40,""dy"":29,""t"":5172},{""x"":1525,""y"":310,""dx"":74,""dy"":29,""t"":5206},{""x"":1535,""y"":309,""dx"":84,""dy"":28,""t"":5240},{""x"":1456,""y"":304,""dx"":5,""dy"":23,""t"":5273},{""x"":1400,""y"":336,""dx"":-51,""dy"":55,""t"":5308},{""x"":1388,""y"":369,""dx"":-63,""dy"":88,""t"":5343},{""x"":1307,""y"":382,""dx"":-144,""dy"":101,""t"":5376},{""x"":1265,""y"":398,""dx"":-186,""dy"":117,""t"":5411},{""x"":1231,""y"":400,""dx"":-220,""dy"":119,""t"":5444},{""x"":1218,""y"":402,""dx"":-233,""dy"":121,""t"":5479},{""x"":1242,""y"":471,""dx"":-209,""dy"":190,""t"":5511},{""x"":1251,""y"":471,""dx"":-200,""dy"":190,""t"":5543},{""x"":1249,""y"":448,""dx"":-202,""dy"":167,""t"":5580},{""x"":1237,""y"":444,""dx"":-214,""dy"":163,""t"":5614},{""x"":1238,""y"":442,""dx"":-213,""dy"":161,""t"":5648},{""x"":1215,""y"":419,""dx"":-236,""dy"":138,""t"":5682},{""x"":1228,""y"":403,""dx"":-223,""dy"":122,""t"":5716},{""x"":1258,""y"":402,""dx"":-193,""dy"":121,""t"":5749},{""x"":1259,""y"":403,""dx"":-192,""dy"":122,""t"":5785},{""x"":1265,""y"":398,""dx"":-186,""dy"":117,""t"":5818},{""x"":1266,""y"":390,""dx"":-185,""dy"":109,""t"":5851},{""x"":1250,""y"":395,""dx"":-201,""dy"":114,""t"":5886},{""x"":1262,""y"":418,""dx"":-189,""dy"":137,""t"":5920},{""x"":1255,""y"":422,""dx"":-196,""dy"":141,""t"":5954},{""x"":1247,""y"":419,""dx"":-204,""dy"":138,""t"":5988}],[{""x"":1044,""y"":464,""dx"":73,""dy"":-87,""t"":7042},{""x"":1039,""y"":451,""dx"":68,""dy"":-100,""t"":7077},{""x"":1056,""y"":458,""dx"":85,""dy"":-93,""t"":7110},{""x"":1069,""y"":463,""dx"":98,""dy"":-88,""t"":7142},{""x"":1056,""y"":451,""dx"":85,""dy"":-100,""t"":7178},{""x"":1036,""y"":456,""dx"":65,""dy"":-95,""t"":7211},{""x"":1033,""y"":455,""dx"":62,""dy"":-96,""t"":7246},{""x"":1055,""y"":444,""dx"":84,""dy"":-107,""t"":7280},{""x"":1053,""y"":443,""dx"":82,""dy"":-108,""t"":7314},{""x"":1081,""y"":432,""dx"":110,""dy"":-119,""t"":7348},{""x"":1059,""y"":429,""dx"":88,""dy"":-122,""t"":7382},{""x"":1044,""y"":428,""dx"":73,""dy"":-123,""t"":7416},{""x"":1022,""y"":433,""dx"":51,""dy"":-118,""t"":7450},{""x"":1016,""y"":446,""dx"":45,""dy"":-105,""t"":7485},{""x"":1024,""y"":442,""dx"":53,""dy"":-109,""t"":7518},{""x"":1061,""y"":438,""dx"":90,""dy"":-113,""t"":7551},{""x"":1057,""y"":419,""dx"":86,""dy"":-132,""t"":7586},{""x"":1084,""y"":420,""dx"":113,""dy"":-131,""t"":7620},{""x"":1074,""y"":425,""dx"":103,""dy"":-126,""t"":7654},{""x"":1053,""y"":427,""dx"":82,""dy"":-124,""t"":7688},{""x"":1048,""y"":425,""dx"":77,""dy"":-126,""t"":7722},{""x"":1031,""y"":422,""dx"":60,""dy"":-129,""t"":7756},{""x"":1029,""y"":437,""dx"":58,""dy"":-114,""t"":7790},{""x"":1047,""y"":447,""dx"":76,""dy"":-104,""t"":7825},{""x"":1056,""y"":459,""dx"":85,""dy"":-92,""t"":7858},{""x"":1049,""y"":462,""dx"":78,""dy"":-89,""t"":7892},{""x"":1049,""y"":474,""dx"":78,""dy"":-77,""t"":7926},{""x"":1030,""y"":482,""dx"":59,""dy"":-69,""t"":7960},{""x"":1021,""y"":497,""dx"":50,""dy"":-54,""t"":7994},{""x"":1015,""y"":511,""dx"":44,""dy"":-40,""t"":8028},{""x"":983,""y"":518,""dx"":12,""dy"":-33,""t"":8061},{""x"":988,""y"":523,""dx"":17,""dy"":-28,""t"":8096},{""x"":991,""y"":524,""dx"":20,""dy"":-27,""t"":8130},{""x"":976,""y"":521,""dx"":5,""dy"":-30,""t"":8164},{""x"":959,""y"":522,""dx"":-12,""dy"":-29,""t"":8198},{""x"":938,""y"":521,""dx"":-33,""dy"":-30,""t"":8233},{""x"":927,""y"":523,""dx"":-44,""dy"":-28,""t"":8266},{""x"":914,""y"":536,""dx"":-57,""dy"":-15,""t"":8299},{""x"":903,""y"":547,""dx"":-68,""dy"":-4,""t"":8332},{""x"":939,""y"":566,""dx"":-32,""dy"":15,""t"":8368},{""x"":956,""y"":570,""dx"":-15,""dy"":19,""t"":8401},{""x"":944,""y"":554,""dx"":-27,""dy"":3,""t"":8436},{""x"":945,""y"":525,""dx"":-26,""dy"":-26,""t"":8470},{""x"":952,""y"":521,""dx"":-19,""dy"":-30,""t"":8504},{""x"":978,""y"":509,""dx"":7,""dy"":-42,""t"":8537},{""x"":949,""y"":504,""dx"":-22,""dy"":-47,""t"":8573},{""x"":935,""y"":523,""dx"":-36,""dy"":-28,""t"":8606},{""x"":911,""y"":529,""dx"":-60,""dy"":-22,""t"":8640},{""x"":918,""y"":545,""dx"":-53,""dy"":-6,""t"":8674},{""x"":926,""y"":559,""dx"":-45,""dy"":8,""t"":8706},{""x"":941,""y"":541,""dx"":-30,""dy"":-10,""t"":8743},{""x"":953,""y"":530,""dx"":-18,""dy"":-21,""t"":8776},{""x"":972,""y"":523,""dx"":1,""dy"":-28,""t"":8810},{""x"":1001,""y"":525,""dx"":30,""dy"":-26,""t"":8844},{""x"":1012,""y"":517,""dx"":41,""dy"":-34,""t"":8879},{""x"":1012,""y"":494,""dx"":41,""dy"":-57,""t"":8913},{""x"":1008,""y"":486,""dx"":37,""dy"":-65,""t"":8946},{""x"":992,""y"":467,""dx"":21,""dy"":-84,""t"":8980}],[{""x"":640,""y"":792,""dx"":149,""dy"":-29,""t"":10034},{""x"":639,""y"":777,""dx"":148,""dy"":-44,""t"":10068},{""x"":674,""y"":768,""dx"":183,""dy"":-53,""t"":10103},{""x"":682,""y"":750,""dx"":191,""dy"":-71,""t"":10136},{""x"":669,""y"":735,""dx"":178,""dy"":-86,""t"":10169},{""x"":640,""y"":757,""dx"":149,""dy"":-64,""t"":10205},{""x"":644,""y"":774,""dx"":153,""dy"":-47,""t"":10238},{""x"":648,""y"":788,""dx"":157,""dy"":-33,""t"":10270},{""x"":629,""y"":790,""dx"":138,""dy"":-31,""t"":10306},{""x"":633,""y"":799,""dx"":142,""dy"":-22,""t"":10341},{""x"":649,""y"":778,""dx"":158,""dy"":-43,""t"":10374},{""x"":628,""y"":781,""dx"":137,""dy"":-40,""t"":10408},{""x"":605,""y"":781,""dx"":114,""dy"":-40,""t"":10441},{""x"":608,""y"":789,""dx"":117,""dy"":-32,""t"":10476},{""x"":587,""y"":781,""dx"":96,""dy"":-40,""t"":10511},{""x"":588,""y"":755,""dx"":97,""dy"":-66,""t"":10543},{""x"":603,""y"":749,""dx"":112,""dy"":-72,""t"":10578},{""x"":607,""y"":680,""dx"":116,""dy"":-141,""t"":10613},{""x"":598,""y"":695,""dx"":107,""dy"":-126,""t"":10646},{""x"":591,""y"":709,""dx"":100,""dy"":-112,""t"":10678},{""x"":587,""y"":730,""dx"":96,""dy"":-91,""t"":10713},{""x"":590,""y"":760,""dx"":99,""dy"":-61,""t"":10748},{""x"":609,""y"":796,""dx"":118,""dy"":-25,""t"":10782},{""x"":611,""y"":817,""dx"":120,""dy"":-4,""t"":10816},{""x"":613,""y"":835,""dx"":122,""dy"":14,""t"":10850},{""x"":633,""y"":846,""dx"":142,""dy"":25,""t"":10885},{""x"":646,""y"":861,""dx"":155,""dy"":40,""t"":10918},{""x"":631,""y"":861,""dx"":140,""dy"":40,""t"":10951},{""x"":630,""y"":858,""dx"":139,""dy"":37,""t"":10985},{""x"":599,""y"":780,""dx"":108,""dy"":-41,""t"":11020},{""x"":584,""y"":777,""dx"":93,""dy"":-44,""t"":11054},{""x"":560,""y"":719,""dx"":69,""dy"":-102,""t"":11089},{""x"":553,""y"":722,""dx"":62,""dy"":-99,""t"":11122},{""x"":554,""y"":741,""dx"":63,""dy"":-80,""t"":11155},{""x"":569,""y"":750,""dx"":78,""dy"":-71,""t"":11190},{""x"":570,""y"":759,""dx"":79,""dy"":-62,""t"":11224},{""x"":622,""y"":756,""dx"":131,""dy"":-65,""t"":11258},{""x"":634,""y"":743,""dx"":143,""dy"":-78,""t"":11293},{""x"":626,""y"":724,""dx"":135,""dy"":-97,""t"":11326},{""x"":633,""y"":717,""dx"":142,""dy"":-104,""t"":11360},{""x"":630,""y"":693,""dx"":139,""dy"":-128,""t"":11394},{""x"":668,""y"":672,""dx"":177,""dy"":-149,""t"":11428},{""x"":687,""y"":611,""dx"":196,""dy"":-210,""t"":11462},{""x"":721,""y"":624,""dx"":230,""dy"":-197,""t"":11496},{""x"":735,""y"":641,""dx"":244,""dy"":-180,""t"":11530},{""x"":723,""y"":696,""dx"":232,""dy"":-125,""t"":11564},{""x"":751,""y"":709,""dx"":260,""dy"":-112,""t"":11598},{""x"":773,""y"":708,""dx"":282,""dy"":-113,""t"":11632},{""x"":750,""y"":699,""dx"":259,""dy"":-122,""t"":11666},{""x"":727,""y"":674,""dx"":236,""dy"":-147,""t"":11700},{""x"":669,""y"":696,""dx"":178,""dy"":-125,""t"":11734},{""x"":675,""y"":693,""dx"":184,""dy"":-128,""t"":11768},{""x"":712,""y"":707,""dx"":221,""dy"":-114,""t"":11802},{""x"":678,""y"":665,""dx"":187,""dy"":-156,""t"":11836},{""x"":690,""y"":680,""dx"":199,""dy"":-141,""t"":11871},{""x"":701,""y"":694,""dx"":210,""dy"":-127,""t"":11902},{""x"":696,""y"":701,""dx"":205,""dy"":-120,""t"":11938},{""x"":662,""y"":687,""dx"":171,""dy"":-134,""t"":11972},{""x"":661,""y"":680,""dx"":170,""dy"":-141,""t"":12006}],[{""x"":1230,""y"":891,""dx"":-221,""dy"":70,""t"":13026},{""x"":1246,""y"":897,""dx"":-205,""dy"":76,""t"":13060},{""x"":1261,""y"":893,""dx"":-190,""dy"":72,""t"":13094},{""x"":1293,""y"":838,""dx"":-158,""dy"":17,""t"":13128},{""x"":1307,""y"":842,""dx"":-144,""dy"":21,""t"":13163},{""x"":1308,""y"":836,""dx"":-143,""dy"":15,""t"":13197},{""x"":1311,""y"":838,""dx"":-140,""dy"":17,""t"":13230},{""x"":1327,""y"":814,""dx"":-124,""dy"":-7,""t"":13264},{""x"":1363,""y"":788,""dx"":-88,""dy"":-33,""t"":13298},{""x"":1322,""y"":785,""dx"":-129,""dy"":-36,""t"":13332},{""x"":1294,""y"":793,""dx"":-157,""dy"":-28,""t"":13366},{""x"":1294,""y"":814,""dx"":-157,""dy"":-7,""t"":13400},{""x"":1262,""y"":828,""dx"":-189,""dy"":7,""t"":13434},{""x"":1257,""y"":841,""dx"":-194,""dy"":20,""t"":13468},{""x"":1294,""y"":828,""dx"":-157,""dy"":7,""t"":13502},{""x"":1266,""y"":839,""dx"":-185,""dy"":18,""t"":13536},{""x"":1261,""y"":870,""dx"":-190,""dy"":49,""t"":13570},{""x"":1277,""y"":888,""dx"":-174,""dy"":67,""t"":13604},{""x"":1251,""y"":893,""dx"":-200,""dy"":72,""t"":13638},{""x"":1260,""y"":911,""dx"":-191,""dy"":90,""t"":13671},{""x"":1286,""y"":921,""dx"":-165,""dy"":100,""t"":13705},{""x"":1272,""y"":915,""dx"":-179,""dy"":94,""t"":13741},{""x"":1293,""y"":926,""dx"":-158,""dy"":105,""t"":13774},{""x"":1306,""y"":934,""dx"":-145,""dy"":113,""t"":13808},{""x"":1304,""y"":924,""dx"":-147,""dy"":103,""t"":13842},{""x"":1302,""y"":914,""dx"":-149,""dy"":93,""t"":13875},{""x"":1304,""y"":919,""dx"":-147,""dy"":98,""t"":13910},{""x"":1284,""y"":884,""dx"":-167,""dy"":63,""t"":13945},{""x"":1279,""y"":874,""dx"":-172,""dy"":53,""t"":13977},{""x"":1322,""y"":877,""dx"":-129,""dy"":56,""t"":14012},{""x"":1342,""y"":864,""dx"":-109,""dy"":43,""t"":14046},{""x"":1340,""y"":867,""dx"":-111,""dy"":46,""t"":14080},{""x"":1315,""y"":887,""dx"":-136,""dy"":66,""t"":14114},{""x"":1289,""y"":904,""dx"":-162,""dy"":83,""t"":14149},{""x"":1260,""y"":910,""dx"":-191,""dy"":89,""t"":14182},{""x"":1235,""y"":913,""dx"":-216,""dy"":92,""t"":14216},{""x"":1210,""y"":905,""dx"":-241,""dy"":84,""t"":14251},{""x"":1227,""y"":904,""dx"":-224,""dy"":83,""t"":14284},{""x"":1207,""y"":895,""dx"":-244,""dy"":74,""t"":14318},{""x"":1205,""y"":894,""dx"":-246,""dy"":73,""t"":14351},{""x"":1185,""y"":880,""dx"":-266,""dy"":59,""t"":14386},{""x"":1208,""y"":863,""dx"":-243,""dy"":42,""t"":14421},{""x"":1191,""y"":870,""dx"":-260,""dy"":49,""t"":14454},{""x"":1199,""y"":888,""dx"":-252,""dy"":67,""t"":14488},{""x"":1210,""y"":908,""dx"":-241,""dy"":87,""t"":14523},{""x"":1199,""y"":917,""dx"":-252,""dy"":96,""t"":14555},{""x"":1230,""y"":935,""dx"":-221,""dy"":114,""t"":14590},{""x"":1245,""y"":956,""dx"":-206,""dy"":135,""t"":14624},{""x"":1244,""y"":967,""dx"":-207,""dy"":146,""t"":14658},{""x"":1266,""y"":933,""dx"":-185,""dy"":112,""t"":14692},{""x"":1293,""y"":911,""dx"":-158,""dy"":90,""t"":14726},{""x"":1315,""y"":885,""dx"":-136,""dy"":64,""t"":14760},{""x"":1318,""y"":914,""dx"":-133,""dy"":93,""t"":14795},{""x"":1300,""y"":928,""dx"":-151,""dy"":107,""t"":14828},{""x"":1246,""y"":941,""dx"":-205,""dy"":120,""t"":14862},{""x"":1199,""y"":947,""dx"":-252,""dy"":126,""t"":14896},{""x"":1185,""y"":966,""dx"":-266,""dy"":145,""t"":14930},{""x"":1212,""y"":946,""dx"":-239,""dy"":125,""t"":14964},{""x"":1240,""y"":955,""dx"":-211,""dy"":134,""t"":14998},{""x"":1251,""y"":971,""dx"":-200,""dy"":150,""t"":15032}]]","[74.57627118644068,69.49152542372882,100,67.79661016949152,53.333333333333336]","[{""x"":37.11864406779661,""y"":-73.71186440677967,""r"":109.89114250124902},{""x"":-51.83050847457627,""y"":57.57627118644068,""r"":118.14220733861613},{""x"":32.689655172413794,""y"":-65.43103448275862,""r"":90.46413666393826},{""x"":151.79661016949152,""y"":-80.15254237288136,""r"":64.09934206797938},{""x"":-184.3,""y"":69.65,""r"":86.80957950060234}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","64362","0.0-5.0-0.0","","","","","4151"," ","","","<p>识别实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是100毫秒的单个项目展示，500毫秒的空白间隔后，会呈现一个多个项目的阵列。</p> <p>要求：记忆单个项目，并在多个项目阵列中快速找到，并根据数字键盘进行选择响应。</p><p>按"" ""键继续，实验开始。</p>","","","","","","","","","","","","","","","",""
