"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","1978","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1982","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","5622","0.0-2.0-0.0","","","","","3639","{""name"":""黎钰"",""age"":""22""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","6894","0.0-2.0-1.0","","","","","1271","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","7326","0.0-3.0","","","","","430"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","19590","0.0-4.0","","","","","","","","","18","","","","","","","","","","","","","","","",""
"","html-button-response","6","20718","0.0-5.0-0.0","","","","","1126","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","31828","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","33014","0.0-5.0-2.0","","","","","1186","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","50717","0.0-5.0-3.0","","","","","","","","","","[[{""x"":398,""y"":422,""dx"":-93,""dy"":141,""t"":989},{""x"":414,""y"":420,""dx"":-77,""dy"":139,""t"":1024},{""x"":403,""y"":408,""dx"":-88,""dy"":127,""t"":1057},{""x"":384,""y"":409,""dx"":-107,""dy"":128,""t"":1092},{""x"":389,""y"":418,""dx"":-102,""dy"":137,""t"":1126},{""x"":405,""y"":428,""dx"":-86,""dy"":147,""t"":1160},{""x"":423,""y"":441,""dx"":-68,""dy"":160,""t"":1191},{""x"":436,""y"":434,""dx"":-55,""dy"":153,""t"":1227},{""x"":434,""y"":422,""dx"":-57,""dy"":141,""t"":1261},{""x"":445,""y"":405,""dx"":-46,""dy"":124,""t"":1296},{""x"":449,""y"":401,""dx"":-42,""dy"":120,""t"":1330},{""x"":447,""y"":402,""dx"":-44,""dy"":121,""t"":1364},{""x"":458,""y"":399,""dx"":-33,""dy"":118,""t"":1399},{""x"":442,""y"":393,""dx"":-49,""dy"":112,""t"":1432},{""x"":467,""y"":393,""dx"":-24,""dy"":112,""t"":1466},{""x"":480,""y"":377,""dx"":-11,""dy"":96,""t"":1500},{""x"":491,""y"":380,""dx"":0,""dy"":99,""t"":1533},{""x"":496,""y"":373,""dx"":5,""dy"":92,""t"":1568},{""x"":530,""y"":405,""dx"":39,""dy"":124,""t"":1600},{""x"":521,""y"":382,""dx"":30,""dy"":101,""t"":1635},{""x"":526,""y"":419,""dx"":35,""dy"":138,""t"":1670},{""x"":496,""y"":406,""dx"":5,""dy"":125,""t"":1704},{""x"":493,""y"":390,""dx"":2,""dy"":109,""t"":1738},{""x"":467,""y"":388,""dx"":-24,""dy"":107,""t"":1772},{""x"":473,""y"":393,""dx"":-18,""dy"":112,""t"":1806},{""x"":460,""y"":384,""dx"":-31,""dy"":103,""t"":1840},{""x"":452,""y"":373,""dx"":-39,""dy"":92,""t"":1873},{""x"":457,""y"":363,""dx"":-34,""dy"":82,""t"":1908},{""x"":433,""y"":359,""dx"":-58,""dy"":78,""t"":1941},{""x"":423,""y"":356,""dx"":-68,""dy"":75,""t"":1975},{""x"":421,""y"":365,""dx"":-70,""dy"":84,""t"":2010},{""x"":414,""y"":357,""dx"":-77,""dy"":76,""t"":2044},{""x"":431,""y"":348,""dx"":-60,""dy"":67,""t"":2077},{""x"":402,""y"":347,""dx"":-89,""dy"":66,""t"":2111},{""x"":375,""y"":342,""dx"":-116,""dy"":61,""t"":2147},{""x"":353,""y"":337,""dx"":-138,""dy"":56,""t"":2179},{""x"":355,""y"":353,""dx"":-136,""dy"":72,""t"":2214},{""x"":385,""y"":356,""dx"":-106,""dy"":75,""t"":2248},{""x"":391,""y"":354,""dx"":-100,""dy"":73,""t"":2282},{""x"":396,""y"":353,""dx"":-95,""dy"":72,""t"":2316},{""x"":394,""y"":356,""dx"":-97,""dy"":75,""t"":2349},{""x"":392,""y"":358,""dx"":-99,""dy"":77,""t"":2384},{""x"":382,""y"":354,""dx"":-109,""dy"":73,""t"":2418},{""x"":374,""y"":354,""dx"":-117,""dy"":73,""t"":2452},{""x"":376,""y"":356,""dx"":-115,""dy"":75,""t"":2486},{""x"":398,""y"":367,""dx"":-93,""dy"":86,""t"":2520},{""x"":394,""y"":370,""dx"":-97,""dy"":89,""t"":2553},{""x"":407,""y"":365,""dx"":-84,""dy"":84,""t"":2588},{""x"":429,""y"":367,""dx"":-62,""dy"":86,""t"":2621},{""x"":441,""y"":366,""dx"":-50,""dy"":85,""t"":2655},{""x"":453,""y"":381,""dx"":-38,""dy"":100,""t"":2689},{""x"":464,""y"":386,""dx"":-27,""dy"":105,""t"":2724},{""x"":479,""y"":399,""dx"":-12,""dy"":118,""t"":2758},{""x"":475,""y"":400,""dx"":-16,""dy"":119,""t"":2792},{""x"":470,""y"":400,""dx"":-21,""dy"":119,""t"":2823},{""x"":473,""y"":401,""dx"":-18,""dy"":120,""t"":2860},{""x"":471,""y"":398,""dx"":-20,""dy"":117,""t"":2894},{""x"":464,""y"":379,""dx"":-27,""dy"":98,""t"":2928},{""x"":441,""y"":369,""dx"":-50,""dy"":88,""t"":2961}],[{""x"":1648,""y"":367,""dx"":197,""dy"":86,""t"":4015},{""x"":1649,""y"":357,""dx"":198,""dy"":76,""t"":4051},{""x"":1641,""y"":348,""dx"":190,""dy"":67,""t"":4084},{""x"":1622,""y"":360,""dx"":171,""dy"":79,""t"":4118},{""x"":1607,""y"":379,""dx"":156,""dy"":98,""t"":4152},{""x"":1594,""y"":392,""dx"":143,""dy"":111,""t"":4186},{""x"":1586,""y"":373,""dx"":135,""dy"":92,""t"":4220},{""x"":1593,""y"":358,""dx"":142,""dy"":77,""t"":4254},{""x"":1572,""y"":382,""dx"":121,""dy"":101,""t"":4287},{""x"":1570,""y"":368,""dx"":119,""dy"":87,""t"":4322},{""x"":1566,""y"":373,""dx"":115,""dy"":92,""t"":4356},{""x"":1568,""y"":367,""dx"":117,""dy"":86,""t"":4390},{""x"":1562,""y"":368,""dx"":111,""dy"":87,""t"":4424},{""x"":1559,""y"":365,""dx"":108,""dy"":84,""t"":4458},{""x"":1571,""y"":359,""dx"":120,""dy"":78,""t"":4491},{""x"":1570,""y"":350,""dx"":119,""dy"":69,""t"":4526},{""x"":1571,""y"":358,""dx"":120,""dy"":77,""t"":4560},{""x"":1579,""y"":352,""dx"":128,""dy"":71,""t"":4594},{""x"":1571,""y"":347,""dx"":120,""dy"":66,""t"":4628},{""x"":1570,""y"":353,""dx"":119,""dy"":72,""t"":4662},{""x"":1577,""y"":351,""dx"":126,""dy"":70,""t"":4695},{""x"":1583,""y"":356,""dx"":132,""dy"":75,""t"":4729},{""x"":1581,""y"":349,""dx"":130,""dy"":68,""t"":4764},{""x"":1580,""y"":344,""dx"":129,""dy"":63,""t"":4796},{""x"":1573,""y"":341,""dx"":122,""dy"":60,""t"":4832},{""x"":1574,""y"":336,""dx"":123,""dy"":55,""t"":4865},{""x"":1578,""y"":327,""dx"":127,""dy"":46,""t"":4899},{""x"":1579,""y"":355,""dx"":128,""dy"":74,""t"":4934},{""x"":1582,""y"":337,""dx"":131,""dy"":56,""t"":4967},{""x"":1574,""y"":335,""dx"":123,""dy"":54,""t"":5001},{""x"":1583,""y"":321,""dx"":132,""dy"":40,""t"":5035},{""x"":1579,""y"":307,""dx"":128,""dy"":26,""t"":5070},{""x"":1579,""y"":313,""dx"":128,""dy"":32,""t"":5104},{""x"":1565,""y"":312,""dx"":114,""dy"":31,""t"":5137},{""x"":1574,""y"":312,""dx"":123,""dy"":31,""t"":5172},{""x"":1580,""y"":310,""dx"":129,""dy"":29,""t"":5206},{""x"":1571,""y"":305,""dx"":120,""dy"":24,""t"":5240},{""x"":1582,""y"":295,""dx"":131,""dy"":14,""t"":5273},{""x"":1585,""y"":290,""dx"":134,""dy"":9,""t"":5308},{""x"":1590,""y"":286,""dx"":139,""dy"":5,""t"":5341},{""x"":1581,""y"":286,""dx"":130,""dy"":5,""t"":5375},{""x"":1573,""y"":284,""dx"":122,""dy"":3,""t"":5409},{""x"":1577,""y"":282,""dx"":126,""dy"":1,""t"":5444},{""x"":1584,""y"":278,""dx"":133,""dy"":-3,""t"":5478},{""x"":1583,""y"":267,""dx"":132,""dy"":-14,""t"":5511},{""x"":1576,""y"":267,""dx"":125,""dy"":-14,""t"":5545},{""x"":1597,""y"":265,""dx"":146,""dy"":-16,""t"":5579},{""x"":1587,""y"":275,""dx"":136,""dy"":-6,""t"":5614},{""x"":1592,""y"":277,""dx"":141,""dy"":-4,""t"":5648},{""x"":1579,""y"":292,""dx"":128,""dy"":11,""t"":5682},{""x"":1578,""y"":295,""dx"":127,""dy"":14,""t"":5716},{""x"":1576,""y"":289,""dx"":125,""dy"":8,""t"":5750},{""x"":1567,""y"":292,""dx"":116,""dy"":11,""t"":5784},{""x"":1563,""y"":286,""dx"":112,""dy"":5,""t"":5818},{""x"":1561,""y"":286,""dx"":110,""dy"":5,""t"":5852},{""x"":1565,""y"":274,""dx"":114,""dy"":-7,""t"":5887},{""x"":1568,""y"":278,""dx"":117,""dy"":-3,""t"":5920},{""x"":1573,""y"":289,""dx"":122,""dy"":8,""t"":5954},{""x"":1577,""y"":280,""dx"":126,""dy"":-1,""t"":5988}],[{""x"":994,""y"":520,""dx"":23,""dy"":-31,""t"":7008},{""x"":1002,""y"":511,""dx"":31,""dy"":-40,""t"":7041},{""x"":1015,""y"":510,""dx"":44,""dy"":-41,""t"":7076},{""x"":1034,""y"":504,""dx"":63,""dy"":-47,""t"":7109},{""x"":1033,""y"":498,""dx"":62,""dy"":-53,""t"":7143},{""x"":1048,""y"":505,""dx"":77,""dy"":-46,""t"":7178},{""x"":1049,""y"":537,""dx"":78,""dy"":-14,""t"":7211},{""x"":1047,""y"":569,""dx"":76,""dy"":18,""t"":7247},{""x"":1037,""y"":574,""dx"":66,""dy"":23,""t"":7279},{""x"":1036,""y"":609,""dx"":65,""dy"":58,""t"":7314},{""x"":1018,""y"":596,""dx"":47,""dy"":45,""t"":7348},{""x"":1007,""y"":588,""dx"":36,""dy"":37,""t"":7382},{""x"":997,""y"":581,""dx"":26,""dy"":30,""t"":7415},{""x"":985,""y"":589,""dx"":14,""dy"":38,""t"":7449},{""x"":958,""y"":620,""dx"":-13,""dy"":69,""t"":7484},{""x"":938,""y"":639,""dx"":-33,""dy"":88,""t"":7518},{""x"":945,""y"":617,""dx"":-26,""dy"":66,""t"":7552},{""x"":932,""y"":615,""dx"":-39,""dy"":64,""t"":7586},{""x"":930,""y"":616,""dx"":-41,""dy"":65,""t"":7619},{""x"":924,""y"":611,""dx"":-47,""dy"":60,""t"":7654},{""x"":942,""y"":603,""dx"":-29,""dy"":52,""t"":7688},{""x"":907,""y"":613,""dx"":-64,""dy"":62,""t"":7722},{""x"":907,""y"":610,""dx"":-64,""dy"":59,""t"":7756},{""x"":934,""y"":594,""dx"":-37,""dy"":43,""t"":7790},{""x"":953,""y"":581,""dx"":-18,""dy"":30,""t"":7824},{""x"":976,""y"":568,""dx"":5,""dy"":17,""t"":7859},{""x"":986,""y"":556,""dx"":15,""dy"":5,""t"":7892},{""x"":939,""y"":561,""dx"":-32,""dy"":10,""t"":7925},{""x"":916,""y"":556,""dx"":-55,""dy"":5,""t"":7957},{""x"":897,""y"":573,""dx"":-74,""dy"":22,""t"":7993},{""x"":923,""y"":554,""dx"":-48,""dy"":3,""t"":8027},{""x"":944,""y"":530,""dx"":-27,""dy"":-21,""t"":8061},{""x"":923,""y"":535,""dx"":-48,""dy"":-16,""t"":8097},{""x"":938,""y"":525,""dx"":-33,""dy"":-26,""t"":8130},{""x"":955,""y"":516,""dx"":-16,""dy"":-35,""t"":8164},{""x"":952,""y"":490,""dx"":-19,""dy"":-61,""t"":8198},{""x"":952,""y"":509,""dx"":-19,""dy"":-42,""t"":8232},{""x"":951,""y"":506,""dx"":-20,""dy"":-45,""t"":8266},{""x"":936,""y"":523,""dx"":-35,""dy"":-28,""t"":8300},{""x"":923,""y"":539,""dx"":-48,""dy"":-12,""t"":8332},{""x"":922,""y"":550,""dx"":-49,""dy"":-1,""t"":8368},{""x"":919,""y"":563,""dx"":-52,""dy"":12,""t"":8401},{""x"":947,""y"":544,""dx"":-24,""dy"":-7,""t"":8436},{""x"":951,""y"":536,""dx"":-20,""dy"":-15,""t"":8470},{""x"":975,""y"":529,""dx"":4,""dy"":-22,""t"":8504},{""x"":994,""y"":522,""dx"":23,""dy"":-29,""t"":8537},{""x"":978,""y"":550,""dx"":7,""dy"":-1,""t"":8572},{""x"":967,""y"":558,""dx"":-4,""dy"":7,""t"":8606},{""x"":982,""y"":549,""dx"":11,""dy"":-2,""t"":8640},{""x"":960,""y"":560,""dx"":-11,""dy"":9,""t"":8673},{""x"":964,""y"":539,""dx"":-7,""dy"":-12,""t"":8708},{""x"":968,""y"":507,""dx"":-3,""dy"":-44,""t"":8743},{""x"":966,""y"":494,""dx"":-5,""dy"":-57,""t"":8777},{""x"":974,""y"":486,""dx"":3,""dy"":-65,""t"":8810},{""x"":986,""y"":477,""dx"":15,""dy"":-74,""t"":8843},{""x"":969,""y"":481,""dx"":-2,""dy"":-70,""t"":8878},{""x"":951,""y"":514,""dx"":-20,""dy"":-37,""t"":8911},{""x"":938,""y"":545,""dx"":-33,""dy"":-6,""t"":8946},{""x"":949,""y"":545,""dx"":-22,""dy"":-6,""t"":8980}],[{""x"":552,""y"":955,""dx"":61,""dy"":134,""t"":10034},{""x"":568,""y"":969,""dx"":77,""dy"":148,""t"":10068},{""x"":572,""y"":960,""dx"":81,""dy"":139,""t"":10102},{""x"":561,""y"":940,""dx"":70,""dy"":119,""t"":10135},{""x"":555,""y"":950,""dx"":64,""dy"":129,""t"":10170},{""x"":550,""y"":955,""dx"":59,""dy"":134,""t"":10204},{""x"":553,""y"":961,""dx"":62,""dy"":140,""t"":10237},{""x"":567,""y"":945,""dx"":76,""dy"":124,""t"":10272},{""x"":581,""y"":949,""dx"":90,""dy"":128,""t"":10306},{""x"":592,""y"":953,""dx"":101,""dy"":132,""t"":10337},{""x"":581,""y"":956,""dx"":90,""dy"":135,""t"":10374},{""x"":583,""y"":952,""dx"":92,""dy"":131,""t"":10409},{""x"":569,""y"":949,""dx"":78,""dy"":128,""t"":10441},{""x"":564,""y"":961,""dx"":73,""dy"":140,""t"":10476},{""x"":587,""y"":964,""dx"":96,""dy"":143,""t"":10509},{""x"":591,""y"":969,""dx"":100,""dy"":148,""t"":10544},{""x"":609,""y"":979,""dx"":118,""dy"":158,""t"":10577},{""x"":620,""y"":960,""dx"":129,""dy"":139,""t"":10611},{""x"":615,""y"":947,""dx"":124,""dy"":126,""t"":10646},{""x"":608,""y"":934,""dx"":117,""dy"":113,""t"":10680},{""x"":618,""y"":929,""dx"":127,""dy"":108,""t"":10713},{""x"":647,""y"":933,""dx"":156,""dy"":112,""t"":10748},{""x"":658,""y"":919,""dx"":167,""dy"":98,""t"":10782},{""x"":654,""y"":903,""dx"":163,""dy"":82,""t"":10815},{""x"":645,""y"":917,""dx"":154,""dy"":96,""t"":10850},{""x"":644,""y"":921,""dx"":153,""dy"":100,""t"":10884},{""x"":657,""y"":908,""dx"":166,""dy"":87,""t"":10917},{""x"":654,""y"":891,""dx"":163,""dy"":70,""t"":10951},{""x"":650,""y"":898,""dx"":159,""dy"":77,""t"":10985},{""x"":647,""y"":889,""dx"":156,""dy"":68,""t"":11020},{""x"":638,""y"":904,""dx"":147,""dy"":83,""t"":11054},{""x"":607,""y"":917,""dx"":116,""dy"":96,""t"":11088},{""x"":609,""y"":910,""dx"":118,""dy"":89,""t"":11121},{""x"":586,""y"":932,""dx"":95,""dy"":111,""t"":11155},{""x"":579,""y"":925,""dx"":88,""dy"":104,""t"":11190},{""x"":579,""y"":919,""dx"":88,""dy"":98,""t"":11224},{""x"":581,""y"":914,""dx"":90,""dy"":93,""t"":11258},{""x"":579,""y"":911,""dx"":88,""dy"":90,""t"":11292},{""x"":593,""y"":917,""dx"":102,""dy"":96,""t"":11326},{""x"":590,""y"":932,""dx"":99,""dy"":111,""t"":11360},{""x"":598,""y"":934,""dx"":107,""dy"":113,""t"":11394},{""x"":614,""y"":919,""dx"":123,""dy"":98,""t"":11428},{""x"":611,""y"":929,""dx"":120,""dy"":108,""t"":11462},{""x"":608,""y"":937,""dx"":117,""dy"":116,""t"":11494},{""x"":622,""y"":938,""dx"":131,""dy"":117,""t"":11532},{""x"":609,""y"":930,""dx"":118,""dy"":109,""t"":11563},{""x"":602,""y"":935,""dx"":111,""dy"":114,""t"":11597},{""x"":579,""y"":923,""dx"":88,""dy"":102,""t"":11632},{""x"":595,""y"":925,""dx"":104,""dy"":104,""t"":11666},{""x"":603,""y"":934,""dx"":112,""dy"":113,""t"":11700},{""x"":600,""y"":939,""dx"":109,""dy"":118,""t"":11734},{""x"":601,""y"":945,""dx"":110,""dy"":124,""t"":11768},{""x"":593,""y"":942,""dx"":102,""dy"":121,""t"":11802},{""x"":590,""y"":942,""dx"":99,""dy"":121,""t"":11836},{""x"":594,""y"":949,""dx"":103,""dy"":128,""t"":11870},{""x"":592,""y"":940,""dx"":101,""dy"":119,""t"":11902},{""x"":570,""y"":960,""dx"":79,""dy"":139,""t"":11937},{""x"":574,""y"":983,""dx"":83,""dy"":162,""t"":11972},{""x"":585,""y"":981,""dx"":94,""dy"":160,""t"":12005}],[{""x"":1535,""y"":865,""dx"":84,""dy"":44,""t"":13026},{""x"":1479,""y"":885,""dx"":28,""dy"":64,""t"":13059},{""x"":1512,""y"":843,""dx"":61,""dy"":22,""t"":13094},{""x"":1527,""y"":816,""dx"":76,""dy"":-5,""t"":13127},{""x"":1548,""y"":836,""dx"":97,""dy"":15,""t"":13161},{""x"":1548,""y"":816,""dx"":97,""dy"":-5,""t"":13195},{""x"":1554,""y"":843,""dx"":103,""dy"":22,""t"":13230},{""x"":1553,""y"":858,""dx"":102,""dy"":37,""t"":13264},{""x"":1554,""y"":860,""dx"":103,""dy"":39,""t"":13298},{""x"":1566,""y"":888,""dx"":115,""dy"":67,""t"":13332},{""x"":1542,""y"":909,""dx"":91,""dy"":88,""t"":13365},{""x"":1539,""y"":902,""dx"":88,""dy"":81,""t"":13400},{""x"":1545,""y"":926,""dx"":94,""dy"":105,""t"":13434},{""x"":1546,""y"":936,""dx"":95,""dy"":115,""t"":13468},{""x"":1547,""y"":943,""dx"":96,""dy"":122,""t"":13499},{""x"":1558,""y"":962,""dx"":107,""dy"":141,""t"":13536},{""x"":1549,""y"":962,""dx"":98,""dy"":141,""t"":13569},{""x"":1548,""y"":965,""dx"":97,""dy"":144,""t"":13604},{""x"":1538,""y"":987,""dx"":87,""dy"":166,""t"":13638},{""x"":1525,""y"":945,""dx"":74,""dy"":124,""t"":13672},{""x"":1532,""y"":901,""dx"":81,""dy"":80,""t"":13705},{""x"":1505,""y"":913,""dx"":54,""dy"":92,""t"":13739},{""x"":1479,""y"":911,""dx"":28,""dy"":90,""t"":13774},{""x"":1464,""y"":922,""dx"":13,""dy"":101,""t"":13808},{""x"":1469,""y"":931,""dx"":18,""dy"":110,""t"":13841},{""x"":1479,""y"":942,""dx"":28,""dy"":121,""t"":13875},{""x"":1474,""y"":913,""dx"":23,""dy"":92,""t"":13910},{""x"":1466,""y"":909,""dx"":15,""dy"":88,""t"":13944},{""x"":1462,""y"":869,""dx"":11,""dy"":48,""t"":13977},{""x"":1455,""y"":865,""dx"":4,""dy"":44,""t"":14011},{""x"":1446,""y"":859,""dx"":-5,""dy"":38,""t"":14046},{""x"":1459,""y"":880,""dx"":8,""dy"":59,""t"":14080},{""x"":1460,""y"":884,""dx"":9,""dy"":63,""t"":14114},{""x"":1456,""y"":893,""dx"":5,""dy"":72,""t"":14148},{""x"":1472,""y"":903,""dx"":21,""dy"":82,""t"":14181},{""x"":1485,""y"":912,""dx"":34,""dy"":91,""t"":14216},{""x"":1491,""y"":953,""dx"":40,""dy"":132,""t"":14250},{""x"":1503,""y"":968,""dx"":52,""dy"":147,""t"":14284},{""x"":1512,""y"":976,""dx"":61,""dy"":155,""t"":14320},{""x"":1526,""y"":990,""dx"":75,""dy"":169,""t"":14352},{""x"":1535,""y"":990,""dx"":84,""dy"":169,""t"":14386},{""x"":1502,""y"":976,""dx"":51,""dy"":155,""t"":14420},{""x"":1481,""y"":942,""dx"":30,""dy"":121,""t"":14454},{""x"":1447,""y"":919,""dx"":-4,""dy"":98,""t"":14488},{""x"":1426,""y"":893,""dx"":-25,""dy"":72,""t"":14522},{""x"":1400,""y"":878,""dx"":-51,""dy"":57,""t"":14556},{""x"":1421,""y"":893,""dx"":-30,""dy"":72,""t"":14590},{""x"":1434,""y"":875,""dx"":-17,""dy"":54,""t"":14624},{""x"":1402,""y"":906,""dx"":-49,""dy"":85,""t"":14658},{""x"":1418,""y"":885,""dx"":-33,""dy"":64,""t"":14691},{""x"":1431,""y"":868,""dx"":-20,""dy"":47,""t"":14726},{""x"":1456,""y"":849,""dx"":5,""dy"":28,""t"":14760},{""x"":1481,""y"":838,""dx"":30,""dy"":17,""t"":14794},{""x"":1485,""y"":851,""dx"":34,""dy"":30,""t"":14828},{""x"":1516,""y"":831,""dx"":65,""dy"":10,""t"":14861},{""x"":1511,""y"":831,""dx"":60,""dy"":10,""t"":14898},{""x"":1530,""y"":819,""dx"":79,""dy"":-2,""t"":14930},{""x"":1535,""y"":834,""dx"":84,""dy"":13,""t"":14963},{""x"":1535,""y"":844,""dx"":84,""dy"":23,""t"":14998}]]","[100,94.91525423728814,100,100,100]","[{""x"":-55.54237288135593,""y"":101.72881355932203,""r"":43.00664018798197},{""x"":130.27118644067798,""y"":42.728813559322035,""r"":36.22263501681021},{""x"":-5.864406779661017,""y"":-0.15254237288135594,""r"":47.02243561649158},{""x"":107.86440677966101,""y"":115.98305084745763,""r"":28.82386655125689},{""x"":46.52542372881356,""y"":76.67796610169492,""r"":64.42712435145344}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
