"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","2044","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2051","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","5629","0.0-2.0-0.0","","","","","3576","{""name"":""syx"",""age"":""23""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","6813","0.0-2.0-1.0","","","","","1183","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","8493","0.0-3.0","","","","","1678"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","20385","0.0-4.0","","","","","","","","","19","","","","","","","","","","","","","","","","",""
"","html-button-response","6","21805","0.0-5.0-0.0","","","","","1418","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","35441","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","36740","0.0-5.0-2.0","","","","","1298","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","54676","0.0-5.0-3.0","","","","","","","","","","[[{""x"":368,""y"":285,""dx"":-123,""dy"":4,""t"":989},{""x"":383,""y"":290,""dx"":-108,""dy"":9,""t"":1021},{""x"":397,""y"":296,""dx"":-94,""dy"":15,""t"":1058},{""x"":406,""y"":314,""dx"":-85,""dy"":33,""t"":1092},{""x"":409,""y"":303,""dx"":-82,""dy"":22,""t"":1126},{""x"":422,""y"":305,""dx"":-69,""dy"":24,""t"":1160},{""x"":430,""y"":304,""dx"":-61,""dy"":23,""t"":1194},{""x"":439,""y"":293,""dx"":-52,""dy"":12,""t"":1229},{""x"":445,""y"":285,""dx"":-46,""dy"":4,""t"":1262},{""x"":459,""y"":295,""dx"":-32,""dy"":14,""t"":1296},{""x"":465,""y"":281,""dx"":-26,""dy"":0,""t"":1330},{""x"":466,""y"":276,""dx"":-25,""dy"":-5,""t"":1364},{""x"":465,""y"":285,""dx"":-26,""dy"":4,""t"":1399},{""x"":472,""y"":288,""dx"":-19,""dy"":7,""t"":1432},{""x"":462,""y"":284,""dx"":-29,""dy"":3,""t"":1465},{""x"":462,""y"":281,""dx"":-29,""dy"":0,""t"":1500},{""x"":457,""y"":281,""dx"":-34,""dy"":0,""t"":1534},{""x"":471,""y"":272,""dx"":-20,""dy"":-9,""t"":1568},{""x"":471,""y"":266,""dx"":-20,""dy"":-15,""t"":1602},{""x"":474,""y"":270,""dx"":-17,""dy"":-11,""t"":1636},{""x"":476,""y"":272,""dx"":-15,""dy"":-9,""t"":1670},{""x"":482,""y"":255,""dx"":-9,""dy"":-26,""t"":1705},{""x"":476,""y"":261,""dx"":-15,""dy"":-20,""t"":1738},{""x"":468,""y"":270,""dx"":-23,""dy"":-11,""t"":1772},{""x"":465,""y"":271,""dx"":-26,""dy"":-10,""t"":1806},{""x"":458,""y"":282,""dx"":-33,""dy"":1,""t"":1840},{""x"":461,""y"":276,""dx"":-30,""dy"":-5,""t"":1873},{""x"":455,""y"":271,""dx"":-36,""dy"":-10,""t"":1907},{""x"":458,""y"":273,""dx"":-33,""dy"":-8,""t"":1942},{""x"":464,""y"":276,""dx"":-27,""dy"":-5,""t"":1976},{""x"":468,""y"":272,""dx"":-23,""dy"":-9,""t"":2010},{""x"":465,""y"":276,""dx"":-26,""dy"":-5,""t"":2044},{""x"":464,""y"":285,""dx"":-27,""dy"":4,""t"":2079},{""x"":462,""y"":297,""dx"":-29,""dy"":16,""t"":2112},{""x"":452,""y"":289,""dx"":-39,""dy"":8,""t"":2145},{""x"":451,""y"":286,""dx"":-40,""dy"":5,""t"":2181},{""x"":450,""y"":283,""dx"":-41,""dy"":2,""t"":2212},{""x"":446,""y"":295,""dx"":-45,""dy"":14,""t"":2248},{""x"":442,""y"":302,""dx"":-49,""dy"":21,""t"":2282},{""x"":443,""y"":302,""dx"":-48,""dy"":21,""t"":2316},{""x"":443,""y"":311,""dx"":-48,""dy"":30,""t"":2349},{""x"":433,""y"":314,""dx"":-58,""dy"":33,""t"":2384},{""x"":419,""y"":308,""dx"":-72,""dy"":27,""t"":2418},{""x"":415,""y"":327,""dx"":-76,""dy"":46,""t"":2452},{""x"":421,""y"":325,""dx"":-70,""dy"":44,""t"":2487},{""x"":416,""y"":358,""dx"":-75,""dy"":77,""t"":2520},{""x"":449,""y"":357,""dx"":-42,""dy"":76,""t"":2554},{""x"":436,""y"":357,""dx"":-55,""dy"":76,""t"":2588},{""x"":429,""y"":357,""dx"":-62,""dy"":76,""t"":2620},{""x"":426,""y"":354,""dx"":-65,""dy"":73,""t"":2656},{""x"":427,""y"":356,""dx"":-64,""dy"":75,""t"":2689},{""x"":422,""y"":356,""dx"":-69,""dy"":75,""t"":2723},{""x"":409,""y"":351,""dx"":-82,""dy"":70,""t"":2758},{""x"":428,""y"":346,""dx"":-63,""dy"":65,""t"":2792},{""x"":409,""y"":338,""dx"":-82,""dy"":57,""t"":2826},{""x"":402,""y"":343,""dx"":-89,""dy"":62,""t"":2860},{""x"":393,""y"":344,""dx"":-98,""dy"":63,""t"":2895},{""x"":423,""y"":338,""dx"":-68,""dy"":57,""t"":2928},{""x"":409,""y"":335,""dx"":-82,""dy"":54,""t"":2961}],[{""x"":1515,""y"":318,""dx"":64,""dy"":37,""t"":4015},{""x"":1512,""y"":341,""dx"":61,""dy"":60,""t"":4051},{""x"":1500,""y"":322,""dx"":49,""dy"":41,""t"":4085},{""x"":1489,""y"":332,""dx"":38,""dy"":51,""t"":4118},{""x"":1477,""y"":314,""dx"":26,""dy"":33,""t"":4152},{""x"":1483,""y"":343,""dx"":32,""dy"":62,""t"":4186},{""x"":1485,""y"":351,""dx"":34,""dy"":70,""t"":4217},{""x"":1480,""y"":340,""dx"":29,""dy"":59,""t"":4254},{""x"":1487,""y"":350,""dx"":36,""dy"":69,""t"":4288},{""x"":1473,""y"":311,""dx"":22,""dy"":30,""t"":4321},{""x"":1477,""y"":301,""dx"":26,""dy"":20,""t"":4356},{""x"":1487,""y"":308,""dx"":36,""dy"":27,""t"":4390},{""x"":1475,""y"":305,""dx"":24,""dy"":24,""t"":4445},{""x"":1465,""y"":304,""dx"":14,""dy"":23,""t"":4459},{""x"":1447,""y"":300,""dx"":-4,""dy"":19,""t"":4492},{""x"":1448,""y"":283,""dx"":-3,""dy"":2,""t"":4525},{""x"":1445,""y"":277,""dx"":-6,""dy"":-4,""t"":4561},{""x"":1453,""y"":284,""dx"":2,""dy"":3,""t"":4594},{""x"":1464,""y"":310,""dx"":13,""dy"":29,""t"":4628},{""x"":1456,""y"":287,""dx"":5,""dy"":6,""t"":4663},{""x"":1453,""y"":271,""dx"":2,""dy"":-10,""t"":4696},{""x"":1451,""y"":276,""dx"":0,""dy"":-5,""t"":4730},{""x"":1446,""y"":252,""dx"":-5,""dy"":-29,""t"":4764},{""x"":1447,""y"":255,""dx"":-4,""dy"":-26,""t"":4797},{""x"":1457,""y"":265,""dx"":6,""dy"":-16,""t"":4832},{""x"":1458,""y"":267,""dx"":7,""dy"":-14,""t"":4865},{""x"":1457,""y"":252,""dx"":6,""dy"":-29,""t"":4899},{""x"":1454,""y"":255,""dx"":3,""dy"":-26,""t"":4935},{""x"":1447,""y"":249,""dx"":-4,""dy"":-32,""t"":4969},{""x"":1456,""y"":266,""dx"":5,""dy"":-15,""t"":5002},{""x"":1460,""y"":264,""dx"":9,""dy"":-17,""t"":5037},{""x"":1472,""y"":297,""dx"":21,""dy"":16,""t"":5071},{""x"":1478,""y"":312,""dx"":27,""dy"":31,""t"":5104},{""x"":1482,""y"":317,""dx"":31,""dy"":36,""t"":5139},{""x"":1480,""y"":311,""dx"":29,""dy"":30,""t"":5172},{""x"":1481,""y"":313,""dx"":30,""dy"":32,""t"":5206},{""x"":1492,""y"":347,""dx"":41,""dy"":66,""t"":5240},{""x"":1486,""y"":345,""dx"":35,""dy"":64,""t"":5274},{""x"":1478,""y"":340,""dx"":27,""dy"":59,""t"":5308},{""x"":1472,""y"":333,""dx"":21,""dy"":52,""t"":5342},{""x"":1472,""y"":334,""dx"":21,""dy"":53,""t"":5376},{""x"":1464,""y"":321,""dx"":13,""dy"":40,""t"":5410},{""x"":1484,""y"":335,""dx"":33,""dy"":54,""t"":5444},{""x"":1483,""y"":333,""dx"":32,""dy"":52,""t"":5479},{""x"":1478,""y"":329,""dx"":27,""dy"":48,""t"":5512},{""x"":1473,""y"":332,""dx"":22,""dy"":51,""t"":5546},{""x"":1474,""y"":344,""dx"":23,""dy"":63,""t"":5581},{""x"":1480,""y"":355,""dx"":29,""dy"":74,""t"":5614},{""x"":1485,""y"":374,""dx"":34,""dy"":93,""t"":5647},{""x"":1492,""y"":390,""dx"":41,""dy"":109,""t"":5682},{""x"":1488,""y"":383,""dx"":37,""dy"":102,""t"":5716},{""x"":1480,""y"":396,""dx"":29,""dy"":115,""t"":5749},{""x"":1487,""y"":416,""dx"":36,""dy"":135,""t"":5781},{""x"":1477,""y"":391,""dx"":26,""dy"":110,""t"":5818},{""x"":1491,""y"":391,""dx"":40,""dy"":110,""t"":5852},{""x"":1489,""y"":383,""dx"":38,""dy"":102,""t"":5887},{""x"":1491,""y"":368,""dx"":40,""dy"":87,""t"":5920},{""x"":1485,""y"":361,""dx"":34,""dy"":80,""t"":5954},{""x"":1470,""y"":332,""dx"":19,""dy"":51,""t"":5988}],[{""x"":986,""y"":896,""dx"":15,""dy"":345,""t"":7007},{""x"":994,""y"":819,""dx"":23,""dy"":268,""t"":7042},{""x"":998,""y"":760,""dx"":27,""dy"":209,""t"":7077},{""x"":1000,""y"":697,""dx"":29,""dy"":146,""t"":7111},{""x"":1014,""y"":675,""dx"":43,""dy"":124,""t"":7144},{""x"":1012,""y"":633,""dx"":41,""dy"":82,""t"":7178},{""x"":1016,""y"":609,""dx"":45,""dy"":58,""t"":7213},{""x"":1028,""y"":595,""dx"":57,""dy"":44,""t"":7246},{""x"":1026,""y"":568,""dx"":55,""dy"":17,""t"":7280},{""x"":1025,""y"":559,""dx"":54,""dy"":8,""t"":7314},{""x"":1024,""y"":554,""dx"":53,""dy"":3,""t"":7346},{""x"":1024,""y"":548,""dx"":53,""dy"":-3,""t"":7382},{""x"":1024,""y"":534,""dx"":53,""dy"":-17,""t"":7416},{""x"":1033,""y"":540,""dx"":62,""dy"":-11,""t"":7449},{""x"":1043,""y"":540,""dx"":72,""dy"":-11,""t"":7484},{""x"":1030,""y"":534,""dx"":59,""dy"":-17,""t"":7517},{""x"":1028,""y"":559,""dx"":57,""dy"":8,""t"":7552},{""x"":1024,""y"":555,""dx"":53,""dy"":4,""t"":7586},{""x"":1014,""y"":551,""dx"":43,""dy"":0,""t"":7620},{""x"":1012,""y"":562,""dx"":41,""dy"":11,""t"":7655},{""x"":1002,""y"":561,""dx"":31,""dy"":10,""t"":7688},{""x"":1001,""y"":572,""dx"":30,""dy"":21,""t"":7723},{""x"":994,""y"":574,""dx"":23,""dy"":23,""t"":7754},{""x"":981,""y"":559,""dx"":10,""dy"":8,""t"":7791},{""x"":989,""y"":565,""dx"":18,""dy"":14,""t"":7824},{""x"":989,""y"":566,""dx"":18,""dy"":15,""t"":7858},{""x"":987,""y"":563,""dx"":16,""dy"":12,""t"":7892},{""x"":988,""y"":562,""dx"":17,""dy"":11,""t"":7926},{""x"":985,""y"":562,""dx"":14,""dy"":11,""t"":7960},{""x"":987,""y"":566,""dx"":16,""dy"":15,""t"":7994},{""x"":989,""y"":552,""dx"":18,""dy"":1,""t"":8028},{""x"":991,""y"":544,""dx"":20,""dy"":-7,""t"":8062},{""x"":998,""y"":542,""dx"":27,""dy"":-9,""t"":8096},{""x"":1011,""y"":545,""dx"":40,""dy"":-6,""t"":8130},{""x"":1014,""y"":554,""dx"":43,""dy"":3,""t"":8164},{""x"":1009,""y"":539,""dx"":38,""dy"":-12,""t"":8197},{""x"":1006,""y"":547,""dx"":35,""dy"":-4,""t"":8231},{""x"":1009,""y"":534,""dx"":38,""dy"":-17,""t"":8266},{""x"":1013,""y"":537,""dx"":42,""dy"":-14,""t"":8300},{""x"":1019,""y"":557,""dx"":48,""dy"":6,""t"":8334},{""x"":1017,""y"":559,""dx"":46,""dy"":8,""t"":8368},{""x"":1003,""y"":554,""dx"":32,""dy"":3,""t"":8403},{""x"":1000,""y"":551,""dx"":29,""dy"":0,""t"":8435},{""x"":999,""y"":556,""dx"":28,""dy"":5,""t"":8470},{""x"":989,""y"":551,""dx"":18,""dy"":0,""t"":8504},{""x"":995,""y"":563,""dx"":24,""dy"":12,""t"":8539},{""x"":1005,""y"":577,""dx"":34,""dy"":26,""t"":8571},{""x"":1014,""y"":592,""dx"":43,""dy"":41,""t"":8607},{""x"":1018,""y"":584,""dx"":47,""dy"":33,""t"":8640},{""x"":1024,""y"":586,""dx"":53,""dy"":35,""t"":8674},{""x"":1026,""y"":581,""dx"":55,""dy"":30,""t"":8708},{""x"":1031,""y"":591,""dx"":60,""dy"":40,""t"":8742},{""x"":1024,""y"":574,""dx"":53,""dy"":23,""t"":8776},{""x"":1028,""y"":577,""dx"":57,""dy"":26,""t"":8811},{""x"":1028,""y"":591,""dx"":57,""dy"":40,""t"":8843},{""x"":1028,""y"":588,""dx"":57,""dy"":37,""t"":8878},{""x"":1032,""y"":575,""dx"":61,""dy"":24,""t"":8912},{""x"":1023,""y"":564,""dx"":52,""dy"":13,""t"":8946},{""x"":1034,""y"":569,""dx"":63,""dy"":18,""t"":8980},{""x"":1029,""y"":563,""dx"":58,""dy"":12,""t"":9014}],[{""x"":602,""y"":930,""dx"":111,""dy"":109,""t"":10033},{""x"":597,""y"":926,""dx"":106,""dy"":105,""t"":10068},{""x"":604,""y"":920,""dx"":113,""dy"":99,""t"":10102},{""x"":609,""y"":919,""dx"":118,""dy"":98,""t"":10136},{""x"":626,""y"":912,""dx"":135,""dy"":91,""t"":10170},{""x"":634,""y"":915,""dx"":143,""dy"":94,""t"":10204},{""x"":637,""y"":905,""dx"":146,""dy"":84,""t"":10238},{""x"":666,""y"":930,""dx"":175,""dy"":109,""t"":10272},{""x"":669,""y"":931,""dx"":178,""dy"":110,""t"":10307},{""x"":669,""y"":928,""dx"":178,""dy"":107,""t"":10339},{""x"":665,""y"":916,""dx"":174,""dy"":95,""t"":10373},{""x"":689,""y"":930,""dx"":198,""dy"":109,""t"":10408},{""x"":678,""y"":931,""dx"":187,""dy"":110,""t"":10442},{""x"":677,""y"":950,""dx"":186,""dy"":129,""t"":10476},{""x"":676,""y"":955,""dx"":185,""dy"":134,""t"":10511},{""x"":656,""y"":956,""dx"":165,""dy"":135,""t"":10544},{""x"":657,""y"":969,""dx"":166,""dy"":148,""t"":10578},{""x"":656,""y"":965,""dx"":165,""dy"":144,""t"":10613},{""x"":648,""y"":974,""dx"":157,""dy"":153,""t"":10646},{""x"":638,""y"":963,""dx"":147,""dy"":142,""t"":10680},{""x"":640,""y"":968,""dx"":149,""dy"":147,""t"":10714},{""x"":660,""y"":974,""dx"":169,""dy"":153,""t"":10748},{""x"":665,""y"":980,""dx"":174,""dy"":159,""t"":10782},{""x"":661,""y"":971,""dx"":170,""dy"":150,""t"":10815},{""x"":646,""y"":971,""dx"":155,""dy"":150,""t"":10849},{""x"":644,""y"":978,""dx"":153,""dy"":157,""t"":10884},{""x"":631,""y"":973,""dx"":140,""dy"":152,""t"":10917},{""x"":619,""y"":968,""dx"":128,""dy"":147,""t"":10950},{""x"":616,""y"":953,""dx"":125,""dy"":132,""t"":10985},{""x"":610,""y"":932,""dx"":119,""dy"":111,""t"":11020},{""x"":626,""y"":960,""dx"":135,""dy"":139,""t"":11075},{""x"":646,""y"":969,""dx"":155,""dy"":148,""t"":11089},{""x"":641,""y"":961,""dx"":150,""dy"":140,""t"":11123},{""x"":648,""y"":976,""dx"":157,""dy"":155,""t"":11156},{""x"":656,""y"":985,""dx"":165,""dy"":164,""t"":11190},{""x"":657,""y"":984,""dx"":166,""dy"":163,""t"":11223},{""x"":661,""y"":972,""dx"":170,""dy"":151,""t"":11258},{""x"":666,""y"":961,""dx"":175,""dy"":140,""t"":11292},{""x"":671,""y"":952,""dx"":180,""dy"":131,""t"":11324},{""x"":671,""y"":938,""dx"":180,""dy"":117,""t"":11360},{""x"":669,""y"":932,""dx"":178,""dy"":111,""t"":11394},{""x"":663,""y"":936,""dx"":172,""dy"":115,""t"":11429},{""x"":676,""y"":959,""dx"":185,""dy"":138,""t"":11462},{""x"":650,""y"":945,""dx"":159,""dy"":124,""t"":11497},{""x"":628,""y"":938,""dx"":137,""dy"":117,""t"":11530},{""x"":618,""y"":939,""dx"":127,""dy"":118,""t"":11565},{""x"":622,""y"":934,""dx"":131,""dy"":113,""t"":11598},{""x"":627,""y"":928,""dx"":136,""dy"":107,""t"":11632},{""x"":612,""y"":921,""dx"":121,""dy"":100,""t"":11666},{""x"":618,""y"":930,""dx"":127,""dy"":109,""t"":11700},{""x"":605,""y"":919,""dx"":114,""dy"":98,""t"":11733},{""x"":595,""y"":916,""dx"":104,""dy"":95,""t"":11768},{""x"":585,""y"":915,""dx"":94,""dy"":94,""t"":11802},{""x"":586,""y"":905,""dx"":95,""dy"":84,""t"":11836},{""x"":582,""y"":896,""dx"":91,""dy"":75,""t"":11870},{""x"":588,""y"":894,""dx"":97,""dy"":73,""t"":11904},{""x"":596,""y"":897,""dx"":105,""dy"":76,""t"":11938},{""x"":611,""y"":905,""dx"":120,""dy"":84,""t"":11972},{""x"":627,""y"":935,""dx"":136,""dy"":114,""t"":12006},{""x"":646,""y"":949,""dx"":155,""dy"":128,""t"":12039}],[{""x"":1384,""y"":870,""dx"":-67,""dy"":49,""t"":13060},{""x"":1363,""y"":866,""dx"":-88,""dy"":45,""t"":13094},{""x"":1351,""y"":878,""dx"":-100,""dy"":57,""t"":13128},{""x"":1338,""y"":893,""dx"":-113,""dy"":72,""t"":13162},{""x"":1343,""y"":893,""dx"":-108,""dy"":72,""t"":13196},{""x"":1347,""y"":888,""dx"":-104,""dy"":67,""t"":13230},{""x"":1322,""y"":870,""dx"":-129,""dy"":49,""t"":13264},{""x"":1316,""y"":863,""dx"":-135,""dy"":42,""t"":13298},{""x"":1309,""y"":852,""dx"":-142,""dy"":31,""t"":13332},{""x"":1297,""y"":846,""dx"":-154,""dy"":25,""t"":13365},{""x"":1293,""y"":840,""dx"":-158,""dy"":19,""t"":13399},{""x"":1295,""y"":837,""dx"":-156,""dy"":16,""t"":13434},{""x"":1300,""y"":831,""dx"":-151,""dy"":10,""t"":13468},{""x"":1303,""y"":843,""dx"":-148,""dy"":22,""t"":13503},{""x"":1303,""y"":846,""dx"":-148,""dy"":25,""t"":13536},{""x"":1309,""y"":845,""dx"":-142,""dy"":24,""t"":13570},{""x"":1310,""y"":848,""dx"":-141,""dy"":27,""t"":13604},{""x"":1309,""y"":851,""dx"":-142,""dy"":30,""t"":13638},{""x"":1312,""y"":847,""dx"":-139,""dy"":26,""t"":13672},{""x"":1315,""y"":855,""dx"":-136,""dy"":34,""t"":13706},{""x"":1323,""y"":846,""dx"":-128,""dy"":25,""t"":13740},{""x"":1325,""y"":840,""dx"":-126,""dy"":19,""t"":13774},{""x"":1329,""y"":844,""dx"":-122,""dy"":23,""t"":13808},{""x"":1323,""y"":829,""dx"":-128,""dy"":8,""t"":13842},{""x"":1327,""y"":832,""dx"":-124,""dy"":11,""t"":13876},{""x"":1329,""y"":821,""dx"":-122,""dy"":0,""t"":13910},{""x"":1340,""y"":826,""dx"":-111,""dy"":5,""t"":13944},{""x"":1346,""y"":833,""dx"":-105,""dy"":12,""t"":13978},{""x"":1352,""y"":842,""dx"":-99,""dy"":21,""t"":14012},{""x"":1356,""y"":840,""dx"":-95,""dy"":19,""t"":14046},{""x"":1353,""y"":835,""dx"":-98,""dy"":14,""t"":14080},{""x"":1354,""y"":841,""dx"":-97,""dy"":20,""t"":14115},{""x"":1351,""y"":839,""dx"":-100,""dy"":18,""t"":14148},{""x"":1347,""y"":845,""dx"":-104,""dy"":24,""t"":14182},{""x"":1357,""y"":853,""dx"":-94,""dy"":32,""t"":14215},{""x"":1343,""y"":842,""dx"":-108,""dy"":21,""t"":14250},{""x"":1339,""y"":838,""dx"":-112,""dy"":17,""t"":14284},{""x"":1338,""y"":836,""dx"":-113,""dy"":15,""t"":14319},{""x"":1343,""y"":844,""dx"":-108,""dy"":23,""t"":14352},{""x"":1346,""y"":843,""dx"":-105,""dy"":22,""t"":14385},{""x"":1337,""y"":847,""dx"":-114,""dy"":26,""t"":14420},{""x"":1343,""y"":854,""dx"":-108,""dy"":33,""t"":14454},{""x"":1337,""y"":848,""dx"":-114,""dy"":27,""t"":14488},{""x"":1333,""y"":850,""dx"":-118,""dy"":29,""t"":14519},{""x"":1335,""y"":865,""dx"":-116,""dy"":44,""t"":14556},{""x"":1337,""y"":856,""dx"":-114,""dy"":35,""t"":14590},{""x"":1330,""y"":853,""dx"":-121,""dy"":32,""t"":14624},{""x"":1329,""y"":855,""dx"":-122,""dy"":34,""t"":14658},{""x"":1325,""y"":845,""dx"":-126,""dy"":24,""t"":14692},{""x"":1328,""y"":849,""dx"":-123,""dy"":28,""t"":14726},{""x"":1331,""y"":854,""dx"":-120,""dy"":33,""t"":14760},{""x"":1321,""y"":841,""dx"":-130,""dy"":20,""t"":14793},{""x"":1324,""y"":834,""dx"":-127,""dy"":13,""t"":14828},{""x"":1328,""y"":837,""dx"":-123,""dy"":16,""t"":14863},{""x"":1329,""y"":830,""dx"":-122,""dy"":9,""t"":14894},{""x"":1329,""y"":815,""dx"":-122,""dy"":-6,""t"":14929},{""x"":1326,""y"":807,""dx"":-125,""dy"":-14,""t"":14964},{""x"":1329,""y"":796,""dx"":-122,""dy"":-25,""t"":14999},{""x"":1338,""y"":801,""dx"":-113,""dy"":-20,""t"":15032}]]","[100,100,95,45,100]","[{""x"":-49.67796610169491,""y"":21.084745762711865,""r"":35.228682067575676},{""x"":23.033898305084747,""y"":39.94915254237288,""r"":31.989198478623962},{""x"":40.06666666666667,""y"":29.583333333333332,""r"":41.850457735925545},{""x"":147.2,""y"":121.4,""r"":50.36295865626299},{""x"":-120,""y"":24.220338983050848,""r"":20.94499026173233}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","","",""
