index,name,age,sex,rt,response,answer,stimulus,target,correct,webgazer_data,webgazer_targets_data,canvas_data,fixation,fixation_target,first_dot
0,scc,24.0,男,,,,,,,,,,,,
1,,,,634.0,2.0,2.0,"[""yellow"",""red"",""blue"",""green""]",green,True,"[{""x"":978,""y"":537,""t"":5},{""x"":1006,""y"":505,""t"":40},{""x"":1035,""y"":470,""t"":72},{""x"":1052,""y"":465,""t"":116},{""x"":1030,""y"":422,""t"":146},{""x"":1064,""y"":418,""t"":174},{""x"":1058,""y"":417,""t"":216},{""x"":1039,""y"":394,""t"":244},{""x"":1013,""y"":401,""t"":276},{""x"":1017,""y"":401,""t"":319},{""x"":1005,""y"":422,""t"":348},{""x"":913,""y"":647,""t"":378},{""x"":817,""y"":872,""t"":418},{""x"":761,""y"":1055,""t"":446},{""x"":721,""y"":1136,""t"":488},{""x"":714,""y"":1150,""t"":516},{""x"":714,""y"":1092,""t"":548},{""x"":748,""y"":955,""t"":585},{""x"":810,""y"":864,""t"":616},{""x"":760,""y"":927,""t"":650},{""x"":711,""y"":1046,""t"":698},{""x"":671,""y"":1146,""t"":723},{""x"":645,""y"":1159,""t"":752},{""x"":679,""y"":1156,""t"":793},{""x"":675,""y"":1091,""t"":817},{""x"":695,""y"":1008,""t"":857},{""x"":730,""y"":897,""t"":888},{""x"":764,""y"":797,""t"":921},{""x"":798,""y"":769,""t"":971},{""x"":789,""y"":867,""t"":999},{""x"":764,""y"":977,""t"":1027},{""x"":776,""y"":1044,""t"":1058},{""x"":779,""y"":1028,""t"":1102},{""x"":782,""y"":1012,""t"":1126},{""x"":822,""y"":956,""t"":1160},{""x"":890,""y"":831,""t"":1211},{""x"":945,""y"":732,""t"":1229},{""x"":963,""y"":664,""t"":1275},{""x"":991,""y"":587,""t"":1304},{""x"":1017,""y"":501,""t"":1331},{""x"":1034,""y"":448,""t"":1373},{""x"":1072,""y"":413,""t"":1399},{""x"":1059,""y"":394,""t"":1438},{""x"":1082,""y"":372,""t"":1466},{""x"":997,""y"":557,""t"":1506},{""x"":911,""y"":760,""t"":1534},{""x"":871,""y"":861,""t"":1578},{""x"":812,""y"":964,""t"":1605},{""x"":813,""y"":957,""t"":1636},{""x"":840,""y"":940,""t"":1676},{""x"":864,""y"":837,""t"":1705},{""x"":876,""y"":787,""t"":1746},{""x"":930,""y"":683,""t"":1774},{""x"":925,""y"":674,""t"":1807},{""x"":881,""y"":807,""t"":1847},{""x"":825,""y"":951,""t"":1874},{""x"":796,""y"":1050,""t"":1917},{""x"":793,""y"":1103,""t"":1943},{""x"":786,""y"":1070,""t"":1976}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":550,""y"":200,""width"":80,""height"":80,""top"":160,""right"":590,""bottom"":240,""left"":510},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":550,""y"":800,""width"":80,""height"":80,""top"":760,""right"":590,""bottom"":840,""left"":510}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'yellow': 0}, {'red': 10}, {'blue': 0}, {'green': 19}]",{'green': 19},green
2,,,,691.0,5.0,5.0,"[""yellow"",""red"",""green"",""purple""]",blue,True,"[{""x"":809,""y"":930,""t"":5},{""x"":853,""y"":819,""t"":43},{""x"":878,""y"":699,""t"":73},{""x"":909,""y"":617,""t"":116},{""x"":917,""y"":567,""t"":144},{""x"":932,""y"":533,""t"":174},{""x"":944,""y"":507,""t"":218},{""x"":947,""y"":457,""t"":245},{""x"":975,""y"":445,""t"":275},{""x"":987,""y"":426,""t"":315},{""x"":971,""y"":407,""t"":344},{""x"":973,""y"":394,""t"":388},{""x"":966,""y"":407,""t"":414},{""x"":953,""y"":395,""t"":446},{""x"":948,""y"":404,""t"":486},{""x"":934,""y"":396,""t"":514},{""x"":891,""y"":556,""t"":556},{""x"":802,""y"":763,""t"":584},{""x"":744,""y"":918,""t"":616},{""x"":718,""y"":1029,""t"":652},{""x"":722,""y"":1058,""t"":684},{""x"":751,""y"":957,""t"":734},{""x"":769,""y"":865,""t"":753},{""x"":795,""y"":782,""t"":791},{""x"":834,""y"":697,""t"":820},{""x"":850,""y"":700,""t"":860},{""x"":863,""y"":703,""t"":886},{""x"":795,""y"":843,""t"":924},{""x"":752,""y"":977,""t"":956},{""x"":750,""y"":957,""t"":1005},{""x"":749,""y"":937,""t"":1023},{""x"":756,""y"":890,""t"":1076},{""x"":788,""y"":815,""t"":1100},{""x"":832,""y"":781,""t"":1129},{""x"":837,""y"":707,""t"":1160},{""x"":924,""y"":618,""t"":1196},{""x"":948,""y"":564,""t"":1228},{""x"":957,""y"":552,""t"":1278},{""x"":1025,""y"":508,""t"":1296},{""x"":1024,""y"":495,""t"":1341},{""x"":1039,""y"":481,""t"":1369},{""x"":1034,""y"":469,""t"":1399},{""x"":1019,""y"":474,""t"":1438},{""x"":1044,""y"":462,""t"":1466},{""x"":1040,""y"":445,""t"":1509},{""x"":985,""y"":472,""t"":1536},{""x"":1007,""y"":495,""t"":1567},{""x"":966,""y"":491,""t"":1614},{""x"":983,""y"":532,""t"":1641},{""x"":1005,""y"":533,""t"":1670},{""x"":1062,""y"":552,""t"":1709},{""x"":1008,""y"":538,""t"":1738},{""x"":1023,""y"":525,""t"":1778},{""x"":996,""y"":520,""t"":1807},{""x"":984,""y"":509,""t"":1845},{""x"":1005,""y"":479,""t"":1874},{""x"":955,""y"":500,""t"":1914},{""x"":911,""y"":548,""t"":1942},{""x"":919,""y"":567,""t"":1985}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":550,""y"":200,""width"":80,""height"":80,""top"":160,""right"":590,""bottom"":240,""left"":510},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":550,""y"":800,""width"":80,""height"":80,""top"":760,""right"":590,""bottom"":840,""left"":510}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}",,,
4,,,,641.0,4.0,4.0,"[""purple"",""yellow"",""blue"",""red""]",purple,True,"[{""x"":1042,""y"":531,""t"":4},{""x"":1036,""y"":517,""t"":45},{""x"":1026,""y"":530,""t"":78},{""x"":1030,""y"":526,""t"":107},{""x"":1017,""y"":519,""t"":151},{""x"":1020,""y"":527,""t"":174},{""x"":1005,""y"":563,""t"":218},{""x"":981,""y"":554,""t"":246},{""x"":992,""y"":557,""t"":276},{""x"":982,""y"":555,""t"":314},{""x"":985,""y"":582,""t"":344},{""x"":972,""y"":581,""t"":378},{""x"":910,""y"":680,""t"":422},{""x"":805,""y"":879,""t"":448},{""x"":731,""y"":1047,""t"":481},{""x"":701,""y"":1171,""t"":521},{""x"":647,""y"":1245,""t"":548},{""x"":658,""y"":1220,""t"":586},{""x"":651,""y"":1174,""t"":616},{""x"":684,""y"":1085,""t"":650},{""x"":671,""y"":1143,""t"":700},{""x"":632,""y"":1250,""t"":724},{""x"":640,""y"":1284,""t"":752},{""x"":673,""y"":1278,""t"":796},{""x"":703,""y"":1269,""t"":818},{""x"":741,""y"":1267,""t"":858},{""x"":773,""y"":1192,""t"":888},{""x"":820,""y"":1018,""t"":922},{""x"":848,""y"":914,""t"":972},{""x"":875,""y"":826,""t"":990},{""x"":912,""y"":757,""t"":1036},{""x"":927,""y"":715,""t"":1063},{""x"":866,""y"":825,""t"":1092},{""x"":796,""y"":984,""t"":1132},{""x"":740,""y"":1113,""t"":1160},{""x"":691,""y"":1185,""t"":1192},{""x"":684,""y"":1208,""t"":1244},{""x"":732,""y"":1122,""t"":1270},{""x"":749,""y"":1034,""t"":1298},{""x"":795,""y"":864,""t"":1331},{""x"":848,""y"":756,""t"":1374},{""x"":856,""y"":684,""t"":1400},{""x"":883,""y"":605,""t"":1432},{""x"":892,""y"":545,""t"":1475},{""x"":903,""y"":493,""t"":1499},{""x"":912,""y"":480,""t"":1539},{""x"":915,""y"":440,""t"":1568},{""x"":922,""y"":427,""t"":1609},{""x"":922,""y"":440,""t"":1637},{""x"":955,""y"":452,""t"":1677},{""x"":942,""y"":429,""t"":1704},{""x"":933,""y"":450,""t"":1747},{""x"":962,""y"":468,""t"":1774},{""x"":962,""y"":482,""t"":1806},{""x"":944,""y"":492,""t"":1849},{""x"":938,""y"":550,""t"":1876},{""x"":975,""y"":562,""t"":1908},{""x"":1010,""y"":584,""t"":1945},{""x"":1012,""y"":619,""t"":1976}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":550,""y"":200,""width"":80,""height"":80,""top"":160,""right"":590,""bottom"":240,""left"":510},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":550,""y"":800,""width"":80,""height"":80,""top"":760,""right"":590,""bottom"":840,""left"":510}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'purple': 0}, {'yellow': 6}, {'blue': 0}, {'red': 10}]",,red
5,,,,1401.0,4.0,4.0,"[""yellow"",""red"",""blue"",""green""]",yellow,True,"[{""x"":990,""y"":587,""t"":5},{""x"":1020,""y"":548,""t"":42},{""x"":1041,""y"":532,""t"":72},{""x"":1037,""y"":537,""t"":121},{""x"":1033,""y"":542,""t"":140},{""x"":1035,""y"":527,""t"":180},{""x"":1055,""y"":539,""t"":208},{""x"":1035,""y"":526,""t"":249},{""x"":1018,""y"":515,""t"":278},{""x"":987,""y"":509,""t"":310},{""x"":930,""y"":542,""t"":346},{""x"":882,""y"":570,""t"":375},{""x"":821,""y"":789,""t"":428},{""x"":766,""y"":978,""t"":447},{""x"":721,""y"":1135,""t"":484},{""x"":692,""y"":1216,""t"":514},{""x"":710,""y"":1127,""t"":553},{""x"":738,""y"":1067,""t"":579},{""x"":732,""y"":991,""t"":618},{""x"":728,""y"":922,""t"":647},{""x"":665,""y"":1054,""t"":699},{""x"":651,""y"":1175,""t"":726},{""x"":632,""y"":1251,""t"":752},{""x"":647,""y"":1242,""t"":795},{""x"":704,""y"":1195,""t"":822},{""x"":778,""y"":1065,""t"":853},{""x"":814,""y"":971,""t"":890},{""x"":824,""y"":890,""t"":919},{""x"":858,""y"":765,""t"":971},{""x"":907,""y"":671,""t"":998},{""x"":928,""y"":615,""t"":1023},{""x"":934,""y"":558,""t"":1068},{""x"":940,""y"":528,""t"":1094},{""x"":972,""y"":491,""t"":1126},{""x"":955,""y"":490,""t"":1170},{""x"":1010,""y"":523,""t"":1197},{""x"":1053,""y"":514,""t"":1228},{""x"":1072,""y"":523,""t"":1275},{""x"":1093,""y"":509,""t"":1303},{""x"":1047,""y"":605,""t"":1329},{""x"":954,""y"":807,""t"":1373},{""x"":889,""y"":964,""t"":1397},{""x"":852,""y"":1049,""t"":1438},{""x"":798,""y"":1118,""t"":1466},{""x"":783,""y"":1056,""t"":1510},{""x"":813,""y"":937,""t"":1537},{""x"":833,""y"":852,""t"":1568},{""x"":866,""y"":767,""t"":1609},{""x"":884,""y"":688,""t"":1636},{""x"":897,""y"":645,""t"":1676},{""x"":921,""y"":577,""t"":1704},{""x"":927,""y"":558,""t"":1746},{""x"":934,""y"":503,""t"":1773},{""x"":913,""y"":657,""t"":1814},{""x"":808,""y"":858,""t"":1842},{""x"":775,""y"":1024,""t"":1874},{""x"":736,""y"":1094,""t"":1914},{""x"":734,""y"":1094,""t"":1942},{""x"":774,""y"":1051,""t"":1977}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":550,""y"":200,""width"":80,""height"":80,""top"":160,""right"":590,""bottom"":240,""left"":510},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":550,""y"":800,""width"":80,""height"":80,""top"":760,""right"":590,""bottom"":840,""left"":510}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'yellow': 0}, {'red': 0}, {'blue': 2}, {'green': 12}]",,green
6,,,,1763.0,4.0,5.0,"[""green"",""red"",""purple"",""blue""]",yellow,False,"[{""x"":832,""y"":948,""t"":4},{""x"":886,""y"":832,""t"":42},{""x"":922,""y"":752,""t"":77},{""x"":951,""y"":706,""t"":107},{""x"":996,""y"":654,""t"":154},{""x"":1015,""y"":600,""t"":181},{""x"":1043,""y"":580,""t"":208},{""x"":1082,""y"":582,""t"":248},{""x"":1058,""y"":541,""t"":274},{""x"":1052,""y"":498,""t"":312},{""x"":1047,""y"":496,""t"":344},{""x"":1081,""y"":433,""t"":398},{""x"":1109,""y"":383,""t"":416},{""x"":1128,""y"":351,""t"":446},{""x"":1023,""y"":553,""t"":498},{""x"":934,""y"":688,""t"":516},{""x"":841,""y"":887,""t"":548},{""x"":763,""y"":1055,""t"":580},{""x"":714,""y"":1132,""t"":615},{""x"":764,""y"":1009,""t"":666},{""x"":769,""y"":911,""t"":683},{""x"":810,""y"":782,""t"":730},{""x"":837,""y"":678,""t"":758},{""x"":848,""y"":642,""t"":786},{""x"":788,""y"":782,""t"":829},{""x"":736,""y"":935,""t"":856},{""x"":720,""y"":987,""t"":889},{""x"":680,""y"":1024,""t"":930},{""x"":677,""y"":984,""t"":957},{""x"":747,""y"":895,""t"":990},{""x"":821,""y"":822,""t"":1033},{""x"":870,""y"":760,""t"":1060},{""x"":928,""y"":639,""t"":1092},{""x"":912,""y"":579,""t"":1136},{""x"":976,""y"":493,""t"":1164},{""x"":952,""y"":488,""t"":1194},{""x"":890,""y"":660,""t"":1234},{""x"":833,""y"":856,""t"":1263},{""x"":800,""y"":978,""t"":1302},{""x"":779,""y"":1045,""t"":1331},{""x"":765,""y"":1057,""t"":1372},{""x"":824,""y"":962,""t"":1398},{""x"":857,""y"":911,""t"":1436},{""x"":892,""y"":808,""t"":1466},{""x"":942,""y"":724,""t"":1510},{""x"":939,""y"":653,""t"":1537},{""x"":898,""y"":644,""t"":1568},{""x"":812,""y"":819,""t"":1608},{""x"":731,""y"":940,""t"":1634},{""x"":675,""y"":1056,""t"":1672},{""x"":678,""y"":1064,""t"":1704},{""x"":706,""y"":1091,""t"":1746},{""x"":748,""y"":978,""t"":1773},{""x"":794,""y"":875,""t"":1806},{""x"":811,""y"":808,""t"":1847},{""x"":812,""y"":682,""t"":1874},{""x"":846,""y"":596,""t"":1911},{""x"":900,""y"":522,""t"":1942},{""x"":917,""y"":452,""t"":1976}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":550,""y"":200,""width"":80,""height"":80,""top"":160,""right"":590,""bottom"":240,""left"":510},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":550,""y"":800,""width"":80,""height"":80,""top"":760,""right"":590,""bottom"":840,""left"":510}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}",,,
7,,,,660.0,4.0,4.0,"[""red"",""green"",""purple"",""yellow""]",red,True,"[{""x"":996,""y"":422,""t"":4},{""x"":1042,""y"":370,""t"":39},{""x"":1023,""y"":382,""t"":80},{""x"":1003,""y"":397,""t"":107},{""x"":991,""y"":397,""t"":141},{""x"":980,""y"":397,""t"":175},{""x"":984,""y"":388,""t"":208},{""x"":968,""y"":378,""t"":254},{""x"":960,""y"":383,""t"":281},{""x"":901,""y"":581,""t"":309},{""x"":807,""y"":823,""t"":354},{""x"":743,""y"":1028,""t"":381},{""x"":720,""y"":1127,""t"":412},{""x"":702,""y"":1160,""t"":454},{""x"":765,""y"":1153,""t"":480},{""x"":809,""y"":1036,""t"":529},{""x"":843,""y"":935,""t"":548},{""x"":874,""y"":871,""t"":593},{""x"":889,""y"":778,""t"":622},{""x"":835,""y"":935,""t"":649},{""x"":786,""y"":1029,""t"":694},{""x"":771,""y"":1104,""t"":718},{""x"":757,""y"":1097,""t"":754},{""x"":795,""y"":1006,""t"":787},{""x"":828,""y"":967,""t"":830},{""x"":836,""y"":832,""t"":855},{""x"":866,""y"":748,""t"":887},{""x"":894,""y"":653,""t"":931},{""x"":944,""y"":591,""t"":960},{""x"":960,""y"":533,""t"":989},{""x"":905,""y"":657,""t"":1033},{""x"":822,""y"":836,""t"":1059},{""x"":794,""y"":971,""t"":1092},{""x"":784,""y"":988,""t"":1135},{""x"":777,""y"":999,""t"":1160},{""x"":811,""y"":968,""t"":1194},{""x"":859,""y"":867,""t"":1231},{""x"":877,""y"":770,""t"":1261},{""x"":918,""y"":706,""t"":1301},{""x"":955,""y"":644,""t"":1329},{""x"":944,""y"":649,""t"":1373},{""x"":857,""y"":806,""t"":1399},{""x"":792,""y"":924,""t"":1432},{""x"":750,""y"":1056,""t"":1472},{""x"":747,""y"":1100,""t"":1499},{""x"":769,""y"":1089,""t"":1536},{""x"":832,""y"":988,""t"":1568},{""x"":846,""y"":867,""t"":1617},{""x"":835,""y"":770,""t"":1645},{""x"":865,""y"":741,""t"":1667},{""x"":933,""y"":629,""t"":1711},{""x"":935,""y"":544,""t"":1738},{""x"":967,""y"":470,""t"":1775},{""x"":957,""y"":601,""t"":1806},{""x"":902,""y"":791,""t"":1840},{""x"":877,""y"":857,""t"":1889},{""x"":852,""y"":918,""t"":1912},{""x"":830,""y"":906,""t"":1942}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":550,""y"":200,""width"":80,""height"":80,""top"":160,""right"":590,""bottom"":240,""left"":510},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":550,""y"":800,""width"":80,""height"":80,""top"":760,""right"":590,""bottom"":840,""left"":510}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'red': 0}, {'green': 9}, {'purple': 0}, {'yellow': 23}]",,yellow
8,,,,620.0,2.0,2.0,"[""green"",""yellow"",""purple"",""red""]",red,True,"[{""x"":889,""y"":821,""t"":5},{""x"":927,""y"":740,""t"":41},{""x"":958,""y"":686,""t"":73},{""x"":980,""y"":614,""t"":107},{""x"":962,""y"":614,""t"":152},{""x"":992,""y"":557,""t"":179},{""x"":1008,""y"":509,""t"":209},{""x"":1023,""y"":492,""t"":251},{""x"":1034,""y"":481,""t"":276},{""x"":1002,""y"":467,""t"":310},{""x"":996,""y"":485,""t"":346},{""x"":969,""y"":499,""t"":375},{""x"":876,""y"":683,""t"":428},{""x"":786,""y"":885,""t"":446},{""x"":768,""y"":967,""t"":492},{""x"":755,""y"":1032,""t"":518},{""x"":725,""y"":1047,""t"":548},{""x"":756,""y"":1012,""t"":585},{""x"":784,""y"":897,""t"":616},{""x"":852,""y"":779,""t"":650},{""x"":790,""y"":920,""t"":700},{""x"":712,""y"":1053,""t"":718},{""x"":667,""y"":1167,""t"":763},{""x"":659,""y"":1176,""t"":793},{""x"":680,""y"":1124,""t"":821},{""x"":711,""y"":1045,""t"":855},{""x"":757,""y"":920,""t"":894},{""x"":841,""y"":823,""t"":922},{""x"":835,""y"":712,""t"":969},{""x"":844,""y"":647,""t"":997},{""x"":820,""y"":720,""t"":1023},{""x"":751,""y"":899,""t"":1068},{""x"":743,""y"":1020,""t"":1096},{""x"":750,""y"":1089,""t"":1126},{""x"":769,""y"":1106,""t"":1170},{""x"":795,""y"":1033,""t"":1196},{""x"":834,""y"":914,""t"":1228},{""x"":897,""y"":815,""t"":1273},{""x"":923,""y"":734,""t"":1302},{""x"":945,""y"":653,""t"":1330},{""x"":969,""y"":570,""t"":1386},{""x"":988,""y"":504,""t"":1397},{""x"":1005,""y"":455,""t"":1433},{""x"":999,""y"":452,""t"":1471},{""x"":979,""y"":547,""t"":1500},{""x"":883,""y"":762,""t"":1540},{""x"":829,""y"":944,""t"":1567},{""x"":758,""y"":1052,""t"":1609},{""x"":757,""y"":1076,""t"":1635},{""x"":785,""y"":1065,""t"":1671},{""x"":841,""y"":946,""t"":1706},{""x"":890,""y"":841,""t"":1737},{""x"":912,""y"":742,""t"":1786},{""x"":931,""y"":659,""t"":1810},{""x"":949,""y"":608,""t"":1840},{""x"":973,""y"":543,""t"":1881},{""x"":967,""y"":568,""t"":1908},{""x"":912,""y"":720,""t"":1946},{""x"":820,""y"":892,""t"":1976}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":550,""y"":200,""width"":80,""height"":80,""top"":160,""right"":590,""bottom"":240,""left"":510},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":550,""y"":800,""width"":80,""height"":80,""top"":760,""right"":590,""bottom"":840,""left"":510}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'green': 0}, {'yellow': 0}, {'purple': 0}, {'red': 22}]",{'red': 22},red
9,,,,484.0,6.0,6.0,"[""green"",""yellow"",""blue"",""purple""]",blue,True,"[{""x"":781,""y"":891,""t"":4},{""x"":724,""y"":1010,""t"":39},{""x"":702,""y"":1134,""t"":85},{""x"":690,""y"":1144,""t"":114},{""x"":713,""y"":1158,""t"":143},{""x"":743,""y"":1021,""t"":174},{""x"":770,""y"":900,""t"":205},{""x"":829,""y"":790,""t"":257},{""x"":880,""y"":697,""t"":277},{""x"":919,""y"":625,""t"":321},{""x"":948,""y"":550,""t"":345},{""x"":967,""y"":499,""t"":377},{""x"":967,""y"":451,""t"":417},{""x"":969,""y"":408,""t"":446},{""x"":973,""y"":361,""t"":489},{""x"":958,""y"":360,""t"":518},{""x"":855,""y"":591,""t"":547},{""x"":782,""y"":810,""t"":592},{""x"":738,""y"":949,""t"":620},{""x"":730,""y"":1021,""t"":650},{""x"":777,""y"":963,""t"":692},{""x"":782,""y"":911,""t"":719},{""x"":828,""y"":805,""t"":752},{""x"":870,""y"":736,""t"":799},{""x"":880,""y"":671,""t"":824},{""x"":916,""y"":627,""t"":853},{""x"":836,""y"":795,""t"":895},{""x"":809,""y"":968,""t"":920},{""x"":769,""y"":1101,""t"":959},{""x"":742,""y"":1214,""t"":990},{""x"":725,""y"":1208,""t"":1033},{""x"":739,""y"":1175,""t"":1061},{""x"":767,""y"":1057,""t"":1092},{""x"":818,""y"":910,""t"":1135},{""x"":848,""y"":764,""t"":1159},{""x"":855,""y"":657,""t"":1194},{""x"":856,""y"":567,""t"":1231},{""x"":859,""y"":527,""t"":1262},{""x"":880,""y"":468,""t"":1295},{""x"":859,""y"":483,""t"":1345},{""x"":890,""y"":466,""t"":1371},{""x"":915,""y"":455,""t"":1397},{""x"":932,""y"":454,""t"":1440},{""x"":939,""y"":469,""t"":1466},{""x"":979,""y"":464,""t"":1503},{""x"":992,""y"":482,""t"":1534},{""x"":1002,""y"":477,""t"":1568},{""x"":1009,""y"":466,""t"":1617},{""x"":1044,""y"":455,""t"":1644},{""x"":1088,""y"":452,""t"":1672},{""x"":1052,""y"":461,""t"":1704},{""x"":1021,""y"":460,""t"":1748},{""x"":986,""y"":476,""t"":1776},{""x"":955,""y"":491,""t"":1803},{""x"":953,""y"":516,""t"":1839},{""x"":881,""y"":718,""t"":1889},{""x"":816,""y"":915,""t"":1907},{""x"":741,""y"":1062,""t"":1953},{""x"":689,""y"":1158,""t"":1981}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":550,""y"":200,""width"":80,""height"":80,""top"":160,""right"":590,""bottom"":240,""left"":510},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":550,""y"":800,""width"":80,""height"":80,""top"":760,""right"":590,""bottom"":840,""left"":510}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","[{'green': 2}, {'yellow': 4}, {'blue': 0}, {'purple': 14}]",,purple
10,,,,691.0,5.0,5.0,"[""yellow"",""red"",""blue"",""green""]",purple,True,"[{""x"":721,""y"":1046,""t"":4},{""x"":746,""y"":942,""t"":38},{""x"":787,""y"":837,""t"":80},{""x"":818,""y"":753,""t"":109},{""x"":883,""y"":710,""t"":140},{""x"":908,""y"":666,""t"":180},{""x"":932,""y"":609,""t"":209},{""x"":957,""y"":540,""t"":244},{""x"":994,""y"":521,""t"":275},{""x"":976,""y"":515,""t"":326},{""x"":988,""y"":536,""t"":350},{""x"":971,""y"":493,""t"":377},{""x"":952,""y"":462,""t"":423},{""x"":963,""y"":449,""t"":447},{""x"":968,""y"":498,""t"":479},{""x"":915,""y"":666,""t"":516},{""x"":838,""y"":865,""t"":548},{""x"":787,""y"":964,""t"":598},{""x"":746,""y"":1044,""t"":616},{""x"":734,""y"":1062,""t"":662},{""x"":751,""y"":960,""t"":686},{""x"":802,""y"":889,""t"":717},{""x"":849,""y"":841,""t"":760},{""x"":860,""y"":799,""t"":787},{""x"":870,""y"":763,""t"":818},{""x"":813,""y"":861,""t"":870},{""x"":766,""y"":996,""t"":888},{""x"":752,""y"":1067,""t"":934},{""x"":771,""y"":1081,""t"":961},{""x"":838,""y"":943,""t"":989},{""x"":889,""y"":870,""t"":1031},{""x"":922,""y"":779,""t"":1058},{""x"":971,""y"":702,""t"":1100},{""x"":995,""y"":647,""t"":1126},{""x"":975,""y"":588,""t"":1171},{""x"":992,""y"":555,""t"":1199},{""x"":966,""y"":537,""t"":1228},{""x"":974,""y"":492,""t"":1273},{""x"":944,""y"":463,""t"":1301},{""x"":942,""y"":473,""t"":1330},{""x"":939,""y"":449,""t"":1373},{""x"":887,""y"":588,""t"":1397},{""x"":798,""y"":770,""t"":1441},{""x"":747,""y"":939,""t"":1467},{""x"":711,""y"":1019,""t"":1500},{""x"":693,""y"":1047,""t"":1540},{""x"":745,""y"":945,""t"":1568},{""x"":776,""y"":828,""t"":1613},{""x"":829,""y"":743,""t"":1640},{""x"":870,""y"":676,""t"":1670},{""x"":883,""y"":610,""t"":1713},{""x"":903,""y"":552,""t"":1739},{""x"":936,""y"":494,""t"":1772},{""x"":951,""y"":458,""t"":1812},{""x"":960,""y"":435,""t"":1840},{""x"":962,""y"":410,""t"":1876},{""x"":957,""y"":403,""t"":1907},{""x"":911,""y"":553,""t"":1943}]","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":550,""y"":200,""width"":80,""height"":80,""top"":160,""right"":590,""bottom"":240,""left"":510},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810},{""x"":550,""y"":800,""width"":80,""height"":80,""top"":760,""right"":590,""bottom"":840,""left"":510}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}",,,
