"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","webgazer_data","webgazer_targets","size","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","31994","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","32003","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","42485","0.0-2.0-0.0","","","","","10479","{""name"":""罗晨曦"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","44300","0.0-2.0-1.0","","","","","1814","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","79581","0.0-3.0","","","","","","","","2211","","","","","","","","","","","","","","","","",""
"","html-button-response","5","86645","0.0-4.0-0.0","","","","","7061","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","96708","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","101628","0.0-4.0-2.0","","","","","4920","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","123733","0.0-4.0-3.0","","","","","","","","","","[[{""x"":512,""y"":379,""dx"":25.5,""dy"":101.5,""t"":990},{""x"":514,""y"":350,""dx"":27.5,""dy"":72.5,""t"":1021},{""x"":501,""y"":323,""dx"":14.5,""dy"":45.5,""t"":1058},{""x"":526,""y"":303,""dx"":39.5,""dy"":25.5,""t"":1091},{""x"":524,""y"":297,""dx"":37.5,""dy"":19.5,""t"":1125},{""x"":538,""y"":288,""dx"":51.5,""dy"":10.5,""t"":1160},{""x"":559,""y"":274,""dx"":72.5,""dy"":-3.5,""t"":1195},{""x"":564,""y"":276,""dx"":77.5,""dy"":-1.5,""t"":1228},{""x"":584,""y"":279,""dx"":97.5,""dy"":1.5,""t"":1262},{""x"":582,""y"":279,""dx"":95.5,""dy"":1.5,""t"":1297},{""x"":599,""y"":274,""dx"":112.5,""dy"":-3.5,""t"":1330},{""x"":591,""y"":314,""dx"":104.5,""dy"":36.5,""t"":1364},{""x"":602,""y"":312,""dx"":115.5,""dy"":34.5,""t"":1397},{""x"":592,""y"":309,""dx"":105.5,""dy"":31.5,""t"":1433},{""x"":591,""y"":311,""dx"":104.5,""dy"":33.5,""t"":1466},{""x"":601,""y"":308,""dx"":114.5,""dy"":30.5,""t"":1501},{""x"":613,""y"":313,""dx"":126.5,""dy"":35.5,""t"":1534},{""x"":597,""y"":313,""dx"":110.5,""dy"":35.5,""t"":1568},{""x"":617,""y"":321,""dx"":130.5,""dy"":43.5,""t"":1602},{""x"":622,""y"":304,""dx"":135.5,""dy"":26.5,""t"":1636},{""x"":617,""y"":299,""dx"":130.5,""dy"":21.5,""t"":1670},{""x"":602,""y"":311,""dx"":115.5,""dy"":33.5,""t"":1704},{""x"":623,""y"":321,""dx"":136.5,""dy"":43.5,""t"":1738},{""x"":593,""y"":329,""dx"":106.5,""dy"":51.5,""t"":1772},{""x"":572,""y"":326,""dx"":85.5,""dy"":48.5,""t"":1807},{""x"":582,""y"":291,""dx"":95.5,""dy"":13.5,""t"":1840},{""x"":567,""y"":311,""dx"":80.5,""dy"":33.5,""t"":1873},{""x"":554,""y"":318,""dx"":67.5,""dy"":40.5,""t"":1909},{""x"":537,""y"":343,""dx"":50.5,""dy"":65.5,""t"":1942},{""x"":529,""y"":327,""dx"":42.5,""dy"":49.5,""t"":1975},{""x"":517,""y"":340,""dx"":30.5,""dy"":62.5,""t"":2011},{""x"":490,""y"":337,""dx"":3.5,""dy"":59.5,""t"":2045},{""x"":507,""y"":287,""dx"":20.5,""dy"":9.5,""t"":2078},{""x"":520,""y"":280,""dx"":33.5,""dy"":2.5,""t"":2111},{""x"":510,""y"":288,""dx"":23.5,""dy"":10.5,""t"":2146},{""x"":565,""y"":332,""dx"":78.5,""dy"":54.5,""t"":2180},{""x"":591,""y"":379,""dx"":104.5,""dy"":101.5,""t"":2212},{""x"":704,""y"":563,""dx"":217.5,""dy"":285.5,""t"":2248},{""x"":818,""y"":731,""dx"":331.5,""dy"":453.5,""t"":2282},{""x"":863,""y"":808,""dx"":376.5,""dy"":530.5,""t"":2316},{""x"":850,""y"":811,""dx"":363.5,""dy"":533.5,""t"":2351},{""x"":820,""y"":744,""dx"":333.5,""dy"":466.5,""t"":2384},{""x"":739,""y"":697,""dx"":252.5,""dy"":419.5,""t"":2419},{""x"":655,""y"":648,""dx"":168.5,""dy"":370.5,""t"":2452},{""x"":604,""y"":591,""dx"":117.5,""dy"":313.5,""t"":2486},{""x"":549,""y"":528,""dx"":62.5,""dy"":250.5,""t"":2521},{""x"":549,""y"":459,""dx"":62.5,""dy"":181.5,""t"":2553},{""x"":576,""y"":411,""dx"":89.5,""dy"":133.5,""t"":2589},{""x"":579,""y"":373,""dx"":92.5,""dy"":95.5,""t"":2620},{""x"":589,""y"":328,""dx"":102.5,""dy"":50.5,""t"":2656},{""x"":558,""y"":308,""dx"":71.5,""dy"":30.5,""t"":2689},{""x"":545,""y"":280,""dx"":58.5,""dy"":2.5,""t"":2724},{""x"":531,""y"":261,""dx"":44.5,""dy"":-16.5,""t"":2758},{""x"":531,""y"":250,""dx"":44.5,""dy"":-27.5,""t"":2792},{""x"":526,""y"":215,""dx"":39.5,""dy"":-62.5,""t"":2827},{""x"":500,""y"":218,""dx"":13.5,""dy"":-59.5,""t"":2860},{""x"":494,""y"":207,""dx"":7.5,""dy"":-70.5,""t"":2895},{""x"":484,""y"":187,""dx"":-2.5,""dy"":-90.5,""t"":2928},{""x"":472,""y"":190,""dx"":-14.5,""dy"":-87.5,""t"":2963},{""x"":437,""y"":202,""dx"":-49.5,""dy"":-75.5,""t"":2996}],[{""x"":1356,""y"":271,""dx"":-81.5,""dy"":-6.5,""t"":4016},{""x"":1335,""y"":271,""dx"":-102.5,""dy"":-6.5,""t"":4051},{""x"":1324,""y"":268,""dx"":-113.5,""dy"":-9.5,""t"":4084},{""x"":1327,""y"":248,""dx"":-110.5,""dy"":-29.5,""t"":4118},{""x"":1328,""y"":254,""dx"":-109.5,""dy"":-23.5,""t"":4152},{""x"":1330,""y"":259,""dx"":-107.5,""dy"":-18.5,""t"":4184},{""x"":1325,""y"":265,""dx"":-112.5,""dy"":-12.5,""t"":4220},{""x"":1320,""y"":246,""dx"":-117.5,""dy"":-31.5,""t"":4255},{""x"":1303,""y"":246,""dx"":-134.5,""dy"":-31.5,""t"":4288},{""x"":1306,""y"":228,""dx"":-131.5,""dy"":-49.5,""t"":4323},{""x"":1322,""y"":229,""dx"":-115.5,""dy"":-48.5,""t"":4356},{""x"":1326,""y"":224,""dx"":-111.5,""dy"":-53.5,""t"":4390},{""x"":1302,""y"":245,""dx"":-135.5,""dy"":-32.5,""t"":4424},{""x"":1309,""y"":247,""dx"":-128.5,""dy"":-30.5,""t"":4458},{""x"":1330,""y"":234,""dx"":-107.5,""dy"":-43.5,""t"":4492},{""x"":1336,""y"":266,""dx"":-101.5,""dy"":-11.5,""t"":4525},{""x"":1342,""y"":251,""dx"":-95.5,""dy"":-26.5,""t"":4560},{""x"":1348,""y"":241,""dx"":-89.5,""dy"":-36.5,""t"":4594},{""x"":1337,""y"":258,""dx"":-100.5,""dy"":-19.5,""t"":4628},{""x"":1335,""y"":267,""dx"":-102.5,""dy"":-10.5,""t"":4662},{""x"":1360,""y"":278,""dx"":-77.5,""dy"":0.5,""t"":4696},{""x"":1353,""y"":267,""dx"":-84.5,""dy"":-10.5,""t"":4730},{""x"":1348,""y"":264,""dx"":-89.5,""dy"":-13.5,""t"":4764},{""x"":1385,""y"":274,""dx"":-52.5,""dy"":-3.5,""t"":4798},{""x"":1403,""y"":303,""dx"":-34.5,""dy"":25.5,""t"":4833},{""x"":1408,""y"":295,""dx"":-29.5,""dy"":17.5,""t"":4866},{""x"":1386,""y"":288,""dx"":-51.5,""dy"":10.5,""t"":4900},{""x"":1364,""y"":286,""dx"":-73.5,""dy"":8.5,""t"":4934},{""x"":1335,""y"":266,""dx"":-102.5,""dy"":-11.5,""t"":4968},{""x"":1311,""y"":248,""dx"":-126.5,""dy"":-29.5,""t"":5002},{""x"":1272,""y"":230,""dx"":-165.5,""dy"":-47.5,""t"":5036},{""x"":1260,""y"":223,""dx"":-177.5,""dy"":-54.5,""t"":5071},{""x"":1250,""y"":207,""dx"":-187.5,""dy"":-70.5,""t"":5104},{""x"":1255,""y"":222,""dx"":-182.5,""dy"":-55.5,""t"":5137},{""x"":1238,""y"":213,""dx"":-199.5,""dy"":-64.5,""t"":5172},{""x"":1238,""y"":204,""dx"":-199.5,""dy"":-73.5,""t"":5206},{""x"":1227,""y"":221,""dx"":-210.5,""dy"":-56.5,""t"":5240},{""x"":1224,""y"":238,""dx"":-213.5,""dy"":-39.5,""t"":5274},{""x"":1228,""y"":248,""dx"":-209.5,""dy"":-29.5,""t"":5308},{""x"":1228,""y"":251,""dx"":-209.5,""dy"":-26.5,""t"":5342},{""x"":1244,""y"":254,""dx"":-193.5,""dy"":-23.5,""t"":5375},{""x"":1241,""y"":249,""dx"":-196.5,""dy"":-28.5,""t"":5410},{""x"":1236,""y"":245,""dx"":-201.5,""dy"":-32.5,""t"":5444},{""x"":1249,""y"":251,""dx"":-188.5,""dy"":-26.5,""t"":5478},{""x"":1272,""y"":259,""dx"":-165.5,""dy"":-18.5,""t"":5512},{""x"":1291,""y"":269,""dx"":-146.5,""dy"":-8.5,""t"":5546},{""x"":1291,""y"":269,""dx"":-146.5,""dy"":-8.5,""t"":5580},{""x"":1309,""y"":265,""dx"":-128.5,""dy"":-12.5,""t"":5614},{""x"":1338,""y"":265,""dx"":-99.5,""dy"":-12.5,""t"":5648},{""x"":1336,""y"":256,""dx"":-101.5,""dy"":-21.5,""t"":5682},{""x"":1327,""y"":256,""dx"":-110.5,""dy"":-21.5,""t"":5716},{""x"":1341,""y"":268,""dx"":-96.5,""dy"":-9.5,""t"":5750},{""x"":1352,""y"":278,""dx"":-85.5,""dy"":0.5,""t"":5782},{""x"":1366,""y"":296,""dx"":-71.5,""dy"":18.5,""t"":5818},{""x"":1332,""y"":290,""dx"":-105.5,""dy"":12.5,""t"":5852},{""x"":1340,""y"":270,""dx"":-97.5,""dy"":-7.5,""t"":5887},{""x"":1341,""y"":265,""dx"":-96.5,""dy"":-12.5,""t"":5920},{""x"":1347,""y"":254,""dx"":-90.5,""dy"":-23.5,""t"":5955},{""x"":1347,""y"":270,""dx"":-90.5,""dy"":-7.5,""t"":5988}],[{""x"":1074,""y"":964,""dx"":112,""dy"":420,""t"":7043},{""x"":1075,""y"":913,""dx"":113,""dy"":369,""t"":7076},{""x"":1076,""y"":852,""dx"":114,""dy"":308,""t"":7111},{""x"":1083,""y"":795,""dx"":121,""dy"":251,""t"":7144},{""x"":1070,""y"":753,""dx"":108,""dy"":209,""t"":7179},{""x"":1067,""y"":697,""dx"":105,""dy"":153,""t"":7212},{""x"":1019,""y"":646,""dx"":57,""dy"":102,""t"":7246},{""x"":1021,""y"":621,""dx"":59,""dy"":77,""t"":7280},{""x"":982,""y"":571,""dx"":20,""dy"":27,""t"":7315},{""x"":985,""y"":556,""dx"":23,""dy"":12,""t"":7346},{""x"":994,""y"":555,""dx"":32,""dy"":11,""t"":7382},{""x"":1004,""y"":531,""dx"":42,""dy"":-13,""t"":7416},{""x"":974,""y"":506,""dx"":12,""dy"":-38,""t"":7449},{""x"":990,""y"":515,""dx"":28,""dy"":-29,""t"":7484},{""x"":970,""y"":496,""dx"":8,""dy"":-48,""t"":7518},{""x"":950,""y"":486,""dx"":-12,""dy"":-58,""t"":7552},{""x"":952,""y"":471,""dx"":-10,""dy"":-73,""t"":7586},{""x"":953,""y"":438,""dx"":-9,""dy"":-106,""t"":7620},{""x"":956,""y"":454,""dx"":-6,""dy"":-90,""t"":7654},{""x"":998,""y"":465,""dx"":36,""dy"":-79,""t"":7688},{""x"":962,""y"":444,""dx"":0,""dy"":-100,""t"":7722},{""x"":942,""y"":415,""dx"":-20,""dy"":-129,""t"":7754},{""x"":949,""y"":460,""dx"":-13,""dy"":-84,""t"":7790},{""x"":980,""y"":469,""dx"":18,""dy"":-75,""t"":7824},{""x"":985,""y"":515,""dx"":23,""dy"":-29,""t"":7859},{""x"":986,""y"":530,""dx"":24,""dy"":-14,""t"":7892},{""x"":939,""y"":535,""dx"":-23,""dy"":-9,""t"":7925},{""x"":908,""y"":550,""dx"":-54,""dy"":6,""t"":7961},{""x"":931,""y"":525,""dx"":-31,""dy"":-19,""t"":7995},{""x"":968,""y"":549,""dx"":6,""dy"":5,""t"":8028},{""x"":974,""y"":525,""dx"":12,""dy"":-19,""t"":8061},{""x"":988,""y"":542,""dx"":26,""dy"":-2,""t"":8096},{""x"":981,""y"":541,""dx"":19,""dy"":-3,""t"":8131},{""x"":998,""y"":561,""dx"":36,""dy"":17,""t"":8164},{""x"":1001,""y"":539,""dx"":39,""dy"":-5,""t"":8198},{""x"":981,""y"":494,""dx"":19,""dy"":-50,""t"":8232},{""x"":967,""y"":476,""dx"":5,""dy"":-68,""t"":8266},{""x"":969,""y"":467,""dx"":7,""dy"":-77,""t"":8300},{""x"":952,""y"":451,""dx"":-10,""dy"":-93,""t"":8334},{""x"":996,""y"":439,""dx"":34,""dy"":-105,""t"":8369},{""x"":998,""y"":427,""dx"":36,""dy"":-117,""t"":8402},{""x"":1045,""y"":469,""dx"":83,""dy"":-75,""t"":8436},{""x"":1049,""y"":518,""dx"":87,""dy"":-26,""t"":8470},{""x"":1044,""y"":543,""dx"":82,""dy"":-1,""t"":8504},{""x"":1049,""y"":566,""dx"":87,""dy"":22,""t"":8538},{""x"":1015,""y"":545,""dx"":53,""dy"":1,""t"":8573},{""x"":990,""y"":563,""dx"":28,""dy"":19,""t"":8607},{""x"":995,""y"":537,""dx"":33,""dy"":-7,""t"":8640},{""x"":1014,""y"":530,""dx"":52,""dy"":-14,""t"":8674},{""x"":996,""y"":542,""dx"":34,""dy"":-2,""t"":8708},{""x"":1010,""y"":563,""dx"":48,""dy"":19,""t"":8742},{""x"":934,""y"":551,""dx"":-28,""dy"":7,""t"":8776},{""x"":943,""y"":496,""dx"":-19,""dy"":-48,""t"":8810},{""x"":949,""y"":460,""dx"":-13,""dy"":-84,""t"":8845},{""x"":959,""y"":471,""dx"":-3,""dy"":-73,""t"":8878},{""x"":982,""y"":491,""dx"":20,""dy"":-53,""t"":8912},{""x"":984,""y"":462,""dx"":22,""dy"":-82,""t"":8944},{""x"":992,""y"":433,""dx"":30,""dy"":-111,""t"":8981},{""x"":1027,""y"":456,""dx"":65,""dy"":-88,""t"":9014}],[{""x"":480,""y"":703,""dx"":-6.5,""dy"":-107.5,""t"":10035},{""x"":468,""y"":735,""dx"":-18.5,""dy"":-75.5,""t"":10068},{""x"":476,""y"":758,""dx"":-10.5,""dy"":-52.5,""t"":10102},{""x"":454,""y"":778,""dx"":-32.5,""dy"":-32.5,""t"":10136},{""x"":476,""y"":789,""dx"":-10.5,""dy"":-21.5,""t"":10171},{""x"":477,""y"":778,""dx"":-9.5,""dy"":-32.5,""t"":10204},{""x"":481,""y"":775,""dx"":-5.5,""dy"":-35.5,""t"":10240},{""x"":493,""y"":771,""dx"":6.5,""dy"":-39.5,""t"":10272},{""x"":489,""y"":775,""dx"":2.5,""dy"":-35.5,""t"":10306},{""x"":494,""y"":775,""dx"":7.5,""dy"":-35.5,""t"":10340},{""x"":498,""y"":785,""dx"":11.5,""dy"":-25.5,""t"":10374},{""x"":505,""y"":792,""dx"":18.5,""dy"":-18.5,""t"":10408},{""x"":501,""y"":801,""dx"":14.5,""dy"":-9.5,""t"":10442},{""x"":510,""y"":811,""dx"":23.5,""dy"":0.5,""t"":10475},{""x"":519,""y"":824,""dx"":32.5,""dy"":13.5,""t"":10510},{""x"":526,""y"":839,""dx"":39.5,""dy"":28.5,""t"":10544},{""x"":558,""y"":827,""dx"":71.5,""dy"":16.5,""t"":10578},{""x"":536,""y"":836,""dx"":49.5,""dy"":25.5,""t"":10612},{""x"":528,""y"":828,""dx"":41.5,""dy"":17.5,""t"":10646},{""x"":507,""y"":823,""dx"":20.5,""dy"":12.5,""t"":10680},{""x"":484,""y"":833,""dx"":-2.5,""dy"":22.5,""t"":10715},{""x"":466,""y"":810,""dx"":-20.5,""dy"":-0.5,""t"":10748},{""x"":453,""y"":824,""dx"":-33.5,""dy"":13.5,""t"":10782},{""x"":446,""y"":808,""dx"":-40.5,""dy"":-2.5,""t"":10815},{""x"":466,""y"":770,""dx"":-20.5,""dy"":-40.5,""t"":10851},{""x"":448,""y"":763,""dx"":-38.5,""dy"":-47.5,""t"":10884},{""x"":434,""y"":758,""dx"":-52.5,""dy"":-52.5,""t"":10915},{""x"":430,""y"":733,""dx"":-56.5,""dy"":-77.5,""t"":10952},{""x"":427,""y"":757,""dx"":-59.5,""dy"":-53.5,""t"":10986},{""x"":459,""y"":763,""dx"":-27.5,""dy"":-47.5,""t"":11020},{""x"":504,""y"":797,""dx"":17.5,""dy"":-13.5,""t"":11053},{""x"":662,""y"":931,""dx"":175.5,""dy"":120.5,""t"":11087},{""x"":805,""y"":1002,""dx"":318.5,""dy"":191.5,""t"":11122},{""x"":901,""y"":1059,""dx"":414.5,""dy"":248.5,""t"":11155},{""x"":909,""y"":1084,""dx"":422.5,""dy"":273.5,""t"":11190},{""x"":885,""y"":1072,""dx"":398.5,""dy"":261.5,""t"":11224},{""x"":854,""y"":1046,""dx"":367.5,""dy"":235.5,""t"":11259},{""x"":792,""y"":1014,""dx"":305.5,""dy"":203.5,""t"":11293},{""x"":736,""y"":985,""dx"":249.5,""dy"":174.5,""t"":11324},{""x"":707,""y"":966,""dx"":220.5,""dy"":155.5,""t"":11360},{""x"":654,""y"":920,""dx"":167.5,""dy"":109.5,""t"":11394},{""x"":608,""y"":875,""dx"":121.5,""dy"":64.5,""t"":11428},{""x"":580,""y"":844,""dx"":93.5,""dy"":33.5,""t"":11462},{""x"":569,""y"":822,""dx"":82.5,""dy"":11.5,""t"":11497},{""x"":556,""y"":814,""dx"":69.5,""dy"":3.5,""t"":11529},{""x"":550,""y"":798,""dx"":63.5,""dy"":-12.5,""t"":11564},{""x"":558,""y"":789,""dx"":71.5,""dy"":-21.5,""t"":11598},{""x"":565,""y"":792,""dx"":78.5,""dy"":-18.5,""t"":11632},{""x"":580,""y"":796,""dx"":93.5,""dy"":-14.5,""t"":11666},{""x"":601,""y"":790,""dx"":114.5,""dy"":-20.5,""t"":11700},{""x"":606,""y"":784,""dx"":119.5,""dy"":-26.5,""t"":11735},{""x"":602,""y"":783,""dx"":115.5,""dy"":-27.5,""t"":11767},{""x"":593,""y"":776,""dx"":106.5,""dy"":-34.5,""t"":11802},{""x"":590,""y"":771,""dx"":103.5,""dy"":-39.5,""t"":11836},{""x"":588,""y"":763,""dx"":101.5,""dy"":-47.5,""t"":11870},{""x"":548,""y"":767,""dx"":61.5,""dy"":-43.5,""t"":11905},{""x"":534,""y"":766,""dx"":47.5,""dy"":-44.5,""t"":11938},{""x"":516,""y"":766,""dx"":29.5,""dy"":-44.5,""t"":11972},{""x"":502,""y"":763,""dx"":15.5,""dy"":-47.5,""t"":12006}],[{""x"":1363,""y"":709,""dx"":-74.5,""dy"":-101.5,""t"":13060},{""x"":1333,""y"":717,""dx"":-104.5,""dy"":-93.5,""t"":13093},{""x"":1329,""y"":713,""dx"":-108.5,""dy"":-97.5,""t"":13129},{""x"":1309,""y"":684,""dx"":-128.5,""dy"":-126.5,""t"":13162},{""x"":1303,""y"":687,""dx"":-134.5,""dy"":-123.5,""t"":13196},{""x"":1289,""y"":689,""dx"":-148.5,""dy"":-121.5,""t"":13231},{""x"":1274,""y"":694,""dx"":-163.5,""dy"":-116.5,""t"":13265},{""x"":1273,""y"":706,""dx"":-164.5,""dy"":-104.5,""t"":13298},{""x"":1279,""y"":713,""dx"":-158.5,""dy"":-97.5,""t"":13332},{""x"":1302,""y"":702,""dx"":-135.5,""dy"":-108.5,""t"":13366},{""x"":1312,""y"":703,""dx"":-125.5,""dy"":-107.5,""t"":13402},{""x"":1329,""y"":705,""dx"":-108.5,""dy"":-105.5,""t"":13434},{""x"":1324,""y"":707,""dx"":-113.5,""dy"":-103.5,""t"":13468},{""x"":1332,""y"":713,""dx"":-105.5,""dy"":-97.5,""t"":13502},{""x"":1330,""y"":705,""dx"":-107.5,""dy"":-105.5,""t"":13536},{""x"":1317,""y"":696,""dx"":-120.5,""dy"":-114.5,""t"":13570},{""x"":1310,""y"":707,""dx"":-127.5,""dy"":-103.5,""t"":13604},{""x"":1313,""y"":706,""dx"":-124.5,""dy"":-104.5,""t"":13638},{""x"":1317,""y"":694,""dx"":-120.5,""dy"":-116.5,""t"":13672},{""x"":1313,""y"":703,""dx"":-124.5,""dy"":-107.5,""t"":13706},{""x"":1328,""y"":702,""dx"":-109.5,""dy"":-108.5,""t"":13740},{""x"":1322,""y"":711,""dx"":-115.5,""dy"":-99.5,""t"":13773},{""x"":1317,""y"":722,""dx"":-120.5,""dy"":-88.5,""t"":13808},{""x"":1321,""y"":721,""dx"":-116.5,""dy"":-89.5,""t"":13841},{""x"":1319,""y"":724,""dx"":-118.5,""dy"":-86.5,""t"":13875},{""x"":1317,""y"":712,""dx"":-120.5,""dy"":-98.5,""t"":13910},{""x"":1302,""y"":715,""dx"":-135.5,""dy"":-95.5,""t"":13945},{""x"":1306,""y"":722,""dx"":-131.5,""dy"":-88.5,""t"":13978},{""x"":1303,""y"":728,""dx"":-134.5,""dy"":-82.5,""t"":14013},{""x"":1298,""y"":728,""dx"":-139.5,""dy"":-82.5,""t"":14046},{""x"":1303,""y"":725,""dx"":-134.5,""dy"":-85.5,""t"":14081},{""x"":1284,""y"":721,""dx"":-153.5,""dy"":-89.5,""t"":14114},{""x"":1289,""y"":726,""dx"":-148.5,""dy"":-84.5,""t"":14148},{""x"":1271,""y"":728,""dx"":-166.5,""dy"":-82.5,""t"":14183},{""x"":1287,""y"":736,""dx"":-150.5,""dy"":-74.5,""t"":14216},{""x"":1287,""y"":738,""dx"":-150.5,""dy"":-72.5,""t"":14250},{""x"":1288,""y"":732,""dx"":-149.5,""dy"":-78.5,""t"":14284},{""x"":1293,""y"":719,""dx"":-144.5,""dy"":-91.5,""t"":14318},{""x"":1289,""y"":719,""dx"":-148.5,""dy"":-91.5,""t"":14351},{""x"":1282,""y"":720,""dx"":-155.5,""dy"":-90.5,""t"":14387},{""x"":1271,""y"":718,""dx"":-166.5,""dy"":-92.5,""t"":14420},{""x"":1273,""y"":704,""dx"":-164.5,""dy"":-106.5,""t"":14454},{""x"":1275,""y"":693,""dx"":-162.5,""dy"":-117.5,""t"":14486},{""x"":1251,""y"":710,""dx"":-186.5,""dy"":-100.5,""t"":14522},{""x"":1254,""y"":704,""dx"":-183.5,""dy"":-106.5,""t"":14556},{""x"":1258,""y"":712,""dx"":-179.5,""dy"":-98.5,""t"":14590},{""x"":1266,""y"":722,""dx"":-171.5,""dy"":-88.5,""t"":14624},{""x"":1276,""y"":717,""dx"":-161.5,""dy"":-93.5,""t"":14659},{""x"":1302,""y"":722,""dx"":-135.5,""dy"":-88.5,""t"":14692},{""x"":1317,""y"":717,""dx"":-120.5,""dy"":-93.5,""t"":14726},{""x"":1324,""y"":714,""dx"":-113.5,""dy"":-96.5,""t"":14761},{""x"":1322,""y"":718,""dx"":-115.5,""dy"":-92.5,""t"":14795},{""x"":1325,""y"":721,""dx"":-112.5,""dy"":-89.5,""t"":14828},{""x"":1334,""y"":740,""dx"":-103.5,""dy"":-70.5,""t"":14862},{""x"":1330,""y"":735,""dx"":-107.5,""dy"":-75.5,""t"":14896},{""x"":1335,""y"":729,""dx"":-102.5,""dy"":-81.5,""t"":14931},{""x"":1320,""y"":735,""dx"":-117.5,""dy"":-75.5,""t"":14964},{""x"":1314,""y"":742,""dx"":-123.5,""dy"":-68.5,""t"":14997},{""x"":1298,""y"":744,""dx"":-139.5,""dy"":-66.5,""t"":15032}]]","[85,86.4406779661017,91.52542372881356,83.05084745762711,91.52542372881356]","[{""x"":94.8,""y"":81.76666666666667,""r"":120.42575141308916},{""x"":-123.70338983050847,""y"":-22.02542372881356,""r"":33.75754248765881},{""x"":29.949152542372882,""y"":-2.7288135593220337,""r"":66.67458178618831},{""x"":75.26271186440678,""y"":15.889830508474576,""r"":85.04528087382837},{""x"":-134.07627118644066,""y"":-95.26271186440678,""r"":25.205903012627566}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.42","validate","","","","","","","","","",""
"","html-button-response","9","124644","0.0-4.0-4.0-0.0-0.0","","","","","910","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","",""
