"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","2537","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2543","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","5696","0.0-2.0-0.0","","","","","3149","{""name"":""scc"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","7408","0.0-2.0-1.0","","","","","1710","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","16320","0.0-3.0","","","","","","","","729","","","","","","","","","","","","","","","","",""
"","html-button-response","5","17160","0.0-4.0-0.0","","","","","838","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","27267","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","28103","0.0-4.0-2.0","","","","","836","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","46243","0.0-4.0-3.0","","","","","","","","","","[[{""x"":654,""y"":316,""dx"":163,""dy"":35,""t"":991},{""x"":668,""y"":286,""dx"":177,""dy"":5,""t"":1024},{""x"":707,""y"":254,""dx"":216,""dy"":-27,""t"":1058},{""x"":667,""y"":243,""dx"":176,""dy"":-38,""t"":1093},{""x"":669,""y"":234,""dx"":178,""dy"":-47,""t"":1127},{""x"":671,""y"":229,""dx"":180,""dy"":-52,""t"":1158},{""x"":663,""y"":273,""dx"":172,""dy"":-8,""t"":1194},{""x"":680,""y"":301,""dx"":189,""dy"":20,""t"":1229},{""x"":678,""y"":317,""dx"":187,""dy"":36,""t"":1262},{""x"":660,""y"":323,""dx"":169,""dy"":42,""t"":1296},{""x"":615,""y"":330,""dx"":124,""dy"":49,""t"":1330},{""x"":588,""y"":321,""dx"":97,""dy"":40,""t"":1364},{""x"":580,""y"":339,""dx"":89,""dy"":58,""t"":1398},{""x"":591,""y"":298,""dx"":100,""dy"":17,""t"":1459},{""x"":585,""y"":316,""dx"":94,""dy"":35,""t"":1472},{""x"":568,""y"":293,""dx"":77,""dy"":12,""t"":1501},{""x"":547,""y"":379,""dx"":56,""dy"":98,""t"":1535},{""x"":531,""y"":415,""dx"":40,""dy"":134,""t"":1566},{""x"":570,""y"":409,""dx"":79,""dy"":128,""t"":1602},{""x"":600,""y"":449,""dx"":109,""dy"":168,""t"":1637},{""x"":595,""y"":367,""dx"":104,""dy"":86,""t"":1671},{""x"":581,""y"":288,""dx"":90,""dy"":7,""t"":1705},{""x"":567,""y"":279,""dx"":76,""dy"":-2,""t"":1738},{""x"":578,""y"":351,""dx"":87,""dy"":70,""t"":1772},{""x"":601,""y"":411,""dx"":110,""dy"":130,""t"":1806},{""x"":560,""y"":376,""dx"":69,""dy"":95,""t"":1840},{""x"":598,""y"":346,""dx"":107,""dy"":65,""t"":1874},{""x"":587,""y"":303,""dx"":96,""dy"":22,""t"":1909},{""x"":617,""y"":382,""dx"":126,""dy"":101,""t"":1943},{""x"":599,""y"":395,""dx"":108,""dy"":114,""t"":1976},{""x"":586,""y"":365,""dx"":95,""dy"":84,""t"":2011},{""x"":605,""y"":322,""dx"":114,""dy"":41,""t"":2044},{""x"":639,""y"":281,""dx"":148,""dy"":0,""t"":2079},{""x"":674,""y"":273,""dx"":183,""dy"":-8,""t"":2112},{""x"":648,""y"":250,""dx"":157,""dy"":-31,""t"":2146},{""x"":643,""y"":291,""dx"":152,""dy"":10,""t"":2181},{""x"":638,""y"":319,""dx"":147,""dy"":38,""t"":2214},{""x"":654,""y"":375,""dx"":163,""dy"":94,""t"":2248},{""x"":664,""y"":378,""dx"":173,""dy"":97,""t"":2282},{""x"":652,""y"":377,""dx"":161,""dy"":96,""t"":2316},{""x"":620,""y"":382,""dx"":129,""dy"":101,""t"":2351},{""x"":605,""y"":376,""dx"":114,""dy"":95,""t"":2384},{""x"":556,""y"":343,""dx"":65,""dy"":62,""t"":2419},{""x"":562,""y"":377,""dx"":71,""dy"":96,""t"":2452},{""x"":591,""y"":419,""dx"":100,""dy"":138,""t"":2486},{""x"":605,""y"":414,""dx"":114,""dy"":133,""t"":2521},{""x"":605,""y"":400,""dx"":114,""dy"":119,""t"":2555},{""x"":577,""y"":363,""dx"":86,""dy"":82,""t"":2588},{""x"":576,""y"":360,""dx"":85,""dy"":79,""t"":2622},{""x"":564,""y"":352,""dx"":73,""dy"":71,""t"":2657},{""x"":554,""y"":353,""dx"":63,""dy"":72,""t"":2689},{""x"":527,""y"":433,""dx"":36,""dy"":152,""t"":2725},{""x"":515,""y"":446,""dx"":24,""dy"":165,""t"":2756},{""x"":529,""y"":458,""dx"":38,""dy"":177,""t"":2793},{""x"":539,""y"":437,""dx"":48,""dy"":156,""t"":2825},{""x"":558,""y"":425,""dx"":67,""dy"":144,""t"":2861},{""x"":596,""y"":403,""dx"":105,""dy"":122,""t"":2895},{""x"":600,""y"":379,""dx"":109,""dy"":98,""t"":2928},{""x"":634,""y"":398,""dx"":143,""dy"":117,""t"":2962},{""x"":603,""y"":439,""dx"":112,""dy"":158,""t"":2997}],[{""x"":1565,""y"":278,""dx"":114,""dy"":-3,""t"":4016},{""x"":1536,""y"":257,""dx"":85,""dy"":-24,""t"":4051},{""x"":1535,""y"":234,""dx"":84,""dy"":-47,""t"":4084},{""x"":1510,""y"":198,""dx"":59,""dy"":-83,""t"":4119},{""x"":1475,""y"":173,""dx"":24,""dy"":-108,""t"":4153},{""x"":1477,""y"":168,""dx"":26,""dy"":-113,""t"":4186},{""x"":1504,""y"":230,""dx"":53,""dy"":-51,""t"":4220},{""x"":1494,""y"":256,""dx"":43,""dy"":-25,""t"":4253},{""x"":1496,""y"":231,""dx"":45,""dy"":-50,""t"":4288},{""x"":1488,""y"":202,""dx"":37,""dy"":-79,""t"":4321},{""x"":1462,""y"":215,""dx"":11,""dy"":-66,""t"":4356},{""x"":1425,""y"":199,""dx"":-26,""dy"":-82,""t"":4391},{""x"":1444,""y"":187,""dx"":-7,""dy"":-94,""t"":4424},{""x"":1433,""y"":169,""dx"":-18,""dy"":-112,""t"":4458},{""x"":1430,""y"":170,""dx"":-21,""dy"":-111,""t"":4493},{""x"":1435,""y"":174,""dx"":-16,""dy"":-107,""t"":4526},{""x"":1435,""y"":192,""dx"":-16,""dy"":-89,""t"":4560},{""x"":1466,""y"":202,""dx"":15,""dy"":-79,""t"":4594},{""x"":1463,""y"":244,""dx"":12,""dy"":-37,""t"":4628},{""x"":1465,""y"":235,""dx"":14,""dy"":-46,""t"":4663},{""x"":1469,""y"":239,""dx"":18,""dy"":-42,""t"":4696},{""x"":1484,""y"":251,""dx"":33,""dy"":-30,""t"":4728},{""x"":1492,""y"":290,""dx"":41,""dy"":9,""t"":4763},{""x"":1461,""y"":243,""dx"":10,""dy"":-38,""t"":4798},{""x"":1459,""y"":223,""dx"":8,""dy"":-58,""t"":4832},{""x"":1472,""y"":209,""dx"":21,""dy"":-72,""t"":4867},{""x"":1430,""y"":189,""dx"":-21,""dy"":-92,""t"":4901},{""x"":1417,""y"":185,""dx"":-34,""dy"":-96,""t"":4935},{""x"":1412,""y"":165,""dx"":-39,""dy"":-116,""t"":4968},{""x"":1447,""y"":198,""dx"":-4,""dy"":-83,""t"":5002},{""x"":1472,""y"":241,""dx"":21,""dy"":-40,""t"":5036},{""x"":1477,""y"":224,""dx"":26,""dy"":-57,""t"":5070},{""x"":1477,""y"":195,""dx"":26,""dy"":-86,""t"":5104},{""x"":1498,""y"":249,""dx"":47,""dy"":-32,""t"":5138},{""x"":1488,""y"":245,""dx"":37,""dy"":-36,""t"":5171},{""x"":1515,""y"":304,""dx"":64,""dy"":23,""t"":5206},{""x"":1506,""y"":335,""dx"":55,""dy"":54,""t"":5240},{""x"":1514,""y"":271,""dx"":63,""dy"":-10,""t"":5275},{""x"":1502,""y"":282,""dx"":51,""dy"":1,""t"":5308},{""x"":1503,""y"":292,""dx"":52,""dy"":11,""t"":5343},{""x"":1535,""y"":323,""dx"":84,""dy"":42,""t"":5376},{""x"":1531,""y"":295,""dx"":80,""dy"":14,""t"":5410},{""x"":1515,""y"":302,""dx"":64,""dy"":21,""t"":5444},{""x"":1517,""y"":263,""dx"":66,""dy"":-18,""t"":5478},{""x"":1520,""y"":284,""dx"":69,""dy"":3,""t"":5512},{""x"":1550,""y"":292,""dx"":99,""dy"":11,""t"":5546},{""x"":1540,""y"":305,""dx"":89,""dy"":24,""t"":5580},{""x"":1541,""y"":323,""dx"":90,""dy"":42,""t"":5615},{""x"":1522,""y"":309,""dx"":71,""dy"":28,""t"":5649},{""x"":1520,""y"":296,""dx"":69,""dy"":15,""t"":5682},{""x"":1513,""y"":275,""dx"":62,""dy"":-6,""t"":5716},{""x"":1479,""y"":254,""dx"":28,""dy"":-27,""t"":5751},{""x"":1468,""y"":299,""dx"":17,""dy"":18,""t"":5784},{""x"":1467,""y"":284,""dx"":16,""dy"":3,""t"":5818},{""x"":1457,""y"":255,""dx"":6,""dy"":-26,""t"":5852},{""x"":1480,""y"":228,""dx"":29,""dy"":-53,""t"":5886},{""x"":1447,""y"":209,""dx"":-4,""dy"":-72,""t"":5920},{""x"":1450,""y"":156,""dx"":-1,""dy"":-125,""t"":5955},{""x"":1464,""y"":191,""dx"":13,""dy"":-90,""t"":5988}],[{""x"":999,""y"":319,""dx"":28,""dy"":-232,""t"":7008},{""x"":1016,""y"":288,""dx"":45,""dy"":-263,""t"":7042},{""x"":1009,""y"":326,""dx"":38,""dy"":-225,""t"":7076},{""x"":1020,""y"":372,""dx"":49,""dy"":-179,""t"":7110},{""x"":1013,""y"":392,""dx"":42,""dy"":-159,""t"":7144},{""x"":1040,""y"":393,""dx"":69,""dy"":-158,""t"":7178},{""x"":1032,""y"":443,""dx"":61,""dy"":-108,""t"":7212},{""x"":1038,""y"":470,""dx"":67,""dy"":-81,""t"":7246},{""x"":1016,""y"":433,""dx"":45,""dy"":-118,""t"":7281},{""x"":999,""y"":429,""dx"":28,""dy"":-122,""t"":7314},{""x"":997,""y"":384,""dx"":26,""dy"":-167,""t"":7349},{""x"":996,""y"":383,""dx"":25,""dy"":-168,""t"":7383},{""x"":1009,""y"":395,""dx"":38,""dy"":-156,""t"":7417},{""x"":1011,""y"":419,""dx"":40,""dy"":-132,""t"":7452},{""x"":992,""y"":454,""dx"":21,""dy"":-97,""t"":7484},{""x"":967,""y"":435,""dx"":-4,""dy"":-116,""t"":7519},{""x"":960,""y"":439,""dx"":-11,""dy"":-112,""t"":7552},{""x"":937,""y"":433,""dx"":-34,""dy"":-118,""t"":7586},{""x"":921,""y"":472,""dx"":-50,""dy"":-79,""t"":7621},{""x"":915,""y"":450,""dx"":-56,""dy"":-101,""t"":7653},{""x"":900,""y"":438,""dx"":-71,""dy"":-113,""t"":7688},{""x"":929,""y"":446,""dx"":-42,""dy"":-105,""t"":7722},{""x"":942,""y"":408,""dx"":-29,""dy"":-143,""t"":7757},{""x"":957,""y"":394,""dx"":-14,""dy"":-157,""t"":7791},{""x"":1007,""y"":379,""dx"":36,""dy"":-172,""t"":7824},{""x"":1016,""y"":370,""dx"":45,""dy"":-181,""t"":7858},{""x"":1032,""y"":383,""dx"":61,""dy"":-168,""t"":7893},{""x"":1055,""y"":376,""dx"":84,""dy"":-175,""t"":7926},{""x"":1072,""y"":415,""dx"":101,""dy"":-136,""t"":7960},{""x"":1097,""y"":420,""dx"":126,""dy"":-131,""t"":7994},{""x"":1080,""y"":402,""dx"":109,""dy"":-149,""t"":8028},{""x"":1107,""y"":390,""dx"":136,""dy"":-161,""t"":8063},{""x"":1101,""y"":416,""dx"":130,""dy"":-135,""t"":8096},{""x"":1110,""y"":390,""dx"":139,""dy"":-161,""t"":8130},{""x"":1078,""y"":411,""dx"":107,""dy"":-140,""t"":8164},{""x"":1070,""y"":435,""dx"":99,""dy"":-116,""t"":8198},{""x"":1060,""y"":431,""dx"":89,""dy"":-120,""t"":8232},{""x"":1042,""y"":454,""dx"":71,""dy"":-97,""t"":8264},{""x"":1033,""y"":440,""dx"":62,""dy"":-111,""t"":8300},{""x"":1032,""y"":487,""dx"":61,""dy"":-64,""t"":8334},{""x"":1066,""y"":538,""dx"":95,""dy"":-13,""t"":8368},{""x"":1028,""y"":526,""dx"":57,""dy"":-25,""t"":8402},{""x"":1035,""y"":522,""dx"":64,""dy"":-29,""t"":8436},{""x"":1001,""y"":537,""dx"":30,""dy"":-14,""t"":8471},{""x"":995,""y"":512,""dx"":24,""dy"":-39,""t"":8503},{""x"":992,""y"":460,""dx"":21,""dy"":-91,""t"":8538},{""x"":977,""y"":461,""dx"":6,""dy"":-90,""t"":8572},{""x"":963,""y"":462,""dx"":-8,""dy"":-89,""t"":8606},{""x"":939,""y"":475,""dx"":-32,""dy"":-76,""t"":8641},{""x"":951,""y"":423,""dx"":-20,""dy"":-128,""t"":8673},{""x"":931,""y"":399,""dx"":-40,""dy"":-152,""t"":8709},{""x"":946,""y"":369,""dx"":-25,""dy"":-182,""t"":8742},{""x"":937,""y"":387,""dx"":-34,""dy"":-164,""t"":8776},{""x"":947,""y"":388,""dx"":-24,""dy"":-163,""t"":8811},{""x"":950,""y"":414,""dx"":-21,""dy"":-137,""t"":8844},{""x"":960,""y"":416,""dx"":-11,""dy"":-135,""t"":8879},{""x"":968,""y"":451,""dx"":-3,""dy"":-100,""t"":8912},{""x"":987,""y"":435,""dx"":16,""dy"":-116,""t"":8946},{""x"":960,""y"":426,""dx"":-11,""dy"":-125,""t"":8981},{""x"":967,""y"":416,""dx"":-4,""dy"":-135,""t"":9015}],[{""x"":604,""y"":746,""dx"":113,""dy"":-75,""t"":10034},{""x"":571,""y"":726,""dx"":80,""dy"":-95,""t"":10069},{""x"":587,""y"":725,""dx"":96,""dy"":-96,""t"":10141},{""x"":610,""y"":752,""dx"":119,""dy"":-69,""t"":10170},{""x"":623,""y"":773,""dx"":132,""dy"":-48,""t"":10204},{""x"":637,""y"":776,""dx"":146,""dy"":-45,""t"":10238},{""x"":657,""y"":793,""dx"":166,""dy"":-28,""t"":10269},{""x"":671,""y"":788,""dx"":180,""dy"":-33,""t"":10305},{""x"":657,""y"":755,""dx"":166,""dy"":-66,""t"":10341},{""x"":641,""y"":768,""dx"":150,""dy"":-53,""t"":10374},{""x"":648,""y"":760,""dx"":157,""dy"":-61,""t"":10409},{""x"":639,""y"":774,""dx"":148,""dy"":-47,""t"":10443},{""x"":642,""y"":785,""dx"":151,""dy"":-36,""t"":10476},{""x"":670,""y"":805,""dx"":179,""dy"":-16,""t"":10510},{""x"":679,""y"":811,""dx"":188,""dy"":-10,""t"":10544},{""x"":691,""y"":776,""dx"":200,""dy"":-45,""t"":10578},{""x"":703,""y"":788,""dx"":212,""dy"":-33,""t"":10613},{""x"":651,""y"":782,""dx"":160,""dy"":-39,""t"":10646},{""x"":655,""y"":775,""dx"":164,""dy"":-46,""t"":10681},{""x"":644,""y"":792,""dx"":153,""dy"":-29,""t"":10714},{""x"":604,""y"":758,""dx"":113,""dy"":-63,""t"":10749},{""x"":591,""y"":752,""dx"":100,""dy"":-69,""t"":10783},{""x"":569,""y"":735,""dx"":78,""dy"":-86,""t"":10816},{""x"":602,""y"":704,""dx"":111,""dy"":-117,""t"":10851},{""x"":616,""y"":693,""dx"":125,""dy"":-128,""t"":10884},{""x"":624,""y"":696,""dx"":133,""dy"":-125,""t"":10918},{""x"":620,""y"":709,""dx"":129,""dy"":-112,""t"":10951},{""x"":600,""y"":715,""dx"":109,""dy"":-106,""t"":10988},{""x"":599,""y"":768,""dx"":108,""dy"":-53,""t"":11021},{""x"":623,""y"":800,""dx"":132,""dy"":-21,""t"":11054},{""x"":628,""y"":801,""dx"":137,""dy"":-20,""t"":11088},{""x"":622,""y"":807,""dx"":131,""dy"":-14,""t"":11122},{""x"":593,""y"":822,""dx"":102,""dy"":1,""t"":11157},{""x"":597,""y"":818,""dx"":106,""dy"":-3,""t"":11190},{""x"":602,""y"":851,""dx"":111,""dy"":30,""t"":11224},{""x"":611,""y"":854,""dx"":120,""dy"":33,""t"":11258},{""x"":602,""y"":811,""dx"":111,""dy"":-10,""t"":11294},{""x"":639,""y"":774,""dx"":148,""dy"":-47,""t"":11327},{""x"":627,""y"":781,""dx"":136,""dy"":-40,""t"":11361},{""x"":640,""y"":761,""dx"":149,""dy"":-60,""t"":11394},{""x"":640,""y"":766,""dx"":149,""dy"":-55,""t"":11427},{""x"":640,""y"":771,""dx"":149,""dy"":-50,""t"":11460},{""x"":668,""y"":749,""dx"":177,""dy"":-72,""t"":11496},{""x"":620,""y"":736,""dx"":129,""dy"":-85,""t"":11531},{""x"":627,""y"":745,""dx"":136,""dy"":-76,""t"":11564},{""x"":647,""y"":779,""dx"":156,""dy"":-42,""t"":11598},{""x"":655,""y"":784,""dx"":164,""dy"":-37,""t"":11632},{""x"":688,""y"":773,""dx"":197,""dy"":-48,""t"":11665},{""x"":698,""y"":751,""dx"":207,""dy"":-70,""t"":11701},{""x"":672,""y"":785,""dx"":181,""dy"":-36,""t"":11734},{""x"":664,""y"":804,""dx"":173,""dy"":-17,""t"":11768},{""x"":652,""y"":788,""dx"":161,""dy"":-33,""t"":11803},{""x"":637,""y"":817,""dx"":146,""dy"":-4,""t"":11836},{""x"":624,""y"":840,""dx"":133,""dy"":19,""t"":11867},{""x"":583,""y"":838,""dx"":92,""dy"":17,""t"":11904},{""x"":591,""y"":840,""dx"":100,""dy"":19,""t"":11937},{""x"":606,""y"":855,""dx"":115,""dy"":34,""t"":11971},{""x"":584,""y"":840,""dx"":93,""dy"":19,""t"":12007}],[{""x"":1360,""y"":637,""dx"":-91,""dy"":-184,""t"":13058},{""x"":1344,""y"":642,""dx"":-107,""dy"":-179,""t"":13094},{""x"":1383,""y"":623,""dx"":-68,""dy"":-198,""t"":13128},{""x"":1367,""y"":660,""dx"":-84,""dy"":-161,""t"":13162},{""x"":1354,""y"":674,""dx"":-97,""dy"":-147,""t"":13196},{""x"":1366,""y"":660,""dx"":-85,""dy"":-161,""t"":13230},{""x"":1361,""y"":654,""dx"":-90,""dy"":-167,""t"":13264},{""x"":1351,""y"":701,""dx"":-100,""dy"":-120,""t"":13298},{""x"":1365,""y"":692,""dx"":-86,""dy"":-129,""t"":13333},{""x"":1382,""y"":675,""dx"":-69,""dy"":-146,""t"":13366},{""x"":1397,""y"":687,""dx"":-54,""dy"":-134,""t"":13400},{""x"":1412,""y"":664,""dx"":-39,""dy"":-157,""t"":13432},{""x"":1405,""y"":653,""dx"":-46,""dy"":-168,""t"":13468},{""x"":1398,""y"":636,""dx"":-53,""dy"":-185,""t"":13503},{""x"":1396,""y"":627,""dx"":-55,""dy"":-194,""t"":13537},{""x"":1389,""y"":624,""dx"":-62,""dy"":-197,""t"":13570},{""x"":1397,""y"":660,""dx"":-54,""dy"":-161,""t"":13605},{""x"":1364,""y"":623,""dx"":-87,""dy"":-198,""t"":13638},{""x"":1341,""y"":596,""dx"":-110,""dy"":-225,""t"":13672},{""x"":1321,""y"":639,""dx"":-130,""dy"":-182,""t"":13706},{""x"":1313,""y"":643,""dx"":-138,""dy"":-178,""t"":13741},{""x"":1318,""y"":645,""dx"":-133,""dy"":-176,""t"":13774},{""x"":1313,""y"":675,""dx"":-138,""dy"":-146,""t"":13807},{""x"":1308,""y"":713,""dx"":-143,""dy"":-108,""t"":13842},{""x"":1325,""y"":698,""dx"":-126,""dy"":-123,""t"":13877},{""x"":1343,""y"":675,""dx"":-108,""dy"":-146,""t"":13910},{""x"":1364,""y"":637,""dx"":-87,""dy"":-184,""t"":13945},{""x"":1360,""y"":635,""dx"":-91,""dy"":-186,""t"":13978},{""x"":1375,""y"":634,""dx"":-76,""dy"":-187,""t"":14012},{""x"":1377,""y"":649,""dx"":-74,""dy"":-172,""t"":14046},{""x"":1377,""y"":644,""dx"":-74,""dy"":-177,""t"":14080},{""x"":1385,""y"":638,""dx"":-66,""dy"":-183,""t"":14115},{""x"":1397,""y"":622,""dx"":-54,""dy"":-199,""t"":14148},{""x"":1401,""y"":625,""dx"":-50,""dy"":-196,""t"":14183},{""x"":1406,""y"":634,""dx"":-45,""dy"":-187,""t"":14217},{""x"":1404,""y"":636,""dx"":-47,""dy"":-185,""t"":14250},{""x"":1381,""y"":635,""dx"":-70,""dy"":-186,""t"":14285},{""x"":1369,""y"":628,""dx"":-82,""dy"":-193,""t"":14318},{""x"":1372,""y"":668,""dx"":-79,""dy"":-153,""t"":14351},{""x"":1370,""y"":652,""dx"":-81,""dy"":-169,""t"":14386},{""x"":1366,""y"":669,""dx"":-85,""dy"":-152,""t"":14420},{""x"":1354,""y"":717,""dx"":-97,""dy"":-104,""t"":14453},{""x"":1342,""y"":728,""dx"":-109,""dy"":-93,""t"":14488},{""x"":1341,""y"":695,""dx"":-110,""dy"":-126,""t"":14522},{""x"":1352,""y"":683,""dx"":-99,""dy"":-138,""t"":14556},{""x"":1345,""y"":638,""dx"":-106,""dy"":-183,""t"":14590},{""x"":1335,""y"":637,""dx"":-116,""dy"":-184,""t"":14625},{""x"":1363,""y"":633,""dx"":-88,""dy"":-188,""t"":14658},{""x"":1360,""y"":630,""dx"":-91,""dy"":-191,""t"":14693},{""x"":1371,""y"":634,""dx"":-80,""dy"":-187,""t"":14725},{""x"":1385,""y"":638,""dx"":-66,""dy"":-183,""t"":14760},{""x"":1400,""y"":661,""dx"":-51,""dy"":-160,""t"":14794},{""x"":1385,""y"":712,""dx"":-66,""dy"":-109,""t"":14828},{""x"":1416,""y"":713,""dx"":-35,""dy"":-108,""t"":14863},{""x"":1402,""y"":753,""dx"":-49,""dy"":-68,""t"":14897},{""x"":1406,""y"":729,""dx"":-45,""dy"":-92,""t"":14929},{""x"":1416,""y"":726,""dx"":-35,""dy"":-95,""t"":14964},{""x"":1401,""y"":718,""dx"":-50,""dy"":-103,""t"":14999},{""x"":1387,""y"":711,""dx"":-64,""dy"":-110,""t"":15030}]]","[96.66666666666667,100,91.66666666666666,93.10344827586206,62.71186440677966]","[{""x"":113.9,""y"":69.18333333333334,""r"":90.29813037627262},{""x"":32.88135593220339,""y"":-40.54237288135593,""r"":51.52491357909807},{""x"":30.783333333333335,""y"":-127.15,""r"":87.98611368024933},{""x"":139.77586206896552,""y"":-43.05172413793103,""r"":62.5964570927669},{""x"":-80.86440677966101,""y"":-159.33898305084745,""r"":36.92912690105509}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.30","validate","","","","","","","","","",""
"","html-keyboard-response","9","47432","0.0-5.0-0.0","","","","","1187"," ","","","<p>识别实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是100毫秒的单个项目展示，500毫秒的空白间隔后，会呈现一个多个项目的阵列。</p> <p>要求：记忆单个项目，并在多个项目阵列中快速找到，并根据数字键盘进行选择响应。</p><p>按"" ""键继续，实验开始。</p>","","","","","","","","","","","","","","","",""
