"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","webgazer_data","webgazer_targets","size","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","65152","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","65159","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","69837","0.0-2.0-0.0","","","","","4676","{""name"":""罗晨曦"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","74837","0.0-2.0-1.0","","","","","4998","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","82110","0.0-3.0","","","","","","","","2244","","","","","","","","","","","","","","","","",""
"","html-button-response","5","83597","0.0-4.0-0.0","","","","","1485","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","95015","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","107501","0.0-4.0-2.0","","","","","12485","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","125900","0.0-4.0-3.0","","","","","","","","","","[[{""x"":222,""y"":327,""dx"":-264.5,""dy"":49.5,""t"":1024},{""x"":245,""y"":350,""dx"":-241.5,""dy"":72.5,""t"":1057},{""x"":366,""y"":496,""dx"":-120.5,""dy"":218.5,""t"":1092},{""x"":448,""y"":569,""dx"":-38.5,""dy"":291.5,""t"":1126},{""x"":516,""y"":629,""dx"":29.5,""dy"":351.5,""t"":1158},{""x"":559,""y"":651,""dx"":72.5,""dy"":373.5,""t"":1194},{""x"":530,""y"":626,""dx"":43.5,""dy"":348.5,""t"":1250},{""x"":501,""y"":601,""dx"":14.5,""dy"":323.5,""t"":1263},{""x"":470,""y"":567,""dx"":-16.5,""dy"":289.5,""t"":1296},{""x"":408,""y"":529,""dx"":-78.5,""dy"":251.5,""t"":1330},{""x"":377,""y"":500,""dx"":-109.5,""dy"":222.5,""t"":1364},{""x"":367,""y"":472,""dx"":-119.5,""dy"":194.5,""t"":1399},{""x"":346,""y"":444,""dx"":-140.5,""dy"":166.5,""t"":1432},{""x"":327,""y"":422,""dx"":-159.5,""dy"":144.5,""t"":1467},{""x"":311,""y"":401,""dx"":-175.5,""dy"":123.5,""t"":1500},{""x"":284,""y"":407,""dx"":-202.5,""dy"":129.5,""t"":1532},{""x"":267,""y"":413,""dx"":-219.5,""dy"":135.5,""t"":1568},{""x"":228,""y"":407,""dx"":-258.5,""dy"":129.5,""t"":1602},{""x"":219,""y"":417,""dx"":-267.5,""dy"":139.5,""t"":1637},{""x"":199,""y"":380,""dx"":-287.5,""dy"":102.5,""t"":1671},{""x"":236,""y"":369,""dx"":-250.5,""dy"":91.5,""t"":1703},{""x"":213,""y"":343,""dx"":-273.5,""dy"":65.5,""t"":1738},{""x"":219,""y"":339,""dx"":-267.5,""dy"":61.5,""t"":1772},{""x"":231,""y"":330,""dx"":-255.5,""dy"":52.5,""t"":1807},{""x"":202,""y"":327,""dx"":-284.5,""dy"":49.5,""t"":1840},{""x"":226,""y"":331,""dx"":-260.5,""dy"":53.5,""t"":1874},{""x"":253,""y"":345,""dx"":-233.5,""dy"":67.5,""t"":1909},{""x"":252,""y"":361,""dx"":-234.5,""dy"":83.5,""t"":1942},{""x"":276,""y"":373,""dx"":-210.5,""dy"":95.5,""t"":1977},{""x"":251,""y"":353,""dx"":-235.5,""dy"":75.5,""t"":2011},{""x"":247,""y"":351,""dx"":-239.5,""dy"":73.5,""t"":2045},{""x"":215,""y"":342,""dx"":-271.5,""dy"":64.5,""t"":2078},{""x"":213,""y"":350,""dx"":-273.5,""dy"":72.5,""t"":2111},{""x"":250,""y"":363,""dx"":-236.5,""dy"":85.5,""t"":2146},{""x"":260,""y"":369,""dx"":-226.5,""dy"":91.5,""t"":2180},{""x"":258,""y"":348,""dx"":-228.5,""dy"":70.5,""t"":2214},{""x"":285,""y"":357,""dx"":-201.5,""dy"":79.5,""t"":2249},{""x"":291,""y"":361,""dx"":-195.5,""dy"":83.5,""t"":2282},{""x"":308,""y"":369,""dx"":-178.5,""dy"":91.5,""t"":2316},{""x"":271,""y"":376,""dx"":-215.5,""dy"":98.5,""t"":2350},{""x"":254,""y"":391,""dx"":-232.5,""dy"":113.5,""t"":2384},{""x"":255,""y"":385,""dx"":-231.5,""dy"":107.5,""t"":2417},{""x"":225,""y"":369,""dx"":-261.5,""dy"":91.5,""t"":2452},{""x"":195,""y"":378,""dx"":-291.5,""dy"":100.5,""t"":2486},{""x"":178,""y"":382,""dx"":-308.5,""dy"":104.5,""t"":2520},{""x"":209,""y"":384,""dx"":-277.5,""dy"":106.5,""t"":2554},{""x"":242,""y"":376,""dx"":-244.5,""dy"":98.5,""t"":2589},{""x"":251,""y"":384,""dx"":-235.5,""dy"":106.5,""t"":2622},{""x"":247,""y"":395,""dx"":-239.5,""dy"":117.5,""t"":2656},{""x"":235,""y"":396,""dx"":-251.5,""dy"":118.5,""t"":2690},{""x"":262,""y"":393,""dx"":-224.5,""dy"":115.5,""t"":2723},{""x"":244,""y"":404,""dx"":-242.5,""dy"":126.5,""t"":2759},{""x"":309,""y"":394,""dx"":-177.5,""dy"":116.5,""t"":2793},{""x"":365,""y"":385,""dx"":-121.5,""dy"":107.5,""t"":2826},{""x"":380,""y"":394,""dx"":-106.5,""dy"":116.5,""t"":2860},{""x"":404,""y"":403,""dx"":-82.5,""dy"":125.5,""t"":2895},{""x"":405,""y"":378,""dx"":-81.5,""dy"":100.5,""t"":2928},{""x"":421,""y"":360,""dx"":-65.5,""dy"":82.5,""t"":2962},{""x"":373,""y"":370,""dx"":-113.5,""dy"":92.5,""t"":2996}],[{""x"":1400,""y"":374,""dx"":-37.5,""dy"":96.5,""t"":4016},{""x"":1405,""y"":384,""dx"":-32.5,""dy"":106.5,""t"":4049},{""x"":1389,""y"":382,""dx"":-48.5,""dy"":104.5,""t"":4084},{""x"":1389,""y"":385,""dx"":-48.5,""dy"":107.5,""t"":4117},{""x"":1385,""y"":376,""dx"":-52.5,""dy"":98.5,""t"":4152},{""x"":1380,""y"":373,""dx"":-57.5,""dy"":95.5,""t"":4186},{""x"":1356,""y"":367,""dx"":-81.5,""dy"":89.5,""t"":4220},{""x"":1338,""y"":335,""dx"":-99.5,""dy"":57.5,""t"":4254},{""x"":1353,""y"":367,""dx"":-84.5,""dy"":89.5,""t"":4288},{""x"":1360,""y"":364,""dx"":-77.5,""dy"":86.5,""t"":4322},{""x"":1361,""y"":348,""dx"":-76.5,""dy"":70.5,""t"":4356},{""x"":1357,""y"":369,""dx"":-80.5,""dy"":91.5,""t"":4390},{""x"":1355,""y"":355,""dx"":-82.5,""dy"":77.5,""t"":4424},{""x"":1353,""y"":335,""dx"":-84.5,""dy"":57.5,""t"":4459},{""x"":1370,""y"":348,""dx"":-67.5,""dy"":70.5,""t"":4492},{""x"":1356,""y"":331,""dx"":-81.5,""dy"":53.5,""t"":4526},{""x"":1342,""y"":317,""dx"":-95.5,""dy"":39.5,""t"":4560},{""x"":1323,""y"":311,""dx"":-114.5,""dy"":33.5,""t"":4594},{""x"":1318,""y"":302,""dx"":-119.5,""dy"":24.5,""t"":4628},{""x"":1340,""y"":339,""dx"":-97.5,""dy"":61.5,""t"":4663},{""x"":1335,""y"":356,""dx"":-102.5,""dy"":78.5,""t"":4694},{""x"":1314,""y"":368,""dx"":-123.5,""dy"":90.5,""t"":4730},{""x"":1314,""y"":363,""dx"":-123.5,""dy"":85.5,""t"":4764},{""x"":1329,""y"":374,""dx"":-108.5,""dy"":96.5,""t"":4798},{""x"":1338,""y"":372,""dx"":-99.5,""dy"":94.5,""t"":4832},{""x"":1337,""y"":383,""dx"":-100.5,""dy"":105.5,""t"":4865},{""x"":1339,""y"":371,""dx"":-98.5,""dy"":93.5,""t"":4901},{""x"":1339,""y"":379,""dx"":-98.5,""dy"":101.5,""t"":4935},{""x"":1337,""y"":386,""dx"":-100.5,""dy"":108.5,""t"":4967},{""x"":1322,""y"":397,""dx"":-115.5,""dy"":119.5,""t"":5002},{""x"":1305,""y"":393,""dx"":-132.5,""dy"":115.5,""t"":5036},{""x"":1286,""y"":380,""dx"":-151.5,""dy"":102.5,""t"":5070},{""x"":1270,""y"":368,""dx"":-167.5,""dy"":90.5,""t"":5102},{""x"":1269,""y"":359,""dx"":-168.5,""dy"":81.5,""t"":5138},{""x"":1285,""y"":360,""dx"":-152.5,""dy"":82.5,""t"":5173},{""x"":1307,""y"":378,""dx"":-130.5,""dy"":100.5,""t"":5206},{""x"":1307,""y"":366,""dx"":-130.5,""dy"":88.5,""t"":5240},{""x"":1297,""y"":357,""dx"":-140.5,""dy"":79.5,""t"":5273},{""x"":1321,""y"":387,""dx"":-116.5,""dy"":109.5,""t"":5309},{""x"":1329,""y"":389,""dx"":-108.5,""dy"":111.5,""t"":5341},{""x"":1320,""y"":376,""dx"":-117.5,""dy"":98.5,""t"":5376},{""x"":1305,""y"":367,""dx"":-132.5,""dy"":89.5,""t"":5410},{""x"":1293,""y"":357,""dx"":-144.5,""dy"":79.5,""t"":5445},{""x"":1282,""y"":351,""dx"":-155.5,""dy"":73.5,""t"":5478},{""x"":1273,""y"":346,""dx"":-164.5,""dy"":68.5,""t"":5512},{""x"":1270,""y"":340,""dx"":-167.5,""dy"":62.5,""t"":5545},{""x"":1277,""y"":360,""dx"":-160.5,""dy"":82.5,""t"":5580},{""x"":1285,""y"":347,""dx"":-152.5,""dy"":69.5,""t"":5614},{""x"":1276,""y"":334,""dx"":-161.5,""dy"":56.5,""t"":5650},{""x"":1274,""y"":314,""dx"":-163.5,""dy"":36.5,""t"":5682},{""x"":1306,""y"":350,""dx"":-131.5,""dy"":72.5,""t"":5716},{""x"":1332,""y"":389,""dx"":-105.5,""dy"":111.5,""t"":5750},{""x"":1349,""y"":417,""dx"":-88.5,""dy"":139.5,""t"":5783},{""x"":1336,""y"":414,""dx"":-101.5,""dy"":136.5,""t"":5817},{""x"":1357,""y"":440,""dx"":-80.5,""dy"":162.5,""t"":5852},{""x"":1385,""y"":465,""dx"":-52.5,""dy"":187.5,""t"":5886},{""x"":1396,""y"":471,""dx"":-41.5,""dy"":193.5,""t"":5920},{""x"":1403,""y"":482,""dx"":-34.5,""dy"":204.5,""t"":5954},{""x"":1391,""y"":458,""dx"":-46.5,""dy"":180.5,""t"":5999}],[{""x"":850,""y"":903,""dx"":-112,""dy"":359,""t"":7009},{""x"":860,""y"":858,""dx"":-102,""dy"":314,""t"":7042},{""x"":853,""y"":809,""dx"":-109,""dy"":265,""t"":7076},{""x"":850,""y"":772,""dx"":-112,""dy"":228,""t"":7110},{""x"":874,""y"":750,""dx"":-88,""dy"":206,""t"":7144},{""x"":903,""y"":728,""dx"":-59,""dy"":184,""t"":7179},{""x"":924,""y"":698,""dx"":-38,""dy"":154,""t"":7212},{""x"":932,""y"":668,""dx"":-30,""dy"":124,""t"":7246},{""x"":949,""y"":641,""dx"":-13,""dy"":97,""t"":7280},{""x"":970,""y"":624,""dx"":8,""dy"":80,""t"":7314},{""x"":971,""y"":599,""dx"":9,""dy"":55,""t"":7348},{""x"":979,""y"":575,""dx"":17,""dy"":31,""t"":7382},{""x"":967,""y"":570,""dx"":5,""dy"":26,""t"":7416},{""x"":941,""y"":578,""dx"":-21,""dy"":34,""t"":7450},{""x"":936,""y"":584,""dx"":-26,""dy"":40,""t"":7484},{""x"":924,""y"":601,""dx"":-38,""dy"":57,""t"":7518},{""x"":909,""y"":608,""dx"":-53,""dy"":64,""t"":7552},{""x"":894,""y"":598,""dx"":-68,""dy"":54,""t"":7587},{""x"":872,""y"":592,""dx"":-90,""dy"":48,""t"":7621},{""x"":860,""y"":600,""dx"":-102,""dy"":56,""t"":7654},{""x"":889,""y"":598,""dx"":-73,""dy"":54,""t"":7689},{""x"":894,""y"":595,""dx"":-68,""dy"":51,""t"":7722},{""x"":914,""y"":599,""dx"":-48,""dy"":55,""t"":7757},{""x"":927,""y"":579,""dx"":-35,""dy"":35,""t"":7789},{""x"":915,""y"":580,""dx"":-47,""dy"":36,""t"":7825},{""x"":917,""y"":588,""dx"":-45,""dy"":44,""t"":7858},{""x"":926,""y"":583,""dx"":-36,""dy"":39,""t"":7892},{""x"":920,""y"":570,""dx"":-42,""dy"":26,""t"":7926},{""x"":930,""y"":560,""dx"":-32,""dy"":16,""t"":7960},{""x"":948,""y"":544,""dx"":-14,""dy"":0,""t"":7994},{""x"":943,""y"":559,""dx"":-19,""dy"":15,""t"":8028},{""x"":938,""y"":543,""dx"":-24,""dy"":-1,""t"":8062},{""x"":943,""y"":544,""dx"":-19,""dy"":0,""t"":8096},{""x"":916,""y"":569,""dx"":-46,""dy"":25,""t"":8130},{""x"":912,""y"":563,""dx"":-50,""dy"":19,""t"":8164},{""x"":892,""y"":574,""dx"":-70,""dy"":30,""t"":8198},{""x"":894,""y"":583,""dx"":-68,""dy"":39,""t"":8232},{""x"":896,""y"":591,""dx"":-66,""dy"":47,""t"":8264},{""x"":893,""y"":599,""dx"":-69,""dy"":55,""t"":8300},{""x"":880,""y"":599,""dx"":-82,""dy"":55,""t"":8333},{""x"":898,""y"":602,""dx"":-64,""dy"":58,""t"":8368},{""x"":895,""y"":615,""dx"":-67,""dy"":71,""t"":8402},{""x"":894,""y"":630,""dx"":-68,""dy"":86,""t"":8435},{""x"":898,""y"":617,""dx"":-64,""dy"":73,""t"":8471},{""x"":896,""y"":615,""dx"":-66,""dy"":71,""t"":8504},{""x"":906,""y"":626,""dx"":-56,""dy"":82,""t"":8538},{""x"":910,""y"":626,""dx"":-52,""dy"":82,""t"":8573},{""x"":910,""y"":621,""dx"":-52,""dy"":77,""t"":8606},{""x"":902,""y"":621,""dx"":-60,""dy"":77,""t"":8640},{""x"":899,""y"":625,""dx"":-63,""dy"":81,""t"":8672},{""x"":908,""y"":623,""dx"":-54,""dy"":79,""t"":8709},{""x"":920,""y"":620,""dx"":-42,""dy"":76,""t"":8742},{""x"":926,""y"":620,""dx"":-36,""dy"":76,""t"":8776},{""x"":922,""y"":626,""dx"":-40,""dy"":82,""t"":8810},{""x"":911,""y"":623,""dx"":-51,""dy"":79,""t"":8844},{""x"":925,""y"":626,""dx"":-37,""dy"":82,""t"":8878},{""x"":931,""y"":628,""dx"":-31,""dy"":84,""t"":8912},{""x"":969,""y"":626,""dx"":7,""dy"":82,""t"":8946},{""x"":977,""y"":636,""dx"":15,""dy"":92,""t"":8980},{""x"":971,""y"":656,""dx"":9,""dy"":112,""t"":9014}],[{""x"":347,""y"":647,""dx"":-139.5,""dy"":-163.5,""t"":10034},{""x"":343,""y"":654,""dx"":-143.5,""dy"":-156.5,""t"":10068},{""x"":367,""y"":651,""dx"":-119.5,""dy"":-159.5,""t"":10102},{""x"":392,""y"":647,""dx"":-94.5,""dy"":-163.5,""t"":10136},{""x"":381,""y"":653,""dx"":-105.5,""dy"":-157.5,""t"":10171},{""x"":387,""y"":659,""dx"":-99.5,""dy"":-151.5,""t"":10204},{""x"":388,""y"":657,""dx"":-98.5,""dy"":-153.5,""t"":10235},{""x"":425,""y"":655,""dx"":-61.5,""dy"":-155.5,""t"":10272},{""x"":441,""y"":664,""dx"":-45.5,""dy"":-146.5,""t"":10306},{""x"":443,""y"":675,""dx"":-43.5,""dy"":-135.5,""t"":10340},{""x"":454,""y"":697,""dx"":-32.5,""dy"":-113.5,""t"":10374},{""x"":450,""y"":681,""dx"":-36.5,""dy"":-129.5,""t"":10409},{""x"":450,""y"":697,""dx"":-36.5,""dy"":-113.5,""t"":10443},{""x"":446,""y"":715,""dx"":-40.5,""dy"":-95.5,""t"":10476},{""x"":446,""y"":720,""dx"":-40.5,""dy"":-90.5,""t"":10510},{""x"":445,""y"":700,""dx"":-41.5,""dy"":-110.5,""t"":10544},{""x"":457,""y"":689,""dx"":-29.5,""dy"":-121.5,""t"":10578},{""x"":470,""y"":701,""dx"":-16.5,""dy"":-109.5,""t"":10612},{""x"":461,""y"":685,""dx"":-25.5,""dy"":-125.5,""t"":10646},{""x"":474,""y"":672,""dx"":-12.5,""dy"":-138.5,""t"":10680},{""x"":480,""y"":674,""dx"":-6.5,""dy"":-136.5,""t"":10714},{""x"":476,""y"":688,""dx"":-10.5,""dy"":-122.5,""t"":10749},{""x"":462,""y"":679,""dx"":-24.5,""dy"":-131.5,""t"":10781},{""x"":463,""y"":687,""dx"":-23.5,""dy"":-123.5,""t"":10816},{""x"":463,""y"":678,""dx"":-23.5,""dy"":-132.5,""t"":10851},{""x"":461,""y"":676,""dx"":-25.5,""dy"":-134.5,""t"":10884},{""x"":476,""y"":670,""dx"":-10.5,""dy"":-140.5,""t"":10917},{""x"":495,""y"":663,""dx"":8.5,""dy"":-147.5,""t"":10952},{""x"":487,""y"":666,""dx"":0.5,""dy"":-144.5,""t"":10986},{""x"":497,""y"":660,""dx"":10.5,""dy"":-150.5,""t"":11020},{""x"":507,""y"":659,""dx"":20.5,""dy"":-151.5,""t"":11054},{""x"":502,""y"":661,""dx"":15.5,""dy"":-149.5,""t"":11089},{""x"":498,""y"":672,""dx"":11.5,""dy"":-138.5,""t"":11122},{""x"":496,""y"":670,""dx"":9.5,""dy"":-140.5,""t"":11156},{""x"":493,""y"":671,""dx"":6.5,""dy"":-139.5,""t"":11190},{""x"":477,""y"":675,""dx"":-9.5,""dy"":-135.5,""t"":11224},{""x"":472,""y"":689,""dx"":-14.5,""dy"":-121.5,""t"":11258},{""x"":471,""y"":703,""dx"":-15.5,""dy"":-107.5,""t"":11291},{""x"":489,""y"":699,""dx"":2.5,""dy"":-111.5,""t"":11326},{""x"":483,""y"":695,""dx"":-3.5,""dy"":-115.5,""t"":11360},{""x"":469,""y"":705,""dx"":-17.5,""dy"":-105.5,""t"":11395},{""x"":460,""y"":696,""dx"":-26.5,""dy"":-114.5,""t"":11427},{""x"":451,""y"":700,""dx"":-35.5,""dy"":-110.5,""t"":11462},{""x"":448,""y"":691,""dx"":-38.5,""dy"":-119.5,""t"":11496},{""x"":446,""y"":685,""dx"":-40.5,""dy"":-125.5,""t"":11530},{""x"":455,""y"":680,""dx"":-31.5,""dy"":-130.5,""t"":11564},{""x"":453,""y"":686,""dx"":-33.5,""dy"":-124.5,""t"":11598},{""x"":442,""y"":674,""dx"":-44.5,""dy"":-136.5,""t"":11632},{""x"":468,""y"":664,""dx"":-18.5,""dy"":-146.5,""t"":11666},{""x"":456,""y"":659,""dx"":-30.5,""dy"":-151.5,""t"":11701},{""x"":464,""y"":690,""dx"":-22.5,""dy"":-120.5,""t"":11734},{""x"":481,""y"":682,""dx"":-5.5,""dy"":-128.5,""t"":11767},{""x"":480,""y"":693,""dx"":-6.5,""dy"":-117.5,""t"":11802},{""x"":499,""y"":695,""dx"":12.5,""dy"":-115.5,""t"":11834},{""x"":492,""y"":681,""dx"":5.5,""dy"":-129.5,""t"":11870},{""x"":507,""y"":676,""dx"":20.5,""dy"":-134.5,""t"":11904},{""x"":497,""y"":686,""dx"":10.5,""dy"":-124.5,""t"":11938},{""x"":515,""y"":686,""dx"":28.5,""dy"":-124.5,""t"":11972},{""x"":504,""y"":680,""dx"":17.5,""dy"":-130.5,""t"":12006}],[{""x"":1285,""y"":734,""dx"":-152.5,""dy"":-76.5,""t"":13060},{""x"":1265,""y"":742,""dx"":-172.5,""dy"":-68.5,""t"":13094},{""x"":1255,""y"":761,""dx"":-182.5,""dy"":-49.5,""t"":13129},{""x"":1273,""y"":778,""dx"":-164.5,""dy"":-32.5,""t"":13162},{""x"":1293,""y"":785,""dx"":-144.5,""dy"":-25.5,""t"":13195},{""x"":1291,""y"":797,""dx"":-146.5,""dy"":-13.5,""t"":13230},{""x"":1299,""y"":803,""dx"":-138.5,""dy"":-7.5,""t"":13264},{""x"":1294,""y"":800,""dx"":-143.5,""dy"":-10.5,""t"":13298},{""x"":1287,""y"":813,""dx"":-150.5,""dy"":2.5,""t"":13331},{""x"":1276,""y"":810,""dx"":-161.5,""dy"":-0.5,""t"":13366},{""x"":1266,""y"":806,""dx"":-171.5,""dy"":-4.5,""t"":13398},{""x"":1272,""y"":804,""dx"":-165.5,""dy"":-6.5,""t"":13434},{""x"":1271,""y"":801,""dx"":-166.5,""dy"":-9.5,""t"":13467},{""x"":1259,""y"":814,""dx"":-178.5,""dy"":3.5,""t"":13502},{""x"":1220,""y"":793,""dx"":-217.5,""dy"":-17.5,""t"":13536},{""x"":1234,""y"":793,""dx"":-203.5,""dy"":-17.5,""t"":13569},{""x"":1225,""y"":793,""dx"":-212.5,""dy"":-17.5,""t"":13605},{""x"":1206,""y"":809,""dx"":-231.5,""dy"":-1.5,""t"":13638},{""x"":1212,""y"":828,""dx"":-225.5,""dy"":17.5,""t"":13672},{""x"":1202,""y"":837,""dx"":-235.5,""dy"":26.5,""t"":13706},{""x"":1187,""y"":832,""dx"":-250.5,""dy"":21.5,""t"":13739},{""x"":1189,""y"":830,""dx"":-248.5,""dy"":19.5,""t"":13774},{""x"":1178,""y"":812,""dx"":-259.5,""dy"":1.5,""t"":13807},{""x"":1178,""y"":823,""dx"":-259.5,""dy"":12.5,""t"":13842},{""x"":1200,""y"":813,""dx"":-237.5,""dy"":2.5,""t"":13876},{""x"":1225,""y"":803,""dx"":-212.5,""dy"":-7.5,""t"":13910},{""x"":1252,""y"":804,""dx"":-185.5,""dy"":-6.5,""t"":13944},{""x"":1254,""y"":795,""dx"":-183.5,""dy"":-15.5,""t"":13978},{""x"":1262,""y"":803,""dx"":-175.5,""dy"":-7.5,""t"":14012},{""x"":1256,""y"":808,""dx"":-181.5,""dy"":-2.5,""t"":14046},{""x"":1253,""y"":802,""dx"":-184.5,""dy"":-8.5,""t"":14080},{""x"":1248,""y"":807,""dx"":-189.5,""dy"":-3.5,""t"":14113},{""x"":1248,""y"":811,""dx"":-189.5,""dy"":0.5,""t"":14148},{""x"":1248,""y"":812,""dx"":-189.5,""dy"":1.5,""t"":14182},{""x"":1262,""y"":806,""dx"":-175.5,""dy"":-4.5,""t"":14216},{""x"":1270,""y"":809,""dx"":-167.5,""dy"":-1.5,""t"":14250},{""x"":1261,""y"":803,""dx"":-176.5,""dy"":-7.5,""t"":14284},{""x"":1267,""y"":816,""dx"":-170.5,""dy"":5.5,""t"":14318},{""x"":1243,""y"":789,""dx"":-194.5,""dy"":-21.5,""t"":14353},{""x"":1244,""y"":789,""dx"":-193.5,""dy"":-21.5,""t"":14386},{""x"":1244,""y"":806,""dx"":-193.5,""dy"":-4.5,""t"":14420},{""x"":1237,""y"":800,""dx"":-200.5,""dy"":-10.5,""t"":14454},{""x"":1222,""y"":821,""dx"":-215.5,""dy"":10.5,""t"":14489},{""x"":1217,""y"":825,""dx"":-220.5,""dy"":14.5,""t"":14522},{""x"":1215,""y"":817,""dx"":-222.5,""dy"":6.5,""t"":14556},{""x"":1234,""y"":826,""dx"":-203.5,""dy"":15.5,""t"":14591},{""x"":1234,""y"":818,""dx"":-203.5,""dy"":7.5,""t"":14625},{""x"":1265,""y"":824,""dx"":-172.5,""dy"":13.5,""t"":14658},{""x"":1259,""y"":823,""dx"":-178.5,""dy"":12.5,""t"":14692},{""x"":1249,""y"":807,""dx"":-188.5,""dy"":-3.5,""t"":14726},{""x"":1247,""y"":796,""dx"":-190.5,""dy"":-14.5,""t"":14761},{""x"":1228,""y"":803,""dx"":-209.5,""dy"":-7.5,""t"":14794},{""x"":1227,""y"":805,""dx"":-210.5,""dy"":-5.5,""t"":14829},{""x"":1215,""y"":798,""dx"":-222.5,""dy"":-12.5,""t"":14862},{""x"":1214,""y"":815,""dx"":-223.5,""dy"":4.5,""t"":14896},{""x"":1194,""y"":823,""dx"":-243.5,""dy"":12.5,""t"":14930},{""x"":1184,""y"":805,""dx"":-253.5,""dy"":-5.5,""t"":15002},{""x"":1196,""y"":809,""dx"":-241.5,""dy"":-1.5,""t"":15032}]]","[10.16949152542373,98.30508474576271,91.66666666666666,96.61016949152543,56.896551724137936]","[{""x"":-188.17796610169492,""y"":129.04237288135593,""r"":77.71923333452467},{""x"":-104.95762711864407,""y"":94.12711864406779,""r"":42.161022911165574},{""x"":-47.45,""y"":78.63333333333334,""r"":64.7300340498978},{""x"":-27.14406779661017,""y"":-131.46610169491527,""r"":24.924476559072453},{""x"":-196.27586206896552,""y"":-5.517241379310345,""r"":41.15371260306159}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.28","validate","","","","","","","","","",""
"","html-button-response","9","126660","0.0-4.0-4.0-0.0-0.0","","","","","759","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","",""
