recognition_color_6_1000_mean,recognition_color_6_1000_std,recognition_color_6_1500_mean,recognition_color_6_1500_std,recognition_color_6_500_mean,recognition_color_6_500_std,recognition_shape_6_1000_mean,recognition_shape_6_1000_std,recognition_shape_6_1500_mean,recognition_shape_6_1500_std,recognition_shape_6_500_mean,recognition_shape_6_500_std
617.2777777777778,117.21643256596774,,,665.2777777777778,126.48062779077752,808.7222222222222,264.9095383183918,,,877.1388888888889,200.83186326274844
537.6111111111111,90.0327806262896,599.3611111111111,122.8474437847383,499.8888888888889,62.560497704349125,845.8888888888889,232.86928004204762,809.0,292.0889297065927,872.3529411764706,307.49248646676165
639.8888888888889,89.2459771891397,,,,,1048.2,337.1510221914,,,,
622.2222222222222,85.75417061448252,665.1944444444445,107.45838249412637,646.0588235294117,115.44562964718318,871.4166666666666,217.53743520204912,795.2222222222222,177.95603166610906,873.3714285714286,247.0975141773082
577.75,105.3102559108086,578.3888888888889,93.46543372598931,606.3611111111111,145.82654133843454,869.8333333333334,332.763966112404,874.5277777777778,354.85719349870556,866.3055555555555,243.73203311886186
631.0555555555555,110.16946542082843,658.1111111111111,157.4155152595971,646.3055555555555,118.75829461423966,852.0277777777778,259.4158807905738,864.3055555555555,245.25984115329538,860.8611111111111,260.85268450961553
617.4166666666666,171.9562028956377,545.8857142857142,101.02089807925634,728.8235294117648,254.1045442914983,894.1388888888889,428.4064260407585,733.4571428571429,218.60767206508166,1037.7428571428572,479.86440136509293
639.8611111111111,154.80958862473193,641.0555555555555,160.71659963060875,694.1111111111111,176.77762912407826,858.6944444444445,243.43175276444165,820.1142857142858,194.64081118344956,1074.9705882352941,346.76614120252856
520.0833333333334,97.47948502120843,571.5,107.56805155010345,544.2571428571429,84.65686548620602,756.9722222222222,279.2092391135171,792.0,274.9047963547081,982.9142857142857,418.0448450070576
571.3611111111111,91.08462400514551,653.8055555555555,154.38445877455123,585.0833333333334,98.77517762214207,767.8333333333334,201.44839821367938,712.0277777777778,215.67733652858263,779.3611111111111,166.41104921725392
533.4444444444445,91.38535188793956,505.57142857142856,65.67893641857815,543.0,99.20627860314949,748.9722222222222,260.3160152156947,742.5555555555555,271.6375152340701,759.0277777777778,231.27911228162773
704.6388888888889,171.4041427700339,772.1944444444445,171.767088057295,779.7777777777778,291.47213648856103,1054.8055555555557,314.3941856463856,1085.9166666666667,399.2815243838434,1161.057142857143,372.955520361433
683.5,97.46955568645159,709.8333333333334,119.38090299541213,624.3333333333334,98.61613892838665,750.8333333333334,147.01107829975652,739.1111111111111,151.50818512123416,928.3611111111111,247.81031372261646
,,,,,,,,,,966.8,257.86074673335287
607.3931623931624,56.62382281745177,627.3546897546897,76.6914863826459,630.2731987239339,81.20414458071534,856.0260683760687,100.33418574513361,815.2943722943724,104.21690587822476,926.1742153271565,115.49314149648676
