recall_color_4_1000,recall_color_4_1500,recall_color_4_500,recall_shape_4_1000,recall_shape_4_1500,recall_shape_4_500
0.940959409594096,0.9155405405405406,0.9018181818181819,0.9010989010989011,0.8959731543624161,0.8791208791208791
