recognition_color_6_1000,recognition_color_6_1500,recognition_color_6_500,recognition_shape_6_1000,recognition_shape_6_1500,recognition_shape_6_500
0.9914529914529915,0.9898477157360406,0.9859484777517564,0.974304068522484,0.9669211195928753,0.9651416122004357
