recall_color_2_1000,recall_color_2_1500,recall_color_2_500,recall_shape_2_1000,recall_shape_2_1500,recall_shape_2_500
0.9772727272727273,0.9851301115241635,0.9812734082397003,0.9662921348314607,0.969811320754717,0.9459459459459459
