recall_color_2_1000_mean,recall_color_2_1000_std,recall_color_2_1500_mean,recall_color_2_1500_std,recall_color_2_500_mean,recall_color_2_500_std,recall_shape_2_1000_mean,recall_shape_2_1000_std,recall_shape_2_1500_mean,recall_shape_2_1500_std,recall_shape_2_500_mean,recall_shape_2_500_std
492.8235294117647,118.22237272092244,597.8888888888889,151.63070032498615,543.8333333333334,76.20270953959886,648.2777777777778,217.38142286436516,710.3125,202.79306981913032,665.5294117647059,236.2297921640756
653.0,140.80650051838975,,,,,826.8235294117648,399.64034382399973,,,,
545.8333333333334,130.85297092538633,557.7777777777778,141.17930008057778,551.1111111111111,112.3680344377292,577.5,169.05768246370823,520.3529411764706,112.91973984675498,593.6470588235294,116.18086179340737
536.5555555555555,129.69567194113085,554.6111111111111,73.98659567698247,479.27777777777777,85.94239216615878,542.9411764705883,149.30274218355606,509.375,93.83380698518702,449.11764705882354,93.76692004175911
658.1666666666666,149.90006474903439,630.8333333333334,123.81307067748637,681.8888888888889,85.27870494056455,672.4444444444445,168.61938421197647,671.9411764705883,133.33813716836386,819.0588235294117,223.61056286215418
546.5294117647059,98.13900705571844,527.6666666666666,93.30090473049772,511.1666666666667,66.25197000400641,520.8333333333334,82.14137740720533,515.5625,121.34631913109959,613.375,122.54407370411676
674.2777777777778,336.69375255049795,535.5882352941177,143.66848072190777,489.22222222222223,75.52759959546971,592.6666666666666,132.75364180226737,642.5294117647059,141.5221350385951,561.5,95.27364098567173
505.6111111111111,55.59003178616584,526.8888888888889,100.14688558717368,572.0,61.162272107989615,606.5555555555555,114.59145960488978,550.7647058823529,73.64401656937642,688.0588235294117,139.52261043834227
567.6666666666666,198.59713877448428,645.7777777777778,269.4422464703828,569.1666666666666,66.7429220746202,589.8333333333334,125.99591496645951,658.5882352941177,87.51432655823375,646.6470588235294,166.7048069104752
495.22222222222223,77.13971705750818,483.8888888888889,80.80906245690144,584.9444444444445,162.41358687811305,558.7777777777778,90.85447676208595,533.1764705882352,90.82003860252816,570.3529411764706,100.77632483405426
601.8823529411765,146.83659385220582,660.3333333333334,186.71778011685097,577.7777777777778,86.35396074267649,612.1111111111111,148.6883392274667,596.9411764705883,104.6944784768013,617.7647058823529,107.94647366389783
471.29411764705884,115.47389570043651,485.6111111111111,119.87451227350398,470.05555555555554,66.50826770562149,508.1764705882353,85.26300142362281,517.3529411764706,113.88313152991019,683.625,157.46952086038746
607.1111111111111,173.1211370820304,681.8888888888889,172.33854810633255,535.2352941176471,60.99029575654301,659.3888888888889,174.57145474119622,686.4705882352941,166.351704848139,592.1176470588235,109.57696059901299
544.4705882352941,55.2834939731775,525.1111111111111,100.13455000435745,659.0,129.94840605137918,682.8888888888889,115.84111273072617,590.0,144.7955455115937,675.0,103.02218901077296
596.7647058823529,127.42670903884549,574.2222222222222,79.11388333249552,580.5294117647059,98.6763127902657,596.9444444444445,105.09126130470781,644.3529411764706,85.13294102202052,630.75,110.76130491587153
,,613.3888888888889,98.93262049846254,,,,,858.3529411764706,597.312098192443,,
,,,,578.2352941176471,91.67982971445021,,,,,644.6875,106.49802423832409
566.4806100217866,63.700089307448884,573.431808278867,62.33344866205832,558.8962962962962,59.47018857463088,613.0775599128541,79.00108793115457,613.7382352941178,96.90232244100541,630.0821078431374,80.14339975634084
