recognition_color_4_1000,recognition_color_4_1500,recognition_color_4_500,recognition_shape_4_1000,recognition_shape_4_1500,recognition_shape_4_500
0.9848866498740554,0.9742120343839542,0.9866310160427807,0.9824561403508771,0.9656160458452722,0.9838709677419355
