recognition_color_2_1000,recognition_color_2_1500,recognition_color_2_500,recognition_shape_2_1000,recognition_shape_2_1500,recognition_shape_2_500
0.9893617021276596,0.971830985915493,0.9964539007092199,0.9822695035460993,0.9894366197183099,0.9816176470588235
