recall_color_6_1000,recall_color_6_1500,recall_color_6_500,recall_shape_6_1000,recall_shape_6_1500,recall_shape_6_500
0.8637770897832817,0.8240223463687151,0.8819875776397516,0.8198757763975155,0.8324022346368715,0.80625
