0,1
997,744
1036,731
1068,719
1073,709
1078,718
1110,680
1061,646
1061,635
1061,626
1046,616
1014,625
977,628
959,680
957,661
852,681
769,681
708,688
638,682
633,603
587,540
563,452
569,398
564,310
564,256
600,194
630,171
658,147
689,165
691,176
632,208
586,250
590,317
547,371
561,419
505,450
506,519
430,554
447,588
461,610
670,586
848,561
1010,524
1121,451
1242,435
1301,416
1389,392
1484,392
1531,386
1568,366
1576,330
1512,390
1384,431
1272,443
1175,453
1074,499
1005,540
950,588
910,626
843,628
740,631
676,654
626,616
589,576
585,601
546,595
560,622
613,684
647,657
678,633
788,663
841,701
917,733
940,786
949,765
924,795
901,813
904,845
907,953
870,975
888,1005
903,1021
905,1001
906,976
876,974
850,967
850,983
854,996
858,1007
853,1014
869,1030
872,1064
843,1110
812,1136
832,1143
797,1144
768,1143
738,1144
770,1114
773,1118
767,1150
763,1177
730,1176
730,1146
725,1157
748,1215
810,1177
867,1044
915,1040
893,995
839,1044
654,1045
548,1022
407,1056
292,1085
207,1104
211,1117
323,1127
463,1166
645,1180
757,1290
885,1411
989,1421
1093,1325
1221,1294
1281,1255
1314,1239
1299,1269
1231,1318
1241,1296
1215,1335
1169,1305
1146,1309
1082,1310
1040,1285
1014,1239
993,1201
982,1192
1005,1257
981,1258
929,1237
887,1219
839,1265
782,1313
737,1354
669,1242
661,1152
659,1076
636,998
574,951
577,896
592,831
568,824
580,730
575,620
573,478
605,432
652,403
720,360
800,296
859,295
892,304
929,334
987,371
969,367
966,343
967,335
911,323
885,418
865,435
846,464
794,478
751,477
728,419
681,430
588,439
576,409
577,429
537,410
560,370
709,354
785,367
908,356
1011,348
1070,312
1171,290
1152,286
1177,206
1191,133
1175,88
1200,38
1166,29
1150,45
1109,60
1101,116
1076,201
1061,336
1034,445
917,533
812,539
785,600
774,687
769,756
753,794
739,813
739,826
706,871
629,911
499,876
398,844
307,818
255,761
258,741
229,759
239,814
321,735
387,705
438,701
476,701
571,686
679,678
763,619
818,554
897,520
936,508
995,482
1085,512
1121,530
1185,562
1229,597
1275,592
1298,589
1293,567
1304,598
1237,708
1191,865
1049,1007
999,1001
918,967
846,960
812,967
766,958
764,920
766,885
743,869
726,855
675,823
650,797
626,754
630,736
604,698
585,668
594,692
672,731
682,765
695,812
740,844
772,867
800,877
783,880
802,934
816,1020
792,1032
804,1074
778,1224
745,1242
770,1249
792,1228
795,1247
797,1254
782,1231
813,1229
827,1212
830,1241
834,1192
798,1264
799,1220
780,1185
764,1154
779,1090
753,1075
757,1050
767,1067
723,1055
690,1015
634,955
587,906
559,885
458,897
373,911
404,885
442,883
485,858
527,838
623,937
676,1085
683,1173
758,1205
830,1243
863,1272
953,1312
952,1335
947,1351
958,1393
964,1425
940,1445
908,1434
900,1423
879,1408
894,1386
871,1357
880,1306
884,1258
955,1156
1003,1056
1024,968
1010,927
984,941
979,919
1014,899
1049,875
1025,861
1045,860
993,904
972,886
963,937
957,934
954,897
928,953
958,977
920,999
868,1014
815,1019
720,1047
674,1006
605,991
514,958
510,938
475,890
464,901
441,906
470,890
461,839
472,865
497,915
545,896
530,910
535,921
543,937
573,931
535,997
487,990
447,983
441,1003
501,1018
516,983
503,1001
534,1013
601,972
602,1016
611,1044
654,1053
649,1096
642,1131
650,1200
689,1247
718,1284
725,1317
727,1346
757,1360
769,1387
757,1416
787,1370
803,1333
799,1325
820,1279
820,1277
768,1256
727,1276
725,1313
723,1318
699,1289
676,1289
674,1267
685,1279
768,1279
828,1275
907,1261
933,1258
992,1254
1020,1270
1022,1254
1012,1233
1052,1207
1102,1175
1143,1149
1102,1167
1063,1183
1065,1199
1086,1225
1087,1252
1073,1286
1073,1301
1056,1273
1018,1286
975,1301
969,1260
915,1239
922,1223
929,1210
986,1183
1055,1215
1123,1172
1193,1198
1185,1172
1168,1180
1189,1240
1224,1397
1260,1571
1174,1702
1085,1722
1009,1740
946,1754
878,1768
775,1786
740,1776
716,1766
649,1750
634,1746
625,1743
637,1707
651,1677
662,1653
671,1609
675,1633
701,1623
670,1657
686,1651
689,1718
622,1730
609,1771
593,1782
614,1765
601,1765
639,1790
627,1814
617,1809
609,1804
647,1759
630,1772
620,1821
607,1917
661,2099
707,2125
720,2184
730,2190
675,2199
707,2191
645,2219
606,2221
540,2201
564,2208
593,2186
562,2187
537,2166
554,2196
484,2213
515,2161
543,2117
484,2090
537,2072
609,2089
623,2104
642,2130
656,2152
653,2134
694,2094
702,2081
704,2063
705,2049
697,2086
693,2097
702,2121
718,2102
731,2087
737,2072
733,2047
715,2035
733,2030
748,2026
776,2028
750,2043
734,2063
724,2127
691,2112
670,2153
646,2163
640,2137
596,2112
586,2101
550,2105
522,2109
496,2128
482,2145
460,2143
433,2139
442,2160
460,2182
497,2178
499,2181
495,2183
528,2173
576,2162
577,2146
615,2141
616,2137
631,2139
607,2142
703,2105
845,2106
901,2073
1000,2075
1031,2102
1039,2075
1026,2092
1036,2123
1015,2143
1086,2113
1072,2111
1034,2093
1010,2124
1076,2087
1104,2096
1101,2107
1096,2117
1168,2099
1183,2087
1199,2120
1199,2118
1220,2097
1220,2014
1241,2039
1235,2051
1200,2055
1190,1973
1223,1958
1200,1958
1149,2024
1036,2106
886,2105
694,2145
604,2161
477,2276
383,2473
338,2627
297,2755
299,2750
367,2763
391,2757
452,2762
459,2746
519,2703
560,2664
523,2676
565,2638
581,2589
624,2525
576,2495
589,2485
571,2456
526,2473
482,2500
470,2520
478,2513
474,2498
490,2475
559,2510
752,2478
920,2493
1062,2500
1171,2493
1234,2505
1280,2516
1327,2538
1346,2536
1370,2542
1380,2558
1373,2578
1330,2603
1279,2605
1221,2596
1213,2560
1203,2517
1184,2528
1167,2538
1135,2487
1073,2484
1028,2403
987,2358
934,2360
934,2373
938,2364
881,2370
869,2391
904,2436
890,2447
894,2468
905,2436
952,2434
973,2494
1039,2526
1039,2610
1046,2622
1037,2704
1045,2734
1058,2746
1070,2795
1070,2819
1001,2863
958,2905
903,2957
879,2939
893,2940
891,2939
892,2952
917,2914
931,2871
931,2850
852,2814
794,2742
695,2698
629,2616
578,2571
545,2548
485,2502
445,2511
434,2550
448,2596
443,2583
430,2589
455,2637
423,2708
418,2716
410,2732
437,2778
480,2793
467,2821
456,2843
456,2796
441,2822
517,2807
569,2841
616,2864
645,2977
704,3164
708,3587
698,3566
681,3638
713,3629
683,3593
695,3550
734,3509
763,3478
769,3358
761,3273
782,3156
811,3074
796,2993
798,2931
785,2917
762,2884
764,2857
805,2840
798,2826
745,2841
701,2787
697,2789
701,2632
701,2684
701,2770
716,2714
728,2674
752,2658
786,2693
796,2665
819,2643
883,2665
855,2687
830,2700
830,2712
856,2690
994,2727
1109,2759
1232,2762
1341,2751
1401,2760
1445,2766
1449,2784
1476,2821
1405,2914
1288,3001
1188,3079
1101,3112
1053,3166
964,3144
895,3184
782,3220
697,3245
680,3273
627,3307
590,3315
556,3339
500,3310
500,3329
500,3336
442,3326
412,3305
360,3275
346,3241
328,3242
342,3203
333,3177
387,3184
520,3243
554,3310
552,3330
605,3420
710,3586
829,3808
805,3936
806,3936
822,3900
839,3815
817,3783
832,3762
810,3756
837,3742
829,3709
771,3693
742,3607
752,3549
761,3503
748,3474
765,3438
869,3407
956,3384
1005,3368
1073,3343
1066,3366
1110,3366
1167,3366
1159,3386
1180,3391
1186,3405
1187,3417
1184,3442
1161,3454
1132,3464
1100,3494
1128,3520
1145,3514
1185,3493
1185,3470
1212,3435
1262,3366
1307,3324
1349,3330
1325,3364
1323,3330
1265,3368
1131,3388
983,3415
880,3410
808,3459
781,3444
753,3429
706,3432
711,3444
678,3459
692,3487
697,3510
730,3541
764,3563
789,3557
802,3564
828,3516
828,3583
828,3643
827,3682
827,3784
826,3785
834,3851
863,3818
816,3855
809,3861
817,3858
785,3851
810,3842
784,3838
802,3822
777,3835
756,3846
772,3858
813,3862
837,3874
855,3885
879,3875
890,3883
911,3836
896,3785
804,3744
755,3714
678,3715
607,3729
533,3722
510,3692
483,3693
485,3681
491,3672
481,3710
504,3719
533,3759
521,3781
550,3858
587,3912
556,4057
536,4117
519,4131
533,4178
545,4198
543,4169
511,4125
597,4074
654,4143
770,4112
824,4144
868,4050
850,4056
816,4024
855,4061
843,4007
842,3958
911,3932
973,3889
964,3868
946,3864
965,3808
1008,3825
953,3879
928,3935
847,4022
805,4076
802,4097
777,4171
729,4203
718,4223
743,4255
766,4279
757,4232
699,4231
664,4230
636,4206
614,4222
607,4278
588,4307
575,4400
543,4461
524,4462
511,4457
513,4464
516,4465
705,4428
867,4394
905,4408
928,4357
981,4334
1010,4357
983,4328
995,4338
1001,4347
1027,4294
1071,4306
1072,4276
982,4314
929,4363
905,4426
844,4448
796,4459
775,4513
713,4531
643,4552
635,4553
573,4538
540,4533
511,4568
490,4576
546,4568
523,4628
511,4786
504,4789
510,4946
518,4952
636,5000
741,4998
847,4983
913,4943
969,4953
1009,4932
1057,4890
1086,4905
1090,4927
1114,4889
1117,4877
1093,4867
1089,4879
1007,4876
902,4886
859,4856
793,4834
736,4831
695,4827
662,4842
656,4815
648,4831
649,4799
690,4819
870,4833
1004,4855
1127,4868
1193,4904
1288,4907
1345,4954
1294,4970
1209,5031
1136,5029
1104,5026
1110,5015
1039,5015
967,5071
921,5125
885,5142
855,5136
818,5172
818,5155
821,5137
817,5116
816,5094
817,5076
852,5085
891,5073
925,5063
872,5090
798,5122
800,5136
795,5155
776,5155
933,5199
1073,5219
1208,5199
1293,5222
1365,5251
1471,5242
1553,5257
1594,5244
1641,5250
1568,5229
1483,5247
1390,5237
1280,5266
1204,5226
1148,5280
1128,5317
1108,5337
1112,5344
1118,5338
1129,5336
1126,5338
1115,5325
1064,5331
1018,5319
971,5304
970,5334
974,5366
943,5389
946,5437
942,5478
940,5511
925,5587
893,506
890,507
889,516
909,521
926,526
910,544
910,523
890,529
890,534
887,542
887,528
898,501
883,511
875,529
908,538
933,534
920,523
876,498
825,489
776,469
732,474
689,498
633,612
611,618
504,625
416,630
301,695
267,712
329,759
419,800
512,877
677,976
806,1054
908,1186
963,1253
962,1410
910,1285
824,1223
935,1308
1025,1388
969,1470
1008,1664
1018,1650
998,1696
961,1487
1062,1439
1116,1432
1191,1396
1263,1397
1373,1470
1457,1452
1414,1342
1509,1380
1466,1390
1490,1450
1476,1413
1519,1504
1466,1396
1452,1420
1417,1346
1453,1395
1437,1395
1478,1426
1493,1499
1483,1524
1523,1570
1490,1577
1467,1504
1460,1508
1468,1482
1473,1451
1411,1355
1437,1287
1418,1249
1384,1148
1310,1016
1330,1031
1327,968
1323,909
1324,885
1335,840
1363,785
1346,760
1366,723
1383,721
1425,756
1429,757
1468,797
1467,857
1464,909
1496,1022
1457,1076
1443,1133
1419,1192
1382,1171
1372,1155
1365,1138
1392,1094
1406,1067
1380,1041
1363,1022
1363,1063
1375,1063
1408,1123
1383,1177
1239,1197
1120,1269
990,1263
882,1331
810,1332
805,1333
807,1312
755,1268
806,1328
904,1417
973,1476
1016,1471
1040,1404
1058,1289
1095,1212
1123,1137
1143,1028
1124,947
1138,923
1144,894
1166,841
1164,801
1129,784
1076,738
1080,726
1085,720
1119,670
1153,676
1186,652
1184,607
1223,608
1228,640
1227,843
1221,1042
1205,1182
1131,1242
1094,1252
1063,1254
957,1198
904,1110
863,1032
795,973
770,889
772,900
768,818
728,783
768,740
815,711
823,712
854,678
848,658
806,663
771,657
726,624
677,658
673,706
660,745
645,748
614,734
628,720
619,715
613,721
626,708
634,709
625,671
641,692
674,699
711,690
751,682
773,685
790,667
801,656
764,724
724,766
706,799
694,840
671,861
677,836
646,841
697,801
754,768
784,731
815,716
840,710
860,706
878,706
867,681
875,666
884,669
954,669
987,649
1037,662
1078,685
1107,689
1144,692
1174,680
1183,678
1194,662
1194,650
1218,647
1192,665
1168,667
1166,675
1115,687
1041,714
1015,722
973,760
973,754
957,777
942,774
961,742
967,717
953,694
992,614
990,564
993,530
978,514
973,533
973,573
964,591
974,624
965,653
954,670
947,680
923,682
845,644
738,694
671,694
614,687
594,691
582,693
554,702
647,762
754,879
886,967
996,975
1063,999
1145,1196
1222,1337
1249,1336
1310,1350
1282,1273
1298,1223
1317,1156
1271,1062
1250,986
1233,955
1216,855
1012,793
838,727
715,669
630,660
568,644
544,627
521,610
487,615
479,591
485,546
473,543
451,574
459,579
442,608
475,602
495,594
521,617
556,612
611,632
641,605
667,610
707,571
737,600
751,579
732,562
740,541
765,549
781,584
781,591
829,623
933,660
1033,671
1092,673
1143,676
1186,664
1218,681
1316,709
1352,726
1382,719
1406,733
1441,723
1466,713
1430,710
1415,714
1398,702
1304,691
1296,706
1210,682
1140,653
1093,631
1087,614
1101,633
1113,623
1125,615
1166,600
1172,594
1173,595
1211,608
1207,613
1202,618
1219,610
1244,584
1266,595
1284,535
1271,556
1286,532
1226,559
1111,544
976,588
868,590
786,624
708,636
673,663
622,662
597,679
530,688
457,740
428,734
389,773
389,732
390,736
441,906
554,1122
549,1172
515,1143
496,1116
491,1069
616,1276
723,1452
865,1606
889,1581
905,1552
899,1454
912,1278
880,1199
880,1059
830,941
773,827
694,796
619,724
585,611
564,611
524,582
487,586
592,606
685,643
793,641
871,655
969,648
1001,669
1057,687
1098,655
1106,694
1110,747
1111,850
1119,858
1123,836
1135,876
1127,914
1110,936
1093,948
1087,974
1081,971
1059,958
1085,1027
1067,1018
1045,974
1017,961
999,920
984,886
876,874
753,870
653,869
567,853
498,859
446,865
451,805
447,817
405,852
394,856
400,865
443,849
467,851
489,852
505,858
516,872
525,884
561,870
574,859
