"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","1833","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1838","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","4486","0.0-2.0-0.0","","","","","2646","{""name"":""张昊"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","5834","0.0-2.0-1.0","","","","","1347","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","18105","0.0-3.0","","","","","","","","4779","","","","","","","","","","","","","","","","",""
"","html-button-response","5","19065","0.0-4.0-0.0","","","","","958","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","28738","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","29509","0.0-4.0-2.0","","","","","771","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","47862","0.0-4.0-3.0","","","","","","","","","","[[{""x"":532,""y"":247,""dx"":94.16665649414062,""dy"":-4,""t"":988},{""x"":546,""y"":270,""dx"":108.16665649414062,""dy"":19,""t"":1024},{""x"":556,""y"":286,""dx"":118.16665649414062,""dy"":35,""t"":1056},{""x"":564,""y"":300,""dx"":126.16665649414062,""dy"":49,""t"":1090},{""x"":588,""y"":317,""dx"":150.16665649414062,""dy"":66,""t"":1127},{""x"":608,""y"":331,""dx"":170.16665649414062,""dy"":80,""t"":1158},{""x"":579,""y"":337,""dx"":141.16665649414062,""dy"":86,""t"":1193},{""x"":562,""y"":331,""dx"":124.16665649414062,""dy"":80,""t"":1231},{""x"":581,""y"":353,""dx"":143.16665649414062,""dy"":102,""t"":1260},{""x"":556,""y"":352,""dx"":118.16665649414062,""dy"":101,""t"":1297},{""x"":536,""y"":350,""dx"":98.16665649414062,""dy"":99,""t"":1328},{""x"":553,""y"":362,""dx"":115.16665649414062,""dy"":111,""t"":1364},{""x"":567,""y"":355,""dx"":129.16665649414062,""dy"":104,""t"":1400},{""x"":554,""y"":364,""dx"":116.16665649414062,""dy"":113,""t"":1431},{""x"":553,""y"":366,""dx"":115.16665649414062,""dy"":115,""t"":1465},{""x"":544,""y"":361,""dx"":106.16665649414062,""dy"":110,""t"":1497},{""x"":541,""y"":359,""dx"":103.16665649414062,""dy"":108,""t"":1534},{""x"":565,""y"":355,""dx"":127.16665649414062,""dy"":104,""t"":1569},{""x"":586,""y"":360,""dx"":148.16665649414062,""dy"":109,""t"":1600},{""x"":578,""y"":351,""dx"":140.16665649414062,""dy"":100,""t"":1637},{""x"":566,""y"":338,""dx"":128.16665649414062,""dy"":87,""t"":1667},{""x"":569,""y"":315,""dx"":131.16665649414062,""dy"":64,""t"":1703},{""x"":563,""y"":318,""dx"":125.16665649414062,""dy"":67,""t"":1738},{""x"":570,""y"":315,""dx"":132.16665649414062,""dy"":64,""t"":1770},{""x"":548,""y"":287,""dx"":110.16665649414062,""dy"":36,""t"":1806},{""x"":562,""y"":294,""dx"":124.16665649414062,""dy"":43,""t"":1841},{""x"":532,""y"":288,""dx"":94.16665649414062,""dy"":37,""t"":1873},{""x"":530,""y"":268,""dx"":92.16665649414062,""dy"":17,""t"":1909},{""x"":518,""y"":261,""dx"":80.16665649414062,""dy"":10,""t"":1940},{""x"":549,""y"":261,""dx"":111.16665649414062,""dy"":10,""t"":1976},{""x"":522,""y"":270,""dx"":84.16665649414062,""dy"":19,""t"":2009},{""x"":536,""y"":286,""dx"":98.16665649414062,""dy"":35,""t"":2043},{""x"":549,""y"":295,""dx"":111.16665649414062,""dy"":44,""t"":2079},{""x"":547,""y"":287,""dx"":109.16665649414062,""dy"":36,""t"":2109},{""x"":538,""y"":306,""dx"":100.16665649414062,""dy"":55,""t"":2146},{""x"":527,""y"":282,""dx"":89.16665649414062,""dy"":31,""t"":2182},{""x"":548,""y"":303,""dx"":110.16665649414062,""dy"":52,""t"":2211},{""x"":539,""y"":295,""dx"":101.16665649414062,""dy"":44,""t"":2249},{""x"":540,""y"":298,""dx"":102.16665649414062,""dy"":47,""t"":2279},{""x"":531,""y"":287,""dx"":93.16665649414062,""dy"":36,""t"":2315},{""x"":514,""y"":276,""dx"":76.16665649414062,""dy"":25,""t"":2351},{""x"":526,""y"":276,""dx"":88.16665649414062,""dy"":25,""t"":2382},{""x"":519,""y"":282,""dx"":81.16665649414062,""dy"":31,""t"":2418},{""x"":524,""y"":282,""dx"":86.16665649414062,""dy"":31,""t"":2455},{""x"":513,""y"":246,""dx"":75.16665649414062,""dy"":-5,""t"":2484},{""x"":524,""y"":247,""dx"":86.16665649414062,""dy"":-4,""t"":2522},{""x"":542,""y"":256,""dx"":104.16665649414062,""dy"":5,""t"":2552},{""x"":553,""y"":276,""dx"":115.16665649414062,""dy"":25,""t"":2588},{""x"":576,""y"":297,""dx"":138.16665649414062,""dy"":46,""t"":2625},{""x"":536,""y"":293,""dx"":98.16665649414062,""dy"":42,""t"":2653},{""x"":499,""y"":269,""dx"":61.166656494140625,""dy"":18,""t"":2689},{""x"":499,""y"":295,""dx"":61.166656494140625,""dy"":44,""t"":2722},{""x"":485,""y"":296,""dx"":47.166656494140625,""dy"":45,""t"":2758},{""x"":502,""y"":318,""dx"":64.16665649414062,""dy"":67,""t"":2793},{""x"":523,""y"":315,""dx"":85.16665649414062,""dy"":64,""t"":2825},{""x"":540,""y"":344,""dx"":102.16665649414062,""dy"":93,""t"":2860},{""x"":539,""y"":343,""dx"":101.16665649414062,""dy"":92,""t"":2891},{""x"":511,""y"":311,""dx"":73.16665649414062,""dy"":60,""t"":2928},{""x"":493,""y"":325,""dx"":55.166656494140625,""dy"":74,""t"":2961}],[{""x"":1378,""y"":315,""dx"":86.5,""dy"":64,""t"":4017},{""x"":1365,""y"":318,""dx"":73.5,""dy"":67,""t"":4048},{""x"":1352,""y"":345,""dx"":60.5,""dy"":94,""t"":4085},{""x"":1339,""y"":311,""dx"":47.5,""dy"":60,""t"":4116},{""x"":1309,""y"":309,""dx"":17.5,""dy"":58,""t"":4151},{""x"":1273,""y"":310,""dx"":-18.5,""dy"":59,""t"":4185},{""x"":1277,""y"":287,""dx"":-14.5,""dy"":36,""t"":4219},{""x"":1251,""y"":270,""dx"":-40.5,""dy"":19,""t"":4254},{""x"":1257,""y"":304,""dx"":-34.5,""dy"":53,""t"":4289},{""x"":1247,""y"":334,""dx"":-44.5,""dy"":83,""t"":4322},{""x"":1228,""y"":306,""dx"":-63.5,""dy"":55,""t"":4357},{""x"":1256,""y"":348,""dx"":-35.5,""dy"":97,""t"":4388},{""x"":1210,""y"":317,""dx"":-81.5,""dy"":66,""t"":4425},{""x"":1199,""y"":317,""dx"":-92.5,""dy"":66,""t"":4463},{""x"":1174,""y"":302,""dx"":-117.5,""dy"":51,""t"":4492},{""x"":1162,""y"":271,""dx"":-129.5,""dy"":20,""t"":4528},{""x"":1180,""y"":291,""dx"":-111.5,""dy"":40,""t"":4557},{""x"":1176,""y"":260,""dx"":-115.5,""dy"":9,""t"":4593},{""x"":1161,""y"":239,""dx"":-130.5,""dy"":-12,""t"":4631},{""x"":1173,""y"":220,""dx"":-118.5,""dy"":-31,""t"":4660},{""x"":1173,""y"":199,""dx"":-118.5,""dy"":-52,""t"":4697},{""x"":1160,""y"":185,""dx"":-131.5,""dy"":-66,""t"":4729},{""x"":1189,""y"":179,""dx"":-102.5,""dy"":-72,""t"":4763},{""x"":1196,""y"":210,""dx"":-95.5,""dy"":-41,""t"":4800},{""x"":1214,""y"":229,""dx"":-77.5,""dy"":-22,""t"":4831},{""x"":1238,""y"":261,""dx"":-53.5,""dy"":10,""t"":4865},{""x"":1231,""y"":263,""dx"":-60.5,""dy"":12,""t"":4903},{""x"":1260,""y"":284,""dx"":-31.5,""dy"":33,""t"":4934},{""x"":1241,""y"":307,""dx"":-50.5,""dy"":56,""t"":4969},{""x"":1244,""y"":332,""dx"":-47.5,""dy"":81,""t"":5000},{""x"":1239,""y"":338,""dx"":-52.5,""dy"":87,""t"":5037},{""x"":1230,""y"":342,""dx"":-61.5,""dy"":91,""t"":5072},{""x"":1251,""y"":313,""dx"":-40.5,""dy"":62,""t"":5103},{""x"":1245,""y"":301,""dx"":-46.5,""dy"":50,""t"":5138},{""x"":1219,""y"":340,""dx"":-72.5,""dy"":89,""t"":5169},{""x"":1217,""y"":298,""dx"":-74.5,""dy"":47,""t"":5206},{""x"":1204,""y"":268,""dx"":-87.5,""dy"":17,""t"":5242},{""x"":1221,""y"":308,""dx"":-70.5,""dy"":57,""t"":5272},{""x"":1236,""y"":342,""dx"":-55.5,""dy"":91,""t"":5308},{""x"":1256,""y"":366,""dx"":-35.5,""dy"":115,""t"":5339},{""x"":1270,""y"":349,""dx"":-21.5,""dy"":98,""t"":5376},{""x"":1285,""y"":324,""dx"":-6.5,""dy"":73,""t"":5409},{""x"":1294,""y"":303,""dx"":2.5,""dy"":52,""t"":5442},{""x"":1302,""y"":309,""dx"":10.5,""dy"":58,""t"":5479},{""x"":1311,""y"":293,""dx"":19.5,""dy"":42,""t"":5513},{""x"":1287,""y"":300,""dx"":-4.5,""dy"":49,""t"":5545},{""x"":1280,""y"":276,""dx"":-11.5,""dy"":25,""t"":5582},{""x"":1302,""y"":319,""dx"":10.5,""dy"":68,""t"":5611},{""x"":1296,""y"":296,""dx"":4.5,""dy"":45,""t"":5648},{""x"":1299,""y"":296,""dx"":7.5,""dy"":45,""t"":5682},{""x"":1299,""y"":290,""dx"":7.5,""dy"":39,""t"":5715},{""x"":1307,""y"":293,""dx"":15.5,""dy"":42,""t"":5751},{""x"":1314,""y"":297,""dx"":22.5,""dy"":46,""t"":5781},{""x"":1318,""y"":298,""dx"":26.5,""dy"":47,""t"":5818},{""x"":1322,""y"":277,""dx"":30.5,""dy"":26,""t"":5854},{""x"":1342,""y"":289,""dx"":50.5,""dy"":38,""t"":5884},{""x"":1326,""y"":283,""dx"":34.5,""dy"":32,""t"":5921},{""x"":1301,""y"":282,""dx"":9.5,""dy"":31,""t"":5951}],[{""x"":978,""y"":463,""dx"":113.33331298828125,""dy"":-28,""t"":7005},{""x"":1041,""y"":453,""dx"":176.33331298828125,""dy"":-38,""t"":7042},{""x"":1034,""y"":451,""dx"":169.33331298828125,""dy"":-40,""t"":7079},{""x"":1033,""y"":466,""dx"":168.33331298828125,""dy"":-25,""t"":7107},{""x"":1062,""y"":493,""dx"":197.33331298828125,""dy"":2,""t"":7145},{""x"":1066,""y"":480,""dx"":201.33331298828125,""dy"":-11,""t"":7176},{""x"":1044,""y"":475,""dx"":179.33331298828125,""dy"":-16,""t"":7212},{""x"":1030,""y"":466,""dx"":165.33331298828125,""dy"":-25,""t"":7248},{""x"":999,""y"":457,""dx"":134.33331298828125,""dy"":-34,""t"":7279},{""x"":955,""y"":454,""dx"":90.33331298828125,""dy"":-37,""t"":7313},{""x"":932,""y"":439,""dx"":67.33331298828125,""dy"":-52,""t"":7345},{""x"":895,""y"":433,""dx"":30.33331298828125,""dy"":-58,""t"":7386},{""x"":879,""y"":421,""dx"":14.33331298828125,""dy"":-70,""t"":7417},{""x"":898,""y"":406,""dx"":33.33331298828125,""dy"":-85,""t"":7448},{""x"":908,""y"":406,""dx"":43.33331298828125,""dy"":-85,""t"":7485},{""x"":906,""y"":388,""dx"":41.33331298828125,""dy"":-103,""t"":7520},{""x"":890,""y"":390,""dx"":25.33331298828125,""dy"":-101,""t"":7551},{""x"":821,""y"":402,""dx"":-43.66668701171875,""dy"":-89,""t"":7587},{""x"":831,""y"":423,""dx"":-33.66668701171875,""dy"":-68,""t"":7617},{""x"":867,""y"":418,""dx"":2.33331298828125,""dy"":-73,""t"":7654},{""x"":871,""y"":428,""dx"":6.33331298828125,""dy"":-63,""t"":7690},{""x"":849,""y"":443,""dx"":-15.66668701171875,""dy"":-48,""t"":7720},{""x"":871,""y"":458,""dx"":6.33331298828125,""dy"":-33,""t"":7757},{""x"":877,""y"":472,""dx"":12.33331298828125,""dy"":-19,""t"":7788},{""x"":898,""y"":475,""dx"":33.33331298828125,""dy"":-16,""t"":7823},{""x"":892,""y"":472,""dx"":27.33331298828125,""dy"":-19,""t"":7858},{""x"":854,""y"":470,""dx"":-10.66668701171875,""dy"":-21,""t"":7891},{""x"":823,""y"":480,""dx"":-41.66668701171875,""dy"":-11,""t"":7927},{""x"":841,""y"":483,""dx"":-23.66668701171875,""dy"":-8,""t"":7957},{""x"":843,""y"":456,""dx"":-21.66668701171875,""dy"":-35,""t"":7994},{""x"":875,""y"":416,""dx"":10.33331298828125,""dy"":-75,""t"":8030},{""x"":889,""y"":411,""dx"":24.33331298828125,""dy"":-80,""t"":8059},{""x"":923,""y"":439,""dx"":58.33331298828125,""dy"":-52,""t"":8097},{""x"":968,""y"":446,""dx"":103.33331298828125,""dy"":-45,""t"":8129},{""x"":938,""y"":446,""dx"":73.33331298828125,""dy"":-45,""t"":8163},{""x"":919,""y"":463,""dx"":54.33331298828125,""dy"":-28,""t"":8200},{""x"":918,""y"":456,""dx"":53.33331298828125,""dy"":-35,""t"":8228},{""x"":916,""y"":465,""dx"":51.33331298828125,""dy"":-26,""t"":8265},{""x"":926,""y"":479,""dx"":61.33331298828125,""dy"":-12,""t"":8302},{""x"":914,""y"":483,""dx"":49.33331298828125,""dy"":-8,""t"":8333},{""x"":909,""y"":480,""dx"":44.33331298828125,""dy"":-11,""t"":8370},{""x"":938,""y"":486,""dx"":73.33331298828125,""dy"":-5,""t"":8399},{""x"":927,""y"":471,""dx"":62.33331298828125,""dy"":-20,""t"":8436},{""x"":946,""y"":484,""dx"":81.33331298828125,""dy"":-7,""t"":8473},{""x"":961,""y"":495,""dx"":96.33331298828125,""dy"":4,""t"":8502},{""x"":957,""y"":498,""dx"":92.33331298828125,""dy"":7,""t"":8537},{""x"":985,""y"":502,""dx"":120.33331298828125,""dy"":11,""t"":8569},{""x"":977,""y"":509,""dx"":112.33331298828125,""dy"":18,""t"":8606},{""x"":993,""y"":498,""dx"":128.33331298828125,""dy"":7,""t"":8637},{""x"":970,""y"":497,""dx"":105.33331298828125,""dy"":6,""t"":8687},{""x"":978,""y"":508,""dx"":113.33331298828125,""dy"":17,""t"":8713},{""x"":977,""y"":513,""dx"":112.33331298828125,""dy"":22,""t"":8739},{""x"":1004,""y"":506,""dx"":139.33331298828125,""dy"":15,""t"":8775},{""x"":993,""y"":498,""dx"":128.33331298828125,""dy"":7,""t"":8809},{""x"":985,""y"":488,""dx"":120.33331298828125,""dy"":-3,""t"":8843},{""x"":944,""y"":483,""dx"":79.33331298828125,""dy"":-8,""t"":8878},{""x"":929,""y"":488,""dx"":64.33331298828125,""dy"":-3,""t"":8913},{""x"":929,""y"":495,""dx"":64.33331298828125,""dy"":4,""t"":8945},{""x"":921,""y"":500,""dx"":56.33331298828125,""dy"":9,""t"":8978}],[{""x"":527,""y"":585,""dx"":89.16665649414062,""dy"":-146,""t"":9999},{""x"":516,""y"":600,""dx"":78.16665649414062,""dy"":-131,""t"":10032},{""x"":498,""y"":596,""dx"":60.166656494140625,""dy"":-135,""t"":10067},{""x"":533,""y"":600,""dx"":95.16665649414062,""dy"":-131,""t"":10102},{""x"":517,""y"":600,""dx"":79.16665649414062,""dy"":-131,""t"":10137},{""x"":526,""y"":591,""dx"":88.16665649414062,""dy"":-140,""t"":10169},{""x"":494,""y"":593,""dx"":56.166656494140625,""dy"":-138,""t"":10205},{""x"":486,""y"":590,""dx"":48.166656494140625,""dy"":-141,""t"":10235},{""x"":475,""y"":593,""dx"":37.166656494140625,""dy"":-138,""t"":10273},{""x"":464,""y"":605,""dx"":26.166656494140625,""dy"":-126,""t"":10306},{""x"":487,""y"":621,""dx"":49.166656494140625,""dy"":-110,""t"":10338},{""x"":475,""y"":630,""dx"":37.166656494140625,""dy"":-101,""t"":10376},{""x"":463,""y"":636,""dx"":25.166656494140625,""dy"":-95,""t"":10405},{""x"":497,""y"":607,""dx"":59.166656494140625,""dy"":-124,""t"":10441},{""x"":480,""y"":603,""dx"":42.166656494140625,""dy"":-128,""t"":10478},{""x"":501,""y"":590,""dx"":63.166656494140625,""dy"":-141,""t"":10508},{""x"":501,""y"":580,""dx"":63.166656494140625,""dy"":-151,""t"":10544},{""x"":490,""y"":572,""dx"":52.166656494140625,""dy"":-159,""t"":10575},{""x"":523,""y"":604,""dx"":85.16665649414062,""dy"":-127,""t"":10612},{""x"":499,""y"":582,""dx"":61.166656494140625,""dy"":-149,""t"":10648},{""x"":529,""y"":588,""dx"":91.16665649414062,""dy"":-143,""t"":10678},{""x"":582,""y"":597,""dx"":144.16665649414062,""dy"":-134,""t"":10714},{""x"":606,""y"":597,""dx"":168.16665649414062,""dy"":-134,""t"":10750},{""x"":597,""y"":602,""dx"":159.16665649414062,""dy"":-129,""t"":10780},{""x"":621,""y"":597,""dx"":183.16665649414062,""dy"":-134,""t"":10818},{""x"":616,""y"":599,""dx"":178.16665649414062,""dy"":-132,""t"":10847},{""x"":566,""y"":602,""dx"":128.16665649414062,""dy"":-129,""t"":10884},{""x"":582,""y"":593,""dx"":144.16665649414062,""dy"":-138,""t"":10921},{""x"":556,""y"":609,""dx"":118.16665649414062,""dy"":-122,""t"":10950},{""x"":519,""y"":615,""dx"":81.16665649414062,""dy"":-116,""t"":10985},{""x"":500,""y"":636,""dx"":62.166656494140625,""dy"":-95,""t"":11018},{""x"":501,""y"":629,""dx"":63.166656494140625,""dy"":-102,""t"":11054},{""x"":499,""y"":635,""dx"":61.166656494140625,""dy"":-96,""t"":11088},{""x"":555,""y"":622,""dx"":117.16665649414062,""dy"":-109,""t"":11121},{""x"":554,""y"":629,""dx"":116.16665649414062,""dy"":-102,""t"":11157},{""x"":575,""y"":608,""dx"":137.16665649414062,""dy"":-123,""t"":11187},{""x"":603,""y"":588,""dx"":165.16665649414062,""dy"":-143,""t"":11224},{""x"":626,""y"":570,""dx"":188.16665649414062,""dy"":-161,""t"":11256},{""x"":611,""y"":546,""dx"":173.16665649414062,""dy"":-185,""t"":11290},{""x"":605,""y"":543,""dx"":167.16665649414062,""dy"":-188,""t"":11326},{""x"":631,""y"":554,""dx"":193.16665649414062,""dy"":-177,""t"":11362},{""x"":588,""y"":563,""dx"":150.16665649414062,""dy"":-168,""t"":11393},{""x"":612,""y"":568,""dx"":174.16665649414062,""dy"":-163,""t"":11429},{""x"":552,""y"":567,""dx"":114.16665649414062,""dy"":-164,""t"":11460},{""x"":534,""y"":579,""dx"":96.16665649414062,""dy"":-152,""t"":11496},{""x"":534,""y"":594,""dx"":96.16665649414062,""dy"":-137,""t"":11528},{""x"":592,""y"":636,""dx"":154.16665649414062,""dy"":-95,""t"":11563},{""x"":589,""y"":641,""dx"":151.16665649414062,""dy"":-90,""t"":11599},{""x"":569,""y"":623,""dx"":131.16665649414062,""dy"":-108,""t"":11634},{""x"":526,""y"":618,""dx"":88.16665649414062,""dy"":-113,""t"":11666},{""x"":499,""y"":613,""dx"":61.166656494140625,""dy"":-118,""t"":11702},{""x"":502,""y"":600,""dx"":64.16665649414062,""dy"":-131,""t"":11732},{""x"":518,""y"":598,""dx"":80.16665649414062,""dy"":-133,""t"":11769},{""x"":498,""y"":578,""dx"":60.166656494140625,""dy"":-153,""t"":11800},{""x"":454,""y"":559,""dx"":16.166656494140625,""dy"":-172,""t"":11835},{""x"":485,""y"":575,""dx"":47.166656494140625,""dy"":-156,""t"":11871},{""x"":493,""y"":588,""dx"":55.166656494140625,""dy"":-143,""t"":11902},{""x"":491,""y"":578,""dx"":53.166656494140625,""dy"":-153,""t"":11936},{""x"":493,""y"":595,""dx"":55.166656494140625,""dy"":-136,""t"":11974}],[{""x"":1282,""y"":634,""dx"":-9.5,""dy"":-97,""t"":13023},{""x"":1295,""y"":640,""dx"":3.5,""dy"":-91,""t"":13059},{""x"":1343,""y"":639,""dx"":51.5,""dy"":-92,""t"":13096},{""x"":1307,""y"":658,""dx"":15.5,""dy"":-73,""t"":13125},{""x"":1280,""y"":666,""dx"":-11.5,""dy"":-65,""t"":13161},{""x"":1277,""y"":650,""dx"":-14.5,""dy"":-81,""t"":13199},{""x"":1207,""y"":656,""dx"":-84.5,""dy"":-75,""t"":13230},{""x"":1225,""y"":674,""dx"":-66.5,""dy"":-57,""t"":13264},{""x"":1238,""y"":682,""dx"":-53.5,""dy"":-49,""t"":13296},{""x"":1234,""y"":701,""dx"":-57.5,""dy"":-30,""t"":13333},{""x"":1247,""y"":688,""dx"":-44.5,""dy"":-43,""t"":13368},{""x"":1220,""y"":697,""dx"":-71.5,""dy"":-34,""t"":13398},{""x"":1221,""y"":682,""dx"":-70.5,""dy"":-49,""t"":13434},{""x"":1206,""y"":677,""dx"":-85.5,""dy"":-54,""t"":13465},{""x"":1197,""y"":684,""dx"":-94.5,""dy"":-47,""t"":13502},{""x"":1211,""y"":691,""dx"":-80.5,""dy"":-40,""t"":13538},{""x"":1223,""y"":665,""dx"":-68.5,""dy"":-66,""t"":13568},{""x"":1247,""y"":657,""dx"":-44.5,""dy"":-74,""t"":13604},{""x"":1272,""y"":644,""dx"":-19.5,""dy"":-87,""t"":13636},{""x"":1264,""y"":653,""dx"":-27.5,""dy"":-78,""t"":13671},{""x"":1218,""y"":644,""dx"":-73.5,""dy"":-87,""t"":13706},{""x"":1194,""y"":657,""dx"":-97.5,""dy"":-74,""t"":13739},{""x"":1172,""y"":671,""dx"":-119.5,""dy"":-60,""t"":13774},{""x"":1245,""y"":641,""dx"":-46.5,""dy"":-90,""t"":13809},{""x"":1254,""y"":663,""dx"":-37.5,""dy"":-68,""t"":13842},{""x"":1271,""y"":672,""dx"":-20.5,""dy"":-59,""t"":13877},{""x"":1285,""y"":679,""dx"":-6.5,""dy"":-52,""t"":13908},{""x"":1302,""y"":684,""dx"":10.5,""dy"":-47,""t"":13945},{""x"":1302,""y"":681,""dx"":10.5,""dy"":-50,""t"":13978},{""x"":1282,""y"":698,""dx"":-9.5,""dy"":-33,""t"":14010},{""x"":1318,""y"":676,""dx"":26.5,""dy"":-55,""t"":14048},{""x"":1320,""y"":668,""dx"":28.5,""dy"":-63,""t"":14077},{""x"":1290,""y"":665,""dx"":-1.5,""dy"":-66,""t"":14113},{""x"":1346,""y"":652,""dx"":54.5,""dy"":-79,""t"":14151},{""x"":1350,""y"":650,""dx"":58.5,""dy"":-81,""t"":14180},{""x"":1397,""y"":638,""dx"":105.5,""dy"":-93,""t"":14217},{""x"":1389,""y"":653,""dx"":97.5,""dy"":-78,""t"":14248},{""x"":1372,""y"":668,""dx"":80.5,""dy"":-63,""t"":14283},{""x"":1369,""y"":664,""dx"":77.5,""dy"":-67,""t"":14320},{""x"":1332,""y"":670,""dx"":40.5,""dy"":-61,""t"":14351},{""x"":1312,""y"":668,""dx"":20.5,""dy"":-63,""t"":14384},{""x"":1329,""y"":671,""dx"":37.5,""dy"":-60,""t"":14423},{""x"":1345,""y"":673,""dx"":53.5,""dy"":-58,""t"":14453},{""x"":1278,""y"":650,""dx"":-13.5,""dy"":-81,""t"":14489},{""x"":1231,""y"":673,""dx"":-60.5,""dy"":-58,""t"":14520},{""x"":1245,""y"":663,""dx"":-46.5,""dy"":-68,""t"":14556},{""x"":1277,""y"":654,""dx"":-14.5,""dy"":-77,""t"":14593},{""x"":1271,""y"":661,""dx"":-20.5,""dy"":-70,""t"":14623},{""x"":1268,""y"":665,""dx"":-23.5,""dy"":-66,""t"":14656},{""x"":1296,""y"":669,""dx"":4.5,""dy"":-62,""t"":14689},{""x"":1259,""y"":687,""dx"":-32.5,""dy"":-44,""t"":14727},{""x"":1219,""y"":697,""dx"":-72.5,""dy"":-34,""t"":14761},{""x"":1246,""y"":710,""dx"":-45.5,""dy"":-21,""t"":14793},{""x"":1227,""y"":716,""dx"":-64.5,""dy"":-15,""t"":14830},{""x"":1190,""y"":718,""dx"":-101.5,""dy"":-13,""t"":14860},{""x"":1192,""y"":752,""dx"":-99.5,""dy"":21,""t"":14895},{""x"":1181,""y"":768,""dx"":-110.5,""dy"":37,""t"":14930},{""x"":1200,""y"":735,""dx"":-91.5,""dy"":4,""t"":14962},{""x"":1181,""y"":726,""dx"":-110.5,""dy"":-5,""t"":14998}]]","[100,100,98.30508474576271,81.35593220338984,100]","[{""x"":105.40394462973384,""y"":55.91525423728814,""r"":38.52794402189713},{""x"":-34.8448275862069,""y"":42.327586206896555,""r"":80.04671961021717},{""x"":69.1807706153999,""y"":-27.88135593220339,""r"":62.98603603514716},{""x"":96.31919886702198,""y"":-134.22033898305085,""r"":43.61022218998575},{""x"":-24.533898305084747,""y"":-56.6271186440678,""r"":44.95407660223944}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.40","validate","","","","","","","","","",""
"","html-keyboard-response","9","49534","0.0-5.0-0.0","","","","","1671"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，1000毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 6 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
