"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","7087","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","7091","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","14574","0.0-2.0-0.0","","","","","7481","{""name"":""罗晨曦"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","16350","0.0-2.0-1.0","","","","","1775","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","35857","0.0-3.0","","","","","","","","1507","","","","","","","","","","","","","","","","",""
"","html-button-response","5","36862","0.0-4.0-0.0","","","","","1003","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","48416","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","49550","0.0-4.0-2.0","","","","","1133","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","68726","0.0-4.0-3.0","","","","","","","","","","[[{""x"":494,""y"":495,""dx"":3,""dy"":214,""t"":990},{""x"":476,""y"":505,""dx"":-15,""dy"":224,""t"":1024},{""x"":524,""y"":505,""dx"":33,""dy"":224,""t"":1058},{""x"":505,""y"":488,""dx"":14,""dy"":207,""t"":1092},{""x"":531,""y"":470,""dx"":40,""dy"":189,""t"":1124},{""x"":496,""y"":476,""dx"":5,""dy"":195,""t"":1160},{""x"":521,""y"":448,""dx"":30,""dy"":167,""t"":1195},{""x"":494,""y"":458,""dx"":3,""dy"":177,""t"":1227},{""x"":457,""y"":434,""dx"":-34,""dy"":153,""t"":1263},{""x"":457,""y"":428,""dx"":-34,""dy"":147,""t"":1296},{""x"":446,""y"":426,""dx"":-45,""dy"":145,""t"":1330},{""x"":427,""y"":416,""dx"":-64,""dy"":135,""t"":1363},{""x"":397,""y"":409,""dx"":-94,""dy"":128,""t"":1398},{""x"":419,""y"":375,""dx"":-72,""dy"":94,""t"":1431},{""x"":416,""y"":385,""dx"":-75,""dy"":104,""t"":1467},{""x"":425,""y"":416,""dx"":-66,""dy"":135,""t"":1500},{""x"":405,""y"":442,""dx"":-86,""dy"":161,""t"":1533},{""x"":396,""y"":475,""dx"":-95,""dy"":194,""t"":1568},{""x"":416,""y"":448,""dx"":-75,""dy"":167,""t"":1602},{""x"":416,""y"":441,""dx"":-75,""dy"":160,""t"":1635},{""x"":420,""y"":438,""dx"":-71,""dy"":157,""t"":1672},{""x"":420,""y"":444,""dx"":-71,""dy"":163,""t"":1703},{""x"":399,""y"":470,""dx"":-92,""dy"":189,""t"":1739},{""x"":449,""y"":475,""dx"":-42,""dy"":194,""t"":1772},{""x"":439,""y"":489,""dx"":-52,""dy"":208,""t"":1807},{""x"":448,""y"":457,""dx"":-43,""dy"":176,""t"":1840},{""x"":429,""y"":480,""dx"":-62,""dy"":199,""t"":1874},{""x"":436,""y"":475,""dx"":-55,""dy"":194,""t"":1907},{""x"":417,""y"":510,""dx"":-74,""dy"":229,""t"":1941},{""x"":416,""y"":533,""dx"":-75,""dy"":252,""t"":1976},{""x"":392,""y"":519,""dx"":-99,""dy"":238,""t"":2009},{""x"":386,""y"":536,""dx"":-105,""dy"":255,""t"":2044},{""x"":433,""y"":513,""dx"":-58,""dy"":232,""t"":2078},{""x"":411,""y"":489,""dx"":-80,""dy"":208,""t"":2112},{""x"":442,""y"":479,""dx"":-49,""dy"":198,""t"":2146},{""x"":442,""y"":476,""dx"":-49,""dy"":195,""t"":2181},{""x"":463,""y"":446,""dx"":-28,""dy"":165,""t"":2213},{""x"":443,""y"":473,""dx"":-48,""dy"":192,""t"":2248},{""x"":456,""y"":477,""dx"":-35,""dy"":196,""t"":2282},{""x"":535,""y"":492,""dx"":44,""dy"":211,""t"":2316},{""x"":777,""y"":536,""dx"":286,""dy"":255,""t"":2351},{""x"":939,""y"":526,""dx"":448,""dy"":245,""t"":2383},{""x"":1002,""y"":517,""dx"":511,""dy"":236,""t"":2418},{""x"":941,""y"":512,""dx"":450,""dy"":231,""t"":2452},{""x"":893,""y"":478,""dx"":402,""dy"":197,""t"":2487},{""x"":852,""y"":464,""dx"":361,""dy"":183,""t"":2519},{""x"":791,""y"":462,""dx"":300,""dy"":181,""t"":2555},{""x"":742,""y"":454,""dx"":251,""dy"":173,""t"":2588},{""x"":670,""y"":464,""dx"":179,""dy"":183,""t"":2621},{""x"":644,""y"":450,""dx"":153,""dy"":169,""t"":2656},{""x"":598,""y"":458,""dx"":107,""dy"":177,""t"":2690},{""x"":567,""y"":438,""dx"":76,""dy"":157,""t"":2724},{""x"":510,""y"":437,""dx"":19,""dy"":156,""t"":2758},{""x"":496,""y"":429,""dx"":5,""dy"":148,""t"":2792},{""x"":464,""y"":443,""dx"":-27,""dy"":162,""t"":2826},{""x"":463,""y"":436,""dx"":-28,""dy"":155,""t"":2860},{""x"":437,""y"":438,""dx"":-54,""dy"":157,""t"":2894},{""x"":435,""y"":413,""dx"":-56,""dy"":132,""t"":2928},{""x"":390,""y"":441,""dx"":-101,""dy"":160,""t"":2962}],[{""x"":1523,""y"":474,""dx"":72,""dy"":193,""t"":4017},{""x"":1492,""y"":510,""dx"":41,""dy"":229,""t"":4050},{""x"":1473,""y"":488,""dx"":22,""dy"":207,""t"":4085},{""x"":1472,""y"":489,""dx"":21,""dy"":208,""t"":4118},{""x"":1465,""y"":475,""dx"":14,""dy"":194,""t"":4153},{""x"":1476,""y"":495,""dx"":25,""dy"":214,""t"":4185},{""x"":1466,""y"":486,""dx"":15,""dy"":205,""t"":4220},{""x"":1465,""y"":476,""dx"":14,""dy"":195,""t"":4254},{""x"":1480,""y"":464,""dx"":29,""dy"":183,""t"":4288},{""x"":1493,""y"":469,""dx"":42,""dy"":188,""t"":4322},{""x"":1498,""y"":473,""dx"":47,""dy"":192,""t"":4356},{""x"":1492,""y"":444,""dx"":41,""dy"":163,""t"":4390},{""x"":1484,""y"":420,""dx"":33,""dy"":139,""t"":4425},{""x"":1507,""y"":430,""dx"":56,""dy"":149,""t"":4458},{""x"":1505,""y"":415,""dx"":54,""dy"":134,""t"":4492},{""x"":1518,""y"":420,""dx"":67,""dy"":139,""t"":4526},{""x"":1525,""y"":448,""dx"":74,""dy"":167,""t"":4560},{""x"":1513,""y"":435,""dx"":62,""dy"":154,""t"":4595},{""x"":1495,""y"":428,""dx"":44,""dy"":147,""t"":4629},{""x"":1468,""y"":414,""dx"":17,""dy"":133,""t"":4662},{""x"":1447,""y"":395,""dx"":-4,""dy"":114,""t"":4694},{""x"":1404,""y"":450,""dx"":-47,""dy"":169,""t"":4730},{""x"":1399,""y"":457,""dx"":-52,""dy"":176,""t"":4764},{""x"":1372,""y"":478,""dx"":-79,""dy"":197,""t"":4799},{""x"":1349,""y"":484,""dx"":-102,""dy"":203,""t"":4832},{""x"":1351,""y"":461,""dx"":-100,""dy"":180,""t"":4866},{""x"":1363,""y"":455,""dx"":-88,""dy"":174,""t"":4899},{""x"":1358,""y"":421,""dx"":-93,""dy"":140,""t"":4935},{""x"":1378,""y"":414,""dx"":-73,""dy"":133,""t"":4968},{""x"":1398,""y"":404,""dx"":-53,""dy"":123,""t"":5002},{""x"":1390,""y"":382,""dx"":-61,""dy"":101,""t"":5036},{""x"":1403,""y"":366,""dx"":-48,""dy"":85,""t"":5070},{""x"":1413,""y"":353,""dx"":-38,""dy"":72,""t"":5103},{""x"":1432,""y"":361,""dx"":-19,""dy"":80,""t"":5138},{""x"":1474,""y"":419,""dx"":23,""dy"":138,""t"":5171},{""x"":1461,""y"":397,""dx"":10,""dy"":116,""t"":5206},{""x"":1480,""y"":417,""dx"":29,""dy"":136,""t"":5239},{""x"":1507,""y"":427,""dx"":56,""dy"":146,""t"":5275},{""x"":1494,""y"":428,""dx"":43,""dy"":147,""t"":5308},{""x"":1499,""y"":422,""dx"":48,""dy"":141,""t"":5342},{""x"":1511,""y"":423,""dx"":60,""dy"":142,""t"":5376},{""x"":1492,""y"":406,""dx"":41,""dy"":125,""t"":5411},{""x"":1516,""y"":469,""dx"":65,""dy"":188,""t"":5444},{""x"":1524,""y"":507,""dx"":73,""dy"":226,""t"":5478},{""x"":1538,""y"":522,""dx"":87,""dy"":241,""t"":5512},{""x"":1550,""y"":521,""dx"":99,""dy"":240,""t"":5547},{""x"":1552,""y"":514,""dx"":101,""dy"":233,""t"":5579},{""x"":1549,""y"":509,""dx"":98,""dy"":228,""t"":5613},{""x"":1547,""y"":480,""dx"":96,""dy"":199,""t"":5648},{""x"":1563,""y"":480,""dx"":112,""dy"":199,""t"":5682},{""x"":1560,""y"":456,""dx"":109,""dy"":175,""t"":5716},{""x"":1502,""y"":404,""dx"":51,""dy"":123,""t"":5750},{""x"":1465,""y"":383,""dx"":14,""dy"":102,""t"":5784},{""x"":1423,""y"":347,""dx"":-28,""dy"":66,""t"":5818},{""x"":1401,""y"":325,""dx"":-50,""dy"":44,""t"":5852},{""x"":1423,""y"":333,""dx"":-28,""dy"":52,""t"":5886},{""x"":1439,""y"":344,""dx"":-12,""dy"":63,""t"":5920},{""x"":1445,""y"":359,""dx"":-6,""dy"":78,""t"":5954},{""x"":1448,""y"":364,""dx"":-3,""dy"":83,""t"":5987}],[{""x"":989,""y"":549,""dx"":18,""dy"":-2,""t"":7008},{""x"":1004,""y"":580,""dx"":33,""dy"":29,""t"":7042},{""x"":1019,""y"":586,""dx"":48,""dy"":35,""t"":7077},{""x"":1017,""y"":574,""dx"":46,""dy"":23,""t"":7110},{""x"":1020,""y"":555,""dx"":49,""dy"":4,""t"":7144},{""x"":1025,""y"":547,""dx"":54,""dy"":-4,""t"":7179},{""x"":1056,""y"":563,""dx"":85,""dy"":12,""t"":7212},{""x"":1156,""y"":603,""dx"":185,""dy"":52,""t"":7246},{""x"":1254,""y"":622,""dx"":283,""dy"":71,""t"":7280},{""x"":1299,""y"":646,""dx"":328,""dy"":95,""t"":7314},{""x"":1298,""y"":656,""dx"":327,""dy"":105,""t"":7348},{""x"":1230,""y"":640,""dx"":259,""dy"":89,""t"":7382},{""x"":1207,""y"":645,""dx"":236,""dy"":94,""t"":7416},{""x"":1178,""y"":652,""dx"":207,""dy"":101,""t"":7450},{""x"":1126,""y"":635,""dx"":155,""dy"":84,""t"":7484},{""x"":1102,""y"":598,""dx"":131,""dy"":47,""t"":7517},{""x"":1077,""y"":565,""dx"":106,""dy"":14,""t"":7552},{""x"":1048,""y"":584,""dx"":77,""dy"":33,""t"":7586},{""x"":1016,""y"":572,""dx"":45,""dy"":21,""t"":7620},{""x"":1003,""y"":568,""dx"":32,""dy"":17,""t"":7653},{""x"":1007,""y"":553,""dx"":36,""dy"":2,""t"":7688},{""x"":1000,""y"":538,""dx"":29,""dy"":-13,""t"":7722},{""x"":1030,""y"":552,""dx"":59,""dy"":1,""t"":7756},{""x"":1016,""y"":531,""dx"":45,""dy"":-20,""t"":7790},{""x"":1011,""y"":534,""dx"":40,""dy"":-17,""t"":7825},{""x"":996,""y"":521,""dx"":25,""dy"":-30,""t"":7858},{""x"":996,""y"":526,""dx"":25,""dy"":-25,""t"":7891},{""x"":987,""y"":529,""dx"":16,""dy"":-22,""t"":7925},{""x"":1001,""y"":536,""dx"":30,""dy"":-15,""t"":7961},{""x"":998,""y"":550,""dx"":27,""dy"":-1,""t"":7995},{""x"":997,""y"":532,""dx"":26,""dy"":-19,""t"":8067},{""x"":997,""y"":516,""dx"":26,""dy"":-35,""t"":8094},{""x"":975,""y"":506,""dx"":4,""dy"":-45,""t"":8130},{""x"":988,""y"":499,""dx"":17,""dy"":-52,""t"":8163},{""x"":973,""y"":486,""dx"":2,""dy"":-65,""t"":8197},{""x"":985,""y"":488,""dx"":14,""dy"":-63,""t"":8232},{""x"":995,""y"":489,""dx"":24,""dy"":-62,""t"":8264},{""x"":1012,""y"":526,""dx"":41,""dy"":-25,""t"":8302},{""x"":1035,""y"":515,""dx"":64,""dy"":-36,""t"":8334},{""x"":1045,""y"":510,""dx"":74,""dy"":-41,""t"":8368},{""x"":1039,""y"":504,""dx"":68,""dy"":-47,""t"":8402},{""x"":1040,""y"":503,""dx"":69,""dy"":-48,""t"":8436},{""x"":1046,""y"":540,""dx"":75,""dy"":-11,""t"":8469},{""x"":1021,""y"":565,""dx"":50,""dy"":14,""t"":8503},{""x"":1019,""y"":554,""dx"":48,""dy"":3,""t"":8538},{""x"":1026,""y"":563,""dx"":55,""dy"":12,""t"":8572},{""x"":1033,""y"":556,""dx"":62,""dy"":5,""t"":8606},{""x"":1025,""y"":553,""dx"":54,""dy"":2,""t"":8641},{""x"":1017,""y"":549,""dx"":46,""dy"":-2,""t"":8672},{""x"":1008,""y"":535,""dx"":37,""dy"":-16,""t"":8707},{""x"":1015,""y"":550,""dx"":44,""dy"":-1,""t"":8742},{""x"":1006,""y"":556,""dx"":35,""dy"":5,""t"":8776},{""x"":1005,""y"":565,""dx"":34,""dy"":14,""t"":8809},{""x"":1013,""y"":550,""dx"":42,""dy"":-1,""t"":8845},{""x"":1002,""y"":527,""dx"":31,""dy"":-24,""t"":8877},{""x"":1018,""y"":517,""dx"":47,""dy"":-34,""t"":8913},{""x"":1025,""y"":517,""dx"":54,""dy"":-34,""t"":8946},{""x"":1009,""y"":503,""dx"":38,""dy"":-48,""t"":8980}],[{""x"":510,""y"":737,""dx"":19,""dy"":-84,""t"":10034},{""x"":493,""y"":742,""dx"":2,""dy"":-79,""t"":10067},{""x"":493,""y"":746,""dx"":2,""dy"":-75,""t"":10102},{""x"":495,""y"":733,""dx"":4,""dy"":-88,""t"":10136},{""x"":484,""y"":736,""dx"":-7,""dy"":-85,""t"":10170},{""x"":483,""y"":745,""dx"":-8,""dy"":-76,""t"":10204},{""x"":482,""y"":752,""dx"":-9,""dy"":-69,""t"":10235},{""x"":490,""y"":760,""dx"":-1,""dy"":-61,""t"":10272},{""x"":482,""y"":764,""dx"":-9,""dy"":-57,""t"":10306},{""x"":471,""y"":768,""dx"":-20,""dy"":-53,""t"":10339},{""x"":473,""y"":757,""dx"":-18,""dy"":-64,""t"":10375},{""x"":481,""y"":772,""dx"":-10,""dy"":-49,""t"":10407},{""x"":493,""y"":768,""dx"":2,""dy"":-53,""t"":10442},{""x"":499,""y"":783,""dx"":8,""dy"":-38,""t"":10476},{""x"":548,""y"":795,""dx"":57,""dy"":-26,""t"":10510},{""x"":551,""y"":793,""dx"":60,""dy"":-28,""t"":10544},{""x"":592,""y"":781,""dx"":101,""dy"":-40,""t"":10579},{""x"":623,""y"":788,""dx"":132,""dy"":-33,""t"":10613},{""x"":603,""y"":787,""dx"":112,""dy"":-34,""t"":10646},{""x"":633,""y"":781,""dx"":142,""dy"":-40,""t"":10680},{""x"":652,""y"":776,""dx"":161,""dy"":-45,""t"":10714},{""x"":667,""y"":776,""dx"":176,""dy"":-45,""t"":10749},{""x"":681,""y"":789,""dx"":190,""dy"":-32,""t"":10782},{""x"":679,""y"":788,""dx"":188,""dy"":-33,""t"":10816},{""x"":693,""y"":796,""dx"":202,""dy"":-25,""t"":10851},{""x"":685,""y"":799,""dx"":194,""dy"":-22,""t"":10884},{""x"":668,""y"":787,""dx"":177,""dy"":-34,""t"":10917},{""x"":662,""y"":790,""dx"":171,""dy"":-31,""t"":10952},{""x"":657,""y"":784,""dx"":166,""dy"":-37,""t"":10986},{""x"":652,""y"":772,""dx"":161,""dy"":-49,""t"":11020},{""x"":640,""y"":770,""dx"":149,""dy"":-51,""t"":11055},{""x"":647,""y"":757,""dx"":156,""dy"":-64,""t"":11089},{""x"":605,""y"":767,""dx"":114,""dy"":-54,""t"":11121},{""x"":598,""y"":744,""dx"":107,""dy"":-77,""t"":11155},{""x"":600,""y"":736,""dx"":109,""dy"":-85,""t"":11191},{""x"":603,""y"":726,""dx"":112,""dy"":-95,""t"":11225},{""x"":588,""y"":716,""dx"":97,""dy"":-105,""t"":11259},{""x"":576,""y"":720,""dx"":85,""dy"":-101,""t"":11291},{""x"":559,""y"":732,""dx"":68,""dy"":-89,""t"":11327},{""x"":540,""y"":733,""dx"":49,""dy"":-88,""t"":11360},{""x"":525,""y"":735,""dx"":34,""dy"":-86,""t"":11395},{""x"":511,""y"":748,""dx"":20,""dy"":-73,""t"":11429},{""x"":528,""y"":738,""dx"":37,""dy"":-83,""t"":11462},{""x"":530,""y"":752,""dx"":39,""dy"":-69,""t"":11496},{""x"":526,""y"":760,""dx"":35,""dy"":-61,""t"":11530},{""x"":530,""y"":768,""dx"":39,""dy"":-53,""t"":11563},{""x"":559,""y"":765,""dx"":68,""dy"":-56,""t"":11597},{""x"":581,""y"":758,""dx"":90,""dy"":-63,""t"":11633},{""x"":600,""y"":755,""dx"":109,""dy"":-66,""t"":11666},{""x"":618,""y"":770,""dx"":127,""dy"":-51,""t"":11700},{""x"":579,""y"":785,""dx"":88,""dy"":-36,""t"":11734},{""x"":562,""y"":775,""dx"":71,""dy"":-46,""t"":11768},{""x"":596,""y"":769,""dx"":105,""dy"":-52,""t"":11803},{""x"":626,""y"":763,""dx"":135,""dy"":-58,""t"":11833},{""x"":589,""y"":775,""dx"":98,""dy"":-46,""t"":11870},{""x"":633,""y"":766,""dx"":142,""dy"":-55,""t"":11903},{""x"":647,""y"":762,""dx"":156,""dy"":-59,""t"":11937},{""x"":653,""y"":743,""dx"":162,""dy"":-78,""t"":11972},{""x"":662,""y"":738,""dx"":171,""dy"":-83,""t"":12007}],[{""x"":1386,""y"":766,""dx"":-65,""dy"":-55,""t"":13026},{""x"":1360,""y"":767,""dx"":-91,""dy"":-54,""t"":13059},{""x"":1363,""y"":734,""dx"":-88,""dy"":-87,""t"":13094},{""x"":1365,""y"":714,""dx"":-86,""dy"":-107,""t"":13128},{""x"":1367,""y"":678,""dx"":-84,""dy"":-143,""t"":13161},{""x"":1346,""y"":647,""dx"":-105,""dy"":-174,""t"":13195},{""x"":1356,""y"":666,""dx"":-95,""dy"":-155,""t"":13230},{""x"":1347,""y"":645,""dx"":-104,""dy"":-176,""t"":13264},{""x"":1320,""y"":648,""dx"":-131,""dy"":-173,""t"":13297},{""x"":1294,""y"":663,""dx"":-157,""dy"":-158,""t"":13333},{""x"":1313,""y"":649,""dx"":-138,""dy"":-172,""t"":13366},{""x"":1307,""y"":660,""dx"":-144,""dy"":-161,""t"":13397},{""x"":1339,""y"":691,""dx"":-112,""dy"":-130,""t"":13434},{""x"":1322,""y"":698,""dx"":-129,""dy"":-123,""t"":13468},{""x"":1330,""y"":715,""dx"":-121,""dy"":-106,""t"":13502},{""x"":1335,""y"":731,""dx"":-116,""dy"":-90,""t"":13536},{""x"":1336,""y"":722,""dx"":-115,""dy"":-99,""t"":13570},{""x"":1322,""y"":720,""dx"":-129,""dy"":-101,""t"":13603},{""x"":1307,""y"":707,""dx"":-144,""dy"":-114,""t"":13638},{""x"":1302,""y"":692,""dx"":-149,""dy"":-129,""t"":13671},{""x"":1283,""y"":702,""dx"":-168,""dy"":-119,""t"":13706},{""x"":1280,""y"":697,""dx"":-171,""dy"":-124,""t"":13739},{""x"":1271,""y"":702,""dx"":-180,""dy"":-119,""t"":13774},{""x"":1264,""y"":706,""dx"":-187,""dy"":-115,""t"":13805},{""x"":1280,""y"":718,""dx"":-171,""dy"":-103,""t"":13842},{""x"":1277,""y"":722,""dx"":-174,""dy"":-99,""t"":13876},{""x"":1292,""y"":697,""dx"":-159,""dy"":-124,""t"":13911},{""x"":1291,""y"":691,""dx"":-160,""dy"":-130,""t"":13944},{""x"":1286,""y"":709,""dx"":-165,""dy"":-112,""t"":13978},{""x"":1292,""y"":695,""dx"":-159,""dy"":-126,""t"":14012},{""x"":1307,""y"":728,""dx"":-144,""dy"":-93,""t"":14046},{""x"":1321,""y"":721,""dx"":-130,""dy"":-100,""t"":14080},{""x"":1306,""y"":718,""dx"":-145,""dy"":-103,""t"":14114},{""x"":1301,""y"":737,""dx"":-150,""dy"":-84,""t"":14148},{""x"":1300,""y"":744,""dx"":-151,""dy"":-77,""t"":14182},{""x"":1290,""y"":757,""dx"":-161,""dy"":-64,""t"":14216},{""x"":1312,""y"":754,""dx"":-139,""dy"":-67,""t"":14250},{""x"":1339,""y"":755,""dx"":-112,""dy"":-66,""t"":14284},{""x"":1339,""y"":749,""dx"":-112,""dy"":-72,""t"":14318},{""x"":1322,""y"":754,""dx"":-129,""dy"":-67,""t"":14352},{""x"":1320,""y"":771,""dx"":-131,""dy"":-50,""t"":14386},{""x"":1318,""y"":791,""dx"":-133,""dy"":-30,""t"":14420},{""x"":1290,""y"":786,""dx"":-161,""dy"":-35,""t"":14454},{""x"":1275,""y"":768,""dx"":-176,""dy"":-53,""t"":14487},{""x"":1290,""y"":745,""dx"":-161,""dy"":-76,""t"":14522},{""x"":1330,""y"":749,""dx"":-121,""dy"":-72,""t"":14556},{""x"":1333,""y"":750,""dx"":-118,""dy"":-71,""t"":14591},{""x"":1333,""y"":754,""dx"":-118,""dy"":-67,""t"":14624},{""x"":1346,""y"":748,""dx"":-105,""dy"":-73,""t"":14657},{""x"":1325,""y"":738,""dx"":-126,""dy"":-83,""t"":14692},{""x"":1327,""y"":758,""dx"":-124,""dy"":-63,""t"":14726},{""x"":1321,""y"":771,""dx"":-130,""dy"":-50,""t"":14760},{""x"":1334,""y"":772,""dx"":-117,""dy"":-49,""t"":14794},{""x"":1341,""y"":799,""dx"":-110,""dy"":-22,""t"":14828},{""x"":1345,""y"":800,""dx"":-106,""dy"":-21,""t"":14862},{""x"":1379,""y"":794,""dx"":-72,""dy"":-27,""t"":14896},{""x"":1380,""y"":814,""dx"":-71,""dy"":-7,""t"":14930},{""x"":1393,""y"":826,""dx"":-58,""dy"":5,""t"":14964},{""x"":1404,""y"":835,""dx"":-47,""dy"":14,""t"":14995}]]","[50.847457627118644,71.1864406779661,89.65517241379311,98.30508474576271,76.27118644067797]","[{""x"":24.338983050847457,""y"":183.52542372881356,""r"":95.4422416337658},{""x"":17.305084745762713,""y"":154.42372881355934,""r"":60.07115621702494},{""x"":72.70689655172414,""y"":2.1724137931034484,""r"":65.51163535675651},{""x"":86.72881355932203,""y"":-58.779661016949156,""r"":62.75526899207997},{""x"":-128.05084745762713,""y"":-89.84745762711864,""r"":44.404825937096945}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.32","validate","","","","","","","","","",""
"","html-keyboard-response","9","74302","0.0-5.0-0.0","","","","","5575"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，500毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
