"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","1935","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1945","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","5785","0.0-2.0-0.0","","","","","3839","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","7700","0.0-2.0-1.0","","","","","1914","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","9244","0.0-3.0","","","","","","","","797","","","","","","","","","","","","","","","","","",""
"","html-button-response","5","10213","0.0-4.0-0.0","","","","","967","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","20104","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","20856","0.0-4.0-2.0","","","","","752","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","38659","0.0-4.0-3.0","","","","","","","","","","[[{""x"":630,""y"":259,""dx"":139,""dy"":-22,""t"":1021},{""x"":641,""y"":264,""dx"":150,""dy"":-17,""t"":1057},{""x"":650,""y"":282,""dx"":159,""dy"":1,""t"":1088},{""x"":662,""y"":294,""dx"":171,""dy"":13,""t"":1123},{""x"":672,""y"":281,""dx"":181,""dy"":0,""t"":1157},{""x"":689,""y"":267,""dx"":198,""dy"":-14,""t"":1193},{""x"":712,""y"":237,""dx"":221,""dy"":-44,""t"":1225},{""x"":674,""y"":252,""dx"":183,""dy"":-29,""t"":1259},{""x"":676,""y"":251,""dx"":185,""dy"":-30,""t"":1295},{""x"":701,""y"":238,""dx"":210,""dy"":-43,""t"":1327},{""x"":685,""y"":248,""dx"":194,""dy"":-33,""t"":1361},{""x"":682,""y"":238,""dx"":191,""dy"":-43,""t"":1397},{""x"":650,""y"":221,""dx"":159,""dy"":-60,""t"":1429},{""x"":635,""y"":211,""dx"":144,""dy"":-70,""t"":1463},{""x"":644,""y"":189,""dx"":153,""dy"":-92,""t"":1499},{""x"":645,""y"":197,""dx"":154,""dy"":-84,""t"":1531},{""x"":641,""y"":219,""dx"":150,""dy"":-62,""t"":1565},{""x"":639,""y"":243,""dx"":148,""dy"":-38,""t"":1601},{""x"":687,""y"":250,""dx"":196,""dy"":-31,""t"":1633},{""x"":664,""y"":255,""dx"":173,""dy"":-26,""t"":1667},{""x"":650,""y"":260,""dx"":159,""dy"":-21,""t"":1703},{""x"":632,""y"":277,""dx"":141,""dy"":-4,""t"":1736},{""x"":622,""y"":282,""dx"":131,""dy"":1,""t"":1770},{""x"":599,""y"":259,""dx"":108,""dy"":-22,""t"":1805},{""x"":573,""y"":258,""dx"":82,""dy"":-23,""t"":1837},{""x"":545,""y"":236,""dx"":54,""dy"":-45,""t"":1871},{""x"":576,""y"":223,""dx"":85,""dy"":-58,""t"":1907},{""x"":607,""y"":223,""dx"":116,""dy"":-58,""t"":1939},{""x"":634,""y"":200,""dx"":143,""dy"":-81,""t"":1973},{""x"":660,""y"":182,""dx"":169,""dy"":-99,""t"":2009},{""x"":680,""y"":172,""dx"":189,""dy"":-109,""t"":2042},{""x"":654,""y"":187,""dx"":163,""dy"":-94,""t"":2076},{""x"":630,""y"":193,""dx"":139,""dy"":-88,""t"":2111},{""x"":629,""y"":204,""dx"":138,""dy"":-77,""t"":2143},{""x"":599,""y"":208,""dx"":108,""dy"":-73,""t"":2178},{""x"":564,""y"":222,""dx"":73,""dy"":-59,""t"":2213},{""x"":545,""y"":228,""dx"":54,""dy"":-53,""t"":2246},{""x"":570,""y"":232,""dx"":79,""dy"":-49,""t"":2279},{""x"":596,""y"":232,""dx"":105,""dy"":-49,""t"":2314},{""x"":581,""y"":240,""dx"":90,""dy"":-41,""t"":2350},{""x"":583,""y"":226,""dx"":92,""dy"":-55,""t"":2381},{""x"":611,""y"":209,""dx"":120,""dy"":-72,""t"":2416},{""x"":634,""y"":203,""dx"":143,""dy"":-78,""t"":2452},{""x"":637,""y"":199,""dx"":146,""dy"":-82,""t"":2483},{""x"":635,""y"":215,""dx"":144,""dy"":-66,""t"":2518},{""x"":631,""y"":233,""dx"":140,""dy"":-48,""t"":2554},{""x"":625,""y"":263,""dx"":134,""dy"":-18,""t"":2586},{""x"":622,""y"":262,""dx"":131,""dy"":-19,""t"":2619},{""x"":629,""y"":269,""dx"":138,""dy"":-12,""t"":2655},{""x"":635,""y"":257,""dx"":144,""dy"":-24,""t"":2687},{""x"":627,""y"":247,""dx"":136,""dy"":-34,""t"":2721},{""x"":666,""y"":256,""dx"":175,""dy"":-25,""t"":2755},{""x"":633,""y"":301,""dx"":142,""dy"":20,""t"":2791},{""x"":632,""y"":289,""dx"":141,""dy"":8,""t"":2824},{""x"":670,""y"":256,""dx"":179,""dy"":-25,""t"":2857},{""x"":715,""y"":247,""dx"":224,""dy"":-34,""t"":2894},{""x"":746,""y"":230,""dx"":255,""dy"":-51,""t"":2926},{""x"":751,""y"":227,""dx"":260,""dy"":-54,""t"":2960}],[{""x"":1376,""y"":300,""dx"":-75,""dy"":19,""t"":4015},{""x"":1371,""y"":287,""dx"":-80,""dy"":6,""t"":4047},{""x"":1371,""y"":287,""dx"":-80,""dy"":6,""t"":4082},{""x"":1385,""y"":273,""dx"":-66,""dy"":-8,""t"":4117},{""x"":1399,""y"":266,""dx"":-52,""dy"":-15,""t"":4150},{""x"":1426,""y"":263,""dx"":-25,""dy"":-18,""t"":4184},{""x"":1444,""y"":246,""dx"":-7,""dy"":-35,""t"":4220},{""x"":1450,""y"":237,""dx"":-1,""dy"":-44,""t"":4253},{""x"":1455,""y"":229,""dx"":4,""dy"":-52,""t"":4285},{""x"":1456,""y"":223,""dx"":5,""dy"":-58,""t"":4320},{""x"":1460,""y"":214,""dx"":9,""dy"":-67,""t"":4355},{""x"":1486,""y"":214,""dx"":35,""dy"":-67,""t"":4388},{""x"":1490,""y"":216,""dx"":39,""dy"":-65,""t"":4423},{""x"":1497,""y"":223,""dx"":46,""dy"":-58,""t"":4458},{""x"":1501,""y"":214,""dx"":50,""dy"":-67,""t"":4490},{""x"":1517,""y"":212,""dx"":66,""dy"":-69,""t"":4524},{""x"":1521,""y"":231,""dx"":70,""dy"":-50,""t"":4557},{""x"":1522,""y"":226,""dx"":71,""dy"":-55,""t"":4593},{""x"":1515,""y"":247,""dx"":64,""dy"":-34,""t"":4626},{""x"":1513,""y"":252,""dx"":62,""dy"":-29,""t"":4660},{""x"":1509,""y"":264,""dx"":58,""dy"":-17,""t"":4696},{""x"":1502,""y"":282,""dx"":51,""dy"":1,""t"":4729},{""x"":1511,""y"":286,""dx"":60,""dy"":5,""t"":4761},{""x"":1487,""y"":285,""dx"":36,""dy"":4,""t"":4798},{""x"":1481,""y"":295,""dx"":30,""dy"":14,""t"":4829},{""x"":1475,""y"":297,""dx"":24,""dy"":16,""t"":4863},{""x"":1486,""y"":302,""dx"":35,""dy"":21,""t"":4900},{""x"":1495,""y"":307,""dx"":44,""dy"":26,""t"":4932},{""x"":1494,""y"":311,""dx"":43,""dy"":30,""t"":4966},{""x"":1480,""y"":327,""dx"":29,""dy"":46,""t"":5002},{""x"":1463,""y"":331,""dx"":12,""dy"":50,""t"":5034},{""x"":1451,""y"":340,""dx"":0,""dy"":59,""t"":5067},{""x"":1422,""y"":352,""dx"":-29,""dy"":71,""t"":5103},{""x"":1394,""y"":353,""dx"":-57,""dy"":72,""t"":5135},{""x"":1380,""y"":339,""dx"":-71,""dy"":58,""t"":5170},{""x"":1377,""y"":323,""dx"":-74,""dy"":42,""t"":5205},{""x"":1377,""y"":313,""dx"":-74,""dy"":32,""t"":5237},{""x"":1391,""y"":299,""dx"":-60,""dy"":18,""t"":5272},{""x"":1379,""y"":316,""dx"":-72,""dy"":35,""t"":5307},{""x"":1344,""y"":337,""dx"":-107,""dy"":56,""t"":5340},{""x"":1344,""y"":351,""dx"":-107,""dy"":70,""t"":5374},{""x"":1374,""y"":337,""dx"":-77,""dy"":56,""t"":5409},{""x"":1388,""y"":331,""dx"":-63,""dy"":50,""t"":5442},{""x"":1403,""y"":322,""dx"":-48,""dy"":41,""t"":5475},{""x"":1408,""y"":321,""dx"":-43,""dy"":40,""t"":5511},{""x"":1395,""y"":351,""dx"":-56,""dy"":70,""t"":5544},{""x"":1382,""y"":351,""dx"":-69,""dy"":70,""t"":5578},{""x"":1359,""y"":365,""dx"":-92,""dy"":84,""t"":5613},{""x"":1361,""y"":380,""dx"":-90,""dy"":99,""t"":5645},{""x"":1364,""y"":384,""dx"":-87,""dy"":103,""t"":5680},{""x"":1388,""y"":368,""dx"":-63,""dy"":87,""t"":5715},{""x"":1416,""y"":365,""dx"":-35,""dy"":84,""t"":5747},{""x"":1435,""y"":336,""dx"":-16,""dy"":55,""t"":5782},{""x"":1437,""y"":325,""dx"":-14,""dy"":44,""t"":5817},{""x"":1460,""y"":308,""dx"":9,""dy"":27,""t"":5850},{""x"":1480,""y"":287,""dx"":29,""dy"":6,""t"":5883},{""x"":1487,""y"":268,""dx"":36,""dy"":-13,""t"":5918},{""x"":1489,""y"":266,""dx"":38,""dy"":-15,""t"":5954},{""x"":1485,""y"":272,""dx"":34,""dy"":-9,""t"":5986}],[{""x"":809,""y"":528,""dx"":-162,""dy"":-23,""t"":7006},{""x"":824,""y"":527,""dx"":-147,""dy"":-24,""t"":7041},{""x"":837,""y"":526,""dx"":-134,""dy"":-25,""t"":7074},{""x"":853,""y"":528,""dx"":-118,""dy"":-23,""t"":7108},{""x"":866,""y"":531,""dx"":-105,""dy"":-20,""t"":7144},{""x"":882,""y"":530,""dx"":-89,""dy"":-21,""t"":7176},{""x"":893,""y"":537,""dx"":-78,""dy"":-14,""t"":7211},{""x"":908,""y"":542,""dx"":-63,""dy"":-9,""t"":7245},{""x"":918,""y"":560,""dx"":-53,""dy"":9,""t"":7278},{""x"":915,""y"":568,""dx"":-56,""dy"":17,""t"":7312},{""x"":903,""y"":543,""dx"":-68,""dy"":-8,""t"":7347},{""x"":906,""y"":538,""dx"":-65,""dy"":-13,""t"":7379},{""x"":899,""y"":518,""dx"":-72,""dy"":-33,""t"":7414},{""x"":920,""y"":519,""dx"":-51,""dy"":-32,""t"":7449},{""x"":905,""y"":506,""dx"":-66,""dy"":-45,""t"":7481},{""x"":903,""y"":505,""dx"":-68,""dy"":-46,""t"":7516},{""x"":909,""y"":494,""dx"":-62,""dy"":-57,""t"":7550},{""x"":922,""y"":500,""dx"":-49,""dy"":-51,""t"":7586},{""x"":924,""y"":497,""dx"":-47,""dy"":-54,""t"":7618},{""x"":882,""y"":496,""dx"":-89,""dy"":-55,""t"":7651},{""x"":873,""y"":486,""dx"":-98,""dy"":-65,""t"":7688},{""x"":840,""y"":484,""dx"":-131,""dy"":-67,""t"":7719},{""x"":830,""y"":473,""dx"":-141,""dy"":-78,""t"":7754},{""x"":825,""y"":492,""dx"":-146,""dy"":-59,""t"":7789},{""x"":825,""y"":502,""dx"":-146,""dy"":-49,""t"":7822},{""x"":844,""y"":516,""dx"":-127,""dy"":-35,""t"":7855},{""x"":834,""y"":507,""dx"":-137,""dy"":-44,""t"":7889},{""x"":814,""y"":531,""dx"":-157,""dy"":-20,""t"":7925},{""x"":818,""y"":518,""dx"":-153,""dy"":-33,""t"":7959},{""x"":848,""y"":538,""dx"":-123,""dy"":-13,""t"":7992},{""x"":882,""y"":555,""dx"":-89,""dy"":4,""t"":8027},{""x"":881,""y"":552,""dx"":-90,""dy"":1,""t"":8059},{""x"":884,""y"":549,""dx"":-87,""dy"":-2,""t"":8094},{""x"":885,""y"":545,""dx"":-86,""dy"":-6,""t"":8129},{""x"":891,""y"":529,""dx"":-80,""dy"":-22,""t"":8161},{""x"":889,""y"":527,""dx"":-82,""dy"":-24,""t"":8195},{""x"":890,""y"":519,""dx"":-81,""dy"":-32,""t"":8229},{""x"":882,""y"":515,""dx"":-89,""dy"":-36,""t"":8265},{""x"":881,""y"":505,""dx"":-90,""dy"":-46,""t"":8298},{""x"":872,""y"":488,""dx"":-99,""dy"":-63,""t"":8332},{""x"":878,""y"":484,""dx"":-93,""dy"":-67,""t"":8367},{""x"":863,""y"":473,""dx"":-108,""dy"":-78,""t"":8400},{""x"":864,""y"":476,""dx"":-107,""dy"":-75,""t"":8434},{""x"":855,""y"":456,""dx"":-116,""dy"":-95,""t"":8469},{""x"":852,""y"":468,""dx"":-119,""dy"":-83,""t"":8501},{""x"":861,""y"":471,""dx"":-110,""dy"":-80,""t"":8535},{""x"":874,""y"":491,""dx"":-97,""dy"":-60,""t"":8571},{""x"":893,""y"":487,""dx"":-78,""dy"":-64,""t"":8604},{""x"":880,""y"":489,""dx"":-91,""dy"":-62,""t"":8638},{""x"":881,""y"":501,""dx"":-90,""dy"":-50,""t"":8673},{""x"":863,""y"":490,""dx"":-108,""dy"":-61,""t"":8705},{""x"":849,""y"":495,""dx"":-122,""dy"":-56,""t"":8740},{""x"":833,""y"":486,""dx"":-138,""dy"":-65,""t"":8775},{""x"":813,""y"":497,""dx"":-158,""dy"":-54,""t"":8808},{""x"":848,""y"":495,""dx"":-123,""dy"":-56,""t"":8841},{""x"":842,""y"":478,""dx"":-129,""dy"":-73,""t"":8877},{""x"":848,""y"":463,""dx"":-123,""dy"":-88,""t"":8909},{""x"":831,""y"":492,""dx"":-140,""dy"":-59,""t"":8943},{""x"":843,""y"":491,""dx"":-128,""dy"":-60,""t"":8979}],[{""x"":538,""y"":660,""dx"":47,""dy"":-161,""t"":10033},{""x"":545,""y"":653,""dx"":54,""dy"":-168,""t"":10065},{""x"":551,""y"":630,""dx"":60,""dy"":-191,""t"":10100},{""x"":553,""y"":627,""dx"":62,""dy"":-194,""t"":10135},{""x"":554,""y"":614,""dx"":63,""dy"":-207,""t"":10167},{""x"":540,""y"":605,""dx"":49,""dy"":-216,""t"":10201},{""x"":529,""y"":591,""dx"":38,""dy"":-230,""t"":10237},{""x"":517,""y"":578,""dx"":26,""dy"":-243,""t"":10270},{""x"":514,""y"":565,""dx"":23,""dy"":-256,""t"":10304},{""x"":512,""y"":552,""dx"":21,""dy"":-269,""t"":10339},{""x"":513,""y"":550,""dx"":22,""dy"":-271,""t"":10371},{""x"":520,""y"":555,""dx"":29,""dy"":-266,""t"":10405},{""x"":524,""y"":560,""dx"":33,""dy"":-261,""t"":10441},{""x"":543,""y"":575,""dx"":52,""dy"":-246,""t"":10474},{""x"":564,""y"":624,""dx"":73,""dy"":-197,""t"":10508},{""x"":558,""y"":602,""dx"":67,""dy"":-219,""t"":10543},{""x"":523,""y"":625,""dx"":32,""dy"":-196,""t"":10576},{""x"":512,""y"":602,""dx"":21,""dy"":-219,""t"":10611},{""x"":496,""y"":615,""dx"":5,""dy"":-206,""t"":10646},{""x"":495,""y"":597,""dx"":4,""dy"":-224,""t"":10678},{""x"":492,""y"":584,""dx"":1,""dy"":-237,""t"":10712},{""x"":503,""y"":573,""dx"":12,""dy"":-248,""t"":10747},{""x"":514,""y"":570,""dx"":23,""dy"":-251,""t"":10780},{""x"":508,""y"":578,""dx"":17,""dy"":-243,""t"":10815},{""x"":496,""y"":583,""dx"":5,""dy"":-238,""t"":10849},{""x"":485,""y"":580,""dx"":-6,""dy"":-241,""t"":10882},{""x"":464,""y"":569,""dx"":-27,""dy"":-252,""t"":10916},{""x"":459,""y"":579,""dx"":-32,""dy"":-242,""t"":10952},{""x"":464,""y"":633,""dx"":-27,""dy"":-188,""t"":10982},{""x"":460,""y"":627,""dx"":-31,""dy"":-194,""t"":11018},{""x"":458,""y"":626,""dx"":-33,""dy"":-195,""t"":11051},{""x"":456,""y"":625,""dx"":-35,""dy"":-196,""t"":11084},{""x"":455,""y"":627,""dx"":-36,""dy"":-194,""t"":11121},{""x"":445,""y"":611,""dx"":-46,""dy"":-210,""t"":11153},{""x"":448,""y"":596,""dx"":-43,""dy"":-225,""t"":11187},{""x"":465,""y"":618,""dx"":-26,""dy"":-203,""t"":11223},{""x"":483,""y"":632,""dx"":-8,""dy"":-189,""t"":11255},{""x"":465,""y"":624,""dx"":-26,""dy"":-197,""t"":11289},{""x"":468,""y"":631,""dx"":-23,""dy"":-190,""t"":11325},{""x"":462,""y"":626,""dx"":-29,""dy"":-195,""t"":11357},{""x"":458,""y"":610,""dx"":-33,""dy"":-211,""t"":11391},{""x"":468,""y"":596,""dx"":-23,""dy"":-225,""t"":11425},{""x"":476,""y"":589,""dx"":-15,""dy"":-232,""t"":11461},{""x"":486,""y"":578,""dx"":-5,""dy"":-243,""t"":11493},{""x"":493,""y"":577,""dx"":2,""dy"":-244,""t"":11528},{""x"":501,""y"":574,""dx"":10,""dy"":-247,""t"":11563},{""x"":488,""y"":570,""dx"":-3,""dy"":-251,""t"":11595},{""x"":488,""y"":568,""dx"":-3,""dy"":-253,""t"":11629},{""x"":511,""y"":558,""dx"":20,""dy"":-263,""t"":11665},{""x"":533,""y"":542,""dx"":42,""dy"":-279,""t"":11698},{""x"":543,""y"":558,""dx"":52,""dy"":-263,""t"":11731},{""x"":555,""y"":533,""dx"":64,""dy"":-288,""t"":11767},{""x"":539,""y"":536,""dx"":48,""dy"":-285,""t"":11800},{""x"":531,""y"":538,""dx"":40,""dy"":-283,""t"":11833},{""x"":540,""y"":559,""dx"":49,""dy"":-262,""t"":11869},{""x"":531,""y"":551,""dx"":40,""dy"":-270,""t"":11901},{""x"":516,""y"":545,""dx"":25,""dy"":-276,""t"":11935},{""x"":499,""y"":537,""dx"":8,""dy"":-284,""t"":11971},{""x"":487,""y"":532,""dx"":-4,""dy"":-289,""t"":12004}],[{""x"":1374,""y"":675,""dx"":-77,""dy"":-146,""t"":13024},{""x"":1377,""y"":691,""dx"":-74,""dy"":-130,""t"":13057},{""x"":1379,""y"":706,""dx"":-72,""dy"":-115,""t"":13091},{""x"":1371,""y"":712,""dx"":-80,""dy"":-109,""t"":13127},{""x"":1370,""y"":710,""dx"":-81,""dy"":-111,""t"":13159},{""x"":1396,""y"":685,""dx"":-55,""dy"":-136,""t"":13193},{""x"":1399,""y"":670,""dx"":-52,""dy"":-151,""t"":13229},{""x"":1385,""y"":667,""dx"":-66,""dy"":-154,""t"":13262},{""x"":1393,""y"":679,""dx"":-58,""dy"":-142,""t"":13295},{""x"":1394,""y"":694,""dx"":-57,""dy"":-127,""t"":13331},{""x"":1380,""y"":694,""dx"":-71,""dy"":-127,""t"":13364},{""x"":1365,""y"":696,""dx"":-86,""dy"":-125,""t"":13397},{""x"":1354,""y"":699,""dx"":-97,""dy"":-122,""t"":13433},{""x"":1353,""y"":702,""dx"":-98,""dy"":-119,""t"":13465},{""x"":1343,""y"":697,""dx"":-108,""dy"":-124,""t"":13499},{""x"":1347,""y"":689,""dx"":-104,""dy"":-132,""t"":13535},{""x"":1340,""y"":686,""dx"":-111,""dy"":-135,""t"":13568},{""x"":1326,""y"":688,""dx"":-125,""dy"":-133,""t"":13601},{""x"":1306,""y"":691,""dx"":-145,""dy"":-130,""t"":13637},{""x"":1271,""y"":672,""dx"":-180,""dy"":-149,""t"":13670},{""x"":1255,""y"":669,""dx"":-196,""dy"":-152,""t"":13705},{""x"":1221,""y"":651,""dx"":-230,""dy"":-170,""t"":13739},{""x"":1192,""y"":642,""dx"":-259,""dy"":-179,""t"":13772},{""x"":1167,""y"":638,""dx"":-284,""dy"":-183,""t"":13806},{""x"":1185,""y"":635,""dx"":-266,""dy"":-186,""t"":13841},{""x"":1152,""y"":631,""dx"":-299,""dy"":-190,""t"":13874},{""x"":1131,""y"":629,""dx"":-320,""dy"":-192,""t"":13907},{""x"":1167,""y"":640,""dx"":-284,""dy"":-181,""t"":13943},{""x"":1182,""y"":655,""dx"":-269,""dy"":-166,""t"":13975},{""x"":1200,""y"":661,""dx"":-251,""dy"":-160,""t"":14010},{""x"":1222,""y"":666,""dx"":-229,""dy"":-155,""t"":14045},{""x"":1250,""y"":675,""dx"":-201,""dy"":-146,""t"":14077},{""x"":1266,""y"":672,""dx"":-185,""dy"":-149,""t"":14111},{""x"":1282,""y"":676,""dx"":-169,""dy"":-145,""t"":14148},{""x"":1290,""y"":684,""dx"":-161,""dy"":-137,""t"":14180},{""x"":1305,""y"":673,""dx"":-146,""dy"":-148,""t"":14213},{""x"":1316,""y"":674,""dx"":-135,""dy"":-147,""t"":14249},{""x"":1311,""y"":679,""dx"":-140,""dy"":-142,""t"":14280},{""x"":1326,""y"":677,""dx"":-125,""dy"":-144,""t"":14315},{""x"":1334,""y"":670,""dx"":-117,""dy"":-151,""t"":14349},{""x"":1334,""y"":667,""dx"":-117,""dy"":-154,""t"":14385},{""x"":1324,""y"":654,""dx"":-127,""dy"":-167,""t"":14417},{""x"":1323,""y"":654,""dx"":-128,""dy"":-167,""t"":14451},{""x"":1321,""y"":656,""dx"":-130,""dy"":-165,""t"":14487},{""x"":1326,""y"":655,""dx"":-125,""dy"":-166,""t"":14519},{""x"":1319,""y"":656,""dx"":-132,""dy"":-165,""t"":14554},{""x"":1327,""y"":656,""dx"":-124,""dy"":-165,""t"":14586},{""x"":1326,""y"":660,""dx"":-125,""dy"":-161,""t"":14623},{""x"":1325,""y"":665,""dx"":-126,""dy"":-156,""t"":14655},{""x"":1323,""y"":661,""dx"":-128,""dy"":-160,""t"":14689},{""x"":1308,""y"":668,""dx"":-143,""dy"":-153,""t"":14723},{""x"":1322,""y"":681,""dx"":-129,""dy"":-140,""t"":14759},{""x"":1313,""y"":694,""dx"":-138,""dy"":-127,""t"":14792},{""x"":1320,""y"":681,""dx"":-131,""dy"":-140,""t"":14826},{""x"":1310,""y"":682,""dx"":-141,""dy"":-139,""t"":14862},{""x"":1321,""y"":682,""dx"":-130,""dy"":-139,""t"":14894},{""x"":1303,""y"":677,""dx"":-148,""dy"":-144,""t"":14927},{""x"":1320,""y"":672,""dx"":-131,""dy"":-149,""t"":14963},{""x"":1334,""y"":667,""dx"":-117,""dy"":-154,""t"":14995}]]","[89.65517241379311,100,100,20.33898305084746,52.54237288135594]","[{""x"":148.77586206896552,""y"":-43.01724137931034,""r"":66.77732306548585},{""x"":-11.88135593220339,""y"":14.033898305084746,""r"":64.66457106432888},{""x"":-102.57627118644068,""y"":-42.40677966101695,""r"":37.56245780215986},{""x"":12.288135593220339,""y"":-232.47457627118644,""r"":45.34373173294318},{""x"":-144.6271186440678,""y"":-148.32203389830508,""r"":36.169872760210275}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","","",""
"","html-button-response","9","39267","0.0-4.0-4.0-0.0-0.0","","","","","608","0","","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","recalibration","","","","","","","","","",""
