"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","10274","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","10281","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","12456","0.0-2.0-0.0","","","","","2173","{""name"":""scc"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","13696","0.0-2.0-1.0","","","","","1239","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","18250","0.0-3.0","","","","","","","","2189","","","","","","","","","","","","","","","","",""
"","html-button-response","5","19401","0.0-4.0-0.0","","","","","1149","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","28986","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","29976","0.0-4.0-2.0","","","","","990","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","47192","0.0-4.0-3.0","","","","","","","","","","[[{""x"":501,""y"":430,""dx"":10,""dy"":149,""t"":990},{""x"":508,""y"":452,""dx"":17,""dy"":171,""t"":1024},{""x"":493,""y"":453,""dx"":2,""dy"":172,""t"":1058},{""x"":495,""y"":451,""dx"":4,""dy"":170,""t"":1092},{""x"":489,""y"":441,""dx"":-2,""dy"":160,""t"":1126},{""x"":491,""y"":451,""dx"":0,""dy"":170,""t"":1160},{""x"":504,""y"":459,""dx"":13,""dy"":178,""t"":1222},{""x"":515,""y"":465,""dx"":24,""dy"":184,""t"":1234},{""x"":515,""y"":486,""dx"":24,""dy"":205,""t"":1263},{""x"":502,""y"":496,""dx"":11,""dy"":215,""t"":1296},{""x"":470,""y"":431,""dx"":-21,""dy"":150,""t"":1330},{""x"":450,""y"":427,""dx"":-41,""dy"":146,""t"":1364},{""x"":457,""y"":430,""dx"":-34,""dy"":149,""t"":1399},{""x"":456,""y"":430,""dx"":-35,""dy"":149,""t"":1432},{""x"":450,""y"":381,""dx"":-41,""dy"":100,""t"":1467},{""x"":446,""y"":386,""dx"":-45,""dy"":105,""t"":1500},{""x"":426,""y"":354,""dx"":-65,""dy"":73,""t"":1534},{""x"":437,""y"":317,""dx"":-54,""dy"":36,""t"":1568},{""x"":446,""y"":307,""dx"":-45,""dy"":26,""t"":1602},{""x"":455,""y"":342,""dx"":-36,""dy"":61,""t"":1636},{""x"":453,""y"":329,""dx"":-38,""dy"":48,""t"":1670},{""x"":446,""y"":341,""dx"":-45,""dy"":60,""t"":1704},{""x"":445,""y"":371,""dx"":-46,""dy"":90,""t"":1738},{""x"":455,""y"":405,""dx"":-36,""dy"":124,""t"":1772},{""x"":464,""y"":388,""dx"":-27,""dy"":107,""t"":1807},{""x"":468,""y"":377,""dx"":-23,""dy"":96,""t"":1840},{""x"":457,""y"":406,""dx"":-34,""dy"":125,""t"":1873},{""x"":486,""y"":426,""dx"":-5,""dy"":145,""t"":1908},{""x"":506,""y"":446,""dx"":15,""dy"":165,""t"":1941},{""x"":519,""y"":448,""dx"":28,""dy"":167,""t"":1977},{""x"":529,""y"":449,""dx"":38,""dy"":168,""t"":2008},{""x"":536,""y"":432,""dx"":45,""dy"":151,""t"":2044},{""x"":536,""y"":381,""dx"":45,""dy"":100,""t"":2078},{""x"":526,""y"":375,""dx"":35,""dy"":94,""t"":2112},{""x"":551,""y"":388,""dx"":60,""dy"":107,""t"":2146},{""x"":551,""y"":328,""dx"":60,""dy"":47,""t"":2180},{""x"":561,""y"":294,""dx"":70,""dy"":13,""t"":2215},{""x"":549,""y"":318,""dx"":58,""dy"":37,""t"":2249},{""x"":528,""y"":254,""dx"":37,""dy"":-27,""t"":2282},{""x"":521,""y"":229,""dx"":30,""dy"":-52,""t"":2316},{""x"":538,""y"":296,""dx"":47,""dy"":15,""t"":2350},{""x"":540,""y"":282,""dx"":49,""dy"":1,""t"":2384},{""x"":541,""y"":271,""dx"":50,""dy"":-10,""t"":2416},{""x"":535,""y"":239,""dx"":44,""dy"":-42,""t"":2452},{""x"":542,""y"":323,""dx"":51,""dy"":42,""t"":2486},{""x"":536,""y"":339,""dx"":45,""dy"":58,""t"":2520},{""x"":551,""y"":412,""dx"":60,""dy"":131,""t"":2554},{""x"":555,""y"":404,""dx"":64,""dy"":123,""t"":2588},{""x"":545,""y"":382,""dx"":54,""dy"":101,""t"":2622},{""x"":530,""y"":398,""dx"":39,""dy"":117,""t"":2656},{""x"":508,""y"":387,""dx"":17,""dy"":106,""t"":2690},{""x"":506,""y"":439,""dx"":15,""dy"":158,""t"":2724},{""x"":483,""y"":403,""dx"":-8,""dy"":122,""t"":2759},{""x"":511,""y"":402,""dx"":20,""dy"":121,""t"":2792},{""x"":484,""y"":358,""dx"":-7,""dy"":77,""t"":2826},{""x"":482,""y"":315,""dx"":-9,""dy"":34,""t"":2860},{""x"":475,""y"":302,""dx"":-16,""dy"":21,""t"":2894},{""x"":478,""y"":313,""dx"":-13,""dy"":32,""t"":2928},{""x"":479,""y"":314,""dx"":-12,""dy"":33,""t"":2963},{""x"":492,""y"":293,""dx"":1,""dy"":12,""t"":2996}],[{""x"":1118,""y"":1060,""dx"":-333,""dy"":779,""t"":4014},{""x"":1058,""y"":1122,""dx"":-393,""dy"":841,""t"":4050},{""x"":1046,""y"":1046,""dx"":-405,""dy"":765,""t"":4084},{""x"":1119,""y"":925,""dx"":-332,""dy"":644,""t"":4118},{""x"":1168,""y"":744,""dx"":-283,""dy"":463,""t"":4152},{""x"":1226,""y"":607,""dx"":-225,""dy"":326,""t"":4186},{""x"":1276,""y"":543,""dx"":-175,""dy"":262,""t"":4220},{""x"":1314,""y"":416,""dx"":-137,""dy"":135,""t"":4254},{""x"":1371,""y"":337,""dx"":-80,""dy"":56,""t"":4289},{""x"":1424,""y"":302,""dx"":-27,""dy"":21,""t"":4322},{""x"":1480,""y"":287,""dx"":29,""dy"":6,""t"":4356},{""x"":1510,""y"":278,""dx"":59,""dy"":-3,""t"":4391},{""x"":1552,""y"":287,""dx"":101,""dy"":6,""t"":4424},{""x"":1533,""y"":244,""dx"":82,""dy"":-37,""t"":4458},{""x"":1532,""y"":270,""dx"":81,""dy"":-11,""t"":4492},{""x"":1517,""y"":298,""dx"":66,""dy"":17,""t"":4527},{""x"":1530,""y"":333,""dx"":79,""dy"":52,""t"":4560},{""x"":1521,""y"":347,""dx"":70,""dy"":66,""t"":4594},{""x"":1522,""y"":323,""dx"":71,""dy"":42,""t"":4628},{""x"":1532,""y"":355,""dx"":81,""dy"":74,""t"":4663},{""x"":1522,""y"":318,""dx"":71,""dy"":37,""t"":4697},{""x"":1483,""y"":326,""dx"":32,""dy"":45,""t"":4730},{""x"":1476,""y"":382,""dx"":25,""dy"":101,""t"":4764},{""x"":1459,""y"":415,""dx"":8,""dy"":134,""t"":4799},{""x"":1440,""y"":326,""dx"":-11,""dy"":45,""t"":4832},{""x"":1441,""y"":278,""dx"":-10,""dy"":-3,""t"":4866},{""x"":1436,""y"":232,""dx"":-15,""dy"":-49,""t"":4900},{""x"":1431,""y"":270,""dx"":-20,""dy"":-11,""t"":4933},{""x"":1423,""y"":379,""dx"":-28,""dy"":98,""t"":4969},{""x"":1411,""y"":432,""dx"":-40,""dy"":151,""t"":5002},{""x"":1426,""y"":494,""dx"":-25,""dy"":213,""t"":5036},{""x"":1432,""y"":533,""dx"":-19,""dy"":252,""t"":5070},{""x"":1429,""y"":575,""dx"":-22,""dy"":294,""t"":5104},{""x"":1407,""y"":545,""dx"":-44,""dy"":264,""t"":5138},{""x"":1388,""y"":493,""dx"":-63,""dy"":212,""t"":5172},{""x"":1411,""y"":454,""dx"":-40,""dy"":173,""t"":5206},{""x"":1418,""y"":486,""dx"":-33,""dy"":205,""t"":5240},{""x"":1452,""y"":479,""dx"":1,""dy"":198,""t"":5273},{""x"":1477,""y"":518,""dx"":26,""dy"":237,""t"":5308},{""x"":1481,""y"":506,""dx"":30,""dy"":225,""t"":5341},{""x"":1474,""y"":523,""dx"":23,""dy"":242,""t"":5376},{""x"":1473,""y"":489,""dx"":22,""dy"":208,""t"":5410},{""x"":1458,""y"":463,""dx"":7,""dy"":182,""t"":5444},{""x"":1466,""y"":421,""dx"":15,""dy"":140,""t"":5477},{""x"":1479,""y"":406,""dx"":28,""dy"":125,""t"":5512},{""x"":1439,""y"":376,""dx"":-12,""dy"":95,""t"":5546},{""x"":1404,""y"":351,""dx"":-47,""dy"":70,""t"":5578},{""x"":1376,""y"":339,""dx"":-75,""dy"":58,""t"":5614},{""x"":1365,""y"":342,""dx"":-86,""dy"":61,""t"":5648},{""x"":1371,""y"":339,""dx"":-80,""dy"":58,""t"":5683},{""x"":1398,""y"":361,""dx"":-53,""dy"":80,""t"":5716},{""x"":1414,""y"":371,""dx"":-37,""dy"":90,""t"":5750},{""x"":1420,""y"":369,""dx"":-31,""dy"":88,""t"":5784},{""x"":1405,""y"":256,""dx"":-46,""dy"":-25,""t"":5818},{""x"":1403,""y"":271,""dx"":-48,""dy"":-10,""t"":5853},{""x"":1415,""y"":273,""dx"":-36,""dy"":-8,""t"":5886},{""x"":1409,""y"":237,""dx"":-42,""dy"":-44,""t"":5920},{""x"":1412,""y"":232,""dx"":-39,""dy"":-49,""t"":5954},{""x"":1414,""y"":229,""dx"":-37,""dy"":-52,""t"":5986}],[{""x"":905,""y"":611,""dx"":-66,""dy"":60,""t"":7008},{""x"":920,""y"":592,""dx"":-51,""dy"":41,""t"":7043},{""x"":914,""y"":586,""dx"":-57,""dy"":35,""t"":7076},{""x"":933,""y"":609,""dx"":-38,""dy"":58,""t"":7110},{""x"":960,""y"":607,""dx"":-11,""dy"":56,""t"":7145},{""x"":983,""y"":605,""dx"":12,""dy"":54,""t"":7176},{""x"":990,""y"":627,""dx"":19,""dy"":76,""t"":7212},{""x"":957,""y"":613,""dx"":-14,""dy"":62,""t"":7246},{""x"":979,""y"":589,""dx"":8,""dy"":38,""t"":7280},{""x"":996,""y"":589,""dx"":25,""dy"":38,""t"":7314},{""x"":969,""y"":564,""dx"":-2,""dy"":13,""t"":7349},{""x"":977,""y"":574,""dx"":6,""dy"":23,""t"":7381},{""x"":960,""y"":611,""dx"":-11,""dy"":60,""t"":7416},{""x"":956,""y"":587,""dx"":-15,""dy"":36,""t"":7450},{""x"":939,""y"":560,""dx"":-32,""dy"":9,""t"":7484},{""x"":919,""y"":574,""dx"":-52,""dy"":23,""t"":7518},{""x"":899,""y"":548,""dx"":-72,""dy"":-3,""t"":7553},{""x"":882,""y"":525,""dx"":-89,""dy"":-26,""t"":7584},{""x"":874,""y"":510,""dx"":-97,""dy"":-41,""t"":7620},{""x"":845,""y"":502,""dx"":-126,""dy"":-49,""t"":7654},{""x"":842,""y"":530,""dx"":-129,""dy"":-21,""t"":7688},{""x"":825,""y"":538,""dx"":-146,""dy"":-13,""t"":7723},{""x"":847,""y"":572,""dx"":-124,""dy"":21,""t"":7756},{""x"":876,""y"":625,""dx"":-95,""dy"":74,""t"":7790},{""x"":875,""y"":636,""dx"":-96,""dy"":85,""t"":7824},{""x"":884,""y"":649,""dx"":-87,""dy"":98,""t"":7858},{""x"":872,""y"":616,""dx"":-99,""dy"":65,""t"":7894},{""x"":887,""y"":625,""dx"":-84,""dy"":74,""t"":7926},{""x"":894,""y"":611,""dx"":-77,""dy"":60,""t"":7960},{""x"":879,""y"":587,""dx"":-92,""dy"":36,""t"":7994},{""x"":869,""y"":579,""dx"":-102,""dy"":28,""t"":8028},{""x"":868,""y"":599,""dx"":-103,""dy"":48,""t"":8062},{""x"":872,""y"":575,""dx"":-99,""dy"":24,""t"":8096},{""x"":887,""y"":570,""dx"":-84,""dy"":19,""t"":8130},{""x"":917,""y"":586,""dx"":-54,""dy"":35,""t"":8164},{""x"":925,""y"":613,""dx"":-46,""dy"":62,""t"":8198},{""x"":915,""y"":586,""dx"":-56,""dy"":35,""t"":8233},{""x"":930,""y"":600,""dx"":-41,""dy"":49,""t"":8266},{""x"":903,""y"":628,""dx"":-68,""dy"":77,""t"":8301},{""x"":911,""y"":641,""dx"":-60,""dy"":90,""t"":8334},{""x"":872,""y"":619,""dx"":-99,""dy"":68,""t"":8368},{""x"":859,""y"":598,""dx"":-112,""dy"":47,""t"":8402},{""x"":843,""y"":608,""dx"":-128,""dy"":57,""t"":8437},{""x"":826,""y"":610,""dx"":-145,""dy"":59,""t"":8471},{""x"":807,""y"":593,""dx"":-164,""dy"":42,""t"":8505},{""x"":786,""y"":596,""dx"":-185,""dy"":45,""t"":8538},{""x"":806,""y"":568,""dx"":-165,""dy"":17,""t"":8572},{""x"":820,""y"":586,""dx"":-151,""dy"":35,""t"":8607},{""x"":841,""y"":587,""dx"":-130,""dy"":36,""t"":8640},{""x"":851,""y"":575,""dx"":-120,""dy"":24,""t"":8674},{""x"":854,""y"":556,""dx"":-117,""dy"":5,""t"":8708},{""x"":853,""y"":524,""dx"":-118,""dy"":-27,""t"":8742},{""x"":863,""y"":526,""dx"":-108,""dy"":-25,""t"":8776},{""x"":862,""y"":524,""dx"":-109,""dy"":-27,""t"":8810},{""x"":869,""y"":550,""dx"":-102,""dy"":-1,""t"":8844},{""x"":871,""y"":564,""dx"":-100,""dy"":13,""t"":8878},{""x"":887,""y"":545,""dx"":-84,""dy"":-6,""t"":8912},{""x"":875,""y"":544,""dx"":-96,""dy"":-7,""t"":8946},{""x"":887,""y"":535,""dx"":-84,""dy"":-16,""t"":8980},{""x"":874,""y"":530,""dx"":-97,""dy"":-21,""t"":9014}],[{""x"":523,""y"":771,""dx"":32,""dy"":-50,""t"":10034},{""x"":515,""y"":740,""dx"":24,""dy"":-81,""t"":10068},{""x"":504,""y"":743,""dx"":13,""dy"":-78,""t"":10102},{""x"":507,""y"":762,""dx"":16,""dy"":-59,""t"":10136},{""x"":496,""y"":759,""dx"":5,""dy"":-62,""t"":10170},{""x"":499,""y"":747,""dx"":8,""dy"":-74,""t"":10204},{""x"":507,""y"":774,""dx"":16,""dy"":-47,""t"":10239},{""x"":508,""y"":772,""dx"":17,""dy"":-49,""t"":10273},{""x"":505,""y"":763,""dx"":14,""dy"":-58,""t"":10306},{""x"":511,""y"":790,""dx"":20,""dy"":-31,""t"":10340},{""x"":514,""y"":784,""dx"":23,""dy"":-37,""t"":10374},{""x"":499,""y"":767,""dx"":8,""dy"":-54,""t"":10407},{""x"":515,""y"":784,""dx"":24,""dy"":-37,""t"":10442},{""x"":520,""y"":804,""dx"":29,""dy"":-17,""t"":10476},{""x"":551,""y"":825,""dx"":60,""dy"":4,""t"":10510},{""x"":554,""y"":777,""dx"":63,""dy"":-44,""t"":10544},{""x"":559,""y"":799,""dx"":68,""dy"":-22,""t"":10578},{""x"":529,""y"":759,""dx"":38,""dy"":-62,""t"":10612},{""x"":514,""y"":776,""dx"":23,""dy"":-45,""t"":10646},{""x"":512,""y"":760,""dx"":21,""dy"":-61,""t"":10680},{""x"":510,""y"":744,""dx"":19,""dy"":-77,""t"":10714},{""x"":502,""y"":729,""dx"":11,""dy"":-92,""t"":10746},{""x"":495,""y"":725,""dx"":4,""dy"":-96,""t"":10782},{""x"":511,""y"":762,""dx"":20,""dy"":-59,""t"":10816},{""x"":528,""y"":783,""dx"":37,""dy"":-38,""t"":10850},{""x"":528,""y"":771,""dx"":37,""dy"":-50,""t"":10884},{""x"":528,""y"":717,""dx"":37,""dy"":-104,""t"":10917},{""x"":549,""y"":730,""dx"":58,""dy"":-91,""t"":10953},{""x"":542,""y"":693,""dx"":51,""dy"":-128,""t"":10986},{""x"":554,""y"":665,""dx"":63,""dy"":-156,""t"":11020},{""x"":553,""y"":637,""dx"":62,""dy"":-184,""t"":11055},{""x"":537,""y"":657,""dx"":46,""dy"":-164,""t"":11088},{""x"":538,""y"":648,""dx"":47,""dy"":-173,""t"":11122},{""x"":539,""y"":640,""dx"":48,""dy"":-181,""t"":11154},{""x"":522,""y"":653,""dx"":31,""dy"":-168,""t"":11190},{""x"":508,""y"":652,""dx"":17,""dy"":-169,""t"":11223},{""x"":494,""y"":664,""dx"":3,""dy"":-157,""t"":11259},{""x"":514,""y"":711,""dx"":23,""dy"":-110,""t"":11292},{""x"":511,""y"":715,""dx"":20,""dy"":-106,""t"":11327},{""x"":509,""y"":717,""dx"":18,""dy"":-104,""t"":11360},{""x"":508,""y"":718,""dx"":17,""dy"":-103,""t"":11395},{""x"":496,""y"":753,""dx"":5,""dy"":-68,""t"":11428},{""x"":508,""y"":783,""dx"":17,""dy"":-38,""t"":11462},{""x"":490,""y"":781,""dx"":-1,""dy"":-40,""t"":11495},{""x"":511,""y"":814,""dx"":20,""dy"":-7,""t"":11530},{""x"":534,""y"":805,""dx"":43,""dy"":-16,""t"":11564},{""x"":530,""y"":795,""dx"":39,""dy"":-26,""t"":11598},{""x"":545,""y"":834,""dx"":54,""dy"":13,""t"":11633},{""x"":540,""y"":814,""dx"":49,""dy"":-7,""t"":11666},{""x"":559,""y"":850,""dx"":68,""dy"":29,""t"":11700},{""x"":550,""y"":834,""dx"":59,""dy"":13,""t"":11734},{""x"":529,""y"":817,""dx"":38,""dy"":-4,""t"":11768},{""x"":526,""y"":828,""dx"":35,""dy"":7,""t"":11802},{""x"":519,""y"":818,""dx"":28,""dy"":-3,""t"":11837},{""x"":518,""y"":809,""dx"":27,""dy"":-12,""t"":11870},{""x"":509,""y"":813,""dx"":18,""dy"":-8,""t"":11904},{""x"":503,""y"":795,""dx"":12,""dy"":-26,""t"":11938},{""x"":496,""y"":792,""dx"":5,""dy"":-29,""t"":11973},{""x"":527,""y"":789,""dx"":36,""dy"":-32,""t"":12007}],[{""x"":1134,""y"":1069,""dx"":-317,""dy"":248,""t"":13027},{""x"":1183,""y"":963,""dx"":-268,""dy"":142,""t"":13060},{""x"":1265,""y"":918,""dx"":-186,""dy"":97,""t"":13094},{""x"":1316,""y"":838,""dx"":-135,""dy"":17,""t"":13128},{""x"":1370,""y"":818,""dx"":-81,""dy"":-3,""t"":13162},{""x"":1400,""y"":737,""dx"":-51,""dy"":-84,""t"":13196},{""x"":1428,""y"":737,""dx"":-23,""dy"":-84,""t"":13230},{""x"":1461,""y"":764,""dx"":10,""dy"":-57,""t"":13264},{""x"":1471,""y"":765,""dx"":20,""dy"":-56,""t"":13297},{""x"":1475,""y"":778,""dx"":24,""dy"":-43,""t"":13332},{""x"":1478,""y"":797,""dx"":27,""dy"":-24,""t"":13366},{""x"":1481,""y"":791,""dx"":30,""dy"":-30,""t"":13401},{""x"":1476,""y"":711,""dx"":25,""dy"":-110,""t"":13434},{""x"":1467,""y"":704,""dx"":16,""dy"":-117,""t"":13468},{""x"":1453,""y"":698,""dx"":2,""dy"":-123,""t"":13503},{""x"":1448,""y"":679,""dx"":-3,""dy"":-142,""t"":13536},{""x"":1429,""y"":648,""dx"":-22,""dy"":-173,""t"":13569},{""x"":1407,""y"":613,""dx"":-44,""dy"":-208,""t"":13604},{""x"":1388,""y"":626,""dx"":-63,""dy"":-195,""t"":13638},{""x"":1385,""y"":646,""dx"":-66,""dy"":-175,""t"":13673},{""x"":1379,""y"":662,""dx"":-72,""dy"":-159,""t"":13707},{""x"":1371,""y"":631,""dx"":-80,""dy"":-190,""t"":13740},{""x"":1333,""y"":604,""dx"":-118,""dy"":-217,""t"":13774},{""x"":1347,""y"":666,""dx"":-104,""dy"":-155,""t"":13808},{""x"":1317,""y"":733,""dx"":-134,""dy"":-88,""t"":13842},{""x"":1318,""y"":708,""dx"":-133,""dy"":-113,""t"":13876},{""x"":1322,""y"":671,""dx"":-129,""dy"":-150,""t"":13911},{""x"":1348,""y"":657,""dx"":-103,""dy"":-164,""t"":13944},{""x"":1359,""y"":626,""dx"":-92,""dy"":-195,""t"":13978},{""x"":1373,""y"":694,""dx"":-78,""dy"":-127,""t"":14012},{""x"":1368,""y"":701,""dx"":-83,""dy"":-120,""t"":14047},{""x"":1353,""y"":677,""dx"":-98,""dy"":-144,""t"":14080},{""x"":1374,""y"":718,""dx"":-77,""dy"":-103,""t"":14114},{""x"":1370,""y"":693,""dx"":-81,""dy"":-128,""t"":14148},{""x"":1372,""y"":685,""dx"":-79,""dy"":-136,""t"":14182},{""x"":1384,""y"":720,""dx"":-67,""dy"":-101,""t"":14217},{""x"":1389,""y"":783,""dx"":-62,""dy"":-38,""t"":14250},{""x"":1382,""y"":743,""dx"":-69,""dy"":-78,""t"":14284},{""x"":1377,""y"":708,""dx"":-74,""dy"":-113,""t"":14316},{""x"":1389,""y"":717,""dx"":-62,""dy"":-104,""t"":14353},{""x"":1385,""y"":714,""dx"":-66,""dy"":-107,""t"":14386},{""x"":1356,""y"":722,""dx"":-95,""dy"":-99,""t"":14420},{""x"":1351,""y"":707,""dx"":-100,""dy"":-114,""t"":14455},{""x"":1328,""y"":691,""dx"":-123,""dy"":-130,""t"":14488},{""x"":1302,""y"":637,""dx"":-149,""dy"":-184,""t"":14523},{""x"":1314,""y"":679,""dx"":-137,""dy"":-142,""t"":14556},{""x"":1302,""y"":653,""dx"":-149,""dy"":-168,""t"":14590},{""x"":1305,""y"":723,""dx"":-146,""dy"":-98,""t"":14624},{""x"":1344,""y"":806,""dx"":-107,""dy"":-15,""t"":14659},{""x"":1316,""y"":739,""dx"":-135,""dy"":-82,""t"":14692},{""x"":1286,""y"":729,""dx"":-165,""dy"":-92,""t"":14726},{""x"":1280,""y"":733,""dx"":-171,""dy"":-88,""t"":14760},{""x"":1322,""y"":792,""dx"":-129,""dy"":-29,""t"":14794},{""x"":1332,""y"":775,""dx"":-119,""dy"":-46,""t"":14828},{""x"":1357,""y"":787,""dx"":-94,""dy"":-34,""t"":14862},{""x"":1367,""y"":784,""dx"":-84,""dy"":-37,""t"":14896},{""x"":1370,""y"":784,""dx"":-81,""dy"":-37,""t"":14930},{""x"":1355,""y"":769,""dx"":-96,""dy"":-52,""t"":14964},{""x"":1371,""y"":765,""dx"":-80,""dy"":-56,""t"":14998},{""x"":1350,""y"":736,""dx"":-101,""dy"":-85,""t"":15032}]]","[96.66666666666667,71.1864406779661,100,100,83.33333333333334]","[{""x"":7.4,""y"":96.43333333333334,""r"":99.84084113951869},{""x"":-41.05084745762712,""y"":146.33898305084745,""r"":124.92404012061672},{""x"":-80.31666666666666,""y"":30.45,""r"":75.23965136125537},{""x"":29.54237288135593,""y"":-63.186440677966104,""r"":41.489309789075975},{""x"":-87.11666666666666,""y"":-90.63333333333334,""r"":105.81908214789772}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","47704","0.0-5.0-0.0","","","","","511"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，500毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的 "" 4 "" ,"" 8 "","" 6 "","" 2 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
