"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","load_time","stimulus","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","webgazer_targets_data","correct","response_target","response_answer"
"true","fullscreen","0","1958","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1968","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","4619","0.0-2.0-0.0","","","","","2649","{""name"":""wfy"",""age"":""24""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","6290","0.0-2.0-1.0","","","","","1670","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","4","8121","0.0-3.0","","","","","","","","807","","","","","","","","","","","","","","","","",""
"","html-button-response","5","8733","0.0-4.0-0.0","","","","","610","0","","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","6","19204","0.0-4.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","7","19855","0.0-4.0-2.0","","","","","651","0","","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","",""
"","webgazer-validate","8","36755","0.0-4.0-3.0","","","","","","","","","","[[{""x"":496,""y"":289,""dx"":5,""dy"":8,""t"":1023},{""x"":474,""y"":292,""dx"":-17,""dy"":11,""t"":1055},{""x"":445,""y"":312,""dx"":-46,""dy"":31,""t"":1089},{""x"":467,""y"":316,""dx"":-24,""dy"":35,""t"":1125},{""x"":441,""y"":322,""dx"":-50,""dy"":41,""t"":1158},{""x"":473,""y"":327,""dx"":-18,""dy"":46,""t"":1192},{""x"":481,""y"":319,""dx"":-10,""dy"":38,""t"":1227},{""x"":494,""y"":325,""dx"":3,""dy"":44,""t"":1259},{""x"":448,""y"":330,""dx"":-43,""dy"":49,""t"":1294},{""x"":476,""y"":328,""dx"":-15,""dy"":47,""t"":1329},{""x"":459,""y"":322,""dx"":-32,""dy"":41,""t"":1361},{""x"":459,""y"":319,""dx"":-32,""dy"":38,""t"":1396},{""x"":446,""y"":325,""dx"":-45,""dy"":44,""t"":1431},{""x"":473,""y"":345,""dx"":-18,""dy"":64,""t"":1463},{""x"":495,""y"":347,""dx"":4,""dy"":66,""t"":1497},{""x"":523,""y"":349,""dx"":32,""dy"":68,""t"":1533},{""x"":588,""y"":346,""dx"":97,""dy"":65,""t"":1566},{""x"":584,""y"":352,""dx"":93,""dy"":71,""t"":1600},{""x"":541,""y"":371,""dx"":50,""dy"":90,""t"":1635},{""x"":556,""y"":372,""dx"":65,""dy"":91,""t"":1668},{""x"":530,""y"":390,""dx"":39,""dy"":109,""t"":1702},{""x"":541,""y"":386,""dx"":50,""dy"":105,""t"":1737},{""x"":546,""y"":377,""dx"":55,""dy"":96,""t"":1769},{""x"":549,""y"":360,""dx"":58,""dy"":79,""t"":1804},{""x"":596,""y"":346,""dx"":105,""dy"":65,""t"":1839},{""x"":590,""y"":339,""dx"":99,""dy"":58,""t"":1872},{""x"":571,""y"":338,""dx"":80,""dy"":57,""t"":1906},{""x"":549,""y"":341,""dx"":58,""dy"":60,""t"":1941},{""x"":532,""y"":342,""dx"":41,""dy"":61,""t"":1974},{""x"":517,""y"":342,""dx"":26,""dy"":61,""t"":2007},{""x"":482,""y"":345,""dx"":-9,""dy"":64,""t"":2042},{""x"":481,""y"":340,""dx"":-10,""dy"":59,""t"":2076},{""x"":514,""y"":334,""dx"":23,""dy"":53,""t"":2108},{""x"":513,""y"":337,""dx"":22,""dy"":56,""t"":2143},{""x"":514,""y"":332,""dx"":23,""dy"":51,""t"":2177},{""x"":490,""y"":338,""dx"":-1,""dy"":57,""t"":2213},{""x"":480,""y"":346,""dx"":-11,""dy"":65,""t"":2245},{""x"":474,""y"":339,""dx"":-17,""dy"":58,""t"":2279},{""x"":504,""y"":327,""dx"":13,""dy"":46,""t"":2315},{""x"":488,""y"":352,""dx"":-3,""dy"":71,""t"":2347},{""x"":488,""y"":357,""dx"":-3,""dy"":76,""t"":2382},{""x"":483,""y"":361,""dx"":-8,""dy"":80,""t"":2414},{""x"":474,""y"":383,""dx"":-17,""dy"":102,""t"":2452},{""x"":487,""y"":388,""dx"":-4,""dy"":107,""t"":2484},{""x"":483,""y"":390,""dx"":-8,""dy"":109,""t"":2518},{""x"":480,""y"":386,""dx"":-11,""dy"":105,""t"":2554},{""x"":479,""y"":386,""dx"":-12,""dy"":105,""t"":2586},{""x"":479,""y"":387,""dx"":-12,""dy"":106,""t"":2619},{""x"":484,""y"":374,""dx"":-7,""dy"":93,""t"":2654},{""x"":491,""y"":360,""dx"":0,""dy"":79,""t"":2689},{""x"":504,""y"":346,""dx"":13,""dy"":65,""t"":2721},{""x"":511,""y"":339,""dx"":20,""dy"":58,""t"":2755},{""x"":523,""y"":332,""dx"":32,""dy"":51,""t"":2791},{""x"":517,""y"":329,""dx"":26,""dy"":48,""t"":2824},{""x"":519,""y"":346,""dx"":28,""dy"":65,""t"":2858},{""x"":519,""y"":337,""dx"":28,""dy"":56,""t"":2893},{""x"":538,""y"":324,""dx"":47,""dy"":43,""t"":2925},{""x"":525,""y"":336,""dx"":34,""dy"":55,""t"":2959}],[{""x"":1723,""y"":349,""dx"":272,""dy"":68,""t"":4013},{""x"":1705,""y"":366,""dx"":254,""dy"":85,""t"":4047},{""x"":1691,""y"":363,""dx"":240,""dy"":82,""t"":4083},{""x"":1690,""y"":371,""dx"":239,""dy"":90,""t"":4115},{""x"":1677,""y"":378,""dx"":226,""dy"":97,""t"":4149},{""x"":1661,""y"":389,""dx"":210,""dy"":108,""t"":4183},{""x"":1677,""y"":402,""dx"":226,""dy"":121,""t"":4221},{""x"":1651,""y"":443,""dx"":200,""dy"":162,""t"":4252},{""x"":1660,""y"":451,""dx"":209,""dy"":170,""t"":4286},{""x"":1655,""y"":443,""dx"":204,""dy"":162,""t"":4321},{""x"":1628,""y"":430,""dx"":177,""dy"":149,""t"":4353},{""x"":1631,""y"":421,""dx"":180,""dy"":140,""t"":4387},{""x"":1631,""y"":426,""dx"":180,""dy"":145,""t"":4423},{""x"":1640,""y"":425,""dx"":189,""dy"":144,""t"":4455},{""x"":1604,""y"":414,""dx"":153,""dy"":133,""t"":4489},{""x"":1608,""y"":420,""dx"":157,""dy"":139,""t"":4525},{""x"":1626,""y"":416,""dx"":175,""dy"":135,""t"":4558},{""x"":1644,""y"":410,""dx"":193,""dy"":129,""t"":4593},{""x"":1659,""y"":405,""dx"":208,""dy"":124,""t"":4625},{""x"":1651,""y"":386,""dx"":200,""dy"":105,""t"":4661},{""x"":1647,""y"":361,""dx"":196,""dy"":80,""t"":4695},{""x"":1608,""y"":337,""dx"":157,""dy"":56,""t"":4728},{""x"":1572,""y"":312,""dx"":121,""dy"":31,""t"":4764},{""x"":1564,""y"":291,""dx"":113,""dy"":10,""t"":4796},{""x"":1558,""y"":283,""dx"":107,""dy"":2,""t"":4830},{""x"":1526,""y"":267,""dx"":75,""dy"":-14,""t"":4866},{""x"":1504,""y"":260,""dx"":53,""dy"":-21,""t"":4899},{""x"":1490,""y"":254,""dx"":39,""dy"":-27,""t"":4931},{""x"":1476,""y"":259,""dx"":25,""dy"":-22,""t"":4967},{""x"":1459,""y"":261,""dx"":8,""dy"":-20,""t"":4999},{""x"":1452,""y"":272,""dx"":1,""dy"":-9,""t"":5033},{""x"":1447,""y"":272,""dx"":-4,""dy"":-9,""t"":5069},{""x"":1455,""y"":283,""dx"":4,""dy"":2,""t"":5101},{""x"":1466,""y"":275,""dx"":15,""dy"":-6,""t"":5135},{""x"":1473,""y"":269,""dx"":22,""dy"":-12,""t"":5171},{""x"":1494,""y"":261,""dx"":43,""dy"":-20,""t"":5203},{""x"":1517,""y"":266,""dx"":66,""dy"":-15,""t"":5237},{""x"":1511,""y"":248,""dx"":60,""dy"":-33,""t"":5273},{""x"":1500,""y"":265,""dx"":49,""dy"":-16,""t"":5305},{""x"":1527,""y"":248,""dx"":76,""dy"":-33,""t"":5341},{""x"":1543,""y"":236,""dx"":92,""dy"":-45,""t"":5375},{""x"":1538,""y"":233,""dx"":87,""dy"":-48,""t"":5408},{""x"":1523,""y"":234,""dx"":72,""dy"":-47,""t"":5442},{""x"":1513,""y"":235,""dx"":62,""dy"":-46,""t"":5477},{""x"":1505,""y"":231,""dx"":54,""dy"":-50,""t"":5509},{""x"":1530,""y"":223,""dx"":79,""dy"":-58,""t"":5543},{""x"":1515,""y"":227,""dx"":64,""dy"":-54,""t"":5579},{""x"":1530,""y"":240,""dx"":79,""dy"":-41,""t"":5611},{""x"":1556,""y"":232,""dx"":105,""dy"":-49,""t"":5646},{""x"":1563,""y"":247,""dx"":112,""dy"":-34,""t"":5679},{""x"":1570,""y"":259,""dx"":119,""dy"":-22,""t"":5715},{""x"":1549,""y"":275,""dx"":98,""dy"":-6,""t"":5748},{""x"":1536,""y"":281,""dx"":85,""dy"":0,""t"":5782},{""x"":1528,""y"":289,""dx"":77,""dy"":8,""t"":5818},{""x"":1522,""y"":285,""dx"":71,""dy"":4,""t"":5850},{""x"":1516,""y"":281,""dx"":65,""dy"":0,""t"":5883},{""x"":1524,""y"":278,""dx"":73,""dy"":-3,""t"":5917},{""x"":1532,""y"":278,""dx"":81,""dy"":-3,""t"":5953},{""x"":1511,""y"":310,""dx"":60,""dy"":29,""t"":5986}],[{""x"":795,""y"":522,""dx"":-176,""dy"":-29,""t"":7005},{""x"":791,""y"":527,""dx"":-180,""dy"":-24,""t"":7041},{""x"":781,""y"":530,""dx"":-190,""dy"":-21,""t"":7073},{""x"":801,""y"":492,""dx"":-170,""dy"":-59,""t"":7107},{""x"":761,""y"":533,""dx"":-210,""dy"":-18,""t"":7143},{""x"":768,""y"":561,""dx"":-203,""dy"":10,""t"":7175},{""x"":814,""y"":538,""dx"":-157,""dy"":-13,""t"":7209},{""x"":822,""y"":541,""dx"":-149,""dy"":-10,""t"":7244},{""x"":813,""y"":553,""dx"":-158,""dy"":2,""t"":7280},{""x"":836,""y"":585,""dx"":-135,""dy"":34,""t"":7312},{""x"":846,""y"":619,""dx"":-125,""dy"":68,""t"":7345},{""x"":858,""y"":621,""dx"":-113,""dy"":70,""t"":7381},{""x"":870,""y"":617,""dx"":-101,""dy"":66,""t"":7413},{""x"":886,""y"":579,""dx"":-85,""dy"":28,""t"":7447},{""x"":888,""y"":583,""dx"":-83,""dy"":32,""t"":7481},{""x"":905,""y"":546,""dx"":-66,""dy"":-5,""t"":7517},{""x"":872,""y"":571,""dx"":-99,""dy"":20,""t"":7549},{""x"":868,""y"":524,""dx"":-103,""dy"":-27,""t"":7585},{""x"":841,""y"":536,""dx"":-130,""dy"":-15,""t"":7617},{""x"":854,""y"":508,""dx"":-117,""dy"":-43,""t"":7653},{""x"":833,""y"":506,""dx"":-138,""dy"":-45,""t"":7685},{""x"":829,""y"":486,""dx"":-142,""dy"":-65,""t"":7720},{""x"":841,""y"":463,""dx"":-130,""dy"":-88,""t"":7756},{""x"":847,""y"":464,""dx"":-124,""dy"":-87,""t"":7787},{""x"":817,""y"":471,""dx"":-154,""dy"":-80,""t"":7822},{""x"":798,""y"":488,""dx"":-173,""dy"":-63,""t"":7857},{""x"":782,""y"":502,""dx"":-189,""dy"":-49,""t"":7889},{""x"":764,""y"":522,""dx"":-207,""dy"":-29,""t"":7924},{""x"":769,""y"":525,""dx"":-202,""dy"":-26,""t"":7958},{""x"":764,""y"":538,""dx"":-207,""dy"":-13,""t"":7993},{""x"":775,""y"":528,""dx"":-196,""dy"":-23,""t"":8026},{""x"":768,""y"":547,""dx"":-203,""dy"":-4,""t"":8060},{""x"":797,""y"":500,""dx"":-174,""dy"":-51,""t"":8095},{""x"":824,""y"":519,""dx"":-147,""dy"":-32,""t"":8128},{""x"":828,""y"":490,""dx"":-143,""dy"":-61,""t"":8162},{""x"":854,""y"":520,""dx"":-117,""dy"":-31,""t"":8198},{""x"":886,""y"":482,""dx"":-85,""dy"":-69,""t"":8230},{""x"":889,""y"":512,""dx"":-82,""dy"":-39,""t"":8264},{""x"":879,""y"":485,""dx"":-92,""dy"":-66,""t"":8301},{""x"":874,""y"":499,""dx"":-97,""dy"":-52,""t"":8332},{""x"":888,""y"":468,""dx"":-83,""dy"":-83,""t"":8365},{""x"":870,""y"":491,""dx"":-101,""dy"":-60,""t"":8401},{""x"":880,""y"":470,""dx"":-91,""dy"":-81,""t"":8433},{""x"":899,""y"":522,""dx"":-72,""dy"":-29,""t"":8468},{""x"":897,""y"":508,""dx"":-74,""dy"":-43,""t"":8501},{""x"":912,""y"":551,""dx"":-59,""dy"":0,""t"":8537},{""x"":925,""y"":513,""dx"":-46,""dy"":-38,""t"":8569},{""x"":897,""y"":528,""dx"":-74,""dy"":-23,""t"":8603},{""x"":893,""y"":508,""dx"":-78,""dy"":-43,""t"":8639},{""x"":866,""y"":517,""dx"":-105,""dy"":-34,""t"":8671},{""x"":876,""y"":481,""dx"":-95,""dy"":-70,""t"":8705},{""x"":883,""y"":521,""dx"":-88,""dy"":-30,""t"":8741},{""x"":867,""y"":504,""dx"":-104,""dy"":-47,""t"":8773},{""x"":883,""y"":544,""dx"":-88,""dy"":-7,""t"":8807},{""x"":865,""y"":522,""dx"":-106,""dy"":-29,""t"":8841},{""x"":848,""y"":524,""dx"":-123,""dy"":-27,""t"":8877},{""x"":849,""y"":493,""dx"":-122,""dy"":-58,""t"":8909},{""x"":814,""y"":521,""dx"":-157,""dy"":-30,""t"":8943},{""x"":828,""y"":489,""dx"":-143,""dy"":-62,""t"":8977}],[{""x"":384,""y"":686,""dx"":-107,""dy"":-135,""t"":10031},{""x"":389,""y"":688,""dx"":-102,""dy"":-133,""t"":10067},{""x"":402,""y"":677,""dx"":-89,""dy"":-144,""t"":10100},{""x"":407,""y"":664,""dx"":-84,""dy"":-157,""t"":10133},{""x"":436,""y"":647,""dx"":-55,""dy"":-174,""t"":10169},{""x"":437,""y"":648,""dx"":-54,""dy"":-173,""t"":10201},{""x"":431,""y"":657,""dx"":-60,""dy"":-164,""t"":10235},{""x"":423,""y"":668,""dx"":-68,""dy"":-153,""t"":10271},{""x"":415,""y"":681,""dx"":-76,""dy"":-140,""t"":10304},{""x"":445,""y"":679,""dx"":-46,""dy"":-142,""t"":10337},{""x"":467,""y"":690,""dx"":-24,""dy"":-131,""t"":10373},{""x"":484,""y"":700,""dx"":-7,""dy"":-121,""t"":10405},{""x"":490,""y"":693,""dx"":-1,""dy"":-128,""t"":10440},{""x"":496,""y"":676,""dx"":5,""dy"":-145,""t"":10473},{""x"":500,""y"":661,""dx"":9,""dy"":-160,""t"":10506},{""x"":506,""y"":668,""dx"":15,""dy"":-153,""t"":10544},{""x"":500,""y"":673,""dx"":9,""dy"":-148,""t"":10575},{""x"":461,""y"":698,""dx"":-30,""dy"":-123,""t"":10609},{""x"":443,""y"":706,""dx"":-48,""dy"":-115,""t"":10645},{""x"":423,""y"":707,""dx"":-68,""dy"":-114,""t"":10677},{""x"":406,""y"":715,""dx"":-85,""dy"":-106,""t"":10711},{""x"":424,""y"":707,""dx"":-67,""dy"":-114,""t"":10747},{""x"":442,""y"":698,""dx"":-49,""dy"":-123,""t"":10779},{""x"":457,""y"":691,""dx"":-34,""dy"":-130,""t"":10812},{""x"":463,""y"":702,""dx"":-28,""dy"":-119,""t"":10847},{""x"":483,""y"":709,""dx"":-8,""dy"":-112,""t"":10883},{""x"":455,""y"":715,""dx"":-36,""dy"":-106,""t"":10916},{""x"":494,""y"":724,""dx"":3,""dy"":-97,""t"":10949},{""x"":513,""y"":722,""dx"":22,""dy"":-99,""t"":10985},{""x"":539,""y"":720,""dx"":48,""dy"":-101,""t"":11017},{""x"":540,""y"":710,""dx"":49,""dy"":-111,""t"":11051},{""x"":560,""y"":706,""dx"":69,""dy"":-115,""t"":11087},{""x"":570,""y"":703,""dx"":79,""dy"":-118,""t"":11119},{""x"":573,""y"":702,""dx"":82,""dy"":-119,""t"":11154},{""x"":596,""y"":714,""dx"":105,""dy"":-107,""t"":11189},{""x"":580,""y"":728,""dx"":89,""dy"":-93,""t"":11221},{""x"":576,""y"":736,""dx"":85,""dy"":-85,""t"":11255},{""x"":599,""y"":736,""dx"":108,""dy"":-85,""t"":11291},{""x"":582,""y"":732,""dx"":91,""dy"":-89,""t"":11323},{""x"":573,""y"":748,""dx"":82,""dy"":-73,""t"":11357},{""x"":551,""y"":763,""dx"":60,""dy"":-58,""t"":11393},{""x"":534,""y"":788,""dx"":43,""dy"":-33,""t"":11426},{""x"":530,""y"":805,""dx"":39,""dy"":-16,""t"":11460},{""x"":512,""y"":815,""dx"":21,""dy"":-6,""t"":11496},{""x"":521,""y"":816,""dx"":30,""dy"":-5,""t"":11528},{""x"":519,""y"":816,""dx"":28,""dy"":-5,""t"":11562},{""x"":522,""y"":811,""dx"":31,""dy"":-10,""t"":11597},{""x"":483,""y"":818,""dx"":-8,""dy"":-3,""t"":11629},{""x"":475,""y"":810,""dx"":-16,""dy"":-11,""t"":11663},{""x"":438,""y"":796,""dx"":-53,""dy"":-25,""t"":11699},{""x"":421,""y"":792,""dx"":-70,""dy"":-29,""t"":11731},{""x"":390,""y"":811,""dx"":-101,""dy"":-10,""t"":11766},{""x"":423,""y"":797,""dx"":-68,""dy"":-24,""t"":11801},{""x"":407,""y"":810,""dx"":-84,""dy"":-11,""t"":11834},{""x"":426,""y"":807,""dx"":-65,""dy"":-14,""t"":11869},{""x"":444,""y"":803,""dx"":-47,""dy"":-18,""t"":11903},{""x"":428,""y"":806,""dx"":-63,""dy"":-15,""t"":11935},{""x"":411,""y"":812,""dx"":-80,""dy"":-9,""t"":11969},{""x"":452,""y"":819,""dx"":-39,""dy"":-2,""t"":12005}],[{""x"":1469,""y"":646,""dx"":18,""dy"":-175,""t"":13024},{""x"":1444,""y"":660,""dx"":-7,""dy"":-161,""t"":13059},{""x"":1426,""y"":660,""dx"":-25,""dy"":-161,""t"":13091},{""x"":1410,""y"":682,""dx"":-41,""dy"":-139,""t"":13125},{""x"":1407,""y"":718,""dx"":-44,""dy"":-103,""t"":13161},{""x"":1403,""y"":744,""dx"":-48,""dy"":-77,""t"":13193},{""x"":1393,""y"":771,""dx"":-58,""dy"":-50,""t"":13227},{""x"":1387,""y"":797,""dx"":-64,""dy"":-24,""t"":13263},{""x"":1400,""y"":800,""dx"":-51,""dy"":-21,""t"":13296},{""x"":1376,""y"":819,""dx"":-75,""dy"":-2,""t"":13330},{""x"":1368,""y"":838,""dx"":-83,""dy"":17,""t"":13365},{""x"":1351,""y"":856,""dx"":-100,""dy"":35,""t"":13398},{""x"":1344,""y"":857,""dx"":-107,""dy"":36,""t"":13432},{""x"":1348,""y"":847,""dx"":-103,""dy"":26,""t"":13467},{""x"":1361,""y"":827,""dx"":-90,""dy"":6,""t"":13500},{""x"":1356,""y"":814,""dx"":-95,""dy"":-7,""t"":13533},{""x"":1356,""y"":778,""dx"":-95,""dy"":-43,""t"":13569},{""x"":1366,""y"":759,""dx"":-85,""dy"":-62,""t"":13601},{""x"":1367,""y"":737,""dx"":-84,""dy"":-84,""t"":13635},{""x"":1373,""y"":717,""dx"":-78,""dy"":-104,""t"":13671},{""x"":1366,""y"":735,""dx"":-85,""dy"":-86,""t"":13702},{""x"":1355,""y"":749,""dx"":-96,""dy"":-72,""t"":13738},{""x"":1366,""y"":771,""dx"":-85,""dy"":-50,""t"":13771},{""x"":1351,""y"":799,""dx"":-100,""dy"":-22,""t"":13807},{""x"":1354,""y"":823,""dx"":-97,""dy"":2,""t"":13839},{""x"":1335,""y"":849,""dx"":-116,""dy"":28,""t"":13873},{""x"":1304,""y"":860,""dx"":-147,""dy"":39,""t"":13909},{""x"":1300,""y"":854,""dx"":-151,""dy"":33,""t"":13941},{""x"":1297,""y"":838,""dx"":-154,""dy"":17,""t"":13975},{""x"":1295,""y"":824,""dx"":-156,""dy"":3,""t"":14008},{""x"":1304,""y"":813,""dx"":-147,""dy"":-8,""t"":14045},{""x"":1313,""y"":792,""dx"":-138,""dy"":-29,""t"":14077},{""x"":1345,""y"":757,""dx"":-106,""dy"":-64,""t"":14110},{""x"":1345,""y"":750,""dx"":-106,""dy"":-71,""t"":14146},{""x"":1361,""y"":727,""dx"":-90,""dy"":-94,""t"":14181},{""x"":1374,""y"":714,""dx"":-77,""dy"":-107,""t"":14213},{""x"":1384,""y"":706,""dx"":-67,""dy"":-115,""t"":14247},{""x"":1381,""y"":714,""dx"":-70,""dy"":-107,""t"":14283},{""x"":1398,""y"":716,""dx"":-53,""dy"":-105,""t"":14315},{""x"":1411,""y"":720,""dx"":-40,""dy"":-101,""t"":14349},{""x"":1399,""y"":724,""dx"":-52,""dy"":-97,""t"":14385},{""x"":1402,""y"":732,""dx"":-49,""dy"":-89,""t"":14417},{""x"":1412,""y"":719,""dx"":-39,""dy"":-102,""t"":14451},{""x"":1422,""y"":703,""dx"":-29,""dy"":-118,""t"":14486},{""x"":1425,""y"":684,""dx"":-26,""dy"":-137,""t"":14521},{""x"":1439,""y"":687,""dx"":-12,""dy"":-134,""t"":14553},{""x"":1436,""y"":681,""dx"":-15,""dy"":-140,""t"":14587},{""x"":1439,""y"":669,""dx"":-12,""dy"":-152,""t"":14621},{""x"":1432,""y"":687,""dx"":-19,""dy"":-134,""t"":14657},{""x"":1418,""y"":688,""dx"":-33,""dy"":-133,""t"":14690},{""x"":1425,""y"":675,""dx"":-26,""dy"":-146,""t"":14724},{""x"":1457,""y"":668,""dx"":6,""dy"":-153,""t"":14759},{""x"":1473,""y"":684,""dx"":22,""dy"":-137,""t"":14791},{""x"":1480,""y"":731,""dx"":29,""dy"":-90,""t"":14825},{""x"":1478,""y"":755,""dx"":27,""dy"":-66,""t"":14861},{""x"":1483,""y"":742,""dx"":32,""dy"":-79,""t"":14894},{""x"":1480,""y"":728,""dx"":29,""dy"":-93,""t"":14928},{""x"":1463,""y"":719,""dx"":12,""dy"":-102,""t"":14963},{""x"":1445,""y"":706,""dx"":-6,""dy"":-115,""t"":14995}]]","[100,64.40677966101694,89.83050847457628,100,100]","[{""x"":13.551724137931034,""y"":64.17241379310344,""r"":53.608844058379916},{""x"":116.15254237288136,""y"":33,""r"":98.29197019476588},{""x"":-128.15254237288136,""y"":-28.83050847457627,""r"":52.858472341221045},{""x"":-12.169491525423728,""y"":-89.13559322033899,""r"":84.82751988504523},{""x"":-60.28813559322034,""y"":-71.50847457627118,""r"":73.25473925113707}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","","","","","","","","","",""
"","html-keyboard-response","9","38924","0.0-5.0-0.0","","","","","2168"," ","","","<p>回忆实验：试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是 2500 毫秒的样本展示，1000毫秒的空白间隔后，会有一个目标刺激的提示。</p> <p>要求：记忆所呈现刺激物的位置，根据提示选择对应刺激的位置，根据数字键盘的  "" 1 "","" 4 "" ,"" 7 "","" 9 "","" 6 "","" 3 "" 进行选择响应,如果不记得或者不存在选择""5""。</p><p>按"" ""键继续。</p>","","","","","","","","","","","","","","","",""
