"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","ans","ISI","type","size","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","1786","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","1792","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","11824","0.0-2.0-0.0","","","","","10027","{""name"":""张昊"",""age"":""23""}","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","14424","0.0-2.0-1.0","","","","","2599","{""sex"":""男""}","[0]","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","15344","0.0-3.0","","","","","918"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","70782","0.0-4.0","","","","","","","","","2139","","","","","","","","","","","","","","","",""
"","html-button-response","6","71598","0.0-5.0-0.0","","","","","814","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","81767","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","82366","0.0-5.0-2.0","","","","","598","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","99646","0.0-5.0-3.0","","","","","","","","","","[[{""x"":498,""y"":318,""dx"":7,""dy"":37,""t"":991},{""x"":524,""y"":348,""dx"":33,""dy"":67,""t"":1024},{""x"":522,""y"":360,""dx"":31,""dy"":79,""t"":1058},{""x"":552,""y"":373,""dx"":61,""dy"":92,""t"":1092},{""x"":605,""y"":393,""dx"":114,""dy"":112,""t"":1126},{""x"":615,""y"":395,""dx"":124,""dy"":114,""t"":1160},{""x"":616,""y"":380,""dx"":125,""dy"":99,""t"":1194},{""x"":620,""y"":395,""dx"":129,""dy"":114,""t"":1227},{""x"":606,""y"":381,""dx"":115,""dy"":100,""t"":1263},{""x"":598,""y"":353,""dx"":107,""dy"":72,""t"":1297},{""x"":606,""y"":354,""dx"":115,""dy"":73,""t"":1330},{""x"":609,""y"":367,""dx"":118,""dy"":86,""t"":1364},{""x"":614,""y"":378,""dx"":123,""dy"":97,""t"":1397},{""x"":595,""y"":361,""dx"":104,""dy"":80,""t"":1432},{""x"":606,""y"":365,""dx"":115,""dy"":84,""t"":1466},{""x"":616,""y"":371,""dx"":125,""dy"":90,""t"":1500},{""x"":625,""y"":379,""dx"":134,""dy"":98,""t"":1534},{""x"":661,""y"":386,""dx"":170,""dy"":105,""t"":1568},{""x"":648,""y"":372,""dx"":157,""dy"":91,""t"":1601},{""x"":642,""y"":349,""dx"":151,""dy"":68,""t"":1636},{""x"":635,""y"":330,""dx"":144,""dy"":49,""t"":1668},{""x"":623,""y"":335,""dx"":132,""dy"":54,""t"":1704},{""x"":573,""y"":344,""dx"":82,""dy"":63,""t"":1738},{""x"":598,""y"":369,""dx"":107,""dy"":88,""t"":1772},{""x"":613,""y"":380,""dx"":122,""dy"":99,""t"":1806},{""x"":576,""y"":363,""dx"":85,""dy"":82,""t"":1840},{""x"":569,""y"":354,""dx"":78,""dy"":73,""t"":1874},{""x"":582,""y"":378,""dx"":91,""dy"":97,""t"":1908},{""x"":596,""y"":396,""dx"":105,""dy"":115,""t"":1943},{""x"":606,""y"":404,""dx"":115,""dy"":123,""t"":1975},{""x"":624,""y"":395,""dx"":133,""dy"":114,""t"":2010},{""x"":615,""y"":395,""dx"":124,""dy"":114,""t"":2043},{""x"":608,""y"":395,""dx"":117,""dy"":114,""t"":2075},{""x"":587,""y"":388,""dx"":96,""dy"":107,""t"":2112},{""x"":542,""y"":403,""dx"":51,""dy"":122,""t"":2145},{""x"":545,""y"":417,""dx"":54,""dy"":136,""t"":2181},{""x"":523,""y"":436,""dx"":32,""dy"":155,""t"":2214},{""x"":530,""y"":429,""dx"":39,""dy"":148,""t"":2247},{""x"":511,""y"":409,""dx"":20,""dy"":128,""t"":2282},{""x"":534,""y"":398,""dx"":43,""dy"":117,""t"":2316},{""x"":539,""y"":385,""dx"":48,""dy"":104,""t"":2350},{""x"":551,""y"":388,""dx"":60,""dy"":107,""t"":2384},{""x"":551,""y"":384,""dx"":60,""dy"":103,""t"":2419},{""x"":546,""y"":377,""dx"":55,""dy"":96,""t"":2452},{""x"":555,""y"":353,""dx"":64,""dy"":72,""t"":2485},{""x"":563,""y"":348,""dx"":72,""dy"":67,""t"":2520},{""x"":574,""y"":347,""dx"":83,""dy"":66,""t"":2554},{""x"":557,""y"":334,""dx"":66,""dy"":53,""t"":2589},{""x"":542,""y"":366,""dx"":51,""dy"":85,""t"":2622},{""x"":541,""y"":361,""dx"":50,""dy"":80,""t"":2655},{""x"":558,""y"":359,""dx"":67,""dy"":78,""t"":2690},{""x"":563,""y"":370,""dx"":72,""dy"":89,""t"":2724},{""x"":571,""y"":383,""dx"":80,""dy"":102,""t"":2758},{""x"":590,""y"":383,""dx"":99,""dy"":102,""t"":2792},{""x"":601,""y"":392,""dx"":110,""dy"":111,""t"":2826},{""x"":584,""y"":364,""dx"":93,""dy"":83,""t"":2859},{""x"":611,""y"":368,""dx"":120,""dy"":87,""t"":2893},{""x"":597,""y"":355,""dx"":106,""dy"":74,""t"":2927},{""x"":572,""y"":359,""dx"":81,""dy"":78,""t"":2963}],[{""x"":1587,""y"":362,""dx"":136,""dy"":81,""t"":4016},{""x"":1539,""y"":358,""dx"":88,""dy"":77,""t"":4049},{""x"":1504,""y"":348,""dx"":53,""dy"":67,""t"":4085},{""x"":1476,""y"":336,""dx"":25,""dy"":55,""t"":4117},{""x"":1490,""y"":337,""dx"":39,""dy"":56,""t"":4153},{""x"":1445,""y"":343,""dx"":-6,""dy"":62,""t"":4186},{""x"":1440,""y"":313,""dx"":-11,""dy"":32,""t"":4220},{""x"":1429,""y"":308,""dx"":-22,""dy"":27,""t"":4254},{""x"":1425,""y"":302,""dx"":-26,""dy"":21,""t"":4288},{""x"":1422,""y"":297,""dx"":-29,""dy"":16,""t"":4322},{""x"":1407,""y"":300,""dx"":-44,""dy"":19,""t"":4356},{""x"":1402,""y"":307,""dx"":-49,""dy"":26,""t"":4390},{""x"":1396,""y"":308,""dx"":-55,""dy"":27,""t"":4424},{""x"":1389,""y"":310,""dx"":-62,""dy"":29,""t"":4459},{""x"":1387,""y"":312,""dx"":-64,""dy"":31,""t"":4492},{""x"":1387,""y"":323,""dx"":-64,""dy"":42,""t"":4526},{""x"":1375,""y"":335,""dx"":-76,""dy"":54,""t"":4560},{""x"":1359,""y"":349,""dx"":-92,""dy"":68,""t"":4594},{""x"":1348,""y"":368,""dx"":-103,""dy"":87,""t"":4627},{""x"":1347,""y"":378,""dx"":-104,""dy"":97,""t"":4662},{""x"":1376,""y"":365,""dx"":-75,""dy"":84,""t"":4696},{""x"":1394,""y"":352,""dx"":-57,""dy"":71,""t"":4730},{""x"":1394,""y"":354,""dx"":-57,""dy"":73,""t"":4764},{""x"":1411,""y"":338,""dx"":-40,""dy"":57,""t"":4798},{""x"":1420,""y"":325,""dx"":-31,""dy"":44,""t"":4831},{""x"":1456,""y"":350,""dx"":5,""dy"":69,""t"":4867},{""x"":1430,""y"":364,""dx"":-21,""dy"":83,""t"":4901},{""x"":1438,""y"":377,""dx"":-13,""dy"":96,""t"":4934},{""x"":1442,""y"":367,""dx"":-9,""dy"":86,""t"":4973},{""x"":1452,""y"":379,""dx"":1,""dy"":98,""t"":5011},{""x"":1460,""y"":388,""dx"":9,""dy"":107,""t"":5033},{""x"":1466,""y"":390,""dx"":15,""dy"":109,""t"":5070},{""x"":1457,""y"":384,""dx"":6,""dy"":103,""t"":5105},{""x"":1461,""y"":376,""dx"":10,""dy"":95,""t"":5138},{""x"":1501,""y"":372,""dx"":50,""dy"":91,""t"":5172},{""x"":1498,""y"":363,""dx"":47,""dy"":82,""t"":5207},{""x"":1495,""y"":356,""dx"":44,""dy"":75,""t"":5238},{""x"":1488,""y"":340,""dx"":37,""dy"":59,""t"":5274},{""x"":1516,""y"":356,""dx"":65,""dy"":75,""t"":5309},{""x"":1512,""y"":339,""dx"":61,""dy"":58,""t"":5342},{""x"":1504,""y"":317,""dx"":53,""dy"":36,""t"":5376},{""x"":1491,""y"":325,""dx"":40,""dy"":44,""t"":5409},{""x"":1467,""y"":331,""dx"":16,""dy"":50,""t"":5444},{""x"":1466,""y"":340,""dx"":15,""dy"":59,""t"":5477},{""x"":1430,""y"":355,""dx"":-21,""dy"":74,""t"":5512},{""x"":1422,""y"":342,""dx"":-29,""dy"":61,""t"":5546},{""x"":1418,""y"":357,""dx"":-33,""dy"":76,""t"":5580},{""x"":1397,""y"":336,""dx"":-54,""dy"":55,""t"":5614},{""x"":1396,""y"":345,""dx"":-55,""dy"":64,""t"":5646},{""x"":1387,""y"":321,""dx"":-64,""dy"":40,""t"":5681},{""x"":1392,""y"":335,""dx"":-59,""dy"":54,""t"":5716},{""x"":1412,""y"":341,""dx"":-39,""dy"":60,""t"":5751},{""x"":1431,""y"":347,""dx"":-20,""dy"":66,""t"":5785},{""x"":1439,""y"":370,""dx"":-12,""dy"":89,""t"":5818},{""x"":1449,""y"":379,""dx"":-2,""dy"":98,""t"":5852},{""x"":1456,""y"":375,""dx"":5,""dy"":94,""t"":5886},{""x"":1462,""y"":378,""dx"":11,""dy"":97,""t"":5920},{""x"":1462,""y"":374,""dx"":11,""dy"":93,""t"":5953},{""x"":1466,""y"":371,""dx"":15,""dy"":90,""t"":5988}],[{""x"":893,""y"":413,""dx"":-78,""dy"":-138,""t"":7008},{""x"":914,""y"":386,""dx"":-57,""dy"":-165,""t"":7041},{""x"":938,""y"":394,""dx"":-33,""dy"":-157,""t"":7077},{""x"":945,""y"":391,""dx"":-26,""dy"":-160,""t"":7110},{""x"":948,""y"":400,""dx"":-23,""dy"":-151,""t"":7144},{""x"":951,""y"":385,""dx"":-20,""dy"":-166,""t"":7177},{""x"":965,""y"":388,""dx"":-6,""dy"":-163,""t"":7211},{""x"":961,""y"":376,""dx"":-10,""dy"":-175,""t"":7244},{""x"":967,""y"":383,""dx"":-4,""dy"":-168,""t"":7280},{""x"":958,""y"":396,""dx"":-13,""dy"":-155,""t"":7313},{""x"":934,""y"":427,""dx"":-37,""dy"":-124,""t"":7348},{""x"":897,""y"":454,""dx"":-74,""dy"":-97,""t"":7381},{""x"":894,""y"":459,""dx"":-77,""dy"":-92,""t"":7416},{""x"":910,""y"":460,""dx"":-61,""dy"":-91,""t"":7450},{""x"":924,""y"":441,""dx"":-47,""dy"":-110,""t"":7484},{""x"":918,""y"":458,""dx"":-53,""dy"":-93,""t"":7518},{""x"":903,""y"":479,""dx"":-68,""dy"":-72,""t"":7552},{""x"":908,""y"":522,""dx"":-63,""dy"":-29,""t"":7585},{""x"":898,""y"":521,""dx"":-73,""dy"":-30,""t"":7620},{""x"":909,""y"":544,""dx"":-62,""dy"":-7,""t"":7654},{""x"":878,""y"":537,""dx"":-93,""dy"":-14,""t"":7688},{""x"":907,""y"":510,""dx"":-64,""dy"":-41,""t"":7722},{""x"":908,""y"":502,""dx"":-63,""dy"":-49,""t"":7756},{""x"":933,""y"":484,""dx"":-38,""dy"":-67,""t"":7790},{""x"":920,""y"":488,""dx"":-51,""dy"":-63,""t"":7824},{""x"":923,""y"":470,""dx"":-48,""dy"":-81,""t"":7859},{""x"":910,""y"":435,""dx"":-61,""dy"":-116,""t"":7893},{""x"":900,""y"":421,""dx"":-71,""dy"":-130,""t"":7926},{""x"":891,""y"":407,""dx"":-80,""dy"":-144,""t"":7960},{""x"":880,""y"":405,""dx"":-91,""dy"":-146,""t"":7994},{""x"":902,""y"":401,""dx"":-69,""dy"":-150,""t"":8027},{""x"":893,""y"":400,""dx"":-78,""dy"":-151,""t"":8062},{""x"":873,""y"":406,""dx"":-98,""dy"":-145,""t"":8096},{""x"":898,""y"":416,""dx"":-73,""dy"":-135,""t"":8129},{""x"":895,""y"":428,""dx"":-76,""dy"":-123,""t"":8164},{""x"":887,""y"":416,""dx"":-84,""dy"":-135,""t"":8198},{""x"":915,""y"":400,""dx"":-56,""dy"":-151,""t"":8232},{""x"":912,""y"":397,""dx"":-59,""dy"":-154,""t"":8266},{""x"":886,""y"":397,""dx"":-85,""dy"":-154,""t"":8300},{""x"":911,""y"":385,""dx"":-60,""dy"":-166,""t"":8334},{""x"":949,""y"":407,""dx"":-22,""dy"":-144,""t"":8368},{""x"":961,""y"":417,""dx"":-10,""dy"":-134,""t"":8402},{""x"":950,""y"":431,""dx"":-21,""dy"":-120,""t"":8436},{""x"":957,""y"":436,""dx"":-14,""dy"":-115,""t"":8470},{""x"":973,""y"":453,""dx"":2,""dy"":-98,""t"":8505},{""x"":1006,""y"":452,""dx"":35,""dy"":-99,""t"":8538},{""x"":1017,""y"":453,""dx"":46,""dy"":-98,""t"":8572},{""x"":1024,""y"":452,""dx"":53,""dy"":-99,""t"":8606},{""x"":1043,""y"":452,""dx"":72,""dy"":-99,""t"":8640},{""x"":1063,""y"":449,""dx"":92,""dy"":-102,""t"":8673},{""x"":1063,""y"":453,""dx"":92,""dy"":-98,""t"":8708},{""x"":1040,""y"":442,""dx"":69,""dy"":-109,""t"":8742},{""x"":1023,""y"":471,""dx"":52,""dy"":-80,""t"":8776},{""x"":1008,""y"":496,""dx"":37,""dy"":-55,""t"":8808},{""x"":1013,""y"":494,""dx"":42,""dy"":-57,""t"":8844},{""x"":999,""y"":499,""dx"":28,""dy"":-52,""t"":8877},{""x"":1011,""y"":477,""dx"":40,""dy"":-74,""t"":8913},{""x"":1017,""y"":477,""dx"":46,""dy"":-74,""t"":8947},{""x"":1014,""y"":466,""dx"":43,""dy"":-85,""t"":8980},{""x"":999,""y"":477,""dx"":28,""dy"":-74,""t"":9014}],[{""x"":548,""y"":796,""dx"":57,""dy"":-25,""t"":10034},{""x"":544,""y"":800,""dx"":53,""dy"":-21,""t"":10068},{""x"":556,""y"":800,""dx"":65,""dy"":-21,""t"":10103},{""x"":564,""y"":789,""dx"":73,""dy"":-32,""t"":10135},{""x"":576,""y"":784,""dx"":85,""dy"":-37,""t"":10171},{""x"":576,""y"":796,""dx"":85,""dy"":-25,""t"":10204},{""x"":600,""y"":785,""dx"":109,""dy"":-36,""t"":10238},{""x"":612,""y"":781,""dx"":121,""dy"":-40,""t"":10272},{""x"":624,""y"":760,""dx"":133,""dy"":-61,""t"":10305},{""x"":614,""y"":767,""dx"":123,""dy"":-54,""t"":10340},{""x"":610,""y"":770,""dx"":119,""dy"":-51,""t"":10374},{""x"":619,""y"":758,""dx"":128,""dy"":-63,""t"":10406},{""x"":616,""y"":747,""dx"":125,""dy"":-74,""t"":10442},{""x"":604,""y"":754,""dx"":113,""dy"":-67,""t"":10477},{""x"":620,""y"":740,""dx"":129,""dy"":-81,""t"":10510},{""x"":634,""y"":697,""dx"":143,""dy"":-124,""t"":10544},{""x"":628,""y"":704,""dx"":137,""dy"":-117,""t"":10577},{""x"":638,""y"":702,""dx"":147,""dy"":-119,""t"":10612},{""x"":648,""y"":709,""dx"":157,""dy"":-112,""t"":10646},{""x"":653,""y"":686,""dx"":162,""dy"":-135,""t"":10679},{""x"":666,""y"":680,""dx"":175,""dy"":-141,""t"":10714},{""x"":673,""y"":679,""dx"":182,""dy"":-142,""t"":10748},{""x"":672,""y"":703,""dx"":181,""dy"":-118,""t"":10782},{""x"":645,""y"":694,""dx"":154,""dy"":-127,""t"":10814},{""x"":633,""y"":708,""dx"":142,""dy"":-113,""t"":10849},{""x"":634,""y"":718,""dx"":143,""dy"":-103,""t"":10884},{""x"":613,""y"":711,""dx"":122,""dy"":-110,""t"":10918},{""x"":616,""y"":720,""dx"":125,""dy"":-101,""t"":10951},{""x"":597,""y"":720,""dx"":106,""dy"":-101,""t"":10986},{""x"":587,""y"":745,""dx"":96,""dy"":-76,""t"":11020},{""x"":588,""y"":765,""dx"":97,""dy"":-56,""t"":11053},{""x"":566,""y"":760,""dx"":75,""dy"":-61,""t"":11088},{""x"":587,""y"":732,""dx"":96,""dy"":-89,""t"":11121},{""x"":576,""y"":727,""dx"":85,""dy"":-94,""t"":11156},{""x"":574,""y"":737,""dx"":83,""dy"":-84,""t"":11190},{""x"":592,""y"":727,""dx"":101,""dy"":-94,""t"":11224},{""x"":594,""y"":708,""dx"":103,""dy"":-113,""t"":11258},{""x"":608,""y"":717,""dx"":117,""dy"":-104,""t"":11292},{""x"":584,""y"":732,""dx"":93,""dy"":-89,""t"":11326},{""x"":595,""y"":717,""dx"":104,""dy"":-104,""t"":11360},{""x"":583,""y"":712,""dx"":92,""dy"":-109,""t"":11394},{""x"":588,""y"":719,""dx"":97,""dy"":-102,""t"":11427},{""x"":573,""y"":734,""dx"":82,""dy"":-87,""t"":11463},{""x"":593,""y"":725,""dx"":102,""dy"":-96,""t"":11496},{""x"":613,""y"":714,""dx"":122,""dy"":-107,""t"":11530},{""x"":610,""y"":702,""dx"":119,""dy"":-119,""t"":11564},{""x"":621,""y"":681,""dx"":130,""dy"":-140,""t"":11599},{""x"":623,""y"":686,""dx"":132,""dy"":-135,""t"":11631},{""x"":633,""y"":685,""dx"":142,""dy"":-136,""t"":11666},{""x"":632,""y"":674,""dx"":141,""dy"":-147,""t"":11700},{""x"":628,""y"":685,""dx"":137,""dy"":-136,""t"":11734},{""x"":644,""y"":677,""dx"":153,""dy"":-144,""t"":11767},{""x"":654,""y"":677,""dx"":163,""dy"":-144,""t"":11802},{""x"":656,""y"":719,""dx"":165,""dy"":-102,""t"":11836},{""x"":689,""y"":739,""dx"":198,""dy"":-82,""t"":11871},{""x"":710,""y"":706,""dx"":219,""dy"":-115,""t"":11904},{""x"":710,""y"":689,""dx"":219,""dy"":-132,""t"":11937},{""x"":720,""y"":677,""dx"":229,""dy"":-144,""t"":11972},{""x"":721,""y"":678,""dx"":230,""dy"":-143,""t"":12006}],[{""x"":1429,""y"":703,""dx"":-22,""dy"":-118,""t"":13027},{""x"":1430,""y"":702,""dx"":-21,""dy"":-119,""t"":13061},{""x"":1393,""y"":705,""dx"":-58,""dy"":-116,""t"":13094},{""x"":1392,""y"":696,""dx"":-59,""dy"":-125,""t"":13128},{""x"":1397,""y"":695,""dx"":-54,""dy"":-126,""t"":13163},{""x"":1418,""y"":689,""dx"":-33,""dy"":-132,""t"":13196},{""x"":1433,""y"":672,""dx"":-18,""dy"":-149,""t"":13230},{""x"":1427,""y"":677,""dx"":-24,""dy"":-144,""t"":13264},{""x"":1445,""y"":669,""dx"":-6,""dy"":-152,""t"":13298},{""x"":1424,""y"":707,""dx"":-27,""dy"":-114,""t"":13332},{""x"":1407,""y"":738,""dx"":-44,""dy"":-83,""t"":13366},{""x"":1420,""y"":733,""dx"":-31,""dy"":-88,""t"":13400},{""x"":1435,""y"":722,""dx"":-16,""dy"":-99,""t"":13434},{""x"":1420,""y"":747,""dx"":-31,""dy"":-74,""t"":13468},{""x"":1440,""y"":730,""dx"":-11,""dy"":-91,""t"":13502},{""x"":1430,""y"":741,""dx"":-21,""dy"":-80,""t"":13536},{""x"":1416,""y"":741,""dx"":-35,""dy"":-80,""t"":13570},{""x"":1424,""y"":740,""dx"":-27,""dy"":-81,""t"":13604},{""x"":1443,""y"":735,""dx"":-8,""dy"":-86,""t"":13638},{""x"":1471,""y"":721,""dx"":20,""dy"":-100,""t"":13672},{""x"":1466,""y"":704,""dx"":15,""dy"":-117,""t"":13706},{""x"":1470,""y"":714,""dx"":19,""dy"":-107,""t"":13740},{""x"":1451,""y"":743,""dx"":0,""dy"":-78,""t"":13774},{""x"":1429,""y"":758,""dx"":-22,""dy"":-63,""t"":13808},{""x"":1407,""y"":753,""dx"":-44,""dy"":-68,""t"":13841},{""x"":1405,""y"":751,""dx"":-46,""dy"":-70,""t"":13876},{""x"":1390,""y"":726,""dx"":-61,""dy"":-95,""t"":13911},{""x"":1382,""y"":722,""dx"":-69,""dy"":-99,""t"":13944},{""x"":1367,""y"":740,""dx"":-84,""dy"":-81,""t"":13976},{""x"":1387,""y"":742,""dx"":-64,""dy"":-79,""t"":14012},{""x"":1372,""y"":749,""dx"":-79,""dy"":-72,""t"":14046},{""x"":1376,""y"":734,""dx"":-75,""dy"":-87,""t"":14080},{""x"":1408,""y"":718,""dx"":-43,""dy"":-103,""t"":14113},{""x"":1431,""y"":709,""dx"":-20,""dy"":-112,""t"":14148},{""x"":1444,""y"":708,""dx"":-7,""dy"":-113,""t"":14182},{""x"":1441,""y"":704,""dx"":-10,""dy"":-117,""t"":14216},{""x"":1462,""y"":697,""dx"":11,""dy"":-124,""t"":14250},{""x"":1483,""y"":685,""dx"":32,""dy"":-136,""t"":14285},{""x"":1506,""y"":676,""dx"":55,""dy"":-145,""t"":14318},{""x"":1513,""y"":663,""dx"":62,""dy"":-158,""t"":14353},{""x"":1509,""y"":653,""dx"":58,""dy"":-168,""t"":14385},{""x"":1506,""y"":648,""dx"":55,""dy"":-173,""t"":14421},{""x"":1444,""y"":655,""dx"":-7,""dy"":-166,""t"":14454},{""x"":1452,""y"":656,""dx"":1,""dy"":-165,""t"":14488},{""x"":1427,""y"":658,""dx"":-24,""dy"":-163,""t"":14522},{""x"":1437,""y"":654,""dx"":-14,""dy"":-167,""t"":14556},{""x"":1436,""y"":656,""dx"":-15,""dy"":-165,""t"":14589},{""x"":1452,""y"":652,""dx"":1,""dy"":-169,""t"":14624},{""x"":1463,""y"":641,""dx"":12,""dy"":-180,""t"":14657},{""x"":1466,""y"":641,""dx"":15,""dy"":-180,""t"":14692},{""x"":1477,""y"":641,""dx"":26,""dy"":-180,""t"":14726},{""x"":1479,""y"":657,""dx"":28,""dy"":-164,""t"":14796},{""x"":1468,""y"":675,""dx"":17,""dy"":-146,""t"":14827},{""x"":1472,""y"":676,""dx"":21,""dy"":-145,""t"":14863},{""x"":1476,""y"":681,""dx"":25,""dy"":-140,""t"":14897},{""x"":1452,""y"":679,""dx"":1,""dy"":-142,""t"":14930},{""x"":1454,""y"":683,""dx"":3,""dy"":-138,""t"":14964},{""x"":1432,""y"":702,""dx"":-19,""dy"":-119,""t"":14997},{""x"":1437,""y"":712,""dx"":-14,""dy"":-109,""t"":15032}]]","[100,100,100,79.66101694915254,100]","[{""x"":90.9322033898305,""y"":93.10169491525424,""r"":33.410614713355315},{""x"":-10.864406779661017,""y"":65.91525423728814,""r"":46.41495019133387},{""x"":-26.216666666666665,""y"":-108.73333333333333,""r"":93.63257891389955},{""x"":127.38983050847457,""y"":-95.50847457627118,""r"":41.616330794488874},{""x"":-13.322033898305085,""y"":-121.35593220338983,""r"":42.99124728031986}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.31","validate","","","","","","","","","",""
