"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","size","shapeORcolor","webgazer_data","webgazer_targets","target","response_answer","correct","webgazer_targets_data"
"true","fullscreen","0","2221","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","preload","1","2236","0.0-1.0","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","2","8637","0.0-2.0-0.0","","","","","6398","{""name"":""罗晨曦"",""age"":""23""}","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice","3","11691","0.0-2.0-1.0","","","","","3053","{""sex"":""女""}","[0]","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","4","12514","0.0-3.0","","","","","820"," ","","<p>实验说明：该实验根据颜色和形状各有两组，每组实验开始前会有一个眼动校准。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","","",""
"","webgazer-init-camera","5","26484","0.0-4.0","","","","","","","","","2184","","","","","","","","","","","","","","","","",""
"","html-button-response","6","27713","0.0-5.0-0.0","","","","","1227","0","","
        <p>现在，眼动追踪器将经过校准，将你眼睛的图像从网络摄像头转换到你屏幕上的某个位置。</p>
        <p>为此，需要单击一系列点。</p>
        <p>保持头不动，点击每一个出现的点。当点击它的时候，看着这个点。</p>
      ","","","","","","","","","","","","","","","","","",""
"","webgazer-calibrate","7","38396","0.0-5.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-button-response","8","39617","0.0-5.0-2.0","","","","","1221","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","","","","","","","","","","",""
"","webgazer-validate","9","57835","0.0-5.0-3.0","","","","","","","","","","[[{""x"":638,""y"":759,""dx"":151.5,""dy"":481.5,""t"":990},{""x"":570,""y"":667,""dx"":83.5,""dy"":389.5,""t"":1024},{""x"":541,""y"":574,""dx"":54.5,""dy"":296.5,""t"":1058},{""x"":495,""y"":482,""dx"":8.5,""dy"":204.5,""t"":1093},{""x"":458,""y"":401,""dx"":-28.5,""dy"":123.5,""t"":1126},{""x"":434,""y"":334,""dx"":-52.5,""dy"":56.5,""t"":1160},{""x"":414,""y"":269,""dx"":-72.5,""dy"":-8.5,""t"":1194},{""x"":399,""y"":205,""dx"":-87.5,""dy"":-72.5,""t"":1228},{""x"":401,""y"":165,""dx"":-85.5,""dy"":-112.5,""t"":1262},{""x"":411,""y"":138,""dx"":-75.5,""dy"":-139.5,""t"":1297},{""x"":436,""y"":123,""dx"":-50.5,""dy"":-154.5,""t"":1329},{""x"":415,""y"":154,""dx"":-71.5,""dy"":-123.5,""t"":1365},{""x"":406,""y"":132,""dx"":-80.5,""dy"":-145.5,""t"":1397},{""x"":430,""y"":124,""dx"":-56.5,""dy"":-153.5,""t"":1433},{""x"":433,""y"":124,""dx"":-53.5,""dy"":-153.5,""t"":1467},{""x"":420,""y"":127,""dx"":-66.5,""dy"":-150.5,""t"":1499},{""x"":421,""y"":129,""dx"":-65.5,""dy"":-148.5,""t"":1534},{""x"":415,""y"":127,""dx"":-71.5,""dy"":-150.5,""t"":1568},{""x"":420,""y"":144,""dx"":-66.5,""dy"":-133.5,""t"":1602},{""x"":424,""y"":143,""dx"":-62.5,""dy"":-134.5,""t"":1636},{""x"":424,""y"":135,""dx"":-62.5,""dy"":-142.5,""t"":1670},{""x"":429,""y"":140,""dx"":-57.5,""dy"":-137.5,""t"":1703},{""x"":441,""y"":142,""dx"":-45.5,""dy"":-135.5,""t"":1737},{""x"":449,""y"":143,""dx"":-37.5,""dy"":-134.5,""t"":1773},{""x"":452,""y"":135,""dx"":-34.5,""dy"":-142.5,""t"":1807},{""x"":437,""y"":196,""dx"":-49.5,""dy"":-81.5,""t"":1840},{""x"":441,""y"":239,""dx"":-45.5,""dy"":-38.5,""t"":1873},{""x"":500,""y"":337,""dx"":13.5,""dy"":59.5,""t"":1908},{""x"":609,""y"":532,""dx"":122.5,""dy"":254.5,""t"":1942},{""x"":673,""y"":685,""dx"":186.5,""dy"":407.5,""t"":1975},{""x"":709,""y"":773,""dx"":222.5,""dy"":495.5,""t"":2009},{""x"":715,""y"":776,""dx"":228.5,""dy"":498.5,""t"":2043},{""x"":693,""y"":752,""dx"":206.5,""dy"":474.5,""t"":2078},{""x"":654,""y"":699,""dx"":167.5,""dy"":421.5,""t"":2111},{""x"":597,""y"":665,""dx"":110.5,""dy"":387.5,""t"":2146},{""x"":559,""y"":610,""dx"":72.5,""dy"":332.5,""t"":2180},{""x"":504,""y"":562,""dx"":17.5,""dy"":284.5,""t"":2214},{""x"":458,""y"":492,""dx"":-28.5,""dy"":214.5,""t"":2248},{""x"":455,""y"":406,""dx"":-31.5,""dy"":128.5,""t"":2282},{""x"":447,""y"":358,""dx"":-39.5,""dy"":80.5,""t"":2316},{""x"":437,""y"":302,""dx"":-49.5,""dy"":24.5,""t"":2350},{""x"":430,""y"":257,""dx"":-56.5,""dy"":-20.5,""t"":2382},{""x"":431,""y"":242,""dx"":-55.5,""dy"":-35.5,""t"":2418},{""x"":443,""y"":227,""dx"":-43.5,""dy"":-50.5,""t"":2452},{""x"":452,""y"":223,""dx"":-34.5,""dy"":-54.5,""t"":2486},{""x"":419,""y"":201,""dx"":-67.5,""dy"":-76.5,""t"":2520},{""x"":443,""y"":196,""dx"":-43.5,""dy"":-81.5,""t"":2554},{""x"":433,""y"":189,""dx"":-53.5,""dy"":-88.5,""t"":2589},{""x"":452,""y"":222,""dx"":-34.5,""dy"":-55.5,""t"":2622},{""x"":448,""y"":227,""dx"":-38.5,""dy"":-50.5,""t"":2656},{""x"":457,""y"":254,""dx"":-29.5,""dy"":-23.5,""t"":2690},{""x"":459,""y"":288,""dx"":-27.5,""dy"":10.5,""t"":2723},{""x"":466,""y"":298,""dx"":-20.5,""dy"":20.5,""t"":2758},{""x"":505,""y"":275,""dx"":18.5,""dy"":-2.5,""t"":2792},{""x"":469,""y"":303,""dx"":-17.5,""dy"":25.5,""t"":2826},{""x"":471,""y"":325,""dx"":-15.5,""dy"":47.5,""t"":2860},{""x"":471,""y"":347,""dx"":-15.5,""dy"":69.5,""t"":2894},{""x"":482,""y"":359,""dx"":-4.5,""dy"":81.5,""t"":2928},{""x"":458,""y"":372,""dx"":-28.5,""dy"":94.5,""t"":2962},{""x"":464,""y"":387,""dx"":-22.5,""dy"":109.5,""t"":2995}],[{""x"":1550,""y"":220,""dx"":112.5,""dy"":-57.5,""t"":4015},{""x"":1532,""y"":230,""dx"":94.5,""dy"":-47.5,""t"":4050},{""x"":1513,""y"":258,""dx"":75.5,""dy"":-19.5,""t"":4084},{""x"":1426,""y"":479,""dx"":-11.5,""dy"":201.5,""t"":4118},{""x"":1351,""y"":654,""dx"":-86.5,""dy"":376.5,""t"":4153},{""x"":1345,""y"":758,""dx"":-92.5,""dy"":480.5,""t"":4186},{""x"":1356,""y"":761,""dx"":-81.5,""dy"":483.5,""t"":4220},{""x"":1367,""y"":687,""dx"":-70.5,""dy"":409.5,""t"":4255},{""x"":1383,""y"":606,""dx"":-54.5,""dy"":328.5,""t"":4288},{""x"":1406,""y"":511,""dx"":-31.5,""dy"":233.5,""t"":4322},{""x"":1428,""y"":474,""dx"":-9.5,""dy"":196.5,""t"":4357},{""x"":1441,""y"":383,""dx"":3.5,""dy"":105.5,""t"":4388},{""x"":1447,""y"":371,""dx"":9.5,""dy"":93.5,""t"":4424},{""x"":1467,""y"":348,""dx"":29.5,""dy"":70.5,""t"":4458},{""x"":1471,""y"":307,""dx"":33.5,""dy"":29.5,""t"":4492},{""x"":1475,""y"":298,""dx"":37.5,""dy"":20.5,""t"":4525},{""x"":1486,""y"":289,""dx"":48.5,""dy"":11.5,""t"":4561},{""x"":1494,""y"":287,""dx"":56.5,""dy"":9.5,""t"":4594},{""x"":1505,""y"":295,""dx"":67.5,""dy"":17.5,""t"":4629},{""x"":1511,""y"":284,""dx"":73.5,""dy"":6.5,""t"":4663},{""x"":1498,""y"":281,""dx"":60.5,""dy"":3.5,""t"":4696},{""x"":1504,""y"":283,""dx"":66.5,""dy"":5.5,""t"":4731},{""x"":1527,""y"":280,""dx"":89.5,""dy"":2.5,""t"":4764},{""x"":1526,""y"":265,""dx"":88.5,""dy"":-12.5,""t"":4798},{""x"":1529,""y"":256,""dx"":91.5,""dy"":-21.5,""t"":4832},{""x"":1513,""y"":264,""dx"":75.5,""dy"":-13.5,""t"":4866},{""x"":1505,""y"":264,""dx"":67.5,""dy"":-13.5,""t"":4900},{""x"":1497,""y"":275,""dx"":59.5,""dy"":-2.5,""t"":4934},{""x"":1492,""y"":272,""dx"":54.5,""dy"":-5.5,""t"":4968},{""x"":1488,""y"":271,""dx"":50.5,""dy"":-6.5,""t"":5002},{""x"":1486,""y"":273,""dx"":48.5,""dy"":-4.5,""t"":5036},{""x"":1479,""y"":276,""dx"":41.5,""dy"":-1.5,""t"":5070},{""x"":1472,""y"":251,""dx"":34.5,""dy"":-26.5,""t"":5103},{""x"":1467,""y"":221,""dx"":29.5,""dy"":-56.5,""t"":5138},{""x"":1470,""y"":228,""dx"":32.5,""dy"":-49.5,""t"":5173},{""x"":1463,""y"":249,""dx"":25.5,""dy"":-28.5,""t"":5206},{""x"":1475,""y"":253,""dx"":37.5,""dy"":-24.5,""t"":5240},{""x"":1497,""y"":231,""dx"":59.5,""dy"":-46.5,""t"":5274},{""x"":1508,""y"":206,""dx"":70.5,""dy"":-71.5,""t"":5308},{""x"":1511,""y"":197,""dx"":73.5,""dy"":-80.5,""t"":5342},{""x"":1525,""y"":197,""dx"":87.5,""dy"":-80.5,""t"":5376},{""x"":1527,""y"":205,""dx"":89.5,""dy"":-72.5,""t"":5409},{""x"":1537,""y"":227,""dx"":99.5,""dy"":-50.5,""t"":5444},{""x"":1524,""y"":196,""dx"":86.5,""dy"":-81.5,""t"":5478},{""x"":1536,""y"":185,""dx"":98.5,""dy"":-92.5,""t"":5512},{""x"":1546,""y"":176,""dx"":108.5,""dy"":-101.5,""t"":5544},{""x"":1537,""y"":187,""dx"":99.5,""dy"":-90.5,""t"":5580},{""x"":1541,""y"":180,""dx"":103.5,""dy"":-97.5,""t"":5614},{""x"":1492,""y"":181,""dx"":54.5,""dy"":-96.5,""t"":5648},{""x"":1441,""y"":185,""dx"":3.5,""dy"":-92.5,""t"":5681},{""x"":1433,""y"":193,""dx"":-4.5,""dy"":-84.5,""t"":5716},{""x"":1422,""y"":193,""dx"":-15.5,""dy"":-84.5,""t"":5750},{""x"":1420,""y"":183,""dx"":-17.5,""dy"":-94.5,""t"":5784},{""x"":1442,""y"":179,""dx"":4.5,""dy"":-98.5,""t"":5817},{""x"":1444,""y"":176,""dx"":6.5,""dy"":-101.5,""t"":5852},{""x"":1470,""y"":167,""dx"":32.5,""dy"":-110.5,""t"":5886},{""x"":1480,""y"":176,""dx"":42.5,""dy"":-101.5,""t"":5920},{""x"":1489,""y"":185,""dx"":51.5,""dy"":-92.5,""t"":5952},{""x"":1500,""y"":183,""dx"":62.5,""dy"":-94.5,""t"":5987}],[{""x"":990,""y"":538,""dx"":28,""dy"":-6,""t"":7007},{""x"":1007,""y"":477,""dx"":45,""dy"":-67,""t"":7042},{""x"":1017,""y"":482,""dx"":55,""dy"":-62,""t"":7077},{""x"":1012,""y"":500,""dx"":50,""dy"":-44,""t"":7110},{""x"":1006,""y"":516,""dx"":44,""dy"":-28,""t"":7142},{""x"":1008,""y"":523,""dx"":46,""dy"":-21,""t"":7177},{""x"":1027,""y"":566,""dx"":65,""dy"":22,""t"":7212},{""x"":1010,""y"":684,""dx"":48,""dy"":140,""t"":7246},{""x"":1064,""y"":838,""dx"":102,""dy"":294,""t"":7279},{""x"":1076,""y"":885,""dx"":114,""dy"":341,""t"":7357},{""x"":1067,""y"":887,""dx"":105,""dy"":343,""t"":7385},{""x"":1054,""y"":872,""dx"":92,""dy"":328,""t"":7417},{""x"":1044,""y"":848,""dx"":82,""dy"":304,""t"":7450},{""x"":1037,""y"":832,""dx"":75,""dy"":288,""t"":7483},{""x"":1008,""y"":795,""dx"":46,""dy"":251,""t"":7518},{""x"":984,""y"":761,""dx"":22,""dy"":217,""t"":7550},{""x"":982,""y"":736,""dx"":20,""dy"":192,""t"":7587},{""x"":968,""y"":687,""dx"":6,""dy"":143,""t"":7620},{""x"":988,""y"":647,""dx"":26,""dy"":103,""t"":7654},{""x"":978,""y"":627,""dx"":16,""dy"":83,""t"":7688},{""x"":976,""y"":614,""dx"":14,""dy"":70,""t"":7722},{""x"":986,""y"":613,""dx"":24,""dy"":69,""t"":7756},{""x"":991,""y"":583,""dx"":29,""dy"":39,""t"":7790},{""x"":988,""y"":573,""dx"":26,""dy"":29,""t"":7824},{""x"":974,""y"":580,""dx"":12,""dy"":36,""t"":7857},{""x"":982,""y"":562,""dx"":20,""dy"":18,""t"":7891},{""x"":991,""y"":540,""dx"":29,""dy"":-4,""t"":7926},{""x"":1006,""y"":528,""dx"":44,""dy"":-16,""t"":7959},{""x"":997,""y"":507,""dx"":35,""dy"":-37,""t"":7993},{""x"":1013,""y"":490,""dx"":51,""dy"":-54,""t"":8027},{""x"":1021,""y"":501,""dx"":59,""dy"":-43,""t"":8062},{""x"":1002,""y"":510,""dx"":40,""dy"":-34,""t"":8096},{""x"":995,""y"":508,""dx"":33,""dy"":-36,""t"":8130},{""x"":1000,""y"":505,""dx"":38,""dy"":-39,""t"":8164},{""x"":995,""y"":530,""dx"":33,""dy"":-14,""t"":8197},{""x"":1002,""y"":554,""dx"":40,""dy"":10,""t"":8232},{""x"":986,""y"":576,""dx"":24,""dy"":32,""t"":8266},{""x"":1004,""y"":593,""dx"":42,""dy"":49,""t"":8300},{""x"":988,""y"":597,""dx"":26,""dy"":53,""t"":8334},{""x"":975,""y"":596,""dx"":13,""dy"":52,""t"":8368},{""x"":989,""y"":605,""dx"":27,""dy"":61,""t"":8402},{""x"":986,""y"":616,""dx"":24,""dy"":72,""t"":8436},{""x"":996,""y"":615,""dx"":34,""dy"":71,""t"":8470},{""x"":986,""y"":621,""dx"":24,""dy"":77,""t"":8504},{""x"":986,""y"":642,""dx"":24,""dy"":98,""t"":8538},{""x"":978,""y"":632,""dx"":16,""dy"":88,""t"":8573},{""x"":972,""y"":650,""dx"":10,""dy"":106,""t"":8606},{""x"":975,""y"":657,""dx"":13,""dy"":113,""t"":8640},{""x"":953,""y"":674,""dx"":-9,""dy"":130,""t"":8673},{""x"":964,""y"":660,""dx"":2,""dy"":116,""t"":8708},{""x"":978,""y"":658,""dx"":16,""dy"":114,""t"":8742},{""x"":980,""y"":667,""dx"":18,""dy"":123,""t"":8776},{""x"":954,""y"":692,""dx"":-8,""dy"":148,""t"":8809},{""x"":933,""y"":703,""dx"":-29,""dy"":159,""t"":8843},{""x"":938,""y"":708,""dx"":-24,""dy"":164,""t"":8877},{""x"":914,""y"":709,""dx"":-48,""dy"":165,""t"":8912},{""x"":916,""y"":718,""dx"":-46,""dy"":174,""t"":8946},{""x"":937,""y"":726,""dx"":-25,""dy"":182,""t"":8980},{""x"":961,""y"":716,""dx"":-1,""dy"":172,""t"":9014}],[{""x"":652,""y"":686,""dx"":165.5,""dy"":-124.5,""t"":10033},{""x"":655,""y"":681,""dx"":168.5,""dy"":-129.5,""t"":10068},{""x"":659,""y"":684,""dx"":172.5,""dy"":-126.5,""t"":10103},{""x"":663,""y"":683,""dx"":176.5,""dy"":-127.5,""t"":10136},{""x"":654,""y"":689,""dx"":167.5,""dy"":-121.5,""t"":10170},{""x"":654,""y"":685,""dx"":167.5,""dy"":-125.5,""t"":10204},{""x"":648,""y"":690,""dx"":161.5,""dy"":-120.5,""t"":10238},{""x"":648,""y"":706,""dx"":161.5,""dy"":-104.5,""t"":10272},{""x"":663,""y"":720,""dx"":176.5,""dy"":-90.5,""t"":10306},{""x"":676,""y"":735,""dx"":189.5,""dy"":-75.5,""t"":10340},{""x"":681,""y"":744,""dx"":194.5,""dy"":-66.5,""t"":10374},{""x"":674,""y"":757,""dx"":187.5,""dy"":-53.5,""t"":10409},{""x"":681,""y"":749,""dx"":194.5,""dy"":-61.5,""t"":10442},{""x"":693,""y"":753,""dx"":206.5,""dy"":-57.5,""t"":10476},{""x"":710,""y"":757,""dx"":223.5,""dy"":-53.5,""t"":10510},{""x"":714,""y"":779,""dx"":227.5,""dy"":-31.5,""t"":10544},{""x"":723,""y"":780,""dx"":236.5,""dy"":-30.5,""t"":10577},{""x"":789,""y"":876,""dx"":302.5,""dy"":65.5,""t"":10612},{""x"":849,""y"":1011,""dx"":362.5,""dy"":200.5,""t"":10646},{""x"":888,""y"":1054,""dx"":401.5,""dy"":243.5,""t"":10679},{""x"":907,""y"":1100,""dx"":420.5,""dy"":289.5,""t"":10711},{""x"":903,""y"":1090,""dx"":416.5,""dy"":279.5,""t"":10747},{""x"":902,""y"":1091,""dx"":415.5,""dy"":280.5,""t"":10782},{""x"":898,""y"":1049,""dx"":411.5,""dy"":238.5,""t"":10816},{""x"":883,""y"":992,""dx"":396.5,""dy"":181.5,""t"":10850},{""x"":855,""y"":948,""dx"":368.5,""dy"":137.5,""t"":10884},{""x"":833,""y"":885,""dx"":346.5,""dy"":74.5,""t"":10917},{""x"":823,""y"":819,""dx"":336.5,""dy"":8.5,""t"":10952},{""x"":804,""y"":790,""dx"":317.5,""dy"":-20.5,""t"":10985},{""x"":770,""y"":769,""dx"":283.5,""dy"":-41.5,""t"":11020},{""x"":748,""y"":740,""dx"":261.5,""dy"":-70.5,""t"":11054},{""x"":725,""y"":737,""dx"":238.5,""dy"":-73.5,""t"":11087},{""x"":724,""y"":687,""dx"":237.5,""dy"":-123.5,""t"":11120},{""x"":705,""y"":687,""dx"":218.5,""dy"":-123.5,""t"":11156},{""x"":705,""y"":641,""dx"":218.5,""dy"":-169.5,""t"":11190},{""x"":689,""y"":669,""dx"":202.5,""dy"":-141.5,""t"":11223},{""x"":689,""y"":684,""dx"":202.5,""dy"":-126.5,""t"":11258},{""x"":701,""y"":663,""dx"":214.5,""dy"":-147.5,""t"":11291},{""x"":717,""y"":655,""dx"":230.5,""dy"":-155.5,""t"":11327},{""x"":743,""y"":635,""dx"":256.5,""dy"":-175.5,""t"":11360},{""x"":740,""y"":669,""dx"":253.5,""dy"":-141.5,""t"":11393},{""x"":730,""y"":691,""dx"":243.5,""dy"":-119.5,""t"":11427},{""x"":717,""y"":703,""dx"":230.5,""dy"":-107.5,""t"":11463},{""x"":706,""y"":721,""dx"":219.5,""dy"":-89.5,""t"":11497},{""x"":702,""y"":734,""dx"":215.5,""dy"":-76.5,""t"":11530},{""x"":706,""y"":713,""dx"":219.5,""dy"":-97.5,""t"":11564},{""x"":691,""y"":733,""dx"":204.5,""dy"":-77.5,""t"":11598},{""x"":685,""y"":737,""dx"":198.5,""dy"":-73.5,""t"":11632},{""x"":685,""y"":742,""dx"":198.5,""dy"":-68.5,""t"":11665},{""x"":685,""y"":755,""dx"":198.5,""dy"":-55.5,""t"":11700},{""x"":670,""y"":767,""dx"":183.5,""dy"":-43.5,""t"":11734},{""x"":676,""y"":775,""dx"":189.5,""dy"":-35.5,""t"":11769},{""x"":683,""y"":789,""dx"":196.5,""dy"":-21.5,""t"":11802},{""x"":684,""y"":736,""dx"":197.5,""dy"":-74.5,""t"":11835},{""x"":696,""y"":750,""dx"":209.5,""dy"":-60.5,""t"":11870},{""x"":712,""y"":720,""dx"":225.5,""dy"":-90.5,""t"":11904},{""x"":727,""y"":693,""dx"":240.5,""dy"":-117.5,""t"":11938},{""x"":728,""y"":702,""dx"":241.5,""dy"":-108.5,""t"":11972},{""x"":746,""y"":672,""dx"":259.5,""dy"":-138.5,""t"":12006}],[{""x"":1445,""y"":708,""dx"":7.5,""dy"":-102.5,""t"":13025},{""x"":1448,""y"":712,""dx"":10.5,""dy"":-98.5,""t"":13060},{""x"":1451,""y"":716,""dx"":13.5,""dy"":-94.5,""t"":13091},{""x"":1425,""y"":724,""dx"":-12.5,""dy"":-86.5,""t"":13128},{""x"":1403,""y"":733,""dx"":-34.5,""dy"":-77.5,""t"":13163},{""x"":1411,""y"":709,""dx"":-26.5,""dy"":-101.5,""t"":13196},{""x"":1406,""y"":728,""dx"":-31.5,""dy"":-82.5,""t"":13230},{""x"":1400,""y"":742,""dx"":-37.5,""dy"":-68.5,""t"":13263},{""x"":1405,""y"":744,""dx"":-32.5,""dy"":-66.5,""t"":13298},{""x"":1378,""y"":738,""dx"":-59.5,""dy"":-72.5,""t"":13333},{""x"":1371,""y"":730,""dx"":-66.5,""dy"":-80.5,""t"":13365},{""x"":1362,""y"":728,""dx"":-75.5,""dy"":-82.5,""t"":13400},{""x"":1353,""y"":721,""dx"":-84.5,""dy"":-89.5,""t"":13434},{""x"":1355,""y"":712,""dx"":-82.5,""dy"":-98.5,""t"":13467},{""x"":1326,""y"":706,""dx"":-111.5,""dy"":-104.5,""t"":13503},{""x"":1314,""y"":713,""dx"":-123.5,""dy"":-97.5,""t"":13535},{""x"":1293,""y"":722,""dx"":-144.5,""dy"":-88.5,""t"":13570},{""x"":1287,""y"":720,""dx"":-150.5,""dy"":-90.5,""t"":13604},{""x"":1293,""y"":714,""dx"":-144.5,""dy"":-96.5,""t"":13639},{""x"":1307,""y"":725,""dx"":-130.5,""dy"":-85.5,""t"":13672},{""x"":1304,""y"":722,""dx"":-133.5,""dy"":-88.5,""t"":13706},{""x"":1300,""y"":725,""dx"":-137.5,""dy"":-85.5,""t"":13740},{""x"":1324,""y"":666,""dx"":-113.5,""dy"":-144.5,""t"":13773},{""x"":1343,""y"":625,""dx"":-94.5,""dy"":-185.5,""t"":13808},{""x"":1356,""y"":645,""dx"":-81.5,""dy"":-165.5,""t"":13843},{""x"":1373,""y"":611,""dx"":-64.5,""dy"":-199.5,""t"":13875},{""x"":1363,""y"":652,""dx"":-74.5,""dy"":-158.5,""t"":13911},{""x"":1335,""y"":647,""dx"":-102.5,""dy"":-163.5,""t"":13944},{""x"":1282,""y"":704,""dx"":-155.5,""dy"":-106.5,""t"":13979},{""x"":1247,""y"":867,""dx"":-190.5,""dy"":56.5,""t"":14012},{""x"":1223,""y"":976,""dx"":-214.5,""dy"":165.5,""t"":14046},{""x"":1228,""y"":1018,""dx"":-209.5,""dy"":207.5,""t"":14080},{""x"":1244,""y"":1042,""dx"":-193.5,""dy"":231.5,""t"":14114},{""x"":1247,""y"":1015,""dx"":-190.5,""dy"":204.5,""t"":14148},{""x"":1244,""y"":989,""dx"":-193.5,""dy"":178.5,""t"":14181},{""x"":1269,""y"":956,""dx"":-168.5,""dy"":145.5,""t"":14215},{""x"":1275,""y"":925,""dx"":-162.5,""dy"":114.5,""t"":14249},{""x"":1280,""y"":898,""dx"":-157.5,""dy"":87.5,""t"":14281},{""x"":1301,""y"":855,""dx"":-136.5,""dy"":44.5,""t"":14318},{""x"":1303,""y"":829,""dx"":-134.5,""dy"":18.5,""t"":14352},{""x"":1283,""y"":805,""dx"":-154.5,""dy"":-5.5,""t"":14385},{""x"":1290,""y"":765,""dx"":-147.5,""dy"":-45.5,""t"":14420},{""x"":1290,""y"":744,""dx"":-147.5,""dy"":-66.5,""t"":14454},{""x"":1320,""y"":744,""dx"":-117.5,""dy"":-66.5,""t"":14488},{""x"":1313,""y"":729,""dx"":-124.5,""dy"":-81.5,""t"":14523},{""x"":1361,""y"":722,""dx"":-76.5,""dy"":-88.5,""t"":14556},{""x"":1394,""y"":724,""dx"":-43.5,""dy"":-86.5,""t"":14590},{""x"":1408,""y"":721,""dx"":-29.5,""dy"":-89.5,""t"":14624},{""x"":1411,""y"":709,""dx"":-26.5,""dy"":-101.5,""t"":14658},{""x"":1412,""y"":700,""dx"":-25.5,""dy"":-110.5,""t"":14690},{""x"":1424,""y"":697,""dx"":-13.5,""dy"":-113.5,""t"":14725},{""x"":1418,""y"":684,""dx"":-19.5,""dy"":-126.5,""t"":14761},{""x"":1416,""y"":678,""dx"":-21.5,""dy"":-132.5,""t"":14794},{""x"":1399,""y"":668,""dx"":-38.5,""dy"":-142.5,""t"":14828},{""x"":1379,""y"":672,""dx"":-58.5,""dy"":-138.5,""t"":14862},{""x"":1371,""y"":659,""dx"":-66.5,""dy"":-151.5,""t"":14896},{""x"":1355,""y"":666,""dx"":-82.5,""dy"":-144.5,""t"":14930},{""x"":1350,""y"":671,""dx"":-87.5,""dy"":-139.5,""t"":14963},{""x"":1355,""y"":656,""dx"":-82.5,""dy"":-154.5,""t"":14998},{""x"":1347,""y"":663,""dx"":-90.5,""dy"":-147.5,""t"":15032}]]","[76.66666666666667,88.13559322033898,86.4406779661017,10.16949152542373,86.66666666666667]","[{""x"":-7.883333333333334,""y"":49.03333333333333,""r"":239.70058882411854},{""x"":39.90677966101695,""y"":13.177966101694915,""r"":90.03501026728081},{""x"":29.440677966101696,""y"":90.40677966101696,""r"":87.08667223129923},{""x"":243.44915254237287,""y"":-41.82203389830509,""r"":81.89433779256076},{""x"":-94.66666666666667,""y"":-62.35,""r"":125.18409132368348}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.30","validate","","","","","","","","","","",""
