recognition_shape_2_500,recognition_shape_2_1000,recognition_shape_2_1500,recognition_color_2_500,recognition_color_2_1000,recognition_color_2_1500
0.9669421487603306,1.0,0.9669421487603306,0.99,1.0,0.967741935483871
