recall_color_2_1000_mean,recall_color_2_1000_std,recall_color_2_1500_mean,recall_color_2_1500_std,recall_color_2_500_mean,recall_color_2_500_std,recall_shape_2_1000_mean,recall_shape_2_1000_std,recall_shape_2_1500_mean,recall_shape_2_1500_std,recall_shape_2_500_mean,recall_shape_2_500_std
605.2,93.90007204156855,673.8823529411765,177.1032509507553,632.25,115.9174754345138,,,,,,
547.7,205.50042369282608,567.09375,117.30450019555529,590.7,142.14348020756086,612.7222222222222,123.01303324935269,608.6111111111111,134.8989627785557,687.3333333333334,262.6754968904916
473.77142857142854,76.39452001993094,466.02941176470586,58.68791899537016,509.43333333333334,112.7201855475986,605.3428571428572,119.971306093225,575.3333333333334,120.12374571962984,,
500.1142857142857,105.05538355289261,526.8823529411765,108.85986674727879,483.56666666666666,71.36196385370481,595.3055555555555,179.0045202054078,566.1666666666666,117.19617253623456,540.8055555555555,106.85766753542354
533.3235294117648,130.95308449471867,529.969696969697,103.8862012157067,519.8,141.78721308038834,528.9444444444445,107.24310019615498,596.8611111111111,105.97227475086592,532.7142857142857,125.29320234801985
488.51428571428573,66.61803828701414,501.0625,96.4662526649906,517.7,125.54272524550741,534.9722222222222,128.55004275403215,523.4722222222222,120.00059192975701,542.9428571428572,106.022734203883
534.0,126.7280552995271,523.1470588235294,127.77018487347702,474.6896551724138,75.86741416457862,601.1111111111111,133.996541059361,712.1111111111111,227.94620640816333,582.6388888888889,121.22827411311457
513.7272727272727,128.03375353966058,480.61764705882354,88.04751289860057,477.18518518518516,97.86648559567776,608.1666666666666,309.08755116587,555.5,126.7274916616641,540.7222222222222,152.00537793326563
499.47058823529414,79.35430151756401,555.4411764705883,96.1107918692042,615.1333333333333,198.81870676804922,642.5,135.9278169786134,653.9714285714285,153.82715390109422,662.5555555555555,148.90926181392564
469.1212121212121,84.52875160846071,557.0,142.7073717065588,472.9,106.06678117566082,497.3333333333333,92.75066422557691,534.6944444444445,109.61303870419911,503.27777777777777,101.15832318304979
600.09375,113.33944431263448,570.1470588235294,107.37307725105056,521.1333333333333,58.440499262266655,620.1142857142858,93.74049643707306,615.9166666666666,106.84150477626727,663.6111111111111,183.05038772000577
437.0,60.76896137557945,,,,,,,,,,
519.1470588235294,62.80278528514633,518.5882352941177,64.82756505323054,509.6666666666667,58.57699520986112,596.3611111111111,169.51176154352035,700.2222222222222,163.2250175347099,687.7878787878788,185.43357260346585
449.5882352941176,72.71118360358238,502.3125,135.92845307307337,466.58620689655174,46.36001759627679,576.1714285714286,167.6248412227674,529.4444444444445,83.15542914822457,593.7714285714286,134.8306313849485
535.6857142857143,166.70681757267783,511.8529411764706,64.58545307314257,491.6,76.2222702545563,566.4722222222222,92.62597170837473,701.5,244.10589037195663,582.1428571428571,106.11013780284058
,,569.060606060606,170.4814761553912,,,,,,,,
,,493.52941176470586,102.95754797241423,,,,,,,,
,,451.7352941176471,62.24161563277049,396.93333333333334,41.05835488359374,499.69444444444446,105.51420200805589,472.0833333333333,96.03433165875033,509.55555555555554,91.84939363496697
,,,,,,645.0857142857143,79.21317902402627,623.0277777777778,135.1854781108662,729.3333333333334,104.96545682478965
,,,,,,,,708.8333333333334,217.51262689127464,,
,,,,,,,,761.0,203.91062467939932,,
,,,,,,,,686.7222222222222,146.64721732513834,,
,,,,,,,,696.5833333333334,170.38232218832363,,
,,,,,,,,712.4722222222222,181.4581393853865,,
,,,,,,,,,,686.3055555555555,302.066673760654
513.763824059927,48.475634663151276,529.3148231886338,51.65413380742225,511.9518475947212,61.02651072200431,582.0198412698412,47.25231617444627,626.7263492063491,81.06867543850687,603.0332130832131,75.74691733069417
