recall_shape_2_500_mean,recall_shape_2_500_std,recall_shape_2_1000_mean,recall_shape_2_1000_std,recall_shape_2_1500_mean,recall_shape_2_1500_std,recall_color_2_500_mean,recall_color_2_500_std,recall_color_2_1000_mean,recall_color_2_1000_std,recall_color_2_1500_mean,recall_color_2_1500_std
551.6728395061729,123.2954251642018,534.036809815951,115.73159078578884,608.7578475336323,180.64505194370093,494.35,125.13671517295285,485.2236842105263,91.18267795939443,506.75824175824175,109.45175689039563
