recognition_color_4_1000,recognition_color_4_1500,recognition_color_4_500,recognition_shape_4_1000,recognition_shape_4_1500,recognition_shape_4_500
0.9924385633270322,0.9773584905660377,0.9924242424242424,0.9737654320987654,0.9738058551617874,0.9830246913580247
