recognition_shape_6_500,recognition_shape_6_1000,recognition_shape_6_1500,recognition_color_6_500,recognition_color_6_1000,recognition_color_6_1500
0.9925093632958801,0.993103448275862,0.9868852459016394,0.9803149606299213,0.9923954372623575,0.985239852398524
