recall_color_6_1000_mean,recall_color_6_1000_std,recall_color_6_1500_mean,recall_color_6_1500_std,recall_color_6_500_mean,recall_color_6_500_std,recall_shape_6_1000_mean,recall_shape_6_1000_std,recall_shape_6_1500_mean,recall_shape_6_1500_std,recall_shape_6_500_mean,recall_shape_6_500_std
709.0985915492957,278.0277044227056,760.7391304347826,200.91025595098813,662.5735294117648,208.84753534622607,1111.138888888889,513.9917329733478,1246.0704225352113,525.1412959233968,1081.5,463.04320973804056
906.7887323943662,251.62477254225516,840.5797101449275,276.040832753007,958.6,311.59725957381755,1129.763888888889,349.96991794489094,1075.9859154929577,329.96850468568516,1125.9154929577464,350.64449829579627
913.2676056338029,251.15328033160944,1036.7536231884058,332.603915906571,827.9714285714285,221.00409671778834,1006.2222222222222,354.71183393428015,1113.9285714285713,467.6659070545105,1054.111111111111,425.153909349741
809.5492957746479,394.88073384730063,850.4347826086956,221.19637789961192,768.5217391304348,441.72647940631276,980.7361111111111,293.91409078526385,1080.9718309859154,410.16571465797256,1080.9027777777778,329.9802879184005
788.9545454545455,193.48618967359295,873.179104477612,369.59732081924193,783.9571428571429,211.13196887627768,963.0,378.3220552185515,1048.5492957746478,300.23151965167506,1067.3055555555557,405.16442980593536
924.4647887323944,461.08396604355556,1036.865671641791,541.3427720345139,,,,,,,,
686.0281690140845,192.89204766478548,740.6811594202899,278.3974884074516,737.6,274.3066833340725,859.3055555555555,365.4241077983914,848.8732394366198,345.7762666224449,848.375,336.31187058409733
992.0281690140845,339.5078779574504,925.6119402985074,415.82520931727305,821.927536231884,471.87642695820335,962.6666666666666,298.8562233809447,980.0422535211268,298.90158134742603,1007.0833333333334,321.7018018223937
638.5142857142857,120.55135929446531,642.6176470588235,144.4812676399908,670.6,231.5797292823635,817.4166666666666,242.51265394602333,851.2957746478874,258.3408266151076,793.25,240.57909887789796
,,,,925.5507246376811,295.96927186647787,,,,,,
,,,,888.6811594202899,216.7922896361741,,,,,,
,,,,,,750.1944444444445,220.5657028290567,897.4225352112676,369.83253592371585,782.4444444444445,232.1038432538508
818.7437981423897,122.97417758068478,856.3847521415373,131.67086277085184,804.5983260260626,100.3358101152208,953.3827160493828,126.65849071123206,1015.9044265593561,133.14176579235735,982.3208572422188,135.46383219545228
