recall_shape_6_500,recall_shape_6_1000,recall_shape_6_1500,recall_color_6_500,recall_color_6_1000,recall_color_6_1500
0.8647798742138365,0.8975155279503105,0.9102167182662538,0.9354838709677419,0.8823529411764706,0.8715277777777778
