recall_color_2_1000,recall_color_2_1500,recall_color_2_500,recall_shape_2_1000,recall_shape_2_1500,recall_shape_2_500
0.9821782178217822,0.9777397260273972,0.9722772277227723,0.9832089552238806,0.9791376912378303,0.9675572519083969
