recall_color_6_1000,recall_color_6_1500,recall_color_6_500,recall_shape_6_1000,recall_shape_6_1500,recall_shape_6_500
0.8474842767295597,0.8236245954692557,0.8703703703703703,0.8703703703703703,0.8653250773993808,0.8253477588871716
