recall_shape_4_500,recall_shape_4_1000,recall_shape_4_1500,recall_color_4_500,recall_color_4_1000,recall_color_4_1500
0.9497716894977168,0.9497716894977168,0.9452054794520548,0.95,0.94,0.9238578680203046
