recognition_color_2_1000_mean,recognition_color_2_1000_std,recognition_color_2_1500_mean,recognition_color_2_1500_std,recognition_color_2_500_mean,recognition_color_2_500_std,recognition_shape_2_1000_mean,recognition_shape_2_1000_std,recognition_shape_2_1500_mean,recognition_shape_2_1500_std,recognition_shape_2_500_mean,recognition_shape_2_500_std
646.9375,187.15888325336087,554.3235294117648,144.18101429846953,831.4375,281.3062775236158,,,,,,
427.15625,29.78428831859444,531.2941176470588,245.53004252541317,461.5,66.98386902588877,462.8611111111111,98.7279531346555,478.1666666666667,62.26097149441672,478.1666666666667,62.26097149441672
492.34375,111.11505498152978,471.7878787878788,110.22356757284192,451.34375,106.35958769740174,573.2647058823529,127.00019299043542,,,,
448.4516129032258,64.5873252321627,508.29411764705884,90.13139546904763,495.125,80.348735863352,536.6666666666666,139.71808350082267,500.72222222222223,144.4947079824055,500.72222222222223,144.4947079824055
423.96875,90.23999698831784,440.6764705882353,61.60515552423981,389.53125,62.613501777481744,522.6111111111111,90.85633173242806,546.3333333333334,102.95047352975118,546.3333333333334,102.95047352975118
436.875,49.67685902490862,440.47058823529414,64.65302978399043,407.42424242424244,60.052596895882814,481.02777777777777,88.87374226109792,510.97222222222223,111.04323124958678,510.97222222222223,111.04323124958678
405.3225806451613,44.8838405195561,499.2647058823529,79.32492016385382,473.8484848484849,69.331685222253,488.44444444444446,102.58054520213983,483.22222222222223,79.6119557105809,483.22222222222223,79.6119557105809
442.0625,83.67985748307113,483.4848484848485,195.07852925362536,457.375,114.2472559139648,459.4166666666667,68.13196229167545,435.9166666666667,59.42744676133603,435.9166666666667,59.42744676133603
427.25,59.516872099566264,466.9117647058824,48.70092255181112,377.96875,53.901633451219986,479.69444444444446,71.56448418611984,537.9444444444445,111.97574850818481,537.9444444444445,111.97574850818481
442.7741935483871,54.29653744480051,441.2647058823529,73.21545987742198,461.06060606060606,87.63915341969714,556.1388888888889,119.75741021576619,534.6944444444445,132.00061026794955,534.6944444444445,132.00061026794955
516.96875,93.94558630124074,513.3823529411765,87.70232528823034,481.0,67.06961557466491,440.30555555555554,82.61781870912574,448.3888888888889,59.02603676237306,448.3888888888889,59.02603676237306
410.125,60.16630178902258,365.6363636363636,38.416970681765584,376.4516129032258,25.795139994034304,462.6666666666667,75.55092889662481,425.4166666666667,81.61140501530058,425.4166666666667,81.61140501530058
414.38709677419354,68.34504489200606,438.52941176470586,54.657742413166865,436.0,65.15589246246762,490.8333333333333,67.9888646344805,541.7777777777778,111.35608549952616,541.7777777777778,111.35608549952616
397.0,45.11705206567439,380.90625,33.06724270819357,372.90909090909093,43.522525515791564,501.97222222222223,147.40604486754287,490.8611111111111,121.96888427036927,490.8611111111111,121.96888427036927
411.5,38.58212857219376,471.29411764705884,186.11262953770841,460.40625,64.9147626606639,528.7647058823529,195.3669521421287,489.72222222222223,50.34600912605323,489.72222222222223,50.34600912605323
,,,,482.1818181818182,77.71400072760963,,,,,,
,,,,,,684.75,158.69366266939764,643.1142857142858,131.22360158693013,643.1142857142858,131.22360158693013
449.54153225806454,63.364903344241235,467.1680815508021,51.772652807235495,463.47270970796677,106.40085897276428,511.2945533769063,61.17812583009681,504.80379818594105,55.53625253017625,504.80379818594105,55.53625253017625
