recognition_shape_6_500_mean,recognition_shape_6_500_std,recognition_shape_6_1000_mean,recognition_shape_6_1000_std,recognition_shape_6_1500_mean,recognition_shape_6_1500_std,recognition_color_6_500_mean,recognition_color_6_500_std,recognition_color_6_1000_mean,recognition_color_6_1000_std,recognition_color_6_1500_mean,recognition_color_6_1500_std
610.9288389513108,159.55617070109597,623.3827586206896,159.4061265965519,619.5081967213115,168.75613272977236,581.0393700787401,153.89079858948918,569.0266159695817,135.2247325622051,596.6531365313654,148.1432914298899
