recognition_shape_4_500_mean,recognition_shape_4_500_std,recognition_shape_4_1000_mean,recognition_shape_4_1000_std,recognition_shape_4_1500_mean,recognition_shape_4_1500_std,recognition_color_4_500_mean,recognition_color_4_500_std,recognition_color_4_1000_mean,recognition_color_4_1000_std,recognition_color_4_1500_mean,recognition_color_4_1500_std
584.6104417670683,143.38667567629008,583.336032388664,170.92000112865693,613.9375,189.86864059111056,531.3459459459459,178.0817756015761,520.1075268817204,97.29647779692985,555.6633165829146,157.2266337316973
