recognition_color_2_1000,recognition_color_2_1500,recognition_color_2_500,recognition_shape_2_1000,recognition_shape_2_1500,recognition_shape_2_500
0.9980506822612085,0.9806576402321083,0.9905482041587902,0.9813432835820896,0.9761431411530815,0.9761431411530815
