recall_shape_4_500_mean,recall_shape_4_500_std,recall_shape_4_1000_mean,recall_shape_4_1000_std,recall_shape_4_1500_mean,recall_shape_4_1500_std,recall_color_4_500_mean,recall_color_4_500_std,recall_color_4_1000_mean,recall_color_4_1000_std,recall_color_4_1500_mean,recall_color_4_1500_std
788.986301369863,281.7414143893811,791.7671232876712,287.74958152264486,822.2922374429223,321.8977792103686,677.125,235.83121333043368,715.225,241.09704123331187,725.3248730964467,236.7509800867784
