recognition_shape_4_500,recognition_shape_4_1000,recognition_shape_4_1500,recognition_color_4_500,recognition_color_4_1000,recognition_color_4_1500
0.9919678714859438,0.9757085020242915,0.9833333333333333,0.9945945945945946,0.989247311827957,0.964824120603015
