recognition_color_4_1000_mean,recognition_color_4_1000_std,recognition_color_4_1500_mean,recognition_color_4_1500_std,recognition_color_4_500_mean,recognition_color_4_500_std,recognition_shape_4_1000_mean,recognition_shape_4_1000_std,recognition_shape_4_1500_mean,recognition_shape_4_1500_std,recognition_shape_4_500_mean,recognition_shape_4_500_std
645.7,194.73574454650495,779.734693877551,281.0187401454308,777.84,356.45753446595995,,,,,,
514.695652173913,74.86428300307976,521.9387755102041,105.48823160335337,521.0909090909091,90.22473702509394,661.22,209.5442372076569,664.02,172.88140207573937,664.16,219.304406834753
565.9130434782609,196.08805573992703,525.5918367346939,87.39253361685304,552.0204081632653,100.4468121685797,588.3061224489796,121.75268718486133,643.1,139.50981971143955,649.52,157.06754558963166
497.625,70.43651887685365,514.3191489361702,69.43188917235763,480.40816326530614,84.89157750903672,561.62,119.95490479206538,563.34,107.06713705304114,572.5918367346939,170.0683586051193
565.5102040816327,78.15346080228406,691.195652173913,127.29050231920812,566.9024390243902,93.37981711217064,576.6938775510204,115.64983140239056,,,639.56,168.8401200024715
502.42,97.48806101680516,501.5744680851064,194.1300264256846,499.42,114.913648147695,563.9,135.08670684914537,735.68,230.81571764116083,532.6530612244898,112.88038488823913
543.5869565217391,80.12339818803287,577.8125,106.71550092792458,575.96,192.2348648536631,681.4,156.71617396961128,714.4489795918367,176.87190058821406,698.12,170.65129022993895
586.625,100.4033620272896,605.3877551020408,130.8121771100539,534.48,86.84216036192635,531.64,88.9732544082771,716.4,146.80015570252544,602.24,120.33227608030468
456.375,76.06397783053589,465.40816326530614,73.99688010521878,455.16326530612247,79.85595024239362,556.38,103.69635618339868,554.72,135.30706423780342,553.44,108.96791514300091
517.795918367347,95.92922295279229,588.9148936170212,103.54348588400033,513.5106382978723,109.3132460131504,713.16,207.3583470266694,712.36,254.59072878577777,708.98,205.22267547864257
524.1224489795918,85.32404718021107,552.0425531914893,192.70612425082467,521.1632653061224,101.96942902547956,611.08,130.8092301555114,578.28,89.0083784178289,596.46,109.94288127412864
,,,,,,640.0,145.20372739354727,707.38,247.65404523740162,670.2,171.41797586303366
,,,,,,653.06,168.2146842579446,681.04,141.08717235837435,650.46,135.09939047280136
,,,,,,686.88,205.45118492662704,757.48,268.02834452607385,660.6,184.81297772259902
,,,,,,626.16,144.41770436249612,,,608.56,136.24979510687956
,,,,,,,,599.02,135.64742563584704,,
538.2153839638621,51.21809773388658,574.9018582266816,91.32914003723485,545.2690080412716,85.00797590226426,617.9642857142857,56.47571068006699,663.6360753532183,69.37712723881373,629.1103498542273,52.9631333426395
