recall_shape_2_500,recall_shape_2_1000,recall_shape_2_1500,recall_color_2_500,recall_color_2_1000,recall_color_2_1500
0.9691358024691358,0.9877300613496932,0.9775784753363229,0.95625,0.9868421052631579,0.978021978021978
