recognition_color_6_1000,recognition_color_6_1500,recognition_color_6_500,recognition_shape_6_1000,recognition_shape_6_1500,recognition_shape_6_500
0.9905362776025236,0.977491961414791,0.9905511811023622,0.9845201238390093,0.98145285935085,0.9953560371517027
