recall_shape_6_500_mean,recall_shape_6_500_std,recall_shape_6_1000_mean,recall_shape_6_1000_std,recall_shape_6_1500_mean,recall_shape_6_1500_std,recall_color_6_500_mean,recall_color_6_500_std,recall_color_6_1000_mean,recall_color_6_1000_std,recall_color_6_1500_mean,recall_color_6_1500_std
923.069182389937,367.9138240804321,923.6149068322982,388.1937172916318,955.1609907120743,375.61649377924743,727.7771260997067,280.0205300329811,757.0196078431372,272.8567863253178,773.5381944444445,290.42208608013914
