recall_color_4_1000,recall_color_4_1500,recall_color_4_500,recall_shape_4_1000,recall_shape_4_1500,recall_shape_4_500
0.9075471698113208,0.876425855513308,0.9297912713472486,0.9525547445255474,0.9454545454545454,0.9357798165137615
